DIN,DineEquity,NASDAQ
85.83,85.29,86.05,84.84
85.60,86.83,86.83,84.76
86.59,87.11,87.70,86.46
87.06,85.01,87.54,84.57
85.41,84.72,85.67,84.25
83.23,83.05,84.00,82.75
82.93,82.89,83.68,82.67
83.22,83.03,83.89,82.75
80.55,79.31,81.60,78.94
79.13,78.51,79.84,78.17
78.42,78.63,79.79,77.88
78.83,79.07,79.70,78.45
79.13,78.77,79.64,78.30
78.76,78.37,79.43,78.26
78.46,77.23,78.46,77.01
77.80,77.74,78.56,77.41
78.14,77.00,78.14,76.75
77.29,75.94,77.37,75.60
76.29,76.69,77.19,76.01
76.86,76.58,77.47,76.26
76.81,75.99,76.88,75.89
76.19,75.56,76.30,75.50
75.90,76.99,77.43,75.53
76.89,76.96,78.15,76.38
76.73,76.62,76.80,76.30
77.09,75.56,77.09,75.51
