OXY,Occidental Petroleum Corporation Common Stock,NASDAQ
96.79,96.89,97.89,96.44
97.35,97.55,97.88,96.25
97.06,98.76,98.82,96.35
97.25,97.06,97.36,95.67
97.24,98.71,99.17,96.62
100.07,100.86,101.07,99.01
100.92,100.53,101.14,99.71
100.30,100.39,100.57,98.83
101.10,102.91,103.09,100.32
103.05,103.00,103.50,101.00
103.00,105.13,105.44,101.30
106.03,114.29,114.55,105.92
115.11,115.74,117.89,114.08
114.83,111.64,115.17,110.45
111.48,108.89,111.48,107.60
107.86,105.96,109.05,104.83
106.87,106.42,109.50,105.14
106.49,107.48,108.40,104.72
107.44,106.98,107.74,106.14
106.37,103.63,106.70,102.85
104.29,103.09,104.29,102.24
103.51,102.36,103.77,100.93
101.87,101.00,103.50,100.69
100.60,101.40,102.69,99.69
101.66,102.20,103.85,100.91
102.21,100.38,102.85,100.12
100.14,100.40,101.12,99.10
99.06,98.95,99.92,98.25
100.35,102.50,103.02,100.04
101.25,104.22,104.80,101.20
104.22,104.99,105.50,103.08
105.29,106.57,108.15,105.29
108.21,107.85,108.99,107.00
107.84,103.68,108.12,103.34
103.89,103.79,104.95,102.27
101.73,104.20,105.24,101.73
104.24,101.94,104.53,101.50
102.95,101.46,103.25,101.04
101.34,102.49,103.98,101.34
103.13,103.96,104.92,102.78
103.35,103.39,104.50,102.53
103.38,102.14,104.67,101.59
104.19,104.78,105.41,103.77
103.57,102.15,104.15,101.60
101.54,102.82,103.97,101.19
103.89,102.19,104.04,101.27
101.49,101.50,102.62,100.60
102.16,102.40,103.48,101.58
101.84,100.93,103.07,100.67
98.57,99.39,99.43,96.75
99.59,98.46,99.90,98.16
97.97,98.93,99.55,97.77
99.48,100.93,101.00,99.17
101.41,102.88,103.43,101.12
103.40,104.04,104.64,103.23
104.04,105.52,105.77,102.21
105.60,106.75,107.50,105.49
106.91,105.79,106.99,105.33
107.10,107.60,107.89,106.59
106.05,106.27,107.13,105.50
104.52,101.76,105.92,101.37
101.25,102.03,103.94,100.95
102.70,102.97,104.69,102.57
103.58,103.36,104.96,103.20
103.83,105.34,105.55,103.49
104.63,105.26,105.57,104.50
106.24,106.97,107.60,105.86
107.05,106.19,107.29,105.85
107.19,108.08,109.08,106.92
108.00,107.88,108.23,106.69
106.05,107.37,108.10,105.86
105.76,104.83,107.07,104.53
102.52,101.40,102.52,100.65
101.40,99.75,101.78,99.63
98.69,98.18,99.54,98.04
99.73,97.78,99.94,96.94
96.93,94.60,97.57,94.49
94.80,94.23,95.10,92.00
92.27,87.76,92.54,87.65
89.67,87.34,90.22,84.84
84.68,79.63,85.76,79.18
82.06,84.41,84.62,78.77
82.89,81.25,84.53,80.80
81.75,84.80,85.97,81.64
85.79,85.12,86.68,84.00
85.67,89.31,89.37,85.63
87.80,87.37,88.55,85.67
89.54,87.61,90.49,87.30
85.34,82.75,85.34,81.52
81.62,80.91,83.72,80.65
83.31,80.46,83.72,79.59
80.57,82.69,82.71,79.78
82.30,83.08,83.30,81.47
83.49,81.28,84.13,80.76
80.57,82.09,82.58,79.11
83.48,85.06,85.16,82.36
84.47,86.10,86.54,83.87
86.98,86.74,88.61,85.76
87.11,85.90,88.70,85.83
83.51,83.41,84.48,82.83
80.91,82.72,82.84,79.42
83.91,84.54,84.57,83.42
84.08,83.21,85.26,82.75
82.12,80.54,82.62,79.75
78.99,79.54,80.42,77.15
79.92,80.45,81.00,78.82
80.99,82.83,83.79,79.58
83.95,84.41,84.59,82.96
84.88,83.32,85.05,82.35
81.87,82.46,82.99,80.84
83.15,80.78,83.93,80.59
80.66,76.32,80.78,76.21
73.30,71.90,73.91,70.46
70.63,72.26,73.76,69.90
72.85,76.99,77.18,71.64
79.29,78.45,81.06,77.98
77.60,74.99,78.84,74.74
77.24,75.35,77.35,73.84
73.16,71.50,73.77,71.32
71.39,68.58,71.73,68.33
67.47,73.26,73.53,66.36
74.74,75.72,76.10,74.00
76.15,78.56,79.54,75.83
78.96,77.25,79.53,76.61
78.94,81.66,81.70,78.94
80.57,80.89,82.50,80.20
81.51,81.01,83.44,81.00
80.21,81.50,81.97,79.05
83.06,85.42,85.47,83.06
84.76,82.68,85.78,82.47
82.52,84.98,85.67,81.61
84.71,83.95,86.44,83.36
83.98,84.59,85.38,82.80
85.85,86.74,87.25,85.18
86.76,87.31,88.17,86.42
87.08,85.14,87.55,84.66
86.35,87.20,87.43,84.62
90.49,95.66,97.21,90.49
95.45,97.77,98.38,95.43
95.06,92.94,95.90,92.88
88.83,90.55,92.09,87.32
92.54,93.19,93.55,91.48
94.46,95.21,95.37,92.95
94.83,97.64,97.93,94.57
97.99,98.52,99.68,96.28
99.46,101.29,101.65,98.76
97.42,96.51,99.20,95.90
98.36,98.14,99.35,96.16
99.67,99.81,100.70,99.40
98.83,97.81,99.55,97.09
97.33,98.81,99.53,96.75
98.18,97.60,100.88,97.40
97.39,94.43,97.74,93.40
95.24,94.32,95.67,93.37
93.07,92.40,93.34,91.65
92.60,91.63,92.92,90.75
90.36,87.77,90.46,87.75
87.54,86.69,89.04,86.69
89.10,90.63,91.25,88.99
90.83,92.19,93.20,90.63
96.10,98.90,99.10,95.86
98.21,96.83,99.20,96.34
97.61,95.92,98.28,95.70
98.25,98.22,99.98,96.96
98.35,97.16,98.46,96.70
95.82,96.27,97.00,94.67
94.95,92.67,96.17,92.31
92.72,94.40,94.64,92.60
92.50,91.78,92.50,89.96
92.59,91.68,94.20,90.73
90.42,88.42,90.93,88.01
89.13,87.52,90.24,86.94
88.46,89.27,89.46,87.55
89.40,87.32,89.49,87.03
89.51,92.17,92.49,89.40
92.57,93.11,93.35,91.16
93.26,94.21,94.42,92.61
94.72,94.62,94.93,93.76
94.42,95.45,95.66,94.27
95.39,92.85,95.54,92.71
93.26,93.72,93.88,92.58
93.29,93.70,94.37,93.29
96.73,96.63,97.87,95.42
96.44,96.92,97.35,95.69
96.78,96.15,97.20,95.32
96.94,95.77,97.04,94.79
95.65,96.93,97.43,95.62
98.73,97.88,99.42,97.47
97.17,96.58,97.50,96.00
96.68,97.82,99.76,96.60
97.16,97.62,97.64,96.23
99.13,99.30,100.23,98.84
99.41,100.93,101.00,98.10
101.26,99.86,101.26,99.30
100.46,100.37,100.59,98.46
101.57,102.06,102.42,99.85
100.64,100.92,101.48,99.53
101.31,103.46,103.83,99.16
103.41,100.19,103.66,99.86
99.64,100.25,101.47,99.54
98.98,99.62,99.93,98.10
100.42,99.77,100.61,98.52
100.39,99.30,100.78,98.91
99.39,98.48,99.82,97.37
100.11,102.63,102.87,99.23
101.99,104.00,104.00,101.50
104.10,104.84,105.25,103.10
105.63,103.80,105.63,102.70
103.91,104.23,105.56,103.64
102.57,102.70,102.80,101.61
103.83,104.06,104.17,102.90
104.24,104.00,104.91,103.25
104.64,103.76,104.65,103.28
104.16,104.33,104.58,103.08
104.69,103.92,104.95,103.08
104.80,104.41,105.24,103.92
103.26,103.26,104.00,102.76
103.52,104.67,104.76,102.94
104.78,103.86,104.86,103.46
103.35,104.49,104.86,103.00
104.65,105.46,106.68,104.55
105.38,104.37,106.32,104.05
104.80,104.87,105.42,103.48
104.50,104.36,104.71,103.70
104.12,103.52,104.43,102.45
101.48,101.03,101.81,100.39
100.87,99.89,100.97,99.70
101.12,100.86,101.52,100.51
100.92,100.70,101.81,100.40
100.38,98.44,100.65,98.11
99.09,99.98,99.99,98.00
99.96,98.92,100.41,98.49
98.89,98.90,99.74,97.86
99.26,100.58,100.88,99.07
100.96,101.50,101.97,100.08
100.53,97.96,100.53,97.89
97.88,97.73,98.50,97.51
96.51,95.75,96.64,95.00
95.82,97.62,98.06,95.50
98.89,99.17,99.34,98.00
99.73,98.41,99.88,98.36
96.90,94.85,97.55,94.72
94.00,94.43,94.54,91.85
94.92,95.23,95.74,94.18
95.03,97.48,98.24,94.51
97.49,96.47,97.49,95.33
95.33,94.42,95.58,93.75
93.91,93.29,95.15,93.28
91.00,91.38,92.09,90.76
91.33,89.61,91.44,89.40
90.80,88.81,91.05,88.68
89.46,91.12,91.19,89.26
90.63,88.57,90.86,88.40
89.25,87.26,89.70,87.15
88.38,88.73,88.97,87.67
88.26,87.97,88.80,87.67
88.16,88.22,89.38,87.73
88.59,88.61,89.08,87.63
87.13,87.92,88.02,86.47
88.23,88.22,88.32,87.18
89.10,90.11,90.26,88.15
89.73,91.90,92.07,88.81
92.45,91.74,92.77,91.47
91.59,91.22,91.72,90.71
91.48,92.89,93.78,91.21
91.87,92.38,92.58,91.20
92.68,89.82,92.71,89.56
88.75,87.88,89.15,86.93
87.76,87.70,88.30,86.93
86.84,86.93,87.13,84.42
85.25,84.28,85.47,83.55
85.57,85.02,86.08,84.79
84.15,83.76,85.46,83.58
82.30,81.66,82.67,81.44
81.78,79.90,82.43,79.58
80.70,79.23,81.68,79.15
78.86,78.67,80.20,78.43
79.25,79.65,81.33,79.12
79.98,80.87,81.03,79.78
80.91,80.84,82.50,80.18
80.06,81.11,81.17,78.09
81.82,81.38,81.82,80.34
81.50,81.02,81.86,80.79
82.04,82.89,83.75,82.04
81.50,80.29,81.56,79.61
80.13,79.27,80.41,78.13
77.87,78.57,79.07,76.59
79.17,80.16,80.54,78.22
80.37,81.18,81.55,80.00
81.99,84.57,84.63,81.93
85.71,84.94,88.18,84.60
84.27,85.05,85.55,83.48
85.76,83.16,86.19,82.99
84.03,83.58,84.58,82.86
83.04,83.27,84.18,82.75
83.57,83.48,84.37,82.70
84.21,85.24,85.25,83.51
84.39,83.81,84.45,83.07
84.50,84.01,85.00,83.51
84.29,84.41,85.11,83.27
84.47,79.27,84.73,79.10
79.77,79.49,80.57,78.63
79.07,77.33,79.09,76.93
77.26,79.03,79.48,77.10
79.42,80.29,81.02,79.17
79.62,80.94,81.08,79.00
83.60,85.77,85.83,83.27
85.93,85.94,86.19,84.28
86.75,88.04,88.72,86.40
87.39,86.47,87.88,86.25
84.80,85.25,85.88,84.34
85.04,85.19,85.46,84.19
85.43,83.24,85.98,82.89
83.56,84.57,85.55,83.56
83.58,83.94,84.50,82.90
84.25,85.33,85.68,83.99
85.16,85.48,85.88,84.50
86.04,86.55,86.63,84.04
86.50,86.94,87.47,85.77
87.35,87.17,87.86,86.39
86.22,87.20,87.25,85.81
85.10,84.96,85.52,84.18
84.92,83.74,85.21,82.38
84.29,83.52,84.75,82.75
85.49,87.32,87.51,84.21
87.66,88.62,89.32,86.29
88.76,89.23,89.69,88.30
88.92,87.03,89.55,86.78
87.65,87.82,88.33,86.00
86.67,85.65,86.67,84.22
87.48,88.57,89.27,87.41
89.03,88.26,89.62,88.24
89.01,90.74,91.63,89.01
90.35,91.14,91.55,90.15
90.70,90.51,91.50,90.26
89.86,91.40,91.50,89.34
90.90,90.05,91.09,89.54
90.70,89.89,90.82,89.51
89.79,89.03,89.91,88.53
89.40,89.26,89.53,88.75
89.46,88.71,89.73,88.57
88.51,88.62,88.98,88.32
88.89,88.13,89.49,87.77
87.76,88.83,88.96,87.43
88.32,87.26,88.48,87.23
86.83,87.90,88.16,86.19
87.90,87.50,88.44,86.96
87.40,87.45,87.92,86.90
87.72,86.23,87.72,86.15
85.81,84.28,85.91,84.23
85.17,85.01,85.46,84.45
85.20,83.11,85.57,82.61
82.39,82.65,83.19,82.25
83.05,84.30,85.12,82.82
84.73,87.15,87.19,84.68
86.85,86.32,87.30,86.30
86.91,86.44,87.60,86.37
86.95,86.86,87.20,85.92
87.11,90.46,90.58,87.02
90.82,91.95,93.60,90.62
91.65,90.06,91.92,89.93
90.06,89.25,90.30,88.95
88.84,87.47,89.11,87.35
86.76,87.60,87.85,86.15
88.25,87.39,88.35,86.91
86.37,86.81,87.28,86.00
87.28,85.33,87.42,85.14
85.00,85.01,85.61,84.57
85.71,86.26,86.35,84.52
85.75,86.06,86.60,85.29
86.64,86.38,87.39,86.08
86.39,85.15,86.75,84.52
85.24,83.68,85.28,83.20
84.30,85.39,85.52,83.84
86.00,85.01,86.11,84.44
84.38,84.20,84.79,84.03
84.41,83.41,84.95,83.34
83.20,82.22,83.45,82.02
83.14,82.62,83.79,82.62
82.50,81.93,83.24,81.80
81.94,81.70,82.17,80.61
82.32,83.17,83.57,82.02
83.71,84.60,84.78,83.42
84.47,85.52,86.08,84.31
85.61,84.35,85.62,83.79
84.01,82.81,84.17,82.31
81.70,81.28,82.04,80.65
81.57,80.68,82.01,80.32
83.36,82.52,83.90,79.79
81.49,80.44,82.63,80.17
81.66,78.96,81.66,78.08
79.30,79.06,80.25,78.75
79.73,78.33,80.39,77.92
78.14,77.83,78.50,77.67
78.30,79.58,79.73,77.85
78.27,77.45,78.58,76.87
77.82,76.41,78.18,76.37
76.27,76.65,77.67,76.15
76.89,76.53,77.17,76.30
75.93,74.86,76.11,74.78
75.09,73.97,75.25,73.70
74.34,73.92,74.95,73.48
73.88,73.81,73.91,72.43
74.88,75.46,75.69,74.67
75.07,74.87,75.36,74.33
74.86,75.11,75.36,74.26
75.93,76.17,76.18,75.38
75.45,75.24,75.95,74.63
74.95,75.48,75.85,74.25
74.81,76.20,76.29,74.69
76.58,76.26,77.00,75.93
76.27,75.21,76.28,74.91
75.79,73.58,75.92,73.40
73.33,73.69,73.80,72.69
73.54,74.49,75.00,73.25
74.14,74.52,74.56,73.42
74.99,75.37,75.55,74.78
75.32,75.35,75.55,74.87
75.90,76.01,76.50,75.62
76.31,76.42,76.91,75.79
76.48,75.43,76.52,75.03
75.23,76.17,76.32,75.21
76.39,76.52,76.80,76.06
76.67,78.47,78.63,76.48
78.80,78.24,79.05,78.22
78.45,79.02,79.12,78.18
77.85,78.14,78.39,77.42
77.84,77.52,78.21,77.34
77.94,76.89,78.03,76.69
77.21,76.94,77.21,76.04
76.33,75.38,76.59,75.30
75.17,76.61,76.68,74.82
78.33,78.16,78.50,77.28
78.02,78.47,79.32,77.85
78.51,79.84,79.88,78.47
79.56,79.88,80.17,79.26
80.28,81.72,82.00,79.92
81.61,82.11,82.45,81.60
82.98,83.01,83.17,82.23
82.93,83.08,83.17,82.59
83.10,82.67,83.50,82.21
82.33,82.49,82.82,82.20
82.39,82.29,82.56,82.07
82.73,82.39,82.99,82.38
82.44,82.58,82.58,81.61
82.39,83.60,83.66,82.17
83.60,82.92,83.72,82.70
83.05,83.40,83.83,83.05
83.61,84.06,84.14,83.23
84.53,83.84,84.58,83.02
84.03,85.11,85.25,83.81
85.16,85.32,86.34,85.04
86.05,88.27,88.59,85.65
88.51,87.68,88.51,87.16
87.73,87.99,88.52,87.50
88.52,88.41,88.74,87.81
87.85,88.68,88.72,87.51
88.62,88.17,88.74,87.75
88.16,88.36,88.60,88.10
88.24,87.21,88.25,87.09
87.31,86.93,87.50,86.49
87.10,86.94,87.38,86.57
86.74,86.91,87.31,86.45
87.20,84.71,87.25,84.62
85.10,85.80,86.30,85.10
85.76,84.51,86.16,84.42
84.00,83.43,84.28,83.09
84.00,83.61,84.00,83.36
85.03,82.13,85.55,82.11
82.51,81.78,82.82,81.11
81.65,82.23,82.63,81.47
82.24,82.33,82.55,81.92
81.86,82.65,82.86,81.21
82.39,81.64,82.48,80.93
82.17,82.45,82.83,81.93
82.61,81.89,82.61,81.37
82.03,81.69,82.21,81.61
82.06,82.40,82.54,81.84
82.24,82.88,83.33,81.94
83.11,83.59,84.24,83.02
83.63,83.28,83.96,83.20
83.59,84.40,84.70,83.43
84.02,83.67,84.51,83.31
82.70,82.50,83.28,82.25
81.82,80.18,81.94,79.30
80.77,78.63,80.90,78.50
78.25,78.36,79.05,77.94
78.60,78.66,79.15,78.41
78.93,78.05,79.25,77.79
78.15,78.01,78.44,77.21
77.59,78.13,78.35,77.52
78.10,78.37,78.74,77.82
78.45,78.95,79.21,77.91
79.60,80.68,81.73,79.25
80.59,81.06,81.68,80.09
80.99,81.82,82.09,80.51
80.81,81.85,82.00,80.81
82.84,81.12,83.23,79.98
81.58,81.57,82.08,80.47
81.62,81.36,81.80,81.00
84.00,84.20,84.74,83.50
83.56,83.39,83.75,82.46
82.54,80.70,82.80,80.68
81.84,81.60,81.86,80.53
80.95,80.45,81.32,79.47
80.59,79.91,81.14,79.40
80.35,79.61,80.60,79.16
79.68,80.56,80.74,79.00
80.88,81.69,82.55,80.47
81.86,84.33,84.56,81.86
83.59,85.55,87.92,82.55
85.40,86.66,86.93,84.51
87.37,87.86,88.04,86.00
88.40,89.26,89.89,88.18
88.48,87.55,88.85,87.05
88.09,88.09,88.46,86.91
88.92,90.76,91.99,88.90
90.69,89.36,91.00,89.10
89.54,89.25,89.95,88.64
89.24,89.28,89.93,88.85
89.28,88.20,89.34,87.89
87.90,89.17,89.18,87.90
89.07,90.53,90.53,88.85
90.50,91.03,91.43,90.27
90.52,90.93,91.09,89.92
90.54,91.03,91.93,90.23
91.14,92.84,92.84,90.67
92.84,93.69,93.74,92.68
93.59,93.06,94.42,93.02
92.58,91.10,93.35,90.29
90.00,90.53,90.57,88.90
90.20,90.78,91.22,89.43
92.50,92.65,93.49,92.24
92.44,94.55,94.90,92.15
94.46,94.75,95.56,93.90
94.75,92.07,95.57,92.07
93.00,94.27,94.30,92.46
93.95,94.26,95.31,93.78
93.43,93.38,94.41,92.77
92.94,92.55,93.40,91.86
93.01,93.12,93.62,92.04
93.07,92.29,93.39,92.09
91.39,91.25,92.54,90.61
91.90,90.95,92.29,90.63
91.01,93.04,93.53,90.81
93.16,91.89,93.35,91.32
92.66,92.61,93.24,91.81
92.40,92.43,93.25,92.20
92.63,91.76,93.20,91.76
