URE,ProShares Ultra Real Estate,NASDAQ
105.40,106.67,106.77,104.50
106.58,107.72,108.68,106.45
108.15,111.88,112.14,107.84
111.41,113.24,113.91,110.39
112.83,113.02,114.96,112.74
113.65,114.38,114.53,112.11
115.19,114.48,115.55,112.94
113.71,109.98,115.00,109.58
109.71,108.51,110.98,107.97
109.55,111.47,112.65,109.55
112.81,113.78,114.38,112.71
113.78,114.18,115.05,112.85
113.77,110.85,114.84,110.75
110.57,110.49,110.61,108.55
110.83,110.89,111.13,110.11
111.62,111.25,111.91,110.52
111.38,109.70,111.49,109.13
110.13,112.15,112.73,109.67
112.67,114.26,114.67,111.42
114.50,115.08,115.72,113.51
115.38,118.28,118.77,115.38
117.34,119.12,119.29,115.82
118.16,118.66,119.79,117.94
119.29,116.97,119.29,116.88
117.09,114.85,117.09,114.84
114.90,113.85,115.46,113.72
114.07,114.83,114.92,112.18
114.60,114.61,115.62,113.99
