SNMX,Senomyx,NASDAQ
5.96,6.05,6.30,5.87
6.09,6.22,6.25,6.09
6.20,6.25,6.33,6.20
6.30,5.96,6.30,5.84
5.94,6.04,6.15,5.94
6.12,6.24,6.35,6.04
6.25,6.37,6.40,6.22
6.35,6.37,6.59,6.29
6.39,6.20,6.46,6.02
6.36,6.42,6.70,6.21
6.49,6.14,6.49,6.08
6.11,5.99,6.20,5.94
5.95,5.76,6.04,5.73
5.79,5.55,5.94,5.50
5.47,5.45,5.60,5.36
5.42,5.92,6.06,5.42
5.78,5.77,5.87,5.75
5.82,5.62,5.83,5.58
5.75,5.77,5.90,5.67
5.85,6.00,6.11,5.73
6.01,5.87,6.17,5.79
5.89,5.92,5.98,5.51
5.90,6.05,6.12,5.83
6.02,6.06,6.09,5.65
6.07,6.08,6.20,5.94
6.12,5.79,6.12,5.79
5.78,5.78,5.99,5.63
5.75,5.61,5.90,5.61
5.58,5.52,5.75,5.44
5.60,5.65,5.69,5.50
5.58,5.67,5.76,5.30
5.73,5.87,5.93,5.71
5.86,5.61,5.88,5.57
5.60,5.73,5.74,5.58
5.73,6.07,6.15,5.60
6.01,5.92,6.04,5.90
5.86,5.87,6.00,5.79
5.88,6.01,6.07,5.85
6.07,5.97,6.07,5.82
5.92,5.90,6.00,5.83
5.77,5.81,5.92,5.63
5.86,5.69,5.91,5.68
5.70,5.88,5.95,5.70
5.84,5.89,5.90,5.77
5.91,6.03,6.03,5.87
6.10,6.40,6.41,6.10
6.41,6.13,6.44,6.08
6.13,6.06,6.25,6.02
6.00,5.87,6.10,5.83
5.89,5.77,5.96,5.59
5.81,5.74,5.95,5.70
5.65,5.55,5.78,5.47
5.58,5.16,5.66,5.12
5.10,4.95,5.33,4.85
4.96,4.76,4.96,4.50
4.83,5.00,5.07,4.72
4.91,4.80,5.43,4.76
4.83,4.92,5.01,4.83
4.95,5.00,5.07,4.90
4.97,5.00,5.19,4.95
5.07,5.10,5.13,4.91
5.04,4.63,5.10,4.62
4.76,4.90,4.95,4.69
4.93,4.88,5.01,4.80
4.85,4.92,4.97,4.81
4.93,5.07,5.08,4.78
5.10,5.06,5.20,5.06
5.10,5.14,5.18,5.03
5.11,5.82,5.94,5.11
5.85,5.63,5.85,5.36
5.61,6.15,6.26,5.56
6.20,6.14,6.20,6.05
6.08,6.14,6.19,6.05
6.01,5.93,6.23,5.85
5.93,5.87,6.08,5.82
5.87,6.07,6.14,5.84
6.15,6.04,6.19,5.94
6.11,6.06,6.19,5.94
5.99,5.73,6.09,5.68
5.80,5.80,5.95,5.60
5.80,5.58,5.89,5.50
5.61,5.81,5.88,5.54
5.82,5.61,5.86,5.60
5.53,5.67,5.79,5.53
5.71,5.67,5.87,5.56
5.72,5.24,5.80,5.22
5.20,5.19,5.33,5.11
5.09,5.22,5.37,5.09
5.31,4.98,5.35,4.89
4.91,4.85,5.08,4.85
4.88,5.20,5.21,4.60
5.10,4.58,5.13,4.58
4.65,4.40,5.39,3.78
4.21,4.16,4.38,4.03
4.33,4.33,4.47,3.75
4.12,3.77,4.49,3.75
3.77,4.27,4.34,3.57
4.33,4.04,4.33,3.96
4.08,4.14,4.17,4.03
4.05,4.06,4.15,3.95
4.10,4.25,4.44,4.10
4.07,3.98,4.16,3.94
3.88,3.83,4.07,3.81
3.98,3.85,3.98,3.70
3.85,4.23,4.24,3.80
4.19,4.28,4.30,4.04
4.29,4.04,4.35,3.90
3.98,4.20,4.25,3.98
4.27,4.47,4.59,4.27
4.42,4.43,4.47,4.23
4.46,4.27,4.46,4.11
4.29,3.98,4.36,3.96
3.83,3.74,4.08,3.70
3.59,3.71,3.81,3.59
3.82,3.92,4.00,3.70
3.88,3.70,4.00,3.65
3.65,3.49,3.72,3.41
3.42,3.51,3.58,3.36
3.56,3.63,3.70,3.56
3.70,3.73,3.83,3.56
3.79,3.79,3.86,3.68
3.84,3.87,3.92,3.71
3.75,4.14,4.23,3.69
4.14,3.94,4.41,3.94
3.94,3.62,4.06,3.60
3.51,3.57,3.73,3.50
3.58,3.69,3.69,3.52
3.75,3.76,3.79,3.60
3.90,3.91,4.08,3.79
3.87,3.50,3.89,3.45
3.65,3.63,3.65,3.35
3.55,3.51,3.68,3.45
3.44,3.37,3.56,3.37
3.30,3.50,3.51,3.10
3.50,3.39,3.71,3.38
3.39,3.47,3.50,3.33
3.50,3.35,3.54,3.27
3.45,3.47,3.51,3.37
3.42,3.39,3.49,3.30
3.42,3.47,3.50,3.38
3.41,3.43,3.61,3.40
3.48,3.85,3.86,3.45
3.78,3.41,3.84,3.39
3.42,3.86,3.94,3.41
3.84,3.95,4.04,3.77
3.96,4.17,4.20,3.73
4.32,4.47,4.50,4.21
4.47,4.43,4.64,4.33
4.40,4.39,4.45,4.02
4.48,4.67,4.76,4.23
4.98,5.07,5.08,4.57
5.05,4.90,5.25,4.87
4.76,4.56,4.84,4.53
4.28,4.22,4.48,4.20
4.32,4.43,4.59,4.18
4.52,4.54,4.62,4.33
4.52,4.34,4.69,4.22
4.34,4.19,4.40,4.02
4.23,4.26,4.38,3.97
4.10,4.12,4.23,4.07
4.23,4.28,4.40,4.07
4.34,4.29,4.68,4.18
4.24,4.09,4.24,4.01
4.05,4.30,4.33,4.00
4.21,4.12,4.38,4.09
4.11,4.06,4.24,4.01
4.06,3.98,4.18,3.96
3.88,3.69,4.05,3.60
3.70,3.55,3.79,3.54
3.51,3.40,3.53,3.36
3.37,3.35,3.64,3.32
3.51,3.60,3.66,3.42
3.60,3.53,3.65,3.46
3.76,3.86,3.94,3.54
3.82,3.86,3.99,3.76
3.97,3.96,4.00,3.86
4.06,4.03,4.20,3.96
4.04,3.93,4.16,3.70
3.90,4.01,4.07,3.88
3.96,3.62,3.96,3.60
3.64,3.89,3.95,3.64
3.85,3.77,3.92,3.69
3.81,3.64,3.87,3.63
3.61,3.76,3.80,3.58
3.86,3.77,3.86,3.67
3.80,3.88,3.97,3.75
3.95,3.65,3.95,3.63
3.78,3.93,3.98,3.73
3.95,3.87,3.99,3.73
3.88,3.80,3.88,3.75
3.84,3.70,3.84,3.65
3.66,3.70,3.79,3.63
3.70,3.46,3.72,3.40
3.46,3.57,3.60,3.43
3.55,3.48,3.61,3.46
3.60,3.82,3.86,3.48
3.78,3.72,3.81,3.66
3.67,3.62,3.74,3.55
3.59,3.55,3.64,3.54
3.56,3.61,3.71,3.52
3.69,3.81,3.90,3.61
3.79,3.82,3.94,3.75
3.85,3.79,3.88,3.71
3.71,3.72,3.81,3.63
3.73,3.64,3.78,3.57
3.63,3.66,3.71,3.60
3.66,3.64,3.76,3.60
3.63,3.65,3.75,3.60
3.62,3.55,3.70,3.54
3.52,3.56,3.61,3.50
3.56,3.56,3.64,3.51
3.60,3.49,3.62,3.25
3.46,3.26,3.46,3.13
3.25,3.12,3.30,3.11
3.12,2.93,3.12,2.82
2.97,3.20,3.26,2.92
3.19,3.18,3.27,3.12
3.27,3.30,3.35,3.23
3.28,3.42,3.47,3.28
3.45,3.37,3.45,3.29
3.39,3.41,3.42,3.25
3.42,3.40,3.44,3.35
3.34,3.29,3.37,3.24
3.35,3.38,3.41,3.31
3.35,3.30,3.35,3.27
3.34,3.12,3.36,3.10
3.12,3.31,3.32,3.03
3.33,3.25,3.36,3.25
3.24,3.25,3.32,3.23
3.26,3.24,3.33,3.20
3.27,3.34,3.35,3.20
3.37,3.76,3.89,3.36
3.73,3.65,3.76,3.57
3.65,3.56,3.69,3.55
3.58,3.47,3.60,3.25
3.31,2.95,3.41,2.71
2.99,2.94,3.05,2.93
3.11,2.81,3.11,2.79
2.78,2.68,2.85,2.62
2.73,2.68,2.81,2.60
2.71,2.80,2.83,2.66
2.81,2.94,2.98,2.81
2.95,2.89,2.98,2.84
2.93,2.93,2.95,2.82
2.92,2.97,3.03,2.92
2.98,3.06,3.06,2.95
3.07,2.94,3.07,2.94
2.95,2.98,3.05,2.91
2.96,2.95,3.01,2.91
2.95,2.87,2.97,2.85
2.81,2.73,2.89,2.65
2.70,2.84,2.84,2.68
2.88,3.05,3.06,2.81
3.06,2.97,3.06,2.94
2.97,2.83,3.10,2.74
2.81,2.74,2.81,2.70
2.78,2.74,2.86,2.69
2.72,2.72,2.79,2.66
2.68,2.63,2.75,2.62
2.60,2.58,2.62,2.51
2.56,2.59,2.69,2.56
2.51,2.45,2.56,2.42
2.46,2.19,2.48,2.06
2.20,2.18,2.31,2.17
2.18,2.22,2.25,2.18
2.17,2.14,2.22,2.12
2.16,2.10,2.16,2.01
2.13,2.14,2.20,2.10
2.10,2.03,2.17,2.01
2.05,2.05,2.09,2.01
2.10,2.15,2.23,2.03
2.07,2.04,2.13,2.03
2.05,2.19,2.21,2.04
2.24,2.14,2.24,2.10
2.12,2.07,2.15,2.06
2.08,2.19,2.19,2.06
2.18,2.19,2.28,2.16
2.19,2.20,2.24,2.12
2.17,2.39,2.41,2.17
2.40,2.25,2.40,2.17
2.25,2.25,2.30,2.21
2.24,2.25,2.33,2.20
2.22,2.29,2.33,2.16
2.26,2.35,2.38,2.26
2.38,2.46,2.50,2.35
2.42,2.37,2.45,2.20
2.33,2.35,2.36,2.28
2.37,2.36,2.48,2.30
2.38,2.41,2.51,2.36
2.41,2.40,2.47,2.38
2.40,2.50,2.50,2.37
2.49,2.63,2.69,2.46
2.66,2.51,2.68,2.47
2.49,2.43,2.49,2.38
2.39,2.37,2.58,2.23
2.36,2.33,2.42,2.32
2.37,2.44,2.45,2.33
2.40,2.31,2.43,2.31
2.31,2.33,2.43,2.22
2.23,2.10,2.34,2.06
2.13,2.25,2.27,2.13
2.25,2.29,2.41,2.25
2.32,2.37,2.40,2.27
2.43,2.29,2.47,2.26
2.29,2.28,2.47,2.25
2.35,2.25,2.35,2.17
2.25,2.20,2.27,2.16
2.20,2.05,2.39,2.05
2.04,2.05,2.19,2.00
2.07,2.10,2.21,1.96
2.07,2.11,2.11,1.99
2.13,2.19,2.28,2.08
2.21,2.17,2.25,2.10
2.17,2.07,2.25,2.07
2.10,2.10,2.24,2.07
2.15,2.21,2.36,2.03
2.23,2.21,2.27,2.19
2.21,2.27,2.36,2.16
2.26,2.32,2.34,2.19
2.39,2.35,2.39,2.29
2.36,2.41,2.45,2.32
2.41,2.46,2.47,2.40
2.47,2.59,2.65,2.45
2.56,2.50,2.59,2.48
2.53,2.45,2.53,2.42
2.45,2.36,2.45,2.34
2.39,2.34,2.39,2.32
2.37,2.38,2.45,2.29
2.40,2.40,2.45,2.37
2.39,2.35,2.41,2.32
2.32,2.18,2.33,2.16
2.18,2.27,2.27,2.18
2.39,2.26,2.39,2.23
2.24,2.29,2.32,2.21
2.30,2.14,2.34,2.14
2.11,2.02,2.12,2.01
2.04,2.10,2.16,2.02
2.13,2.10,2.21,2.10
2.11,2.09,2.20,2.06
2.11,2.05,2.16,2.02
2.06,2.06,2.12,2.02
2.05,2.02,2.09,2.01
2.03,2.02,2.09,2.01
2.10,2.05,2.11,2.04
2.04,2.16,2.17,2.03
2.20,2.25,2.30,2.17
2.21,2.11,2.25,2.06
2.08,2.05,2.11,2.00
2.05,1.98,2.05,1.96
2.00,1.98,2.00,1.93
2.00,1.87,2.01,1.85
1.88,1.86,1.92,1.86
1.88,1.91,1.93,1.85
1.91,1.88,1.94,1.80
1.88,1.82,1.91,1.80
1.80,1.81,1.85,1.75
1.78,1.79,1.86,1.72
1.79,1.74,1.79,1.72
1.75,1.83,1.85,1.74
1.83,1.87,1.90,1.83
1.85,1.95,1.95,1.85
1.96,1.91,1.96,1.90
1.88,1.90,1.90,1.87
1.93,1.90,1.96,1.83
1.90,1.84,1.91,1.80
1.81,1.85,1.91,1.81
1.89,1.88,1.89,1.85
1.86,1.88,1.95,1.86
1.88,1.87,1.96,1.87
1.93,1.93,1.98,1.90
1.93,2.02,2.04,1.93
2.01,2.06,2.20,2.01
2.09,2.09,2.15,2.05
2.14,2.09,2.14,2.04
2.11,2.03,2.15,2.02
2.07,2.01,2.13,2.01
2.00,1.95,2.03,1.93
1.98,2.02,2.13,1.93
2.04,2.02,2.13,1.96
2.06,1.95,2.06,1.95
2.00,1.92,2.00,1.92
1.96,1.96,2.00,1.93
1.95,1.90,1.99,1.90
1.91,1.91,2.13,1.90
1.91,1.86,1.95,1.86
1.85,1.82,1.94,1.80
1.83,1.81,1.83,1.74
1.79,1.87,1.91,1.75
1.84,1.92,2.00,1.80
2.00,1.95,2.04,1.90
1.93,1.88,2.07,1.86
1.93,1.97,1.97,1.86
2.00,1.90,2.00,1.85
1.91,1.96,1.99,1.91
2.00,1.94,2.00,1.90
1.93,1.95,1.96,1.86
1.92,1.92,1.97,1.90
1.92,1.90,1.95,1.86
1.92,1.92,1.98,1.86
1.88,1.83,1.98,1.81
1.86,1.89,1.89,1.80
1.88,1.80,1.91,1.80
1.77,1.79,1.88,1.77
1.77,1.74,1.82,1.73
1.77,1.79,1.86,1.74
1.79,1.80,1.83,1.74
1.83,1.71,1.84,1.70
1.71,1.72,1.75,1.70
1.72,1.67,1.73,1.67
1.86,1.73,1.87,1.65
1.74,1.74,1.80,1.66
1.73,1.80,1.84,1.67
1.81,1.85,1.89,1.81
1.85,1.80,1.85,1.79
1.79,1.75,1.87,1.75
1.76,1.72,1.83,1.70
1.78,1.71,1.78,1.65
1.70,1.67,1.70,1.65
1.69,1.72,1.80,1.67
1.77,1.73,1.80,1.71
1.73,1.71,1.84,1.70
1.73,1.70,1.84,1.70
1.70,1.72,1.77,1.70
1.75,1.70,1.76,1.68
1.69,1.73,1.74,1.67
1.74,1.71,1.77,1.69
1.72,1.73,1.76,1.65
1.73,1.88,1.93,1.71
1.90,1.82,1.95,1.82
1.82,1.82,1.88,1.74
1.82,1.83,1.89,1.77
1.84,1.76,1.84,1.71
1.76,1.75,1.80,1.70
1.75,1.75,1.77,1.74
1.75,1.74,1.77,1.70
1.73,1.74,1.78,1.69
1.74,1.74,1.79,1.71
1.75,1.75,1.79,1.68
1.74,1.72,1.77,1.69
1.72,1.74,1.78,1.68
1.70,1.70,1.76,1.66
1.70,1.64,1.70,1.61
1.67,1.61,1.68,1.55
1.63,1.62,1.67,1.56
1.62,1.68,1.68,1.60
1.69,1.75,1.75,1.61
1.73,1.75,1.82,1.67
1.73,1.77,1.79,1.73
1.77,1.76,1.82,1.75
1.75,1.72,1.76,1.72
1.72,1.71,1.75,1.71
1.70,1.72,1.75,1.70
1.74,1.70,1.78,1.70
1.69,1.67,1.77,1.65
1.70,1.66,1.72,1.65
1.67,1.68,1.72,1.67
1.69,1.65,1.69,1.62
1.65,1.64,1.67,1.64
1.62,1.67,1.67,1.60
1.69,1.67,1.70,1.61
1.67,1.65,1.68,1.65
1.66,1.66,1.69,1.53
1.69,1.75,1.80,1.63
1.73,1.79,1.80,1.73
1.80,1.77,1.80,1.73
1.73,1.77,1.82,1.73
1.80,1.78,1.82,1.73
1.80,1.82,1.82,1.78
1.83,1.89,1.91,1.82
1.89,2.11,2.14,1.89
2.10,2.20,2.22,1.90
2.19,2.11,2.25,2.09
2.05,2.15,2.25,2.05
2.18,2.17,2.20,2.11
2.15,2.13,2.18,2.10
2.12,2.17,2.18,2.10
2.12,2.22,2.38,2.02
2.20,2.18,2.28,2.12
2.19,2.17,2.20,2.10
2.18,2.22,2.24,2.16
2.22,2.35,2.38,2.18
2.36,2.39,2.48,2.36
2.41,2.33,2.45,2.31
2.32,2.35,2.40,2.25
2.35,2.41,2.57,2.35
2.66,2.41,2.68,2.22
2.43,2.40,2.50,2.21
2.42,2.43,2.49,2.33
2.41,2.48,2.50,2.38
2.48,2.59,2.63,2.48
2.59,2.77,2.80,2.53
2.80,2.77,2.94,2.73
2.80,2.75,2.84,2.71
2.75,2.71,2.78,2.65
2.75,2.79,2.82,2.66
2.67,2.20,2.67,2.10
2.20,2.36,2.39,2.09
2.33,2.26,2.40,2.24
2.24,2.33,2.34,2.24
2.33,2.28,2.36,2.26
2.29,2.36,2.39,2.26
2.34,2.25,2.34,2.20
2.23,2.20,2.25,2.14
2.20,2.07,2.20,2.05
2.06,2.11,2.16,2.03
2.14,2.11,2.15,2.07
2.09,2.08,2.13,2.07
2.11,2.10,2.17,2.05
2.08,2.06,2.10,2.06
2.04,2.08,2.12,2.04
2.00,2.02,2.10,1.95
2.00,2.08,2.10,2.00
2.08,2.04,2.11,2.04
2.06,2.15,2.23,2.03
2.18,2.11,2.18,2.10
2.10,2.05,2.10,2.04
2.10,2.07,2.10,2.05
2.08,2.06,2.12,2.05
2.09,2.07,2.16,2.05
2.06,2.03,2.10,2.03
2.02,1.99,2.02,1.92
2.00,2.00,2.02,1.98
1.94,1.90,2.05,1.90
1.95,1.97,2.08,1.95
1.99,1.93,1.99,1.91
1.96,2.04,2.16,1.96
2.04,2.05,2.08,2.03
1.95,2.06,2.10,1.95
2.06,2.00,2.08,1.99
2.01,2.05,2.06,2.01
2.05,2.04,2.11,2.04
2.00,2.05,2.13,2.00
2.03,1.99,2.03,1.94
2.00,1.98,2.02,1.94
1.99,2.05,2.08,1.99
2.01,2.10,2.12,2.01
2.12,2.19,2.24,2.11
2.20,2.18,2.21,2.10
2.14,2.10,2.14,2.08
2.09,2.09,2.13,2.08
2.10,2.11,2.12,2.08
2.09,2.02,2.09,1.97
2.02,2.01,2.03,2.00
1.98,1.95,2.01,1.93
1.95,1.90,1.95,1.81
1.93,1.93,1.95,1.91
1.93,2.04,2.08,1.93
2.07,2.00,2.07,1.94
2.03,2.07,2.10,1.98
2.10,2.06,2.11,2.04
2.04,2.08,2.10,2.00
2.10,2.03,2.11,2.01
2.05,2.13,2.15,2.05
2.10,2.20,2.26,2.10
2.21,2.15,2.22,2.15
2.20,2.10,2.20,2.09
2.15,2.10,2.15,2.08
2.08,2.11,2.12,2.08
2.15,2.18,2.21,2.13
2.21,2.21,2.24,2.15
2.22,2.12,2.23,2.11
2.13,2.13,2.15,2.08
2.11,2.01,2.11,1.93
