ALGT,Allegiant Travel Company - Common Stock,NASDAQ
41.66,42.45,42.97,41.33
42.33,41.75,42.35,41.31
41.83,42.40,42.55,41.38
42.49,42.37,42.76,41.91
42.36,40.47,42.57,40.46
40.38,40.91,40.99,39.76
41.13,38.83,41.54,38.79
38.66,38.03,39.33,37.80
37.64,37.92,38.08,37.08
38.13,38.52,38.75,37.72
38.93,39.16,39.22,38.00
38.95,38.32,39.56,38.31
38.32,37.63,38.61,37.58
38.09,38.57,38.66,37.60
38.39,38.08,39.04,38.01
38.50,38.80,39.85,38.41
38.60,37.51,38.74,37.49
37.47,38.42,38.73,37.05
38.74,39.04,39.31,38.49
38.96,39.02,39.18,38.86
39.48,41.00,41.19,39.12
41.04,41.94,42.22,40.72
41.93,41.04,42.22,40.75
40.99,41.32,41.37,40.35
41.76,41.57,42.03,41.22
41.56,42.19,42.19,41.56
42.10,42.85,43.33,42.10
42.66,41.98,42.96,41.58
41.66,41.29,42.49,41.12
41.86,41.92,42.06,41.54
42.18,43.00,43.93,42.18
42.96,43.00,43.20,42.44
42.72,42.75,43.11,42.45
42.88,42.32,43.00,41.85
42.78,43.23,43.26,41.87
43.25,41.59,43.33,41.31
41.78,42.10,42.13,41.30
42.08,41.95,42.35,41.35
42.26,41.70,42.27,41.50
41.82,39.78,41.98,39.64
39.64,39.04,39.70,39.00
38.81,39.40,39.56,38.12
39.61,40.50,40.63,39.17
40.50,40.81,40.85,40.16
41.20,41.23,41.54,40.84
41.40,41.21,41.40,40.95
40.69,41.07,41.35,40.15
41.29,41.49,41.70,41.03
41.50,41.34,41.70,41.10
41.37,41.68,41.78,41.29
41.81,42.52,43.16,41.77
42.25,43.43,43.68,42.14
43.13,43.35,43.52,42.47
43.89,46.71,47.92,43.81
46.69,47.11,47.88,46.49
47.35,47.39,47.46,46.50
47.87,47.66,47.87,47.03
47.50,48.76,48.79,47.50
49.00,49.03,49.49,48.83
48.99,49.19,49.45,48.89
49.04,48.75,49.06,47.68
48.77,48.77,49.22,48.48
49.06,47.99,49.36,47.70
47.73,47.62,48.12,47.09
47.48,47.44,48.09,47.40
47.70,46.57,48.00,46.54
45.55,45.96,46.95,44.78
46.25,47.36,47.39,45.59
48.00,48.36,48.69,47.78
48.30,48.51,48.62,47.98
48.49,49.55,49.58,48.15
49.22,49.24,49.48,48.92
49.25,50.25,50.74,49.18
50.00,50.02,50.50,49.73
50.03,50.06,50.46,49.07
49.73,49.93,50.33,49.61
50.79,50.27,52.05,50.20
50.25,50.08,50.58,49.57
49.83,50.31,50.81,49.72
50.41,51.05,51.18,50.38
51.40,52.14,52.94,51.40
52.14,52.36,52.64,52.03
52.76,52.07,52.76,51.57
52.38,52.58,52.58,51.95
52.88,50.67,52.95,50.58
50.76,50.40,51.20,50.22
50.13,48.36,50.47,47.94
48.40,48.43,48.63,47.51
48.40,48.55,48.62,47.90
48.76,48.69,49.09,48.22
48.90,49.18,49.46,48.83
49.30,49.69,50.00,49.25
49.59,49.34,49.59,49.20
49.34,49.45,49.50,48.79
49.58,49.32,49.64,49.24
49.48,49.27,49.48,49.10
49.33,49.96,50.03,49.32
49.83,49.24,50.24,49.20
49.63,50.84,51.12,49.63
51.14,51.25,51.49,50.01
51.37,51.75,52.35,50.92
51.75,50.57,52.24,50.45
50.71,50.57,51.35,50.04
50.32,49.47,50.39,49.18
49.45,46.97,49.45,46.55
47.00,47.92,47.95,47.00
47.99,48.03,48.20,47.76
48.15,48.45,48.63,47.82
48.28,47.27,48.28,47.02
47.33,47.54,47.86,47.08
47.39,47.13,47.45,46.18
47.48,47.91,47.97,47.04
47.83,47.43,48.59,47.30
47.36,46.18,47.36,46.14
46.49,48.14,48.24,46.11
48.18,49.86,49.95,48.10
49.75,47.24,49.83,47.07
47.75,46.54,47.75,46.24
46.18,42.87,46.18,42.04
42.87,42.23,42.87,42.11
42.25,41.44,42.55,41.38
41.43,41.30,41.55,40.98
41.30,40.01,41.56,40.00
40.16,41.07,41.29,40.16
41.07,41.27,41.46,40.35
41.10,41.32,41.73,40.83
41.42,41.84,42.28,41.15
41.84,42.18,42.54,41.84
42.25,42.54,43.06,41.99
42.61,43.63,43.63,42.54
43.67,44.20,44.22,43.12
45.10,44.00,45.31,43.63
43.36,41.67,43.36,40.05
41.80,39.97,41.80,39.21
39.74,40.81,40.97,39.67
40.76,41.10,41.30,40.69
41.46,41.27,41.46,40.91
41.15,41.01,42.01,40.87
41.00,40.91,41.15,40.61
41.36,42.60,42.89,41.36
42.50,42.11,43.98,41.51
42.11,42.23,42.54,41.88
42.47,43.27,43.88,41.40
43.20,42.81,43.20,42.80
42.38,42.40,43.04,41.88
42.14,43.30,43.54,41.71
43.21,43.19,43.40,42.65
42.26,43.05,43.44,42.10
43.00,43.10,43.51,42.77
43.50,41.86,43.66,41.86
42.25,42.64,42.99,42.25
43.19,43.99,44.40,42.73
43.97,42.84,44.09,42.78
42.69,42.04,43.00,41.77
42.20,42.10,42.70,41.87
42.35,42.22,42.96,42.15
42.45,43.25,43.53,42.12
43.30,43.22,43.40,43.12
43.39,44.07,44.26,43.05
43.91,43.81,44.04,43.64
44.09,43.59,44.09,43.57
43.65,42.70,43.65,42.65
42.73,43.02,43.23,42.70
43.23,43.20,43.32,42.50
43.30,42.73,43.30,42.72
42.96,41.87,42.96,41.49
41.80,42.63,42.74,41.76
42.27,42.94,44.25,42.27
43.15,42.30,43.15,42.06
42.14,40.49,42.89,40.19
40.29,40.84,41.01,38.95
40.61,40.60,41.63,40.51
40.61,40.80,41.04,40.06
41.21,41.07,41.41,40.81
41.29,41.14,41.37,40.88
41.04,41.35,41.49,40.81
41.51,42.25,42.70,41.27
42.22,43.17,43.17,42.18
43.33,43.09,43.33,42.39
43.14,44.87,45.61,42.02
44.99,44.58,45.34,44.41
44.54,44.98,45.03,43.84
45.03,44.97,45.50,44.34
45.05,46.68,47.42,44.72
47.14,46.41,47.35,46.03
46.29,44.83,46.29,44.05
45.05,45.66,45.84,44.85
45.38,45.83,46.19,45.38
45.75,45.93,46.03,45.38
46.00,45.24,46.00,45.13
45.04,45.57,46.08,45.03
45.25,46.45,46.48,45.25
46.45,46.79,46.89,45.95
47.19,46.98,47.98,46.72
46.73,46.22,46.73,45.96
45.54,46.90,47.33,45.34
47.14,46.84,47.45,46.33
46.55,45.52,46.88,45.19
45.39,46.06,46.14,45.08
46.16,46.13,46.55,45.91
46.33,45.61,46.33,45.15
45.56,43.51,46.10,43.50
43.60,42.99,43.81,42.74
42.70,42.98,43.55,42.70
42.22,42.32,43.02,42.12
42.70,42.57,42.81,42.19
42.46,42.65,44.06,42.46
42.72,42.51,43.34,42.50
42.48,42.60,43.18,42.44
42.67,42.89,43.53,42.67
43.19,43.83,44.44,42.97
43.43,43.62,43.66,42.81
43.57,43.56,44.36,42.90
43.91,43.93,44.30,43.85
43.90,45.00,45.55,43.90
45.32,44.94,45.69,44.60
44.68,44.46,45.04,44.18
44.33,45.13,45.37,43.84
45.78,46.67,46.92,45.31
46.94,48.34,48.37,46.38
48.77,49.51,49.51,48.16
49.53,49.49,50.29,49.36
49.51,49.50,49.86,49.44
49.62,49.78,49.89,49.59
49.71,49.50,49.93,49.03
49.25,49.07,49.67,48.62
49.27,48.70,49.34,46.89
48.16,48.51,49.70,47.97
48.30,48.08,48.67,47.94
48.14,47.54,48.38,47.22
47.50,47.00,48.38,46.97
47.01,46.06,47.72,45.90
46.14,46.10,46.59,45.00
43.31,44.18,44.43,43.31
44.30,45.95,46.02,44.03
46.08,44.99,46.80,44.93
45.08,45.24,45.74,44.65
45.31,44.48,45.53,44.20
44.11,43.15,44.17,43.10
43.24,43.41,44.23,43.03
43.25,43.01,43.48,42.70
42.92,42.46,43.32,42.45
42.07,43.03,43.15,41.55
43.32,42.12,43.32,41.74
41.62,41.43,41.61,40.31
41.34,41.59,41.67,40.31
41.25,41.31,42.25,40.60
41.66,43.00,43.53,40.58
41.96,41.50,42.91,41.13
42.15,45.35,45.52,41.46
44.18,43.50,45.30,42.57
43.71,44.15,44.57,43.24
44.80,44.63,45.78,43.75
44.74,45.12,45.98,44.29
44.60,44.42,45.68,43.99
44.43,44.88,44.93,44.05
43.92,43.69,43.92,43.08
42.98,43.76,44.82,42.64
44.31,43.43,44.76,43.19
43.44,45.45,45.52,42.80
45.38,45.03,45.87,44.33
45.18,44.50,45.25,44.16
44.13,45.07,45.39,43.80
45.52,47.52,47.55,45.05
47.35,46.82,48.11,46.56
47.07,46.95,48.14,46.48
46.96,45.76,47.00,45.47
45.26,45.32,46.17,44.95
44.45,45.18,45.32,44.39
45.68,46.99,47.04,45.30
46.70,45.53,46.95,45.42
45.26,45.11,46.31,44.69
44.50,45.36,45.59,44.50
45.55,47.46,47.97,45.43
47.92,46.87,48.64,46.86
47.25,46.64,47.42,46.00
46.99,46.97,47.52,46.52
46.57,47.06,47.89,46.18
47.24,45.85,48.11,45.81
46.02,45.04,47.44,45.00
43.94,45.18,46.07,43.90
45.20,47.27,47.40,45.07
47.68,47.87,48.31,47.37
48.60,47.63,49.19,46.98
47.66,46.46,47.66,46.00
47.26,47.69,48.01,46.57
47.17,47.13,47.70,46.82
47.13,45.45,48.32,45.45
45.25,47.53,47.60,45.25
47.72,47.58,48.02,47.14
47.77,48.69,49.03,47.77
49.18,47.28,49.88,47.18
48.34,48.93,48.94,48.12
48.94,49.45,49.55,48.53
49.60,49.60,49.89,49.10
49.48,49.69,50.19,49.11
50.07,50.37,50.49,49.05
50.00,49.70,50.94,49.43
50.68,50.46,50.94,49.49
50.52,49.62,50.56,49.46
49.62,50.40,50.49,49.10
50.93,50.20,51.07,49.01
50.24,52.25,52.52,50.24
51.76,51.86,52.61,50.76
52.40,52.62,53.05,51.50
55.19,52.47,55.19,51.60
52.48,52.69,53.12,51.96
52.14,51.96,52.61,51.58
50.62,51.49,52.38,50.46
52.26,52.52,53.08,52.02
52.76,53.81,53.85,52.03
53.19,53.25,53.68,52.43
53.22,52.24,53.22,51.44
52.63,52.37,52.78,50.80
51.29,50.46,52.06,50.04
51.02,50.58,51.28,49.85
51.62,52.53,53.26,51.62
52.62,51.86,54.00,51.69
51.76,51.38,52.11,51.00
50.95,50.25,51.41,50.23
50.30,49.66,50.60,49.03
49.58,50.60,50.70,49.58
49.83,49.98,50.46,49.01
49.86,49.12,49.97,49.06
48.71,47.72,49.03,47.65
47.54,47.92,48.26,47.46
49.13,48.81,49.38,48.23
48.68,49.81,50.31,48.68
51.32,52.08,52.12,50.72
52.14,51.85,53.54,51.83
52.47,51.62,52.47,51.07
52.41,51.91,52.79,51.56
51.91,52.32,52.90,51.56
51.93,52.92,53.23,51.93
52.37,51.33,52.37,51.15
51.61,51.79,52.00,50.75
51.35,51.74,52.17,50.79
52.15,50.65,52.71,50.43
50.54,51.52,51.82,50.54
52.28,53.39,53.58,51.79
53.65,54.74,54.80,53.47
54.65,54.06,54.93,53.62
54.96,54.74,55.15,54.39
55.02,55.06,55.23,54.42
55.27,54.94,55.36,54.32
55.18,54.66,55.18,53.68
54.67,54.34,54.74,53.66
54.29,53.65,54.29,53.57
53.65,54.22,54.70,53.57
54.18,53.34,54.34,52.91
54.41,53.25,54.91,53.01
53.10,53.96,54.20,52.49
53.86,54.11,54.36,52.95
53.96,54.71,55.10,53.96
54.50,54.01,54.85,53.73
53.77,53.27,54.18,53.06
53.28,53.50,53.76,52.80
53.40,53.06,53.40,52.60
52.49,53.00,53.10,52.49
53.04,52.58,53.33,52.41
52.60,52.72,53.02,51.56
52.82,53.79,54.08,52.61
53.82,53.95,54.89,53.82
54.08,52.86,54.08,52.29
52.59,53.93,53.99,52.59
54.11,54.64,55.38,54.11
55.00,54.93,55.34,54.55
54.88,54.97,55.85,54.76
54.58,54.94,55.69,54.58
55.21,54.97,55.25,54.36
55.10,56.27,56.42,55.10
56.66,55.49,56.66,54.55
56.15,56.75,57.76,55.70
55.62,55.16,55.63,53.39
54.49,54.28,55.44,54.03
54.59,53.85,54.59,52.78
54.07,54.05,54.28,53.15
53.48,53.73,53.97,53.13
54.29,53.84,54.29,53.32
53.67,53.42,54.03,53.17
53.87,54.08,54.33,53.23
53.96,55.30,55.38,53.49
55.54,55.52,56.68,54.88
55.74,50.99,56.31,50.13
51.07,49.81,51.07,49.51
49.67,49.94,50.39,48.96
49.84,48.40,49.84,48.29
48.33,48.63,49.02,48.00
48.50,49.90,49.94,48.25
49.86,49.98,50.71,49.84
50.01,49.98,50.55,49.90
49.87,49.11,50.17,48.97
48.90,48.50,48.90,47.32
47.96,48.53,48.80,47.36
48.45,48.05,48.45,47.62
48.15,48.97,49.15,47.86
48.91,49.74,49.90,48.59
49.46,49.64,49.92,48.77
49.82,50.39,50.59,49.75
50.28,50.41,50.89,50.22
50.61,51.56,51.91,50.17
51.80,50.70,51.80,50.34
50.56,51.20,51.55,50.29
50.75,51.34,51.69,50.75
51.38,51.51,51.76,51.16
51.11,51.89,51.93,51.11
51.99,51.79,52.12,51.29
52.02,54.45,54.45,51.81
54.36,53.87,54.85,53.47
54.01,55.17,55.47,54.01
54.78,55.36,55.56,54.26
55.68,54.50,55.68,54.50
54.47,55.07,55.17,54.20
54.95,57.02,57.11,54.74
57.79,60.33,60.44,57.00
59.91,59.43,61.21,59.32
58.42,58.13,59.33,58.05
58.30,56.99,60.01,56.89
57.58,56.95,57.76,56.91
57.27,58.98,60.21,57.27
58.82,58.69,59.99,57.93
58.70,58.83,59.46,58.15
58.96,59.36,60.02,58.96
59.36,60.08,61.20,59.35
60.23,59.79,60.23,59.14
60.45,59.15,60.45,58.13
58.44,57.91,59.32,57.75
58.11,59.58,59.89,58.06
60.40,59.74,61.00,59.08
60.56,58.84,63.59,58.62
58.90,60.03,60.20,58.81
60.14,58.76,60.14,58.72
59.03,60.03,60.46,59.03
59.97,61.91,62.25,59.84
61.80,63.51,64.50,61.74
63.40,62.70,64.13,62.45
62.45,63.45,64.35,62.45
63.02,63.98,64.14,61.91
63.46,63.31,64.42,62.70
63.86,63.50,64.14,63.18
63.28,64.00,64.05,63.16
63.67,63.87,64.17,63.67
63.75,64.24,64.72,63.75
64.29,64.19,65.05,63.86
64.16,62.06,64.16,62.02
61.99,62.31,62.89,61.16
62.21,62.66,63.14,61.78
62.51,62.35,62.98,61.88
61.95,62.99,63.11,61.32
62.67,64.25,64.53,62.24
64.10,64.04,64.61,63.25
64.21,63.90,64.54,63.79
63.49,63.90,64.50,63.00
64.34,64.85,65.14,64.29
64.21,64.00,65.00,63.67
64.34,62.26,64.88,62.16
62.24,62.42,62.90,61.76
62.54,63.46,64.06,62.35
64.29,63.33,64.65,63.26
64.33,65.70,66.16,64.25
66.47,65.04,67.32,64.90
65.57,65.74,66.29,64.71
65.91,67.16,67.32,65.83
67.42,66.50,68.29,66.16
66.50,65.30,67.35,65.25
65.12,67.00,67.18,64.40
67.01,68.70,68.83,67.01
69.29,70.45,71.00,69.00
70.65,69.67,70.93,69.35
70.26,70.11,71.42,70.04
69.74,69.00,70.31,68.89
69.23,70.43,71.10,68.99
70.92,69.29,70.92,68.94
68.76,68.94,69.64,67.55
69.95,69.68,70.21,68.65
70.00,71.88,72.01,69.36
72.09,69.95,72.41,69.66
69.50,68.76,69.87,68.00
68.55,69.99,70.13,68.55
69.82,70.66,70.79,69.82
69.94,70.44,72.25,69.84
71.70,72.04,75.93,71.70
71.89,71.23,72.18,69.75
71.70,72.99,73.15,71.70
73.12,73.66,73.90,73.03
74.00,74.00,74.70,73.18
74.12,73.84,74.92,73.67
74.08,71.82,74.61,70.24
71.45,69.87,71.45,69.72
69.17,69.77,70.10,68.22
70.22,68.40,70.88,67.80
68.69,68.22,69.94,67.77
68.74,69.20,69.34,67.77
69.27,69.93,70.47,68.93
69.71,69.38,70.52,68.79
69.43,71.06,71.65,68.84
69.15,66.50,70.62,66.27
66.69,68.92,70.38,64.32
69.47,68.80,69.73,68.36
69.00,69.07,70.05,68.55
69.24,68.96,69.69,67.58
69.01,70.08,70.53,68.68
69.69,66.98,70.46,65.92
67.08,66.79,67.13,66.10
66.45,67.90,68.09,66.19
68.44,67.24,68.98,66.93
66.99,67.78,68.15,66.99
67.59,67.83,68.18,66.46
67.71,68.93,69.61,67.44
68.98,70.01,70.96,68.77
70.10,68.73,70.99,67.77
68.35,67.87,69.33,67.71
67.60,66.90,67.99,66.60
66.83,66.69,67.26,66.26
66.75,67.01,67.35,66.35
66.66,66.17,67.05,65.78
66.04,66.05,66.74,65.62
66.01,66.33,67.13,65.63
66.71,66.24,67.09,65.82
65.97,65.82,66.48,64.93
65.57,66.97,67.66,65.57
67.11,67.25,67.70,67.03
67.27,66.26,67.48,65.94
66.13,65.59,67.41,65.14
65.37,65.05,66.13,64.25
65.27,66.15,66.55,65.16
66.32,66.13,66.64,65.46
66.00,64.49,66.60,64.31
63.86,62.99,63.86,61.63
62.78,63.14,63.44,62.78
63.41,65.21,65.46,63.41
64.46,64.40,64.96,63.98
65.05,63.94,65.23,63.66
63.88,63.76,65.13,62.95
63.84,64.26,64.84,63.03
64.19,64.88,65.28,63.59
65.08,63.81,65.08,63.42
63.48,63.36,64.02,62.95
63.41,65.03,65.36,63.40
65.55,64.64,65.60,64.36
64.57,66.02,66.51,64.57
66.00,66.82,67.11,65.78
66.81,67.38,68.28,66.74
67.40,67.41,67.98,66.92
67.55,67.01,67.67,66.71
67.16,68.12,68.66,66.66
68.20,68.45,68.67,67.53
68.32,68.68,68.94,68.26
68.90,69.81,69.82,68.78
69.86,69.72,70.00,69.42
68.50,68.91,69.10,67.77
69.00,69.49,69.75,68.93
68.98,68.77,69.73,68.03
68.76,69.00,69.12,68.33
68.86,69.68,69.94,67.77
70.00,68.64,70.00,68.36
69.02,70.62,71.20,68.47
70.41,71.80,72.23,70.15
71.95,72.74,72.98,71.26
72.90,74.20,74.21,72.72
74.16,72.97,74.40,71.57
72.80,73.99,74.45,72.55
74.21,74.85,74.95,73.86
74.32,74.84,75.00,73.62
74.51,75.16,75.86,74.25
74.95,73.93,76.21,73.34
73.91,73.32,74.27,72.86
73.07,72.49,74.00,70.19
72.37,70.41,72.48,69.93
70.21,70.91,72.01,69.50
70.75,71.14,72.67,70.44
71.88,72.69,72.87,71.22
72.69,73.82,74.24,72.69
74.06,74.41,75.82,73.85
74.65,74.75,74.95,74.50
74.55,73.80,74.85,73.39
73.85,73.73,74.67,73.49
72.50,73.31,73.84,71.66
73.93,73.93,74.45,73.30
74.17,74.02,74.50,73.50
74.14,73.54,74.15,73.28
73.80,74.38,74.99,71.52
74.69,73.79,74.88,73.13
73.59,74.96,75.00,73.59
75.00,73.25,75.00,72.44
73.00,72.80,73.33,72.34
72.69,72.92,73.23,72.46
72.93,73.56,74.31,72.43
73.79,73.96,74.99,73.75
73.70,74.02,74.73,73.70
74.96,74.55,75.00,73.94
74.40,75.49,76.06,74.30
75.69,76.43,77.24,75.40
76.23,76.31,76.46,75.88
76.04,75.90,76.60,74.72
76.15,77.32,77.45,75.40
77.32,73.45,77.97,72.90
73.69,72.28,73.96,71.09
72.05,72.37,73.00,72.05
72.68,73.41,74.77,72.58
74.48,75.48,75.86,74.24
75.44,75.43,75.79,74.91
75.80,77.23,77.63,74.54
77.10,77.91,78.85,76.82
77.28,76.59,77.54,76.25
76.44,76.86,77.15,75.92
77.17,75.78,77.41,75.44
75.97,73.31,76.01,72.56
73.37,74.65,74.82,72.17
74.21,74.94,75.03,73.74
74.67,74.52,75.24,74.43
74.64,74.16,74.64,72.79
74.12,73.99,74.60,73.59
74.03,74.86,74.96,73.55
75.01,74.61,75.17,74.11
74.82,73.76,75.13,73.26
73.70,74.01,74.50,73.22
74.21,75.24,75.66,73.60
74.94,76.49,76.50,74.17
76.23,73.75,76.71,73.09
73.90,74.47,75.25,72.54
74.58,74.86,76.24,74.40
74.35,74.38,74.96,72.73
74.47,74.83,74.94,74.26
74.50,76.57,76.91,74.50
76.69,78.01,78.25,75.66
77.85,78.12,78.73,77.85
77.97,78.34,78.37,77.59
78.17,78.03,78.63,77.76
78.33,79.75,79.91,78.33
79.70,79.06,79.70,78.16
79.67,80.44,81.00,79.21
80.35,80.34,80.50,79.76
79.63,79.03,80.96,79.00
79.56,79.58,80.14,78.20
79.66,80.34,80.37,78.53
80.80,79.18,81.16,78.95
79.37,80.29,81.14,78.30
80.11,80.71,81.45,80.11
80.40,80.29,82.00,80.17
80.37,81.26,81.51,80.03
81.25,83.16,83.28,81.25
83.24,84.82,85.19,83.24
85.25,83.92,85.33,83.69
83.72,84.43,84.76,83.58
84.50,85.24,85.73,84.50
84.71,85.33,85.70,84.71
84.95,84.76,86.00,84.41
84.54,85.70,86.34,84.54
86.01,86.73,87.40,85.11
86.94,86.14,87.38,84.72
85.54,86.87,87.38,84.42
86.75,87.91,89.00,86.56
88.18,88.04,89.28,87.50
87.64,86.72,88.14,85.96
86.68,86.46,86.98,86.36
86.80,85.83,87.18,85.10
86.00,86.45,86.63,85.70
86.30,88.30,88.54,85.10
88.65,88.78,89.46,88.35
88.40,86.75,88.61,85.62
86.44,86.32,87.24,85.29
86.70,83.48,86.98,83.02
83.76,84.99,85.36,83.69
83.98,85.61,86.00,82.79
86.11,86.57,86.75,85.62
86.82,86.26,87.58,86.10
85.64,87.82,89.19,85.48
88.00,88.34,89.42,87.63
88.40,88.50,89.04,87.86
88.62,86.00,89.21,85.62
86.68,89.13,89.40,86.34
88.94,89.14,89.59,87.69
89.48,88.83,89.92,87.94
89.53,90.53,91.16,88.73
90.90,92.01,93.47,89.98
92.19,92.69,93.14,91.37
92.36,92.23,93.36,91.60
92.67,90.46,93.38,89.91
90.02,89.79,90.99,89.32
90.14,89.98,90.39,89.35
90.12,89.90,90.78,89.51
89.58,87.78,90.25,86.99
88.11,89.18,89.85,88.11
89.77,90.34,90.62,89.25
90.58,91.23,91.91,90.58
91.58,91.42,91.78,91.14
91.51,92.09,92.47,91.48
91.73,91.43,92.54,91.35
91.79,92.42,92.98,91.78
92.13,91.86,92.34,91.54
92.06,91.86,92.33,91.65
91.80,94.12,94.86,91.57
93.66,94.71,95.25,93.66
95.24,95.23,95.77,94.60
95.43,93.42,95.51,93.00
93.81,92.75,94.11,92.26
93.03,92.34,94.13,91.41
92.00,92.62,93.14,91.24
91.99,93.33,93.50,91.99
94.00,93.85,94.18,92.66
93.72,91.88,93.94,91.86
92.62,92.79,93.75,92.32
92.19,92.51,93.63,91.98
93.48,95.40,95.54,92.51
95.78,96.38,97.30,95.29
96.32,95.88,98.22,95.07
96.17,95.94,96.76,95.13
96.66,99.98,100.47,96.00
100.45,100.81,102.32,99.66
99.81,101.21,101.65,99.20
101.54,100.77,102.15,100.01
100.48,101.72,101.81,100.48
101.35,100.95,102.25,100.50
101.78,102.20,102.41,100.01
102.62,105.41,105.67,101.56
105.41,104.92,106.13,104.90
