ALGT,Allegiant Travel Company - Common Stock,NASDAQ
159.20,162.35,162.80,158.25
162.00,168.10,168.10,161.30
167.85,171.05,171.35,165.28
171.30,172.55,173.82,170.45
169.05,166.40,171.50,165.85
166.85,165.90,169.90,165.20
165.20,165.75,168.00,161.15
164.75,167.00,169.80,162.95
167.00,167.80,171.10,166.65
168.50,167.00,170.30,165.85
168.15,169.85,169.95,167.15
169.60,169.55,171.55,167.30
169.20,166.05,170.40,166.05
166.55,168.65,168.80,166.40
168.30,169.75,172.05,166.10
169.95,165.40,169.95,164.95
165.15,166.20,167.60,165.15
166.55,166.40,167.60,164.85
168.25,166.10,169.05,164.50
167.10,169.85,170.05,165.60
168.45,168.80,171.05,168.35
169.35,166.35,169.35,165.65
165.20,168.50,171.55,165.20
169.05,178.05,178.55,168.50
175.40,180.40,182.25,175.10
179.85,176.90,180.00,175.45
177.85,177.75,179.05,177.00
