ISRL,Isramco,NASDAQ
120.00,121.95,122.35,119.55
121.45,122.40,122.40,120.53
122.40,121.65,122.40,118.05
121.40,121.95,121.95,120.60
122.90,122.90,122.90,121.80
122.80,121.75,122.80,120.35
122.95,119.40,122.95,118.60
121.75,122.20,122.20,120.85
120.75,120.75,120.75,120.75
122.80,122.30,123.60,120.05
122.90,121.50,122.90,121.50
122.05,122.05,122.05,122.05
123.60,123.60,123.60,123.60
123.60,123.50,123.60,123.50
123.35,123.75,124.20,123.35
124.15,124.15,124.15,124.15
124.30,124.30,124.30,124.30
126.00,127.95,127.95,126.00
127.40,128.20,128.20,127.40
128.20,128.20,128.20,128.20
128.70,128.70,128.70,128.70
128.70,128.40,128.70,128.40
128.70,128.70,128.70,128.70
128.70,128.60,129.00,128.60
128.90,127.75,128.90,127.75
126.90,129.05,129.05,126.90
