OPTT,Ocean Power Technologies,NASDAQ
5.05,4.90,5.05,4.80
5.00,5.02,5.05,4.96
5.03,5.05,5.30,4.92
5.04,5.02,5.12,4.97
5.02,5.16,5.19,5.02
5.33,4.95,5.33,4.95
4.90,4.76,4.99,4.70
4.84,4.77,4.86,4.55
4.85,4.96,5.19,4.85
4.96,4.85,5.01,4.70
4.88,4.96,5.10,4.87
4.90,5.00,5.04,4.65
4.99,4.85,4.99,4.81
4.84,4.95,4.98,4.78
5.00,5.00,5.10,4.99
5.00,4.95,5.09,4.90
4.99,4.82,5.05,4.78
4.88,5.14,5.15,4.80
5.18,5.34,5.68,5.00
5.45,5.28,5.45,5.06
5.25,5.22,5.34,5.22
5.17,5.16,5.32,5.15
5.23,5.12,5.40,5.00
5.11,5.19,5.25,5.08
5.25,5.50,5.50,5.16
5.56,5.24,5.56,5.24
5.27,5.22,5.40,5.22
5.22,5.29,5.37,5.22
5.37,5.49,5.59,5.28
5.50,5.69,5.88,5.48
5.78,5.50,5.87,5.45
5.50,5.28,5.60,5.28
5.37,5.11,5.37,5.10
5.20,5.34,5.37,5.15
5.38,5.22,5.43,5.18
5.55,5.27,5.55,5.25
5.30,5.15,5.35,5.15
5.14,5.25,5.27,5.10
5.23,5.11,5.24,5.10
5.19,5.28,5.48,5.19
5.45,5.85,5.98,5.25
5.90,6.00,6.13,5.87
6.08,5.74,6.14,5.73
5.85,5.92,5.97,5.67
5.99,5.94,6.08,5.78
6.01,6.04,6.14,5.96
6.06,6.51,6.66,6.06
6.64,6.39,6.85,6.32
6.38,6.44,6.50,6.07
6.44,6.22,6.50,6.10
6.22,6.34,6.35,6.19
6.34,6.31,6.35,6.10
6.33,6.31,6.42,6.16
6.39,6.52,6.65,6.37
6.65,6.31,6.65,6.31
6.34,6.22,6.39,6.20
6.25,6.26,6.32,6.25
6.33,6.35,6.38,6.10
6.28,6.25,6.31,6.15
6.27,6.11,6.27,5.90
6.18,6.09,6.18,6.04
6.10,6.04,6.10,5.96
6.02,5.76,6.02,5.64
5.82,5.47,5.82,5.40
5.49,5.38,5.52,5.28
5.37,5.40,5.40,5.12
5.44,5.26,5.45,5.25
5.35,5.25,5.36,5.20
5.25,5.23,5.27,5.20
5.23,5.29,5.32,5.20
5.28,5.57,5.57,5.20
5.63,5.88,5.88,5.55
5.81,5.64,5.85,5.63
5.65,5.68,5.84,5.57
5.67,5.69,5.69,5.44
6.65,6.16,6.80,6.02
6.20,5.96,6.31,5.95
5.96,5.89,5.96,5.86
5.85,5.72,6.05,5.72
5.80,5.71,5.93,5.71
5.74,5.94,5.94,5.74
5.99,5.64,5.99,5.61
5.61,5.99,6.39,5.61
5.96,5.78,5.96,5.78
5.75,5.94,6.01,5.75
5.89,5.86,5.89,5.78
5.85,5.70,5.85,5.70
5.79,5.60,5.85,5.50
5.67,5.80,5.85,5.52
5.77,5.81,5.96,5.73
5.81,5.80,5.82,5.70
5.80,5.75,5.80,5.57
5.70,5.70,5.76,5.68
5.70,5.80,5.82,5.70
5.81,6.10,6.10,5.81
6.03,5.69,6.03,5.69
5.69,5.72,5.87,5.69
5.86,5.86,5.94,5.74
5.91,5.73,5.91,5.72
5.77,5.73,5.79,5.72
5.71,5.74,5.83,5.69
5.75,5.83,5.83,5.65
5.76,5.54,5.81,5.45
5.60,5.80,5.80,5.60
5.86,5.73,5.86,5.62
5.75,5.61,5.75,5.59
5.58,5.56,5.64,5.50
5.48,5.68,5.72,5.48
5.79,5.67,5.80,5.62
5.74,5.68,5.74,5.55
5.80,5.72,5.82,5.60
5.71,5.60,5.77,5.57
5.60,5.46,5.63,5.45
5.46,5.51,5.60,5.35
5.48,5.49,5.56,5.44
5.46,5.37,5.60,5.26
5.50,5.37,5.51,5.36
5.46,5.71,5.72,5.35
5.59,5.48,5.59,5.42
5.46,5.40,5.50,5.38
5.42,5.29,5.42,5.27
5.36,5.45,5.53,5.30
5.38,5.32,5.45,5.31
5.35,5.27,5.35,5.25
5.27,5.33,5.36,5.27
5.29,5.28,5.32,5.25
5.31,5.26,5.32,5.24
5.28,5.28,5.36,5.24
5.34,5.50,5.52,5.15
5.39,5.41,5.50,5.38
5.40,5.41,5.49,5.40
5.25,5.12,5.28,5.10
4.70,5.31,5.38,4.70
5.28,5.23,5.28,5.14
5.27,5.10,5.27,5.09
5.10,5.20,5.28,5.10
5.24,5.21,5.28,5.18
5.16,5.12,5.19,5.10
5.07,5.01,5.12,5.00
5.00,5.01,5.05,5.00
5.04,5.06,5.12,4.96
5.06,5.00,5.06,4.95
5.00,5.01,5.01,4.96
4.97,5.01,5.01,4.95
4.96,4.92,5.00,4.85
5.07,4.85,5.32,4.81
5.00,5.19,5.26,4.95
5.36,5.36,5.65,5.25
5.39,5.29,5.53,5.18
5.29,5.09,5.39,5.07
5.14,5.18,5.28,5.07
5.21,5.32,5.54,5.17
5.39,5.44,5.49,5.29
5.47,5.39,5.54,5.33
5.49,5.31,5.49,5.30
5.44,5.26,5.44,5.25
5.29,5.66,5.68,5.29
5.67,5.70,5.73,5.59
5.61,5.51,5.65,5.43
5.53,5.42,5.53,5.35
5.40,5.58,5.59,5.31
5.59,5.57,5.65,5.49
5.55,5.33,5.59,5.28
5.30,5.25,5.43,5.20
5.20,5.16,5.27,5.14
5.13,5.06,5.19,5.03
5.05,5.02,5.12,5.01
5.03,4.96,5.05,4.95
4.96,5.02,5.09,4.91
4.98,4.90,5.05,4.86
4.83,4.77,4.86,4.75
4.75,4.75,4.82,4.73
4.82,4.74,5.07,4.71
4.72,4.75,4.78,4.70
4.77,4.75,4.83,4.72
4.78,4.77,4.86,4.71
4.81,4.77,4.81,4.71
4.75,4.76,4.81,4.75
4.78,4.87,4.95,4.75
4.87,4.87,4.99,4.87
4.87,4.77,4.88,4.76
4.75,4.75,4.79,4.75
4.73,4.70,4.74,4.68
4.78,4.74,4.79,4.72
4.75,4.75,4.80,4.73
4.75,4.65,4.79,4.65
4.65,4.53,4.70,4.45
4.49,4.38,4.55,4.31
4.38,4.39,4.44,4.33
4.40,4.40,4.62,4.39
4.45,4.82,4.85,4.45
4.87,5.07,5.12,4.73
5.15,4.82,5.15,4.75
4.71,4.54,4.73,4.50
4.49,4.59,4.79,4.47
4.54,4.56,4.64,4.52
4.53,4.45,4.53,4.45
4.52,4.50,4.55,4.45
4.51,4.53,4.54,4.47
4.55,4.59,4.70,4.55
4.53,4.45,4.60,4.45
4.47,4.52,4.67,4.45
4.50,4.52,4.52,4.40
4.51,4.52,4.58,4.49
4.56,4.40,4.58,4.40
4.40,4.29,4.50,4.26
4.28,4.16,4.35,4.10
4.16,4.18,4.26,4.10
4.17,4.05,4.22,4.00
4.06,4.05,4.06,3.95
4.01,4.02,4.05,3.89
4.00,4.02,4.04,3.97
4.03,4.08,4.09,3.97
4.01,4.13,4.68,3.93
4.12,4.03,4.18,4.02
4.04,4.08,4.14,4.03
4.06,4.01,4.24,3.96
4.00,4.04,4.04,3.90
4.04,3.92,4.10,3.91
3.85,3.58,3.87,3.50
3.57,3.48,3.70,3.48
3.51,3.57,3.63,3.45
3.59,3.58,3.68,3.51
3.52,3.54,3.70,3.50
3.53,3.76,3.76,3.53
3.78,3.82,3.93,3.69
3.80,3.91,3.96,3.76
3.87,3.78,3.93,3.77
3.79,3.71,3.80,3.62
3.70,3.93,3.96,3.70
3.95,3.80,4.19,3.76
3.84,3.89,4.10,3.71
3.89,3.66,3.98,3.66
3.69,3.71,3.75,3.66
3.64,3.63,3.70,3.62
3.63,3.59,3.72,3.58
3.59,3.55,3.64,3.51
3.57,3.57,3.62,3.56
3.57,3.46,3.61,3.45
3.45,3.23,3.47,3.21
3.22,3.53,3.62,3.21
3.47,3.29,3.52,3.25
3.33,3.26,3.49,3.23
3.25,3.38,3.44,3.24
3.35,3.32,3.44,3.10
3.26,3.38,3.42,3.22
3.38,3.33,3.38,3.23
3.25,3.02,3.29,3.00
3.13,3.21,3.25,3.11
3.21,3.56,3.63,3.17
3.61,3.74,3.79,3.57
3.74,3.72,3.75,3.62
3.76,3.80,3.82,3.62
3.80,3.91,4.15,3.77
3.99,3.95,4.08,3.83
3.94,3.88,4.00,3.72
3.89,3.96,3.99,3.75
3.97,3.85,4.04,3.79
3.90,3.81,3.95,3.74
3.81,3.69,3.81,3.66
3.71,3.67,3.76,3.66
3.68,3.55,3.73,3.48
3.54,3.62,3.64,3.53
3.64,3.61,3.64,3.52
3.63,3.79,3.79,3.63
3.79,3.59,3.79,3.52
3.52,3.50,3.56,3.50
3.50,3.60,3.60,3.50
3.61,3.52,3.61,3.52
3.52,3.54,3.58,3.51
3.72,3.36,3.72,3.25
3.40,3.29,3.40,3.19
3.44,3.34,3.50,3.25
3.32,3.34,3.36,3.20
3.35,3.34,3.37,3.30
3.33,3.25,3.33,3.22
3.20,3.25,3.28,3.17
3.29,3.25,3.29,3.17
3.28,3.20,3.28,3.16
3.18,3.05,3.18,3.00
2.96,3.13,3.20,2.89
3.13,2.93,3.13,2.90
2.90,2.94,3.19,2.82
2.93,2.86,3.10,2.80
2.86,2.82,2.86,2.72
2.75,2.70,2.84,2.64
2.66,2.38,2.72,2.33
2.43,3.00,3.25,2.43
3.24,3.01,3.24,2.85
3.09,3.55,3.75,3.09
3.71,3.45,3.74,3.30
3.50,3.55,3.68,3.33
3.52,3.47,3.55,3.41
3.47,3.59,3.62,3.38
3.65,3.78,3.86,3.44
4.04,4.20,4.47,3.90
4.66,4.31,4.69,4.20
4.35,4.44,4.45,4.20
4.80,4.96,5.25,4.50
5.03,4.37,5.60,4.04
4.27,4.38,5.00,4.25
4.30,4.28,4.70,4.08
4.27,3.81,4.36,3.72
3.83,3.85,3.97,3.82
3.90,3.97,4.17,3.90
3.91,4.06,4.12,3.90
3.92,3.74,4.09,3.70
3.67,3.43,3.67,3.41
3.45,3.52,3.59,3.43
3.54,3.41,3.58,3.26
3.35,3.46,3.54,3.35
3.40,3.40,3.57,3.38
3.44,3.38,3.46,3.33
3.34,3.08,3.38,3.08
3.08,3.15,3.20,3.08
3.20,3.19,3.35,3.17
3.20,3.12,3.29,3.08
3.10,3.07,3.14,3.02
3.05,3.07,3.18,3.04
3.10,3.11,3.27,3.03
3.14,3.10,3.18,3.08
3.03,2.91,3.06,2.91
2.88,2.79,2.94,2.77
2.79,3.07,3.30,2.76
3.08,3.25,3.33,3.01
3.24,3.73,3.75,3.20
3.72,3.51,3.92,3.40
3.58,3.67,3.80,3.54
3.71,3.57,3.77,3.46
3.62,3.59,3.66,3.52
3.67,3.74,3.74,3.63
3.76,3.75,3.82,3.72
3.74,3.18,3.74,3.13
3.20,3.18,3.33,3.10
3.10,3.18,3.28,3.03
3.11,3.11,3.15,3.00
3.12,3.10,3.12,3.03
3.05,3.05,3.10,3.00
3.12,3.02,3.12,3.01
3.02,3.01,3.09,3.01
3.00,2.87,3.05,2.77
3.00,2.90,3.00,2.82
2.85,2.87,2.90,2.65
2.84,2.85,2.88,2.78
2.87,3.05,3.10,2.85
3.01,2.95,3.05,2.90
3.00,2.90,3.03,2.90
2.90,2.71,2.90,2.65
2.67,2.66,2.73,2.45
2.69,2.55,2.74,2.51
2.55,2.64,2.64,2.52
2.61,2.59,2.61,2.50
2.61,2.59,2.64,2.52
2.53,2.60,2.60,2.52
2.63,2.61,2.64,2.57
2.60,2.67,2.72,2.55
2.66,2.84,2.85,2.62
2.82,2.79,2.84,2.79
2.84,2.69,2.85,2.67
2.68,2.73,2.84,2.67
2.72,2.73,2.74,2.68
2.70,2.73,2.84,2.66
2.72,2.61,2.79,2.58
2.59,2.50,2.72,2.50
2.57,2.95,3.00,2.57
2.94,3.01,3.08,2.87
2.96,2.80,2.99,2.76
2.76,2.90,2.96,2.76
2.91,2.87,2.96,2.77
2.90,2.88,2.93,2.87
2.85,2.91,2.92,2.83
2.98,3.34,3.49,2.96
3.28,3.40,3.46,3.21
3.41,3.25,3.48,3.20
3.22,3.17,3.28,3.06
3.20,3.29,3.39,3.19
3.22,3.20,3.26,3.13
3.22,3.15,3.27,3.10
3.11,3.02,3.15,2.96
3.03,2.99,3.07,2.96
2.98,3.13,3.25,2.97
3.13,3.18,3.21,3.10
3.52,3.43,3.90,3.37
3.50,3.56,3.63,3.50
3.60,3.38,3.60,3.20
3.40,3.38,3.49,3.30
3.36,3.27,3.36,3.20
3.25,3.52,3.60,3.22
3.59,3.35,3.60,3.30
3.42,3.35,3.50,3.30
3.35,3.20,3.47,3.20
3.08,3.15,3.30,3.08
3.14,3.16,3.22,2.96
3.21,3.12,3.21,3.05
3.14,3.12,3.15,3.07
3.25,2.94,3.36,2.92
2.98,3.30,3.38,2.96
3.34,3.32,3.40,3.26
3.28,3.26,3.40,3.25
3.32,3.15,3.32,3.12
3.14,3.08,3.15,2.98
3.04,3.13,3.15,3.01
3.16,3.13,3.16,3.06
3.11,3.17,3.18,3.07
3.14,3.13,3.17,3.06
3.17,3.09,3.19,3.09
3.07,3.04,3.08,3.00
3.04,3.11,3.14,3.02
3.11,3.08,3.13,3.03
3.05,3.14,3.14,3.00
3.11,3.06,3.11,3.03
3.08,3.03,3.13,3.00
3.04,2.92,3.04,2.92
2.96,2.86,2.96,2.85
2.86,2.98,3.02,2.84
2.99,2.97,3.00,2.91
2.95,2.88,2.95,2.87
2.89,2.89,2.92,2.86
2.87,2.92,2.92,2.86
2.89,2.92,2.95,2.86
2.92,2.94,2.97,2.89
2.92,2.88,2.93,2.86
2.86,2.87,2.90,2.85
2.86,2.73,2.86,2.69
2.77,2.66,2.82,2.66
2.66,2.65,2.70,2.60
2.66,2.65,2.68,2.61
2.66,2.66,2.69,2.61
2.67,2.67,2.70,2.65
2.66,2.74,2.75,2.65
2.76,2.72,2.83,2.71
2.71,2.93,2.99,2.71
2.93,2.79,2.98,2.72
2.79,2.73,2.80,2.67
2.73,2.56,2.73,2.55
2.54,2.60,2.75,2.51
2.56,2.52,2.63,2.20
2.51,2.40,2.51,2.36
2.42,2.22,2.46,2.21
2.24,2.26,2.36,2.23
2.29,2.24,2.30,2.20
2.24,2.17,2.24,2.08
2.14,2.18,2.22,2.14
2.20,2.15,2.23,2.13
2.14,2.09,2.16,2.07
2.08,2.09,2.15,2.05
2.08,2.14,2.24,2.08
2.10,2.09,2.11,2.05
2.09,2.10,2.15,2.08
2.11,2.08,2.11,2.04
2.08,2.12,2.22,2.08
2.12,2.16,2.19,2.07
2.10,2.08,2.15,2.08
2.06,2.06,2.15,2.02
2.02,2.06,2.13,2.00
2.03,2.10,2.15,2.01
2.11,2.25,2.27,2.08
2.28,2.08,2.28,2.07
2.09,2.07,2.18,2.03
2.05,2.04,2.14,2.03
2.04,2.03,2.12,2.01
2.01,2.00,2.05,2.00
2.05,2.00,2.05,2.00
2.01,2.01,2.06,2.00
2.04,2.01,2.10,2.00
2.04,2.06,2.12,2.01
2.08,2.10,2.14,2.04
2.07,2.12,2.12,2.01
2.08,2.00,2.14,2.00
2.00,2.14,2.27,2.00
2.15,2.15,2.30,2.14
2.19,2.14,2.19,2.10
2.15,2.10,2.26,2.03
2.09,2.08,2.28,2.00
2.12,2.08,2.12,2.05
2.09,2.08,2.11,2.04
2.10,2.10,2.18,2.08
2.12,2.01,2.17,2.01
2.02,2.08,2.12,2.02
2.10,2.06,2.12,2.06
2.08,3.55,3.97,2.08
3.50,2.99,3.52,2.88
2.93,2.65,2.94,2.53
2.62,2.67,2.80,2.52
2.71,2.63,2.89,2.57
2.65,2.54,2.73,2.51
2.57,2.54,2.64,2.53
2.52,2.47,2.63,2.40
2.54,2.55,2.64,2.45
2.60,2.50,2.63,2.47
2.49,2.44,2.54,2.42
2.46,2.42,2.50,2.38
2.38,2.31,2.38,2.30
2.31,2.49,2.60,2.30
2.50,2.40,2.53,2.40
2.43,2.55,2.62,2.32
2.52,2.78,2.81,2.52
2.80,2.75,2.88,2.69
2.73,2.69,2.75,2.60
2.66,2.71,2.80,2.63
2.67,2.61,2.71,2.56
2.58,2.66,2.79,2.58
2.71,2.63,2.78,2.59
2.61,2.63,2.80,2.56
2.62,2.65,2.71,2.57
2.69,2.62,2.70,2.57
2.58,2.54,2.70,2.53
2.52,2.36,2.64,2.31
2.46,2.51,2.58,2.46
2.67,2.69,2.70,2.52
2.67,2.65,2.87,2.64
2.66,2.67,2.75,2.62
2.65,2.67,2.70,2.60
2.67,2.61,2.67,2.60
2.61,2.74,2.75,2.60
2.76,2.65,2.76,2.63
2.64,2.75,2.78,2.60
2.73,2.79,2.79,2.65
3.00,3.10,3.29,2.90
3.16,3.38,3.50,3.14
3.40,3.42,3.48,3.30
3.40,3.15,3.40,3.11
3.15,3.05,3.20,3.04
3.23,3.42,3.42,3.16
3.40,3.40,3.42,3.21
3.45,3.44,3.45,3.37
3.47,3.09,3.50,3.05
3.00,3.03,3.09,2.98
3.00,2.95,3.00,2.88
3.00,3.01,3.08,3.00
3.03,3.05,3.08,3.03
3.03,3.07,3.10,3.01
3.11,3.01,3.11,2.91
2.97,2.97,3.05,2.96
2.95,2.98,3.05,2.95
2.98,2.94,3.01,2.94
2.97,2.92,2.97,2.92
2.96,2.93,3.00,2.91
2.93,2.86,2.98,2.81
2.87,2.85,2.87,2.82
2.85,2.91,2.94,2.83
2.89,2.82,2.98,2.80
2.84,2.64,2.91,2.63
2.67,2.75,2.79,2.66
2.72,2.63,2.77,2.60
2.64,2.60,2.66,2.60
2.60,2.57,2.60,2.55
2.55,2.54,2.60,2.53
2.54,2.54,2.57,2.53
2.53,2.42,2.54,2.40
2.41,2.47,2.53,2.38
2.45,2.40,2.47,2.38
2.50,2.45,2.55,2.41
2.42,2.48,2.49,2.40
2.48,2.50,2.50,2.45
2.50,2.53,2.55,2.50
2.50,2.51,2.55,2.48
2.55,2.44,2.55,2.44
2.50,2.42,2.55,2.42
2.44,2.40,2.50,2.40
2.43,2.95,3.42,2.43
3.04,3.00,3.08,2.95
3.00,2.76,3.00,2.70
2.73,2.71,2.83,2.65
2.69,2.82,2.85,2.69
2.82,2.76,2.82,2.75
2.74,2.61,2.80,2.44
2.65,2.64,2.94,2.60
2.65,2.48,2.67,2.45
2.50,2.27,2.51,2.10
2.26,2.40,2.40,2.20
2.35,2.38,2.39,2.35
2.39,2.38,2.40,2.33
2.36,2.35,2.38,2.35
2.38,2.39,2.39,2.30
2.39,2.42,2.43,2.29
2.39,2.27,2.45,2.27
2.29,2.31,2.35,2.29
2.33,2.39,2.42,2.33
2.40,2.30,2.41,2.30
2.30,2.31,2.38,2.21
2.36,2.27,2.36,2.27
2.25,2.25,2.28,2.20
2.27,2.25,2.34,2.23
2.28,2.23,2.29,2.20
2.25,2.25,2.29,2.20
2.20,2.24,2.30,2.15
2.22,2.23,2.25,2.10
2.20,2.21,2.25,2.18
2.20,2.22,2.25,2.20
2.23,2.20,2.25,2.20
2.20,2.11,2.21,2.08
2.07,2.11,2.14,2.07
2.10,2.14,2.16,2.06
2.10,2.06,2.10,2.06
2.05,2.04,2.07,2.01
2.02,2.01,2.12,2.01
2.01,2.00,2.10,2.00
2.00,2.14,2.20,2.00
2.18,2.18,2.22,2.07
2.14,2.15,2.21,2.10
2.16,2.09,2.18,2.01
2.10,2.22,2.22,2.09
2.22,2.22,2.22,2.14
2.21,2.14,2.21,2.10
2.11,2.17,2.17,2.08
2.14,2.13,2.14,2.10
2.14,2.13,2.14,2.12
2.14,2.13,2.14,2.12
2.12,2.14,2.14,2.12
2.12,2.14,2.14,2.12
2.14,2.09,2.14,2.05
2.05,2.06,2.13,2.03
2.04,2.08,2.14,2.04
2.08,2.12,2.14,2.05
2.10,2.08,2.12,2.05
2.08,2.18,2.18,2.05
2.18,2.19,2.20,2.12
2.16,2.16,2.19,2.12
2.19,2.13,2.19,2.08
2.14,2.08,2.19,2.08
2.08,2.11,2.18,2.08
2.09,2.13,2.15,2.09
2.12,2.11,2.13,2.09
2.13,2.09,2.13,2.08
2.08,2.12,2.13,2.06
2.09,2.06,2.13,2.03
2.09,2.10,2.13,2.05
2.07,2.06,2.12,2.06
2.06,2.10,2.13,2.06
2.08,2.04,2.10,2.03
2.04,2.09,2.12,2.04
2.08,2.03,2.10,2.03
2.03,2.01,2.05,2.01
2.01,1.98,2.04,1.98
1.98,1.96,2.01,1.96
1.96,1.95,1.99,1.94
1.98,2.00,2.04,1.92
1.97,1.98,2.00,1.95
1.95,1.92,1.95,1.90
1.95,1.92,1.95,1.92
1.90,1.90,1.95,1.85
1.90,1.97,1.99,1.90
1.94,1.98,2.00,1.90
2.00,1.97,2.00,1.85
1.94,1.87,1.95,1.83
1.83,1.90,1.94,1.83
1.90,1.95,1.97,1.85
1.85,1.73,1.97,1.58
1.72,1.83,1.83,1.72
1.83,1.85,1.85,1.81
1.82,1.81,1.84,1.81
1.81,1.90,1.93,1.81
1.90,1.84,1.90,1.82
1.87,1.76,1.87,1.75
1.77,1.66,1.77,1.65
1.71,1.60,1.74,1.59
1.54,1.51,1.66,1.47
1.50,1.52,1.60,1.45
1.51,1.54,1.58,1.51
1.51,1.51,1.57,1.48
1.50,1.54,1.54,1.46
1.50,1.46,1.54,1.46
1.46,1.48,1.54,1.46
1.46,1.48,1.50,1.46
1.46,1.52,1.52,1.46
1.51,1.55,1.60,1.50
1.54,1.66,1.70,1.54
1.69,1.71,1.85,1.61
1.71,1.67,1.71,1.62
1.64,1.58,1.70,1.56
1.55,1.64,1.73,1.55
1.52,1.67,1.67,1.52
1.68,1.67,1.71,1.55
1.63,1.59,1.67,1.57
1.60,1.54,1.62,1.54
1.55,1.50,1.55,1.50
1.55,1.58,1.68,1.55
1.54,1.54,1.60,1.50
1.54,1.53,1.55,1.53
1.53,1.54,1.59,1.51
1.56,1.53,1.63,1.51
1.54,1.55,1.60,1.53
1.56,1.55,1.60,1.55
1.54,1.47,1.55,1.47
1.47,1.51,1.54,1.47
1.48,1.48,1.54,1.47
1.55,1.98,2.32,1.55
1.98,1.89,2.01,1.78
1.89,1.80,1.93,1.79
1.79,1.82,1.90,1.79
1.80,1.81,1.82,1.80
1.85,1.83,1.90,1.81
1.85,1.80,1.89,1.80
1.80,1.75,1.83,1.69
1.80,1.84,1.90,1.80
1.85,1.67,1.86,1.65
1.75,1.61,1.78,1.60
1.65,1.68,1.73,1.60
1.66,1.66,1.69,1.62
1.63,1.60,1.67,1.60
1.64,1.65,1.65,1.63
1.65,1.57,1.65,1.57
1.63,1.65,1.65,1.60
1.64,1.60,1.64,1.54
1.60,1.58,1.60,1.53
1.56,1.53,1.58,1.51
1.54,1.79,1.87,1.53
1.85,1.71,1.85,1.70
1.70,1.71,1.79,1.66
1.72,1.69,1.72,1.63
1.66,1.66,1.69,1.65
1.64,1.67,1.70,1.64
1.79,1.65,1.79,1.62
1.62,1.68,1.74,1.62
1.66,1.68,1.69,1.63
1.63,1.60,1.68,1.60
