NBL,Noble Energy Inc. Common Stock,NASDAQ
76.65,77.52,77.82,75.52
77.47,77.54,78.38,77.17
77.15,76.85,77.26,76.06
77.45,77.94,78.28,77.26
77.88,77.45,78.46,76.73
77.87,78.00,78.70,77.26
78.16,78.63,79.06,77.53
77.40,76.89,77.89,76.36
76.98,76.66,77.49,76.47
76.81,77.00,78.01,76.55
77.26,78.24,78.24,76.86
78.76,78.33,79.37,78.16
77.96,78.03,78.15,77.31
77.31,77.30,77.73,76.43
79.49,79.60,81.15,78.00
79.37,81.48,81.72,79.37
82.12,80.80,82.47,80.28
81.65,82.39,82.68,81.23
82.88,83.48,83.48,81.48
84.19,85.16,85.41,83.79
85.12,85.63,85.68,84.56
85.00,85.32,85.48,84.64
85.69,85.22,85.95,84.40
85.32,84.47,85.50,83.64
83.50,85.47,85.90,83.49
83.75,82.25,84.05,81.74
82.73,81.65,83.42,81.60
80.92,80.90,81.47,80.17
80.75,80.89,81.85,80.36
81.78,82.78,83.07,81.56
82.50,83.43,83.44,81.83
82.68,82.62,83.05,81.12
81.39,79.98,81.89,79.87
80.60,83.76,83.99,80.54
82.98,82.46,83.52,82.43
81.99,82.63,83.09,81.25
81.46,81.25,82.76,80.93
82.73,83.54,84.17,82.51
83.66,84.98,85.34,83.45
84.56,85.62,85.76,84.47
85.06,85.32,85.90,84.86
86.86,84.85,86.89,84.67
85.02,83.77,85.34,83.10
84.22,82.89,84.38,81.97
83.24,82.42,83.24,81.39
82.61,81.75,82.98,81.19
81.77,81.88,82.59,81.65
81.56,82.56,82.77,81.00
82.45,84.32,84.41,81.79
84.80,85.03,85.80,84.55
85.53,84.65,85.53,84.29
84.84,84.97,85.60,84.30
85.12,85.18,85.19,84.39
84.94,84.93,85.37,84.02
84.67,84.86,84.99,84.07
84.89,84.98,85.25,84.51
87.79,87.16,89.00,86.67
87.79,86.34,88.71,86.00
86.34,86.08,86.74,85.64
86.11,84.81,88.44,84.65
85.32,84.40,85.48,83.20
83.28,84.37,84.39,82.79
84.30,82.63,84.50,82.21
82.82,83.10,83.47,82.20
82.72,82.34,83.00,81.27
82.87,82.80,83.65,82.57
83.30,83.95,84.83,83.12
84.01,83.86,84.63,83.16
83.60,84.08,84.16,82.69
84.15,85.55,85.90,83.78
85.97,85.94,86.31,85.04
85.49,85.96,86.52,85.01
86.76,87.23,87.48,86.03
87.12,87.11,88.36,86.89
86.63,85.35,86.91,84.54
86.01,86.53,86.79,85.04
86.66,85.88,87.07,85.44
86.15,86.46,87.83,83.42
87.05,91.10,91.24,87.00
91.31,89.14,92.16,88.66
88.31,88.99,90.11,88.31
89.33,88.90,89.70,88.39
89.07,89.35,89.92,88.54
90.88,88.71,91.98,88.41
88.90,91.02,91.02,88.41
90.53,89.09,91.12,88.41
88.65,88.00,89.71,87.06
87.53,87.06,87.60,86.82
86.86,88.21,88.42,86.86
87.79,86.66,88.49,86.55
86.98,86.35,87.56,85.95
86.25,87.75,88.21,86.22
87.93,88.87,89.23,87.53
88.54,88.71,90.30,87.73
89.00,88.44,89.63,88.13
88.74,86.76,89.00,86.34
87.26,89.19,89.32,86.99
89.70,92.66,92.92,89.06
93.17,90.95,93.44,90.75
90.73,91.13,91.26,89.82
91.59,92.51,92.76,90.91
91.81,93.70,93.81,91.81
94.12,93.47,95.00,92.61
93.47,91.03,93.48,90.85
91.00,91.16,91.55,89.83
90.10,87.53,90.35,87.35
86.76,89.65,90.15,86.25
89.42,89.96,90.32,88.38
87.68,90.75,91.16,87.30
91.03,87.98,93.06,87.85
90.22,92.63,93.07,90.11
93.78,93.31,94.11,92.31
94.04,95.84,95.87,93.90
95.80,96.03,96.71,95.30
96.20,96.22,96.74,94.33
96.63,96.08,96.93,94.55
95.84,97.42,98.00,95.71
97.37,96.27,98.09,96.19
96.33,97.70,97.98,96.09
98.13,98.00,98.99,97.55
98.20,96.65,98.79,95.99
93.93,95.67,97.84,93.90
96.37,97.21,97.45,95.79
96.92,97.14,98.23,96.33
97.82,96.94,98.72,96.11
96.70,96.53,97.28,95.88
97.00,96.95,97.54,96.24
96.95,94.74,97.01,94.02
94.01,91.59,94.02,90.98
92.32,92.51,93.36,91.60
91.75,92.75,93.07,91.16
93.03,93.86,94.16,91.85
92.47,91.97,92.60,91.19
91.97,93.23,93.62,91.32
94.93,96.11,96.26,94.93
96.21,95.56,96.59,94.90
95.98,95.00,95.98,94.25
94.97,95.05,95.50,94.61
95.53,95.33,95.53,93.60
95.92,96.11,97.10,93.90
95.88,96.27,97.07,95.01
96.82,93.35,97.00,92.84
92.75,90.60,92.75,89.72
90.68,89.13,90.68,88.34
87.84,87.83,89.37,86.33
88.72,88.14,90.20,87.00
88.47,89.23,89.81,88.10
89.42,90.34,90.90,88.81
89.98,87.63,90.00,86.12
87.27,87.39,88.02,86.00
87.61,87.63,88.78,86.42
87.14,86.08,87.99,85.79
85.74,87.91,88.10,85.21
88.57,89.96,90.48,88.41
90.14,89.20,90.31,88.23
89.41,89.68,90.55,87.82
88.25,87.63,88.62,87.27
88.39,88.98,90.09,87.88
88.45,90.11,90.60,88.21
89.71,90.79,91.00,89.41
92.04,92.39,92.48,91.11
93.73,93.20,94.01,92.27
93.30,90.49,93.79,90.15
90.49,90.11,91.19,89.08
88.97,89.64,90.83,88.20
89.21,87.23,90.22,86.92
88.30,87.38,88.87,87.09
87.47,87.40,88.97,87.12
87.84,88.68,88.95,87.30
87.95,86.67,88.28,86.62
87.00,85.22,87.70,84.13
86.29,86.91,87.60,86.08
85.91,84.53,86.36,83.64
84.62,83.73,85.38,82.50
84.55,83.42,84.65,82.92
82.99,83.56,84.01,82.60
83.98,85.85,86.13,83.88
85.65,85.47,87.03,85.40
83.97,85.63,85.78,82.70
85.32,85.32,85.93,84.72
84.92,85.70,86.01,84.53
86.25,88.68,88.70,86.04
88.82,89.35,90.56,88.13
89.60,89.63,90.19,88.80
89.65,90.36,90.49,88.57
90.36,91.30,92.07,90.09
91.18,90.76,91.27,89.89
92.21,92.02,92.60,90.97
90.55,91.43,91.99,90.41
89.79,89.26,90.30,88.82
88.97,89.49,90.51,88.97
89.99,90.37,91.50,89.77
90.87,89.85,91.40,89.73
90.98,92.99,93.08,90.76
92.53,92.05,92.77,91.18
92.71,94.10,94.16,92.46
94.52,94.10,94.58,93.61
94.69,96.87,97.42,94.54
96.81,97.57,97.60,95.78
96.45,97.63,98.47,96.03
97.46,97.47,98.62,96.69
96.85,95.33,96.97,94.90
94.89,99.01,100.41,94.33
97.58,99.68,100.46,96.16
101.04,99.62,101.27,98.28
98.88,96.23,100.20,96.20
96.23,96.07,96.81,93.78
94.47,88.78,94.47,88.59
90.28,89.05,91.31,85.47
86.58,82.46,87.22,82.19
84.10,86.51,86.69,80.78
84.44,83.11,87.05,82.52
84.39,87.45,88.74,82.92
88.66,87.45,88.96,86.69
88.14,89.85,90.69,88.14
88.61,87.90,89.73,86.74
88.59,87.94,90.67,87.49
85.73,83.03,85.92,81.77
81.91,81.24,84.37,81.10
83.00,79.50,83.87,79.14
80.15,83.45,83.50,79.34
82.90,83.83,83.97,82.20
84.29,81.78,85.15,81.31
80.97,82.46,82.82,79.00
83.88,84.99,85.06,83.53
84.37,86.85,87.45,83.97
87.65,88.36,89.15,87.25
88.99,87.57,90.43,87.33
85.32,85.97,86.61,84.41
82.68,84.50,84.64,81.32
85.83,85.97,86.99,85.29
85.38,84.31,86.39,83.70
83.34,81.94,84.04,81.06
80.73,80.59,82.27,78.05
80.96,80.53,81.44,79.59
80.94,81.21,82.45,79.25
82.24,82.48,82.62,80.98
82.96,81.87,83.05,81.14
80.19,79.48,80.46,78.45
81.28,81.35,83.84,80.86
81.15,77.09,81.15,77.07
73.96,71.12,73.96,69.25
70.42,70.25,72.27,69.96
70.56,72.93,72.99,69.98
74.78,74.73,76.44,74.29
74.61,71.39,74.97,71.23
73.78,72.78,73.80,71.01
71.46,70.80,72.65,70.49
69.89,68.57,71.34,68.57
67.16,72.46,72.61,65.91
72.85,74.08,74.46,71.11
73.58,76.51,77.30,73.00
76.70,75.28,76.93,74.34
76.97,78.73,78.73,76.97
78.31,80.54,81.19,78.30
81.37,81.41,83.05,80.45
80.67,81.10,81.43,78.92
82.85,83.64,83.82,82.14
83.30,81.49,83.67,81.19
81.10,83.66,84.12,79.52
83.20,84.14,86.12,82.47
84.04,86.81,87.26,83.66
87.71,90.07,90.11,87.06
91.00,90.33,91.34,89.28
89.68,87.25,89.74,86.67
89.03,88.79,89.36,86.09
90.88,93.73,94.88,90.88
92.89,93.71,94.36,92.71
92.49,89.34,92.49,89.30
86.44,84.99,86.58,84.34
87.01,88.45,88.62,85.86
89.60,91.32,91.60,87.91
90.53,91.10,91.37,89.21
90.99,91.21,91.85,89.60
91.77,93.30,93.48,91.02
90.44,88.67,90.52,88.51
90.16,92.71,93.03,89.25
93.72,94.75,95.50,93.54
94.28,94.84,95.50,93.91
94.81,94.45,95.66,92.74
93.97,94.66,96.79,93.60
94.14,92.86,95.85,91.92
93.92,92.54,94.66,91.61
91.26,89.88,91.61,87.42
89.46,90.37,91.69,88.37
88.82,86.99,89.11,86.41
86.97,86.20,87.80,86.12
89.65,91.45,92.44,89.60
92.20,91.99,93.86,91.00
95.99,98.39,98.54,94.99
97.92,97.60,98.99,97.31
98.87,97.33,99.10,97.03
98.79,98.01,99.04,96.97
98.13,98.38,99.17,97.30
97.83,96.08,97.95,95.02
95.61,93.17,96.10,92.87
94.10,95.53,95.80,94.10
94.26,92.27,94.39,91.13
92.83,91.46,94.28,90.50
90.39,88.51,90.58,87.73
90.02,89.06,90.63,88.54
89.90,90.06,91.15,89.18
90.60,87.78,90.60,87.52
90.14,92.81,92.96,90.11
93.57,94.56,95.45,92.66
94.59,94.81,95.39,93.43
95.28,95.38,96.14,94.30
95.15,95.64,96.20,94.77
96.77,94.02,96.99,93.86
94.47,96.03,96.58,94.36
95.70,94.39,95.99,94.23
96.87,97.76,98.38,96.50
97.36,98.58,98.70,96.35
97.54,97.50,98.19,97.00
97.55,96.72,97.55,96.10
97.00,98.33,98.70,96.73
99.83,98.73,99.98,97.71
98.05,97.49,98.22,96.94
97.41,95.23,97.50,95.08
94.49,95.91,95.97,94.04
97.16,95.86,97.41,94.72
96.08,97.39,97.42,95.48
97.63,97.49,99.02,97.20
97.32,96.32,97.61,95.53
96.50,102.21,102.57,96.50
101.19,100.46,101.75,99.96
100.00,102.11,102.50,98.82
102.58,100.09,103.16,99.43
99.98,100.50,101.59,99.42
99.57,101.23,101.36,98.90
101.98,100.67,102.47,100.41
101.75,101.82,102.20,100.30
101.80,102.27,103.20,100.96
103.50,102.96,103.90,102.02
102.57,103.77,103.95,102.00
103.65,103.67,104.42,100.47
103.59,104.36,105.00,103.38
101.65,103.53,105.00,101.49
102.14,101.15,102.32,100.27
102.75,103.75,103.77,100.93
103.35,103.99,104.22,102.89
104.16,103.31,105.08,102.84
103.30,103.66,104.14,102.10
104.33,104.01,105.46,103.05
104.87,103.18,105.16,102.10
102.98,103.48,104.73,102.84
103.42,104.48,104.60,102.22
104.63,104.57,105.09,104.06
103.86,102.66,104.37,102.64
102.93,102.48,104.09,102.05
102.53,97.65,102.70,97.50
97.92,95.93,98.08,94.29
95.58,94.48,96.78,94.03
93.80,96.55,96.75,93.57
94.66,94.75,95.30,93.90
94.54,95.40,95.75,94.22
96.26,95.45,96.50,94.69
95.86,96.53,97.61,95.70
96.46,96.07,96.46,95.02
96.45,97.55,97.69,95.63
97.70,98.22,99.69,97.57
100.27,99.06,100.90,98.87
99.27,99.69,100.52,99.21
100.04,100.14,100.53,98.69
98.99,98.70,99.21,98.00
99.31,99.27,99.54,97.60
98.04,95.29,98.04,94.94
95.30,96.36,96.85,94.82
97.53,99.05,99.49,97.49
99.22,98.46,99.50,98.02
97.86,97.84,98.17,97.08
96.83,98.17,98.34,96.50
98.70,97.78,99.49,97.63
97.68,100.26,100.98,97.33
99.86,98.91,99.97,98.09
97.63,97.10,98.10,95.94
96.72,96.51,97.75,96.01
94.88,95.75,96.24,94.58
95.68,93.16,95.68,92.81
94.06,92.45,94.80,92.26
92.67,94.82,95.00,92.46
94.75,94.46,95.38,93.99
94.73,93.71,95.18,92.73
94.88,94.75,95.61,94.29
93.93,93.90,94.61,93.38
94.22,93.73,94.88,93.12
93.94,93.63,94.78,93.15
92.08,93.84,93.99,91.76
94.05,93.98,94.57,93.23
95.07,95.73,96.18,94.51
95.87,99.27,99.75,95.30
99.53,100.05,100.33,98.84
100.10,99.32,100.10,98.44
99.83,99.89,100.75,98.64
99.05,98.47,99.29,97.90
98.85,96.91,99.20,96.46
96.11,95.03,96.28,94.11
94.59,94.02,95.05,93.55
93.44,91.73,93.58,90.12
90.27,90.13,91.40,89.31
91.15,90.17,91.87,89.95
90.09,89.19,90.64,88.97
87.86,86.86,88.02,86.70
86.86,85.00,87.50,84.68
85.32,83.82,86.69,83.76
83.71,82.46,84.28,82.46
82.85,81.85,83.67,81.50
82.22,84.76,84.81,82.03
84.67,84.50,85.61,83.88
83.59,84.71,84.95,81.89
85.10,84.35,85.15,83.09
84.54,83.94,85.11,83.65
84.71,86.21,86.51,84.63
84.94,84.04,84.95,83.18
84.16,84.46,85.06,81.60
82.64,80.95,82.66,80.25
81.36,81.32,81.69,79.96
81.00,82.49,82.79,80.80
83.96,85.45,85.48,83.45
86.67,84.63,87.14,84.38
83.65,84.88,85.04,82.83
85.60,83.19,85.82,83.07
83.88,84.16,84.60,82.72
83.66,82.42,84.37,81.83
82.53,82.98,83.49,81.54
83.25,84.24,84.31,82.44
83.65,82.82,83.65,82.47
83.30,84.33,84.88,82.99
84.15,82.65,84.78,81.97
82.92,79.39,82.92,79.29
80.05,79.75,80.34,78.79
78.50,77.59,78.78,76.83
77.60,78.51,78.80,77.06
78.75,80.68,80.92,78.58
79.63,81.26,81.64,79.50
83.24,84.82,84.82,82.78
85.00,84.12,85.12,83.15
84.86,88.10,88.15,84.66
87.25,86.25,87.53,85.66
84.91,85.10,85.75,84.33
84.78,84.88,85.65,84.27
85.75,83.06,85.87,82.56
83.36,84.87,85.30,83.10
83.97,83.45,84.38,82.33
83.81,84.80,84.95,83.69
84.50,85.49,86.18,84.19
85.86,85.47,86.50,83.73
85.10,86.19,86.67,85.00
86.83,88.50,88.67,86.37
87.80,88.12,88.75,86.94
85.77,85.96,86.62,85.40
86.07,84.23,86.64,82.98
84.60,84.91,85.06,83.37
85.42,86.99,88.00,84.97
87.15,89.55,90.05,85.84
89.88,89.10,91.23,88.73
89.09,87.43,90.58,87.08
87.96,88.52,89.05,86.67
86.43,86.15,87.27,85.20
88.08,87.70,88.56,87.25
88.00,87.37,88.76,86.92
88.20,89.00,89.80,88.20
88.86,89.89,90.04,88.07
89.37,89.80,90.70,88.98
89.20,90.91,91.02,88.68
90.66,90.05,90.85,89.87
90.27,89.55,90.83,89.29
89.07,89.41,89.87,88.78
89.61,90.70,90.82,89.45
90.82,89.88,90.82,89.57
89.77,88.65,89.95,88.06
89.18,87.95,89.48,87.81
87.91,88.46,88.71,87.58
88.32,86.60,88.60,86.48
86.21,87.27,87.58,86.00
87.51,87.06,87.78,86.62
86.97,87.31,87.47,86.50
87.51,87.26,87.91,86.71
86.52,86.99,87.76,86.30
87.86,87.90,88.39,86.95
87.12,86.73,87.53,86.34
86.73,86.20,87.08,85.95
87.19,89.37,90.05,87.09
89.07,91.50,91.59,88.95
91.60,93.11,94.10,91.27
93.26,93.94,94.18,93.11
94.46,93.83,94.75,93.55
93.73,95.70,96.47,93.26
96.06,96.77,97.60,96.04
96.47,95.05,96.55,94.66
94.80,94.30,95.12,93.51
94.22,93.38,94.45,93.12
92.77,93.22,93.68,91.62
94.01,93.27,94.29,92.83
92.75,92.75,93.22,92.44
93.16,91.94,93.81,91.92
91.69,91.18,92.10,90.88
91.81,93.11,93.39,91.63
92.41,92.71,93.18,92.04
91.06,92.23,93.60,91.06
93.12,93.88,94.01,92.05
93.95,92.79,94.15,92.21
93.17,92.85,93.89,92.44
93.24,93.38,93.64,92.49
92.67,94.30,94.40,92.51
94.55,94.37,95.17,93.84
94.30,94.11,95.50,93.90
94.53,93.29,94.75,93.01
93.18,93.78,94.00,92.73
94.00,93.77,94.00,92.50
94.00,94.69,95.41,93.77
95.11,96.14,96.39,94.76
95.82,96.50,96.76,95.54
96.25,94.24,96.45,94.09
93.46,94.27,96.24,93.04
92.45,91.51,92.66,91.01
92.28,90.18,92.28,90.00
90.50,92.87,92.94,90.02
92.73,94.45,95.40,92.53
93.32,95.01,95.35,93.32
95.00,95.40,95.46,93.62
95.61,95.00,96.16,94.71
95.01,95.68,95.86,94.09
96.20,96.71,97.10,95.51
95.42,95.00,95.53,94.20
95.00,94.73,95.71,94.59
94.58,95.01,95.95,94.48
95.25,95.00,95.30,94.48
94.03,95.00,95.73,93.95
95.29,94.50,95.29,93.60
94.59,92.58,95.21,91.86
93.13,91.88,93.52,91.21
93.09,93.83,94.50,93.05
94.23,94.80,95.85,93.75
95.25,95.31,95.81,94.51
95.60,96.55,96.62,95.14
96.19,96.65,96.74,95.05
96.09,96.19,96.83,95.28
95.00,96.96,97.04,94.47
97.50,97.80,98.57,97.31
97.99,97.75,98.52,97.24
98.83,96.27,99.00,96.15
96.00,95.95,96.61,95.51
96.44,96.04,97.26,95.53
96.52,99.33,99.37,96.52
99.58,101.45,101.69,98.89
102.56,100.40,102.56,100.13
100.68,101.08,101.35,100.59
101.41,101.82,102.29,100.53
101.44,99.30,101.75,99.04
99.43,100.02,100.06,98.76
100.26,100.60,101.42,99.64
100.51,102.81,103.08,100.11
102.63,101.71,102.81,101.44
101.62,102.70,102.70,101.14
101.41,102.57,102.93,101.17
102.11,101.64,102.57,101.54
102.04,100.96,102.80,100.71
100.96,100.69,101.38,99.83
100.49,98.91,100.90,98.83
98.78,101.74,101.88,98.66
103.43,103.25,103.82,101.86
102.93,103.24,104.24,102.33
103.22,104.90,104.97,103.22
104.44,105.09,105.21,103.83
104.16,104.06,104.16,102.85
104.65,103.84,104.72,103.29
104.62,104.59,104.83,103.78
104.49,105.57,105.58,104.06
105.31,105.43,105.90,105.13
104.85,105.31,105.40,104.17
105.07,105.75,106.07,104.80
106.51,106.97,107.28,106.05
107.00,106.62,107.00,105.06
106.72,109.04,109.04,106.35
108.66,107.31,108.66,107.13
107.35,107.60,108.76,106.87
107.83,108.30,108.65,107.16
108.63,107.56,108.63,106.89
107.72,109.26,109.42,107.42
109.32,108.23,110.08,108.04
107.90,107.79,108.66,107.12
108.51,109.19,109.38,107.87
108.26,108.77,109.09,107.72
109.50,111.92,112.02,109.39
110.99,113.57,113.67,110.89
112.84,113.65,114.38,111.96
113.99,115.36,115.59,113.40
114.95,112.75,115.02,112.15
112.20,112.22,112.73,111.50
112.43,112.27,113.37,112.12
112.00,112.15,112.74,111.73
112.31,112.02,112.46,111.08
112.51,113.90,114.07,112.51
114.00,111.34,114.18,111.25
111.29,110.06,111.50,109.86
110.96,111.59,111.70,110.19
112.00,108.43,112.39,108.42
109.35,108.79,109.35,107.26
108.81,110.28,110.64,108.81
110.49,110.83,111.64,110.01
110.15,110.04,110.42,109.01
110.00,110.07,110.09,108.23
110.86,109.35,111.25,108.03
109.82,109.92,110.27,109.06
110.05,112.35,112.55,110.04
112.81,112.49,112.81,111.22
112.28,113.03,113.44,111.70
113.23,113.80,113.87,112.50
113.61,114.31,114.50,113.34
114.31,115.98,116.25,114.23
115.66,116.45,116.64,115.42
115.02,115.65,116.10,114.62
115.86,114.25,115.93,113.72
114.90,113.97,115.65,113.41
113.17,113.00,114.15,112.39
113.41,114.16,114.42,113.17
114.70,113.19,115.22,112.76
113.73,115.60,115.80,113.73
115.05,115.23,115.66,114.04
115.41,115.66,116.45,114.68
116.35,116.00,116.71,114.59
115.95,115.88,116.65,115.31
116.59,115.24,117.58,114.25
115.67,112.71,116.05,112.50
110.97,111.57,112.06,110.39
112.21,115.59,115.67,112.02
115.61,116.88,117.70,115.08
117.44,116.66,117.71,116.54
117.79,117.96,118.48,116.42
117.38,113.54,117.38,113.28
112.60,107.99,112.66,107.99
109.29,109.93,110.65,107.95
108.59,106.49,108.59,105.89
106.88,107.61,108.30,105.24
107.93,107.21,108.18,105.95
107.58,108.61,109.02,106.33
109.25,110.72,110.95,108.85
111.15,112.62,113.51,110.87
113.34,113.57,116.38,112.20
113.57,111.69,113.84,110.64
112.55,113.04,113.72,111.80
112.81,113.29,113.80,112.01
112.61,110.91,112.61,110.12
111.03,110.82,111.72,110.20
111.91,113.07,113.29,111.75
113.22,114.08,114.19,112.59
114.86,116.81,117.45,114.86
116.81,117.43,117.48,116.01
117.18,116.01,117.80,115.57
115.36,114.78,115.70,114.13
114.38,115.65,115.68,114.14
115.50,117.61,117.67,115.50
118.53,117.99,118.85,116.36
117.73,117.82,118.34,116.50
118.34,121.30,121.36,118.31
121.37,122.50,123.07,121.24
122.49,121.14,123.05,121.11
121.94,119.07,123.21,117.86
117.31,118.75,118.81,116.07
118.02,117.38,118.17,115.62
118.50,118.26,120.28,117.53
58.83,59.12,59.35,58.27
59.43,59.10,59.64,58.46
58.80,57.65,59.04,57.64
57.79,57.77,58.83,57.47
57.62,57.75,58.24,57.16
57.42,56.75,57.61,56.70
56.76,57.37,57.37,56.26
57.80,58.61,58.66,57.36
58.65,58.46,58.70,57.90
57.71,57.76,58.30,57.17
58.33,57.20,58.34,57.00
57.17,58.34,58.42,56.92
58.19,57.91,58.52,57.46
58.40,59.70,59.78,58.40
59.67,60.69,60.87,59.56
60.58,60.53,61.61,60.52
