RYU,Guggenheim S&P 500 Equal Weight Utilities ETF,NASDAQ
49.74,49.82,49.84,49.74
49.96,49.95,49.96,49.57
49.42,49.48,49.50,49.30
49.69,49.67,49.69,49.67
49.57,49.57,49.57,49.57
49.04,49.41,49.41,49.04
49.30,49.44,49.44,49.25
50.02,49.88,50.02,49.81
49.94,50.17,50.17,49.87
50.19,50.29,50.29,49.95
50.31,50.43,50.43,50.22
50.45,50.18,50.65,50.12
50.30,50.10,50.31,49.89
50.02,50.29,50.30,50.02
50.50,50.43,50.50,50.38
50.54,50.83,50.83,50.54
50.92,51.09,51.09,50.92
50.95,50.60,50.95,50.60
50.28,50.51,50.51,50.27
50.24,50.33,50.33,50.06
50.72,50.64,50.72,50.44
50.75,50.75,50.75,50.75
50.75,51.01,51.02,50.75
51.03,50.97,51.03,50.97
51.09,51.09,51.09,51.09
51.06,51.05,51.13,50.99
51.06,51.09,51.12,51.02
51.00,50.98,51.00,50.98
51.10,51.10,51.10,51.10
51.47,51.45,51.51,51.17
51.66,51.60,51.72,51.35
51.55,51.55,51.55,51.55
51.21,51.10,51.21,51.10
51.10,51.13,51.14,51.05
51.45,51.17,51.45,51.00
51.26,51.14,51.26,51.02
51.30,51.25,51.50,51.23
51.25,51.30,51.38,51.25
51.30,51.43,51.45,51.30
51.69,51.44,51.69,51.33
51.37,51.12,51.37,51.12
51.27,51.52,51.59,51.27
51.43,51.58,51.58,51.43
51.66,51.76,51.84,51.60
51.91,51.78,51.91,51.63
51.89,51.89,51.89,51.89
52.07,52.24,52.24,52.07
51.83,51.42,51.83,51.42
51.53,51.43,51.57,51.43
51.72,51.96,51.98,51.72
52.12,51.85,52.12,51.79
51.55,51.79,51.79,51.55
51.61,51.78,51.78,51.61
51.95,52.12,52.12,51.94
52.03,52.09,52.09,51.99
51.94,52.05,52.05,51.88
52.24,52.26,52.26,52.09
52.17,52.32,52.42,52.16
52.41,52.02,52.41,51.80
52.02,52.07,52.07,51.80
52.25,51.84,52.25,51.79
51.67,51.99,51.99,51.67
52.23,51.93,52.23,51.85
51.73,51.45,51.76,51.30
51.45,51.10,51.45,50.51
51.19,50.88,51.19,50.88
50.99,51.22,51.22,50.99
51.46,51.80,52.07,51.46
51.99,51.48,52.09,51.48
51.53,51.60,51.60,51.50
52.10,52.10,52.10,52.00
52.24,51.62,52.24,51.55
52.25,51.97,52.27,51.94
52.13,52.67,52.67,52.13
52.97,52.99,52.99,52.97
52.87,52.41,52.87,52.40
52.62,52.61,52.63,52.42
51.87,52.06,52.06,51.76
50.79,51.43,51.43,50.79
50.81,50.78,50.92,50.35
50.78,51.02,51.02,50.78
51.18,50.99,51.18,50.99
51.05,51.13,51.16,51.05
51.33,51.40,51.40,51.27
50.97,51.30,51.30,50.97
51.24,51.53,51.53,51.24
51.58,51.58,51.78,51.52
51.81,51.50,51.89,51.50
51.57,51.84,51.84,51.57
52.34,52.54,52.54,52.27
52.52,52.50,52.57,52.44
52.57,52.57,52.79,52.52
52.57,52.60,52.60,52.57
52.50,52.51,52.66,52.50
52.68,52.64,52.68,52.64
52.47,52.60,52.60,52.44
52.60,52.43,52.61,52.43
52.33,52.03,52.33,51.95
51.81,51.77,51.89,51.68
52.04,52.17,52.17,52.04
51.99,52.18,52.18,51.97
52.43,52.59,52.67,52.43
52.10,52.01,52.26,52.00
52.05,51.99,52.05,51.99
52.47,52.73,52.79,52.47
52.72,52.81,52.81,51.70
52.75,52.90,52.93,52.64
52.93,53.36,53.36,52.93
53.58,53.75,53.75,53.54
53.83,54.32,54.32,53.83
54.46,54.52,54.52,54.23
54.94,54.54,54.94,54.52
54.29,54.90,55.07,54.29
54.88,54.66,54.88,54.66
54.35,54.20,54.35,54.15
54.93,54.90,54.93,54.78
54.68,54.78,54.83,54.58
55.45,55.62,55.65,55.45
55.52,55.24,55.54,55.24
55.44,55.85,55.85,55.44
56.04,55.58,56.04,55.34
55.77,55.59,55.78,55.53
55.40,55.79,55.85,55.40
55.70,55.93,55.94,55.69
56.12,55.84,56.12,55.76
55.99,56.05,56.28,55.73
55.67,55.39,55.67,55.39
55.42,55.46,55.46,55.42
55.36,55.29,55.36,54.83
55.32,55.44,55.44,55.32
55.38,55.46,55.50,55.37
55.77,55.66,55.77,55.56
55.56,55.24,55.56,55.24
55.17,55.13,55.17,54.85
54.44,54.47,54.88,54.41
54.50,54.36,54.50,54.13
54.09,54.22,54.40,54.09
53.98,54.10,54.14,53.96
54.13,54.16,54.34,54.13
53.88,53.69,53.95,53.66
53.71,54.02,54.02,53.71
54.29,54.16,54.29,53.96
53.88,53.36,53.94,53.36
53.60,53.62,53.74,53.60
53.63,53.71,53.81,53.63
53.55,53.91,53.92,53.49
54.31,54.23,54.31,54.23
54.22,54.09,54.22,53.87
53.09,53.15,53.22,53.09
53.54,53.58,53.87,53.54
53.74,53.98,54.04,53.74
54.31,54.19,54.31,54.11
54.36,54.54,54.57,54.36
54.49,54.79,54.79,54.49
55.02,55.34,55.41,55.02
55.46,55.28,55.46,55.21
55.39,55.36,55.45,55.29
55.54,55.57,55.57,55.37
55.19,55.31,55.31,55.18
54.77,54.69,54.83,54.53
54.81,54.97,55.06,54.81
54.99,54.72,55.20,54.64
54.85,54.36,54.99,54.36
54.60,54.53,54.64,54.25
54.00,53.85,54.00,53.83
54.12,54.38,54.44,54.00
54.76,54.70,54.80,54.69
54.87,55.46,55.46,54.87
55.21,55.14,55.21,55.12
54.86,55.14,55.14,54.82
55.06,54.90,55.06,54.88
54.84,54.83,54.84,54.83
54.24,54.02,54.27,53.99
53.51,53.51,53.75,53.11
53.97,53.69,53.97,53.38
53.04,52.48,53.04,52.48
52.08,52.00,52.08,51.59
51.27,50.13,51.53,50.00
50.28,50.27,50.73,49.14
49.34,47.33,49.65,47.18
48.09,47.53,48.32,46.62
48.65,48.89,49.51,48.21
48.87,50.39,50.39,48.76
50.57,50.18,50.57,50.18
51.33,51.86,51.86,51.29
51.40,51.46,51.71,51.40
52.29,52.29,52.29,52.29
51.47,51.39,51.47,51.01
51.61,50.88,51.61,50.88
51.61,50.82,51.61,50.65
51.18,51.58,51.61,51.18
52.84,53.01,53.01,52.62
52.50,52.29,52.55,52.17
52.23,52.25,52.25,52.23
53.17,53.26,53.26,53.15
53.21,53.23,53.27,53.12
53.84,53.73,53.89,53.54
53.68,53.46,53.68,53.46
52.85,52.69,52.85,52.69
51.89,51.95,52.06,51.89
52.62,52.93,52.94,52.55
53.01,53.03,53.32,52.98
52.10,51.70,52.10,51.65
51.32,51.54,51.59,51.23
52.32,52.66,52.66,52.10
52.43,52.43,52.43,52.43
53.16,53.62,53.62,53.16
53.54,53.39,53.67,53.36
52.93,53.42,53.42,52.86
54.00,53.96,54.02,53.94
53.90,52.86,53.90,52.86
51.47,51.15,51.58,50.97
51.56,51.88,52.00,51.48
51.88,52.20,52.29,51.83
53.07,52.43,53.15,52.43
52.75,52.15,52.86,52.01
52.63,52.26,52.85,52.12
52.58,52.47,52.68,52.46
52.10,50.90,52.10,50.90
49.96,50.50,50.50,49.00
50.69,50.94,50.94,50.14
51.48,51.65,51.65,51.44
52.00,51.48,52.00,51.29
51.78,52.39,52.39,51.78
52.32,52.03,52.32,51.98
52.27,52.22,52.40,51.96
51.94,52.36,52.36,51.94
52.85,52.79,52.85,52.61
52.67,52.67,52.82,52.65
52.62,53.08,53.10,52.36
53.14,53.07,53.50,53.06
53.17,53.17,53.17,53.17
53.75,54.01,54.02,53.75
54.35,54.07,54.35,53.99
53.88,53.44,53.88,53.40
53.69,53.80,53.80,53.22
54.51,54.87,55.05,54.50
54.50,54.50,54.50,54.50
54.41,54.25,54.60,54.25
53.03,52.98,53.48,52.98
53.98,53.81,53.99,53.70
54.29,54.65,54.80,54.25
54.42,54.46,54.47,53.78
54.56,54.18,54.56,54.02
54.89,54.90,54.90,54.30
53.95,53.74,54.46,53.65
54.12,54.11,54.28,53.67
54.77,54.97,54.97,54.67
54.79,54.28,54.79,54.17
54.18,54.52,54.63,54.09
54.00,53.69,54.40,53.69
53.77,53.35,53.98,53.17
53.79,53.71,53.81,53.56
53.18,52.95,53.18,52.59
52.80,52.47,52.81,52.16
51.87,51.63,51.98,51.42
51.73,51.71,51.84,51.64
52.88,52.32,52.94,52.17
52.60,52.97,53.15,52.60
54.15,54.42,54.42,54.04
54.53,54.65,54.75,54.45
54.89,53.88,54.89,53.88
54.61,54.17,54.67,54.17
54.52,54.54,54.79,54.50
54.12,54.38,54.41,54.12
53.80,53.50,53.80,53.43
53.71,53.76,53.76,53.71
53.79,53.71,53.80,53.25
53.85,53.68,54.32,53.68
53.44,53.19,53.56,53.18
53.72,53.96,53.96,53.72
53.51,53.32,53.67,53.13
53.42,52.71,53.58,52.69
53.48,54.08,54.15,53.48
54.20,54.74,54.78,54.13
54.92,54.93,55.02,54.83
55.28,55.18,55.42,55.15
55.40,55.54,55.57,55.40
55.53,55.19,55.58,55.15
55.21,55.60,55.60,55.21
55.79,55.53,55.90,55.53
56.29,55.09,56.29,54.97
55.07,54.68,55.11,54.64
54.57,54.52,54.68,54.14
54.81,54.22,54.81,54.13
54.20,54.25,54.28,54.03
54.76,54.43,54.76,54.43
54.40,54.33,54.40,54.14
54.33,54.29,54.33,54.19
53.97,54.11,54.14,53.88
54.61,54.21,54.81,54.06
54.22,54.24,54.24,54.15
54.20,53.84,54.22,53.79
54.06,53.94,54.06,53.74
54.06,54.04,54.35,53.95
53.63,53.52,53.64,53.41
53.35,54.15,54.15,53.22
54.47,54.26,54.61,54.18
53.80,53.73,53.82,53.62
53.43,53.38,53.44,53.19
53.52,53.49,53.71,53.33
53.82,53.79,54.05,53.78
53.76,53.82,53.91,53.65
53.87,54.14,54.21,53.87
54.00,54.01,54.02,53.95
53.96,54.46,54.48,53.96
54.23,54.43,54.43,54.17
54.35,54.23,54.39,54.23
53.98,54.10,54.10,53.95
54.14,54.02,54.17,54.02
53.83,53.81,54.09,53.81
54.17,54.05,54.21,53.98
54.41,54.75,54.80,54.41
54.73,54.92,54.97,54.73
55.00,54.64,55.00,54.64
54.60,54.68,54.93,54.60
54.62,54.95,55.01,54.61
55.19,55.22,55.34,55.19
55.07,55.17,55.23,54.91
55.05,54.81,55.11,54.77
54.62,54.70,54.90,54.39
54.79,54.85,54.87,54.79
54.89,54.79,54.93,54.61
54.50,54.74,54.74,54.45
54.62,54.32,54.62,54.13
54.12,54.51,54.52,54.09
54.70,54.81,54.87,54.70
55.00,55.21,55.21,55.00
55.19,55.54,55.61,55.19
55.79,55.76,55.82,55.59
55.45,55.16,55.45,55.16
55.04,54.99,55.14,54.76
54.56,54.59,54.61,54.39
54.47,54.25,54.65,54.19
53.97,54.26,54.31,53.97
54.24,54.35,54.36,54.22
54.04,54.21,54.21,54.04
54.20,54.26,54.28,54.07
54.52,54.52,54.52,54.52
54.74,54.67,54.82,54.62
54.18,54.16,54.18,54.07
53.97,54.37,54.37,53.97
54.57,54.57,54.57,54.57
54.57,54.92,55.00,54.57
54.73,54.57,54.73,54.57
54.63,54.62,54.71,54.62
54.56,54.19,54.56,54.15
53.87,53.87,53.92,53.85
53.52,53.02,53.52,53.00
53.32,53.26,53.43,53.25
53.38,53.61,53.63,53.38
53.51,53.28,53.58,53.28
53.36,53.51,53.51,53.36
53.79,53.82,53.93,53.79
53.88,53.92,53.92,53.75
53.67,53.62,53.67,53.62
53.81,54.09,54.09,53.81
53.61,53.71,53.77,53.59
53.89,54.23,54.23,53.89
54.46,54.51,54.56,54.37
54.55,54.70,54.80,54.43
54.75,54.92,54.96,54.75
54.78,55.16,55.16,54.78
55.50,55.45,55.57,55.44
55.16,55.08,55.19,55.02
55.17,54.81,55.18,54.81
54.60,54.64,54.86,54.60
54.50,54.44,54.54,54.44
54.20,54.45,54.47,54.17
54.01,54.60,54.80,53.97
55.06,55.15,55.15,55.06
55.37,55.06,55.37,55.06
54.63,54.77,54.77,54.63
54.39,54.39,54.39,54.39
54.56,54.43,54.57,54.36
54.37,54.05,54.37,54.05
54.13,53.93,54.16,53.90
53.95,54.29,54.29,53.81
54.65,54.64,54.74,54.64
54.16,54.24,54.24,53.93
54.75,54.50,54.75,54.50
54.80,54.80,54.80,54.80
54.77,55.09,55.09,54.77
54.81,54.55,54.81,54.55
54.69,54.57,54.75,54.57
54.68,54.61,54.68,54.61
54.32,54.50,54.60,54.32
54.37,54.94,54.94,54.37
55.03,55.68,55.68,55.03
56.02,55.88,56.02,55.74
55.88,56.20,56.20,55.68
56.65,56.25,56.65,56.22
56.18,56.27,56.28,55.85
56.11,56.39,56.39,56.11
56.40,56.85,56.85,56.40
56.49,56.70,56.74,56.33
56.53,56.88,56.88,56.53
57.05,57.00,57.23,57.00
56.80,56.49,56.80,56.49
56.71,55.91,56.71,55.91
55.91,55.91,55.91,55.91
55.54,55.72,55.72,55.53
55.72,55.91,55.91,55.72
56.34,56.36,56.36,56.27
56.10,56.45,56.45,56.02
57.27,56.92,57.27,56.92
57.54,57.62,57.63,57.28
57.85,57.60,57.91,57.51
57.50,57.38,57.53,57.38
57.16,57.33,57.35,57.16
57.15,57.09,57.15,56.87
57.20,57.09,57.36,57.09
57.39,57.30,57.44,57.29
57.38,57.37,57.47,57.37
57.32,57.89,57.95,57.32
57.86,57.90,57.99,57.85
57.93,58.43,58.43,57.89
58.30,58.45,58.56,58.30
58.71,58.61,58.71,58.28
58.27,58.56,58.67,58.27
58.32,58.21,58.32,57.99
58.00,57.45,58.00,57.45
57.76,57.44,57.76,57.44
58.44,59.06,59.11,58.44
58.31,60.11,60.11,58.31
60.12,60.49,60.50,60.12
60.44,60.15,60.48,60.09
60.51,60.11,60.51,60.11
59.74,59.21,59.74,59.13
60.24,60.13,60.24,60.08
60.19,60.20,60.28,60.13
60.16,59.68,60.16,59.65
59.60,59.94,59.95,59.60
59.98,60.04,60.13,59.77
59.77,60.40,60.40,59.75
60.17,60.34,60.34,60.08
60.59,60.23,60.59,60.23
60.28,60.26,60.44,60.08
60.05,59.97,60.27,59.94
60.03,60.08,60.08,59.97
60.13,59.98,60.13,59.79
60.01,59.72,60.29,59.71
59.58,59.40,59.78,59.29
59.16,58.77,59.16,58.73
58.48,59.08,59.08,58.48
59.30,59.25,59.32,59.12
59.02,59.16,59.27,59.01
59.11,59.30,59.30,59.11
58.93,59.07,59.15,58.87
59.36,59.01,59.36,58.90
59.08,59.35,59.39,58.95
59.29,59.24,59.37,59.24
59.43,60.00,60.00,59.43
60.36,59.76,60.36,59.70
59.90,59.77,60.07,59.77
59.92,59.95,59.95,59.86
59.79,59.85,59.89,59.79
59.85,60.49,60.49,59.85
60.34,60.13,60.42,60.04
59.89,59.95,60.04,59.89
60.00,59.70,60.00,59.69
59.72,60.12,60.28,59.71
59.98,60.29,60.35,59.93
60.03,59.99,60.12,59.99
59.92,60.56,60.56,59.92
60.73,60.42,60.73,60.37
60.38,60.24,60.51,60.24
60.50,60.15,60.50,60.12
60.07,60.28,60.28,59.98
60.30,60.13,60.35,60.13
60.29,60.26,60.29,60.13
60.43,60.61,60.61,60.43
60.79,60.91,60.91,60.78
61.14,60.96,61.27,60.96
60.91,61.00,61.06,60.88
60.79,60.70,60.93,60.70
60.68,60.60,60.87,60.41
60.95,60.81,60.97,60.71
60.80,60.37,60.80,60.30
60.31,60.49,60.55,60.31
60.63,60.63,60.63,60.63
60.89,61.43,61.43,60.89
61.59,61.64,61.64,61.58
61.29,61.14,61.29,61.04
61.06,60.64,61.06,60.43
60.00,60.22,60.22,59.95
60.26,60.01,60.33,60.01
59.92,60.15,60.15,59.79
60.19,60.20,60.20,60.00
61.27,60.53,61.27,60.24
60.55,60.32,60.55,60.32
61.04,59.99,61.04,59.92
59.27,59.11,59.27,59.06
59.11,59.23,59.39,59.03
58.80,58.15,58.80,57.90
58.15,57.87,58.28,57.85
57.33,57.54,57.69,57.32
57.44,56.99,57.44,56.96
56.87,57.30,57.46,56.87
56.90,56.62,56.92,56.62
56.62,56.30,56.71,55.99
56.05,56.83,56.83,56.05
56.89,56.96,57.14,56.89
56.88,56.89,56.90,56.80
57.03,56.59,57.03,56.59
56.76,56.76,56.76,56.76
56.86,57.28,57.35,56.70
57.49,57.60,57.74,57.49
56.61,57.70,58.50,56.61
57.83,57.96,57.96,57.83
58.50,58.51,58.51,58.50
58.21,58.52,58.57,58.21
58.30,58.15,58.30,58.11
58.25,58.79,58.81,58.25
58.84,58.66,58.84,58.65
58.65,58.73,58.80,58.65
58.70,58.71,58.77,58.69
58.90,58.74,58.94,58.74
59.33,59.30,59.33,59.30
58.92,58.59,58.95,58.59
58.76,58.45,58.76,58.45
58.98,59.29,59.29,58.98
59.22,59.48,59.52,59.22
59.18,59.22,59.33,59.18
59.21,59.10,59.24,59.07
58.50,58.49,58.50,58.20
57.97,58.06,58.06,57.94
58.28,57.92,58.28,57.91
57.80,57.41,57.80,57.13
57.53,57.30,57.63,57.30
56.87,57.47,57.47,56.87
59.00,59.04,59.04,58.71
59.16,59.08,59.26,59.02
59.30,59.48,59.48,59.30
59.46,59.01,59.46,59.00
58.85,58.70,58.85,58.65
58.74,58.70,58.79,58.67
58.89,58.97,58.97,58.89
59.00,58.99,59.11,58.99
59.14,59.06,59.19,59.00
58.78,58.89,58.90,58.75
58.70,58.58,58.70,58.58
58.89,58.97,59.09,58.86
58.96,59.24,59.27,58.94
59.51,59.91,59.91,59.30
59.76,59.64,59.76,59.55
59.99,59.85,60.03,59.81
59.73,59.90,59.90,59.61
60.13,60.04,60.13,59.70
60.04,60.51,60.51,60.04
60.54,60.46,60.54,60.46
60.37,60.58,60.62,60.37
60.75,60.90,61.02,60.75
60.69,60.58,60.69,60.58
61.40,60.80,61.40,60.65
60.60,60.68,60.68,60.29
60.90,60.84,60.90,60.57
60.84,60.69,60.84,60.66
61.00,61.07,61.07,60.84
60.99,61.33,61.36,60.99
61.33,61.26,61.33,61.11
61.11,60.24,61.11,60.20
60.40,60.30,60.40,60.30
60.95,60.81,60.95,60.43
60.85,60.68,61.10,60.68
60.28,60.37,60.39,60.28
61.07,60.91,61.07,60.61
61.40,60.77,61.41,60.77
60.58,60.35,60.58,60.24
60.79,61.25,61.25,60.79
61.27,61.48,61.64,61.25
61.11,61.49,61.55,61.08
61.51,62.08,62.19,61.51
62.48,62.61,62.61,62.44
62.61,62.43,62.61,62.43
62.78,62.33,62.78,62.22
63.17,62.38,63.17,62.17
62.95,62.59,62.95,62.55
63.03,62.39,63.03,62.38
63.05,62.70,63.05,62.44
62.73,62.74,62.76,62.64
62.90,62.54,62.90,62.21
61.93,62.34,62.51,61.93
62.36,62.39,62.58,62.07
62.49,62.69,62.78,62.49
62.85,62.41,62.85,62.40
62.78,62.56,62.80,62.50
62.62,62.50,63.00,62.25
62.87,62.94,62.94,62.58
63.04,63.00,63.04,62.76
63.19,63.89,63.91,63.18
63.92,63.77,63.92,63.59
64.01,63.98,64.22,63.84
63.98,63.80,64.12,63.73
64.35,64.46,64.48,64.26
64.01,64.79,64.81,64.01
64.89,65.18,65.18,64.60
65.46,65.21,65.46,65.06
65.21,65.77,65.90,65.21
65.82,66.02,66.08,65.79
65.71,66.16,66.18,65.71
66.64,65.42,66.64,65.39
66.06,65.96,66.06,65.42
65.85,65.61,65.85,65.20
65.58,65.89,65.89,65.58
66.10,66.40,66.49,66.10
67.12,66.77,68.20,66.53
67.44,67.03,67.44,66.66
67.39,67.13,67.39,66.60
67.54,67.45,67.64,67.26
67.49,67.40,67.62,67.28
67.94,67.88,67.99,67.46
68.18,68.11,68.18,67.71
68.17,67.40,68.17,67.40
67.48,67.28,67.48,67.00
67.63,67.34,67.74,67.27
67.39,66.64,67.39,66.60
66.89,67.04,67.10,66.81
67.10,66.85,67.21,66.60
66.60,65.66,66.72,65.54
65.87,65.95,65.95,65.50
65.99,65.61,65.99,65.57
66.00,66.17,66.40,65.71
66.47,66.79,67.13,66.06
66.87,66.56,66.87,66.45
67.00,66.57,67.00,66.52
66.92,66.69,66.92,66.64
66.83,66.79,66.83,66.39
66.82,65.52,67.18,65.52
65.27,65.25,65.48,64.42
65.12,64.79,65.12,64.60
65.10,64.14,65.10,63.90
64.29,63.08,64.29,62.51
63.46,63.46,64.05,63.46
63.11,62.78,63.92,62.78
62.87,62.75,63.08,62.16
62.87,62.53,62.89,62.44
62.35,62.00,62.35,61.96
62.30,62.71,62.71,62.06
62.94,63.13,63.49,62.73
63.41,63.05,63.41,63.00
62.03,62.77,63.18,62.03
63.09,62.35,63.09,62.26
62.04,63.26,63.26,62.04
63.35,63.41,63.60,63.33
63.22,63.35,63.92,63.18
63.45,63.80,63.83,63.45
