POPE,Pope Resources - Limited Partnership,NASDAQ
46.06,45.20,46.06,45.20
43.50,43.09,43.50,43.08
43.00,41.75,43.00,41.75
41.65,41.73,41.73,41.05
41.86,42.34,42.34,41.75
42.12,42.17,42.85,42.07
42.40,41.96,43.97,41.22
42.00,42.31,42.31,42.00
41.95,41.50,42.00,40.81
42.73,41.95,42.86,41.60
41.78,41.78,41.78,41.78
41.73,41.70,41.95,41.70
41.50,41.70,41.95,41.50
41.75,41.79,41.95,41.75
42.19,41.75,42.19,41.75
41.74,41.70,41.74,41.70
41.79,42.00,42.00,41.79
41.95,41.90,41.95,41.85
41.94,41.75,41.94,41.75
41.92,41.83,41.95,41.83
42.00,42.00,42.09,41.95
42.63,42.10,42.63,42.07
41.80,41.80,41.80,41.80
41.70,41.70,41.70,41.70
41.98,41.83,41.98,41.82
42.05,42.05,42.05,42.00
42.00,41.95,42.00,41.70
41.94,41.99,42.00,41.94
41.85,41.70,41.97,41.70
41.90,41.95,41.95,41.90
41.72,41.85,41.95,41.72
41.82,41.80,41.93,41.77
41.79,42.05,42.10,41.75
42.09,43.68,43.68,42.08
43.50,43.54,43.98,43.50
43.56,43.58,44.00,43.53
43.50,43.09,43.50,43.09
43.09,43.09,43.09,43.09
43.10,43.91,43.91,43.10
43.92,43.92,43.92,43.92
43.92,43.92,43.92,43.92
42.50,43.00,43.02,42.50
43.90,45.51,45.55,43.90
45.55,45.55,45.55,45.55
42.10,45.55,45.55,42.10
46.66,45.45,46.80,45.19
46.53,46.38,46.80,43.03
46.71,47.00,47.00,45.62
46.93,46.93,46.93,46.93
46.92,47.00,47.00,46.52
47.00,48.00,48.50,46.50
47.91,47.06,47.91,46.80
46.77,47.75,48.57,46.77
47.59,48.38,48.69,47.59
48.96,49.80,50.29,48.70
48.00,48.50,49.80,47.03
47.96,49.00,49.66,47.96
48.68,47.76,48.68,47.53
47.65,47.03,47.65,46.32
47.37,46.01,47.37,43.41
46.01,46.01,46.01,46.01
45.66,46.01,46.01,45.63
46.95,48.50,48.50,46.95
48.73,48.50,49.03,46.27
47.77,46.11,48.00,46.00
46.04,46.50,47.71,46.00
46.01,45.35,46.05,44.27
45.44,47.93,48.00,43.01
47.25,46.99,47.93,43.00
45.99,46.00,46.00,44.00
45.56,47.83,47.83,44.50
46.94,46.96,47.22,46.25
47.05,48.43,48.43,46.04
46.54,48.49,48.86,46.54
48.21,48.80,48.80,48.21
48.80,48.80,48.80,48.80
48.00,46.59,48.00,46.59
46.02,45.06,47.60,45.06
45.48,44.44,45.48,44.44
45.25,44.01,45.95,44.01
44.02,44.02,45.25,44.02
44.24,44.22,44.24,43.25
44.09,44.10,46.53,44.05
44.06,44.15,44.15,44.06
43.24,43.50,43.50,43.24
43.72,43.00,43.72,43.00
43.05,41.60,43.05,40.13
41.08,42.03,42.03,41.00
42.03,42.03,42.03,42.03
43.07,44.59,44.60,43.07
44.92,44.58,44.96,44.58
44.87,44.50,44.96,44.50
44.22,43.68,44.22,43.68
43.80,43.78,43.80,43.78
44.89,45.24,45.25,44.67
45.49,45.49,45.49,45.49
42.00,41.46,42.00,41.46
42.01,41.61,42.30,41.61
41.97,43.04,43.81,41.97
43.04,43.04,43.04,43.04
41.52,39.08,41.74,39.02
40.02,40.48,41.01,39.17
40.97,39.50,40.97,39.06
39.60,39.99,40.88,39.60
40.00,40.08,40.73,39.52
40.77,41.00,41.00,40.77
40.16,41.00,41.50,40.16
40.50,41.00,41.00,40.50
40.11,40.50,40.50,40.09
40.55,41.00,41.00,40.50
41.97,41.00,41.97,40.87
41.46,40.98,41.46,40.98
41.68,40.99,41.68,40.96
40.51,40.00,40.51,38.00
40.00,39.89,40.00,39.16
39.98,40.00,40.48,39.98
39.89,40.45,40.45,39.89
40.45,40.45,40.45,40.45
41.00,41.00,41.00,41.00
40.99,40.99,40.99,40.99
40.51,40.92,40.92,40.50
40.50,40.50,41.02,40.50
40.77,43.25,43.25,40.65
43.90,42.82,44.45,42.82
42.18,42.20,42.86,42.18
42.26,43.00,43.83,42.25
43.00,43.00,43.00,43.00
41.74,41.74,41.74,41.74
41.00,42.90,43.80,41.00
42.18,42.80,43.89,42.13
42.29,43.28,43.28,42.29
42.95,43.75,43.75,42.95
43.15,44.00,44.00,43.15
44.15,45.00,45.00,44.15
43.97,44.70,45.00,43.97
44.85,44.35,44.85,44.35
44.35,44.95,47.50,44.35
45.00,44.97,45.00,44.97
45.00,44.43,45.00,44.42
44.90,44.66,45.00,44.66
44.80,44.80,44.80,44.80
44.80,44.80,44.80,44.80
44.80,44.80,44.80,44.80
44.80,44.80,44.80,44.80
42.99,43.89,44.49,42.99
43.85,43.11,43.90,43.11
43.33,43.99,43.99,43.20
43.03,43.03,43.03,43.03
44.00,43.34,44.00,43.34
43.34,43.34,43.34,43.34
43.12,43.10,43.30,43.00
43.01,43.00,43.50,43.00
43.04,43.04,43.04,43.04
43.00,43.00,43.03,43.00
43.00,43.01,43.46,42.61
42.98,43.00,43.00,42.98
42.60,42.44,43.00,42.39
42.95,42.98,43.00,42.42
42.98,42.98,42.98,42.98
42.98,43.00,43.00,42.52
43.00,42.75,43.00,42.75
42.62,42.60,42.65,42.60
43.00,42.34,43.00,42.16
42.34,42.34,42.34,42.34
42.39,42.39,42.39,42.39
42.70,42.81,43.00,42.70
42.76,42.52,42.76,42.15
42.52,42.50,42.52,42.36
42.50,43.00,43.02,42.50
42.99,42.99,42.99,42.99
42.98,42.95,42.98,42.95
42.95,42.95,42.95,42.95
42.80,43.97,43.97,42.80
43.37,43.65,45.78,43.37
43.00,43.20,43.20,42.76
43.00,42.85,43.00,42.85
42.85,42.85,42.85,42.85
43.00,42.20,44.00,41.19
42.49,41.88,42.50,41.88
41.58,42.00,42.50,41.58
41.75,42.00,42.50,41.75
41.80,42.75,42.75,41.77
42.75,42.75,42.75,42.75
41.93,42.31,42.40,41.93
42.95,43.75,43.75,42.78
43.05,43.58,43.58,43.05
43.67,43.64,43.67,43.64
43.64,43.64,44.05,43.64
43.75,43.10,43.75,43.10
43.75,45.15,45.30,43.75
44.80,44.88,45.20,44.75
43.33,44.45,44.45,43.33
44.63,44.02,44.63,44.01
44.02,45.67,45.67,44.02
45.36,44.32,45.66,44.32
44.39,44.25,44.67,42.93
44.02,43.35,45.44,43.35
43.48,43.43,44.24,43.36
43.59,43.06,43.74,43.06
43.05,42.90,43.10,42.90
43.59,43.30,43.59,43.30
44.66,43.50,44.66,43.50
43.01,43.10,43.10,42.74
43.02,43.25,43.25,43.02
43.03,43.24,43.59,43.03
42.96,43.50,43.59,42.96
44.24,44.44,44.44,43.79
45.00,44.22,45.00,44.22
45.00,44.95,45.00,44.44
44.95,44.01,44.95,43.54
44.25,45.24,45.50,44.25
45.24,45.24,45.24,45.24
44.04,44.20,44.20,44.00
43.99,43.99,43.99,43.99
43.50,44.99,44.99,43.50
44.50,44.25,44.50,44.25
43.50,43.54,43.90,43.50
44.00,43.54,44.10,43.54
43.61,44.00,44.00,43.59
43.55,43.20,43.55,43.18
43.88,43.13,43.88,43.03
43.40,43.88,43.88,43.40
43.51,43.50,44.00,43.49
44.00,43.76,44.00,43.52
44.05,43.59,44.05,43.59
43.50,43.30,43.98,43.29
43.51,43.50,43.51,43.50
43.50,43.50,43.50,43.46
43.50,43.75,43.75,43.50
43.99,43.50,43.99,43.50
43.73,44.10,44.10,43.73
43.99,43.70,44.02,43.49
43.53,43.75,44.00,43.30
43.50,43.08,43.50,43.08
43.08,43.00,43.08,42.98
43.87,43.87,43.87,42.70
43.65,43.65,43.65,43.65
42.50,42.70,42.97,42.50
43.04,42.75,43.04,42.75
42.56,43.00,43.50,42.56
42.97,42.98,42.98,42.97
42.94,43.50,44.76,42.94
43.50,43.50,43.50,43.50
43.50,43.50,43.50,43.50
43.50,43.55,43.55,43.50
44.00,43.98,44.00,43.98
44.23,43.30,44.23,43.12
44.20,44.94,45.00,44.20
44.99,44.99,45.01,44.35
44.92,45.00,45.00,43.61
45.00,45.00,45.00,44.50
45.73,44.79,45.73,44.79
45.00,44.50,45.00,44.50
44.19,43.55,44.19,43.55
43.32,44.42,44.42,43.32
43.47,44.84,45.06,43.30
44.96,45.50,45.50,44.96
45.00,44.53,45.00,44.03
44.45,45.00,45.00,44.36
44.60,44.52,44.80,44.52
44.61,45.00,45.00,44.61
44.68,44.50,44.68,44.50
44.65,45.50,45.74,44.65
45.61,44.75,45.61,44.75
44.76,45.90,47.64,44.50
45.75,44.55,45.75,44.53
44.51,44.50,44.60,44.50
44.71,44.25,44.71,44.00
44.00,45.57,45.81,43.67
45.75,45.75,47.35,44.43
45.83,46.48,47.38,45.83
46.84,48.95,49.18,46.84
47.95,48.00,48.47,47.70
48.00,48.55,48.90,47.90
48.00,48.25,49.00,48.00
48.40,48.60,49.25,47.16
48.55,49.50,49.85,48.55
49.70,50.00,50.50,49.54
50.25,50.44,52.00,50.25
50.41,51.52,51.87,49.80
51.71,51.52,53.70,51.00
51.01,54.00,54.00,51.01
53.75,54.00,54.00,53.75
53.06,54.01,54.01,52.65
53.54,54.03,57.49,53.53
54.00,54.22,54.22,52.70
53.89,55.85,56.00,53.89
57.84,57.55,60.39,57.50
58.54,57.15,58.54,57.11
57.97,59.00,59.08,57.97
58.60,56.75,58.60,56.53
56.86,56.85,58.50,56.12
56.56,56.00,56.89,56.00
56.60,56.15,57.00,55.30
57.47,55.07,57.47,52.27
55.25,54.25,55.95,53.11
53.73,54.25,55.95,53.73
55.96,55.96,56.00,55.95
55.30,55.50,55.94,55.00
55.00,55.08,56.70,55.00
55.94,55.67,55.94,55.67
55.01,55.10,55.45,55.01
55.37,54.57,55.37,53.65
55.10,54.40,55.10,54.40
54.62,55.03,56.00,54.62
54.95,54.94,55.35,54.05
55.50,54.29,55.50,54.29
54.97,55.50,55.50,54.31
54.48,54.48,54.48,54.48
54.30,54.29,54.32,54.29
54.30,53.05,54.32,53.05
54.35,54.25,54.35,54.15
53.45,54.35,54.35,53.45
54.52,55.02,55.18,54.51
55.02,55.02,55.02,55.02
55.00,54.75,55.00,54.75
54.75,54.75,54.75,54.75
54.75,54.75,54.75,54.75
55.00,55.63,57.13,55.00
55.83,55.54,55.83,55.50
56.03,55.64,56.03,55.64
56.63,56.63,56.63,56.63
54.00,55.53,55.53,53.78
55.01,54.79,55.01,54.79
54.15,54.09,55.50,53.73
55.50,55.28,55.50,55.00
54.20,54.09,55.28,50.71
53.54,53.81,54.50,53.54
54.21,54.30,54.30,53.82
53.90,53.81,53.90,53.81
53.82,54.11,54.13,53.82
53.99,53.99,53.99,53.99
53.41,52.76,53.50,52.76
53.25,53.25,53.29,53.25
53.25,53.25,53.25,53.25
53.25,53.25,53.25,53.25
53.25,53.25,53.25,53.25
51.93,53.10,53.10,51.93
53.10,53.10,53.10,53.10
51.71,53.99,54.00,51.71
53.99,53.99,53.99,53.99
53.98,55.25,56.00,53.98
55.25,55.47,56.04,55.25
55.01,55.22,55.49,54.51
54.98,54.69,55.00,54.61
54.51,54.10,54.60,53.06
55.00,55.00,55.00,55.00
54.81,54.22,55.00,54.04
54.22,54.22,54.22,54.22
53.00,53.00,54.99,53.00
53.69,53.99,54.92,53.09
53.99,53.99,53.99,53.99
53.99,53.99,53.99,53.99
53.50,53.50,53.50,53.48
53.26,52.97,53.50,52.10
52.07,52.16,52.50,52.07
52.75,52.85,53.10,52.75
52.38,52.15,52.38,52.13
52.66,52.66,52.66,52.66
53.00,52.00,53.00,52.00
51.51,52.23,52.23,51.25
52.20,52.98,52.98,52.20
52.60,53.48,53.50,52.60
53.10,54.22,54.38,52.05
53.50,53.50,53.50,53.50
53.50,53.50,53.50,53.50
52.20,52.20,52.20,52.20
52.35,52.00,52.35,52.00
52.47,53.00,53.00,52.02
52.93,53.72,53.72,52.93
53.66,52.50,53.66,52.00
52.06,52.95,53.18,52.06
52.59,54.28,54.99,52.09
53.94,52.82,53.94,52.78
52.80,51.98,52.80,51.95
52.00,52.00,52.00,51.50
52.25,52.50,52.55,51.70
52.40,52.89,52.97,52.01
52.84,53.00,53.00,52.77
53.03,53.91,53.91,52.03
53.15,53.00,53.15,53.00
53.04,53.00,53.04,53.00
53.00,53.00,53.00,53.00
52.45,53.36,53.36,51.62
52.36,52.87,53.50,52.36
52.56,53.15,53.15,52.56
52.10,52.90,53.70,52.01
52.90,52.90,52.90,52.90
52.90,52.90,52.90,52.90
53.65,52.20,53.65,52.20
52.60,52.32,53.40,52.25
52.32,52.32,52.32,52.32
52.72,52.72,52.72,52.72
53.24,52.26,53.24,52.26
52.50,52.94,52.94,52.26
52.28,52.90,52.90,52.28
52.90,52.30,52.95,52.25
52.36,52.39,52.90,52.35
52.70,52.56,52.95,52.22
52.49,52.49,52.49,52.48
52.48,52.35,52.75,52.35
52.35,52.35,52.35,52.35
52.71,52.36,52.71,52.36
52.25,52.75,52.75,52.25
52.30,52.30,52.30,52.30
52.75,54.00,54.00,52.75
54.00,54.53,55.40,54.00
54.93,55.12,55.12,54.93
55.05,55.00,55.10,54.47
54.96,54.78,54.99,54.45
55.57,54.50,55.57,54.50
54.50,54.97,54.98,54.46
54.52,54.30,54.55,54.30
54.00,55.00,55.02,53.00
54.01,55.50,55.50,54.00
55.13,55.49,55.49,53.46
52.76,55.50,55.50,52.76
55.00,55.29,55.75,55.00
54.72,55.34,55.74,54.72
55.33,55.68,56.49,55.30
56.15,57.45,57.50,56.15
57.24,58.15,59.14,57.24
57.61,57.71,59.57,57.61
58.02,59.30,59.30,58.02
59.97,59.40,59.98,57.81
59.76,59.09,60.10,59.09
59.78,59.22,60.00,59.00
59.65,60.00,61.15,59.65
60.38,60.35,60.53,59.86
60.09,59.50,60.09,59.50
59.53,59.53,59.53,59.53
59.98,59.55,59.98,59.55
59.65,59.93,60.50,59.62
59.64,60.05,60.45,59.64
60.49,59.82,60.49,58.95
60.30,59.80,60.30,58.47
60.39,60.44,60.50,60.39
60.50,60.50,60.50,60.50
60.50,60.50,60.50,58.90
60.07,60.50,60.50,60.07
60.42,60.40,60.50,59.21
60.50,60.50,60.50,60.50
60.44,60.55,60.55,60.40
60.50,62.49,62.51,60.50
58.60,62.00,66.49,58.60
59.51,62.00,64.83,59.33
62.00,62.00,62.00,62.00
62.00,62.00,62.44,62.00
62.00,62.85,62.85,62.00
62.01,61.56,62.85,61.01
62.49,62.46,63.28,62.40
62.51,63.21,63.25,62.45
63.25,61.68,63.25,61.68
62.11,63.05,63.84,60.10
62.99,62.99,62.99,62.99
62.39,62.53,62.89,62.39
62.47,62.49,62.49,62.10
62.49,62.10,62.49,62.10
61.45,61.80,62.67,61.45
61.36,61.74,62.00,60.26
60.07,61.75,61.75,60.07
61.75,61.75,62.00,61.75
61.55,60.48,62.00,60.48
61.54,61.53,61.54,61.48
61.72,61.71,61.72,61.50
61.50,61.88,61.95,61.50
61.24,61.50,61.55,61.24
61.61,61.68,61.95,61.56
61.31,61.50,61.69,58.55
61.70,61.85,61.85,61.65
61.68,62.09,62.09,61.67
62.09,62.09,62.09,62.09
61.76,60.55,61.76,60.40
60.97,60.73,60.99,59.20
60.69,60.06,61.60,60.06
60.60,60.60,60.60,60.60
60.94,61.00,61.00,60.62
61.15,61.15,61.15,61.15
61.47,61.75,61.75,61.47
61.24,61.50,61.54,61.24
61.68,61.53,61.68,61.50
61.53,61.53,61.53,61.53
61.38,61.00,61.50,60.50
60.50,61.00,61.00,60.25
60.57,61.15,61.59,60.57
61.69,61.15,61.69,61.15
60.88,60.70,60.90,59.97
60.51,61.64,61.65,60.51
61.65,61.75,61.80,61.56
61.33,61.50,61.50,61.33
61.50,61.50,61.50,61.50
60.01,61.55,61.99,60.01
61.90,61.85,61.90,61.80
61.43,61.85,61.85,61.43
61.03,61.95,61.95,61.03
62.00,61.10,62.00,61.09
61.78,61.56,61.78,60.97
60.72,61.81,61.93,60.72
61.90,61.96,62.00,61.74
61.89,61.94,62.00,61.80
61.88,61.80,61.88,61.80
61.28,61.60,61.60,61.25
61.68,61.80,61.80,61.68
61.63,61.71,61.71,61.60
61.71,61.71,61.71,61.71
61.48,61.18,61.48,61.05
61.83,61.23,61.83,60.60
61.00,61.00,61.05,61.00
60.95,60.61,60.95,60.61
61.43,61.40,61.43,60.60
61.44,61.44,61.44,61.44
61.44,61.44,61.44,61.44
61.44,61.26,61.44,61.25
62.00,61.95,62.00,61.44
62.00,61.95,62.00,61.95
61.95,62.00,62.00,61.95
62.00,62.00,62.03,62.00
62.00,62.05,62.15,61.92
61.64,64.82,65.00,60.43
63.94,67.00,67.03,62.05
66.72,67.56,74.99,66.06
67.75,67.55,67.77,67.00
67.25,67.60,67.60,67.25
67.24,67.60,67.73,67.24
67.50,67.40,67.70,66.98
67.40,67.40,67.96,67.40
67.72,67.40,67.72,67.40
67.90,67.50,67.98,67.25
67.99,67.99,67.99,67.99
67.99,68.04,70.99,67.94
68.50,68.96,68.96,68.50
72.03,70.01,72.92,68.29
69.50,71.92,71.92,69.50
70.88,71.50,71.50,69.99
71.42,71.00,72.00,71.00
71.00,70.25,71.75,70.20
70.20,69.96,70.25,68.75
