BTI,British American Tobacco  Industries,NASDAQ
64.97,64.21,64.98,63.83
64.54,63.70,64.90,63.70
64.53,64.20,64.80,64.08
64.09,63.59,64.16,63.35
64.09,64.10,64.47,63.56
63.81,64.73,65.08,63.60
63.88,63.36,63.94,62.82
63.56,63.30,64.23,63.14
63.78,63.80,64.12,63.04
64.57,64.61,64.84,64.10
65.65,65.45,66.12,65.05
65.53,66.15,66.36,65.47
66.49,67.14,67.32,66.49
66.72,66.93,67.08,66.50
66.49,67.00,67.08,66.47
68.84,68.85,69.19,68.57
69.07,69.12,69.26,68.70
69.79,70.66,70.67,69.29
70.10,69.00,70.59,68.78
68.65,68.61,68.94,67.80
67.53,68.83,68.90,67.52
68.49,67.54,68.55,67.20
67.90,69.07,69.24,67.79
69.18,70.21,70.28,68.92
70.67,70.68,70.81,70.12
70.68,70.76,70.91,69.89
70.18,69.81,70.34,69.50
69.06,68.81,69.51,68.39
68.44,68.93,69.35,68.36
69.78,69.82,69.97,69.40
70.38,70.75,71.27,70.36
71.24,71.45,71.69,71.17
70.73,70.80,70.84,70.25
70.44,71.25,71.25,70.44
71.69,71.59,71.86,71.54
70.31,71.00,71.18,69.85
69.51,69.27,69.59,69.21
69.33,69.79,69.85,69.33
70.16,70.36,70.60,70.15
70.41,70.88,71.06,70.32
70.93,71.13,71.35,70.66
70.19,69.80,70.19,69.39
69.24,68.03,69.32,67.79
67.34,67.41,67.64,67.00
67.48,67.40,68.05,67.40
67.52,67.66,68.26,67.20
67.14,67.76,67.96,66.95
68.71,68.21,69.07,68.17
69.01,68.90,69.14,68.23
68.92,68.47,69.20,68.36
67.97,67.94,68.42,67.64
70.08,70.55,70.84,69.84
69.89,71.17,71.17,69.89
71.32,71.70,71.70,71.06
70.70,70.90,70.98,70.53
71.59,71.86,72.18,71.59
72.10,72.10,72.50,71.86
72.75,72.77,72.91,72.55
73.28,73.05,73.42,72.88
72.63,73.02,73.39,72.47
72.88,73.61,73.84,72.69
73.48,73.56,73.78,73.10
74.09,73.90,74.35,73.61
74.20,74.99,74.99,74.10
74.98,75.00,75.26,74.37
75.19,74.84,75.47,74.62
74.46,75.10,75.28,74.25
76.25,76.53,77.02,76.23
76.29,76.01,76.50,75.86
74.96,75.60,76.50,74.49
75.22,74.95,75.52,74.91
75.81,74.71,76.00,74.42
75.08,74.73,75.11,74.37
74.60,74.17,74.82,74.09
75.10,75.56,75.73,74.90
75.56,75.01,75.81,74.95
75.58,74.98,75.65,74.58
75.52,75.82,75.95,75.27
76.17,75.75,76.22,75.67
76.55,76.54,76.57,75.93
76.94,77.33,77.55,76.75
77.22,77.59,77.60,77.11
78.04,77.60,78.11,77.30
77.18,78.01,78.39,77.01
76.82,77.06,77.43,76.69
77.48,77.88,78.20,77.39
77.84,77.60,78.12,77.07
76.77,76.50,77.02,76.42
76.90,76.77,77.37,76.39
76.93,77.29,77.50,76.80
76.61,76.28,76.71,75.53
76.62,76.76,76.88,76.16
76.46,76.23,76.67,76.08
76.49,76.68,76.93,76.35
78.48,78.24,78.57,78.03
78.59,78.85,79.00,78.05
79.80,79.27,79.99,78.91
79.31,79.25,79.60,79.00
78.85,79.00,79.24,78.71
79.00,77.86,79.20,77.58
78.10,78.10,78.18,77.35
77.92,77.87,77.93,77.29
77.64,77.35,78.09,76.26
77.45,77.09,77.71,76.80
76.41,75.66,76.59,75.27
75.29,75.25,75.62,75.18
76.49,77.14,77.50,76.43
76.87,77.76,77.76,76.42
76.98,76.88,77.31,76.34
76.06,75.51,76.12,75.08
75.49,75.73,75.80,75.17
74.98,74.87,75.36,74.70
73.45,73.29,73.56,72.54
72.80,72.90,73.46,72.68
73.66,73.93,74.03,73.08
73.04,73.97,74.24,73.01
74.26,74.69,74.81,74.20
74.61,74.22,74.62,73.90
75.04,74.61,75.08,74.46
74.93,74.87,75.34,74.64
74.88,74.72,74.96,74.37
75.20,75.39,75.41,74.82
75.67,75.44,75.80,75.25
75.19,75.90,76.04,75.03
75.15,75.09,75.67,74.86
75.62,75.77,75.87,75.44
76.02,76.09,76.20,75.77
76.41,76.68,76.70,75.92
76.92,76.69,77.05,76.49
77.00,77.29,77.29,76.92
77.35,77.50,77.83,77.30
78.01,77.14,78.02,76.77
77.48,77.00,77.82,76.86
77.39,77.25,77.68,77.13
77.23,77.10,77.30,76.71
76.82,77.70,77.90,76.75
77.61,77.15,77.97,76.79
78.06,77.52,78.11,77.36
76.81,77.33,77.36,76.58
77.19,76.95,78.00,76.58
75.76,75.20,75.90,75.05
75.30,75.66,75.70,75.06
76.29,75.74,76.37,75.55
75.72,76.23,76.23,75.38
74.54,73.45,74.58,73.38
74.03,75.09,75.15,73.93
75.70,75.55,76.04,75.30
75.65,74.71,75.72,74.44
72.93,73.40,73.50,72.59
73.12,73.28,73.28,72.91
74.76,75.79,76.37,74.65
74.55,75.10,75.10,74.29
75.66,75.56,76.02,75.30
75.65,75.65,75.97,75.32
73.85,73.40,74.21,72.94
72.75,74.12,74.13,72.75
74.39,75.25,75.49,74.36
76.03,76.15,76.38,75.82
77.06,77.43,77.43,76.75
77.29,77.18,77.43,76.84
78.20,78.77,78.89,78.19
78.20,78.25,78.57,77.92
77.70,77.96,78.22,77.56
77.42,77.80,77.85,76.96
76.79,77.99,78.14,76.73
77.80,77.52,78.19,77.38
78.19,78.18,78.50,77.85
78.02,78.15,78.33,77.78
78.64,79.40,79.40,78.61
80.06,80.43,80.58,79.98
78.88,78.89,79.81,78.64
79.66,79.03,79.77,78.55
77.86,78.15,78.50,77.55
79.61,80.25,80.43,79.29
81.04,81.13,81.35,80.62
81.21,80.87,81.35,80.58
80.73,80.70,81.53,80.56
81.95,82.04,82.28,81.80
81.86,81.74,82.03,81.07
81.67,81.10,81.84,80.67
81.20,81.92,81.97,80.79
79.36,79.93,80.20,79.16
78.34,78.40,78.72,77.95
77.48,77.99,78.40,77.32
76.89,77.69,77.71,76.89
74.70,76.13,76.14,74.50
75.39,73.79,75.50,73.48
74.45,75.70,75.82,74.18
76.38,76.35,76.80,76.04
77.11,77.29,77.34,76.85
77.09,77.74,77.92,77.09
76.93,78.77,78.77,76.75
77.92,78.58,78.75,77.73
78.15,78.15,78.63,78.00
78.12,78.01,78.22,77.74
79.44,79.56,79.60,78.73
80.61,81.69,81.70,80.61
81.71,80.99,82.00,80.96
81.51,82.03,82.43,81.14
82.85,82.60,82.88,82.21
83.49,83.60,83.80,83.23
83.67,83.61,83.93,83.20
82.35,82.29,82.54,81.92
82.80,82.80,82.88,82.27
82.30,81.99,82.55,81.88
82.34,82.00,82.51,81.74
83.30,83.10,83.30,82.64
83.23,83.72,84.00,83.09
84.27,84.34,84.53,83.97
83.30,82.99,83.30,82.14
84.07,84.41,84.47,83.72
85.90,85.56,86.10,85.36
85.88,85.83,86.43,85.52
86.13,86.41,86.49,85.80
86.92,87.15,87.53,86.82
87.54,88.25,88.40,87.30
87.18,87.95,87.96,87.12
88.17,88.20,88.74,87.70
88.54,88.13,88.71,87.95
87.47,87.97,88.70,87.37
88.13,87.96,88.34,87.61
88.64,87.79,88.85,87.70
88.54,87.79,88.89,87.36
87.46,87.94,87.96,87.01
88.75,89.32,89.33,88.54
89.63,88.92,89.70,88.43
88.05,88.82,88.98,87.83
87.96,87.99,88.16,87.54
87.11,87.45,87.76,86.99
87.01,87.19,87.63,86.63
86.98,87.56,87.75,86.81
88.73,89.22,89.36,88.36
89.30,89.47,89.96,88.83
88.29,88.35,88.57,87.85
88.26,88.45,88.71,88.07
87.57,88.04,88.19,87.47
88.83,89.85,90.00,88.66
89.85,90.08,90.25,89.71
90.24,90.35,90.51,89.76
90.44,89.86,90.60,89.50
89.73,89.34,89.95,89.00
88.76,90.00,90.18,88.74
90.27,89.65,90.64,89.59
90.60,89.93,90.64,89.89
89.21,88.99,89.40,88.71
89.24,89.88,90.10,89.09
89.24,88.48,89.34,88.14
88.49,88.43,88.72,87.92
87.61,88.30,88.41,87.47
86.75,85.90,87.18,85.76
84.69,85.27,85.64,84.52
85.77,86.10,86.29,85.35
86.06,86.41,86.49,85.83
86.62,87.29,87.63,86.44
86.79,86.73,87.48,86.64
85.04,85.59,85.74,84.66
85.02,85.04,85.24,84.37
85.66,86.01,86.34,85.66
86.28,86.28,86.80,86.00
86.32,86.57,86.82,85.85
86.74,88.00,89.22,86.71
88.15,88.79,88.85,88.07
91.07,90.59,91.41,90.27
89.80,90.01,90.13,89.24
90.43,90.61,90.88,90.28
91.65,91.79,92.09,91.14
91.29,90.59,91.39,90.18
89.74,89.74,90.32,89.59
89.36,89.90,90.36,89.10
90.08,89.66,90.55,89.34
90.16,90.88,90.91,90.08
89.83,89.74,90.10,88.96
88.72,89.20,89.72,88.71
89.18,89.81,89.81,88.67
90.25,92.30,92.30,90.05
92.17,93.21,93.40,91.70
93.20,92.91,93.33,92.82
94.47,94.28,94.52,93.48
95.18,93.63,95.35,93.63
93.27,93.66,94.02,93.05
92.48,91.42,93.88,91.42
93.96,93.20,93.96,91.68
92.59,92.86,93.46,92.58
93.16,93.26,93.26,91.78
91.86,88.82,92.11,88.72
88.59,89.94,90.09,86.70
87.03,83.31,87.10,83.00
85.06,88.03,88.65,83.82
85.21,83.98,85.96,83.59
83.02,86.81,87.35,82.95
88.23,89.20,89.60,87.59
89.84,90.62,90.62,89.25
90.78,92.43,92.43,90.63
90.82,91.02,91.39,90.25
89.03,88.73,89.28,87.25
86.67,87.42,89.19,86.67
90.30,89.20,90.30,88.63
89.58,91.49,91.49,89.07
89.10,90.00,90.61,88.82
88.22,87.19,88.64,86.49
86.53,88.50,89.01,85.88
89.72,90.40,90.58,89.36
88.71,89.52,89.63,88.27
88.56,89.61,89.97,88.39
90.14,90.07,90.90,89.67
89.48,90.23,90.43,89.42
87.59,88.58,88.88,87.23
88.33,89.37,89.37,88.06
88.63,88.58,89.40,88.18
88.17,86.73,88.25,86.43
85.22,86.30,86.39,84.69
86.09,86.43,86.86,85.55
87.32,87.53,88.20,86.16
87.94,87.97,88.22,87.12
88.41,88.89,89.16,87.95
86.66,87.48,87.85,86.42
88.13,88.90,89.77,87.87
88.46,86.00,88.51,86.00
82.99,83.40,83.64,82.27
82.96,84.21,84.32,82.93
85.39,85.15,85.45,84.02
87.37,87.10,88.21,86.86
88.57,86.30,89.00,86.23
86.91,86.23,87.64,85.16
85.23,84.73,86.11,84.73
84.62,85.05,86.11,84.45
83.57,85.73,85.84,82.61
85.43,86.07,86.29,84.67
85.53,87.59,87.74,85.15
88.21,88.00,88.55,87.28
88.72,89.01,89.51,88.61
88.47,87.93,88.65,87.84
86.71,86.44,87.60,86.44
87.78,89.25,89.45,87.55
89.30,88.81,89.45,88.45
88.86,88.35,88.97,88.04
87.33,88.33,89.00,86.58
88.92,87.93,89.03,87.87
87.82,88.64,89.14,87.36
90.74,92.01,92.33,90.63
90.91,91.36,91.84,90.83
91.89,91.45,92.32,90.73
92.77,93.41,93.61,91.81
93.47,92.66,99.75,92.63
94.83,95.04,95.53,94.64
94.40,92.25,94.73,92.19
90.74,91.25,92.31,90.43
91.30,90.97,91.62,90.43
92.49,92.91,93.40,91.92
93.51,93.86,94.50,92.75
93.38,93.97,94.18,93.00
95.25,95.65,96.00,94.61
93.33,92.40,93.43,91.73
93.55,92.58,93.71,92.03
93.68,94.30,94.44,93.68
92.25,92.30,92.47,91.58
92.98,94.03,94.27,92.90
93.15,92.92,93.99,92.81
92.64,91.99,93.27,91.31
91.53,91.72,92.00,91.05
89.55,89.92,89.96,88.90
89.64,89.61,90.13,89.31
88.02,87.60,88.25,87.14
87.16,87.20,88.40,87.16
88.73,89.19,89.30,88.56
89.47,90.48,90.79,89.30
92.28,93.15,93.28,92.10
93.62,92.58,94.43,92.58
93.05,91.79,93.36,91.79
92.51,91.86,92.52,91.56
92.14,92.72,92.99,91.94
92.80,94.12,94.82,92.37
94.74,94.03,95.19,93.86
94.03,94.21,94.43,93.52
94.45,93.53,94.58,93.28
94.10,93.02,94.93,93.02
94.44,93.53,94.86,92.89
93.06,93.19,93.66,92.89
93.01,92.02,93.11,91.43
92.12,91.74,93.03,91.74
92.10,93.08,93.20,92.04
92.46,92.92,93.28,92.19
93.10,93.23,93.63,92.59
93.84,94.08,94.50,93.47
94.38,94.63,94.80,94.24
95.54,94.80,95.56,94.62
94.54,94.70,94.99,93.87
94.58,94.88,95.10,94.50
95.18,95.90,96.64,95.16
95.60,95.40,95.93,94.90
94.19,94.33,94.33,93.54
94.56,93.53,94.56,93.20
93.30,93.28,93.52,92.92
93.86,93.73,94.34,93.55
91.59,91.17,91.90,91.00
91.87,91.88,92.15,91.35
90.48,91.36,91.37,90.00
91.65,91.04,91.69,91.04
91.11,91.13,91.79,90.97
89.78,89.84,90.09,89.25
91.03,91.20,91.33,90.80
91.36,91.66,92.00,91.19
92.23,92.00,92.42,91.85
91.55,92.51,92.58,91.25
93.34,93.20,93.53,92.59
93.20,92.58,93.57,92.42
92.31,92.90,92.92,92.13
92.82,92.21,92.94,91.82
94.42,94.35,95.09,94.27
94.46,94.16,94.66,94.15
95.71,96.07,96.19,95.39
96.60,96.75,96.96,96.34
98.20,97.96,98.54,97.68
98.18,97.51,98.51,97.35
98.12,98.33,98.56,97.65
98.71,98.35,98.78,97.79
98.69,98.90,98.99,98.25
98.78,99.10,99.17,98.40
98.53,98.48,99.00,98.29
98.96,99.75,99.93,98.62
98.57,99.14,99.39,98.34
98.85,98.65,99.05,98.19
97.68,98.70,98.78,97.52
97.41,98.72,99.06,97.24
99.19,99.89,100.09,99.14
99.76,100.16,100.51,99.63
100.67,100.94,101.31,100.40
101.97,101.28,102.38,100.94
102.38,102.88,103.08,102.19
102.21,101.88,102.32,101.56
102.59,102.09,102.59,101.69
101.07,100.42,101.34,100.11
98.07,98.62,98.73,97.75
99.43,99.97,100.48,99.42
100.46,100.13,100.57,100.03
99.96,100.52,101.14,99.81
101.60,101.83,102.42,101.31
101.92,101.49,102.05,101.07
101.76,101.65,101.86,101.29
102.68,102.20,102.87,102.00
102.53,102.37,103.03,102.37
101.57,101.43,101.83,101.15
101.80,102.17,102.70,101.75
101.41,101.74,101.92,101.25
100.49,101.45,101.66,100.14
102.71,103.06,103.27,102.69
102.75,102.31,102.75,102.10
101.89,100.92,101.94,100.63
101.36,101.49,101.74,101.20
101.47,101.22,101.67,100.87
102.41,104.03,104.24,102.12
103.85,103.23,104.22,103.13
102.10,101.41,102.21,100.82
100.55,101.14,101.17,100.25
101.21,101.07,101.43,100.66
100.92,99.28,100.95,98.88
99.51,99.87,100.09,99.40
100.01,101.02,101.37,99.83
99.83,99.75,100.24,99.25
99.97,100.07,100.34,99.50
100.42,100.77,101.16,100.16
101.96,102.56,102.86,101.65
103.59,103.41,103.94,102.90
104.36,104.26,104.75,103.93
103.81,103.72,103.81,102.96
102.30,102.03,102.44,101.54
101.13,102.20,102.56,100.91
101.85,103.36,103.36,101.72
103.05,103.48,104.16,102.80
102.57,102.92,103.00,101.89
103.51,103.65,104.03,103.42
103.35,103.76,103.94,103.18
104.67,104.48,104.86,104.29
103.75,103.15,103.90,102.80
101.74,103.36,103.80,101.74
101.74,101.26,101.88,100.38
99.59,100.41,100.91,99.11
99.94,100.21,100.41,99.73
99.16,100.51,101.09,99.04
99.73,99.73,100.42,99.24
99.33,99.62,100.24,99.20
98.06,97.77,98.41,97.59
96.93,96.67,97.42,96.48
95.65,95.69,96.09,95.16
96.12,96.47,96.60,95.43
95.48,96.13,96.62,95.33
94.56,94.93,94.93,93.80
95.14,95.64,96.01,94.88
94.98,95.46,95.79,94.96
95.38,95.35,95.43,94.90
93.44,93.24,93.81,93.24
94.51,94.08,94.79,93.55
94.06,93.07,94.50,92.88
94.03,93.75,94.30,93.30
94.14,94.45,94.84,93.69
94.25,95.39,95.51,94.25
96.94,95.98,96.95,95.88
95.91,96.52,96.70,95.61
96.83,96.31,96.92,96.15
97.66,98.65,98.80,96.99
98.64,98.55,99.25,97.93
97.92,97.98,98.20,97.52
96.98,97.93,97.99,96.87
97.91,98.35,98.76,97.73
99.76,100.43,100.84,99.63
100.78,100.66,101.62,100.42
101.39,99.60,101.58,99.60
100.23,100.10,100.29,99.60
99.83,98.94,99.86,98.85
99.12,99.71,100.16,99.06
100.03,100.32,100.81,99.88
99.48,100.05,100.05,98.60
102.70,102.12,103.26,101.63
102.65,104.09,104.17,102.42
104.16,105.14,105.15,104.07
104.23,104.12,104.40,103.85
103.74,104.35,104.38,103.73
104.45,104.38,104.61,103.73
105.53,104.93,105.66,104.48
104.51,104.21,104.57,103.94
103.30,103.60,103.79,102.94
104.06,105.33,105.60,104.06
105.49,105.36,105.81,105.02
105.01,105.58,105.62,104.57
105.73,106.34,106.79,105.48
107.00,107.21,107.74,106.85
106.00,105.35,106.01,105.15
102.91,103.16,103.27,102.34
102.77,102.41,103.00,101.44
102.11,101.51,102.42,101.37
105.13,104.81,105.37,104.46
105.35,105.60,106.22,104.95
106.23,106.65,106.81,106.17
107.25,106.01,107.37,105.93
106.88,106.97,107.87,106.75
107.18,108.14,108.19,106.75
108.29,109.28,109.73,108.22
108.71,108.91,109.10,108.52
109.07,108.52,109.29,108.10
107.85,108.00,108.32,107.60
108.27,108.32,108.49,107.94
107.63,108.97,109.18,107.38
108.02,108.45,108.46,107.65
108.24,108.30,108.67,107.80
105.94,106.08,106.44,105.90
105.33,105.75,106.12,105.20
104.24,105.00,105.00,104.11
105.00,104.57,105.00,104.39
105.90,105.01,106.06,104.88
104.36,103.61,104.52,103.22
104.89,104.52,105.51,104.52
103.88,103.97,104.74,103.70
104.55,103.88,104.55,103.87
104.10,104.89,105.01,103.99
104.39,104.17,104.64,104.17
105.39,104.75,105.95,104.75
106.11,104.74,106.25,104.59
104.22,104.18,104.50,103.48
102.63,102.17,102.66,101.92
102.72,103.18,103.67,102.54
101.31,101.42,101.83,101.21
100.10,99.91,100.44,99.67
101.74,101.81,102.44,101.35
101.20,100.58,101.20,100.30
101.06,102.86,103.36,100.99
102.70,102.27,103.13,102.14
102.27,102.11,102.85,101.91
104.54,104.81,105.75,104.39
105.02,104.90,105.48,104.86
104.71,104.90,105.00,104.30
104.21,104.80,105.02,104.10
103.87,104.11,104.37,103.33
104.04,103.43,104.43,103.22
103.93,103.78,104.07,103.38
104.00,104.10,104.49,103.63
103.56,102.64,103.68,102.19
103.87,103.40,104.68,103.22
104.66,104.74,105.09,104.22
104.86,105.15,105.42,104.65
106.53,106.79,106.87,106.15
107.35,106.42,107.81,106.28
104.67,105.22,105.58,104.50
103.04,102.80,103.17,102.37
103.17,102.37,103.17,102.08
102.58,102.81,103.17,102.58
103.57,103.16,104.13,103.00
104.18,104.24,104.30,103.41
104.19,104.55,104.68,104.09
104.32,104.27,104.80,104.10
103.47,102.77,103.79,102.61
102.88,101.91,102.93,101.62
103.24,102.91,103.49,102.55
101.41,101.12,101.42,100.56
100.90,101.16,101.27,100.67
101.86,101.55,102.24,101.35
101.10,100.74,101.17,100.42
100.00,99.36,100.12,98.80
99.07,98.93,99.29,98.82
99.38,98.67,99.70,98.47
100.08,99.88,100.12,99.51
100.86,100.93,101.14,100.34
101.31,100.26,101.36,100.08
101.85,100.93,102.30,100.89
101.90,101.71,102.12,101.40
102.48,101.95,102.50,101.67
101.74,101.90,102.25,101.38
101.64,100.01,101.84,99.75
99.56,99.52,100.04,99.11
99.86,100.10,100.11,99.13
100.60,102.21,102.23,100.59
101.58,102.23,102.23,101.31
102.59,102.34,102.59,101.77
103.46,103.68,103.70,103.21
103.84,104.30,104.37,103.75
105.00,104.83,105.33,104.60
105.03,105.08,105.23,104.09
105.08,105.20,105.54,104.75
104.63,105.43,105.43,104.56
105.43,105.65,106.11,105.27
106.90,106.95,107.21,106.63
105.57,105.34,105.88,104.96
105.28,104.63,105.33,103.87
104.76,105.01,105.09,104.43
105.20,104.82,105.72,104.81
105.04,104.21,105.09,104.04
104.63,104.57,105.29,104.49
104.53,104.20,104.80,104.09
105.35,104.89,105.43,104.65
103.54,103.66,103.92,103.25
104.25,103.34,104.33,102.88
101.87,100.63,102.00,100.56
101.45,101.53,101.65,101.06
101.40,101.22,101.72,100.80
100.08,100.61,100.86,99.49
99.66,100.27,100.98,99.66
101.10,100.98,101.36,100.19
100.53,100.06,100.80,100.06
101.00,101.25,101.70,100.71
101.27,101.37,101.51,100.39
101.19,100.85,101.28,100.62
101.86,102.14,102.35,101.49
103.23,102.77,103.27,102.40
102.36,102.46,102.62,102.08
102.37,101.94,102.56,101.69
102.24,102.92,102.98,102.01
101.88,101.91,102.04,101.30
101.27,101.47,101.51,100.93
101.57,101.77,102.02,101.50
101.81,101.30,102.06,101.30
101.20,101.35,101.56,100.59
101.57,101.22,101.57,100.70
102.03,102.34,102.60,101.86
101.61,101.58,101.88,101.20
102.22,102.78,103.08,102.22
102.72,103.28,103.28,102.37
102.74,102.69,102.81,102.28
103.43,104.03,104.24,103.28
103.14,103.48,103.80,102.91
103.81,103.90,104.65,103.61
105.08,104.61,105.38,104.32
103.86,103.50,103.90,103.23
103.90,103.22,103.90,102.86
103.22,102.98,103.22,102.47
102.42,102.30,102.58,101.80
102.82,103.88,104.21,102.82
104.14,103.37,104.17,102.99
103.70,103.72,104.03,103.58
104.09,104.30,104.62,103.92
104.24,103.90,104.29,103.68
103.96,104.04,104.32,103.55
104.08,104.82,104.86,104.04
106.00,105.93,106.57,105.83
104.85,105.44,105.49,104.27
105.79,105.98,105.98,105.08
104.02,103.28,104.25,102.96
104.28,103.71,104.88,103.58
103.60,104.36,104.56,103.18
103.87,104.28,105.02,103.70
105.07,105.31,105.72,104.21
107.23,107.68,107.97,107.03
108.21,107.79,108.51,107.57
106.69,106.42,106.73,105.88
106.07,106.24,106.27,105.82
106.95,106.77,106.95,106.27
107.62,108.29,108.38,107.56
107.60,107.66,108.05,107.31
104.77,104.61,104.84,104.30
104.53,104.76,105.09,103.80
105.42,105.77,105.97,104.94
105.54,104.99,105.59,104.83
105.71,105.87,106.27,105.51
107.09,106.37,107.34,106.13
105.12,105.66,106.08,105.08
106.20,106.36,107.14,106.17
106.85,106.70,106.92,106.29
106.24,106.57,106.57,105.90
105.72,106.32,106.51,105.54
107.36,107.05,108.08,107.04
106.97,107.21,107.42,106.95
108.83,108.42,109.00,108.29
108.67,107.93,108.90,107.65
107.43,108.33,108.55,107.34
107.26,108.03,108.13,107.04
108.59,108.64,108.73,108.20
108.45,108.66,108.83,107.88
109.00,109.53,110.04,108.72
110.76,110.72,111.13,110.51
110.79,110.97,111.12,110.25
110.09,109.53,110.39,109.42
109.35,109.28,109.35,108.26
108.72,108.42,108.72,107.92
106.92,106.59,107.04,106.10
107.03,107.73,107.90,107.02
107.06,107.37,107.51,106.58
108.55,108.64,108.99,107.96
108.13,108.59,108.68,108.13
112.12,110.65,112.20,110.48
111.10,111.33,111.62,111.10
111.46,111.84,112.01,111.28
111.10,111.02,111.34,110.59
112.26,112.02,112.80,111.81
112.37,112.99,113.06,112.22
113.19,113.37,113.60,112.90
113.75,113.12,113.97,112.71
113.06,112.92,113.21,112.27
113.80,114.68,114.92,113.80
114.64,113.86,114.79,113.57
114.72,114.60,114.85,114.05
115.07,114.87,115.17,114.47
114.31,114.27,114.59,114.07
114.20,114.74,114.86,114.16
114.51,114.42,115.21,114.16
114.03,114.64,114.71,113.95
114.44,114.88,115.16,114.17
113.58,114.21,114.31,113.48
112.96,112.31,113.97,112.31
112.12,112.83,112.84,111.34
111.61,112.81,112.81,111.55
114.86,113.97,114.94,113.73
111.81,111.94,112.14,110.52
110.42,111.58,111.90,110.23
110.89,109.77,110.98,109.74
110.49,111.03,111.34,109.66
111.50,111.18,111.72,110.93
110.40,109.58,110.40,109.58
109.46,109.91,109.91,108.83
108.51,110.12,110.13,108.45
110.02,109.91,110.07,109.53
108.53,109.60,109.84,108.49
110.91,109.77,110.99,109.62
108.87,110.05,110.20,108.87
108.17,109.05,109.42,108.17
109.81,109.54,110.50,109.02
108.71,109.31,109.56,108.71
109.50,107.56,109.96,107.51
104.76,103.52,105.01,103.30
