BTI,British American Tobacco  Industries,NASDAQ
109.34,110.37,110.61,109.15
109.61,109.57,110.05,109.36
111.32,111.00,111.46,110.39
110.05,110.66,111.10,110.04
111.93,112.45,113.26,111.46
113.81,111.81,114.21,111.76
111.91,112.04,112.34,111.62
112.77,112.51,113.05,111.98
112.07,112.85,113.26,111.94
112.62,112.61,112.71,112.12
112.62,112.46,113.24,112.32
112.23,112.03,112.37,111.71
111.53,112.20,112.43,111.48
112.78,112.62,112.89,111.93
111.07,111.37,111.92,111.06
111.82,112.37,112.56,111.79
113.43,112.67,113.85,112.58
113.15,112.99,113.36,112.58
113.02,112.74,113.15,111.76
113.35,112.86,114.15,112.86
112.75,112.55,113.06,112.32
113.55,113.71,113.99,112.99
113.25,113.43,113.70,112.88
114.17,114.43,115.08,113.77
115.38,114.91,115.87,114.77
114.40,115.21,115.42,114.24
