SGRP,SPAR Group,NASDAQ
0.86,0.86,0.86,0.84
0.86,0.86,0.86,0.86
0.86,0.86,0.86,0.86
0.86,0.86,0.86,0.86
0.72,0.78,0.80,0.69
0.78,0.78,0.78,0.78
0.69,0.73,0.86,0.68
0.73,0.73,0.73,0.73
0.73,0.73,0.73,0.73
0.75,0.85,0.85,0.75
0.81,0.81,0.81,0.81
0.81,0.90,0.90,0.81
0.92,0.92,0.92,0.92
0.92,0.92,0.92,0.92
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.88,0.88,0.88,0.88
0.42,0.80,0.94,0.42
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.94,0.94,0.94,0.94
1.00,1.00,1.00,1.00
1.00,1.05,1.05,1.00
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.03,1.05,1.05,1.03
1.04,1.02,1.04,1.02
1.03,1.02,1.03,1.02
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
0.83,0.83,0.83,0.83
0.83,0.99,0.99,0.83
0.99,0.99,0.99,0.99
1.04,1.00,1.04,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.01,1.01,1.00
1.01,1.01,1.01,1.01
1.00,1.08,1.08,1.00
1.05,1.05,1.05,1.05
1.06,1.02,1.08,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.07,1.07,1.07,1.07
1.08,1.08,1.08,1.08
1.03,1.08,1.08,1.03
1.08,1.08,1.08,1.08
1.03,1.00,1.09,1.00
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.97,1.00,1.00,0.94
1.00,1.00,1.00,1.00
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
1.01,0.95,1.01,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.05,1.00,1.05,0.95
1.00,1.05,1.05,1.00
1.05,1.05,1.05,1.05
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.04,1.01,1.07,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.01,1.01,1.01,1.01
1.05,1.05,1.05,1.05
1.05,1.07,1.07,1.02
1.09,1.10,1.10,1.08
1.10,1.05,1.10,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.00,0.95,1.00,0.95
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.05,1.00,1.05,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.10,1.00,1.10,1.00
1.00,1.00,1.00,1.00
1.00,0.95,1.00,0.95
0.94,0.92,0.94,0.90
0.92,0.92,0.92,0.92
0.84,0.97,0.97,0.84
0.97,0.97,0.97,0.97
0.98,0.97,0.98,0.97
0.97,0.97,0.97,0.97
0.98,0.97,0.98,0.97
0.97,0.97,0.97,0.97
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
0.97,0.90,0.98,0.90
0.90,0.90,0.90,0.90
0.89,0.95,0.95,0.89
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.85,0.85,0.85,0.85
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.80,0.83,1.00,0.80
0.95,0.95,0.95,0.95
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.93,0.93
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
1.05,1.04,1.05,1.04
0.99,0.99,0.99,0.99
1.06,1.06,1.06,1.06
0.95,1.02,1.02,0.95
1.02,1.02,1.02,1.02
0.97,0.95,0.97,0.95
1.02,1.00,1.05,0.95
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
0.95,0.95,0.95,0.95
1.06,1.06,1.06,1.06
1.04,1.06,1.06,1.04
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
0.88,0.88,0.88,0.88
0.97,1.00,1.00,0.93
1.00,1.06,1.06,1.00
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.05,1.05,1.05,1.05
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.04,1.00,1.04,1.00
1.00,1.00,1.00,1.00
1.01,1.20,1.20,1.01
1.20,1.50,1.55,1.16
1.60,1.45,1.60,1.30
1.45,1.45,1.50,1.40
1.45,1.96,2.14,1.45
2.00,1.96,2.30,1.85
1.87,2.34,2.38,1.85
2.35,1.95,2.35,1.94
2.18,1.80,2.18,1.79
1.80,1.80,1.80,1.61
1.95,1.56,1.95,1.16
1.73,1.60,1.73,1.51
1.60,1.65,1.81,1.60
1.55,1.70,1.90,1.51
1.68,1.90,1.90,1.68
1.84,1.85,1.90,1.84
1.85,1.80,1.85,1.80
1.80,1.80,1.80,1.75
1.77,1.87,1.95,1.75
1.88,1.80,1.99,1.76
1.78,1.76,1.89,1.72
1.79,1.73,1.88,1.73
1.71,1.79,1.79,1.70
1.88,1.75,1.88,1.75
1.87,1.86,1.87,1.79
1.79,1.75,1.79,1.74
1.78,1.88,1.90,1.78
1.70,1.81,1.90,1.70
1.78,1.75,1.78,1.57
1.72,1.59,1.78,1.54
1.64,1.80,1.80,1.64
1.53,1.52,1.53,1.52
1.54,1.71,1.71,1.54
1.72,1.79,1.79,1.69
1.75,1.70,1.77,1.59
1.69,1.67,1.69,1.60
1.65,1.61,1.88,1.60
1.85,1.71,1.89,1.63
1.63,1.67,1.82,1.63
1.77,1.77,1.81,1.68
1.75,1.75,1.79,1.75
1.70,1.70,1.70,1.70
1.74,1.71,1.74,1.71
1.72,1.80,1.80,1.65
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.80,1.66,1.80,1.66
1.68,1.70,1.70,1.60
1.73,1.60,1.73,1.56
1.60,1.65,1.73,1.60
1.60,1.58,1.75,1.53
1.51,1.57,1.57,1.51
1.58,1.46,1.58,1.46
1.46,1.64,1.64,1.37
1.64,1.40,1.64,1.25
1.56,1.40,1.56,1.40
1.35,1.31,1.35,1.25
1.22,1.31,1.32,1.22
1.35,1.35,1.35,1.31
1.35,1.31,1.35,1.31
1.33,1.47,1.47,1.21
1.47,1.32,1.47,1.27
1.35,1.27,1.50,1.22
1.28,1.27,1.43,1.27
1.43,1.57,1.82,1.42
1.62,1.68,1.81,1.52
1.71,1.52,1.79,1.51
1.52,1.37,1.56,1.37
1.37,1.29,1.38,1.28
1.28,1.28,1.36,1.21
1.26,1.27,1.39,1.18
1.33,1.21,1.49,1.20
1.22,1.40,1.40,1.22
1.35,1.34,1.44,1.29
1.31,1.43,1.44,1.24
1.46,1.25,1.46,1.25
1.25,1.15,1.25,1.11
1.16,1.20,1.24,1.16
1.22,1.22,1.22,1.22
1.22,1.15,1.22,1.15
1.16,1.12,1.21,1.06
1.14,1.10,1.14,1.10
1.06,1.14,1.14,1.05
1.12,1.13,1.13,1.12
1.11,1.12,1.12,1.06
1.07,1.07,1.07,1.01
1.07,1.30,1.34,1.07
1.35,1.45,1.58,1.35
1.45,1.43,1.47,1.37
1.38,1.38,1.38,1.38
1.39,1.39,1.41,1.30
1.41,1.53,1.55,1.38
1.51,1.44,1.51,1.42
1.46,1.52,1.52,1.46
1.40,1.42,1.46,1.40
1.45,1.48,1.48,1.43
1.47,1.47,1.50,1.40
1.40,1.41,1.44,1.40
1.49,1.46,1.50,1.46
1.50,1.48,1.50,1.48
1.50,1.50,1.50,1.50
1.48,1.42,1.50,1.40
1.42,1.42,1.42,1.42
1.40,1.44,1.44,1.40
1.44,1.41,1.44,1.40
1.41,1.41,1.41,1.40
1.40,1.47,1.50,1.40
1.47,1.40,1.47,1.40
1.43,1.23,1.43,1.21
1.19,1.43,1.43,1.19
1.06,1.07,1.47,0.87
1.02,1.20,1.40,1.02
1.20,1.22,1.38,1.20
1.22,1.22,1.22,1.22
1.21,1.21,1.21,1.21
1.19,1.14,1.20,1.09
1.19,1.11,1.20,1.11
1.04,1.19,1.19,1.04
1.19,1.18,1.20,1.09
1.08,1.18,1.20,1.08
1.09,1.20,1.20,1.07
1.21,1.21,1.21,1.21
1.24,1.38,1.47,1.22
1.38,1.26,1.38,1.23
1.22,1.25,1.25,1.16
1.27,1.27,1.27,1.27
1.28,1.38,1.38,1.28
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.38,1.38,1.38,1.38
1.37,1.22,1.38,1.17
1.17,1.22,1.22,1.02
1.15,1.10,1.15,1.10
1.10,1.15,1.15,1.10
1.04,1.14,1.17,1.04
1.14,1.14,1.14,1.14
1.14,1.14,1.14,1.14
1.07,1.08,1.08,1.05
1.07,1.05,1.07,1.05
1.05,1.05,1.05,1.05
1.05,1.09,1.09,1.05
1.09,1.09,1.09,1.09
1.08,1.06,1.08,1.05
1.08,1.10,1.10,1.01
1.10,1.18,1.19,1.10
1.14,1.14,1.14,1.14
1.16,1.15,1.17,1.15
1.17,1.17,1.17,1.15
1.11,1.20,1.34,1.01
1.20,1.12,1.20,1.12
1.16,1.13,1.16,1.13
1.13,1.13,1.13,1.13
1.15,1.17,1.17,1.13
1.17,1.10,1.17,1.10
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.12,1.25,1.25,1.12
1.20,1.20,1.20,1.19
1.16,1.06,1.21,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.15,1.05,1.20,1.05
1.05,1.06,1.06,1.05
1.05,1.10,1.10,1.05
1.10,1.10,1.10,1.10
1.14,1.15,1.15,1.14
1.15,1.08,1.15,1.04
1.07,1.07,1.07,1.07
1.02,1.05,1.09,1.02
1.05,1.05,1.05,1.05
1.06,1.06,1.08,1.06
1.10,1.04,1.10,1.02
1.03,1.03,1.03,1.01
1.01,1.12,1.12,1.01
1.20,1.21,1.25,1.20
1.22,1.18,1.22,1.18
1.22,1.21,1.22,1.20
1.11,1.15,1.15,1.11
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.01,1.16,1.16,1.01
1.01,1.22,1.22,1.01
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.22,1.20,1.22,1.20
1.13,1.07,1.13,1.07
1.07,1.07,1.07,1.07
1.01,1.01,1.01,1.01
1.10,1.10,1.10,1.10
1.07,1.01,1.10,1.01
1.08,1.08,1.08,1.08
0.95,1.00,1.11,0.94
1.00,1.00,1.00,1.00
1.08,1.06,1.08,1.06
1.15,1.15,1.15,1.15
1.15,1.06,1.15,1.06
1.14,1.06,1.14,1.06
1.01,1.02,1.02,1.01
0.96,0.96,0.96,0.96
1.14,1.14,1.14,1.14
1.05,1.03,1.13,1.03
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.02,0.95,1.02,0.92
0.95,0.95,0.95,0.95
0.95,0.98,0.98,0.95
0.98,1.00,1.01,0.88
1.00,1.00,1.00,1.00
1.00,0.97,1.03,0.89
1.03,1.03,1.03,1.03
1.14,1.01,1.14,1.00
1.01,1.01,1.01,1.01
1.14,1.14,1.14,1.14
1.05,1.05,1.07,1.01
1.05,1.04,1.05,1.04
1.04,1.04,1.04,1.04
1.05,1.05,1.14,1.05
1.13,1.12,1.14,1.12
1.06,1.14,1.14,1.06
1.14,1.14,1.14,1.14
1.15,1.17,1.18,1.15
1.22,1.22,1.22,1.22
1.22,1.25,1.25,1.22
1.25,1.25,1.25,1.25
1.18,1.37,1.38,1.18
1.37,1.33,1.37,1.29
1.32,1.34,1.34,1.18
1.26,1.26,1.26,1.26
1.20,1.18,1.20,1.18
1.17,1.17,1.17,1.17
1.17,1.16,1.17,1.16
1.17,1.17,1.17,1.17
1.19,1.16,1.22,1.16
1.16,1.16,1.16,1.16
1.33,1.16,1.33,1.16
1.28,1.16,1.28,1.16
1.33,1.28,1.34,1.28
1.30,1.20,1.30,1.16
1.31,1.19,1.34,1.17
1.25,1.21,1.25,1.21
1.21,1.21,1.21,1.21
1.21,1.21,1.21,1.21
1.21,1.21,1.21,1.21
1.33,1.33,1.33,1.33
1.20,1.28,1.34,1.20
1.33,1.31,1.33,1.28
1.19,1.19,1.27,1.16
1.21,1.21,1.22,1.19
1.18,1.16,1.18,1.16
1.18,1.02,1.33,1.02
1.02,1.20,1.27,1.02
1.20,1.22,1.22,1.20
1.30,1.19,1.30,1.08
1.19,1.19,1.19,1.19
1.19,1.17,1.19,1.11
1.17,1.17,1.17,1.17
1.17,1.16,1.30,1.16
1.10,1.26,1.28,1.10
1.30,1.30,1.30,1.30
1.38,1.25,1.38,1.13
1.25,1.29,1.32,1.23
1.20,1.22,1.29,1.15
1.22,1.25,1.27,1.22
1.27,1.38,1.38,1.26
1.38,1.38,1.38,1.38
1.25,1.17,1.25,1.17
1.18,1.21,1.21,1.18
1.21,1.21,1.21,1.21
1.30,1.35,1.35,1.30
1.34,1.31,1.35,1.31
1.31,1.31,1.31,1.31
1.26,1.21,1.26,1.18
1.18,1.13,1.18,1.13
1.13,1.15,1.15,1.13
1.16,1.15,1.21,1.15
1.15,1.21,1.21,1.15
1.15,1.20,1.20,1.15
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.25,1.27,1.40,1.25
1.27,1.27,1.27,1.27
1.30,1.25,1.30,1.25
1.25,1.26,1.26,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.26,1.28,1.28,1.26
1.30,1.30,1.30,1.27
1.30,1.30,1.30,1.30
1.29,1.29,1.29,1.29
1.29,1.29,1.29,1.29
1.25,1.25,1.25,1.25
1.27,1.25,1.27,1.25
1.25,1.30,1.30,1.25
1.25,1.25,1.25,1.25
1.27,1.18,1.27,1.18
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.21,1.18,1.21,1.18
1.19,1.19,1.19,1.19
1.19,1.19,1.19,1.19
1.29,1.23,1.29,1.16
1.23,1.23,1.23,1.23
1.15,1.30,1.30,1.15
1.16,1.15,1.16,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.21,1.30,1.30,1.10
1.30,1.29,1.30,1.29
1.26,1.24,1.26,1.24
1.25,1.24,1.27,1.24
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.24,1.24,1.24,1.24
1.24,1.24,1.24,1.24
1.30,1.30,1.30,1.30
1.24,1.15,1.29,1.13
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.11,1.11,1.11,1.11
1.15,1.15,1.15,1.15
1.11,1.11,1.11,1.11
1.11,1.11,1.11,1.11
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.20,1.20,1.20,1.20
1.10,1.10,1.11,1.10
1.10,1.10,1.10,1.10
1.14,1.15,1.15,1.14
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.16,1.44,1.55,1.16
1.45,1.40,1.63,1.40
1.41,1.35,1.51,1.35
1.31,1.21,1.38,1.12
1.33,1.36,1.50,1.33
1.45,1.50,1.60,1.44
1.47,1.38,1.58,1.38
1.35,1.53,1.60,1.35
1.50,1.50,1.50,1.50
1.53,1.65,1.65,1.53
1.60,1.80,1.97,1.60
1.77,1.80,1.90,1.77
1.80,1.90,2.00,1.79
1.98,2.05,2.30,1.98
2.07,1.89,2.10,1.80
1.95,2.00,2.05,1.94
2.07,2.10,2.15,1.85
2.10,2.00,2.10,1.86
1.95,2.00,2.00,1.95
2.00,2.05,2.06,1.95
2.05,1.97,2.20,1.96
2.06,2.00,2.10,1.97
1.99,2.00,2.00,1.97
1.97,1.95,2.00,1.95
1.84,1.87,1.97,1.82
1.75,1.75,1.86,1.74
1.77,1.68,1.77,1.66
1.68,1.50,1.76,1.40
1.50,1.63,1.67,1.50
1.69,1.70,1.71,1.69
1.58,1.58,1.60,1.58
1.68,1.53,1.69,1.47
1.54,1.78,1.78,1.54
1.76,1.76,1.77,1.71
1.80,1.66,1.81,1.64
1.74,1.73,1.75,1.73
1.71,1.80,1.86,1.71
1.80,1.66,1.80,1.66
1.78,1.90,1.95,1.65
1.90,1.93,1.94,1.82
1.93,1.93,2.05,1.91
2.02,2.07,2.09,1.90
1.93,1.96,1.99,1.93
2.00,2.16,2.16,2.00
2.16,1.99,2.30,1.80
2.00,2.00,2.15,1.86
2.09,2.00,2.09,1.98
2.00,2.00,2.08,1.98
1.95,2.04,2.04,1.95
2.00,2.12,2.12,1.97
2.07,2.03,2.07,2.03
2.03,2.09,2.14,2.03
2.08,2.14,2.14,2.08
2.15,2.09,2.15,2.08
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.08,2.10,2.14,2.05
2.07,2.08,2.14,2.07
2.07,1.98,2.07,1.97
1.98,2.06,2.08,1.98
2.14,1.97,2.14,1.97
1.97,2.14,2.14,1.97
2.00,2.03,2.15,2.00
2.01,1.99,2.02,1.97
2.06,2.15,2.24,2.01
2.11,2.17,2.17,2.06
2.17,2.15,2.20,2.14
2.06,2.08,2.15,2.02
2.03,2.01,2.09,1.97
2.05,1.99,2.05,1.98
2.00,1.88,2.00,1.85
1.91,1.91,1.91,1.91
1.86,1.98,1.98,1.86
2.00,2.00,2.00,2.00
2.00,1.91,2.00,1.91
1.91,1.91,1.91,1.91
2.00,1.99,2.00,1.96
1.96,2.00,2.00,1.92
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.94,1.98,1.99,1.92
1.94,1.86,1.94,1.86
1.86,1.86,1.90,1.86
1.87,1.87,1.87,1.87
1.88,1.88,1.94,1.88
1.86,1.94,1.94,1.86
1.94,1.94,1.94,1.94
1.86,1.86,1.86,1.86
1.91,1.91,1.91,1.91
1.91,1.72,1.91,1.69
1.69,1.79,1.80,1.69
1.83,1.72,1.83,1.72
1.83,1.83,1.83,1.83
1.83,1.83,1.83,1.83
1.78,1.71,1.78,1.69
1.71,1.71,1.71,1.71
1.69,1.70,1.72,1.69
1.74,1.69,1.75,1.69
1.71,1.83,1.83,1.69
1.70,1.74,1.78,1.70
1.78,1.70,1.78,1.70
1.71,1.70,1.75,1.70
1.70,1.70,1.70,1.70
1.70,1.71,1.71,1.70
1.74,1.80,1.80,1.71
1.80,1.80,1.80,1.80
1.93,1.88,1.93,1.88
1.70,1.70,1.70,1.70
1.79,1.77,1.79,1.71
1.76,1.84,1.84,1.76
1.85,1.75,1.88,1.71
1.75,1.75,1.75,1.75
1.76,1.75,1.76,1.73
1.71,1.71,1.71,1.71
1.73,1.71,1.73,1.71
1.79,1.80,1.80,1.79
1.80,1.80,1.80,1.80
1.80,1.71,1.80,1.71
1.71,1.71,1.79,1.71
1.70,1.74,1.74,1.70
1.68,1.80,1.81,1.68
1.80,1.94,1.94,1.78
1.90,1.74,1.93,1.71
1.80,1.80,1.86,1.76
1.80,1.80,1.80,1.80
1.82,1.80,2.25,1.80
1.81,1.84,1.85,1.80
1.86,1.82,1.86,1.82
1.82,1.81,1.82,1.81
1.81,1.78,1.82,1.72
1.80,1.72,1.87,1.71
1.74,1.74,1.74,1.74
1.76,1.76,1.77,1.75
1.83,1.83,1.83,1.83
1.74,1.79,1.79,1.74
1.75,1.75,1.75,1.75
1.81,1.79,1.81,1.79
1.80,1.75,1.82,1.75
1.83,1.89,1.89,1.75
1.83,1.77,1.99,1.77
1.94,1.75,1.99,1.73
1.80,1.75,1.92,1.69
1.81,1.85,1.89,1.71
1.85,1.84,1.85,1.84
1.84,1.83,1.84,1.70
1.85,1.87,1.88,1.76
1.88,1.89,1.89,1.88
1.88,1.87,1.96,1.78
1.95,1.86,1.95,1.86
1.94,1.83,2.00,1.73
1.78,1.73,1.79,1.71
1.72,1.75,1.75,1.72
1.75,1.63,1.80,1.61
1.62,1.62,1.62,1.62
1.70,1.63,1.70,1.63
1.68,1.70,1.70,1.68
1.69,1.64,1.69,1.64
1.67,1.75,1.75,1.67
1.75,1.98,1.98,1.75
1.96,1.92,1.96,1.81
1.92,2.00,2.00,1.92
1.99,1.91,2.10,1.84
1.85,1.76,1.85,1.62
1.76,1.68,1.76,1.64
1.68,1.68,1.72,1.66
1.69,1.69,1.69,1.68
1.69,1.68,1.70,1.67
1.70,1.75,1.76,1.67
1.75,1.75,1.75,1.75
1.68,1.67,1.69,1.67
1.74,1.99,1.99,1.74
1.99,2.01,2.09,1.99
2.05,1.99,2.05,1.90
2.00,1.90,2.08,1.89
1.95,1.90,1.98,1.90
1.96,1.96,1.96,1.96
1.97,1.97,1.97,1.97
1.95,1.97,1.97,1.94
1.97,1.98,1.98,1.97
1.96,1.95,2.08,1.95
1.94,1.99,2.04,1.92
1.98,1.98,1.99,1.98
1.98,1.98,1.98,1.98
1.95,1.99,1.99,1.94
1.99,1.99,1.99,1.93
1.99,1.92,1.99,1.87
1.97,2.04,2.04,1.97
2.04,2.08,2.08,2.02
2.08,2.10,2.10,2.02
2.05,2.08,2.08,2.02
2.03,2.10,2.10,2.01
1.92,1.90,1.99,1.87
1.90,1.87,1.92,1.81
1.89,1.84,1.92,1.84
1.88,1.90,2.00,1.88
1.94,1.84,1.94,1.84
1.91,1.89,1.92,1.88
1.90,1.89,1.90,1.88
1.85,1.85,1.85,1.80
1.90,1.89,1.92,1.89
1.90,1.87,1.91,1.80
1.84,1.85,1.85,1.79
1.84,1.86,1.86,1.84
1.83,2.03,2.03,1.83
2.03,2.00,2.06,1.82
2.00,1.94,2.01,1.88
1.83,1.90,1.99,1.82
1.89,1.91,1.97,1.89
1.91,1.91,1.91,1.91
1.88,1.96,2.04,1.88
1.91,1.95,1.95,1.91
1.98,2.02,2.03,1.98
2.05,2.00,2.05,2.00
1.99,2.02,2.04,1.99
2.00,2.00,2.04,1.90
2.01,1.94,2.02,1.89
1.94,1.98,1.99,1.93
1.92,1.97,2.00,1.92
