SGRP,SPAR Group,NASDAQ
1.02,1.02,1.02,1.02
1.04,1.01,1.07,1.01
1.01,1.03,1.03,1.01
1.00,1.00,1.05,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.04,1.00,1.04,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.02,0.99
1.00,0.99,1.00,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
1.03,0.99,1.03,0.99
0.99,1.01,1.03,0.99
0.99,1.01,1.01,0.99
0.99,1.00,1.01,0.99
1.00,1.07,1.07,1.00
1.04,1.03,1.08,1.00
1.02,0.99,1.02,0.99
0.99,0.99,0.99,0.99
0.99,1.00,1.01,0.96
1.00,1.00,1.00,1.00
0.96,1.00,1.00,0.96
1.01,1.01,1.01,1.01
1.01,1.01,1.02,1.01
