LTBR,Lightbridge Corporation - Common Stock,NASDAQ
8.66,8.03,8.68,7.94
8.20,7.84,8.31,7.75
7.75,7.97,8.00,7.70
8.00,8.25,8.30,7.90
7.61,7.65,7.95,7.55
7.05,6.50,7.10,6.35
6.50,6.27,6.57,6.22
6.22,6.19,6.46,6.10
6.32,6.26,6.38,6.19
6.34,6.23,6.34,6.05
6.24,6.20,6.29,6.06
6.00,5.96,6.19,5.73
6.00,6.00,6.07,5.91
5.98,5.88,5.98,5.75
5.85,5.61,5.85,5.60
5.65,5.87,5.97,5.60
5.97,5.96,6.14,5.73
5.92,5.76,5.92,5.62
5.80,5.57,5.88,5.56
5.59,5.71,5.71,5.57
5.76,5.63,5.79,5.61
5.63,5.50,5.67,5.50
5.60,5.67,5.79,5.60
5.76,5.60,5.76,5.60
5.60,5.31,5.62,5.31
5.40,5.57,5.57,5.40
5.64,5.42,5.64,5.32
5.40,5.40,5.49,5.40
5.35,5.37,5.45,5.34
5.38,5.48,5.49,5.38
5.56,5.63,5.64,5.52
5.72,5.58,5.78,5.53
5.60,5.66,5.70,5.54
5.71,5.63,5.73,5.60
5.63,5.60,5.66,5.55
5.67,5.99,6.02,5.61
6.00,6.13,6.35,5.98
6.15,6.11,6.15,5.90
6.13,6.00,6.13,5.86
6.00,5.81,6.00,5.72
5.82,5.87,5.97,5.70
5.91,6.00,6.00,5.85
5.94,6.00,6.02,5.89
5.95,6.03,6.04,5.81
6.00,6.08,6.10,5.80
6.14,5.94,6.14,5.87
5.90,5.88,5.99,5.82
5.85,5.78,5.90,5.77
5.76,5.68,5.76,5.60
5.64,5.75,5.75,5.60
5.72,6.00,6.00,5.66
5.99,6.08,6.08,5.78
6.03,5.99,6.10,5.92
5.99,5.90,5.99,5.76
5.84,5.82,5.90,5.66
5.75,6.00,6.23,5.51
6.10,5.93,6.12,5.81
5.93,5.87,5.98,5.83
5.82,5.84,5.98,5.76
5.82,5.68,5.84,5.50
5.62,5.60,5.68,5.60
5.52,5.51,5.59,5.51
5.55,5.71,5.75,5.55
5.73,5.59,5.73,5.58
5.58,5.53,5.60,5.52
5.50,5.40,5.58,5.35
5.37,5.27,5.45,5.20
5.22,5.19,5.25,5.08
5.20,5.15,5.30,5.10
5.15,5.23,5.30,5.10
5.37,5.41,5.54,5.15
5.47,5.77,6.01,5.26
5.87,5.77,5.87,5.60
6.19,5.79,6.20,5.62
5.80,5.55,5.80,5.53
5.55,5.49,5.55,5.41
5.51,5.38,5.51,5.38
5.31,5.59,5.59,5.31
5.63,5.59,5.78,5.50
5.59,5.59,5.63,5.50
5.58,5.54,5.58,5.30
5.54,5.60,5.64,5.39
5.60,5.61,5.65,5.45
5.60,5.48,5.62,5.41
5.43,5.50,5.54,5.30
5.50,5.54,5.58,5.41
5.50,5.54,5.54,5.35
5.47,5.50,5.54,5.32
5.53,5.32,5.53,5.31
5.31,5.17,5.31,5.17
5.20,5.06,5.20,5.06
5.11,5.01,5.11,5.00
5.00,5.13,5.15,5.00
5.17,5.26,5.26,5.15
5.20,5.17,5.21,5.15
5.15,5.17,5.23,5.15
5.21,5.17,5.21,5.17
5.26,5.47,5.74,5.23
5.46,5.24,5.46,5.15
5.20,5.25,5.36,5.20
5.28,5.62,5.85,5.17
5.64,5.59,5.75,5.43
5.58,5.42,5.59,5.41
5.40,5.30,5.40,5.20
5.40,5.31,5.40,5.24
5.29,5.20,5.29,5.15
5.18,5.13,5.23,5.10
5.11,5.16,5.19,5.10
5.14,5.04,5.16,5.04
5.55,5.21,5.55,5.06
5.21,5.30,5.33,5.12
5.33,5.26,5.33,5.21
5.26,5.03,5.28,5.02
5.05,5.22,5.24,5.02
5.71,5.17,5.71,5.00
5.16,5.20,5.23,5.10
5.15,5.37,5.37,5.12
5.33,5.36,5.46,5.20
5.44,5.56,5.57,5.40
5.53,5.19,5.56,5.05
5.25,5.27,5.34,5.25
5.28,5.33,5.37,5.10
5.30,5.36,5.38,5.25
5.36,5.66,5.75,5.35
5.68,5.67,5.80,5.57
5.74,6.14,6.23,5.67
6.20,6.43,6.50,6.12
6.13,6.02,6.45,5.76
6.00,6.19,6.22,5.83
6.21,5.85,6.22,5.83
5.85,6.06,6.20,5.70
6.06,5.93,6.12,5.89
5.93,5.52,5.95,5.33
5.50,5.68,5.84,5.45
5.73,5.99,6.11,5.73
5.95,5.88,5.95,5.70
5.88,5.76,5.88,5.69
5.66,5.64,5.70,5.52
5.70,5.90,5.90,5.43
5.90,6.01,6.18,5.76
6.01,5.97,6.08,5.83
5.94,5.95,6.00,5.87
6.11,5.97,6.12,5.92
6.04,5.77,6.04,5.70
5.72,5.82,5.88,5.52
5.90,5.82,5.90,5.65
5.77,5.74,5.77,5.35
5.74,5.97,5.97,5.67
5.99,6.00,6.00,5.86
6.00,5.93,6.00,5.85
5.93,5.83,5.93,5.65
5.83,6.06,6.10,5.83
5.95,5.59,5.95,5.50
5.57,5.41,5.57,5.35
5.59,5.57,5.59,5.37
5.55,5.54,5.67,5.51
5.60,5.34,5.60,5.30
5.31,5.33,5.36,5.29
5.31,5.38,5.50,5.30
5.43,5.57,5.79,5.43
5.64,5.56,5.73,5.52
5.73,5.78,5.95,5.69
5.87,6.01,6.01,5.82
6.05,5.81,6.10,5.81
5.78,5.70,5.80,5.60
5.70,5.77,5.77,5.60
5.90,6.11,7.08,5.69
6.33,6.76,7.22,5.79
6.82,6.13,7.00,6.11
6.12,5.76,6.12,5.65
5.82,5.53,5.82,5.47
5.80,6.16,6.38,5.70
6.31,6.06,6.50,6.03
6.08,5.93,6.10,5.77
5.88,5.77,5.88,5.75
5.75,5.73,5.83,5.65
5.72,5.54,5.78,5.46
5.46,5.57,5.61,5.44
5.60,5.47,5.62,5.42
5.50,5.77,5.77,5.46
5.80,5.74,5.80,5.65
5.72,5.65,5.80,5.58
5.73,5.58,5.73,5.54
5.57,5.57,5.66,5.41
5.60,5.42,5.60,5.40
5.43,5.42,5.49,5.41
5.41,5.45,5.51,5.30
5.41,5.41,5.45,5.34
5.40,5.41,5.42,5.34
5.36,5.42,5.49,5.35
5.41,5.37,5.43,5.30
5.30,5.26,5.47,5.25
5.25,5.12,5.29,5.12
5.17,5.13,5.23,5.05
5.12,5.23,5.23,5.10
5.25,5.12,5.25,5.03
5.11,5.32,5.35,5.05
5.35,5.30,5.48,5.29
5.25,5.12,5.25,5.10
5.10,5.03,5.22,5.00
5.20,5.06,5.20,5.00
5.03,5.02,5.09,5.00
5.00,5.01,5.02,5.00
5.00,4.60,5.00,4.55
4.56,4.47,4.73,4.45
4.46,4.70,4.77,4.40
4.69,4.85,4.91,4.69
4.93,4.64,4.93,4.55
4.65,4.49,4.67,4.40
4.50,4.34,4.54,4.28
4.31,4.00,4.31,3.69
4.00,3.85,4.07,3.72
3.84,3.79,3.84,3.72
3.79,3.90,3.95,3.76
3.91,3.98,4.00,3.90
3.95,4.13,4.16,3.91
4.18,3.93,4.18,3.91
3.94,3.93,3.98,3.75
3.90,3.95,3.99,3.75
4.03,3.80,4.03,3.78
3.90,4.23,4.23,3.90
4.30,4.48,4.71,4.16
4.47,4.60,4.65,4.44
4.60,4.70,4.85,4.51
4.65,4.17,4.65,4.15
4.22,3.90,4.22,3.90
3.90,3.86,3.90,3.69
3.86,3.78,3.96,3.53
3.65,3.76,3.78,3.57
3.79,3.76,3.87,3.73
3.77,3.76,3.89,3.71
3.69,3.65,3.70,3.55
3.62,3.62,3.66,3.55
3.63,3.83,3.83,3.63
3.80,3.67,3.85,3.67
3.67,3.72,3.76,3.66
3.69,3.62,3.70,3.60
3.57,3.59,3.62,3.55
3.66,3.68,3.69,3.62
3.71,3.91,4.00,3.69
3.93,3.74,3.93,3.71
3.81,3.77,3.81,3.60
3.76,3.59,3.76,3.55
3.57,3.65,3.68,3.42
3.65,3.58,3.65,3.51
3.57,3.55,3.63,3.53
3.62,3.66,3.70,3.57
3.64,3.40,3.64,3.40
3.40,3.32,3.40,3.29
3.25,3.09,3.33,2.99
3.09,3.08,3.28,3.00
3.12,2.91,3.12,2.91
2.69,2.79,2.88,2.53
2.74,2.60,2.74,2.51
2.54,2.60,2.68,2.54
2.62,2.75,2.85,2.62
2.76,2.75,2.79,2.71
2.75,2.82,2.82,2.58
2.81,2.79,2.84,2.75
2.67,2.74,2.81,2.59
2.72,2.73,2.81,2.72
2.70,2.71,2.81,2.70
2.70,2.75,2.78,2.66
2.77,2.56,2.78,2.53
2.55,2.60,2.63,2.55
2.60,2.76,2.79,2.60
2.76,2.63,2.76,2.60
2.56,2.55,2.63,2.55
2.51,1.86,2.54,1.82
1.94,2.31,2.33,1.72
2.40,2.23,2.44,2.10
2.19,2.04,2.19,1.99
2.05,2.36,2.46,2.04
2.42,2.79,2.83,2.42
2.76,2.82,2.87,2.64
2.80,2.75,2.80,2.75
2.65,2.56,2.70,2.47
2.51,2.55,2.63,2.51
2.62,2.11,2.62,2.10
2.12,2.40,2.85,2.12
2.58,2.81,2.90,2.58
2.86,3.08,3.18,2.86
3.11,3.08,3.33,2.81
3.07,2.70,3.07,2.68
2.74,2.81,3.09,2.74
2.80,2.55,2.85,2.52
2.58,2.55,2.63,2.55
2.56,2.50,2.56,2.41
2.47,2.37,2.47,2.28
2.40,2.45,2.62,2.38
2.46,2.43,2.47,2.35
2.47,2.37,2.48,2.25
2.34,3.17,3.62,2.34
3.38,3.08,3.41,2.86
3.13,3.49,3.65,3.12
3.61,3.21,3.64,3.12
3.27,3.12,3.27,2.95
3.02,2.85,3.12,2.79
2.85,2.86,2.98,2.77
2.85,2.78,2.89,2.76
2.60,2.59,2.64,2.51
2.62,2.58,2.70,2.52
2.57,2.52,2.58,2.50
2.54,2.70,2.76,2.54
2.76,2.55,2.76,2.55
2.63,2.50,2.68,2.50
2.52,2.57,2.59,2.50
2.58,2.13,2.58,2.11
2.10,2.08,2.18,1.96
2.01,2.27,2.37,2.01
2.30,2.29,2.40,2.26
2.32,2.77,2.79,2.32
2.82,2.50,2.85,2.50
2.55,2.60,2.60,2.50
2.61,2.61,2.73,2.59
2.61,2.50,2.63,2.32
2.50,2.54,2.67,2.45
2.59,2.59,2.59,2.44
2.53,2.55,2.60,2.52
2.54,2.50,2.60,2.46
2.42,2.41,2.48,2.37
2.34,2.36,2.44,2.29
2.43,2.25,2.43,2.25
2.26,2.20,2.35,2.20
2.60,2.84,2.88,2.60
2.88,2.86,2.98,2.77
2.76,2.75,2.79,2.67
2.75,2.50,2.75,2.44
2.49,2.53,2.58,2.43
2.52,2.67,2.79,2.52
2.65,2.68,2.71,2.63
2.64,2.55,2.64,2.50
2.50,2.51,2.55,2.45
2.47,2.48,2.61,2.40
2.49,2.55,2.58,2.42
2.56,2.60,2.66,2.44
2.68,2.78,2.79,2.63
2.78,2.92,2.92,2.72
2.95,3.01,3.04,2.80
2.97,3.07,3.18,2.96
3.06,3.18,3.22,3.01
3.24,3.13,3.24,3.06
3.15,2.93,3.20,2.88
2.87,2.99,3.00,2.81
2.91,2.75,2.96,2.75
2.79,2.68,2.97,2.65
2.97,2.61,2.97,2.55
2.64,2.57,2.68,2.56
2.73,2.76,2.78,2.62
2.70,2.72,2.79,2.66
2.73,2.72,2.79,2.72
2.73,2.68,2.74,2.63
2.70,2.55,2.74,2.50
2.55,2.31,2.64,2.30
2.30,2.35,2.48,2.30
2.40,2.50,2.58,2.40
2.45,2.46,2.50,2.30
2.33,2.43,2.43,2.30
2.46,2.36,2.46,2.30
2.31,2.32,2.40,2.30
2.34,2.09,2.46,2.09
2.10,2.12,2.24,2.06
2.15,2.16,2.20,2.10
2.14,2.25,2.32,2.14
2.24,2.19,2.27,2.11
2.13,2.15,2.19,2.10
2.11,2.02,2.23,2.02
2.10,2.06,2.15,2.06
2.05,2.05,2.14,2.05
2.05,2.04,2.10,1.92
2.03,2.15,2.23,2.03
2.24,2.19,2.36,2.12
2.25,2.27,2.30,2.12
2.29,2.10,2.29,2.07
2.17,2.10,2.28,2.02
2.10,2.12,2.15,2.08
2.15,2.05,2.22,2.04
2.01,1.99,2.09,1.95
2.00,2.11,2.12,2.00
2.20,1.98,2.20,1.98
1.98,2.08,2.15,1.98
2.13,2.13,2.15,2.03
2.15,2.15,2.20,2.07
2.15,2.15,2.23,2.06
2.17,2.07,2.17,2.07
2.09,2.00,2.11,1.99
2.08,2.11,2.19,2.04
2.05,2.11,2.18,2.05
2.05,2.20,2.20,2.01
2.20,2.10,2.20,2.08
2.15,2.26,2.28,2.15
2.22,2.38,2.40,2.22
2.41,2.46,2.56,2.35
2.46,2.50,2.50,2.41
2.52,3.35,3.80,2.49
3.50,3.20,3.50,3.03
3.27,3.20,3.27,2.91
3.25,3.33,3.63,3.00
3.41,3.61,3.75,3.33
3.98,3.84,4.18,3.70
3.92,3.74,3.94,3.70
3.70,3.58,3.74,3.50
3.54,3.61,3.61,3.19
3.61,3.69,4.07,3.59
3.93,3.50,3.93,3.50
3.40,3.47,3.52,3.34
3.42,3.14,3.46,3.10
3.18,2.94,3.18,2.90
3.01,3.00,3.09,2.94
2.98,2.93,3.01,2.90
2.99,2.95,3.01,2.93
2.98,2.84,2.98,2.80
2.84,2.84,2.98,2.83
2.80,2.81,2.93,2.80
2.85,2.84,2.92,2.84
2.89,2.93,2.99,2.81
2.89,2.88,2.95,2.79
2.95,3.12,3.16,2.89
3.20,3.26,3.35,3.10
3.26,3.20,3.26,3.04
3.22,3.26,3.31,3.16
3.26,3.38,3.38,3.26
3.40,3.30,3.40,3.28
3.29,3.20,3.29,3.06
3.24,3.21,3.25,3.12
3.23,3.19,3.25,3.08
3.13,3.25,3.36,3.10
3.25,3.21,3.30,3.10
3.26,3.15,3.27,3.12
3.18,3.17,3.18,3.11
3.16,3.20,3.20,3.02
3.15,3.20,3.26,3.08
3.27,3.19,3.27,3.15
3.25,3.15,3.25,3.13
3.11,3.08,3.16,3.02
3.02,3.25,3.25,3.02
3.09,3.07,3.20,3.07
3.10,3.15,3.16,3.01
3.19,3.02,3.19,3.01
3.02,3.03,3.06,3.01
3.03,3.02,3.04,3.01
3.01,3.03,3.05,2.95
3.04,3.01,3.05,3.00
3.01,2.90,3.02,2.90
2.94,2.88,3.03,2.86
2.93,3.05,3.05,2.82
2.83,2.81,2.88,2.80
2.81,2.84,2.94,2.81
2.84,2.81,2.84,2.80
2.84,2.72,2.91,2.68
2.70,2.54,2.70,2.54
2.53,2.50,2.56,2.46
2.47,2.53,2.66,2.47
2.53,2.54,2.58,2.44
2.53,2.46,2.53,2.41
2.43,2.50,2.50,2.42
2.49,2.45,2.49,2.36
2.48,2.33,2.48,2.28
2.33,2.15,2.33,2.13
2.17,2.08,2.29,2.08
2.08,2.08,2.14,2.08
2.08,2.08,2.14,2.07
2.08,2.05,2.08,2.04
2.04,2.00,2.08,2.00
2.01,2.02,2.02,2.00
2.02,2.10,2.15,2.00
2.08,2.04,2.12,2.02
2.03,1.98,2.23,1.91
2.00,2.04,2.06,1.95
2.05,2.03,2.15,2.03
2.05,2.01,2.07,2.01
2.04,2.05,2.21,2.00
2.10,2.08,2.14,2.05
2.08,2.07,2.11,2.06
2.12,2.25,2.25,2.07
2.26,2.17,2.26,2.16
2.25,2.24,2.28,2.18
2.26,2.26,2.29,2.23
2.27,2.13,2.27,2.08
2.13,2.20,2.20,2.13
2.20,2.15,2.20,2.15
2.14,2.16,2.19,2.14
2.19,2.11,2.19,2.08
2.10,2.05,2.15,2.05
2.05,2.15,2.15,1.96
2.12,2.04,2.12,2.04
2.02,2.01,2.10,1.97
2.01,2.11,2.21,2.00
2.02,2.05,2.08,2.02
2.08,1.95,2.12,1.95
2.00,1.97,2.08,1.95
2.07,2.17,2.20,2.01
2.11,2.06,2.15,2.05
2.08,1.98,2.11,1.98
1.99,2.02,2.05,1.99
2.25,2.15,2.25,2.09
2.18,2.17,2.18,2.00
2.12,2.15,2.19,2.03
2.08,2.25,2.25,2.08
2.17,2.27,2.27,2.13
2.24,2.34,2.34,2.18
2.35,2.39,2.39,2.25
2.31,2.35,2.35,2.26
2.40,2.50,2.60,2.40
2.50,2.55,2.55,2.50
2.60,2.59,2.62,2.50
2.51,2.41,2.51,2.41
2.45,2.36,2.45,2.30
2.33,2.32,2.33,2.22
2.22,2.20,2.24,2.20
2.21,2.14,2.21,2.05
2.17,2.07,2.18,2.04
2.14,2.05,2.17,2.04
2.18,2.10,2.19,2.05
2.11,2.36,2.38,2.11
2.30,2.48,2.49,2.12
2.55,2.57,2.66,2.33
2.58,2.59,2.74,2.58
2.50,2.27,2.50,2.15
2.27,2.27,2.49,2.21
2.37,2.32,2.47,2.16
2.25,2.22,2.32,2.19
2.19,2.20,2.31,2.19
2.19,2.26,2.32,2.19
2.25,2.16,2.25,2.11
2.15,2.16,2.26,2.15
2.15,2.24,2.25,2.15
2.24,2.20,2.24,2.17
2.20,2.24,2.24,2.14
2.16,2.16,2.32,2.16
2.18,2.27,2.27,2.15
2.18,2.16,2.27,2.16
2.15,2.15,2.23,2.15
2.22,2.18,2.22,2.15
2.20,2.17,2.21,2.17
2.13,2.15,2.15,2.10
2.10,2.22,2.22,2.10
2.16,2.15,2.20,2.15
2.20,2.19,2.26,2.12
2.15,2.12,2.19,2.12
2.10,2.12,2.22,2.07
2.22,2.15,2.22,2.11
2.14,2.18,2.18,2.11
2.27,2.14,2.27,2.11
2.13,2.10,2.14,2.10
2.10,2.10,2.11,2.08
2.08,2.07,2.13,2.01
2.04,2.14,2.18,2.02
2.14,2.10,2.15,2.04
2.10,2.12,2.12,2.06
2.06,2.10,2.12,2.05
2.07,2.03,2.12,2.00
2.05,2.13,2.13,2.05
2.13,2.01,2.14,2.01
2.01,2.02,2.10,2.01
2.01,2.02,2.10,2.01
2.01,2.07,2.08,2.01
2.03,2.02,2.07,2.02
2.02,2.00,2.13,2.00
2.00,2.04,2.08,2.00
2.01,2.06,2.07,2.00
2.00,2.02,2.07,2.00
2.00,2.02,2.04,2.00
2.01,2.03,2.04,2.00
2.04,2.05,2.05,2.01
2.03,2.00,2.05,2.00
2.05,2.01,2.05,2.01
2.03,2.00,2.03,2.00
2.00,2.00,2.02,2.00
2.00,2.00,2.04,2.00
2.00,2.03,2.04,2.00
2.01,2.00,2.01,2.00
2.00,1.98,2.00,1.95
2.00,1.99,2.00,1.87
1.92,1.86,1.99,1.86
1.89,1.85,1.95,1.85
1.85,1.84,1.94,1.80
1.84,1.68,1.84,1.53
1.69,1.70,1.90,1.65
1.78,1.81,1.81,1.74
1.78,1.76,1.78,1.76
1.76,1.74,1.77,1.62
1.89,1.83,1.89,1.70
1.80,1.80,1.84,1.70
1.78,1.60,1.78,1.57
1.31,1.59,1.60,1.27
1.60,1.60,1.65,1.58
1.60,1.64,1.68,1.60
1.58,1.62,1.62,1.56
1.56,1.60,1.60,1.34
1.30,1.58,1.78,1.30
1.58,1.60,1.60,1.50
1.60,1.53,1.60,1.44
1.42,1.41,1.52,1.37
1.39,1.36,1.49,1.36
1.30,1.27,1.35,1.22
1.26,1.20,1.27,1.20
1.19,1.16,1.26,1.05
1.10,1.23,1.23,1.10
1.16,1.22,1.29,1.16
1.25,1.42,1.43,1.22
1.60,1.59,1.72,1.51
1.51,1.54,1.67,1.47
1.56,1.64,1.64,1.56
1.64,1.92,1.99,1.64
1.92,1.82,1.92,1.80
1.82,1.92,2.03,1.76
1.98,1.80,1.99,1.72
1.76,1.75,1.80,1.75
1.72,1.70,1.85,1.65
1.70,1.58,1.70,1.42
1.44,1.47,1.56,1.43
1.45,1.37,1.45,1.30
1.31,1.44,1.57,1.31
1.37,1.41,1.44,1.25
1.28,1.36,1.39,1.28
1.33,1.36,1.44,1.33
1.35,1.37,1.40,1.30
1.30,1.50,1.53,1.25
1.02,1.41,1.60,1.02
1.29,1.49,1.59,1.29
1.68,1.61,1.71,1.55
1.70,1.75,2.01,1.38
1.82,1.89,1.97,1.82
1.90,1.95,1.99,1.84
1.95,1.95,1.95,1.87
1.99,1.94,1.99,1.87
1.96,1.95,1.98,1.91
1.95,1.84,1.95,1.81
1.91,1.80,1.91,1.69
1.68,1.72,1.74,1.68
1.65,1.73,1.85,1.65
1.81,1.76,1.81,1.65
1.71,1.71,1.76,1.67
1.80,1.77,1.87,1.77
1.85,1.75,1.85,1.71
1.74,1.65,1.75,1.65
1.68,1.70,1.80,1.68
1.80,1.94,1.95,1.77
2.00,1.94,2.06,1.88
2.01,1.99,2.09,1.86
2.10,1.94,2.14,1.77
1.95,1.86,2.00,1.79
1.95,1.79,1.95,1.77
1.83,1.81,1.95,1.78
1.91,1.83,1.91,1.81
1.88,1.84,1.92,1.82
1.89,1.88,1.89,1.83
1.87,1.93,2.03,1.87
1.97,2.00,2.02,1.96
2.06,1.90,2.06,1.90
2.00,1.94,2.00,1.86
2.00,1.92,2.00,1.75
1.83,1.80,1.96,1.80
1.80,1.91,1.97,1.80
1.80,1.84,1.89,1.77
1.89,1.99,2.00,1.85
2.00,1.99,2.05,1.94
1.99,2.07,2.07,1.99
2.40,2.30,2.50,2.07
2.49,1.90,2.49,1.75
1.90,1.78,1.90,1.75
1.74,1.74,1.85,1.68
1.80,1.73,1.84,1.72
1.75,1.76,1.84,1.75
1.75,1.72,1.76,1.71
1.75,1.79,1.82,1.72
1.83,1.89,1.89,1.82
1.76,1.76,1.88,1.75
1.78,1.75,1.78,1.74
1.75,1.87,1.90,1.72
1.72,1.77,1.90,1.72
1.73,1.84,1.89,1.65
1.77,1.76,1.86,1.70
1.82,1.84,1.87,1.82
1.80,1.83,1.87,1.72
1.82,1.82,1.83,1.80
1.82,1.69,1.82,1.67
1.75,1.79,1.79,1.67
1.79,1.74,1.82,1.67
1.70,1.81,1.85,1.70
1.78,1.80,1.84,1.70
1.75,1.77,1.81,1.71
1.73,1.70,1.75,1.67
1.72,1.80,1.82,1.71
1.73,1.74,1.75,1.69
1.77,1.76,1.77,1.66
1.77,1.66,1.77,1.66
1.67,1.66,1.69,1.64
1.62,1.65,1.65,1.62
1.65,1.65,1.66,1.60
1.60,1.64,1.64,1.60
1.65,1.51,1.65,1.51
1.51,1.57,1.63,1.51
1.50,1.55,1.60,1.48
1.59,1.49,1.60,1.48
1.47,1.58,1.60,1.47
1.53,1.50,1.57,1.50
1.50,1.49,1.50,1.47
1.50,1.45,1.50,1.45
1.45,1.47,1.50,1.45
1.46,1.46,1.58,1.45
1.44,1.49,1.52,1.44
1.46,1.44,1.48,1.44
1.42,1.48,1.48,1.42
1.38,1.47,1.47,1.35
1.41,1.40,1.41,1.35
1.35,1.38,1.45,1.35
1.40,1.56,1.66,1.40
1.58,1.67,1.70,1.57
1.70,1.69,1.75,1.66
1.69,1.73,1.80,1.69
1.72,1.70,1.74,1.69
1.70,1.70,1.75,1.68
1.69,1.72,1.75,1.69
1.70,1.70,1.72,1.65
1.73,1.70,1.73,1.56
1.58,1.58,1.71,1.50
1.61,1.69,1.72,1.61
1.64,1.68,1.68,1.63
1.64,1.70,1.71,1.52
1.66,1.70,1.70,1.64
1.68,1.70,1.71,1.64
1.66,1.69,1.70,1.61
1.66,1.62,1.70,1.60
1.58,1.57,1.60,1.56
1.58,1.57,1.61,1.56
1.57,1.59,1.67,1.56
1.59,1.55,1.59,1.53
1.53,1.72,1.80,1.52
1.83,1.76,1.83,1.72
1.74,1.66,1.76,1.66
1.71,1.78,1.79,1.69
1.80,1.80,1.80,1.78
1.80,1.70,1.80,1.69
1.69,1.73,1.80,1.50
1.64,1.66,1.66,1.63
