BWEN,Broadwind Energy,NASDAQ
27.80,28.40,29.30,26.80
nan,27.90,nan,nan
30.00,32.30,38.30,30.00
32.30,33.80,33.90,30.20
34.30,32.50,34.40,31.30
32.30,33.20,33.20,31.20
33.00,31.60,34.30,31.50
32.00,32.50,32.90,31.10
32.30,33.00,34.00,31.70
34.10,31.80,34.30,31.50
31.70,29.00,32.00,29.00
29.10,30.10,30.70,28.20
29.60,29.90,30.30,28.80
30.10,28.20,30.30,28.00
28.60,29.70,29.70,28.30
29.50,30.40,31.00,28.90
30.60,30.80,31.80,29.80
31.20,30.90,31.60,30.30
30.70,29.60,31.00,28.60
29.70,29.40,29.80,28.20
29.10,29.80,30.20,28.36
29.90,28.90,30.40,28.60
28.70,28.60,29.70,28.00
28.70,29.10,29.30,28.30
28.90,28.60,29.20,28.50
28.30,28.50,28.90,28.00
27.50,25.00,27.90,24.00
24.80,24.50,25.50,24.10
24.00,22.10,24.00,22.00
22.10,20.60,22.10,20.20
20.40,20.60,21.50,20.20
20.80,19.90,20.80,19.20
20.00,20.70,21.20,19.55
20.90,19.60,20.90,19.20
19.60,18.10,19.60,17.70
18.00,17.30,18.20,16.10
17.80,16.75,18.00,16.70
16.50,15.50,16.50,15.40
15.30,16.10,16.50,15.30
16.20,16.00,17.00,15.70
16.30,16.10,16.30,15.60
16.20,16.20,16.50,16.00
16.30,16.70,17.40,16.10
17.40,17.60,18.00,16.90
17.60,17.60,18.10,17.50
nan,18.00,nan,nan
17.80,17.20,18.00,17.00
17.30,17.20,17.60,17.10
17.40,17.30,17.80,17.20
17.70,17.50,17.90,17.40
17.80,17.50,17.90,17.50
17.30,16.70,17.60,16.60
16.50,16.20,16.50,16.00
16.10,15.60,16.30,15.50
15.90,15.70,16.80,15.70
15.90,16.00,16.50,15.40
16.00,15.70,16.50,15.30
15.70,15.30,15.90,15.30
15.20,15.50,15.95,15.10
15.80,15.60,16.30,15.30
15.80,14.70,16.00,14.60
14.40,18.70,19.20,14.20
19.10,19.00,20.60,17.50
19.30,18.70,19.50,17.70
19.00,19.90,20.40,18.10
19.80,18.70,19.80,18.70
18.90,20.10,21.10,18.90
20.20,22.10,23.10,20.20
22.80,22.50,24.00,21.40
22.40,22.20,22.40,21.70
22.10,21.20,22.50,21.00
21.30,22.20,22.40,21.28
22.40,22.20,23.20,21.95
22.30,22.00,22.90,21.20
22.30,22.20,22.40,21.50
22.20,22.20,22.30,21.60
22.60,20.40,22.80,20.20
20.50,19.20,21.00,18.90
19.10,18.40,20.10,18.30
18.60,19.10,19.60,18.60
19.20,19.00,19.80,18.70
18.40,18.60,19.10,18.10
18.50,18.00,18.60,17.60
18.10,18.20,18.60,17.70
18.20,19.00,19.90,18.10
19.00,18.00,19.60,18.00
18.30,18.90,18.90,18.10
18.80,18.90,19.00,18.30
19.10,19.90,19.90,18.90
18.70,19.30,19.40,18.10
18.70,18.90,19.00,18.30
18.80,17.80,19.00,17.70
17.62,17.10,17.90,16.70
16.80,16.90,17.10,16.40
16.70,16.90,17.40,16.60
17.00,17.70,17.90,17.00
17.50,16.70,17.60,16.40
17.10,16.10,17.50,15.95
16.40,16.20,16.80,16.10
16.20,16.50,16.60,15.90
16.40,16.70,17.00,16.20
16.50,16.30,16.70,16.15
nan,17.50,nan,nan
17.30,16.80,17.50,16.60
16.90,17.10,17.60,16.80
17.50,19.10,19.50,17.50
19.50,20.20,20.50,19.00
20.30,19.70,21.00,19.40
19.50,19.30,19.80,18.70
19.20,19.90,20.00,18.70
20.10,19.80,20.60,19.50
19.80,18.90,20.00,18.60
19.20,19.10,19.20,18.80
19.20,19.70,19.80,18.90
20.00,19.80,21.40,19.60
19.80,20.10,20.50,19.10
20.10,19.00,20.10,19.00
19.00,19.70,19.90,19.00
19.80,19.90,19.92,19.10
20.00,20.20,20.80,19.90
20.20,19.90,20.70,19.80
20.00,19.90,20.20,19.50
nan,20.25,nan,nan
20.10,20.90,21.20,20.00
20.90,21.50,22.50,20.50
21.70,22.70,22.80,21.60
22.70,21.30,24.20,20.60
21.40,23.10,23.20,21.20
23.30,24.30,25.20,23.30
24.00,24.30,24.35,22.30
23.20,23.90,24.80,23.20
23.50,23.30,23.70,22.70
23.40,22.90,23.40,22.50
22.70,22.70,22.90,21.70
22.40,22.60,22.60,21.60
22.80,23.10,23.30,22.40
23.00,22.50,23.30,22.30
nan,22.50,nan,nan
22.00,22.00,22.22,21.20
21.80,20.80,22.00,20.70
20.30,19.90,20.50,19.50
20.00,19.52,20.40,19.50
nan,19.90,nan,nan
19.80,19.80,20.00,19.70
20.00,20.30,20.80,19.80
20.40,19.70,20.60,19.60
nan,19.20,nan,nan
19.40,18.40,19.40,18.20
18.50,19.00,19.20,18.50
nan,19.50,nan,nan
19.70,19.00,19.80,19.00
19.00,19.10,19.70,18.90
19.00,18.90,19.30,18.50
18.90,19.00,19.00,18.60
19.30,19.50,19.50,19.10
19.20,20.70,21.80,19.00
20.70,21.50,22.00,20.70
21.60,19.80,21.60,19.40
19.80,19.40,19.80,19.00
19.40,19.00,19.80,18.70
18.90,18.40,19.30,18.30
nan,18.30,nan,nan
18.10,17.70,18.20,17.70
17.70,15.50,18.00,15.30
15.50,15.00,15.70,14.70
15.30,16.00,16.20,14.80
16.10,16.00,16.50,15.60
16.00,15.10,16.00,14.90
15.00,15.10,15.60,14.80
15.20,14.90,15.60,14.70
nan,14.20,nan,nan
14.20,13.50,14.50,13.30
13.80,13.70,14.10,13.40
13.70,13.70,14.00,13.70
13.50,13.00,13.70,13.00
13.00,12.40,13.00,12.20
12.30,12.50,13.00,12.10
15.00,13.80,15.80,13.70
14.50,14.10,14.90,13.70
14.60,14.00,14.70,13.20
14.10,14.50,14.50,13.80
14.90,14.80,14.90,14.20
nan,14.10,nan,nan
14.10,14.20,14.30,14.00
14.20,14.20,14.50,13.80
14.30,13.70,14.40,13.50
14.00,13.00,14.00,13.00
12.80,13.70,13.80,12.60
13.70,13.60,14.20,13.40
nan,13.20,nan,nan
13.30,13.90,13.90,13.20
14.10,13.70,14.10,13.60
13.70,13.70,13.80,13.30
nan,13.40,nan,nan
13.40,13.20,13.50,13.10
13.10,13.10,13.60,13.00
13.10,13.30,13.60,13.00
13.10,13.00,13.30,13.00
13.20,13.00,13.30,13.00
13.00,12.80,13.20,12.80
12.80,14.00,14.40,12.60
14.00,15.00,15.10,13.60
15.00,15.60,15.90,15.00
16.00,15.90,16.30,15.60
nan,17.20,nan,nan
17.80,18.10,19.40,17.30
18.20,17.20,18.52,17.10
17.30,16.00,17.30,15.60
16.10,16.70,17.00,16.00
16.80,16.60,17.50,16.30
nan,17.10,nan,nan
16.60,16.20,16.70,16.00
nan,15.70,nan,nan
15.40,15.00,15.50,15.00
15.60,15.60,16.40,15.40
17.10,16.30,17.40,16.00
16.40,16.00,17.00,15.60
16.20,15.20,16.50,14.90
15.10,15.30,15.40,14.70
15.70,15.10,15.80,15.00
15.10,15.00,15.30,14.85
15.00,16.40,16.50,15.00
16.60,17.50,17.70,16.50
17.50,17.80,17.90,16.60
17.80,17.60,17.90,17.20
17.20,18.00,19.30,16.50
18.10,17.90,18.60,17.60
17.70,17.50,17.90,17.30
17.60,17.50,17.90,17.10
nan,17.50,nan,nan
17.70,17.40,18.25,17.20
17.40,17.00,17.70,17.00
17.00,16.60,17.00,16.50
16.40,16.10,16.40,15.40
15.60,15.40,16.00,15.30
15.50,15.50,15.90,14.70
15.50,14.90,15.60,14.90
15.10,15.40,15.50,15.00
15.30,15.20,15.60,15.00
15.40,14.80,15.40,14.70
14.90,14.70,15.00,14.40
14.50,14.60,15.10,14.40
14.60,14.50,14.90,14.20
14.50,14.10,14.80,13.90
14.00,13.80,14.40,13.60
nan,13.40,nan,nan
13.40,14.40,14.80,13.20
14.60,15.00,17.20,14.20
15.00,14.30,15.10,14.00
14.60,14.40,15.00,14.20
14.20,14.30,14.40,14.20
14.30,13.30,14.40,13.30
13.60,14.50,14.60,13.50
nan,14.10,nan,nan
14.10,14.00,14.40,14.00
14.10,14.30,14.40,13.91
14.40,14.80,15.00,14.00
14.60,14.90,15.30,14.20
14.80,14.90,15.10,14.50
15.00,14.10,15.00,14.10
14.20,14.10,14.50,13.80
14.10,13.80,14.40,13.80
nan,13.50,nan,nan
13.60,13.10,13.80,13.00
nan,13.70,nan,nan
13.70,13.40,13.75,13.20
13.50,13.40,13.56,13.20
13.40,13.50,13.70,13.30
13.40,13.30,13.50,13.20
13.20,13.00,13.50,13.00
13.00,12.50,13.20,12.50
12.60,12.70,13.30,12.50
12.60,13.20,13.30,12.60
nan,14.00,nan,nan
14.20,13.90,14.70,13.80
13.80,14.00,14.20,13.60
13.80,13.40,14.00,13.30
nan,10.00,nan,nan
9.00,7.60,9.50,7.50
0.00,8.04,0.00,7.60
8.40,7.40,8.50,7.40
7.60,7.50,8.50,7.40
7.60,7.40,7.90,7.40
nan,7.70,nan,nan
8.30,7.70,8.70,7.60
7.80,7.90,8.10,7.80
7.74,7.53,8.20,7.40
7.50,7.75,8.20,7.50
8.01,7.61,8.20,7.50
7.66,7.40,7.70,7.20
7.31,7.60,7.70,7.20
7.60,7.30,7.60,7.30
7.27,7.70,7.73,7.00
7.30,7.70,7.75,7.20
nan,7.43,nan,nan
7.50,7.10,7.80,7.10
7.10,6.85,7.12,6.42
6.80,5.60,6.80,5.60
nan,5.71,nan,nan
5.80,5.85,6.00,5.70
5.90,5.60,6.10,5.51
5.60,5.30,5.69,5.30
5.30,5.10,5.59,5.00
5.17,5.53,5.65,5.10
5.65,5.59,6.00,5.13
5.60,5.36,5.82,5.13
nan,4.03,nan,nan
4.49,4.20,4.49,4.10
nan,4.30,nan,nan
4.20,3.80,4.40,3.80
3.72,3.40,3.80,3.40
nan,3.97,nan,nan
4.10,4.20,4.20,3.80
4.28,4.17,4.30,3.93
4.18,3.75,4.20,3.72
3.84,2.98,4.05,2.98
2.98,3.20,3.75,2.90
3.20,2.85,3.40,2.66
nan,3.21,nan,nan
3.60,3.33,3.68,3.22
3.40,3.83,3.90,3.37
3.83,3.41,3.83,3.34
3.70,3.50,3.70,3.30
3.48,3.69,3.69,3.33
nan,3.88,nan,nan
4.00,3.95,4.00,3.70
4.00,4.32,4.40,4.00
nan,3.70,nan,nan
4.40,4.35,4.40,3.74
4.36,3.92,4.36,3.90
nan,4.00,nan,nan
4.35,4.34,4.50,4.01
4.38,4.20,4.38,3.83
4.11,3.90,4.20,3.80
4.30,4.00,4.37,3.90
4.16,4.40,4.40,4.03
nan,4.20,nan,nan
4.36,4.10,4.36,4.00
4.10,3.60,4.14,3.60
nan,3.70,nan,nan
4.20,5.10,5.79,3.90
5.00,4.64,5.00,4.22
4.64,4.60,4.80,4.13
4.70,4.72,4.99,4.32
4.21,4.20,4.65,4.20
nan,4.22,nan,nan
4.06,4.20,4.25,4.00
4.20,4.05,4.60,4.00
4.20,3.92,4.38,3.62
nan,4.90,nan,nan
6.00,5.23,6.20,5.10
5.23,4.50,5.40,4.50
4.80,5.36,5.50,4.30
7.00,7.10,7.39,6.10
nan,6.41,nan,nan
6.40,6.10,6.70,6.10
nan,6.83,nan,nan
6.80,7.00,7.68,6.80
nan,6.70,nan,nan
6.20,6.20,6.55,6.07
nan,6.50,nan,nan
6.95,7.39,7.47,6.50
7.33,7.79,8.38,7.30
nan,7.40,nan,nan
7.70,7.26,7.80,7.20
7.36,7.77,7.80,7.25
7.62,8.80,8.90,7.60
9.00,8.45,9.17,8.23
8.32,7.50,8.32,7.33
7.61,6.92,7.80,6.61
nan,7.60,nan,nan
7.35,7.00,7.62,6.90
7.24,7.61,7.61,7.00
7.80,7.80,7.80,7.23
7.80,7.60,7.80,7.32
nan,7.40,nan,nan
7.36,7.40,7.50,7.30
7.40,7.20,7.50,7.10
7.20,7.10,7.30,7.00
nan,6.80,nan,nan
6.93,7.14,7.20,6.80
7.05,6.90,7.20,6.81
6.87,6.72,7.00,6.63
nan,6.70,nan,nan
6.60,6.42,6.60,6.03
6.60,6.44,6.66,6.05
nan,6.50,nan,nan
6.69,7.20,8.19,6.61
nan,7.20,nan,nan
7.20,7.30,7.49,7.20
7.28,6.98,7.30,6.76
7.10,6.80,7.10,6.40
6.78,6.78,6.98,6.53
6.60,6.79,6.99,6.60
nan,6.60,nan,nan
6.56,6.66,6.70,6.30
6.64,6.75,6.75,6.64
6.99,6.92,6.99,6.55
6.85,6.90,7.00,6.60
nan,7.00,nan,nan
7.00,7.14,7.35,6.70
6.90,7.13,7.32,6.83
7.38,7.70,8.00,7.20
7.95,7.30,8.40,7.23
7.20,7.78,7.99,7.14
7.80,7.87,8.30,7.60
7.87,8.10,8.48,7.87
nan,8.40,nan,nan
7.90,7.80,8.20,7.60
8.00,7.20,8.00,7.00
7.30,7.30,7.48,7.00
7.31,7.23,7.50,7.00
7.29,6.89,7.30,6.76
6.90,7.10,7.17,6.80
7.11,6.80,7.30,6.80
6.81,6.92,7.00,6.81
6.91,6.78,6.96,6.75
6.73,6.60,6.95,6.50
6.60,6.30,6.70,6.30
6.32,6.30,6.59,6.22
6.20,6.22,6.80,6.20
6.30,6.30,6.58,6.20
6.40,6.47,6.59,6.12
6.40,6.40,6.50,6.30
6.42,6.65,7.00,6.42
7.00,6.74,7.00,6.60
6.80,6.85,6.90,6.74
6.87,6.50,6.90,6.50
6.00,5.88,6.27,5.06
5.80,5.35,5.80,5.05
5.30,5.17,5.30,4.80
5.20,5.18,5.20,4.98
5.18,5.40,5.48,5.11
5.37,5.11,5.37,5.03
5.38,5.08,5.45,5.07
5.10,5.00,5.20,4.89
4.97,5.09,5.09,4.90
5.17,5.28,5.30,5.06
5.28,5.20,5.30,5.01
5.24,5.03,5.24,5.00
4.98,4.69,5.02,4.51
4.90,4.70,4.90,4.62
4.83,4.75,4.83,4.63
4.74,4.41,4.81,4.20
4.20,4.30,4.50,4.20
4.40,4.20,4.40,4.00
4.09,3.99,4.11,3.92
3.99,3.91,4.30,3.90
3.90,3.90,4.11,3.83
3.89,4.05,4.10,3.82
4.00,3.90,4.00,3.84
3.80,3.80,3.96,3.53
3.80,3.78,3.84,3.66
3.74,3.62,3.90,3.62
3.62,3.50,3.66,3.50
3.80,3.60,3.80,3.51
3.58,3.42,3.65,3.35
3.44,3.30,3.50,3.22
3.34,3.40,3.60,3.25
3.47,3.70,3.72,3.41
3.71,3.63,3.85,3.51
3.61,3.40,3.85,3.34
3.40,3.68,3.80,3.40
3.64,3.56,3.65,3.42
3.58,3.40,3.64,3.40
3.41,3.39,3.60,3.38
3.39,3.40,3.50,3.16
3.39,3.80,3.99,3.39
4.40,3.72,4.60,3.46
3.70,3.71,3.88,3.53
3.80,3.77,3.90,3.60
3.72,3.50,3.90,3.50
3.50,3.40,3.60,3.39
3.42,3.20,3.60,2.80
3.21,3.01,3.30,2.72
2.86,2.91,3.15,2.85
2.93,3.09,3.20,2.82
3.09,3.10,3.40,3.09
3.06,3.11,3.20,3.00
3.10,2.92,3.10,2.90
2.94,2.92,3.18,2.92
3.00,2.92,3.14,2.91
2.90,2.92,3.20,2.90
3.10,3.00,3.10,2.92
2.93,2.70,3.00,2.70
2.72,2.69,2.80,2.56
2.64,2.50,2.70,2.50
2.69,3.02,3.08,2.51
3.06,2.87,3.20,2.80
2.98,2.80,2.98,2.70
2.85,2.80,3.15,2.80
2.85,2.86,3.00,2.70
2.85,2.70,2.90,2.70
2.70,2.70,2.79,2.62
2.70,2.50,2.70,2.50
2.60,2.60,2.68,2.52
2.63,2.61,2.69,2.52
2.61,2.55,2.65,2.55
2.65,3.00,3.50,2.65
3.06,2.76,3.18,2.70
3.00,2.77,3.00,2.72
2.85,2.60,2.90,2.55
2.70,2.90,2.90,2.60
2.80,2.70,2.80,2.62
2.79,2.70,2.85,2.70
2.88,2.82,2.99,2.80
2.90,3.10,3.40,2.83
3.30,3.40,3.75,3.20
3.50,3.30,3.65,3.00
3.30,3.13,3.30,3.10
3.20,2.99,3.20,2.91
2.92,2.94,3.19,2.88
2.91,3.04,3.08,2.85
3.00,3.00,3.15,2.89
2.95,3.05,3.10,2.72
2.92,2.92,3.49,2.90
2.92,2.94,3.10,2.92
2.95,2.90,3.12,2.82
2.90,2.82,3.00,2.80
2.90,2.74,2.99,2.70
2.70,2.80,2.81,2.65
2.80,2.64,2.80,2.61
2.70,2.60,2.90,2.55
2.80,2.95,3.10,2.61
2.85,2.75,3.09,2.75
2.80,2.67,2.89,2.67
2.70,2.68,2.87,2.66
2.70,2.70,2.79,2.65
2.70,2.90,3.10,2.70
3.00,2.95,3.10,2.84
3.10,2.81,3.14,2.80
2.72,2.70,3.00,2.70
2.80,2.40,2.80,1.66
2.50,2.54,2.55,2.35
2.61,2.50,2.65,2.31
2.37,2.28,2.40,2.20
2.45,2.10,2.45,2.05
2.20,2.29,2.30,2.03
2.30,2.29,2.30,2.18
2.16,2.23,2.29,2.10
2.25,2.30,2.30,2.20
0.00,2.28,2.31,2.20
1.90,2.33,2.33,1.90
2.39,2.26,2.62,2.21
2.26,2.00,2.30,2.00
2.03,2.07,2.09,2.00
2.03,1.98,2.03,1.95
2.00,1.97,2.03,1.95
1.98,1.81,1.98,1.81
1.79,1.75,1.79,1.72
1.75,1.88,1.99,1.71
1.85,1.88,1.97,1.84
1.89,1.93,2.00,1.89
1.94,2.00,2.00,1.90
2.05,2.20,2.35,2.05
2.25,2.28,2.43,2.22
2.34,2.35,2.38,2.29
2.42,2.41,2.44,2.21
2.42,2.30,2.42,2.27
2.26,2.33,2.36,2.26
2.29,2.35,2.36,2.28
2.36,2.52,2.61,2.30
2.50,2.42,2.62,2.42
2.42,2.42,2.45,2.42
2.46,2.36,2.48,2.32
2.40,2.14,2.40,2.14
2.11,2.10,2.19,2.08
2.13,2.16,2.23,2.12
2.19,2.19,2.19,2.12
2.16,2.15,2.23,2.15
2.15,2.23,2.29,2.15
2.22,2.22,2.24,2.20
2.20,2.26,2.30,2.20
2.22,2.22,2.25,2.19
2.22,2.12,2.30,2.08
2.08,2.13,2.14,2.08
2.11,2.10,2.15,2.10
2.07,2.10,2.18,2.07
2.08,2.13,2.15,2.08
2.11,2.16,2.23,2.11
2.13,2.17,2.19,2.13
2.47,2.75,3.20,2.43
2.74,2.54,2.74,2.48
2.58,2.41,2.58,2.33
2.40,2.33,2.42,2.31
2.39,2.26,2.39,2.25
2.35,2.32,2.35,2.26
2.34,2.30,2.34,2.25
2.30,2.43,2.43,2.26
2.41,2.47,2.57,2.41
2.50,2.50,2.58,2.43
2.58,2.53,2.58,2.50
2.54,2.70,2.83,2.54
2.82,2.40,2.82,2.40
2.32,2.22,2.38,2.20
2.20,2.26,2.31,2.20
2.26,2.20,2.30,2.20
2.20,2.04,2.25,2.04
2.12,2.08,2.12,2.01
2.05,2.05,2.18,2.02
2.02,2.03,2.13,2.02
2.03,2.01,2.08,2.01
2.02,2.10,2.17,2.00
2.15,2.05,2.19,2.05
2.07,2.07,2.12,2.04
2.04,2.08,2.10,2.04
2.20,2.35,2.35,2.15
2.30,2.31,2.35,2.23
2.33,2.30,2.38,2.30
2.26,2.26,2.35,2.25
2.28,2.23,2.28,2.17
2.26,2.19,2.35,2.19
2.16,2.24,2.28,2.10
2.18,2.15,2.23,2.14
2.13,2.22,2.25,2.11
2.18,2.16,2.20,2.11
2.17,2.17,2.20,2.11
2.15,2.15,2.30,2.11
2.18,2.20,2.21,2.12
2.12,2.14,2.20,2.12
2.15,2.14,2.16,2.11
2.15,2.17,2.19,2.13
2.18,2.18,2.19,2.13
2.15,2.21,2.22,2.14
2.11,2.16,2.23,2.11
2.13,2.11,2.18,2.11
2.10,2.12,2.20,2.10
2.12,2.09,2.12,2.09
2.06,2.18,2.24,2.02
2.14,2.16,2.18,2.00
2.29,2.45,2.48,2.24
2.42,2.31,2.61,2.30
2.39,2.43,2.50,2.29
2.45,2.40,2.47,2.37
2.46,2.39,2.46,2.36
2.43,2.36,2.45,2.36
2.36,2.49,2.57,2.33
2.51,2.43,2.53,2.33
2.42,2.41,2.44,2.36
2.40,2.44,2.51,2.38
2.44,2.46,2.50,2.40
2.41,2.48,2.54,2.41
2.43,2.60,2.79,2.42
2.63,2.53,2.63,2.48
2.48,2.47,2.54,2.46
2.47,2.48,2.53,2.46
2.48,2.44,2.50,2.33
2.45,2.34,2.45,2.28
2.31,2.35,2.37,2.27
2.32,2.25,2.32,2.24
2.25,2.40,2.50,2.25
2.47,2.58,2.62,2.41
2.58,2.56,2.73,2.43
2.61,2.70,2.74,2.57
2.73,2.75,2.80,2.61
2.72,2.77,2.82,2.72
2.82,2.84,2.86,2.79
2.85,3.01,3.12,2.85
3.01,3.09,3.18,3.00
3.14,3.01,3.22,3.01
3.16,3.33,3.36,3.10
3.38,3.18,3.38,3.11
3.18,3.24,3.29,3.17
3.25,3.20,3.38,3.20
3.23,3.00,3.28,2.98
3.05,3.09,3.16,3.00
3.14,3.01,3.15,2.98
3.03,3.02,3.04,2.96
3.00,3.10,3.14,3.00
3.21,3.37,3.60,3.12
3.45,3.82,4.19,3.40
3.84,4.22,4.65,3.84
4.22,4.00,4.45,4.00
4.01,3.94,4.03,3.85
4.00,4.02,4.13,3.96
4.10,4.04,4.10,3.99
4.04,4.31,4.36,4.04
4.35,4.61,4.64,4.15
4.68,5.03,5.21,4.51
5.59,5.10,6.00,5.03
5.10,5.20,5.30,4.81
5.09,5.29,5.35,4.93
5.46,5.33,5.53,5.12
5.34,5.24,5.36,5.21
5.17,5.20,5.24,5.02
5.25,5.23,5.25,5.11
5.29,4.80,5.29,4.67
4.76,4.61,4.79,4.26
4.60,4.58,4.67,4.46
4.57,4.37,4.60,4.33
4.32,4.03,4.33,3.98
4.19,4.38,4.62,4.19
4.39,4.28,4.50,4.18
4.29,4.36,4.43,4.25
4.27,4.43,4.49,4.20
4.49,4.30,4.49,4.30
4.26,4.57,4.60,4.26
4.53,4.57,4.67,4.53
4.58,4.41,4.58,4.39
4.38,4.38,4.42,4.30
4.33,4.04,4.33,3.95
4.10,4.24,4.37,4.10
4.23,4.20,4.23,4.05
4.18,4.12,4.21,4.10
4.14,4.17,4.21,4.08
4.16,4.36,4.44,4.10
4.48,4.32,4.48,4.26
4.35,4.30,4.40,4.25
4.30,4.23,4.32,4.20
4.20,4.16,4.26,4.16
4.42,4.72,4.76,4.36
4.77,4.50,4.79,4.48
4.53,4.40,4.53,4.32
4.40,4.51,4.58,4.37
4.59,4.56,4.75,4.52
4.55,4.40,4.58,4.40
4.48,4.39,4.60,4.33
4.39,4.45,4.45,4.25
4.37,4.08,4.38,3.95
4.15,4.15,4.38,4.15
4.18,4.16,4.29,4.15
4.15,4.17,4.34,4.15
4.16,4.20,4.25,4.08
4.21,4.20,4.29,4.18
4.20,4.45,4.45,4.20
4.46,4.69,4.86,4.21
4.73,4.83,5.05,4.65
4.80,4.54,4.98,4.39
4.47,4.53,4.63,4.33
4.54,4.37,4.61,4.37
4.50,4.49,4.55,4.45
4.45,4.50,4.57,4.38
4.55,4.90,4.96,4.54
4.91,4.77,4.91,4.72
4.80,4.70,4.88,4.56
4.67,4.65,4.72,4.53
4.58,4.49,4.66,4.40
4.46,4.36,4.54,4.27
4.37,4.26,4.39,4.25
4.32,4.23,4.32,4.20
4.20,4.22,4.28,4.20
4.20,4.11,4.30,4.06
4.05,4.18,4.24,3.99
4.18,4.23,4.31,4.18
4.25,4.13,4.25,4.05
4.10,4.12,4.20,4.01
4.03,4.29,4.31,4.03
4.23,4.22,4.30,4.16
4.22,4.06,4.26,4.03
4.04,4.55,4.81,4.01
4.70,4.37,4.72,4.36
4.47,4.45,4.53,4.37
4.46,4.62,4.86,4.46
4.64,4.78,4.78,4.53
4.86,4.82,4.90,4.65
4.78,4.58,4.84,4.57
4.52,4.64,4.71,4.50
4.71,4.77,4.80,4.65
