FOSL,Fossil Group,NASDAQ
40.67,41.45,41.61,39.98
41.00,41.60,42.24,40.90
42.12,42.47,42.99,42.08
45.00,45.84,46.30,44.57
45.11,44.18,45.12,43.86
43.16,44.18,44.34,42.55
43.97,43.70,44.16,43.55
43.03,43.83,44.38,42.51
44.00,44.50,45.23,43.85
44.50,45.00,45.44,44.10
44.77,44.14,44.92,43.74
43.78,44.15,44.27,43.51
44.64,44.36,45.08,44.13
43.76,44.38,44.65,43.25
44.00,44.71,44.93,43.75
44.79,44.85,45.13,44.32
44.93,46.01,46.33,44.72
46.21,47.95,49.50,46.20
47.69,47.49,48.74,47.32
47.96,48.80,48.97,47.55
48.87,49.91,50.38,48.86
50.35,50.20,50.49,48.93
50.17,49.43,50.33,49.40
49.50,50.12,50.44,49.46
50.50,50.85,51.20,50.50
50.85,50.39,50.98,50.01
50.97,51.00,51.34,50.60
50.57,51.49,51.95,50.57
51.40,51.83,51.99,50.88
51.46,51.88,52.07,51.37
52.00,51.58,52.08,51.13
51.83,52.43,52.56,51.60
52.45,51.84,52.64,51.29
51.71,51.31,52.49,50.75
50.71,51.24,52.03,50.71
51.95,53.03,53.05,51.95
53.16,53.13,53.68,52.85
53.55,54.59,54.76,53.16
53.50,52.89,53.83,52.70
52.99,53.79,54.15,52.51
54.44,53.07,54.58,52.53
52.10,52.75,53.18,51.03
53.52,54.14,54.47,52.80
54.23,52.97,54.34,52.52
53.51,54.68,54.97,53.01
54.92,54.54,55.10,54.30
54.54,55.03,55.51,54.54
55.07,54.57,55.11,54.26
54.72,53.06,54.88,53.00
53.00,54.33,54.94,52.68
54.83,53.90,54.99,53.23
53.93,53.81,54.24,53.40
53.64,53.43,54.78,52.93
53.66,53.97,54.49,53.54
54.29,55.63,55.93,54.29
55.95,56.58,56.67,55.76
56.80,57.30,57.81,56.58
57.00,57.94,58.75,56.79
57.64,58.51,58.56,56.92
58.91,59.36,59.81,58.69
59.37,58.99,59.94,58.92
59.48,59.26,60.11,58.84
59.92,60.17,60.41,59.69
60.21,60.22,60.54,59.51
60.76,61.25,61.45,60.23
61.29,62.22,62.31,61.11
62.50,63.97,64.00,62.38
69.01,67.85,69.80,67.34
68.21,69.70,70.07,67.71
69.17,68.91,69.40,68.20
68.20,67.74,68.98,66.97
67.28,67.99,69.10,67.28
67.50,65.86,67.60,64.76
65.84,66.82,67.10,65.12
67.77,69.03,69.68,67.55
69.03,68.45,69.03,67.64
68.30,68.73,68.83,66.82
66.22,67.27,68.30,66.22
67.87,68.89,68.97,67.79
68.64,68.65,69.75,68.27
68.21,67.76,68.76,66.95
67.06,67.65,68.65,66.51
68.70,68.25,68.98,67.69
68.65,72.78,73.01,68.27
72.50,72.26,72.99,71.38
72.40,72.90,73.10,71.48
73.81,72.55,74.34,72.46
72.96,72.21,74.24,71.40
72.79,73.33,73.82,72.45
73.45,73.42,74.24,72.56
74.08,73.19,74.24,73.05
73.20,72.79,73.74,72.52
72.82,71.36,73.36,70.88
71.26,71.51,72.98,71.12
71.81,71.32,72.47,71.12
71.60,71.87,72.23,70.32
72.24,73.03,73.39,71.51
73.24,71.89,73.39,71.86
71.63,72.53,73.09,71.27
72.18,71.28,72.63,70.65
71.23,71.50,71.80,70.83
71.75,70.56,72.09,70.52
70.49,71.89,72.54,69.47
71.95,70.48,72.45,70.38
71.62,72.69,72.82,71.23
72.98,72.59,73.19,70.83
72.59,72.00,72.82,71.59
71.78,70.53,71.98,69.12
71.02,71.90,72.00,69.80
71.84,71.46,71.87,70.78
71.61,69.52,72.77,69.16
69.96,68.59,70.02,66.89
68.74,69.28,69.66,67.52
68.84,70.29,70.30,68.76
70.20,70.16,70.85,69.25
70.17,69.21,70.99,68.85
68.88,70.05,70.88,68.88
70.11,69.24,70.95,69.11
69.24,69.66,69.85,68.48
69.30,67.86,69.30,66.05
67.98,69.42,69.64,67.35
69.47,70.90,71.20,68.70
70.79,69.96,71.44,69.00
69.99,71.05,71.52,69.30
71.57,73.05,73.38,70.85
72.98,72.82,73.30,72.14
72.60,74.15,74.75,72.25
74.22,76.56,76.67,73.72
76.69,76.56,76.94,75.74
76.62,78.21,78.25,76.48
78.27,79.66,80.15,78.02
79.37,80.45,80.47,78.51
80.46,82.79,83.40,79.29
82.38,83.51,83.68,81.92
80.78,78.77,80.98,75.49
78.80,79.09,80.98,78.52
78.49,78.42,78.84,77.19
78.63,78.89,79.65,78.41
78.06,77.57,79.25,76.96
77.65,74.71,77.65,72.57
74.60,74.81,76.27,73.76
75.24,77.87,78.00,74.82
77.80,76.74,78.26,75.70
77.17,75.11,77.79,74.75
74.81,76.19,76.88,74.03
76.90,80.33,80.59,76.66
80.42,80.83,80.85,79.06
81.13,83.05,83.39,80.09
82.83,83.21,84.19,81.48
83.12,84.83,85.20,82.81
83.70,83.28,85.13,82.49
82.55,82.55,83.44,81.54
82.00,82.43,82.72,80.56
79.78,82.55,83.05,79.41
82.19,81.77,85.01,81.05
83.03,81.04,83.84,80.72
82.00,79.52,82.06,79.22
80.59,81.80,81.99,79.63
81.69,83.04,83.66,81.24
82.58,84.33,84.83,81.71
84.81,85.52,85.78,83.68
86.00,88.53,89.42,85.97
88.91,88.25,89.20,87.91
88.12,90.05,90.18,87.59
90.79,91.69,91.95,90.08
90.99,93.65,93.65,90.40
93.65,93.61,94.77,92.95
93.70,93.52,94.22,92.80
93.50,93.62,94.12,93.16
94.31,91.60,94.71,90.96
91.41,94.02,94.02,90.93
94.30,93.00,95.39,92.09
93.19,93.32,94.14,91.99
92.64,92.51,94.63,92.19
93.22,94.67,94.71,92.07
93.86,93.64,95.10,92.34
93.76,94.48,94.53,92.04
93.17,91.84,93.25,89.78
92.17,92.40,93.38,91.72
94.08,95.95,96.76,93.43
96.50,96.71,96.99,95.58
96.96,96.63,96.99,95.09
96.68,95.89,96.83,95.27
96.09,95.52,96.37,93.11
95.29,95.87,96.21,94.66
95.78,95.78,96.25,93.77
95.97,91.54,95.99,91.16
91.46,91.01,92.50,89.55
90.67,91.70,92.42,90.04
90.78,93.11,93.63,90.57
94.12,93.12,95.23,92.67
93.67,94.00,95.20,93.20
100.64,105.97,107.27,100.03
107.32,106.84,107.38,105.37
106.49,106.76,107.54,105.10
106.62,105.34,107.08,104.85
104.76,103.62,105.48,103.31
103.10,102.22,103.34,100.26
102.60,102.13,103.57,101.45
102.98,104.98,105.34,102.25
104.84,102.94,104.86,101.80
101.34,100.58,103.05,99.41
100.87,101.53,102.47,100.72
101.13,102.26,102.43,100.03
101.59,105.15,105.33,101.39
104.96,105.28,106.00,104.55
106.00,105.84,106.18,104.14
105.93,102.06,106.20,101.90
102.16,102.26,103.14,100.77
101.01,100.50,102.97,99.50
100.36,100.07,100.90,99.62
100.24,101.79,101.99,99.82
101.78,102.41,103.91,99.02
100.06,105.76,106.75,100.06
106.11,105.48,108.35,104.95
106.00,106.90,108.81,105.10
108.55,107.72,110.61,107.22
106.89,106.40,107.60,105.78
106.40,107.53,108.38,105.32
108.43,106.68,109.29,106.54
106.54,110.71,110.98,106.31
111.20,113.80,114.45,111.05
113.69,112.43,114.80,112.17
111.39,114.77,115.00,109.73
115.20,113.41,115.50,112.90
113.55,114.04,115.30,112.74
114.84,117.73,117.80,114.50
118.22,116.82,118.56,115.78
117.13,117.72,119.46,116.61
117.51,121.96,122.00,117.51
122.58,122.63,123.47,121.28
121.90,124.01,124.13,121.00
125.11,123.16,126.36,122.64
122.00,124.65,124.97,121.29
125.74,125.00,128.42,123.00
124.61,125.57,126.20,124.08
126.62,128.58,129.82,126.62
129.21,128.03,130.46,126.88
128.91,128.90,129.58,127.00
128.93,128.92,130.50,127.75
130.09,134.29,134.77,130.03
134.98,133.03,134.98,130.92
134.00,133.03,134.62,131.81
133.68,133.01,133.89,132.03
131.90,132.61,134.50,131.20
132.29,130.43,134.00,130.12
130.10,125.02,130.11,123.77
125.44,126.73,129.80,124.90
125.41,125.67,127.20,121.75
129.54,126.74,129.90,123.87
125.49,122.21,127.82,122.09
121.81,123.57,123.92,114.72
121.70,113.87,122.25,113.54
112.75,110.56,114.00,106.01
101.89,93.89,106.00,93.10
78.29,82.15,82.53,69.57
81.49,85.29,90.51,78.02
85.29,89.73,91.10,83.50
91.00,93.36,94.00,89.18
94.34,94.52,95.24,90.78
93.69,88.11,93.85,85.92
89.16,84.07,90.12,82.40
78.07,74.24,80.42,73.26
73.32,72.93,76.92,72.26
74.44,74.28,75.54,72.97
74.62,86.52,87.11,74.03
86.18,92.72,92.88,86.09
92.86,91.91,94.70,91.42
91.00,95.31,95.77,87.65
97.00,102.37,103.32,96.72
100.50,101.18,104.71,99.17
102.19,96.61,104.25,95.33
96.54,95.49,99.05,94.89
93.43,93.76,96.49,91.00
90.71,92.38,93.34,87.82
94.19,96.65,96.95,92.94
95.90,97.45,100.24,95.00
96.39,94.00,97.25,92.25
92.18,92.96,94.68,89.26
93.24,98.16,98.92,92.21
98.86,98.99,100.47,94.60
100.04,101.70,102.80,98.71
101.98,102.50,104.68,99.63
100.92,100.33,101.33,95.70
100.93,97.08,102.72,96.67
97.11,97.69,100.50,95.90
94.39,90.66,95.22,87.90
90.44,94.19,95.02,90.38
95.17,93.84,95.40,89.05
96.34,97.28,100.81,94.56
97.45,95.65,99.72,95.44
96.42,88.90,96.50,84.70
84.76,81.06,87.72,80.97
80.12,75.28,82.19,75.05
74.37,81.12,81.39,73.01
78.23,83.19,84.20,77.81
83.08,85.35,86.15,83.08
86.23,82.50,86.23,81.44
84.34,86.77,88.18,83.94
86.81,90.89,91.76,86.00
92.13,92.19,95.59,91.35
91.28,92.26,93.87,89.13
94.42,94.78,95.38,92.35
94.46,93.03,96.31,92.47
91.72,90.80,92.42,87.79
92.06,89.74,94.89,88.72
89.59,88.13,89.69,85.44
89.63,90.03,91.76,87.40
90.69,97.74,98.43,90.28
96.41,96.86,99.34,92.58
97.84,99.15,100.68,97.05
103.12,107.84,110.00,103.02
105.00,109.99,110.74,104.04
105.51,103.66,107.27,102.96
98.98,99.30,101.48,97.40
100.67,101.13,102.72,99.49
101.01,99.33,102.28,93.72
98.00,97.40,99.45,96.05
97.82,97.20,99.25,94.45
90.41,94.81,95.45,88.34
91.91,92.03,93.30,90.21
93.62,90.41,93.62,89.00
91.51,93.09,93.37,90.62
92.83,90.93,92.87,90.12
90.58,91.58,92.59,89.74
91.53,91.83,96.13,90.54
91.59,89.93,92.84,88.97
90.42,86.95,91.10,86.56
84.98,83.10,85.36,81.69
83.10,83.05,84.40,82.32
82.11,82.51,82.93,80.89
82.09,81.26,83.72,80.99
87.59,87.26,88.33,85.36
87.40,86.38,87.80,85.34
90.31,89.59,92.21,88.00
89.15,88.58,90.56,87.78
89.63,89.91,91.18,88.63
91.59,89.09,92.63,88.60
88.84,86.67,88.98,85.79
85.88,85.88,86.47,84.06
86.53,83.10,86.71,82.77
83.42,86.36,86.64,82.87
85.00,84.19,85.29,82.90
84.10,82.05,85.24,81.35
81.64,81.53,82.46,79.76
82.04,81.81,82.87,79.62
82.16,80.94,84.38,80.15
81.25,80.51,82.94,80.38
81.90,82.97,83.41,81.51
82.90,83.71,83.96,80.54
83.91,82.93,84.14,81.46
83.46,85.90,86.35,83.03
85.75,86.59,88.14,85.46
86.51,82.62,87.05,82.46
82.32,82.12,82.72,80.55
81.56,79.36,81.73,79.26
81.12,79.27,82.44,79.10
79.08,78.08,79.86,77.78
78.64,81.44,81.94,76.72
81.61,78.46,81.65,78.34
80.79,78.98,81.06,78.84
78.64,80.67,81.38,78.10
80.03,79.37,81.00,79.20
79.42,86.78,87.68,78.60
86.19,86.84,89.43,85.51
87.63,86.59,88.54,86.50
86.74,90.49,90.91,86.29
90.59,90.93,92.24,89.26
90.78,89.99,91.72,89.76
89.59,90.28,91.69,89.57
89.98,92.08,92.82,89.21
91.82,95.07,95.30,91.06
95.71,97.40,97.67,95.39
95.42,95.99,96.74,94.98
94.86,94.24,95.00,93.80
95.07,95.05,96.55,94.24
96.34,97.70,98.03,95.78
97.50,97.50,98.77,96.38
98.67,100.19,102.31,98.29
99.47,100.49,100.99,98.31
97.51,100.14,100.74,96.18
100.66,100.75,103.13,99.59
101.22,101.40,101.63,99.67
99.81,100.49,101.50,99.05
102.11,104.50,105.94,100.69
100.00,119.82,120.80,99.07
117.51,117.16,119.77,115.30
117.33,118.45,119.94,116.50
118.19,118.19,119.30,117.20
118.46,117.13,121.24,116.12
116.60,115.92,117.31,114.66
115.91,118.78,119.22,115.17
118.46,121.78,122.11,117.76
120.00,120.81,122.74,119.20
120.91,121.93,122.05,119.62
121.05,121.98,123.44,120.73
122.82,126.29,126.63,122.04
124.47,126.64,127.05,123.34
126.19,125.69,127.66,124.65
124.41,119.93,125.00,118.70
120.76,122.68,123.22,119.44
123.18,126.22,127.82,122.22
126.01,129.53,129.79,125.35
129.87,128.00,130.87,126.97
129.32,130.34,130.37,126.79
130.55,128.40,131.44,127.25
128.91,127.65,129.38,126.29
127.22,125.62,127.65,124.77
125.50,130.09,131.28,124.35
129.42,130.62,131.49,129.04
132.14,132.18,134.99,131.54
130.70,133.12,133.46,130.11
132.70,133.17,133.60,130.01
134.29,135.54,135.79,132.51
134.73,133.98,135.41,133.95
134.17,132.65,134.19,130.37
135.04,133.67,135.98,130.97
134.01,131.98,134.86,131.33
132.86,133.80,134.70,130.62
133.24,134.39,135.60,131.99
134.07,133.73,135.32,131.92
133.13,138.07,139.20,132.98
135.77,138.30,138.86,135.00
137.52,134.16,137.90,133.73
135.39,133.02,136.83,132.34
133.80,133.00,134.95,132.50
133.30,130.45,133.38,129.54
131.80,127.45,132.06,126.00
128.15,130.00,130.70,128.15
129.82,132.65,133.75,128.66
132.04,129.92,132.93,128.88
130.91,128.44,131.76,128.38
126.92,125.55,126.92,123.66
126.03,126.08,126.97,124.43
127.38,129.05,129.48,126.97
128.74,132.17,132.50,128.63
132.15,132.00,133.70,131.07
131.84,130.67,132.61,130.00
130.55,133.75,135.88,130.48
132.88,136.97,137.63,132.49
136.97,135.00,138.41,134.76
133.98,129.19,134.08,127.85
129.13,125.77,129.13,125.20
92.10,78.52,93.60,75.56
78.80,78.78,81.20,77.82
80.01,78.70,81.36,78.34
78.88,78.55,79.38,77.75
77.41,77.24,78.75,76.57
77.00,71.89,77.32,71.20
74.60,71.91,74.77,71.20
72.34,70.84,72.34,70.80
71.13,70.28,72.93,69.88
70.24,71.09,71.70,69.57
71.36,72.17,73.93,71.02
71.75,71.63,72.87,70.05
72.14,71.06,73.14,70.53
71.14,71.54,72.00,70.12
72.27,73.09,73.19,71.00
72.59,73.24,73.73,71.59
73.18,73.16,73.52,71.85
71.62,69.59,72.28,69.01
69.91,69.48,70.33,67.69
69.08,70.99,71.18,69.01
71.79,73.55,74.19,71.79
74.33,74.35,75.20,73.56
73.80,76.15,76.33,72.70
76.96,72.71,76.99,72.21
73.80,72.67,74.28,69.93
72.58,70.60,72.58,70.21
71.00,71.69,72.73,70.14
72.32,75.49,75.53,72.06
74.98,72.93,75.30,72.53
73.21,74.99,75.71,73.21
75.19,76.59,76.66,74.19
76.65,75.75,77.37,75.50
75.76,77.38,77.60,75.69
76.45,74.00,76.64,73.00
74.38,74.66,76.18,74.25
74.33,71.47,74.46,71.02
71.12,71.15,72.73,69.50
72.42,76.54,76.57,71.90
76.61,74.88,77.50,74.65
74.65,72.00,74.88,70.92
71.67,70.73,72.10,69.31
70.36,68.51,70.50,67.89
68.72,67.72,68.75,66.70
68.24,66.08,69.20,65.48
65.99,65.13,66.07,64.34
64.54,66.32,66.90,62.77
66.01,67.98,68.50,65.70
67.10,66.33,68.33,66.07
66.86,66.66,67.72,65.71
66.36,68.10,68.89,65.70
68.41,72.15,72.98,67.95
71.32,68.51,71.73,68.22
66.73,68.33,68.52,64.00
66.22,67.17,69.16,65.84
67.19,67.23,68.17,66.66
68.86,70.91,71.59,68.86
71.86,76.78,77.21,71.77
76.05,74.87,76.84,73.71
72.20,71.69,74.13,71.50
72.04,69.07,72.39,68.70
68.13,66.52,69.00,66.38
68.12,68.43,69.50,67.75
68.61,69.79,70.38,67.31
84.25,91.77,93.45,82.61
89.20,87.41,89.52,86.09
87.46,86.55,88.02,85.30
86.66,86.47,87.05,85.45
86.37,85.54,86.62,84.44
86.81,84.56,88.00,84.02
84.94,87.12,87.47,84.57
87.41,87.79,89.17,86.94
88.41,89.80,90.50,87.84
89.59,88.39,89.71,87.35
87.03,87.82,88.73,86.98
87.88,88.01,89.21,87.47
87.84,86.78,88.13,86.67
86.97,87.84,88.08,86.15
88.55,87.72,88.68,87.50
88.35,87.24,90.06,87.09
87.45,87.67,88.00,86.86
86.82,85.53,87.19,85.14
86.56,84.95,87.00,84.87
84.84,84.05,85.34,83.33
83.94,83.20,84.19,82.81
83.58,85.43,86.38,83.58
85.34,86.65,87.69,85.29
85.84,85.87,86.87,85.63
83.56,84.95,85.22,83.40
85.41,84.06,86.68,83.52
83.83,84.00,84.53,82.88
84.25,93.60,93.69,84.25
92.86,91.80,92.94,91.17
91.36,90.20,91.66,89.01
90.20,91.73,92.30,89.63
90.43,88.80,90.71,87.63
89.68,89.71,92.25,89.50
88.67,87.91,89.17,87.08
88.11,84.89,88.44,84.67
85.29,84.13,85.73,82.91
84.06,86.32,87.66,82.80
85.56,84.70,85.87,83.86
85.00,86.03,87.54,84.29
86.38,86.57,87.96,85.52
86.97,85.24,87.47,84.45
85.49,87.98,88.21,85.49
88.37,87.58,89.56,87.25
87.15,86.66,88.58,86.40
86.28,83.06,87.45,82.92
83.44,82.41,84.58,81.90
83.68,83.32,84.96,83.27
83.17,82.73,84.43,82.05
83.27,85.09,85.32,82.34
87.60,91.31,92.76,87.46
91.00,89.54,91.74,89.20
89.14,88.75,90.00,87.50
88.57,89.35,90.58,88.03
89.33,89.38,90.99,88.53
88.28,89.99,90.22,86.59
90.30,87.65,90.94,87.40
88.32,87.99,89.43,86.79
88.01,87.24,88.53,86.11
87.60,87.10,89.49,86.58
87.94,93.88,94.24,87.81
96.21,93.10,96.40,92.61
93.25,94.10,95.98,93.01
86.36,84.24,86.46,81.88
84.00,83.93,84.77,82.57
84.03,81.48,84.52,81.07
81.05,80.72,82.70,80.04
81.28,79.66,82.43,79.58
79.43,80.51,82.45,78.75
81.18,79.97,82.10,79.47
80.12,81.99,82.14,78.80
81.82,82.00,82.46,80.36
83.15,84.04,84.83,82.99
83.67,82.91,84.75,81.80
83.09,83.55,84.27,82.56
84.32,86.20,86.66,84.00
86.08,85.51,86.41,84.19
85.36,84.83,86.40,84.75
85.17,86.94,87.12,84.18
86.80,87.05,87.36,85.61
86.73,86.44,87.75,86.15
86.98,85.18,87.55,84.79
85.39,86.17,86.31,83.71
89.21,86.72,89.50,86.53
87.03,89.31,89.49,86.12
90.00,89.34,90.23,87.72
89.32,88.51,89.97,88.13
89.10,91.29,91.51,88.64
90.81,90.45,92.23,90.39
90.22,89.01,91.33,88.72
88.99,90.67,91.30,88.99
90.77,91.09,91.71,89.16
91.26,94.23,94.78,91.18
94.14,94.10,95.53,93.30
94.10,93.98,94.10,91.11
92.00,92.81,93.37,88.65
92.57,92.41,93.00,91.83
93.08,89.33,93.19,89.07
89.30,90.75,91.10,88.50
90.10,89.31,90.62,89.30
89.14,93.10,93.21,88.65
95.66,94.04,95.70,92.00
94.61,95.04,97.62,94.32
95.34,97.12,97.30,95.10
97.11,95.85,97.54,94.42
96.35,98.38,99.08,96.00
98.35,99.42,99.51,97.99
98.38,100.99,101.04,98.02
100.43,100.79,101.87,99.44
100.55,101.47,101.77,99.80
100.66,103.62,103.85,99.42
103.45,104.84,105.57,102.13
105.43,104.97,106.44,103.42
104.70,105.00,105.11,103.39
106.08,105.95,106.49,103.94
103.89,103.49,104.77,101.61
103.74,106.37,106.99,103.73
107.00,107.46,107.49,105.63
107.59,106.18,107.85,104.69
106.30,106.69,107.01,104.75
103.75,104.11,104.70,103.36
104.16,105.58,106.41,104.16
106.68,103.98,106.95,103.80
103.50,101.87,105.56,101.74
102.10,103.36,104.18,95.44
102.95,104.63,105.06,102.01
104.77,105.78,105.99,102.90
105.99,103.90,106.44,103.36
103.13,107.46,107.64,102.49
111.52,110.65,115.19,110.26
107.52,105.21,109.15,103.75
104.53,104.40,105.18,103.11
103.96,104.86,106.82,103.70
105.25,104.95,106.32,103.35
105.16,102.76,105.70,102.53
102.59,100.38,102.75,99.42
101.01,101.14,101.62,100.07
101.90,98.65,103.26,98.59
99.21,100.31,100.69,98.10
100.29,101.99,103.00,100.05
101.83,102.77,103.59,101.73
102.31,103.42,104.74,101.72
103.31,103.47,104.21,102.52
104.39,105.40,105.77,103.51
105.88,104.17,106.62,103.57
104.53,103.61,105.99,103.49
104.25,103.42,104.79,102.06
103.10,104.11,104.28,101.87
103.67,103.72,104.14,102.81
103.99,106.15,106.39,103.71
106.20,107.00,107.73,106.19
106.36,104.97,107.85,104.94
104.00,101.91,104.00,101.61
101.54,98.61,102.01,98.02
99.17,99.02,100.09,98.25
98.40,96.03,98.53,95.67
96.24,95.49,97.08,95.12
96.51,95.63,97.26,94.88
96.17,95.46,96.24,94.35
94.69,94.96,95.14,92.55
94.46,96.60,96.75,93.51
96.63,93.83,97.23,93.50
94.16,93.49,96.00,93.43
93.65,91.42,94.16,90.94
91.54,92.81,92.96,90.65
91.08,93.05,93.26,89.50
93.10,94.03,94.28,92.44
94.23,96.26,96.91,94.15
96.37,97.78,98.06,96.36
98.06,98.73,99.50,97.45
98.50,98.07,98.50,96.88
97.38,94.24,97.62,94.19
94.91,95.16,95.45,93.61
94.05,92.10,94.34,91.08
92.50,91.87,93.15,91.10
91.73,94.29,94.73,91.55
94.28,92.91,94.59,92.78
94.02,92.80,94.83,92.44
93.04,93.59,93.90,92.86
94.31,94.89,95.68,93.54
95.13,95.49,95.84,94.36
95.50,95.29,96.02,94.61
95.93,98.12,98.18,95.83
97.44,94.96,97.84,94.45
95.07,96.50,96.69,95.07
98.15,98.26,99.42,98.05
98.06,98.96,99.50,97.75
107.00,107.88,109.00,105.50
107.73,109.50,110.44,107.46
107.67,108.07,109.03,107.36
108.32,109.31,109.31,107.96
109.07,108.00,109.81,107.61
107.66,109.00,109.00,107.06
108.49,109.67,110.15,108.31
109.18,107.09,110.05,106.82
108.17,108.56,109.12,107.82
108.45,107.68,108.98,107.10
107.67,108.16,108.61,107.27
108.60,104.44,108.85,104.00
103.40,105.33,106.38,102.22
104.38,104.30,104.76,102.84
105.86,106.07,108.21,105.86
105.79,105.01,106.56,104.60
105.05,106.25,107.42,104.74
106.00,106.20,108.02,105.57
105.93,104.86,106.70,103.75
105.27,104.85,106.40,103.80
104.52,102.13,105.10,101.77
102.44,104.38,104.50,101.54
105.74,105.81,107.99,105.61
106.03,104.99,106.03,104.32
103.60,102.43,104.99,102.36
103.58,100.99,104.22,100.60
102.80,104.57,104.80,101.64
104.11,104.42,105.29,103.31
105.38,105.61,106.91,105.14
105.97,107.51,108.07,105.06
107.29,106.90,108.49,106.89
104.66,102.28,105.86,102.21
