FOSL,Fossil Group,NASDAQ
33.82,33.93,34.01,33.26
34.00,34.62,35.04,33.97
34.42,33.72,34.85,33.65
33.73,32.60,34.21,32.51
32.96,31.99,32.97,31.92
31.98,31.72,32.30,31.48
31.85,31.31,32.24,31.08
31.40,28.87,31.40,28.73
28.88,28.29,29.35,28.03
28.31,28.73,28.96,28.09
28.71,27.82,28.71,27.76
27.75,26.23,27.93,26.08
26.40,26.45,27.43,26.27
26.34,26.35,26.93,25.93
26.46,26.19,26.87,25.85
26.36,25.76,26.69,25.58
25.82,25.86,26.41,25.63
26.07,26.37,26.69,25.96
26.69,27.08,27.33,26.66
26.27,25.01,26.30,24.52
25.11,25.21,25.53,24.89
25.04,24.51,25.06,24.43
24.75,25.03,25.21,24.65
25.00,24.88,25.00,24.20
25.06,24.69,25.25,24.39
24.78,25.16,25.34,24.78
