CBR,Ciber,NASDAQ
4.19,4.24,4.25,4.13
4.25,4.28,4.30,4.18
4.26,4.28,4.33,4.17
4.25,4.37,4.37,4.23
4.39,4.63,4.70,4.33
4.65,4.68,4.80,4.64
4.72,4.77,4.84,4.72
4.81,4.68,4.81,4.62
4.92,4.93,4.99,4.73
4.95,4.92,4.95,4.77
4.87,5.08,5.15,4.80
5.10,5.06,5.22,5.02
5.05,4.91,5.11,4.72
4.84,4.77,4.89,4.75
4.77,4.79,4.97,4.71
4.83,4.77,4.86,4.73
4.72,4.73,4.74,4.66
4.71,4.81,4.85,4.70
4.74,4.82,4.84,4.70
4.82,4.67,4.85,4.59
4.74,4.86,4.94,4.69
4.86,4.88,4.92,4.83
4.83,4.96,5.05,4.83
4.92,4.85,4.92,4.81
4.75,4.91,4.97,4.62
4.93,4.89,4.94,4.81
4.90,4.52,4.90,4.51
4.51,4.56,4.72,4.39
4.59,4.70,4.73,4.55
4.66,4.68,4.77,4.65
4.67,4.69,4.74,4.58
4.67,4.56,4.71,4.52
4.58,4.59,4.68,4.55
4.57,4.59,4.59,4.50
4.58,4.48,4.58,4.45
4.45,4.32,4.47,4.31
4.30,4.39,4.39,4.23
4.40,4.44,4.45,4.33
4.41,4.42,4.48,4.35
4.43,4.39,4.46,4.34
4.38,4.35,4.41,4.30
4.38,4.47,4.57,4.35
4.36,4.38,4.45,4.25
4.37,4.34,4.41,4.30
4.36,4.38,4.42,4.30
4.39,4.67,4.67,4.35
4.68,4.67,4.95,4.66
4.75,5.26,5.36,4.75
5.28,5.26,5.36,5.12
5.31,5.60,5.63,5.30
5.62,5.50,5.64,5.46
5.55,5.59,5.70,5.48
5.63,5.75,5.82,5.47
5.75,5.80,5.96,5.68
5.79,5.71,5.84,5.52
5.65,5.70,5.73,5.54
5.60,5.70,5.80,5.56
5.61,5.91,6.09,5.40
5.86,5.73,6.06,5.67
5.82,5.76,5.99,5.67
5.86,6.10,6.13,5.79
6.18,6.42,6.45,6.16
6.42,6.33,6.42,6.32
6.33,6.34,6.41,6.25
6.40,6.45,6.57,6.34
6.52,6.57,6.63,6.47
6.55,6.42,6.56,6.28
6.49,6.53,6.57,6.32
6.53,6.69,6.73,6.45
6.66,6.70,6.72,6.58
6.72,6.57,6.72,6.51
6.47,6.60,6.60,6.46
6.54,6.61,6.70,6.54
6.62,6.86,6.86,6.50
6.88,6.69,6.98,6.67
6.69,6.76,6.78,6.58
6.75,6.78,6.83,6.65
6.74,6.52,6.79,6.50
6.54,6.75,6.75,6.48
6.65,6.19,6.65,6.19
6.17,6.20,6.31,5.96
6.01,6.02,6.08,5.75
6.04,5.92,6.16,5.90
6.03,6.03,6.05,5.95
6.09,6.00,6.09,5.90
5.97,5.94,6.16,5.91
5.97,5.91,6.04,5.90
5.89,5.73,5.92,5.67
5.69,5.64,5.71,5.54
5.64,5.72,5.73,5.64
5.70,5.69,5.86,5.65
5.98,6.28,6.36,5.81
6.37,6.20,6.37,6.09
6.16,6.25,6.30,6.14
6.33,6.26,6.39,6.22
6.26,6.41,6.46,6.17
6.47,6.42,6.49,6.33
6.36,6.37,6.44,6.26
6.31,6.57,6.61,6.29
6.59,6.39,6.64,6.38
6.33,6.19,6.38,6.18
6.13,5.98,6.23,5.81
5.98,6.16,6.35,5.97
6.22,6.09,6.28,6.05
6.04,5.94,6.10,5.91
5.83,5.80,5.93,5.73
5.80,5.78,5.86,5.67
5.76,5.85,5.88,5.76
5.85,5.88,5.92,5.80
5.90,5.89,6.04,5.83
5.99,6.10,6.11,5.91
6.09,5.86,6.09,5.80
5.84,5.88,5.96,5.79
5.75,5.75,5.87,5.73
5.72,5.40,5.76,5.40
5.47,5.51,5.56,5.37
5.46,5.32,5.46,5.25
5.35,5.31,5.40,5.29
5.26,5.12,5.31,5.03
5.12,5.15,5.22,5.07
5.21,5.16,5.21,5.04
5.07,5.00,5.17,4.95
4.98,4.99,5.08,4.87
5.03,4.93,5.03,4.88
4.89,4.94,4.98,4.85
4.95,5.03,5.07,4.92
5.00,5.16,5.25,5.00
5.09,5.22,5.24,5.04
5.22,5.21,5.32,5.11
5.20,5.33,5.39,5.17
5.37,5.35,5.44,5.25
5.39,5.55,5.59,5.34
5.59,5.55,5.60,5.52
5.53,5.60,5.60,5.43
5.60,5.63,5.65,5.58
5.64,5.77,5.81,5.56
5.83,5.76,5.87,5.75
5.67,5.60,5.73,5.51
5.50,5.53,5.58,5.45
5.49,5.51,5.54,5.38
5.52,5.67,5.71,5.51
5.66,5.65,5.75,5.59
5.65,5.66,5.73,5.52
5.63,5.34,5.72,5.34
5.42,5.50,5.54,5.41
5.50,5.29,5.51,5.29
5.33,5.30,5.40,5.25
5.31,5.25,5.33,5.23
5.22,5.25,5.28,5.13
5.23,5.10,5.23,5.06
5.07,5.00,5.14,4.96
5.00,4.99,5.10,4.93
4.91,5.02,5.06,4.85
5.10,5.23,5.26,5.05
5.15,5.16,5.34,5.12
3.38,3.94,4.06,2.71
3.87,3.76,3.94,3.73
3.79,3.38,3.79,3.33
3.15,3.07,3.24,3.01
3.06,3.13,3.24,2.80
3.07,2.87,3.07,2.86
2.86,2.99,3.10,2.82
3.12,3.20,3.38,3.12
3.24,3.33,3.33,3.22
3.28,3.35,3.43,3.23
3.37,3.31,3.43,3.27
3.21,3.03,3.24,2.97
2.95,2.93,3.08,2.90
3.02,2.97,3.07,2.96
3.00,3.11,3.13,2.97
3.10,3.11,3.15,3.02
3.13,2.98,3.14,2.98
2.98,3.01,3.09,2.95
3.06,3.19,3.20,3.00
3.16,3.44,3.45,3.15
3.47,3.28,3.52,3.21
3.27,3.08,3.34,3.07
3.02,2.91,3.09,2.91
2.81,2.83,2.89,2.75
2.86,3.22,3.22,2.86
3.18,3.04,3.26,3.03
2.97,3.06,3.12,2.97
3.00,3.10,3.16,3.00
3.13,3.28,3.30,3.13
3.32,3.37,3.43,3.31
3.42,3.42,3.44,3.34
3.46,3.37,3.50,3.36
3.30,3.32,3.37,3.15
3.33,3.11,3.35,3.11
3.05,3.13,3.23,3.05
3.01,3.09,3.13,3.00
3.08,3.20,3.24,2.97
3.24,3.17,3.24,3.05
3.24,3.40,3.49,3.20
3.41,3.13,3.45,3.12
3.23,3.17,3.29,3.01
3.12,3.03,3.19,3.01
3.01,2.78,3.10,2.76
2.75,3.12,3.18,2.75
3.12,3.32,3.33,3.05
3.29,3.43,3.44,3.25
3.45,3.50,3.53,3.31
3.55,3.58,3.65,3.41
3.54,3.69,3.69,3.52
3.71,3.77,3.88,3.71
3.73,3.74,3.81,3.66
3.77,3.86,3.86,3.73
3.82,3.57,3.83,3.54
3.58,3.58,3.68,3.48
3.58,3.43,3.60,3.40
3.44,3.25,3.50,3.20
3.32,3.15,3.36,3.08
3.18,3.36,3.38,3.18
3.39,3.18,3.39,3.15
3.25,3.51,3.51,3.16
3.57,3.67,3.83,3.55
3.79,3.68,3.85,3.67
3.61,3.48,3.65,3.48
3.07,3.51,3.55,3.07
3.58,3.70,3.72,3.55
3.75,3.83,3.84,3.63
3.76,3.86,3.87,3.55
3.83,3.83,3.85,3.69
3.87,3.99,4.03,3.86
3.87,3.86,3.97,3.82
3.95,3.95,4.02,3.85
4.00,4.09,4.10,3.92
4.05,3.82,4.05,3.79
3.81,3.83,3.86,3.75
3.77,3.74,3.91,3.73
3.73,3.77,3.80,3.65
3.78,3.71,3.80,3.69
3.61,3.75,3.76,3.55
3.75,3.85,3.86,3.68
3.79,3.59,3.84,3.57
3.58,3.47,3.63,3.46
3.63,3.92,3.95,3.63
3.93,3.95,4.01,3.86
4.16,4.14,4.18,3.97
4.13,3.91,4.17,3.90
3.97,4.02,4.12,3.97
4.09,4.00,4.09,3.96
4.01,3.97,4.03,3.80
3.96,4.11,4.11,3.80
4.06,3.77,4.07,3.74
3.79,3.80,3.83,3.73
3.73,3.72,3.80,3.64
3.75,3.60,3.80,3.53
3.55,3.69,3.70,3.55
3.76,3.58,3.79,3.55
3.61,3.45,3.76,3.29
3.53,3.62,3.79,3.53
3.70,3.90,3.91,3.69
3.88,4.07,4.07,3.82
4.07,4.08,4.09,3.97
4.10,3.96,4.10,3.91
3.94,4.02,4.14,3.90
4.00,3.94,4.00,3.92
3.95,3.98,3.98,3.87
3.96,3.86,4.05,3.84
3.97,3.86,3.98,3.82
3.83,3.62,3.88,3.57
3.63,3.52,3.64,3.49
3.53,3.38,3.60,3.30
3.39,3.42,3.46,3.30
3.46,3.39,3.60,3.34
3.38,3.62,3.69,3.38
3.63,3.70,3.72,3.60
3.63,3.55,3.72,3.53
3.58,3.58,3.71,3.51
3.59,3.58,3.63,3.51
3.59,3.61,3.72,3.53
3.61,3.74,3.75,3.60
3.72,4.04,4.06,3.72
4.00,4.16,4.20,3.93
4.16,4.20,4.21,4.04
4.21,4.21,4.25,4.16
4.18,4.25,4.26,4.17
4.21,4.26,4.38,4.17
4.28,4.35,4.44,4.24
4.38,4.58,4.60,4.35
4.58,4.60,4.74,4.52
4.67,4.54,4.76,4.52
4.51,4.53,4.59,4.50
4.53,4.30,4.55,4.26
4.30,4.29,4.30,4.09
4.30,4.27,4.32,4.22
4.27,4.22,4.33,4.22
4.28,4.20,4.29,4.16
4.19,4.19,4.26,4.10
4.20,4.07,4.20,4.06
4.09,4.25,4.29,4.06
4.28,4.26,4.30,4.22
4.28,4.13,4.29,4.11
4.10,4.17,4.25,4.05
4.20,4.22,4.22,3.93
4.18,4.54,4.60,4.15
4.49,4.55,4.60,4.42
4.55,4.47,4.55,4.41
4.46,4.38,4.51,4.35
4.42,4.40,4.47,4.38
4.39,4.25,4.40,4.16
4.22,4.25,4.29,4.19
4.19,4.15,4.23,4.11
4.16,4.37,4.38,4.08
4.42,4.47,4.51,4.35
4.45,4.42,4.48,4.35
4.42,4.33,4.42,4.30
4.33,4.45,4.45,4.30
4.42,4.41,4.44,4.39
4.40,4.43,4.60,4.38
4.42,4.40,4.45,4.35
4.37,4.52,4.59,4.33
4.46,4.40,4.51,4.38
4.42,4.40,4.44,4.38
4.33,4.32,4.36,4.24
4.32,4.34,4.34,4.24
4.40,4.43,4.49,4.39
4.42,4.35,4.43,4.33
4.35,4.30,4.36,4.29
4.26,4.29,4.32,4.25
4.30,4.24,4.30,4.24
4.20,4.30,4.30,4.20
4.30,4.17,4.30,4.14
4.11,4.25,4.28,4.11
4.25,4.25,4.28,4.19
4.15,4.17,4.24,4.15
4.16,4.15,4.17,4.06
4.20,4.19,4.24,4.14
4.17,4.19,4.22,4.15
4.15,4.10,4.16,4.06
4.11,4.07,4.13,4.03
4.13,4.25,4.29,4.12
4.21,4.25,4.29,4.16
4.25,4.13,4.25,4.11
4.15,4.08,4.26,4.03
4.00,4.03,4.06,3.99
4.03,4.20,4.21,4.00
4.28,4.21,4.30,4.18
4.19,4.19,4.22,4.16
4.18,4.27,4.27,4.10
4.23,4.16,4.25,4.14
4.17,3.98,4.24,3.98
3.95,3.95,4.00,3.89
3.95,3.90,3.97,3.88
3.87,3.79,3.90,3.75
3.76,3.68,3.79,3.66
3.64,4.11,4.12,3.64
4.07,4.04,4.08,3.93
4.06,4.00,4.06,3.94
3.97,4.03,4.07,3.97
3.97,3.85,3.99,3.84
3.84,3.87,3.95,3.84
3.87,3.65,3.91,3.63
3.66,3.56,3.69,3.54
3.55,3.77,3.92,3.55
3.79,3.85,3.87,3.75
3.85,3.74,3.92,3.74
3.70,3.88,3.89,3.69
3.90,3.89,4.03,3.82
3.87,3.85,3.95,3.80
3.87,3.74,3.88,3.73
3.70,3.62,3.72,3.62
3.65,3.58,3.68,3.57
3.51,3.37,3.55,3.36
3.41,3.42,3.54,3.40
3.40,3.41,3.53,3.39
3.45,3.53,3.60,3.45
3.59,3.44,3.59,3.43
3.40,3.64,3.65,3.38
3.69,3.67,3.83,3.64
3.67,3.91,3.94,3.67
3.89,3.80,3.97,3.76
3.79,3.82,3.92,3.71
3.81,3.92,3.97,3.75
3.88,3.93,4.00,3.83
3.93,3.89,4.00,3.84
3.90,4.16,4.17,3.88
4.14,3.90,4.16,3.86
3.92,3.98,4.09,3.86
3.89,4.03,4.09,3.85
4.05,4.06,4.09,3.95
4.06,3.98,4.09,3.96
3.94,4.07,4.07,3.84
4.13,4.31,4.32,4.07
4.31,4.41,4.42,4.26
4.39,4.40,4.45,4.33
4.38,4.42,4.44,4.36
4.35,4.42,4.45,4.33
4.39,4.40,4.42,4.25
4.42,4.32,4.42,4.26
4.30,4.28,4.35,4.25
4.25,4.24,4.34,4.19
4.25,4.12,4.37,4.06
4.11,4.03,4.14,4.03
4.05,3.96,4.08,3.94
3.94,4.06,4.06,3.94
4.08,4.01,4.10,3.97
3.95,3.93,3.96,3.91
3.86,3.71,3.86,3.71
3.71,3.52,3.72,3.51
3.56,3.58,3.61,3.54
3.63,3.69,3.72,3.60
3.70,3.92,3.92,3.68
3.91,3.91,3.94,3.82
3.88,3.75,3.93,3.71
3.76,3.50,3.80,3.50
3.47,3.41,3.54,3.38
3.50,3.75,3.80,3.50
3.76,3.68,3.83,3.68
3.72,3.54,3.72,3.50
3.45,3.51,3.55,3.45
3.50,3.47,3.60,3.45
3.46,3.59,3.60,3.45
3.56,3.53,3.58,3.43
3.55,3.40,3.56,3.38
3.40,3.50,3.52,3.35
3.48,3.60,3.61,3.44
3.59,3.60,3.62,3.49
3.58,3.69,3.71,3.51
3.50,3.65,3.68,3.50
3.63,3.50,3.65,3.50
3.51,3.50,3.60,3.50
3.50,3.47,3.50,3.43
3.50,3.47,3.60,3.43
3.46,3.50,3.55,3.46
3.51,3.44,3.53,3.40
3.42,3.38,3.47,3.36
3.40,3.47,3.52,3.38
3.45,3.48,3.52,3.40
3.52,3.42,3.52,3.37
3.45,3.48,3.51,3.37
3.51,3.48,3.51,3.48
3.47,3.44,3.50,3.43
3.44,3.49,3.51,3.41
3.51,3.50,3.52,3.44
3.50,3.51,3.58,3.46
3.53,3.51,3.58,3.45
3.48,3.40,3.53,3.37
3.41,3.42,3.45,3.38
3.42,3.40,3.44,3.35
3.36,3.39,3.41,3.31
3.44,3.37,3.44,3.31
3.35,3.55,3.56,3.31
3.57,3.44,3.65,3.43
3.46,3.45,3.49,3.39
3.40,3.52,3.54,3.28
3.50,3.47,3.56,3.46
3.50,3.42,3.58,3.38
3.45,3.37,3.51,3.35
3.38,3.34,3.45,3.33
3.35,3.29,3.35,3.23
3.29,3.49,3.50,3.29
3.48,3.39,3.48,3.37
3.40,3.29,3.43,3.28
3.29,3.29,3.30,3.25
3.31,3.32,3.39,3.30
3.33,3.25,3.33,3.22
3.24,3.25,3.26,3.21
3.28,3.36,3.36,3.23
3.38,3.42,3.42,3.30
3.41,3.21,3.43,3.21
3.18,3.06,3.18,3.03
3.06,3.05,3.11,3.01
3.02,3.08,3.09,3.00
3.09,3.09,3.12,3.02
3.12,3.13,3.17,3.06
3.14,3.06,3.15,3.00
3.05,3.12,3.14,3.04
3.24,3.29,3.35,3.13
3.32,3.23,3.35,3.19
3.21,3.24,3.28,3.14
3.24,3.25,3.32,3.14
3.19,3.12,3.23,3.01
3.12,3.00,3.12,2.99
2.99,3.01,3.03,2.89
3.01,2.92,3.06,2.90
2.91,2.92,2.98,2.90
2.98,2.85,3.00,2.82
2.85,2.81,2.87,2.78
2.78,2.75,2.90,2.70
2.78,2.99,3.00,2.78
2.96,2.95,3.01,2.94
2.97,2.83,2.97,2.81
2.85,2.96,2.96,2.85
2.94,2.99,3.01,2.92
2.98,3.01,3.04,2.94
3.00,3.00,3.02,2.97
3.04,3.12,3.14,2.98
3.14,3.04,3.14,3.00
3.06,3.05,3.11,3.00
3.10,3.04,3.10,2.95
3.07,3.07,3.08,3.01
3.06,3.07,3.08,2.98
3.10,3.04,3.10,2.96
2.99,3.04,3.08,2.99
3.08,3.10,3.11,3.07
3.10,3.07,3.10,3.05
3.07,3.06,3.09,3.00
3.04,3.05,3.09,3.01
3.06,3.10,3.10,3.02
3.11,3.05,3.11,3.00
3.02,3.06,3.08,3.02
3.04,3.15,3.16,2.96
3.04,3.24,3.25,3.04
3.23,3.32,3.41,3.17
3.30,3.25,3.37,3.23
3.24,3.32,3.34,3.21
3.29,3.23,3.42,3.19
3.21,3.34,3.35,3.17
3.45,3.50,3.50,3.40
3.50,3.37,3.50,3.36
3.38,3.40,3.47,3.38
3.38,3.38,3.40,3.32
3.37,3.30,3.37,3.23
3.32,3.24,3.32,3.21
3.25,3.15,3.27,3.15
3.16,3.15,3.17,3.07
3.13,3.12,3.17,3.11
3.10,3.09,3.17,3.02
3.07,3.02,3.11,3.01
3.04,3.08,3.14,3.02
3.10,3.05,3.10,3.00
3.04,3.13,3.17,3.04
3.15,3.15,3.27,3.13
3.15,3.25,3.32,3.15
3.28,3.24,3.28,3.19
3.27,3.31,3.31,3.24
3.31,3.32,3.32,3.28
3.33,3.28,3.34,3.25
3.26,3.38,3.40,3.26
3.41,3.42,3.44,3.34
3.39,3.31,3.39,3.28
3.34,3.32,3.34,3.30
3.28,3.31,3.32,3.28
3.32,3.31,3.33,3.29
3.31,3.38,3.41,3.31
3.35,3.38,3.38,3.34
3.37,3.41,3.44,3.37
3.40,3.45,3.45,3.37
3.43,3.43,3.46,3.38
3.46,3.44,3.47,3.36
3.44,3.46,3.47,3.41
3.48,3.34,3.49,3.33
3.37,3.92,3.92,3.37
3.94,3.96,4.10,3.87
4.01,4.13,4.30,4.00
4.16,4.20,4.30,4.14
4.23,4.40,4.50,4.23
4.41,4.45,4.48,4.37
4.39,4.54,4.58,4.38
4.56,4.53,4.70,4.52
4.52,4.57,4.65,4.49
4.58,4.61,4.66,4.52
4.60,4.73,4.75,4.53
4.75,4.79,4.88,4.69
4.80,4.80,4.86,4.76
4.82,4.75,4.87,4.73
4.77,4.66,4.77,4.62
4.69,4.84,4.85,4.67
4.82,4.78,4.86,4.72
4.72,4.82,4.86,4.69
4.86,4.78,4.92,4.76
4.82,4.90,4.95,4.80
4.82,4.93,4.94,4.78
4.91,4.92,4.94,4.81
4.96,4.99,4.99,4.90
4.99,4.90,4.99,4.84
4.87,4.62,4.87,4.58
4.63,4.70,4.73,4.61
4.69,4.86,4.88,4.68
4.91,4.77,4.98,4.76
4.80,4.70,4.84,4.59
4.69,4.49,4.69,4.44
4.43,4.32,4.46,4.25
4.39,4.61,4.61,4.36
4.63,4.57,4.67,4.53
4.61,4.78,4.84,4.59
4.76,4.70,4.82,4.69
4.71,4.66,4.74,4.60
4.60,4.35,4.61,4.34
4.41,4.59,4.60,4.38
4.52,4.32,4.54,4.30
4.37,4.29,4.42,4.20
4.35,4.36,4.37,4.20
4.36,4.44,4.45,4.22
4.48,4.46,4.50,4.33
4.44,4.41,4.46,4.35
4.41,4.53,4.61,4.39
4.49,4.38,4.50,4.27
4.42,4.47,4.50,4.30
4.43,4.26,4.44,4.21
4.22,4.12,4.25,4.02
4.14,4.11,4.19,4.10
4.17,4.16,4.25,4.06
4.13,4.03,4.14,3.96
4.03,4.01,4.09,3.91
4.01,3.96,4.02,3.92
3.94,3.95,3.97,3.89
3.96,3.95,3.97,3.89
3.95,3.76,3.95,3.72
3.77,3.85,3.91,3.75
3.85,3.95,3.95,3.81
3.98,4.16,4.20,3.96
4.17,4.16,4.17,4.02
4.12,4.20,4.26,4.12
4.19,4.19,4.23,4.13
4.18,4.14,4.28,4.12
4.09,4.18,4.23,4.06
4.12,4.16,4.17,4.10
4.26,4.26,4.38,4.23
4.21,4.20,4.26,4.12
4.23,4.22,4.26,4.18
4.16,4.08,4.17,4.01
4.11,4.19,4.19,4.06
4.21,4.08,4.26,3.99
4.04,3.87,4.07,3.87
3.86,3.90,3.91,3.73
3.97,4.00,4.01,3.81
4.00,3.94,4.00,3.86
3.88,3.88,3.90,3.84
3.93,3.77,3.93,3.75
3.80,3.83,3.84,3.71
3.81,3.72,3.83,3.72
3.77,3.68,3.77,3.59
3.70,3.72,3.72,3.61
3.72,3.70,3.72,3.64
3.61,3.53,3.62,3.49
3.55,3.66,3.68,3.45
