VOT,Vanguard Mid-Cap Growth ETF - DNQ,NASDAQ
104.70,105.06,105.12,104.62
105.54,105.85,105.90,105.21
106.10,105.55,106.10,105.43
105.92,106.41,106.41,105.88
106.63,106.65,106.70,106.12
106.38,106.94,106.95,106.29
107.20,107.18,107.20,106.98
107.13,106.36,107.14,106.25
106.36,106.53,106.88,106.27
106.94,105.74,106.97,105.72
106.01,104.21,106.01,103.95
104.15,104.30,104.64,103.91
104.98,105.52,105.80,104.96
105.68,106.07,106.07,105.36
105.99,107.27,107.36,105.73
107.57,108.06,108.26,107.39
108.27,107.91,108.51,107.74
107.56,107.26,107.94,107.00
107.67,107.76,108.08,107.55
107.74,106.84,107.99,106.67
107.03,107.22,107.82,106.73
107.36,106.97,107.60,106.66
107.13,107.15,107.59,106.95
107.52,107.50,107.64,107.26
107.54,107.29,107.64,107.29
106.93,106.32,106.93,106.07
106.28,106.69,106.69,106.28
106.84,106.96,107.32,106.83
107.13,105.88,107.13,105.85
105.98,105.98,106.31,105.73
106.20,105.67,106.20,105.34
106.50,106.47,107.01,105.82
106.70,107.90,107.95,106.70
107.68,107.69,107.94,107.12
107.76,108.17,108.45,107.52
108.05,107.82,108.33,107.72
108.03,108.09,108.46,107.80
108.11,108.29,108.35,107.78
108.12,108.34,108.41,107.20
108.49,108.70,108.94,108.48
