COHR,Coherent,NASDAQ
36.88,36.28,37.36,36.25
35.76,36.27,36.80,35.43
36.02,36.76,36.85,35.64
36.95,37.12,37.36,36.68
37.50,37.55,37.60,36.49
37.33,37.05,37.80,37.04
37.04,37.15,37.47,36.18
37.71,38.07,38.09,37.16
38.18,38.05,38.36,37.60
38.42,38.44,38.50,37.97
38.20,38.08,38.41,37.90
38.04,38.26,38.49,37.97
38.50,38.15,38.50,37.80
38.25,38.18,38.49,38.12
38.43,38.37,38.56,37.90
38.41,38.86,38.97,38.25
38.66,38.61,38.78,38.15
38.53,38.18,38.60,37.95
38.58,38.65,38.80,38.02
38.65,39.87,39.91,38.33
39.94,39.61,40.00,39.57
39.60,39.24,39.90,38.55
39.03,38.62,39.27,38.56
39.18,39.63,39.68,39.10
39.72,39.54,39.81,39.06
39.78,40.19,40.46,39.06
40.10,40.06,40.42,39.87
40.34,40.01,40.50,39.51
40.35,40.20,40.38,39.77
40.00,39.27,40.22,38.93
39.72,40.71,40.89,39.21
40.72,39.66,40.75,39.40
40.03,40.29,40.47,39.64
40.22,41.09,41.50,40.05
41.18,41.00,41.37,40.70
41.04,40.66,41.10,40.58
40.70,41.14,41.32,40.67
41.22,41.38,41.50,41.10
41.50,41.12,41.50,40.83
41.32,41.75,41.75,41.09
41.34,41.02,41.94,40.68
41.31,41.54,41.76,41.06
41.72,41.52,42.00,40.83
41.66,41.20,41.76,41.14
41.33,41.64,41.93,41.23
41.45,41.54,41.99,41.36
41.21,41.35,41.59,40.85
41.78,42.44,42.61,41.71
42.43,41.96,42.43,41.95
42.34,42.75,42.75,42.04
42.97,43.41,43.41,42.57
43.45,44.34,44.34,43.30
44.49,44.46,44.99,43.98
45.00,44.85,46.12,44.16
44.61,44.45,44.61,43.95
43.44,43.54,44.04,43.23
43.40,43.58,43.71,43.12
43.07,43.09,43.46,42.70
42.51,42.39,43.09,42.10
42.33,42.15,42.53,42.00
42.00,42.16,42.21,41.83
41.98,42.06,42.22,41.85
42.29,43.20,43.32,42.24
43.02,42.99,43.20,42.77
42.63,42.99,43.10,42.11
42.56,41.92,42.56,41.61
42.26,42.77,42.98,41.60
42.49,42.66,42.80,42.24
42.32,42.03,42.58,41.40
41.45,41.31,41.92,41.26
42.03,42.78,43.10,42.03
42.93,43.51,43.59,42.55
43.47,44.11,44.23,43.29
43.94,44.66,44.91,43.94
44.86,44.46,44.95,44.35
44.60,44.90,44.99,44.50
45.00,44.85,45.00,44.72
45.00,44.78,45.00,44.47
44.73,44.50,45.11,44.48
44.49,44.79,44.96,44.43
44.87,44.86,45.10,44.34
44.77,45.69,45.98,44.52
45.80,46.74,47.33,45.37
46.97,46.41,46.97,45.93
46.42,46.43,46.68,46.10
46.63,46.35,46.92,46.29
46.37,46.38,46.84,46.11
46.17,46.41,46.47,45.92
46.45,46.85,47.00,46.21
47.00,46.44,47.00,46.25
46.34,45.84,46.55,45.84
45.90,45.14,46.14,45.14
45.61,46.38,46.70,45.39
46.64,46.01,46.79,45.07
45.81,46.57,46.60,45.72
46.46,47.01,47.10,46.19
47.15,47.34,47.65,46.90
47.09,48.07,48.33,46.87
48.31,47.97,48.76,47.87
48.50,48.27,48.66,48.10
48.49,48.61,49.14,46.79
48.83,49.11,49.19,48.05
48.81,48.91,49.16,48.13
48.96,48.49,49.05,48.06
48.23,48.01,48.41,47.89
48.20,46.72,48.47,46.43
46.51,47.27,47.69,46.05
47.20,46.92,47.30,46.28
46.91,47.84,47.91,46.60
45.21,47.43,47.76,45.17
52.50,53.44,55.82,51.72
52.84,53.55,53.75,52.34
52.12,53.51,53.98,52.12
53.01,54.32,54.65,52.76
53.80,54.50,54.99,53.66
54.29,54.31,54.85,53.95
54.31,55.45,55.60,54.31
55.30,56.12,56.25,55.30
56.00,56.00,56.33,55.61
58.00,57.30,58.00,57.06
57.08,59.03,59.04,57.08
59.00,61.00,61.61,59.00
61.29,60.43,61.29,59.92
60.16,61.11,61.47,60.16
60.98,61.50,61.99,60.97
61.78,61.16,61.95,60.75
59.86,59.01,60.44,58.75
58.65,58.41,58.81,57.12
58.50,59.10,59.36,58.28
59.19,61.02,61.08,59.00
61.45,61.75,62.36,61.21
61.83,61.01,62.22,60.71
60.66,60.18,61.22,59.48
60.46,62.22,62.33,60.34
62.43,62.29,62.55,61.82
62.46,61.29,62.84,61.21
61.23,61.50,62.00,60.48
60.98,59.78,61.00,59.65
59.07,57.38,59.27,56.75
57.33,58.23,58.51,57.19
57.11,56.98,58.25,56.15
55.06,51.83,55.32,51.50
51.82,53.22,54.10,51.51
53.88,52.87,53.88,52.86
53.38,54.49,55.11,52.79
54.97,57.13,57.17,54.71
57.38,57.24,57.88,56.79
57.00,56.65,57.00,55.61
56.85,56.60,56.85,56.22
56.85,58.43,58.79,56.80
58.45,57.99,59.19,57.76
57.70,58.09,58.25,57.70
58.18,58.19,58.31,57.62
57.87,58.11,58.30,57.65
58.80,57.56,58.90,57.47
57.45,57.96,58.09,57.11
57.69,58.07,58.27,57.34
58.00,55.55,58.00,55.24
55.38,55.56,56.26,55.11
56.00,54.92,56.02,54.73
54.69,55.47,55.49,54.69
54.95,52.95,55.32,52.92
52.95,54.11,54.11,52.68
53.51,53.85,53.92,53.13
53.56,54.90,55.31,53.56
54.29,53.58,54.50,52.79
53.91,54.78,54.85,53.59
55.50,57.02,57.03,55.46
57.44,57.17,57.47,56.70
57.02,57.03,57.25,56.91
57.14,59.24,59.33,56.93
59.22,61.51,61.87,58.50
61.61,63.76,63.91,60.58
63.76,62.51,64.32,62.10
63.01,61.96,63.46,61.96
62.00,60.20,62.66,59.04
63.42,62.35,65.60,61.02
61.81,59.76,61.81,59.31
59.93,59.02,60.36,58.51
59.00,59.37,59.61,58.16
59.63,60.25,60.30,59.25
60.00,58.03,60.10,57.70
57.78,58.25,58.55,57.00
58.50,57.18,58.62,57.16
56.78,55.29,56.85,55.29
54.97,54.69,55.51,53.99
54.64,55.20,55.35,54.38
55.67,55.97,56.25,54.86
55.70,56.41,56.90,55.70
55.54,55.28,55.87,55.00
55.39,54.08,55.50,54.06
53.55,54.01,54.46,53.50
53.78,54.08,54.27,53.12
54.20,55.38,55.64,54.20
55.90,56.10,56.70,55.65
56.27,53.19,56.67,53.14
53.08,53.94,54.17,52.88
52.97,52.28,53.90,52.08
51.83,50.82,52.42,50.73
51.06,51.14,52.42,50.52
50.87,50.63,51.00,50.18
50.75,50.32,51.00,50.29
50.01,50.08,51.00,49.97
50.30,49.54,50.76,49.44
50.08,51.57,51.58,50.00
50.90,50.17,51.48,50.10
50.10,49.99,50.25,47.53
50.11,49.61,50.49,49.01
49.37,50.23,50.90,49.37
50.69,52.55,52.67,50.09
52.17,52.06,53.28,52.06
51.20,51.44,51.66,50.26
51.38,51.83,52.10,50.89
51.87,52.02,52.32,51.30
52.30,53.54,53.59,52.18
53.78,53.65,54.33,53.24
53.89,55.27,55.39,53.89
55.46,55.99,56.15,54.57
56.04,57.06,57.20,55.80
57.23,58.59,59.09,57.08
59.58,59.61,59.74,58.90
58.81,59.19,59.51,58.60
58.30,57.79,58.97,57.29
57.60,55.99,57.81,55.99
56.51,55.99,56.51,55.04
56.21,53.47,56.74,53.34
53.74,53.59,54.91,51.89
53.44,53.46,53.86,53.15
54.19,54.93,54.99,53.88
54.92,54.92,54.98,53.70
55.00,57.29,57.44,54.25
57.13,58.00,58.18,56.76
57.83,58.03,58.31,57.33
58.02,57.73,58.25,56.90
57.30,54.38,57.31,53.91
53.80,50.36,53.80,47.90
49.89,48.03,50.29,47.97
48.63,47.26,48.63,45.19
46.74,47.50,47.68,46.30
47.49,47.91,48.11,46.30
47.08,45.14,47.68,45.13
45.47,44.43,45.98,43.08
42.44,41.20,44.51,41.20
41.82,44.29,44.62,40.81
42.67,41.42,43.59,41.35
41.69,45.03,45.63,41.56
45.31,45.29,46.60,44.90
45.63,47.07,47.15,45.63
46.63,45.31,46.90,45.03
45.46,44.36,45.82,43.91
43.10,40.02,43.63,39.64
39.13,39.15,40.60,38.98
40.17,38.92,41.40,38.38
39.16,41.39,41.52,39.00
41.17,41.38,43.00,40.38
41.71,39.79,41.80,38.76
39.47,41.45,41.72,38.78
41.98,42.91,43.12,41.96
42.73,43.42,43.73,42.21
43.81,44.21,44.65,43.51
44.40,43.78,45.03,43.48
42.67,40.92,42.96,40.55
39.32,39.99,40.50,38.68
40.72,41.78,41.81,40.64
41.56,40.93,42.16,40.88
40.39,39.94,41.21,39.52
39.22,41.54,41.63,39.22
41.71,42.49,42.68,41.60
42.95,43.00,43.93,42.14
43.53,43.27,43.53,42.51
43.49,43.79,44.00,43.26
43.31,44.89,45.24,43.31
45.19,44.74,46.00,44.71
44.55,44.41,45.96,44.35
42.86,42.90,43.95,42.15
42.83,43.09,43.24,42.38
43.46,44.28,44.31,42.58
45.27,45.56,47.04,44.27
45.52,42.77,46.17,42.75
43.74,43.86,44.00,42.46
43.05,42.96,44.43,42.93
42.27,40.50,43.35,40.50
40.06,43.29,43.49,40.06
43.27,44.93,45.18,42.59
44.88,44.60,45.33,44.39
44.82,42.84,45.15,42.58
43.81,45.68,45.71,43.38
45.33,47.61,47.82,45.33
48.04,48.26,48.79,47.67
47.91,48.10,48.32,47.49
48.83,49.04,49.09,48.21
48.74,47.04,48.74,46.77
46.91,49.08,49.35,46.47
48.94,47.41,48.94,47.18
47.47,46.77,47.47,46.05
47.74,48.38,48.43,47.42
48.41,50.52,50.71,48.41
50.03,47.75,50.03,47.70
48.56,48.63,48.95,47.53
50.14,53.21,53.44,48.78
52.70,52.58,54.00,52.54
51.78,50.97,52.28,50.91
48.76,48.44,49.92,48.11
48.96,49.65,49.80,48.21
51.68,53.86,54.20,49.96
52.99,53.30,53.48,51.83
52.63,52.78,52.93,50.77
53.00,53.46,53.60,51.80
51.80,50.05,52.47,49.89
51.02,50.27,51.02,49.45
50.91,52.37,52.47,50.91
51.99,51.21,52.41,50.87
50.77,52.58,52.90,50.49
51.73,50.99,52.73,50.87
50.31,49.75,51.17,49.42
49.74,49.66,50.20,49.15
48.12,47.97,48.69,47.78
47.76,47.94,48.41,47.24
47.35,46.11,47.94,46.07
45.87,45.64,46.70,45.64
47.42,48.30,48.30,47.28
48.15,47.44,48.15,47.13
49.76,50.80,50.82,49.00
50.43,50.72,51.64,50.43
51.49,50.70,51.99,50.45
51.85,51.68,52.92,51.20
51.66,51.76,52.69,51.30
51.99,52.56,53.34,51.43
51.16,52.71,52.97,51.16
52.71,54.02,54.34,51.98
53.39,53.45,53.51,52.49
53.74,52.95,54.19,52.50
52.95,51.07,52.95,50.91
52.06,51.73,52.46,50.87
51.50,51.55,52.11,50.75
51.91,50.01,52.05,49.97
51.32,52.29,52.53,51.32
52.28,52.23,52.46,50.45
52.23,52.88,53.46,52.23
52.96,53.27,53.40,52.69
52.89,54.50,54.82,52.56
54.28,52.57,54.84,52.48
52.61,53.38,53.86,52.11
53.22,52.27,53.58,52.22
53.56,53.60,54.91,53.38
53.15,52.83,54.88,52.60
52.54,52.79,53.20,50.77
52.64,52.29,53.06,52.16
52.57,52.47,52.78,51.72
53.11,54.43,54.50,53.11
54.35,56.61,56.89,54.21
56.64,56.86,57.31,56.24
56.01,56.32,56.65,56.01
56.70,56.52,57.18,56.41
56.62,58.00,58.00,56.40
58.32,59.70,59.80,57.71
59.37,59.59,59.86,58.83
59.37,58.00,59.60,57.96
57.39,57.68,58.08,56.94
57.89,56.95,57.89,56.34
56.33,57.64,59.81,55.97
56.93,56.39,57.19,56.19
55.57,55.48,56.43,54.60
55.68,55.87,56.00,55.26
56.21,57.16,57.46,56.06
57.50,56.59,57.50,56.44
57.76,57.25,57.86,56.77
56.13,57.38,57.86,54.82
57.45,57.49,57.77,56.91
57.62,57.73,57.90,57.03
57.87,56.59,57.87,56.47
56.02,55.46,56.65,55.36
55.98,56.27,56.37,55.49
55.99,55.27,55.99,54.89
55.34,54.77,55.54,54.53
54.72,55.52,55.89,54.55
55.87,55.59,55.96,55.42
55.67,55.32,56.08,55.17
55.31,54.57,55.93,54.57
54.35,56.67,56.80,54.35
56.77,57.11,57.95,56.77
56.60,57.11,57.76,56.36
57.05,57.19,57.65,57.03
57.20,55.48,57.46,55.25
55.88,56.03,56.90,55.60
56.24,55.16,56.73,54.77
55.01,55.16,55.39,54.08
54.53,54.38,55.20,53.93
54.81,54.72,55.15,54.54
55.22,55.41,55.50,54.54
55.44,56.74,57.01,55.44
56.74,56.68,56.90,55.85
57.38,58.44,58.46,56.92
58.33,57.52,58.33,57.04
57.68,58.71,58.71,57.30
58.87,58.40,59.19,58.27
58.46,59.27,59.83,58.22
58.68,58.20,58.76,57.74
58.42,57.92,58.51,57.88
57.20,57.30,57.76,56.85
57.37,58.43,58.63,56.94
59.13,59.63,59.84,59.11
59.58,59.04,59.70,59.04
59.20,58.69,59.25,58.33
58.27,58.73,58.88,57.84
59.00,58.33,59.00,58.06
57.92,59.28,59.48,57.66
59.12,58.23,59.40,58.12
57.68,57.03,57.72,56.63
56.49,56.76,57.49,56.49
55.39,54.65,55.81,54.58
54.50,53.34,54.74,52.66
54.08,54.37,54.41,53.75
54.56,55.11,55.39,54.31
54.78,53.69,54.90,53.61
53.89,53.96,54.44,53.52
54.60,55.28,55.84,54.57
54.86,54.29,54.86,53.49
54.45,54.01,54.92,53.25
54.77,54.86,55.72,53.98
53.76,53.96,54.12,53.41
53.88,54.09,54.43,53.57
55.05,55.26,55.55,54.51
55.03,56.17,56.60,55.03
52.92,53.11,53.75,50.65
53.00,52.60,53.20,51.89
52.52,52.88,53.12,52.21
52.23,53.45,53.61,51.89
53.20,52.90,53.57,52.53
52.50,51.30,52.68,51.24
50.95,52.16,52.23,50.78
51.61,52.14,52.24,51.19
51.22,50.62,51.54,50.46
51.10,50.09,51.10,49.85
49.60,49.49,50.31,49.38
48.86,48.45,49.27,48.45
48.62,48.51,49.28,48.38
48.89,46.74,48.94,46.69
46.91,45.84,47.10,45.76
45.68,45.46,46.34,45.23
45.72,46.91,47.11,45.07
47.02,46.58,47.14,46.08
45.83,46.46,46.60,45.48
46.42,45.49,46.66,45.21
45.41,45.53,45.96,44.82
45.82,46.36,46.63,45.82
45.82,45.45,45.94,45.26
45.39,44.14,45.52,44.03
43.16,42.64,43.71,42.58
42.72,42.49,43.26,41.75
42.15,42.78,43.01,42.15
43.00,43.54,43.81,42.85
44.40,44.74,45.33,44.32
44.60,45.01,45.13,44.19
45.75,44.10,45.75,44.08
44.50,44.52,44.70,43.51
44.27,42.94,44.78,42.72
43.01,43.11,43.22,42.41
42.93,44.50,44.73,42.93
44.02,43.97,44.15,43.51
44.14,45.09,45.13,43.88
45.11,44.38,45.25,44.07
44.24,42.00,44.24,41.77
42.40,41.88,42.40,41.77
41.39,41.03,41.51,41.02
41.01,39.76,41.21,39.72
39.79,41.64,41.88,39.57
41.43,41.85,41.88,41.30
42.98,43.12,43.31,42.08
43.45,43.48,43.48,42.39
43.45,44.02,44.03,43.30
43.75,44.25,44.47,43.75
43.92,43.71,44.09,43.44
43.46,43.57,43.79,43.36
44.03,43.67,44.03,43.50
43.61,43.72,43.88,43.46
43.34,43.85,44.02,43.04
43.70,43.83,44.50,43.62
43.59,43.57,43.86,43.47
43.73,43.39,44.20,43.17
43.16,44.70,44.98,43.16
44.79,44.26,44.79,44.13
43.84,43.86,44.04,43.20
42.85,43.36,43.64,42.43
43.44,42.59,43.44,42.06
42.99,43.60,43.90,42.98
44.50,44.85,44.99,43.75
46.50,50.16,51.55,46.45
50.09,49.21,51.21,48.86
48.95,48.83,50.00,48.76
49.00,47.65,49.49,47.65
47.54,46.89,48.48,46.76
47.95,49.10,49.61,47.87
49.04,48.96,49.95,48.86
49.51,49.50,49.90,49.40
49.06,48.90,49.26,48.80
48.68,48.15,48.92,47.79
48.04,47.74,48.16,47.52
47.45,47.60,47.83,46.60
47.83,46.69,47.87,46.50
46.42,47.93,48.10,46.42
47.93,48.77,48.86,47.44
48.85,49.35,49.51,48.38
49.02,49.27,49.34,48.90
49.53,48.86,49.99,48.64
48.43,48.50,48.81,47.78
48.39,48.14,48.50,47.66
47.84,48.56,48.62,47.84
48.70,48.57,48.91,48.15
48.40,48.37,48.58,48.06
48.32,47.60,48.37,47.44
47.10,46.41,47.10,46.12
46.93,47.09,47.50,46.26
47.17,47.65,47.90,46.11
47.85,47.34,47.97,47.33
47.54,48.24,48.73,47.30
48.58,48.79,49.42,48.44
49.10,49.05,49.25,48.83
48.98,48.91,49.50,48.47
48.89,49.16,49.50,48.89
49.39,49.64,49.88,48.89
50.00,50.46,50.60,49.42
50.05,50.10,50.18,49.79
49.86,50.12,50.20,49.79
50.12,50.02,50.25,49.74
49.45,48.18,49.99,47.18
49.12,49.20,49.65,48.57
48.85,49.13,49.56,48.80
49.38,47.95,49.50,47.88
48.02,46.63,48.02,46.36
47.03,46.75,47.18,46.46
46.44,45.86,46.60,45.86
46.11,46.04,46.25,45.53
46.45,46.75,47.14,45.73
46.93,45.39,46.93,45.03
45.68,45.68,45.83,44.86
46.06,46.27,46.72,45.62
46.48,47.50,48.20,45.92
47.59,46.24,47.59,46.16
46.43,45.45,46.43,45.29
45.99,45.49,45.99,45.10
45.48,45.14,45.64,44.84
45.21,44.87,45.21,44.58
45.33,45.50,45.51,44.98
45.67,47.17,47.27,45.65
47.25,46.11,47.25,45.91
45.97,44.80,45.97,44.53
44.80,44.69,44.85,44.50
46.39,46.55,47.72,46.31
47.15,45.99,47.15,45.99
46.20,46.22,46.62,45.90
46.42,46.70,46.95,45.58
46.32,45.65,46.74,44.95
40.15,42.13,43.48,39.08
42.00,42.26,42.55,41.72
41.87,43.81,43.96,41.87
43.85,44.76,44.87,43.51
43.97,42.77,44.48,42.76
42.56,42.73,43.05,42.55
42.39,43.00,43.20,41.90
42.67,43.41,43.60,39.25
42.88,42.76,43.38,42.53
42.77,42.28,43.13,42.05
42.26,42.08,42.29,41.73
41.94,42.08,42.52,41.02
42.52,43.82,43.82,42.08
43.58,43.74,43.75,43.36
42.85,43.55,43.60,42.72
43.55,43.99,44.01,43.46
43.85,44.66,44.69,43.75
44.54,45.05,45.44,44.23
44.71,45.58,45.70,44.37
45.99,46.24,46.66,45.55
46.27,46.25,46.63,45.84
46.06,46.58,46.65,46.06
46.54,47.07,47.14,46.54
47.33,47.28,47.61,46.84
47.22,47.42,47.67,46.93
47.79,47.05,47.79,46.94
47.31,47.95,47.97,47.04
48.19,49.45,49.50,48.02
49.54,48.27,49.54,48.21
48.19,47.85,48.45,47.42
47.67,47.81,48.33,47.47
47.06,48.34,48.34,46.91
48.27,48.99,49.20,47.99
48.98,49.21,49.39,48.84
49.18,49.16,49.85,48.90
49.93,49.48,49.93,48.66
49.39,49.69,49.69,48.88
49.71,49.12,49.93,48.79
49.32,49.74,49.80,48.71
49.32,49.20,49.79,49.01
49.04,50.63,50.75,48.89
51.92,52.49,52.64,51.41
52.43,52.23,52.78,52.04
52.49,51.73,52.49,51.15
51.71,52.34,52.37,51.00
52.13,52.05,52.33,51.34
52.09,51.87,52.39,51.56
52.25,52.91,52.95,51.83
52.99,52.16,52.99,51.91
52.12,52.83,52.94,51.41
52.47,53.48,53.56,52.34
53.22,53.18,53.45,52.31
53.53,54.38,54.52,53.15
54.24,54.48,54.59,53.63
54.31,55.05,55.14,54.31
54.50,52.97,54.54,52.57
52.85,51.32,52.90,51.18
54.87,56.78,58.67,52.88
56.90,56.24,57.11,56.07
56.17,55.85,56.55,55.51
55.85,55.52,56.31,55.19
55.23,55.41,55.96,55.20
55.86,56.81,57.00,55.66
56.18,56.45,56.82,56.18
56.96,57.19,57.66,56.85
56.63,57.72,57.77,56.55
57.59,58.26,58.28,57.42
58.55,58.38,58.89,58.01
58.18,58.61,58.61,57.94
58.55,58.47,58.61,57.88
58.45,58.98,59.00,58.13
58.66,59.13,59.19,58.66
59.35,59.99,59.99,59.15
59.92,58.87,60.00,58.30
58.81,58.26,59.34,58.09
58.37,57.87,58.52,57.43
58.16,58.29,58.38,57.58
58.44,57.14,58.54,57.04
57.26,57.31,57.84,56.31
57.10,57.56,58.23,57.10
57.64,57.76,58.47,57.27
57.09,57.72,58.11,56.81
57.40,57.11,57.57,55.97
57.56,57.80,58.72,57.56
57.81,57.99,59.12,57.81
57.83,58.13,58.59,57.47
58.73,58.50,58.82,57.82
58.22,58.45,58.86,57.97
58.16,58.17,58.84,57.21
58.36,57.82,58.68,57.59
57.85,58.72,58.86,57.85
58.82,58.06,58.82,57.72
57.40,57.14,57.95,56.97
57.43,56.22,57.67,56.10
56.50,56.50,56.74,56.10
55.92,56.19,56.75,55.82
56.29,55.89,56.50,55.65
55.92,55.60,56.70,55.02
55.98,56.17,56.32,55.71
55.82,57.34,57.55,55.82
57.30,56.74,57.36,56.32
56.58,56.35,56.88,55.14
56.50,55.59,56.68,55.39
55.75,54.21,56.01,54.10
54.00,54.39,54.47,53.78
53.41,53.33,54.18,52.91
53.35,53.43,53.49,52.61
53.48,53.18,53.85,53.15
53.32,54.45,54.75,53.32
54.37,54.13,55.11,54.06
53.71,53.72,54.05,52.72
53.21,50.99,53.71,50.81
51.57,51.64,51.98,50.97
51.03,51.09,51.64,50.10
51.30,50.65,51.79,50.47
50.60,50.93,51.05,50.05
50.93,50.91,51.12,49.73
51.31,52.15,52.47,51.31
52.09,51.77,52.17,51.02
56.54,54.59,60.14,54.47
54.50,54.35,54.72,53.68
54.41,55.04,55.36,54.38
55.00,55.93,56.13,54.92
55.62,54.85,56.00,54.36
54.62,54.83,55.20,53.95
55.41,55.73,56.38,55.15
55.61,55.85,56.03,54.89
55.86,56.33,56.47,55.69
56.09,56.63,56.72,55.42
56.56,56.26,56.71,55.87
56.50,56.76,57.30,56.29
56.57,55.93,56.70,55.72
55.85,57.18,57.54,55.85
56.83,57.48,57.67,56.68
57.44,57.58,57.93,57.13
57.84,58.32,58.55,57.36
57.96,58.50,59.00,57.96
58.38,58.17,58.73,57.84
58.12,56.87,58.65,56.48
56.52,57.34,57.50,56.52
57.14,57.21,57.57,56.67
57.85,58.80,59.49,57.85
58.23,57.68,58.81,57.35
57.72,58.19,58.51,57.52
57.67,57.40,58.84,57.30
57.73,58.33,58.46,57.23
58.32,57.75,58.69,57.17
57.55,56.54,58.05,56.43
56.64,56.94,57.20,56.08
57.49,57.64,58.39,57.33
57.76,58.46,58.53,57.19
57.67,57.46,58.33,56.74
58.25,56.41,58.25,56.11
56.36,58.70,59.00,56.14
58.66,56.66,58.70,56.50
57.11,57.12,57.73,56.25
57.12,57.59,58.60,57.10
57.57,56.30,57.64,56.02
55.33,55.10,56.44,54.50
55.30,56.05,56.22,54.46
