UMDD,UltraPro MidCap400,NASDAQ
87.41,86.25,87.97,85.74
86.17,87.02,87.93,85.41
85.79,83.04,85.79,82.48
83.21,82.56,84.11,81.73
84.78,86.89,87.50,84.55
84.48,82.89,86.00,82.11
82.88,82.64,84.32,80.48
85.10,83.11,85.10,83.11
82.76,85.28,85.92,82.76
86.84,90.08,90.39,86.47
89.07,88.89,91.43,88.85
85.69,88.86,89.05,83.47
89.31,86.59,90.05,86.35
87.00,87.94,88.75,85.70
88.73,92.05,92.08,88.72
93.23,94.15,94.93,91.60
94.96,96.11,96.98,94.69
96.48,100.77,101.05,95.97
101.32,101.02,101.42,99.43
101.05,102.89,103.16,99.73
105.56,106.12,106.49,104.95
102.34,103.79,103.92,101.08
100.58,97.09,101.11,96.62
96.25,96.01,98.40,95.76
97.46,97.00,100.37,96.70
97.94,93.08,98.90,92.66
94.15,94.87,94.98,92.64
93.95,91.13,94.19,89.65
93.70,96.51,96.51,93.70
96.65,96.14,96.65,94.54
97.07,98.65,99.80,96.71
98.27,99.15,99.74,97.55
95.89,96.96,98.90,95.31
96.45,95.04,96.80,94.56
92.91,87.16,92.91,86.93
87.21,86.10,90.12,85.83
82.57,85.36,86.72,81.20
88.12,83.73,88.69,81.28
82.20,76.29,84.16,76.09
76.33,77.20,77.21,70.76
73.59,63.81,73.71,63.80
65.61,60.42,65.79,56.25
53.95,45.42,56.41,45.42
48.82,54.00,54.00,44.48
50.63,48.59,54.34,48.55
49.48,56.25,58.26,49.20
57.80,57.27,58.73,55.56
59.04,61.91,61.91,58.84
59.22,59.04,61.00,57.41
60.76,58.18,61.43,56.97
52.93,48.88,53.15,47.38
46.70,46.05,50.61,46.00
49.80,46.35,49.80,45.50
46.77,51.75,51.87,45.98
51.25,54.02,54.37,50.50
55.58,50.49,55.68,49.95
49.55,54.40,54.94,47.60
56.50,60.86,61.00,56.50
59.40,61.64,62.75,58.70
62.94,62.26,65.44,60.82
62.29,59.11,64.29,58.87
55.22,53.76,56.75,52.94
48.01,52.61,52.89,48.01
55.38,58.26,58.49,54.96
56.95,55.98,59.08,55.38
54.28,51.47,55.49,50.24
49.01,52.24,52.24,48.50
53.16,54.46,55.00,52.10
55.50,57.51,59.41,52.95
59.30,59.76,59.96,56.99
60.07,59.53,61.00,58.27
56.03,57.23,58.55,54.59
57.87,55.05,59.47,55.05
54.97,49.25,55.27,49.25
44.58,44.06,46.68,41.93
43.49,45.56,45.86,43.29
46.85,48.20,48.43,43.62
51.18,50.71,54.00,49.82
51.38,45.86,51.50,45.60
48.72,47.06,48.78,43.85
44.54,43.07,46.15,42.99
42.03,37.09,43.89,36.96
36.10,41.62,41.70,35.00
41.83,44.25,44.80,40.19
43.77,47.47,47.61,43.27
48.32,45.24,48.53,44.74
48.00,50.13,50.13,47.71
48.89,50.28,51.23,48.63
51.64,52.29,53.98,51.49
51.10,52.46,53.13,49.63
54.40,55.39,55.69,53.16
54.30,50.59,54.52,50.23
51.06,54.59,55.28,48.90
53.98,51.79,55.19,51.47
52.45,52.53,52.73,49.16
54.40,56.00,56.31,54.04
56.55,61.00,61.22,56.45
59.89,56.47,59.89,56.21
59.06,58.55,59.50,54.68
64.48,66.25,67.73,62.51
65.41,65.62,66.68,64.60
63.33,60.80,64.14,60.77
54.48,54.88,58.02,52.70
57.49,58.31,59.10,55.98
60.35,62.47,62.92,57.35
60.62,62.84,63.15,59.15
62.80,62.46,63.59,59.00
63.75,64.35,64.65,60.21
59.48,56.12,59.99,55.69
58.25,56.72,58.35,55.40
59.10,60.75,61.67,58.54
59.88,58.91,60.38,57.96
58.37,60.57,61.53,57.43
58.68,58.17,61.85,57.96
58.05,54.82,58.24,54.06
55.57,54.58,55.60,53.80
52.03,51.24,52.18,49.61
51.06,50.49,51.81,49.62
48.73,46.30,48.85,46.17
45.58,45.70,47.40,45.58
50.00,50.59,51.40,49.40
51.06,50.70,51.76,50.18
56.09,58.33,58.33,55.79
57.81,57.26,59.42,57.08
59.31,57.79,60.27,57.50
60.86,60.16,61.83,59.04
60.15,59.71,60.56,58.60
58.38,59.20,59.89,56.15
57.86,54.66,58.12,54.16
55.18,58.41,58.88,55.15
56.31,55.57,56.31,53.81
57.10,52.26,57.28,51.56
51.00,49.86,51.62,49.47
51.71,51.00,51.71,50.06
52.05,52.40,54.38,51.94
54.02,49.84,54.02,49.52
52.75,55.03,55.32,52.75
54.38,55.41,55.67,52.75
55.91,56.90,57.52,55.87
57.57,57.94,57.96,56.75
57.35,58.35,59.15,57.21
58.44,55.16,58.44,55.16
56.33,57.56,57.74,56.18
57.27,56.51,58.03,56.51
60.37,58.46,61.05,57.83
57.82,57.95,58.59,56.79
57.13,59.19,59.64,55.50
59.04,59.13,60.21,57.84
59.90,60.18,60.35,58.60
62.24,62.44,62.82,61.88
61.72,62.92,63.09,61.72
63.45,63.35,63.51,61.32
61.80,62.30,62.33,60.60
63.91,62.64,64.57,62.37
62.77,65.70,65.76,62.26
66.53,67.35,67.79,66.07
67.29,67.11,67.40,66.59
67.31,67.07,68.75,65.78
66.04,67.91,68.03,65.39
67.76,70.01,70.35,66.76
71.37,68.65,71.45,67.73
67.68,69.78,70.10,67.68
67.78,68.66,69.34,66.58
70.19,68.29,70.35,67.47
70.10,72.41,72.62,69.88
72.88,72.71,73.85,72.22
75.54,76.30,76.59,75.00
75.23,76.03,76.31,75.00
75.67,76.49,76.85,74.51
76.79,76.58,77.80,75.14
77.61,77.12,77.65,75.05
74.76,74.61,75.45,73.72
77.09,76.85,77.57,75.09
75.89,76.83,76.94,75.35
78.22,76.15,78.38,75.31
76.39,79.67,79.87,76.39
80.90,79.54,80.90,79.00
79.90,78.41,80.36,77.62
78.19,77.38,79.09,76.90
77.76,79.35,79.62,76.31
79.83,79.62,80.71,79.17
77.44,79.55,80.63,76.26
79.71,79.19,80.57,77.98
79.60,77.44,80.58,77.24
78.41,79.53,80.52,78.39
79.32,77.67,79.93,76.70
77.27,76.78,77.30,75.71
74.47,72.41,74.50,71.74
73.01,74.43,74.77,72.47
75.97,77.13,77.56,74.70
77.20,79.38,80.40,77.20
79.37,78.46,79.42,77.77
79.83,82.75,82.77,79.30
82.75,81.10,83.19,80.57
80.90,83.38,83.60,80.70
83.44,83.07,83.80,82.65
82.79,83.73,85.21,82.46
82.02,82.08,82.60,81.04
82.35,81.77,83.07,81.10
79.75,79.26,80.25,77.50
79.42,80.79,80.95,77.49
83.03,84.02,84.27,82.84
84.14,83.32,84.60,83.19
83.18,81.86,83.47,79.77
80.53,81.71,82.18,78.89
83.16,81.52,83.16,80.91
81.13,82.84,84.15,80.87
82.35,83.39,83.80,81.38
80.92,79.93,81.20,78.75
79.40,79.02,80.23,78.68
75.54,75.96,76.50,74.75
75.38,70.69,76.06,70.36
72.67,73.10,73.58,72.32
73.17,77.10,77.49,73.17
76.37,74.19,76.51,74.00
75.46,74.35,75.89,73.00
75.94,78.04,79.00,75.84
76.72,77.16,77.88,76.46
77.12,76.22,79.01,74.92
77.34,76.59,78.29,76.59
73.82,74.32,74.33,71.80
74.57,74.82,75.78,73.90
77.32,78.74,79.00,77.11
78.57,81.06,81.61,78.54
82.07,82.15,82.74,79.88
82.08,80.06,82.26,79.72
80.49,81.22,83.90,79.85
79.60,81.56,82.02,79.14
81.30,77.64,81.41,76.98
76.60,74.24,76.60,73.25
73.51,74.92,75.28,73.51
73.32,74.37,74.55,70.35
71.88,73.57,74.61,70.63
75.21,73.76,75.32,73.12
72.04,73.86,75.75,71.91
71.56,71.27,72.94,70.40
71.31,70.40,72.48,69.76
71.03,68.85,72.21,68.50
68.30,63.25,68.30,63.24
63.42,60.80,64.38,60.65
61.32,65.12,65.12,60.44
65.47,65.31,67.04,64.37
63.72,66.64,66.93,62.52
66.96,67.38,67.38,65.10
67.61,66.91,67.61,66.43
68.44,69.41,69.93,67.68
67.43,65.51,67.43,65.16
65.45,64.90,66.00,62.49
61.09,58.77,61.70,58.73
59.20,57.74,59.59,56.07
57.00,60.01,60.12,56.81
61.64,63.90,64.04,61.64
66.96,63.25,66.96,62.91
62.12,64.59,64.82,61.55
66.49,60.84,66.72,60.72
61.74,62.80,62.83,60.85
62.20,60.12,62.87,59.56
60.47,61.44,62.11,60.01
62.05,63.29,63.80,61.71
62.24,64.92,65.15,61.74
66.01,67.15,67.89,65.90
67.13,66.78,68.11,65.61
66.74,61.40,67.09,61.24
62.36,62.51,62.82,61.24
59.77,59.00,59.87,58.18
59.57,60.17,60.62,58.41
60.96,61.86,61.91,60.29
60.20,62.39,62.39,59.60
66.40,67.40,67.61,66.00
68.30,69.06,69.14,67.43
69.09,71.32,71.52,69.05
71.38,71.39,72.09,69.95
69.39,68.95,69.45,67.90
68.70,68.13,68.84,67.51
69.63,65.81,69.63,65.08
66.06,65.32,66.58,64.18
64.05,64.69,65.42,62.50
65.48,67.70,67.91,65.31
66.65,66.54,67.11,65.29
67.63,67.67,67.96,64.76
67.16,69.12,69.58,66.93
69.80,69.35,70.10,68.52
67.88,67.04,68.20,66.92
63.59,64.50,64.89,62.29
64.88,61.78,64.88,60.78
62.42,62.11,63.10,61.16
64.90,64.80,65.57,63.63
65.82,68.64,69.65,65.37
69.01,68.21,69.71,67.66
68.04,67.02,68.60,66.96
67.75,65.06,68.00,65.06
63.02,64.00,65.36,62.60
67.20,67.74,68.48,66.88
68.24,68.79,69.62,68.00
70.23,70.74,71.85,70.02
70.21,70.89,71.38,70.06
70.95,71.42,72.11,70.76
70.53,71.55,71.66,69.97
71.46,71.17,71.55,69.47
72.27,70.75,72.27,70.34
70.77,72.16,72.20,70.68
72.50,74.15,74.51,71.77
74.27,75.24,75.33,74.10
74.92,74.43,75.09,73.62
75.41,74.78,76.60,74.44
74.53,74.37,74.99,73.46
73.45,72.86,73.61,72.28
72.55,73.41,73.93,72.02
74.55,73.24,74.60,73.21
73.14,74.17,74.66,72.82
74.52,74.51,74.99,73.58
73.36,72.74,73.64,71.75
74.60,73.77,74.60,71.82
74.34,76.33,76.83,72.33
76.40,75.97,76.55,75.33
77.35,80.35,80.89,77.28
81.00,81.62,82.24,81.00
81.06,80.56,81.90,80.46
80.89,80.79,81.50,80.50
81.74,81.98,81.98,80.98
81.84,84.14,85.12,80.82
85.31,87.14,88.00,85.19
86.38,84.57,86.46,84.25
83.86,82.93,83.93,82.29
83.30,83.54,84.07,82.56
81.99,81.83,82.01,80.63
83.63,81.93,83.93,81.83
80.68,81.39,82.09,80.68
82.55,77.59,82.55,77.55
77.97,76.00,78.12,75.00
76.78,78.58,78.91,76.35
77.60,77.53,78.30,76.76
78.70,76.49,78.89,75.45
77.48,77.46,77.60,76.29
77.85,77.50,78.40,76.80
78.32,79.74,79.74,77.36
80.74,79.67,81.63,79.09
78.35,78.52,79.32,78.32
78.47,76.45,78.47,76.14
76.38,75.32,76.38,74.91
76.79,76.41,77.71,76.21
76.28,74.64,76.37,74.25
75.41,76.42,76.54,74.00
77.32,78.86,79.03,77.32
78.86,80.72,81.23,78.86
80.39,80.52,81.00,79.55
79.47,77.08,79.85,76.60
76.96,76.75,77.46,75.32
74.33,75.16,75.69,72.52
76.04,74.42,76.24,74.14
75.85,75.00,76.48,73.30
75.08,74.32,75.50,72.95
74.35,75.37,75.55,74.00
75.93,80.89,80.96,75.22
81.13,77.26,81.22,77.18
76.60,78.45,78.61,76.60
79.38,80.70,81.09,79.00
78.11,75.69,78.11,74.55
75.37,72.50,75.88,72.50
71.39,72.86,74.46,71.39
72.88,72.77,73.60,72.46
71.71,72.15,73.68,71.42
72.38,68.34,72.38,68.02
68.77,67.64,68.77,66.45
67.85,69.16,69.28,66.65
71.31,73.14,73.14,71.10
72.55,73.91,74.02,72.45
74.36,74.76,74.91,73.27
75.94,77.43,77.43,75.83
76.54,77.21,77.53,75.93
77.07,76.63,77.78,76.49
75.73,78.34,78.34,74.13
79.69,79.83,80.02,78.34
80.36,79.85,80.36,78.96
81.43,79.30,81.44,78.59
79.30,79.25,79.95,78.22
79.15,79.74,80.61,78.00
80.28,80.36,80.57,79.45
80.56,80.47,80.66,79.67
80.48,81.93,82.04,80.27
83.27,83.01,83.56,82.51
83.95,82.74,84.13,82.25
82.84,81.16,83.31,80.50
81.00,80.38,81.42,80.26
80.96,82.72,82.78,80.96
83.16,86.20,86.30,83.16
86.75,85.70,86.94,85.56
86.32,87.49,87.49,85.37
83.87,85.63,85.71,83.69
84.52,84.80,84.99,84.51
85.00,82.97,85.00,82.82
83.08,82.62,83.24,80.20
81.34,80.79,82.60,80.79
80.73,84.85,85.12,80.73
91.03,91.38,94.94,89.02
91.66,91.98,93.35,91.11
92.86,93.87,94.10,91.71
92.83,93.14,93.48,92.37
92.78,92.31,92.78,91.32
93.48,93.92,94.08,93.00
95.40,94.34,95.51,92.99
94.39,94.19,94.70,93.37
94.15,94.23,94.88,93.80
93.15,96.05,96.15,93.15
95.15,95.33,95.79,94.83
96.52,97.73,98.18,96.41
97.86,98.52,98.52,96.89
98.61,100.31,100.45,98.60
100.87,100.83,101.24,100.29
100.85,102.31,103.29,100.85
103.76,104.85,104.86,102.70
105.66,104.69,105.66,103.67
104.45,104.67,104.75,103.37
104.74,102.70,104.74,102.36
102.40,103.94,104.50,102.40
105.10,106.18,106.72,104.58
104.51,103.38,105.99,102.50
105.04,105.52,106.00,104.11
104.63,107.00,107.00,104.45
107.06,106.58,107.36,104.43
107.46,108.51,108.51,107.00
108.28,107.75,108.28,107.39
107.94,109.30,109.49,107.93
109.68,110.12,110.52,108.82
109.49,111.13,111.30,109.49
111.13,110.43,111.80,110.00
110.67,112.63,112.82,110.67
112.62,106.92,112.97,106.92
106.45,103.75,107.07,102.35
105.73,106.73,106.73,105.00
108.82,100.69,108.82,100.69
101.37,102.50,102.67,99.50
102.03,106.41,107.48,102.03
107.39,106.14,108.50,106.13
104.56,105.11,105.50,101.27
104.03,106.26,106.44,102.73
107.80,110.34,110.79,107.59
111.40,111.16,112.13,110.26
111.23,112.11,112.16,111.07
113.99,114.98,115.12,111.70
113.84,115.23,115.23,112.35
114.75,114.85,115.37,113.55
115.32,116.15,116.54,114.43
117.02,118.77,118.90,116.75
117.63,118.41,118.75,117.20
115.30,116.70,118.42,111.69
117.53,116.06,118.04,113.09
118.29,119.41,119.75,117.20
116.83,116.41,119.27,115.38
117.89,117.42,117.99,116.90
118.24,116.82,119.90,115.32
118.47,118.93,119.06,117.24
117.00,119.55,119.80,115.62
119.55,121.95,122.13,119.41
121.73,118.14,121.95,117.00
120.34,117.15,120.55,115.69
117.15,111.39,117.74,110.35
111.60,112.85,113.04,110.89
108.16,112.42,112.81,106.00
113.17,115.32,115.43,111.47
116.00,115.27,116.68,113.83
116.47,119.91,120.40,116.03
120.03,121.65,122.85,119.96
120.26,120.24,121.22,118.40
118.24,108.55,118.24,107.86
111.27,114.12,114.12,110.11
112.82,108.44,112.82,106.32
108.83,106.46,109.12,105.51
108.52,111.04,111.14,107.63
109.33,111.82,112.79,107.80
113.58,114.85,115.97,113.24
116.00,116.85,117.12,115.54
118.09,118.54,120.05,117.50
117.81,116.95,118.45,116.00
118.39,119.34,120.07,118.39
119.84,122.55,122.69,118.45
121.75,116.24,121.75,115.92
117.69,119.63,120.02,117.00
123.09,124.41,126.00,122.20
124.84,125.94,126.09,124.84
126.96,129.39,129.49,126.50
128.66,131.38,131.38,128.66
131.36,130.00,131.79,129.50
130.15,132.34,132.45,129.97
131.92,131.74,132.53,130.42
132.16,136.22,136.22,132.15
135.55,138.05,138.53,135.00
137.05,136.13,138.82,135.24
137.40,139.87,139.87,137.31
139.29,140.19,141.63,139.29
140.19,141.05,142.05,139.55
141.34,133.58,143.98,131.91
129.17,133.11,133.11,128.25
131.36,131.55,131.89,128.70
136.60,134.58,138.05,132.78
132.29,131.14,132.69,128.04
133.50,134.10,134.87,132.43
132.19,130.59,136.06,130.59
130.55,129.08,131.07,125.60
129.35,126.54,131.17,124.53
125.40,122.65,125.94,121.18
121.13,125.55,125.65,121.00
127.75,129.77,129.77,125.31
65.34,64.73,65.42,63.79
62.93,62.47,63.96,61.70
63.50,60.77,63.88,60.42
60.50,64.01,64.33,60.50
63.42,63.15,64.75,63.00
64.54,64.19,65.00,63.50
64.99,65.94,66.30,64.69
65.85,63.00,65.91,63.00
62.40,58.21,62.42,57.54
