INR,Market Vectors Indian Rupee/USD  ETN,NASDAQ
36.79,36.79,36.79,36.79
36.80,36.97,36.97,36.80
36.97,36.97,36.97,36.97
36.97,36.97,36.97,36.97
36.97,36.97,36.97,36.97
36.97,36.97,36.97,36.97
35.83,37.34,37.36,35.83
37.34,37.34,37.34,37.34
37.05,37.05,37.05,37.05
37.05,37.05,37.05,37.05
37.05,37.05,37.05,37.05
37.05,37.05,37.05,37.05
37.05,37.05,37.05,37.05
35.30,36.79,36.79,35.30
36.79,36.79,36.79,36.79
36.40,36.00,36.40,35.80
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
35.00,35.00,35.00,34.01
35.01,35.01,35.01,35.01
35.01,35.01,35.01,35.01
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.00,35.00,35.00,35.00
36.08,35.03,36.08,34.66
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
35.50,35.50,35.50,35.50
34.90,34.90,34.90,34.90
34.90,34.90,34.90,34.90
34.90,34.90,34.90,34.90
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
34.80,34.80,34.80,34.80
36.45,36.35,36.45,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
35.40,36.10,36.10,35.40
35.42,35.46,35.46,35.38
35.10,35.10,35.10,35.10
35.60,35.35,36.46,35.00
35.35,35.35,35.35,35.35
35.35,35.35,35.35,35.35
35.35,35.35,35.35,35.35
35.35,35.35,35.35,35.35
35.35,35.69,35.69,35.35
35.27,35.27,35.27,35.27
35.50,35.70,35.70,35.36
36.21,36.21,36.21,36.21
36.21,36.21,36.21,36.21
36.21,36.21,36.21,36.21
36.21,36.21,36.21,36.21
36.88,36.30,36.88,36.30
36.70,34.92,39.89,34.92
36.88,36.88,36.88,36.39
36.88,36.88,36.88,36.88
36.88,36.88,36.88,36.88
36.88,36.88,36.88,36.88
36.88,36.88,36.88,36.88
36.88,36.88,36.88,36.88
36.10,36.51,36.51,36.10
36.51,36.51,36.51,36.51
35.85,35.85,35.85,35.85
35.85,35.85,35.85,35.85
35.85,35.85,35.85,35.85
35.85,35.85,35.85,35.85
35.85,35.85,35.85,35.85
35.85,35.85,35.85,35.85
35.85,35.85,35.85,35.85
35.85,35.85,35.85,35.85
35.85,35.85,35.85,35.85
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
36.30,36.30,36.30,36.30
37.10,37.10,37.10,37.10
37.74,37.74,37.74,37.74
37.86,37.86,37.86,37.86
36.81,36.81,36.81,36.81
36.81,36.81,36.81,36.81
36.81,36.81,36.81,36.81
37.02,37.02,37.02,37.02
36.50,38.21,38.26,36.42
38.97,37.48,38.97,37.48
37.48,37.48,37.48,37.48
37.48,37.48,37.48,37.48
39.00,38.96,39.00,38.96
38.96,38.96,38.96,38.96
38.65,38.66,38.66,38.65
38.66,38.66,38.66,38.66
38.66,38.66,38.66,38.66
37.89,38.00,38.00,36.95
37.85,37.85,37.85,37.85
37.09,37.09,37.09,37.09
37.85,37.90,37.90,37.85
37.90,37.90,37.90,37.90
36.74,36.74,36.74,36.74
36.74,36.74,36.74,36.74
36.74,36.74,36.74,36.74
36.74,36.74,36.74,36.74
36.74,36.74,36.74,36.74
36.74,36.74,36.74,36.74
36.74,36.74,36.74,36.74
36.74,36.74,36.74,36.74
36.74,36.74,36.74,36.74
36.74,36.74,36.74,36.74
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
36.18,36.18,36.18,36.18
37.03,37.06,37.06,37.03
37.06,37.06,37.06,37.06
37.06,37.06,37.06,37.06
37.06,37.06,37.06,37.06
37.06,37.06,37.06,37.06
36.80,36.80,36.80,36.80
36.80,36.80,36.80,36.80
36.80,36.80,36.80,36.80
36.80,36.80,36.80,36.80
36.80,36.80,36.80,36.80
36.80,36.80,36.80,36.80
36.80,36.80,36.80,36.80
36.41,36.41,36.41,36.41
36.41,36.41,36.41,36.41
36.41,36.41,36.41,36.41
36.41,36.41,36.41,36.41
36.41,36.41,36.41,36.41
36.41,36.41,36.41,36.41
36.41,36.41,36.41,36.41
37.20,36.40,37.25,36.23
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
36.75,36.42,37.20,36.40
36.55,36.70,37.00,36.55
36.70,36.70,36.70,36.70
36.70,36.70,36.70,36.70
36.70,36.70,36.70,36.70
35.61,36.63,36.63,35.61
38.18,38.18,38.18,38.18
38.18,38.18,38.18,38.18
38.18,38.18,38.18,38.18
37.22,37.51,37.51,37.22
37.51,37.51,37.51,37.51
38.71,38.88,38.88,38.70
37.10,38.19,38.19,37.10
38.19,38.19,38.19,38.19
38.19,38.19,38.19,38.19
38.19,38.19,38.19,38.19
38.19,38.19,38.19,38.19
38.19,38.19,38.19,38.19
38.19,38.19,38.19,38.19
37.68,37.90,37.90,37.68
37.90,37.90,37.90,37.90
37.90,37.90,37.90,37.90
37.90,37.90,37.90,37.90
37.90,37.90,37.90,37.90
37.90,37.90,37.90,37.90
37.90,37.90,37.90,37.90
37.90,37.90,37.90,37.90
37.14,37.14,37.14,37.14
37.14,37.14,37.14,37.14
37.14,37.14,37.14,37.14
37.14,37.14,37.14,37.14
37.14,37.14,37.14,37.14
38.47,37.28,38.47,37.28
37.28,37.28,37.28,37.28
37.28,37.28,37.28,37.28
37.28,37.28,37.28,37.28
37.28,37.28,37.28,37.28
37.28,37.28,37.28,37.28
37.28,37.28,37.28,37.28
37.28,37.28,37.28,37.28
38.07,38.07,38.07,38.07
38.13,38.13,38.13,38.13
36.52,37.92,37.92,36.52
37.92,37.92,37.92,37.92
37.92,37.92,37.92,37.92
37.92,37.92,37.92,37.92
37.92,37.92,37.92,37.92
37.92,37.92,37.92,37.92
37.92,37.92,37.92,37.92
37.95,37.95,37.95,37.95
37.95,37.95,37.95,37.95
37.95,37.95,37.95,37.95
37.95,38.00,38.00,37.95
38.00,38.00,38.00,38.00
38.00,38.58,38.58,38.00
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
37.46,37.46,37.46,37.46
37.46,37.46,37.46,37.46
37.46,37.46,37.46,37.46
37.46,37.46,37.46,37.46
37.46,37.46,37.46,37.46
37.46,37.46,37.46,37.46
37.46,37.46,37.46,37.46
37.46,37.46,37.46,37.46
37.49,37.76,37.76,37.49
37.76,37.76,37.76,37.76
37.76,37.76,37.76,37.76
37.76,37.76,37.76,37.76
37.30,38.50,38.50,37.30
38.50,38.50,38.50,38.50
38.50,38.50,38.50,38.50
38.50,38.50,38.50,38.50
38.50,38.50,38.50,38.50
38.50,38.50,38.50,38.50
37.80,37.80,37.80,37.80
37.80,37.80,37.80,37.80
37.80,37.80,37.80,37.80
37.80,37.80,37.80,37.80
37.80,37.80,37.80,37.80
38.65,38.65,38.65,38.65
38.65,38.65,38.65,38.65
38.65,38.65,38.65,38.65
35.97,36.40,36.40,35.97
37.14,37.14,37.14,37.14
36.40,36.35,36.40,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
36.87,36.65,37.05,36.65
36.65,36.65,36.65,36.65
36.65,36.65,36.65,36.65
35.99,35.99,35.99,35.99
35.99,35.55,35.99,35.40
35.89,35.89,35.89,35.89
35.89,35.89,35.89,35.89
36.50,36.11,36.84,36.11
36.59,36.50,36.65,36.20
36.24,36.20,36.24,36.10
36.10,35.00,36.82,34.57
