INR,Market Vectors Indian Rupee/USD  ETN,NASDAQ
38.00,38.00,38.00,38.00
38.66,38.55,38.66,38.55
38.55,38.55,38.55,38.55
38.55,38.55,38.55,38.55
38.55,38.55,38.55,38.55
38.24,38.24,38.24,38.24
38.24,38.24,38.24,38.24
38.24,38.24,38.24,38.24
38.07,38.38,38.38,38.07
38.38,38.38,38.38,38.38
38.38,38.38,38.38,38.38
38.02,38.02,38.02,38.02
38.02,38.02,38.02,38.02
38.02,38.02,38.02,38.02
38.02,38.02,38.02,38.02
38.02,38.02,38.02,38.02
38.02,38.02,38.02,38.02
37.96,37.96,37.96,37.96
37.96,37.96,37.96,37.96
37.96,37.96,37.96,37.96
37.96,37.96,37.96,37.96
37.96,37.96,37.96,37.96
37.96,37.96,37.96,37.96
37.96,37.96,37.96,37.96
37.96,37.96,37.96,37.96
37.96,37.96,37.96,37.96
37.96,37.96,37.96,37.96
