UTX,United Technologies Corporation Common Stock,NASDAQ
81.80,81.30,81.99,80.66
81.63,81.83,82.06,81.43
81.84,82.16,82.54,81.68
82.16,82.22,82.31,81.58
82.33,82.52,82.60,82.01
82.85,83.66,83.82,82.73
83.11,83.88,83.94,83.10
83.72,83.98,84.00,83.22
84.37,84.75,85.15,84.34
84.64,85.20,85.46,84.46
85.07,85.21,85.44,84.90
85.11,84.93,85.11,84.49
84.86,85.06,85.13,84.41
84.67,84.54,85.00,84.25
84.74,85.01,85.03,84.58
84.54,83.56,84.69,83.18
83.76,82.79,84.25,82.25
82.62,82.72,83.38,81.81
83.33,83.37,83.55,82.90
83.58,83.54,84.20,83.31
83.73,82.08,84.03,81.92
82.28,82.05,82.54,81.42
82.44,83.85,84.25,82.35
83.68,82.86,83.81,82.20
83.03,82.28,83.71,81.90
82.58,83.26,84.05,82.15
83.13,82.89,83.20,82.03
82.17,80.92,82.26,80.57
80.64,81.28,81.62,80.26
80.74,80.74,81.23,80.31
78.48,79.51,80.01,77.05
79.32,78.33,79.60,78.19
79.38,79.49,79.90,79.00
80.50,80.16,80.91,79.82
81.30,81.46,82.02,80.92
81.52,80.88,81.53,80.57
80.86,81.86,82.26,80.81
81.99,82.76,82.90,81.77
83.01,83.52,83.59,82.79
83.75,83.47,84.10,83.35
83.57,84.12,84.25,83.26
84.42,84.23,84.57,83.97
83.98,84.65,85.11,83.96
85.09,85.32,85.95,84.90
85.67,85.23,85.71,84.92
85.00,85.40,85.60,84.58
85.81,85.66,85.99,85.19
85.45,85.36,86.00,84.66
85.63,84.81,85.97,84.18
85.00,84.98,85.56,84.79
84.51,83.98,84.77,83.50
84.48,84.21,84.77,83.35
83.73,83.98,84.02,82.70
84.08,83.45,84.20,83.16
82.62,81.70,82.63,81.19
81.72,82.36,82.47,81.72
84.82,85.90,86.85,84.00
86.14,87.10,87.27,85.66
87.00,86.54,87.09,86.29
86.78,87.86,88.46,86.63
87.97,87.86,88.12,87.34
87.91,89.01,89.44,87.65
89.16,89.58,89.80,88.99
90.03,90.00,90.67,89.49
89.71,89.85,90.48,89.48
89.95,89.38,90.34,88.69
89.09,88.53,89.54,87.90
89.64,89.21,90.56,88.95
88.88,89.52,90.18,88.88
89.81,89.81,90.12,89.68
89.89,89.52,90.18,89.31
89.14,89.57,89.70,88.75
89.91,88.98,90.02,88.35
88.46,88.88,89.25,88.09
88.61,87.82,88.90,87.10
87.05,87.15,87.47,86.65
87.64,88.10,88.66,87.56
88.10,87.50,88.12,87.00
86.41,86.09,86.52,85.78
86.10,85.62,86.31,85.55
85.37,86.26,86.72,85.21
86.06,86.39,86.59,85.42
86.57,86.33,86.75,86.07
87.00,87.77,87.79,86.58
87.27,84.30,87.53,84.25
84.32,84.29,84.55,83.70
83.11,83.24,83.62,82.43
82.93,83.71,84.05,82.76
83.95,83.25,84.15,83.24
83.63,83.04,83.63,82.69
83.33,84.09,84.52,82.97
83.61,82.70,83.86,82.60
82.92,82.77,83.23,82.52
83.36,84.02,84.42,83.34
83.20,83.27,83.95,82.83
83.34,84.35,84.64,83.09
84.99,84.57,85.26,84.49
84.36,85.54,85.88,84.19
85.79,85.56,86.10,85.14
85.27,85.44,86.21,85.17
84.32,85.12,85.19,83.69
85.10,84.33,85.27,83.84
84.01,85.33,85.78,83.74
85.87,86.55,86.59,85.47
87.25,86.47,87.25,85.99
86.71,88.51,89.65,86.63
88.72,90.13,90.53,88.36
89.86,89.51,90.57,89.22
89.63,90.42,90.61,89.35
91.01,91.39,91.83,90.76
90.50,90.35,90.97,89.95
89.35,89.13,89.92,88.82
89.44,88.46,89.46,88.33
88.70,88.17,89.34,87.99
87.91,87.82,89.16,87.61
88.12,88.32,88.60,87.62
88.01,87.62,88.13,86.81
87.98,88.82,89.56,87.94
87.65,87.22,87.65,85.67
88.48,88.21,89.00,87.81
88.81,87.70,88.91,87.67
86.65,87.32,87.87,86.30
87.03,86.18,87.24,85.60
85.51,83.74,85.60,83.51
84.10,82.92,84.37,82.82
82.19,82.84,83.73,81.50
83.31,82.34,83.82,81.24
81.67,78.93,82.14,78.93
78.94,79.31,79.50,77.65
78.12,74.37,78.43,74.23
75.29,74.14,76.05,72.66
71.93,69.74,73.34,69.71
67.96,71.57,71.67,67.12
69.81,67.44,70.22,67.21
67.55,69.74,70.65,67.21
69.89,72.45,72.56,69.82
73.21,73.54,73.70,72.20
72.67,72.55,73.88,71.99
72.75,72.05,72.94,71.49
69.86,68.12,70.02,67.44
67.17,67.45,69.05,67.16
69.02,67.68,69.16,67.17
68.22,69.93,69.93,67.82
69.68,71.41,71.59,69.50
71.54,70.75,72.63,70.41
70.26,71.56,72.04,68.87
72.68,73.87,74.02,72.64
73.79,73.76,74.33,73.32
74.49,74.25,75.37,73.81
74.32,73.05,75.28,72.97
71.64,71.04,71.88,70.66
68.57,70.50,70.66,68.49
72.08,72.96,72.97,71.48
72.43,72.63,73.44,72.29
71.58,70.53,71.93,70.12
69.74,71.13,71.22,69.24
71.59,72.45,72.73,70.69
72.81,73.68,74.75,71.29
74.44,75.61,75.71,74.31
76.14,75.50,76.24,74.72
74.22,75.55,75.88,73.86
76.21,76.01,76.95,74.96
75.95,74.87,77.58,74.81
70.05,68.31,70.49,67.32
69.00,68.92,69.74,68.35
69.87,71.55,71.71,69.13
73.49,73.15,74.86,72.36
73.38,71.85,74.27,71.65
73.11,72.42,73.30,70.92
70.71,70.36,71.99,70.04
69.88,69.36,70.92,69.06
68.43,69.54,69.68,66.87
69.55,69.61,69.94,68.80
69.76,70.98,71.03,69.17
71.59,71.46,72.38,70.89
72.70,73.75,73.75,72.45
73.62,73.74,74.01,72.95
74.29,74.24,75.00,73.83
74.83,73.54,74.92,72.39
74.45,74.64,74.85,73.99
74.48,72.12,74.57,71.95
72.46,74.12,74.92,71.70
73.50,73.26,74.78,72.50
73.58,74.25,74.65,72.57
75.00,75.56,75.84,74.53
76.05,76.65,76.91,75.79
75.16,75.28,76.35,74.96
76.39,76.06,76.85,75.03
77.87,79.30,79.97,77.81
79.01,79.51,79.92,78.96
79.16,77.98,79.17,77.94
76.13,75.19,76.26,74.36
76.54,76.91,77.39,76.17
77.81,78.44,78.65,77.15
78.16,77.80,78.16,76.52
78.08,78.34,78.35,76.87
78.63,78.87,79.00,77.91
77.43,76.44,77.65,75.96
77.29,77.47,78.12,76.86
78.66,79.83,80.36,78.66
79.18,79.05,79.73,78.68
78.81,79.33,79.80,78.14
77.91,77.45,78.90,77.34
77.26,75.69,77.42,74.93
76.25,76.11,76.42,75.27
74.64,74.07,74.84,72.84
73.84,73.05,73.95,72.53
71.77,70.97,72.43,70.97
70.41,71.04,72.01,70.41
72.61,73.14,73.58,72.49
73.72,72.98,73.89,72.95
75.35,76.60,76.93,75.34
76.20,76.58,77.15,76.20
77.61,76.54,78.32,76.45
77.84,76.64,78.11,76.04
76.97,76.31,77.00,76.13
75.90,76.25,76.63,74.69
75.67,74.37,76.13,74.09
74.69,76.31,76.58,74.59
75.63,74.48,75.76,74.15
75.01,74.20,75.96,73.75
73.76,73.17,74.20,72.75
73.60,73.53,74.03,72.92
73.67,72.39,74.31,71.86
72.61,71.75,73.28,71.60
73.22,74.40,74.66,72.88
74.67,73.62,74.91,72.86
73.72,73.51,73.84,72.94
73.74,74.18,74.24,73.25
73.97,74.03,74.59,73.78
73.98,73.13,74.07,72.95
72.37,73.82,73.87,72.28
73.86,73.09,73.97,73.08
74.91,74.66,75.64,74.43
74.28,75.05,75.25,74.09
74.46,74.33,74.72,73.67
74.22,73.90,74.52,73.62
74.50,74.10,74.50,73.76
75.24,76.03,76.35,74.84
75.58,76.70,76.97,75.50
77.16,77.24,77.51,76.51
76.56,76.08,76.74,75.81
77.21,77.04,78.22,76.99
76.80,77.60,77.86,76.57
77.65,77.19,77.85,77.07
76.73,76.69,77.77,75.69
76.47,76.86,77.54,76.47
76.63,77.78,77.80,76.50
76.95,77.65,78.66,75.63
78.86,77.41,78.86,77.02
77.16,77.62,77.87,76.91
76.96,77.61,77.63,76.42
77.64,78.35,78.75,77.64
78.97,80.22,80.38,78.97
80.48,80.02,80.63,79.80
80.96,81.05,81.50,80.80
80.50,80.57,80.81,80.12
80.34,80.28,80.49,79.67
80.53,81.74,81.86,79.77
82.74,83.78,84.31,82.50
82.92,83.50,83.50,82.65
84.20,84.88,85.20,84.08
84.46,84.64,84.65,83.97
84.64,82.60,84.68,82.48
82.55,83.22,83.33,82.48
83.83,83.78,84.19,83.47
84.30,83.96,84.64,83.26
83.90,83.95,84.30,83.44
84.20,83.49,84.64,83.01
83.71,83.97,84.54,83.57
83.32,83.63,84.12,82.83
83.72,83.47,83.79,83.11
83.80,83.87,84.32,83.53
83.86,84.16,84.44,83.67
83.92,84.54,84.64,83.90
84.12,83.29,84.20,82.86
82.61,81.39,82.68,81.01
81.90,82.57,82.87,81.71
83.52,83.53,83.99,83.01
83.49,83.55,83.92,83.23
83.84,83.99,84.23,83.69
84.51,86.57,86.73,84.06
86.35,86.81,86.90,85.85
86.89,86.89,87.50,85.90
87.00,85.48,87.36,85.23
85.72,84.62,85.72,84.56
83.87,83.26,84.09,83.07
83.50,82.72,83.52,82.41
82.20,82.07,82.41,81.54
82.04,81.80,82.29,81.52
82.56,83.50,83.52,82.51
83.43,83.11,83.50,82.85
83.26,81.52,83.26,81.12
81.13,82.32,82.38,81.00
82.96,82.94,83.27,82.28
82.50,82.73,83.57,81.91
82.63,82.20,83.11,81.77
81.74,81.92,82.09,81.41
81.55,81.60,82.16,81.38
80.82,80.23,80.82,79.96
79.81,78.48,80.07,78.35
79.44,79.63,80.03,79.13
79.60,81.17,81.46,79.59
80.56,79.80,80.93,79.74
80.13,79.88,80.96,79.61
80.37,81.24,81.60,80.11
80.96,81.20,81.45,80.85
81.09,80.40,81.58,80.00
80.61,81.00,81.54,80.61
80.10,79.75,80.25,79.39
80.23,79.85,80.75,79.26
80.64,79.81,81.08,79.34
79.87,81.25,81.36,79.53
81.63,82.00,82.10,81.46
81.98,81.64,82.46,81.32
81.50,81.43,82.24,80.67
81.18,81.55,81.67,80.84
81.45,80.91,81.66,80.54
80.66,79.48,80.72,79.29
78.89,78.91,79.42,78.82
78.52,78.82,79.00,77.69
77.53,77.01,77.91,76.76
77.46,77.29,77.92,77.08
76.86,77.18,78.02,76.72
76.34,75.95,76.60,75.65
75.84,76.17,77.05,75.61
76.13,74.70,76.22,74.61
74.66,73.33,74.68,73.28
73.56,72.38,73.60,72.14
72.59,73.70,73.75,72.37
74.14,73.94,74.80,73.59
73.35,74.06,74.24,72.44
74.17,73.50,74.21,72.60
73.29,73.02,73.84,72.78
73.76,75.09,75.13,73.45
74.33,73.74,74.56,73.63
74.25,74.11,74.77,73.75
72.71,72.02,73.28,71.78
71.92,71.45,72.07,70.80
70.95,70.88,71.37,70.71
71.53,73.64,73.66,71.49
74.93,75.40,76.09,74.69
75.16,75.50,75.74,74.90
76.18,74.62,76.38,74.51
73.63,74.35,74.60,73.63
74.35,73.54,74.45,72.96
73.59,74.14,74.73,73.53
74.23,74.49,74.50,73.62
74.30,75.00,75.25,74.01
75.59,76.40,77.00,75.59
76.36,75.91,76.72,75.45
76.56,74.82,77.05,74.74
75.15,75.20,75.48,74.81
74.70,73.75,74.70,73.56
73.81,73.63,74.00,72.82
73.98,74.16,74.28,73.76
73.48,72.60,73.59,71.86
73.94,75.53,75.57,73.91
75.40,75.04,76.13,74.52
74.85,75.75,75.95,74.78
75.59,75.39,75.92,75.15
74.72,74.09,74.78,73.37
74.00,74.33,74.61,73.76
75.73,74.15,75.97,73.61
74.08,72.51,74.08,72.26
71.66,71.84,72.39,70.95
71.94,73.59,73.66,71.94
73.44,73.21,73.57,72.31
73.55,73.60,74.30,72.34
73.66,74.85,75.18,73.13
74.92,75.82,76.00,74.52
75.35,74.23,75.46,74.11
73.76,73.28,73.76,72.05
73.10,71.94,73.33,71.40
72.44,72.61,73.24,71.90
72.98,72.93,75.31,72.34
73.45,74.28,74.98,72.64
74.27,74.97,75.58,74.27
74.64,74.44,75.08,74.29
74.90,74.79,75.37,74.41
74.26,74.44,74.79,73.10
74.92,76.81,77.25,74.92
77.22,76.65,77.68,76.62
77.20,78.12,78.51,77.10
78.06,77.48,78.46,77.24
77.47,77.03,77.53,76.33
76.72,77.89,77.92,76.49
77.72,77.47,77.88,76.84
77.69,77.78,78.26,77.42
77.25,77.99,78.17,77.06
77.42,78.77,79.11,77.42
79.45,80.37,80.40,79.00
80.28,80.08,81.19,79.79
80.11,79.27,80.54,79.20
79.05,79.66,79.95,79.01
79.40,79.20,79.60,78.78
79.05,80.08,80.20,79.00
80.30,80.56,81.11,79.82
80.36,80.64,80.94,79.96
80.77,80.17,80.86,80.05
79.53,79.06,79.88,78.37
79.79,79.85,80.48,79.16
79.70,78.35,80.07,77.92
78.32,78.03,78.32,77.49
78.74,79.40,79.71,78.65
80.10,79.41,80.34,79.05
79.20,78.61,79.59,78.60
78.62,78.76,79.37,78.53
78.84,78.83,79.37,78.50
78.93,80.53,80.89,78.70
81.00,82.45,82.50,80.68
82.38,82.15,82.56,81.81
81.58,81.48,82.00,81.09
81.36,81.72,81.78,80.30
81.39,80.92,81.50,80.18
81.19,80.75,81.35,80.22
80.43,80.03,80.43,79.43
80.09,78.77,80.24,78.68
78.90,78.53,79.06,78.31
78.85,78.35,79.00,77.96
77.48,78.29,78.41,76.93
78.56,78.35,79.37,78.18
78.58,78.39,78.99,77.98
78.57,78.56,78.76,77.93
78.93,78.53,79.23,78.44
79.10,78.51,79.27,78.18
78.19,78.37,78.53,77.78
78.21,77.33,78.49,77.33
77.20,76.02,77.39,75.85
76.52,76.05,77.15,76.04
76.00,75.96,76.33,75.69
76.13,76.15,76.55,75.88
76.68,77.60,77.71,76.40
77.73,78.54,78.77,77.52
78.33,79.23,79.36,78.05
78.82,77.99,79.14,77.64
77.65,77.83,78.85,77.32
76.51,77.07,78.50,76.35
77.60,77.90,78.31,76.79
78.24,77.29,78.60,77.02
77.45,78.20,78.43,77.29
79.18,78.16,79.18,77.85
78.46,79.06,80.39,78.12
79.29,78.07,79.90,78.03
78.00,77.90,78.33,77.71
78.06,79.97,80.26,77.90
79.16,77.68,79.16,76.91
77.44,76.16,77.70,76.15
76.01,75.84,76.60,75.64
76.17,76.95,77.19,75.76
76.38,77.00,77.79,76.26
76.79,74.65,76.80,74.44
74.87,74.84,75.33,74.55
74.97,75.25,75.69,74.47
76.08,76.58,76.73,75.60
76.22,76.69,76.82,75.92
76.81,77.33,77.84,76.46
77.82,78.61,78.66,77.61
77.77,78.68,78.76,77.77
78.44,78.83,79.00,77.90
78.50,79.80,80.00,78.37
79.86,79.76,80.20,79.11
79.96,80.11,80.36,79.62
80.73,79.80,81.35,79.74
79.97,80.14,80.72,79.55
80.34,80.23,80.75,79.34
80.30,80.87,80.90,79.93
81.04,80.99,81.36,80.28
80.99,81.01,81.33,80.81
81.45,81.19,81.66,80.95
81.78,81.00,81.91,80.65
81.22,80.37,81.38,80.19
79.98,79.98,80.75,79.83
80.13,79.99,80.26,79.50
80.10,82.23,82.46,79.90
82.22,83.03,83.57,81.90
83.11,83.17,83.64,82.67
82.37,82.54,82.87,81.40
82.59,82.24,82.80,82.13
82.34,82.11,82.44,81.60
82.16,82.07,82.45,81.13
81.52,80.81,81.82,80.68
80.51,82.01,82.25,80.28
83.43,84.00,84.00,83.11
83.75,84.31,84.46,83.41
84.47,84.98,84.99,84.07
84.54,84.57,84.99,84.37
84.39,83.55,84.71,83.25
83.94,84.55,85.31,83.83
85.00,84.97,85.02,84.36
84.87,85.18,85.49,84.65
85.25,85.80,85.97,85.25
85.18,85.96,86.13,84.91
85.54,85.57,85.81,85.15
86.08,86.40,86.60,85.59
86.71,86.95,87.36,86.24
86.63,87.47,87.50,86.34
87.29,88.07,88.38,86.81
88.01,88.92,88.96,87.53
88.86,89.79,89.81,88.86
89.93,89.80,90.00,89.35
89.81,89.76,89.86,89.11
89.62,89.10,89.72,89.02
88.59,87.57,89.10,87.57
87.99,89.84,90.11,87.99
90.43,89.54,90.75,89.18
90.26,89.26,90.60,89.05
88.66,89.37,89.53,88.66
89.54,89.95,89.95,88.61
90.10,90.09,90.89,89.75
90.07,89.61,90.32,89.36
89.80,89.98,90.08,89.55
89.82,89.50,89.82,89.00
89.23,89.69,90.00,88.80
90.05,90.78,90.78,89.85
91.03,91.02,91.51,90.63
91.02,90.16,91.20,90.11
89.78,89.41,89.81,88.52
89.89,90.49,90.49,89.67
90.90,88.37,90.95,88.37
89.01,89.20,89.53,88.67
89.10,90.57,90.76,88.41
90.74,90.55,91.32,90.23
90.26,90.13,90.75,89.28
89.54,89.13,89.71,88.49
89.69,91.02,91.29,89.51
91.59,91.07,91.86,90.90
91.20,91.71,91.89,91.18
92.03,92.07,92.91,91.89
92.16,92.91,93.10,91.91
92.86,93.14,93.24,92.25
93.19,93.08,93.43,92.71
93.38,93.45,93.45,92.97
93.30,93.28,93.50,93.00
92.97,92.77,93.58,92.62
93.00,93.11,93.66,92.48
93.82,93.45,94.00,93.35
93.01,92.43,93.31,92.28
92.79,93.59,93.64,92.60
93.78,92.80,94.00,92.33
93.28,92.65,93.48,92.54
92.34,92.61,92.76,91.29
93.10,93.43,93.73,93.01
93.16,92.92,93.41,92.70
93.15,92.99,93.54,92.85
93.15,93.20,93.97,93.01
93.37,93.16,93.80,92.96
92.00,92.64,92.75,91.90
92.84,93.71,93.72,92.42
93.94,94.45,94.58,93.38
94.72,95.18,95.70,94.64
95.52,95.82,95.84,95.17
95.63,95.69,95.69,95.17
95.37,93.52,95.48,93.50
94.40,94.51,94.82,93.72
93.79,92.85,93.89,92.41
92.91,91.55,93.11,91.25
91.72,93.22,93.29,91.72
93.22,93.63,94.06,92.54
93.30,92.89,94.25,90.65
92.73,92.00,93.07,91.82
92.40,92.11,93.19,92.00
92.03,91.15,92.21,91.13
91.27,91.62,91.79,90.62
92.10,91.29,92.23,91.04
91.04,91.05,91.65,90.92
91.29,91.75,92.19,91.29
92.73,93.11,93.48,92.43
92.95,93.49,93.83,92.80
93.59,93.87,93.90,93.27
93.75,94.38,94.38,93.59
94.51,94.76,95.59,94.32
94.91,95.25,95.25,94.57
95.03,94.95,95.32,94.77
94.97,95.93,95.97,94.97
95.47,95.81,95.88,94.79
95.51,95.17,95.83,95.05
95.28,97.35,97.41,94.87
97.04,97.23,97.72,96.94
97.56,97.55,98.15,97.22
97.60,96.25,98.18,96.11
95.38,95.49,95.97,94.93
95.00,95.04,95.27,94.19
95.94,95.97,96.62,95.50
95.39,95.12,95.63,94.81
95.44,95.96,96.51,95.20
95.63,94.90,96.61,94.90
95.16,95.23,95.75,94.01
94.92,94.28,95.42,93.64
93.94,93.01,94.03,92.87
92.91,92.75,93.14,91.84
93.72,94.50,94.62,91.78
94.59,94.14,94.82,93.95
93.32,93.68,94.63,92.88
94.60,92.68,94.84,92.47
92.82,94.29,94.46,92.19
94.34,94.02,94.85,93.65
94.97,94.98,95.84,94.68
94.95,96.17,96.42,94.95
96.05,94.18,96.40,94.18
