UTX,United Technologies Corporation Common Stock,NASDAQ
107.30,107.43,107.70,107.08
107.50,109.68,109.84,107.08
109.67,108.43,109.68,108.14
108.54,109.79,109.99,108.06
109.42,110.39,110.50,108.79
110.88,110.31,111.69,110.26
110.35,109.27,110.44,109.09
109.04,108.13,109.43,108.12
108.41,108.52,109.26,108.09
109.57,110.82,111.07,108.88
110.93,110.65,111.00,110.15
110.94,110.49,111.13,110.47
110.58,110.46,110.76,109.69
110.35,110.65,110.83,110.04
111.04,110.98,111.13,110.50
111.00,110.19,111.09,110.10
110.28,110.55,110.82,110.03
110.59,109.62,110.79,109.38
110.39,110.83,110.96,110.00
111.46,110.90,111.70,110.58
111.17,111.35,111.94,110.56
111.42,112.55,112.83,111.06
112.70,111.50,112.70,111.27
111.75,111.26,111.83,111.06
111.62,111.00,111.62,110.58
111.14,110.82,111.14,109.71
110.93,110.22,111.26,109.85
