SHPG,Shire plc - American Depositary Shares,NASDAQ
61.72,61.38,62.01,61.26
60.66,60.93,61.06,60.52
61.09,62.31,62.76,61.07
63.13,63.31,63.93,62.74
62.72,64.03,64.10,62.62
63.93,65.69,65.74,63.87
64.94,65.85,66.03,64.89
65.22,65.32,65.89,65.10
66.41,66.71,66.89,66.17
67.13,66.83,67.13,66.46
68.12,68.13,68.37,67.42
68.81,67.36,68.84,67.07
67.53,67.07,67.70,66.86
66.63,67.20,67.38,66.26
67.40,66.34,67.40,66.18
68.05,67.95,68.68,67.73
67.76,67.73,68.02,67.23
68.06,68.94,68.96,67.80
68.61,68.44,68.80,68.03
68.93,68.26,68.98,68.21
70.18,68.77,70.31,68.59
67.81,68.87,69.02,67.67
69.52,68.79,69.66,68.51
70.95,70.22,71.00,69.93
68.36,68.91,69.12,67.34
68.99,69.11,69.29,68.64
69.06,70.06,70.06,68.75
70.22,70.41,70.45,70.00
70.38,71.18,71.42,70.32
69.95,69.76,70.07,69.60
69.43,69.47,69.85,69.19
68.75,68.76,69.19,68.61
68.85,69.01,69.63,68.65
69.32,68.74,69.32,68.62
68.58,68.18,68.60,67.98
67.89,66.70,68.01,66.46
66.23,66.05,66.23,65.79
66.39,66.51,66.94,66.27
65.51,65.29,65.83,65.15
64.44,65.47,65.75,64.06
64.46,64.52,64.70,63.92
64.82,65.16,65.35,64.24
64.74,64.69,65.10,64.40
64.22,64.72,65.01,64.13
65.77,66.09,66.61,65.77
66.06,67.11,67.12,65.93
67.25,67.44,67.46,66.98
66.74,66.58,66.81,66.46
67.32,67.08,67.67,67.01
67.55,68.38,68.69,67.53
68.57,69.38,69.59,68.57
69.70,69.56,70.11,69.43
69.50,70.25,70.50,69.41
70.51,70.98,71.34,70.39
71.58,70.64,71.60,70.30
69.72,68.65,69.75,68.46
69.24,69.54,69.76,69.12
69.81,69.48,69.93,68.96
69.33,69.21,69.82,68.99
68.59,68.34,69.11,68.21
69.44,70.26,70.33,69.23
69.70,69.01,69.70,69.00
69.60,69.87,70.03,69.22
69.45,68.43,69.56,68.34
68.82,67.28,69.03,67.12
67.33,67.31,68.05,66.97
66.57,66.79,67.06,66.50
67.62,67.82,67.96,67.42
67.48,67.77,68.00,67.39
68.10,67.99,68.12,67.41
67.97,68.54,68.90,67.88
68.39,68.58,68.72,68.31
68.70,69.00,69.06,68.19
70.31,70.41,70.63,70.01
70.89,71.36,71.41,70.71
71.99,71.94,72.41,71.46
71.32,71.29,71.53,71.01
69.76,70.41,70.81,69.71
70.58,71.65,72.11,70.48
70.91,70.34,71.12,69.70
69.96,69.77,70.05,69.65
69.93,69.91,70.35,69.55
69.19,69.39,69.48,69.00
69.19,69.66,69.66,68.74
69.95,70.05,70.27,69.60
71.19,70.10,71.19,70.04
71.59,71.19,71.68,70.79
72.55,71.62,72.60,71.39
71.85,72.51,72.51,71.75
73.13,73.05,73.47,72.75
73.88,73.08,74.30,72.89
72.78,72.28,72.78,72.12
72.06,71.31,72.52,70.97
72.02,72.94,73.03,71.57
72.51,72.90,72.99,72.51
73.22,73.40,73.64,73.01
73.72,72.77,73.78,72.75
72.58,71.90,72.86,71.67
72.30,72.39,72.56,71.95
73.74,74.12,74.24,73.62
73.65,73.96,74.15,73.17
73.31,73.57,73.80,72.87
73.00,73.17,73.38,72.77
73.18,73.42,73.84,73.14
73.20,73.41,73.79,73.05
71.49,71.52,71.72,70.85
70.43,70.34,70.87,70.24
70.69,69.90,70.97,69.78
70.01,70.94,71.07,69.97
70.52,70.76,71.28,70.40
70.44,69.96,70.47,69.78
71.42,71.10,71.69,71.02
70.62,70.86,70.94,70.17
70.60,70.55,70.65,69.99
70.14,70.40,70.73,70.02
69.64,70.75,71.09,69.56
70.22,70.57,70.75,69.95
70.41,71.03,71.33,70.41
71.50,72.00,72.05,71.24
71.73,70.85,71.73,70.72
71.05,70.35,71.09,70.25
70.93,70.01,71.02,69.98
70.02,70.41,70.67,69.92
70.60,70.64,70.70,70.49
70.55,70.30,70.55,70.13
70.49,70.66,70.83,70.27
71.43,71.64,71.71,71.28
71.92,72.03,72.36,71.79
72.12,72.38,72.46,71.86
72.86,73.16,73.29,72.52
73.41,73.35,73.72,73.00
72.52,72.61,72.91,72.37
73.21,72.67,73.26,72.45
73.73,74.02,74.40,73.58
74.95,74.50,75.00,74.22
76.54,76.07,76.65,75.66
77.28,77.30,77.60,76.97
78.16,78.29,78.44,77.72
77.98,77.57,78.09,77.01
79.54,80.72,80.80,79.54
80.86,79.08,80.88,78.97
78.98,78.94,79.29,78.46
78.48,78.35,79.02,78.12
79.30,79.10,79.48,78.94
79.00,79.79,79.79,78.26
80.38,80.48,80.67,80.17
81.16,80.49,81.64,80.27
80.00,78.63,80.06,78.14
79.05,79.31,79.50,78.86
79.61,79.67,79.98,79.45
79.40,79.49,79.55,79.16
79.81,79.88,79.93,79.30
79.43,79.34,79.69,78.92
80.00,80.14,80.33,79.78
80.40,80.92,81.67,80.30
80.17,79.80,80.71,79.78
79.84,80.88,80.99,79.02
81.00,81.49,82.30,80.68
81.62,82.23,82.28,81.56
82.50,82.85,82.96,82.46
82.91,83.46,83.88,82.88
83.64,84.23,84.54,83.55
84.37,84.23,84.62,83.94
82.51,82.07,82.81,81.69
81.32,80.98,81.70,80.89
81.18,81.45,81.68,80.74
82.10,84.91,85.78,82.06
84.95,85.01,85.36,84.41
85.95,84.67,86.25,84.51
84.03,84.00,84.76,83.73
86.01,85.75,86.19,85.67
86.13,85.44,86.28,84.52
85.74,84.86,85.86,84.81
85.06,84.99,85.20,84.65
85.89,86.92,87.29,85.65
86.50,86.04,86.75,85.89
86.32,87.42,87.64,86.03
87.00,87.25,87.42,86.93
84.51,85.17,85.47,84.25
85.32,83.76,85.39,83.02
85.51,86.29,86.61,85.32
88.09,88.05,88.57,87.41
89.33,89.19,89.49,89.07
89.00,88.50,89.09,88.04
87.83,88.39,88.50,87.57
88.34,88.21,88.96,88.06
87.92,87.60,88.31,87.45
87.62,87.13,87.71,86.79
86.51,86.83,87.01,86.46
87.50,87.69,88.00,87.41
87.36,87.03,87.63,86.99
87.60,88.00,88.46,87.37
88.52,87.92,88.55,87.83
88.05,88.49,88.66,87.94
88.35,88.06,88.45,87.85
87.81,88.95,89.02,87.30
89.43,89.20,89.55,88.68
89.84,90.45,90.70,89.84
91.08,89.66,91.15,89.55
91.29,91.19,91.46,90.73
92.39,92.38,92.57,91.76
93.07,92.51,93.08,92.29
90.56,89.50,90.57,89.00
90.54,90.95,90.95,90.17
92.94,92.32,93.16,91.95
92.57,92.79,92.95,92.14
92.42,92.71,92.95,91.94
92.47,92.91,93.13,91.98
94.20,94.61,94.76,93.99
93.15,92.04,93.70,92.01
92.36,93.21,93.31,91.78
92.92,93.11,94.27,92.79
92.65,92.52,93.19,92.17
93.14,92.74,93.17,92.11
91.26,90.73,91.50,90.49
91.86,91.56,92.07,91.03
91.50,92.59,92.64,91.26
91.68,93.25,93.39,91.66
94.12,96.32,96.45,93.84
94.29,96.16,96.67,94.21
96.53,94.76,96.77,94.37
94.03,93.78,94.55,93.61
92.07,93.36,93.47,91.95
93.67,95.24,96.61,93.62
93.91,93.95,94.03,92.99
93.32,92.98,93.40,92.47
91.30,90.76,91.93,90.62
91.80,91.52,92.16,91.51
91.42,91.43,91.91,91.19
90.34,91.47,91.72,90.15
92.16,93.27,93.52,92.05
94.97,95.59,95.65,94.27
95.42,93.63,95.59,93.54
93.99,92.81,94.15,92.37
92.09,92.09,92.58,91.91
93.13,92.10,93.30,92.04
93.15,92.97,93.78,92.88
92.27,92.29,92.53,91.93
92.31,92.30,92.60,91.86
91.17,89.61,91.34,89.43
89.84,90.10,90.63,89.60
91.43,91.42,92.17,91.27
90.28,89.27,90.93,89.21
88.45,88.23,88.78,87.59
88.45,88.86,89.34,88.29
88.63,89.65,89.77,88.53
89.07,90.08,90.42,88.98
89.41,89.35,89.75,89.25
88.34,90.35,90.49,87.84
89.23,89.53,90.14,89.19
90.47,91.20,91.68,90.28
91.39,92.42,92.57,91.27
92.40,93.09,93.27,92.06
92.57,94.21,94.41,92.55
93.91,93.78,94.20,93.52
94.53,94.63,94.82,94.13
94.22,94.68,94.71,93.88
94.69,94.39,94.69,94.06
94.90,95.86,95.92,94.90
95.47,95.04,95.73,94.93
95.21,95.95,96.45,95.14
97.08,99.12,99.39,96.96
100.02,99.88,100.61,99.43
99.86,99.67,100.29,99.13
99.69,99.77,99.86,98.54
99.77,100.75,100.85,99.50
99.84,100.25,100.68,99.63
100.29,101.44,101.81,99.95
100.68,101.33,101.83,100.25
101.37,101.05,101.67,100.95
101.94,101.86,102.22,101.34
102.80,99.25,102.90,98.67
102.55,103.19,105.53,102.48
105.41,104.00,105.49,103.76
104.24,102.53,104.45,101.73
98.71,97.03,100.24,96.91
96.54,95.90,96.62,94.26
93.71,92.48,95.05,92.29
93.06,92.98,94.52,90.19
89.47,87.43,90.75,86.75
91.10,92.38,92.38,88.65
89.96,88.63,91.05,88.30
89.08,93.00,93.79,88.94
94.57,95.67,96.02,93.98
96.82,97.64,97.71,95.46
96.22,97.08,97.55,95.69
98.61,97.83,99.14,97.18
95.90,93.93,95.91,93.31
93.46,94.69,95.38,93.34
97.21,95.80,97.34,95.62
97.32,98.99,99.00,96.87
99.05,96.67,99.98,96.49
95.88,95.13,96.48,94.62
92.97,95.70,95.94,92.33
95.82,97.75,98.00,95.82
94.45,95.19,95.73,93.42
96.22,97.10,98.02,95.99
96.24,96.13,97.67,95.25
94.86,94.30,95.75,94.23
92.52,94.69,94.84,92.20
95.28,96.48,96.82,95.05
96.26,96.40,97.35,95.76
95.06,93.76,95.26,93.41
91.06,93.15,93.26,90.92
91.66,91.93,92.22,90.75
92.15,93.20,94.08,91.30
94.18,95.10,95.52,93.47
94.95,94.98,95.95,94.46
92.79,94.33,94.96,92.73
94.26,95.26,95.69,93.61
95.04,92.82,95.31,92.76
89.50,90.62,91.43,89.40
89.47,90.57,90.81,89.06
92.33,92.53,92.80,91.10
94.64,94.38,95.40,93.90
94.04,92.71,94.29,92.54
94.18,93.92,94.47,92.72
92.93,93.93,95.11,92.80
92.01,88.82,92.73,88.59
88.26,88.04,88.44,85.99
88.60,91.05,91.65,88.07
90.36,93.28,96.65,89.94
93.93,93.61,95.15,93.53
94.72,94.95,95.36,94.57
94.48,94.75,95.10,94.27
94.36,94.12,94.98,93.83
94.20,96.21,96.43,94.14
97.36,97.98,98.16,97.32
95.70,94.60,96.34,94.50
95.41,95.61,96.44,94.77
95.36,93.72,95.46,93.49
95.18,95.00,95.58,94.53
96.12,96.19,96.40,95.38
94.31,95.55,95.63,94.25
94.00,93.50,94.89,93.03
96.14,96.02,96.26,94.48
96.05,95.67,96.53,94.50
94.15,95.08,95.40,94.00
95.24,94.30,96.00,94.16
91.33,92.32,93.60,91.24
93.12,93.94,94.74,92.86
96.36,97.78,98.13,95.35
97.15,97.13,98.00,96.17
95.67,96.10,96.43,95.24
96.58,97.63,97.91,96.42
95.14,95.51,95.71,94.82
95.84,95.56,96.09,94.82
97.01,96.95,98.14,96.83
96.18,96.48,96.69,95.71
96.36,97.21,97.62,96.23
96.27,96.43,97.60,95.97
96.45,95.37,97.10,94.79
95.26,95.01,95.53,94.60
93.98,94.71,94.99,93.94
93.73,94.39,94.61,93.54
93.36,93.62,94.64,93.35
91.45,92.12,93.18,91.36
93.46,93.94,94.75,93.36
95.43,96.39,96.49,95.29
99.13,101.32,101.47,99.13
100.43,100.38,100.93,99.82
99.73,99.38,100.17,99.25
98.92,98.80,100.14,98.58
99.78,101.52,102.07,99.78
101.20,101.69,102.05,100.25
101.55,100.24,101.88,100.10
98.94,100.06,100.54,98.92
99.76,99.00,99.77,98.36
100.58,98.59,100.75,97.81
98.15,97.90,98.27,97.46
99.19,98.80,99.25,98.14
98.78,98.02,99.07,97.63
99.24,99.88,100.38,99.13
101.08,101.70,101.93,100.90
101.33,101.50,101.57,100.45
101.22,102.53,102.71,101.04
103.00,103.72,103.94,102.55
103.27,103.03,103.83,102.74
102.86,102.54,102.88,101.86
102.88,103.22,103.53,102.53
103.54,103.90,104.49,103.31
104.09,103.35,104.45,103.08
102.17,101.25,102.45,101.04
99.93,100.50,100.83,99.38
99.94,99.06,99.96,98.25
100.37,101.14,101.25,100.05
101.24,101.50,101.72,101.00
99.82,100.21,100.78,99.76
100.70,100.74,100.96,100.10
99.38,99.52,100.20,99.00
101.63,101.58,101.90,101.40
101.17,101.63,101.97,100.92
101.48,100.01,101.60,99.79
99.07,97.35,99.45,93.57
98.60,99.34,99.56,98.20
99.22,99.78,99.85,98.70
99.75,100.14,100.50,98.31
100.81,100.77,101.22,100.46
100.64,100.17,100.99,100.06
99.77,99.50,100.02,99.06
99.88,99.51,100.13,99.16
99.32,99.64,100.34,99.22
99.12,99.00,99.46,98.67
99.64,99.70,100.10,99.32
100.71,99.80,101.01,99.68
104.48,103.89,104.54,102.95
103.99,103.43,104.22,102.68
103.91,103.60,104.16,103.34
104.36,104.91,105.32,104.21
106.40,106.33,106.93,106.19
106.37,106.57,106.98,106.12
108.32,107.60,108.37,107.14
108.27,108.20,108.79,107.72
108.61,108.07,108.67,107.65
105.95,103.95,106.29,102.90
105.02,105.43,106.10,104.79
105.41,105.00,105.48,103.90
105.87,105.43,106.20,104.79
105.49,105.52,106.02,104.99
105.76,105.53,106.00,105.03
105.02,104.65,105.42,104.51
105.07,105.63,105.92,104.59
105.40,105.39,105.66,104.97
105.99,105.59,106.12,105.14
103.19,102.00,103.42,101.89
102.77,102.91,103.05,102.42
104.45,104.84,104.97,103.96
105.69,105.66,106.22,105.22
105.46,104.95,105.53,104.70
104.68,105.43,105.50,104.64
105.36,103.31,105.77,102.68
102.76,101.39,102.86,101.02
103.54,102.91,103.68,102.74
103.38,102.90,103.57,102.43
101.93,102.99,103.10,101.65
102.72,102.79,103.32,102.61
101.88,102.55,103.11,101.70
102.39,101.58,102.58,101.42
102.32,102.63,102.82,102.01
101.92,101.81,102.07,101.42
102.22,101.70,102.90,101.18
101.18,101.73,102.00,100.77
97.31,94.75,97.66,94.05
96.20,98.12,98.68,95.96
97.73,97.45,97.89,97.09
97.99,96.48,98.15,96.18
95.46,96.30,96.67,95.38
96.08,95.84,96.30,95.58
95.88,92.91,95.92,92.65
93.74,92.69,93.76,92.33
92.92,93.29,93.63,92.77
93.66,92.82,93.79,92.59
94.51,93.83,94.58,93.31
94.37,95.53,95.68,93.95
97.37,96.94,97.43,96.66
96.33,95.55,96.78,94.99
97.97,98.42,99.46,97.59
96.32,96.65,97.04,95.82
97.30,96.29,97.48,95.88
95.69,97.05,97.81,95.64
99.09,98.61,99.26,97.88
99.23,97.38,99.31,97.14
98.38,97.56,98.69,96.91
98.04,97.47,98.34,97.32
98.16,99.15,99.15,97.89
99.20,98.50,99.30,98.04
98.87,97.36,98.96,97.24
97.02,97.80,97.83,96.50
97.92,97.05,98.12,96.27
95.79,96.20,97.09,95.65
96.94,96.19,97.10,96.09
97.52,98.32,99.02,97.36
97.57,97.11,97.82,96.96
96.00,95.51,96.26,95.17
94.69,94.13,95.24,94.06
93.73,91.69,93.87,91.69
91.93,90.30,92.00,90.12
90.89,91.23,91.30,90.42
90.64,90.58,91.46,90.22
88.58,87.77,88.65,87.05
88.38,88.65,88.65,88.02
88.83,88.59,89.34,88.36
88.88,88.51,89.14,88.04
87.36,86.11,87.43,85.60
85.11,84.41,85.22,83.88
82.82,82.68,83.36,82.11
82.70,83.02,83.35,82.65
83.44,84.76,84.96,83.01
86.21,86.98,87.30,86.18
88.05,85.81,88.05,85.75
86.42,87.65,87.72,86.23
88.95,87.37,89.02,87.21
87.57,88.01,88.06,86.71
88.88,88.08,89.33,87.76
88.40,88.04,88.68,87.49
88.42,89.15,89.44,88.27
89.60,89.90,90.41,89.40
91.16,91.67,91.91,91.02
91.50,91.53,92.10,90.97
91.25,90.82,91.61,90.46
91.89,91.36,92.20,91.34
80.21,82.65,83.02,80.09
83.88,86.02,86.51,83.84
86.00,85.30,86.04,84.43
83.67,84.14,84.22,82.39
85.77,86.39,86.79,85.64
85.62,87.48,87.78,85.62
86.60,86.32,86.84,86.18
84.45,84.24,84.81,83.41
84.73,84.82,84.94,84.30
84.88,85.84,85.93,84.49
86.18,85.67,86.44,85.57
85.91,86.26,86.43,85.59
86.07,86.49,86.90,85.64
86.64,87.88,88.00,86.63
87.76,87.61,87.88,87.34
87.45,88.35,88.61,86.84
87.61,88.85,88.96,87.52
89.43,90.23,90.58,89.33
89.74,89.29,89.91,89.20
87.10,87.87,88.26,86.49
88.37,87.53,88.63,87.21
86.82,87.36,87.78,86.69
89.50,89.85,90.16,89.34
89.92,91.02,91.21,89.73
90.51,89.67,90.77,89.55
88.19,86.18,88.56,86.12
91.99,89.73,93.20,89.37
89.32,89.20,89.89,85.77
90.88,91.17,91.86,90.88
90.62,91.77,92.03,90.55
91.22,92.69,92.89,91.17
92.00,92.93,93.14,91.90
92.77,92.64,93.24,92.02
92.71,93.05,93.64,92.18
92.72,93.39,93.42,92.17
94.00,94.03,94.10,93.69
96.07,95.05,96.85,94.62
95.42,94.65,95.45,94.53
94.03,93.43,94.15,92.99
92.39,92.16,92.76,91.75
93.10,93.00,93.99,92.62
92.23,92.21,92.48,91.62
92.11,91.33,92.11,91.26
92.04,91.77,92.68,91.60
91.72,91.48,92.11,91.03
91.08,90.88,91.63,90.59
90.86,91.37,91.45,90.79
91.96,90.27,91.99,90.09
92.16,90.54,92.39,90.44
90.44,91.66,91.75,90.12
92.61,92.21,92.78,91.98
92.94,94.39,95.40,92.86
93.74,93.22,93.96,92.62
92.16,92.14,93.03,92.06
92.83,92.12,92.84,92.08
91.71,91.71,91.79,91.14
92.52,93.06,93.24,91.66
92.42,92.50,92.67,92.14
92.32,92.58,92.99,92.24
92.65,91.20,92.73,90.87
92.02,90.51,92.18,90.44
89.92,88.44,89.92,88.23
88.83,88.50,89.16,88.28
88.83,89.64,89.82,88.72
89.56,88.29,90.10,88.14
87.91,87.27,87.91,86.84
89.97,87.36,90.00,87.04
87.51,88.70,89.47,87.42
89.34,88.73,89.44,88.49
88.96,87.68,89.05,87.50
88.26,87.90,88.36,87.73
88.48,88.63,88.70,88.07
88.47,88.34,88.86,88.10
87.47,87.52,88.01,87.39
87.69,86.92,87.69,86.88
86.82,86.55,87.03,86.23
87.07,87.10,87.73,86.98
87.14,86.86,87.48,86.73
86.75,86.51,86.78,86.01
88.38,89.99,90.27,88.37
91.07,90.61,91.08,90.49
89.90,90.32,90.78,89.65
89.93,87.89,89.94,87.75
88.03,87.52,88.17,87.01
85.25,84.46,85.35,84.21
85.97,85.06,86.34,84.84
86.45,85.73,86.77,85.34
84.51,84.58,85.05,84.39
85.08,84.39,85.30,83.98
85.21,85.33,85.96,84.69
85.29,84.65,85.64,84.42
84.39,84.60,84.81,84.19
85.20,85.50,85.99,85.11
85.38,84.75,85.45,84.30
84.49,84.03,84.81,83.69
83.85,83.78,84.49,83.71
83.42,83.24,83.83,83.18
83.18,83.50,84.28,83.15
83.47,83.07,83.57,82.83
83.02,82.45,83.27,82.14
82.68,82.47,82.82,82.10
82.07,82.71,82.72,81.76
83.43,84.00,84.21,83.11
85.16,85.40,85.57,84.98
86.43,86.63,86.74,85.58
85.62,85.32,85.74,84.92
86.04,85.66,86.11,85.46
85.86,86.03,86.19,85.28
86.77,87.36,87.57,86.66
87.25,86.63,87.46,86.30
87.22,87.08,87.47,86.90
89.32,89.26,89.96,89.03
90.80,90.40,91.48,90.25
90.83,90.40,90.84,89.70
90.52,91.18,91.49,90.36
92.16,92.71,92.92,91.87
93.25,92.87,93.50,92.69
93.72,93.35,93.93,93.10
94.46,93.86,94.61,93.48
94.21,93.50,94.35,93.37
93.36,93.13,93.96,92.96
94.16,94.04,94.19,93.61
93.98,93.53,94.00,93.39
94.02,94.19,94.36,93.67
92.77,92.80,93.26,92.54
92.78,92.49,92.80,92.23
92.48,91.99,92.79,91.86
92.26,92.27,92.45,91.50
92.04,91.14,92.27,91.10
92.10,92.18,92.28,91.57
93.62,93.21,93.86,92.69
92.63,92.74,93.12,92.37
92.79,93.50,93.72,92.62
92.62,92.95,93.05,92.29
94.00,95.48,95.68,94.00
96.13,96.90,96.96,95.99
97.10,97.61,97.76,96.80
97.84,98.55,98.60,97.53
98.07,98.32,98.48,98.05
98.09,98.65,98.77,98.01
99.90,99.79,99.96,99.20
100.17,100.29,100.47,99.98
100.58,100.04,100.59,99.33
99.55,99.36,99.85,99.09
100.12,99.77,100.21,99.38
100.02,99.92,100.38,99.81
99.74,100.87,100.95,99.66
99.80,99.55,99.99,99.22
99.97,100.35,100.53,99.87
100.14,100.11,100.50,100.02
99.86,100.14,100.77,99.86
101.00,101.63,101.80,100.23
101.59,101.40,102.04,100.67
101.02,100.32,101.06,99.91
100.10,100.79,100.83,100.10
99.88,100.06,100.13,99.10
100.00,100.12,100.38,99.78
99.31,99.42,99.50,98.59
99.11,99.35,99.76,98.98
99.94,100.37,100.80,99.66
95.03,93.68,96.03,93.45
95.13,95.67,96.22,95.00
95.71,95.50,96.15,95.45
95.27,94.72,95.60,94.70
94.40,94.38,94.90,94.14
96.31,96.01,96.32,95.22
96.05,95.07,96.46,95.01
95.91,95.35,96.21,94.76
95.83,96.10,96.28,94.98
93.87,93.66,94.93,93.63
93.79,96.29,96.98,93.08
94.54,95.20,95.35,94.32
94.99,94.86,95.39,94.60
94.39,94.70,94.98,94.19
94.51,93.67,94.74,93.18
92.69,92.00,92.85,91.85
91.41,91.34,91.75,91.05
91.63,91.56,91.99,91.35
91.86,91.78,92.00,91.47
92.44,93.03,93.45,92.22
92.41,92.03,92.65,92.00
92.00,90.98,92.19,90.88
92.07,91.98,92.21,91.53
93.00,92.09,93.00,91.98
90.80,90.73,91.06,90.23
91.13,90.70,91.15,90.29
90.82,90.61,91.00,89.89
89.66,90.00,90.14,89.62
89.31,89.83,89.92,89.12
89.76,91.36,91.43,89.68
91.23,91.03,91.71,90.79
90.10,89.98,90.25,89.43
89.13,89.14,89.52,88.88
89.47,90.07,90.12,89.29
88.58,89.13,89.16,88.44
89.13,89.69,89.77,88.77
89.55,89.81,90.14,89.14
89.17,89.82,90.00,89.06
90.58,90.67,90.90,90.44
91.95,91.76,92.22,91.43
90.52,88.68,90.62,88.64
89.99,89.76,89.99,89.16
88.40,88.48,88.67,87.66
89.91,90.14,90.42,89.70
90.07,90.53,90.95,89.61
91.17,91.42,91.56,90.49
91.76,91.97,92.31,91.30
92.40,91.50,92.43,91.49
93.34,93.09,93.92,92.21
92.80,92.32,92.95,92.28
93.54,94.30,94.45,93.36
94.17,93.64,94.24,93.30
95.00,93.36,95.84,93.25
89.75,87.75,89.93,86.98
87.21,87.16,87.92,86.62
87.37,86.73,87.37,86.20
86.59,86.59,86.76,86.01
89.04,88.74,89.25,88.48
89.05,93.25,94.08,88.86
92.84,93.07,93.15,92.44
93.12,93.62,93.85,92.60
93.75,93.84,94.29,93.50
93.97,93.20,93.97,92.45
94.00,93.56,94.52,93.48
93.22,93.43,93.75,93.16
94.51,95.28,95.94,94.38
95.42,96.94,97.24,95.42
96.57,97.04,97.56,96.41
95.81,96.74,97.12,95.81
97.93,99.49,100.00,97.69
100.29,99.85,100.73,99.36
100.43,98.95,100.62,98.37
98.61,98.77,99.05,98.14
99.31,98.47,99.55,98.46
98.70,98.92,99.16,98.16
98.58,98.72,98.85,97.76
98.45,97.71,98.59,97.13
97.25,97.92,97.93,96.74
97.82,97.70,98.79,97.46
98.24,98.29,98.78,97.91
97.32,97.97,98.25,97.19
98.82,97.38,98.94,97.24
97.18,98.53,98.70,96.96
97.78,98.10,98.36,97.64
98.87,98.34,99.50,98.10
98.04,98.31,98.35,97.74
97.83,96.71,98.26,96.68
