SHPG,Shire plc - American Depositary Shares,NASDAQ
175.45,172.77,175.73,170.90
169.13,164.80,169.30,163.46
163.50,163.95,164.10,162.42
166.93,166.97,169.18,166.25
164.65,163.77,165.69,163.34
167.30,168.87,169.49,166.69
168.07,166.25,169.80,165.98
168.88,168.53,169.00,167.34
170.92,172.07,172.70,170.46
169.49,168.74,172.45,168.47
168.78,169.03,169.71,167.97
168.47,168.83,169.84,168.20
167.64,166.27,168.44,165.88
166.20,168.65,168.78,165.88
168.72,168.70,170.95,167.63
170.89,167.84,170.96,167.49
168.80,169.71,170.35,168.34
171.29,170.38,171.91,169.69
174.37,176.00,176.38,174.02
177.06,179.74,180.22,176.38
180.98,182.00,183.01,180.46
179.87,180.11,180.79,178.87
177.00,178.28,179.30,176.74
177.15,177.25,177.94,175.53
176.01,169.57,176.81,167.14
166.97,168.73,169.34,166.73
169.46,170.22,170.98,168.18
