LULU,lululemon athletica inc. - Common Stock,NASDAQ
40.81,42.23,42.57,40.80
42.34,43.64,43.81,42.23
44.04,43.02,44.42,42.90
42.80,42.26,43.87,42.17
42.66,39.69,42.97,39.58
39.91,39.84,40.35,39.11
40.14,37.62,40.26,37.62
38.13,41.55,41.59,38.06
40.40,38.55,40.41,38.15
37.74,38.18,39.73,35.65
37.74,37.17,39.70,35.34
36.95,35.82,37.86,35.16
38.73,39.09,39.20,38.27
38.51,39.56,40.35,38.03
39.89,43.14,43.45,39.84
43.42,41.93,43.85,41.60
41.26,39.37,41.26,38.83
39.46,38.53,39.97,37.09
39.33,39.05,39.92,38.23
38.76,38.59,39.40,37.75
37.13,36.72,38.28,36.38
35.65,38.51,39.81,35.43
38.38,38.45,39.69,38.19
37.02,37.89,38.16,35.53
38.43,38.41,39.60,37.98
39.60,40.92,40.94,39.58
41.00,40.86,42.23,40.14
40.50,39.83,41.71,39.83
40.43,41.46,41.46,39.64
42.00,43.70,43.92,41.93
42.30,40.34,43.48,39.90
41.07,38.32,41.13,38.22
38.38,39.05,39.40,36.88
39.72,39.10,40.95,38.58
40.23,40.83,42.16,40.05
40.50,41.76,41.95,39.87
42.43,42.43,43.29,42.22
43.05,44.35,44.76,42.74
43.95,45.58,46.26,43.43
46.32,44.26,46.49,43.71
44.60,44.19,45.32,44.10
45.80,43.47,45.80,43.09
43.83,41.47,44.69,41.26
41.47,41.98,42.49,40.03
41.75,41.86,42.70,40.54
41.94,41.06,42.30,40.80
40.93,39.67,41.50,39.61
38.73,37.55,39.42,37.20
37.58,37.22,39.40,37.13
38.58,37.80,38.58,35.75
38.04,36.32,38.04,36.10
36.79,36.05,38.25,35.66
36.33,37.58,37.79,35.65
38.05,38.72,39.00,37.67
38.50,38.89,39.17,38.25
38.66,38.87,39.17,37.90
39.32,39.13,39.65,38.35
38.83,39.31,39.68,38.50
39.40,39.60,39.70,38.54
39.53,38.00,39.84,37.75
37.96,37.89,38.45,37.33
36.93,38.28,38.33,36.64
38.44,38.32,39.26,38.04
38.77,40.49,40.59,38.21
40.47,41.95,42.00,39.68
41.99,42.93,43.14,41.54
43.08,41.19,43.37,41.00
40.89,40.13,41.17,39.55
40.50,40.65,40.97,39.68
39.93,41.48,41.53,39.90
42.12,41.47,42.34,41.24
41.62,40.29,41.62,39.92
40.36,40.48,40.80,40.00
40.05,39.75,40.50,39.25
39.25,40.06,40.08,39.10
40.10,40.06,40.40,39.70
39.57,39.30,39.94,38.76
38.50,38.01,38.57,37.57
37.51,38.11,38.30,37.24
38.09,37.88,38.54,37.78
37.55,38.22,38.50,37.21
38.59,39.23,39.51,38.58
39.48,39.07,39.75,38.52
38.96,37.76,39.19,37.74
37.85,38.15,38.24,37.30
38.45,37.80,38.84,37.54
37.06,37.14,37.79,36.40
36.62,36.99,37.19,36.31
37.04,35.61,37.29,35.41
35.98,35.53,36.23,33.15
33.72,31.90,34.25,31.63
31.37,32.87,33.59,31.08
33.12,33.71,33.95,33.02
34.00,34.36,34.70,33.75
34.74,35.11,35.73,34.71
34.65,35.15,35.56,34.59
35.23,36.10,36.65,35.20
36.80,35.85,37.09,35.61
39.91,40.53,40.88,39.10
40.96,42.65,42.88,40.91
42.90,43.51,43.99,42.30
43.00,43.69,44.00,42.82
43.31,43.40,43.69,43.00
43.30,43.80,44.40,43.00
44.25,44.48,44.50,43.51
43.80,44.26,44.87,43.76
43.82,42.52,43.99,42.00
42.28,42.10,43.46,41.51
42.80,43.25,43.48,42.80
43.28,43.24,44.37,42.63
44.26,45.83,46.19,42.49
46.00,45.19,46.57,44.97
45.50,44.72,45.84,43.38
45.16,44.59,45.68,43.99
44.65,44.06,46.00,43.36
44.43,44.49,44.70,43.85
45.22,43.49,45.22,42.90
44.01,45.22,45.41,43.67
45.43,47.48,47.99,45.21
48.32,46.32,48.45,46.07
46.01,45.94,46.70,45.49
47.00,45.59,47.02,45.37
45.20,46.73,46.74,45.05
46.21,46.03,46.77,45.71
45.15,45.59,45.90,44.95
44.78,43.31,44.98,43.03
43.55,43.55,44.26,43.35
43.69,43.09,44.21,42.54
43.30,44.76,44.76,43.11
45.40,44.88,45.73,43.89
44.70,45.65,46.48,44.44
45.54,44.66,45.57,43.93
45.24,44.13,45.24,43.95
44.20,44.32,44.80,44.03
44.50,44.72,45.59,44.34
45.28,44.76,45.77,44.59
44.74,44.63,45.20,43.93
45.50,45.00,45.50,44.50
44.91,48.09,48.21,44.87
48.03,49.55,49.74,48.03
49.75,48.18,49.75,47.81
48.46,48.38,48.85,47.25
48.04,48.31,48.75,47.51
47.77,47.42,48.21,46.77
47.42,46.70,47.86,46.63
46.31,47.08,47.34,45.46
47.15,47.08,48.27,46.41
47.57,48.43,48.66,47.37
48.29,50.60,50.85,47.89
50.95,53.25,53.43,50.60
52.89,53.43,54.77,52.37
53.63,53.88,54.30,53.53
53.54,53.61,53.99,53.36
54.18,53.58,54.18,52.80
52.92,53.62,54.16,52.81
54.17,54.20,54.86,54.01
54.58,53.37,54.84,53.12
53.10,53.38,53.90,51.64
53.85,55.26,55.62,53.58
55.96,54.93,56.12,54.43
55.47,55.70,55.75,54.58
61.85,63.56,66.66,61.82
65.46,68.70,69.25,64.60
70.66,69.87,73.48,69.73
69.20,67.80,70.25,67.25
68.93,68.64,70.09,67.63
69.38,70.44,71.10,68.14
70.76,73.29,73.85,69.81
74.60,73.17,74.60,71.62
73.58,73.51,73.82,71.90
73.44,71.70,73.44,71.09
71.80,71.19,72.49,70.89
70.82,71.72,72.06,70.05
72.19,68.89,72.20,68.63
69.67,68.77,70.35,68.10
68.48,69.55,69.92,68.35
69.52,68.42,69.52,68.07
69.39,71.58,72.02,68.55
71.58,67.20,71.74,66.76
67.15,68.49,69.29,65.30
68.00,66.99,68.00,66.50
66.89,67.00,67.71,65.95
67.48,68.40,69.39,66.34
68.91,67.24,69.49,66.77
72.55,72.85,73.73,71.56
72.51,71.76,72.67,70.69
71.64,71.81,72.58,70.78
71.91,70.97,72.31,69.90
70.17,68.31,71.13,68.09
67.53,67.95,69.85,67.38
68.98,66.95,69.24,66.71
67.44,67.97,68.65,67.14
67.57,67.08,67.87,66.45
67.10,68.11,68.39,65.56
68.35,70.30,70.47,68.16
70.33,68.61,71.25,68.02
68.90,68.68,69.69,68.03
69.58,73.20,73.79,69.26
73.30,71.91,73.49,71.25
71.76,72.01,74.00,71.32
72.42,76.96,77.35,72.08
78.07,78.39,79.11,77.50
79.69,80.89,80.95,79.01
80.51,81.50,82.86,80.30
80.70,82.77,83.19,80.41
82.76,84.31,85.28,82.25
84.30,83.70,84.79,83.23
83.31,81.53,83.31,81.33
82.50,82.60,82.95,81.53
82.74,82.44,83.70,81.80
83.24,82.12,83.24,81.69
80.35,79.12,81.39,78.80
78.09,77.27,78.89,73.59
74.71,76.17,76.81,73.64
76.96,76.83,78.66,76.35
78.28,77.59,78.50,76.35
77.55,73.80,77.88,72.83
73.08,73.70,75.30,72.69
75.26,75.66,76.31,74.26
76.46,77.26,77.50,75.52
77.99,75.18,78.60,73.36
74.56,75.26,75.94,73.56
75.85,76.05,77.35,74.05
74.82,74.72,75.49,73.01
73.75,76.50,76.90,73.59
77.74,78.24,79.73,76.64
75.58,79.13,79.86,74.60
80.59,79.35,81.32,77.46
77.31,76.37,80.77,74.53
77.40,75.56,77.89,74.79
76.36,76.88,77.34,75.02
76.77,77.21,77.81,76.36
77.30,79.28,79.77,76.40
80.00,78.81,80.97,78.75
79.11,78.64,80.06,78.50
79.55,85.27,86.00,79.47
87.05,89.17,89.25,86.11
90.15,89.84,90.97,89.21
89.70,89.05,89.71,88.16
89.69,89.13,90.93,88.53
90.07,90.94,91.00,89.00
90.96,93.49,94.29,90.72
94.18,92.08,94.98,90.72
91.15,91.51,92.11,89.22
91.99,90.28,92.56,89.63
90.63,88.71,90.92,88.07
87.21,89.30,90.14,86.45
90.33,92.11,92.36,89.80
91.55,92.03,92.38,90.54
91.52,93.28,93.94,91.48
91.94,96.86,97.00,91.65
97.36,100.26,101.40,97.18
101.96,99.73,101.98,98.79
99.45,102.17,102.83,99.25
102.49,101.38,102.53,100.10
100.27,98.62,101.68,98.28
97.94,100.48,100.86,97.20
100.18,99.33,101.91,99.02
99.02,100.05,100.67,98.60
100.27,96.35,100.63,96.00
95.58,93.30,95.58,92.16
92.83,93.23,94.94,90.17
91.92,93.99,95.99,91.52
95.72,94.95,96.93,94.07
95.40,98.99,99.00,94.13
99.39,98.89,101.14,97.55
98.85,96.67,99.18,95.16
96.00,97.04,98.00,94.68
97.09,95.23,97.09,94.96
95.43,94.07,95.44,93.30
93.13,94.85,94.99,92.25
95.24,98.15,98.25,95.06
99.00,97.24,99.00,96.52
96.48,96.29,96.80,95.05
94.20,96.51,97.25,94.01
97.42,97.23,97.90,95.91
95.95,97.58,98.29,95.81
95.42,91.75,96.40,91.06
91.40,90.08,91.65,88.05
91.89,90.80,91.95,89.00
90.15,87.91,90.39,87.65
87.91,87.32,88.78,85.55
85.67,86.66,88.95,85.61
86.42,83.87,87.40,83.56
84.41,83.09,85.17,82.36
83.09,84.34,85.69,82.82
85.57,86.14,86.93,84.06
92.20,89.94,93.24,89.05
90.95,87.90,91.50,86.41
89.19,91.50,91.62,88.81
90.80,91.33,93.59,90.30
91.39,90.98,91.75,89.10
92.21,93.38,94.00,91.69
92.88,97.75,97.87,92.74
98.72,102.81,103.45,98.44
102.68,101.37,104.92,101.30
100.17,106.70,106.75,99.09
106.42,104.38,106.48,103.28
104.00,108.58,108.99,102.15
109.67,113.10,113.50,109.56
114.13,111.68,114.20,111.16
110.05,111.82,113.25,109.73
111.82,115.62,115.93,111.16
116.00,118.75,119.88,115.46
118.61,121.36,121.75,118.10
122.80,121.70,123.84,120.34
119.51,120.25,120.98,117.91
118.82,117.78,120.57,116.60
58.74,59.92,60.70,58.60
60.90,60.64,62.86,60.26
61.91,59.74,62.19,59.29
60.75,60.54,60.78,59.52
60.38,60.48,61.00,59.73
61.40,63.51,63.96,60.87
64.06,63.76,64.49,63.15
64.18,63.01,64.20,62.30
62.63,63.44,63.84,62.58
62.78,61.90,63.00,61.74
61.85,62.86,63.16,61.11
62.31,61.00,62.45,60.39
61.04,61.68,63.14,61.02
60.43,60.54,61.21,58.53
62.62,62.15,62.75,60.38
61.88,59.29,62.70,59.17
59.59,60.47,60.49,57.24
59.62,55.99,59.99,55.91
57.18,53.57,57.41,51.00
50.00,48.76,51.45,47.90
50.06,50.44,51.19,47.16
50.03,51.33,53.35,47.74
51.70,53.83,54.86,51.25
55.50,58.15,58.72,55.18
59.43,58.57,59.75,57.17
57.75,54.24,57.76,54.09
55.37,52.57,56.00,51.92
49.94,48.00,50.05,47.23
47.00,46.00,49.77,45.61
47.06,45.45,47.59,44.27
46.14,50.62,51.25,45.33
51.15,50.94,52.84,49.61
51.75,49.12,52.30,48.94
48.77,52.31,52.71,48.00
54.05,55.24,55.35,53.55
54.58,56.07,56.45,54.30
57.10,54.73,57.90,53.58
54.63,54.53,56.45,54.05
53.02,53.15,54.48,52.06
51.44,54.11,54.16,51.00
55.71,56.65,57.10,54.55
56.34,57.69,58.60,56.16
55.29,55.06,55.49,53.20
53.24,55.13,56.38,52.81
55.53,57.25,57.45,54.79
57.75,58.37,59.16,56.68
58.75,58.56,59.44,57.71
58.25,57.76,58.70,56.87
56.26,60.71,61.00,55.90
60.91,59.01,61.80,58.75
59.14,56.91,60.16,56.80
54.68,54.23,56.29,53.27
53.63,55.77,56.17,53.40
55.29,55.68,55.86,52.27
57.00,55.87,57.99,55.35
55.97,53.27,56.95,52.92
54.46,51.91,54.91,49.87
50.44,48.69,51.43,48.50
48.00,44.80,49.00,44.71
43.93,47.57,47.75,42.18
47.41,50.20,50.27,46.32
50.58,52.17,52.61,49.68
52.55,50.94,52.58,50.00
52.18,53.53,53.85,51.75
52.55,53.18,53.90,52.21
53.78,53.21,55.00,53.12
52.99,52.96,53.23,51.79
54.34,54.24,54.85,52.77
53.75,52.53,54.16,52.36
52.26,51.42,52.31,49.27
51.65,50.22,52.38,49.99
50.07,50.18,50.91,48.74
51.07,50.10,51.78,49.66
50.49,53.89,54.41,50.33
53.10,51.75,53.89,51.70
52.41,53.16,53.93,51.15
55.72,57.58,58.44,54.92
57.00,57.94,58.50,56.56
57.71,56.48,59.46,56.41
54.51,54.85,55.24,52.57
56.02,55.76,56.15,54.39
56.11,56.30,56.82,53.60
55.52,55.98,56.68,54.88
55.99,55.29,56.11,54.20
55.61,57.46,57.93,55.25
55.94,54.48,56.47,54.10
55.30,53.98,55.61,53.50
54.55,53.95,55.05,53.34
53.90,52.71,54.63,52.58
52.01,54.66,54.98,51.60
53.87,51.69,54.15,51.30
53.22,50.32,53.31,50.01
51.14,49.06,51.14,48.38
47.63,47.44,48.05,46.67
47.41,47.01,48.18,46.24
46.67,46.70,47.40,46.00
46.94,46.26,47.60,46.06
49.00,48.93,49.94,48.13
49.06,47.76,49.26,47.30
49.69,49.70,50.01,48.85
41.94,47.17,47.76,41.70
48.66,49.69,50.32,48.63
50.40,48.36,50.69,47.54
48.30,45.54,48.50,45.37
45.71,45.30,45.71,44.71
45.56,45.86,46.66,45.18
46.16,47.80,48.10,45.59
47.20,47.73,47.80,46.55
47.80,44.81,48.49,44.22
44.49,43.61,44.75,43.10
44.17,45.13,45.19,42.75
45.42,45.26,45.60,44.31
45.40,45.11,45.75,45.00
45.73,46.77,46.83,45.56
46.88,45.89,46.88,44.61
45.82,46.79,46.98,45.76
46.74,47.91,48.00,46.50
47.81,48.64,49.04,47.75
48.30,47.11,48.65,46.92
47.26,47.04,47.75,46.71
46.73,46.66,47.28,46.51
47.50,47.03,48.71,46.88
48.17,51.15,51.25,48.15
50.84,52.10,52.53,50.14
52.16,53.68,53.94,51.80
53.18,53.44,54.08,52.42
59.99,59.87,62.25,59.15
59.28,60.57,61.38,58.50
60.14,61.24,61.73,59.93
61.06,61.96,62.12,60.76
62.39,60.68,62.68,60.55
60.98,60.51,60.98,59.88
60.93,60.14,61.00,59.87
59.82,60.12,60.35,59.23
60.05,62.44,62.58,60.02
61.92,62.18,62.30,61.30
62.26,63.37,63.79,61.67
63.14,62.98,64.51,62.73
62.49,64.12,64.46,62.46
63.24,63.13,63.80,62.68
63.61,63.13,63.67,62.03
63.61,63.76,65.09,63.10
64.43,63.55,64.56,63.01
64.47,64.58,64.82,63.80
64.15,64.94,65.27,63.70
64.88,65.05,65.30,64.18
65.26,64.77,65.45,64.20
64.79,65.66,65.79,64.30
64.89,65.33,65.40,64.54
65.55,65.49,66.00,65.18
65.44,65.34,65.89,64.82
65.78,64.87,67.22,64.62
64.72,65.59,65.89,64.15
65.88,65.01,65.99,64.77
65.49,64.26,65.92,63.92
63.77,65.00,65.34,63.49
64.79,66.70,67.13,64.79
66.55,66.59,67.57,66.15
65.84,67.35,67.56,65.75
67.30,67.74,67.84,66.99
67.74,67.02,68.06,66.99
67.81,70.86,70.98,67.52
70.80,70.48,71.41,69.81
70.26,68.82,70.75,68.33
67.40,66.05,67.41,65.18
68.21,68.67,69.00,67.21
69.60,70.94,72.00,69.38
71.14,72.09,72.36,70.80
72.34,72.27,72.75,71.49
72.88,72.89,73.40,71.59
73.34,72.43,73.73,71.60
72.58,74.24,74.36,71.96
74.36,72.04,74.50,71.96
72.32,73.05,73.94,71.54
72.61,72.89,73.25,71.95
73.49,74.07,74.57,73.32
71.76,75.95,76.66,70.88
76.34,75.88,76.65,74.51
75.78,75.23,76.61,74.60
75.05,74.68,75.48,74.56
74.50,73.32,74.65,71.92
72.19,73.15,73.49,72.00
74.18,74.73,75.58,73.20
74.58,74.74,75.30,73.92
74.77,76.61,76.72,74.76
75.80,75.30,76.13,74.66
75.00,77.06,77.13,74.75
75.75,75.97,76.45,75.26
76.07,71.44,76.08,71.26
72.62,73.06,73.46,72.00
73.31,73.13,73.95,72.77
72.98,73.51,74.49,72.21
74.82,73.40,75.25,72.61
73.71,74.91,75.10,73.60
74.73,74.78,75.33,74.40
74.89,72.96,75.06,72.62
73.18,73.70,74.44,73.00
72.93,73.82,73.91,71.65
73.68,70.18,73.93,69.64
71.23,71.93,72.59,70.26
72.09,73.42,73.68,72.04
73.27,74.71,74.91,72.50
74.45,74.14,74.83,73.71
73.93,76.05,76.87,73.71
75.50,79.43,79.90,75.39
79.31,80.30,81.09,79.11
79.73,77.70,80.71,77.35
76.97,77.28,78.30,76.53
76.46,74.93,76.70,70.50
73.18,74.06,74.71,72.21
74.95,73.50,75.74,72.96
72.99,73.54,74.94,72.76
72.51,72.23,73.66,71.31
72.06,70.65,73.30,70.50
71.05,70.93,72.03,70.23
70.89,66.97,71.21,66.94
67.74,66.96,69.24,66.31
67.13,69.11,69.11,66.01
69.38,69.56,70.62,69.17
69.71,72.47,72.81,69.06
72.45,72.67,72.77,71.09
71.49,72.06,72.50,71.20
73.00,74.57,74.63,72.70
73.78,72.98,73.78,72.54
73.08,72.64,73.10,71.05
70.64,69.30,71.49,67.91
69.14,69.34,70.14,67.84
69.24,70.66,70.89,69.11
71.46,70.02,72.39,69.82
64.85,63.84,65.39,63.05
63.13,64.77,65.00,62.95
65.25,63.21,65.94,63.17
63.70,64.21,64.36,62.25
63.65,61.92,64.56,61.44
61.99,60.72,62.76,59.64
61.45,62.11,62.42,60.15
61.71,63.04,63.15,61.09
63.51,64.43,65.67,63.51
64.35,64.47,64.62,63.06
64.50,63.20,64.80,62.91
63.86,64.69,64.93,63.25
63.83,64.46,64.73,62.80
64.32,63.86,64.42,62.97
63.40,61.85,63.98,61.40
61.50,58.41,61.63,56.21
58.52,59.63,60.13,58.09
59.64,58.10,59.87,56.83
57.85,57.93,58.25,57.29
57.98,60.16,60.95,57.93
59.17,59.54,60.00,58.15
59.46,58.63,60.20,58.10
58.83,57.95,59.79,57.50
57.44,55.90,57.61,55.02
55.32,55.00,55.64,53.79
55.52,56.15,56.66,55.09
55.82,55.42,56.02,54.65
55.53,54.40,55.75,54.09
54.15,57.15,58.19,54.00
57.89,59.30,59.84,57.52
58.49,57.35,58.49,56.05
55.80,58.39,58.95,55.16
58.63,56.85,59.43,56.52
57.52,56.38,57.58,56.22
57.62,59.47,59.50,57.12
59.80,61.58,61.97,59.71
61.56,59.69,62.23,59.28
58.55,56.48,58.55,56.35
57.00,53.35,57.13,53.19
53.00,54.48,55.43,52.20
55.66,56.63,57.02,55.20
56.60,56.26,56.64,55.00
56.58,58.17,59.01,56.58
57.99,58.18,58.41,57.39
57.95,57.94,58.20,57.17
58.01,58.72,59.48,57.98
58.36,58.48,59.00,57.81
59.26,57.59,59.63,57.14
57.60,59.51,59.89,57.60
59.34,60.66,60.89,58.75
60.60,63.19,63.78,60.60
62.80,61.51,63.00,60.76
61.99,61.06,62.39,60.83
60.86,62.84,62.95,60.28
62.74,64.36,64.40,62.60
63.70,63.87,64.50,62.30
63.87,64.37,64.89,63.68
64.25,65.09,65.72,64.10
65.07,65.53,65.72,64.92
65.37,64.65,65.75,64.44
65.22,65.19,65.57,64.22
65.60,66.88,66.97,65.20
66.99,66.72,67.03,66.03
67.18,68.60,69.47,67.05
68.02,77.14,77.60,67.10
77.00,76.66,78.50,76.56
76.68,76.49,76.94,75.37
76.44,76.90,77.32,75.82
77.13,77.16,78.23,76.03
77.37,77.99,78.96,77.30
77.79,77.40,77.95,76.55
77.10,75.01,77.22,73.54
75.00,76.02,76.92,74.88
75.21,75.48,76.05,75.00
75.97,74.98,76.45,74.73
74.68,74.22,74.93,73.60
74.25,72.98,75.23,72.86
72.86,73.70,74.30,72.64
74.24,74.26,74.48,73.19
73.62,73.94,74.91,73.55
74.26,73.57,75.66,73.00
73.95,76.35,76.42,72.49
76.30,75.02,76.30,74.50
75.47,76.45,76.60,75.05
76.90,75.40,77.09,75.08
75.40,75.40,77.00,75.15
75.23,72.79,75.67,72.60
72.97,72.98,73.66,72.50
74.10,72.70,74.24,72.50
72.57,73.43,73.88,72.51
73.88,73.94,73.98,72.57
74.19,75.52,75.76,73.95
76.04,75.35,76.34,75.10
75.35,74.65,75.85,74.20
73.44,69.03,73.44,68.53
68.84,68.28,69.27,66.86
67.78,68.85,69.50,67.02
69.74,69.25,69.87,68.01
69.67,67.69,69.75,66.51
67.95,67.49,68.05,66.53
67.54,68.84,69.01,66.89
69.80,71.02,71.03,69.13
71.20,69.99,72.35,69.88
69.97,70.84,70.86,69.47
70.89,71.59,71.67,70.77
70.75,70.76,71.26,69.62
70.53,68.41,71.39,68.16
68.21,67.73,68.76,66.85
67.95,69.23,69.45,67.83
68.97,69.80,70.54,68.31
69.79,65.92,70.24,65.83
66.01,65.87,66.70,65.09
65.99,68.02,68.31,65.85
69.00,71.23,71.25,68.85
71.30,71.88,72.49,71.15
71.71,69.98,72.77,69.87
70.39,70.67,71.50,70.33
70.50,70.69,70.81,69.27
70.95,71.95,73.13,70.35
71.84,73.55,73.70,70.66
73.15,72.44,73.70,71.36
72.44,71.78,72.62,71.05
73.10,71.52,73.69,71.31
72.40,70.64,72.40,70.36
70.59,68.59,70.85,68.01
70.76,73.57,73.57,66.60
73.20,72.53,73.75,71.53
72.60,72.28,73.38,72.06
71.98,73.78,74.01,71.77
73.07,74.25,75.14,73.07
74.05,74.77,75.20,74.05
74.30,74.55,75.34,74.13
74.57,76.36,76.36,74.46
76.00,77.19,77.21,76.00
77.00,76.19,77.85,76.12
76.48,77.15,77.20,75.43
76.00,75.71,76.44,75.33
75.51,75.76,75.99,75.01
75.49,73.38,75.79,72.83
74.06,74.65,74.92,73.38
74.00,74.31,75.13,73.68
74.15,76.23,76.50,74.01
77.73,74.02,77.96,73.35
73.59,75.09,76.05,73.36
72.35,71.95,72.55,70.27
71.19,71.10,72.02,70.10
71.27,71.63,71.67,70.36
72.40,71.04,72.84,70.82
71.37,70.58,71.37,69.80
70.87,70.84,71.19,69.87
70.79,72.30,72.60,70.79
68.30,69.47,69.81,66.30
69.61,67.44,70.00,67.40
68.03,68.15,68.59,67.10
68.06,66.80,68.15,66.33
66.50,66.13,66.80,65.95
65.47,66.21,66.57,65.31
66.00,67.60,67.68,65.82
67.43,69.83,69.96,67.39
69.85,70.00,70.15,69.00
69.30,69.83,70.20,69.18
69.66,69.37,70.05,69.20
69.47,69.00,70.11,68.78
69.24,67.86,69.45,67.44
67.89,66.82,67.89,66.65
67.39,67.21,67.81,66.75
67.17,68.08,68.35,67.00
67.67,67.63,67.99,66.98
67.78,68.04,68.47,67.59
67.86,67.35,67.92,66.54
67.71,67.56,68.86,67.16
67.40,67.28,68.06,66.81
66.83,66.99,67.14,66.00
67.10,67.85,68.24,66.81
68.28,69.75,69.79,68.06
69.31,68.16,70.78,68.08
67.61,66.84,67.77,66.35
67.34,67.05,67.67,66.07
67.35,66.73,68.23,66.72
67.51,65.97,67.66,65.19
66.04,67.72,68.06,65.70
67.79,67.05,68.78,67.00
66.52,67.50,67.52,65.75
67.29,67.05,68.43,66.84
67.51,69.13,69.39,67.18
69.18,69.51,70.58,69.18
69.82,68.05,70.17,68.00
68.61,69.92,69.98,68.09
69.15,69.48,70.40,69.04
69.52,68.74,69.93,68.70
69.08,68.63,69.65,68.41
68.79,70.47,70.53,68.58
70.06,68.48,70.39,68.43
67.35,65.90,67.44,65.73
63.05,64.08,64.57,62.00
64.18,63.88,64.48,63.23
64.09,64.70,65.24,63.50
64.46,62.35,64.88,61.60
62.64,63.08,63.29,61.82
63.50,63.03,63.80,62.70
62.63,62.78,62.84,61.88
62.65,62.35,62.70,61.89
62.33,62.32,63.76,62.10
62.54,63.24,63.58,62.36
63.44,64.24,65.38,63.01
63.40,65.66,66.10,63.12
64.63,64.33,64.77,62.80
64.12,65.76,65.80,63.92
65.92,66.05,67.57,64.70
66.57,66.53,67.41,66.12
66.57,68.81,69.03,66.50
68.55,69.60,69.89,67.75
69.60,69.14,71.87,68.81
69.59,70.03,71.32,69.35
70.64,71.34,71.75,69.69
71.31,68.85,71.51,68.36
68.73,68.38,69.49,67.51
69.20,73.89,74.23,68.43
73.80,74.26,77.27,73.60
74.79,75.78,76.07,73.57
75.90,75.10,76.80,74.48
74.90,74.14,75.69,73.45
74.63,75.05,75.21,74.04
74.73,76.13,76.20,74.50
75.95,75.44,76.37,75.04
75.80,76.88,77.04,75.32
76.05,76.36,77.15,75.81
76.51,74.40,76.61,74.21
74.22,74.79,74.90,74.10
76.61,75.08,76.61,74.47
75.45,79.07,81.25,74.86
79.13,80.41,81.30,78.26
80.05,79.55,81.28,79.42
79.88,81.10,81.77,79.33
81.27,80.58,81.69,80.32
80.89,79.85,81.44,79.55
79.43,81.05,81.32,79.43
80.48,80.62,81.26,80.11
80.38,81.46,82.47,80.22
80.74,78.46,81.70,77.93
77.92,79.04,80.21,76.80
78.30,78.89,79.17,78.04
79.31,78.37,80.22,77.75
78.75,78.79,79.53,77.25
78.80,77.94,79.69,77.89
77.91,77.81,78.96,77.41
78.65,79.29,79.39,77.59
79.36,80.48,82.48,79.29
80.18,78.88,80.86,78.41
78.90,79.56,79.61,77.95
80.30,81.43,81.96,80.25
81.66,82.28,82.50,80.84
70.00,67.85,70.74,67.84
68.59,64.30,68.77,63.52
64.85,66.84,67.57,64.08
67.91,66.15,68.11,65.40
66.95,64.96,67.10,64.85
65.00,65.42,65.73,64.59
65.64,64.89,65.67,64.80
