CYTX,Cytori Therapeutics Inc - Common Stock,NASDAQ
81.60,85.20,86.55,81.00
85.05,87.75,89.10,82.65
88.65,87.60,88.80,86.10
87.60,83.55,87.75,83.40
83.70,81.30,85.05,79.80
82.20,82.20,82.50,80.25
82.95,84.60,85.65,82.20
84.00,81.75,84.30,81.00
81.15,80.85,82.35,80.25
81.00,80.85,82.20,80.25
81.30,83.25,84.15,81.15
83.40,82.80,84.45,81.60
82.20,80.70,82.64,80.25
81.00,80.55,83.10,80.25
80.55,83.25,83.25,80.25
84.00,85.80,86.55,83.10
85.80,86.10,88.95,84.90
86.25,86.55,88.50,84.45
86.70,85.65,87.45,84.90
86.40,85.35,87.15,85.05
84.00,84.00,88.05,83.55
84.45,83.10,84.75,82.50
82.65,83.55,85.05,82.50
83.85,86.55,86.70,83.40
88.05,87.30,88.50,85.50
88.20,84.15,89.55,83.85
87.75,91.95,100.35,86.40
94.50,94.80,96.00,90.45
94.80,96.60,97.20,92.10
96.90,96.75,97.05,93.15
96.75,103.50,104.55,95.85
102.90,101.55,103.05,99.30
104.25,98.40,104.25,98.25
103.35,109.20,112.20,100.20
107.10,104.25,109.50,103.20
97.65,100.50,103.90,95.55
100.80,97.80,101.40,96.90
101.55,99.15,102.00,97.95
101.10,108.30,110.40,100.50
110.10,110.10,110.70,106.80
109.80,106.61,112.20,106.05
108.60,118.05,119.40,106.95
119.85,119.25,120.90,116.10
119.25,113.55,120.90,112.20
114.60,112.80,114.60,111.75
113.10,114.60,114.60,108.00
115.50,117.60,118.35,115.20
117.00,117.30,119.10,114.60
118.20,118.65,118.80,116.70
120.00,123.75,124.50,119.10
123.15,122.85,126.60,121.20
123.30,122.25,124.95,118.95
122.25,118.05,123.75,117.90
118.65,117.00,119.70,115.95
117.00,114.60,118.50,114.15
116.85,121.35,123.75,113.25
122.55,118.20,123.60,116.40
118.20,115.65,118.50,112.65
115.65,114.90,116.10,113.40
114.00,108.75,114.00,108.00
108.90,107.70,109.36,106.20
109.80,110.25,110.25,108.00
111.75,113.85,114.60,111.30
114.30,109.50,115.80,109.05
109.95,109.95,111.30,109.20
110.55,111.75,113.55,109.05
111.15,110.10,111.90,109.20
110.55,112.65,113.40,108.75
112.65,107.40,112.65,107.40
107.40,106.05,109.50,104.25
105.75,104.10,107.40,103.05
103.50,100.05,103.50,97.50
100.35,94.65,100.35,92.55
94.65,99.00,99.75,94.65
99.00,95.10,99.75,91.65
95.10,91.95,95.40,89.25
89.70,93.15,94.95,89.25
93.15,91.20,93.15,90.15
90.00,85.05,91.05,84.90
86.55,87.00,87.75,82.80
87.75,84.00,90.45,83.55
84.30,80.48,85.20,75.60
79.65,79.20,80.70,78.08
78.60,74.40,78.60,74.25
75.00,76.95,78.15,74.55
76.65,82.80,83.40,76.53
84.60,84.15,89.10,82.50
85.20,84.00,88.20,83.55
86.10,85.80,87.00,83.70
85.50,81.30,85.95,81.00
81.15,79.50,82.63,78.00
78.00,77.70,78.75,76.05
75.45,75.75,77.40,75.00
76.65,76.35,78.75,75.75
80.25,76.65,82.91,76.05
76.65,75.90,77.40,74.70
75.00,75.00,77.55,74.70
75.45,72.90,76.05,71.40
73.65,72.30,74.25,72.00
72.00,71.55,73.50,67.50
71.40,71.85,73.05,70.50
72.75,71.40,73.05,70.50
70.65,72.15,72.75,70.50
73.05,74.85,75.30,72.30
75.00,72.90,75.75,72.45
72.00,71.10,72.75,69.90
71.70,72.75,73.20,69.15
73.05,72.15,74.10,69.90
72.30,72.60,73.35,70.65
73.20,71.55,73.35,70.88
72.15,71.85,73.20,71.25
72.15,74.10,74.85,71.85
73.80,82.20,82.50,73.80
83.85,78.75,85.80,76.80
79.35,78.90,82.20,76.95
78.15,80.70,82.05,77.70
79.65,78.15,81.60,77.70
78.00,78.30,81.60,78.00
79.95,80.70,81.00,78.73
80.70,74.85,80.70,74.25
75.00,74.70,75.75,72.75
73.80,70.80,73.80,70.05
71.40,74.10,74.10,69.75
73.80,70.80,74.70,69.45
71.25,73.50,73.65,70.50
73.05,70.80,73.50,70.50
70.20,69.15,70.50,69.00
69.15,67.95,70.20,67.80
67.50,63.15,68.25,63.00
63.00,65.55,67.20,62.10
65.10,64.95,67.35,64.35
66.45,66.15,67.20,63.75
66.00,61.35,63.00,59.55
61.20,60.00,63.00,58.80
58.80,54.75,58.80,46.95
55.65,52.95,57.60,50.40
50.55,47.25,52.05,47.18
49.20,48.90,52.05,34.80
49.50,45.90,51.30,40.50
46.35,48.45,49.20,45.90
48.75,49.20,50.70,43.20
50.40,60.30,64.95,50.25
59.85,55.35,60.15,53.25
53.40,52.05,55.95,50.40
49.80,48.90,49.95,46.50
47.70,47.55,49.95,47.10
49.35,44.70,51.60,44.25
44.85,47.55,47.85,44.55
47.55,47.25,49.20,45.90
48.15,45.60,48.30,45.60
45.60,47.40,48.45,45.45
48.00,50.25,50.55,47.40
49.80,51.90,53.55,48.92
52.05,49.50,53.10,48.75
49.65,46.50,50.70,46.20
45.45,47.25,47.70,45.30
45.00,45.90,46.35,43.50
47.10,47.55,47.55,45.15
46.80,45.15,46.95,44.70
45.00,45.30,46.65,43.80
44.85,45.90,47.98,44.40
46.20,46.80,47.40,44.70
46.95,53.25,53.26,45.75
53.70,55.05,55.80,51.15
55.50,52.20,55.50,50.40
50.55,50.85,51.90,49.65
51.30,48.75,51.30,48.75
49.05,49.95,51.75,47.70
47.85,47.10,49.35,45.60
47.40,50.85,51.45,47.40
51.30,49.50,51.45,48.75
51.15,49.35,51.15,48.45
49.20,45.15,49.95,45.15
47.40,43.80,49.05,42.45
43.35,44.25,46.50,43.05
43.65,38.70,44.70,38.70
39.00,44.55,44.55,38.25
45.00,43.80,45.90,43.50
44.10,44.10,45.00,42.45
44.25,40.80,45.02,40.50
42.15,43.50,43.50,40.05
42.45,43.20,43.50,40.80
43.50,45.15,46.35,42.90
44.70,45.60,45.75,43.20
46.20,48.45,49.50,44.70
47.70,44.55,48.15,44.25
44.85,45.60,45.75,42.75
45.60,42.60,45.60,42.45
42.90,43.50,44.10,41.55
44.85,44.85,45.15,43.50
45.00,47.70,47.85,43.80
47.25,43.95,47.25,43.50
45.00,45.30,46.95,43.20
47.40,48.60,48.90,45.75
48.00,47.40,48.75,46.95
46.50,45.45,47.25,45.15
42.90,43.20,45.00,42.15
45.00,44.70,46.20,44.10
45.60,46.65,46.95,43.50
45.90,43.50,46.35,42.75
43.65,43.50,44.70,42.75
43.95,43.80,44.25,41.85
42.15,40.65,42.90,40.65
41.25,40.80,41.55,40.35
42.15,42.00,42.45,40.95
41.85,39.30,41.85,39.15
39.60,40.95,41.85,39.45
40.80,40.65,42.00,40.50
40.50,39.60,41.85,39.29
39.45,43.95,44.40,39.45
42.75,41.25,43.05,39.41
41.25,39.90,41.70,39.90
39.60,38.25,40.35,38.25
38.25,36.30,38.25,36.15
37.95,40.50,42.00,37.80
40.50,39.00,40.95,38.70
41.10,41.70,42.30,40.05
41.70,40.65,41.85,40.50
41.25,39.60,41.25,39.15
40.65,39.75,40.65,39.45
39.90,38.85,40.20,38.25
38.55,37.20,39.00,36.45
36.75,34.65,36.75,34.65
35.40,36.30,36.75,35.25
36.00,34.65,36.00,34.50
34.80,31.20,35.25,30.90
31.05,32.85,32.85,30.15
34.35,31.65,34.35,31.35
31.95,31.05,32.70,31.05
31.50,30.15,33.00,30.15
31.05,30.45,31.05,30.15
30.60,29.70,30.75,28.50
30.00,30.45,30.75,29.25
30.30,30.15,30.45,29.85
30.15,30.00,30.30,29.40
30.15,29.55,30.31,29.25
29.85,30.15,30.75,29.25
30.15,33.00,34.05,30.15
36.00,34.20,36.00,33.00
33.90,34.65,34.80,33.15
34.50,34.20,35.25,33.75
34.35,34.05,34.80,33.15
34.50,35.55,36.75,34.05
36.00,34.65,36.00,34.42
34.65,36.15,36.45,34.20
36.45,38.85,39.90,36.45
38.25,38.70,39.60,37.95
39.30,40.20,41.10,39.30
40.20,42.00,42.00,39.60
42.45,40.80,43.05,40.65
40.65,41.25,41.70,40.20
41.85,42.15,43.20,41.40
42.00,48.15,49.35,41.40
48.90,48.75,50.55,46.05
49.50,51.60,54.30,48.90
51.60,52.05,53.25,50.25
53.55,52.50,53.84,50.25
53.10,51.45,53.10,49.50
52.50,57.75,58.50,51.45
59.10,59.70,62.25,58.65
61.20,63.00,63.90,59.25
63.15,64.80,67.50,63.15
62.70,60.75,62.85,56.25
61.50,59.85,61.50,56.40
59.40,57.45,59.70,57.00
55.95,54.60,56.55,54.45
55.05,55.80,56.55,53.55
55.65,51.90,55.65,51.15
51.75,51.30,54.60,49.35
51.15,52.80,53.85,49.65
52.65,53.40,55.20,52.50
52.65,49.65,55.30,49.05
49.20,47.55,50.10,46.50
47.40,49.05,50.10,47.40
49.05,49.65,51.54,48.30
49.35,48.90,49.50,48.00
48.90,49.65,51.00,48.60
49.65,48.75,50.40,48.75
49.20,47.55,49.35,47.25
47.55,43.95,48.00,43.65
44.10,40.05,44.10,38.40
39.90,39.30,39.90,38.25
39.30,39.75,40.95,38.40
40.95,40.20,41.25,39.30
40.20,39.30,41.10,39.00
39.15,38.25,40.35,36.90
38.70,37.65,39.75,36.75
37.35,37.80,39.90,37.28
38.40,42.45,45.60,37.80
47.25,46.95,51.75,45.45
48.75,43.95,48.90,42.15
43.20,42.45,43.20,41.40
42.30,39.30,42.60,38.85
39.15,39.75,40.50,38.40
40.05,39.30,40.35,38.25
39.90,40.05,40.50,39.00
40.35,40.20,40.50,39.75
40.80,37.95,41.10,37.80
37.80,37.80,38.10,37.50
38.40,37.35,38.85,37.05
37.50,36.00,37.50,35.10
35.70,34.20,35.85,34.05
33.90,32.25,33.98,31.95
31.95,31.50,33.00,31.20
30.75,30.45,31.20,30.30
30.60,31.50,32.55,30.60
31.80,35.40,35.85,31.80
35.25,36.30,37.05,34.20
36.00,32.48,36.15,32.40
35.25,32.40,35.25,32.25
32.55,34.20,34.80,32.40
33.75,33.00,34.05,32.25
32.85,33.15,34.50,32.40
34.50,34.35,35.10,33.45
33.45,34.20,35.25,33.00
34.20,35.10,35.40,34.20
36.00,36.75,36.90,35.25
36.60,36.30,36.82,35.40
36.15,36.30,37.05,35.70
36.15,35.55,36.45,35.25
37.20,37.20,38.40,36.00
36.75,36.90,37.95,36.15
36.90,35.40,36.98,35.10
35.10,34.65,35.73,33.90
34.50,35.55,35.85,34.20
35.25,34.05,35.40,33.15
33.30,33.90,34.05,33.15
34.20,37.20,39.00,34.20
36.90,36.60,37.42,36.15
36.00,35.55,36.60,35.40
35.55,33.75,35.85,33.60
33.90,32.10,34.05,31.50
32.25,30.60,34.20,30.30
30.60,30.75,32.10,30.15
30.90,32.25,32.55,30.75
32.25,31.50,32.85,31.20
31.05,32.55,33.00,30.60
32.55,32.10,32.55,31.65
32.25,32.70,33.15,31.95
32.40,34.05,34.20,31.95
34.05,32.70,36.00,32.40
32.70,33.30,34.20,32.25
32.85,31.20,33.30,31.20
31.35,31.95,32.55,30.90
31.80,33.30,33.75,31.72
33.60,33.75,34.35,33.00
34.50,34.65,35.55,34.05
34.35,35.85,36.45,33.00
36.60,33.90,36.60,33.75
34.35,34.20,34.42,33.00
34.05,33.15,35.25,32.70
33.00,33.75,34.20,32.40
33.60,34.20,34.35,33.00
33.75,36.15,36.75,33.45
36.15,37.80,38.25,35.70
37.65,37.65,38.55,37.05
37.65,37.72,39.75,36.45
37.95,42.90,42.90,37.95
42.00,40.65,42.15,39.30
40.95,39.90,41.10,37.65
39.60,39.60,39.90,38.55
39.00,39.45,40.95,38.70
39.45,40.50,41.10,38.85
41.55,44.40,44.70,40.96
45.00,43.05,45.00,41.85
42.75,43.20,43.35,41.25
42.45,44.10,44.40,41.68
44.40,45.60,46.50,43.05
45.90,44.70,46.05,44.10
44.70,44.40,45.15,43.65
43.80,43.20,44.70,41.85
43.20,44.40,45.75,43.20
44.25,43.65,45.15,43.50
43.80,41.85,44.25,41.55
41.70,41.70,43.20,41.25
41.85,39.60,42.00,39.00
38.85,37.50,39.02,36.15
36.45,36.75,37.65,35.25
36.90,35.55,38.85,35.25
36.15,37.20,37.65,36.15
38.25,37.35,38.55,37.20
37.35,40.05,40.20,37.20
40.35,39.60,40.82,39.45
39.75,39.30,40.50,39.15
39.90,37.35,40.20,37.35
37.20,36.45,37.65,36.30
37.50,39.75,39.75,36.60
39.75,36.60,39.75,36.00
37.20,37.05,37.80,36.75
37.20,36.45,38.40,36.00
36.45,37.65,37.95,36.30
38.10,39.90,40.20,38.10
40.20,40.50,40.95,39.00
41.10,42.30,44.40,40.65
42.45,43.80,44.40,42.30
43.80,44.55,44.85,43.80
44.40,44.25,45.00,42.75
44.70,45.45,46.35,43.95
45.45,46.05,47.85,45.00
45.30,44.40,45.45,43.50
44.40,43.05,44.40,42.90
43.05,43.35,43.35,42.30
43.80,46.05,46.20,43.65
45.90,46.95,47.25,45.00
47.40,47.55,48.60,46.65
47.25,45.30,47.40,44.85
46.05,47.25,47.40,45.45
47.40,48.45,49.05,46.65
48.15,48.00,48.75,47.25
48.30,49.65,50.25,47.85
50.55,54.15,54.75,48.90
54.00,57.90,58.20,52.80
57.15,53.10,57.75,51.30
53.25,54.60,55.53,53.25
54.90,55.95,57.00,52.65
56.25,59.10,59.25,55.65
58.50,59.10,59.62,57.45
58.80,57.90,59.70,57.30
57.45,60.90,61.20,57.00
60.45,63.90,64.05,59.40
64.65,71.25,72.60,64.35
71.85,68.25,72.75,63.75
68.85,71.25,71.40,66.15
71.25,63.75,71.70,62.40
63.75,57.90,65.25,54.15
66.00,66.15,73.95,64.50
60.75,61.95,65.40,60.00
62.10,62.40,64.20,61.05
62.55,61.95,63.75,61.50
62.55,63.60,63.60,61.50
64.20,66.60,67.05,63.16
65.78,63.90,66.60,63.68
63.90,58.65,64.20,58.50
58.50,60.45,61.50,57.75
61.65,64.05,65.10,61.65
64.05,63.45,64.80,62.10
63.30,64.80,64.80,61.95
65.25,66.60,66.90,64.50
66.60,66.60,68.25,65.70
66.30,64.20,66.45,63.90
63.75,60.60,63.90,59.92
60.75,61.35,63.45,60.30
60.60,61.20,62.10,58.65
61.50,60.00,63.58,59.85
60.60,59.70,63.00,59.25
59.25,59.10,61.04,57.45
59.55,55.35,60.90,54.00
54.90,54.30,57.15,52.80
54.30,51.60,55.35,51.60
51.00,53.40,54.75,50.25
53.85,51.60,53.85,50.70
49.95,49.65,51.45,48.00
48.60,48.30,49.19,47.25
48.30,57.45,58.35,48.30
60.30,56.10,60.75,55.35
55.65,54.75,58.05,54.45
54.90,51.45,55.35,51.00
51.30,50.85,53.25,50.07
50.70,51.75,52.20,49.05
52.35,50.40,53.40,49.12
50.10,51.90,52.35,49.50
51.90,52.05,52.48,50.26
51.75,51.45,51.75,50.40
51.15,56.10,59.40,50.25
55.95,56.70,57.75,54.75
56.25,59.55,59.85,55.65
60.00,62.10,62.55,58.80
62.25,62.85,63.75,60.00
63.15,59.85,63.75,59.55
59.85,60.30,61.35,56.85
60.30,59.85,61.20,59.25
59.55,58.65,60.58,57.90
59.25,56.10,59.25,55.35
56.10,55.35,58.35,54.60
55.80,55.50,56.55,54.15
55.50,52.50,56.10,51.90
52.80,49.80,53.10,49.35
43.20,42.60,43.20,41.10
43.20,41.85,43.20,41.70
42.00,41.85,42.60,41.40
42.00,41.70,42.08,40.95
41.85,38.70,41.85,38.25
38.55,39.60,40.20,36.90
40.50,39.90,41.25,39.30
39.90,39.15,40.50,38.70
39.30,40.20,40.50,39.00
40.20,40.65,41.10,39.75
41.10,42.00,42.30,40.35
43.35,42.60,44.10,42.00
42.00,41.25,43.20,40.95
41.85,42.15,42.30,40.50
42.15,42.15,42.45,41.70
42.15,43.05,43.20,41.85
43.35,42.75,43.50,42.15
42.90,45.00,45.15,42.60
45.00,45.90,46.05,44.25
45.90,46.05,47.40,45.90
45.75,45.30,46.50,45.15
45.30,42.90,45.30,42.75
43.80,43.80,44.25,42.90
43.20,42.15,43.50,41.70
42.15,41.70,42.39,41.25
41.85,40.35,41.85,39.75
40.50,40.80,42.75,39.90
40.95,41.85,42.15,40.51
42.30,42.30,42.75,40.80
42.45,42.15,42.45,41.40
42.15,41.25,42.30,40.80
41.40,41.10,41.40,40.50
41.55,42.60,43.05,40.65
42.45,41.40,43.50,41.25
41.85,41.70,42.15,41.14
42.00,41.55,42.15,41.10
41.40,40.35,41.70,39.90
40.50,41.40,41.40,39.75
41.55,40.50,41.55,39.75
40.35,40.65,41.55,40.35
40.80,40.05,40.80,39.75
40.05,41.40,41.40,39.75
40.35,40.50,41.40,39.90
40.50,39.75,40.80,39.15
41.25,38.40,41.25,37.80
38.25,35.85,38.40,35.55
36.15,36.00,36.75,34.65
38.85,36.15,39.90,36.00
36.75,36.75,36.90,35.70
36.60,38.40,38.40,36.15
38.55,38.10,40.35,37.35
37.80,37.95,38.10,37.20
38.10,40.05,40.05,37.65
40.65,40.35,41.10,39.75
43.35,42.82,44.25,41.55
43.50,43.95,44.10,42.75
41.70,41.70,42.60,39.45
41.40,42.00,42.60,41.40
41.85,41.10,42.22,40.95
41.25,42.15,42.15,40.65
42.00,41.25,42.00,40.50
41.25,41.55,42.00,40.20
41.10,41.40,41.55,40.80
41.40,41.25,41.40,40.65
41.55,41.40,41.70,40.95
40.95,41.55,42.00,40.95
42.00,40.35,42.45,40.20
40.20,39.75,40.80,38.85
40.20,39.15,40.20,38.85
39.00,37.65,39.15,37.50
37.50,37.58,38.40,37.50
37.65,37.95,37.95,37.20
37.95,39.00,40.20,37.65
39.75,37.20,39.75,36.75
37.50,35.70,37.50,35.10
34.80,37.05,37.35,34.20
37.50,35.70,37.95,34.95
35.55,35.55,37.05,35.40
35.55,36.75,37.05,35.10
36.75,38.70,39.45,36.75
38.55,37.65,39.00,37.65
37.65,35.25,37.95,34.80
35.70,37.80,38.40,35.55
37.50,36.60,38.70,36.00
37.20,35.70,38.25,35.25
35.55,37.20,37.20,35.40
37.50,40.50,41.85,36.30
40.95,42.00,42.60,40.50
42.00,40.50,42.00,39.30
40.50,41.72,42.00,40.50
41.55,40.65,41.85,40.50
40.80,41.10,41.55,40.20
40.80,42.15,43.32,40.80
41.85,38.40,42.15,37.80
38.70,37.95,39.75,37.65
38.70,39.30,39.75,38.70
39.00,39.15,39.75,38.25
39.45,38.10,39.45,37.80
38.10,38.40,38.70,37.65
38.40,38.85,39.30,37.95
39.00,39.60,39.75,38.40
39.60,41.25,41.70,39.60
41.40,42.00,43.05,41.25
42.00,40.35,42.60,39.70
40.35,39.75,40.65,39.15
39.75,39.45,40.20,38.70
39.75,37.50,39.75,37.20
37.65,38.10,38.70,37.50
38.10,37.65,39.00,37.50
37.50,38.55,38.55,36.00
37.80,37.50,38.40,37.20
37.95,38.55,39.00,37.80
38.25,37.80,38.55,37.35
37.95,37.95,38.40,37.65
37.65,36.90,37.65,36.90
37.05,37.50,37.80,36.15
37.65,36.00,37.65,35.62
36.30,34.95,36.75,34.80
34.95,36.30,36.30,34.50
36.60,35.40,36.90,34.50
35.25,35.40,35.52,34.35
35.25,34.65,35.48,34.20
35.10,34.05,35.40,33.90
33.75,34.95,34.95,33.15
34.95,33.60,34.95,33.60
34.20,34.80,34.88,34.05
34.80,34.95,35.10,34.50
34.80,33.75,35.25,33.75
