NOC,Northrop Grumman Corporation Common Stock,NASDAQ
62.12,62.54,62.78,61.97
62.74,62.38,62.80,62.19
62.58,62.95,63.38,62.50
62.58,62.84,63.18,62.48
62.97,61.53,63.00,61.29
61.09,61.29,61.33,60.45
61.46,61.29,61.86,60.96
60.69,60.42,60.77,59.87
60.39,60.62,60.81,60.26
61.48,61.83,62.16,60.97
61.89,61.74,61.92,61.20
61.75,61.47,61.75,61.13
61.81,62.49,62.69,61.72
62.90,62.90,64.00,62.27
62.55,63.09,63.20,62.50
62.76,63.61,63.83,62.55
63.92,64.17,64.28,63.38
64.66,65.05,65.29,64.34
65.18,64.47,65.55,64.32
64.20,64.15,64.75,63.92
64.67,64.45,65.15,64.25
64.58,64.81,65.26,64.06
65.00,65.02,65.36,64.78
65.02,64.99,65.40,64.62
64.91,65.36,65.72,64.84
65.35,64.86,65.66,64.66
64.68,64.78,65.03,64.34
64.61,64.54,65.17,64.18
64.55,64.69,64.97,64.39
64.84,65.16,65.39,64.67
64.93,64.50,65.05,64.39
64.04,65.14,65.46,63.87
65.20,65.60,65.79,64.98
65.20,64.92,65.39,64.65
64.07,64.36,64.55,63.67
64.44,64.89,64.95,64.41
65.19,65.29,65.49,64.72
65.00,63.75,65.17,63.69
63.69,63.80,64.19,63.47
63.16,63.50,64.11,62.89
63.27,63.17,63.86,63.06
63.44,63.34,64.05,63.29
63.27,63.13,63.51,62.97
63.17,63.65,64.05,62.97
63.29,62.51,63.47,62.50
62.90,63.53,63.74,62.73
64.16,64.47,64.65,63.97
63.85,63.50,64.54,63.44
63.65,64.72,64.83,63.40
65.18,64.69,65.72,64.57
64.53,65.73,65.83,64.53
65.93,66.55,66.92,65.84
66.12,66.51,67.31,66.12
65.76,66.17,66.34,65.11
66.30,66.35,66.67,65.37
66.42,66.97,67.21,66.21
67.09,68.11,68.17,66.92
68.21,68.81,69.23,68.04
69.00,69.35,69.90,68.81
69.59,70.33,70.50,69.40
70.38,69.99,70.56,69.41
69.95,70.00,70.61,69.68
68.89,68.50,69.74,68.06
67.71,67.96,68.00,67.03
67.48,67.31,67.84,67.00
67.35,66.82,67.36,66.63
66.93,66.50,67.25,66.38
66.80,65.52,66.83,65.18
65.72,64.62,65.72,63.84
64.51,64.37,64.63,63.58
64.54,64.41,64.78,64.00
65.69,64.98,65.89,64.76
65.47,65.55,65.89,65.26
65.45,65.27,65.45,64.55
64.85,65.12,65.42,64.51
65.41,65.40,65.62,64.94
65.04,62.68,65.25,62.20
62.32,60.71,62.38,60.25
60.14,60.51,61.18,59.58
59.62,59.60,60.17,58.40
58.97,57.53,59.60,57.53
57.32,57.11,57.67,55.85
56.50,55.31,56.83,55.19
55.73,55.49,56.51,54.95
54.48,51.75,55.12,51.75
52.23,53.24,53.36,50.36
52.29,50.09,52.60,50.00
50.09,51.78,52.45,49.90
51.80,51.89,52.20,50.78
52.19,53.05,53.37,51.57
52.59,53.24,54.12,52.35
53.53,52.76,53.86,52.44
51.58,50.04,51.58,49.71
49.36,49.26,50.23,49.20
50.41,50.03,50.63,49.85
50.23,51.48,51.48,50.00
51.29,52.72,52.83,51.04
52.46,51.24,52.75,50.95
50.93,52.16,52.46,50.10
52.82,53.93,53.97,52.68
53.72,54.41,54.76,53.14
54.76,54.62,55.39,54.29
54.65,53.46,55.20,53.39
52.43,51.80,52.71,51.72
50.35,51.66,51.77,49.97
52.48,53.11,53.25,52.08
52.88,52.78,53.45,52.57
51.98,51.81,52.40,51.41
51.36,52.42,52.42,51.30
52.23,52.39,52.94,51.69
52.75,52.91,53.66,51.60
53.48,54.17,54.28,53.31
54.32,54.82,55.34,54.27
53.71,53.88,54.20,53.37
54.22,53.85,54.52,53.71
53.55,51.89,53.95,51.88
50.47,51.13,51.69,50.32
50.78,51.05,52.10,50.64
51.62,52.41,52.48,51.33
53.53,53.49,54.44,53.10
53.55,52.10,54.17,52.06
52.97,53.27,53.94,52.29
52.66,52.17,53.35,52.16
51.74,50.87,52.63,50.86
50.25,51.69,51.76,50.13
51.72,51.76,52.12,51.34
51.75,52.29,52.32,51.14
52.78,52.81,53.45,52.15
53.89,54.71,54.72,53.78
54.13,54.85,55.12,54.13
55.16,55.32,55.83,55.06
54.89,54.33,54.98,53.65
55.29,54.56,55.42,54.11
54.02,53.84,54.47,53.72
53.69,54.40,54.71,53.49
54.31,54.08,54.74,54.00
54.34,54.11,54.47,53.53
54.66,55.81,55.82,54.63
56.00,56.33,56.78,55.65
56.17,56.57,57.20,55.88
56.29,55.60,56.85,53.88
57.38,57.64,57.97,56.20
57.73,57.92,58.04,57.28
57.10,57.75,58.71,57.04
56.26,54.98,56.44,54.58
55.89,55.82,56.23,55.46
56.28,57.38,57.53,56.15
57.17,57.18,57.35,56.42
57.09,58.24,58.30,56.87
58.48,58.53,58.64,57.53
57.61,57.29,57.96,56.92
58.23,58.06,58.57,57.81
58.72,59.30,59.67,58.68
59.16,58.85,59.46,58.79
58.48,59.45,59.83,58.47
58.84,58.47,59.56,58.34
58.23,56.87,58.24,56.32
57.08,56.75,57.33,56.36
55.71,55.13,55.92,54.00
54.75,54.40,54.86,53.90
53.41,52.97,53.80,52.96
52.78,53.42,54.22,52.69
54.64,54.82,55.43,54.49
54.96,55.13,55.52,54.82
56.25,57.07,57.35,56.13
56.86,57.33,58.00,56.69
57.76,56.99,57.84,56.97
57.73,57.42,58.18,57.00
57.51,57.31,57.90,57.22
56.91,56.54,57.08,56.47
56.33,55.70,56.81,55.59
55.85,56.40,56.69,55.73
56.05,55.98,56.44,55.68
56.09,55.30,56.68,55.09
55.08,55.15,55.59,55.00
55.54,55.34,55.83,55.26
55.78,55.66,56.23,55.01
56.02,55.16,56.36,55.04
55.91,56.75,56.95,55.91
56.91,57.10,57.36,56.56
57.09,57.80,58.00,57.02
58.08,58.49,58.50,57.65
58.26,58.86,58.97,58.15
58.75,58.13,58.87,58.09
58.31,58.89,58.96,58.29
58.77,58.48,59.15,58.46
59.42,58.66,59.56,58.66
58.39,58.63,58.81,57.95
58.15,58.15,58.26,57.31
58.09,57.90,58.22,57.72
58.04,57.91,58.19,57.59
58.41,58.62,58.90,58.17
58.33,58.51,58.73,58.28
58.56,59.75,59.88,58.56
59.40,58.84,59.44,58.72
59.33,59.63,60.05,59.20
59.55,60.17,60.30,59.19
60.34,61.31,61.57,60.17
61.31,61.39,61.52,61.07
61.56,60.49,61.86,60.32
60.16,60.00,60.16,59.71
59.44,59.59,59.81,58.86
59.63,59.32,59.66,58.96
59.05,58.71,59.15,58.52
57.99,58.20,58.48,57.92
58.09,58.05,58.64,57.93
58.33,59.25,60.19,58.33
58.24,58.30,58.94,57.88
58.88,58.31,58.99,58.19
58.03,58.80,58.82,58.01
58.82,59.84,59.91,58.76
59.88,60.50,60.68,59.88
60.57,60.21,60.65,60.03
59.85,59.81,59.90,59.51
59.97,60.30,60.39,59.77
60.09,60.21,60.21,59.68
60.29,59.65,60.29,59.55
59.83,59.68,59.85,59.03
60.05,60.08,60.20,59.48
60.11,59.86,60.38,59.64
59.72,60.05,60.34,59.57
59.35,59.62,59.80,59.28
59.67,59.92,60.78,59.56
59.50,60.05,60.57,59.50
60.04,59.89,60.05,59.56
60.00,59.81,60.29,59.64
60.42,60.21,60.42,59.67
60.07,59.76,60.24,59.59
59.72,59.93,60.04,59.61
59.50,59.67,59.96,59.44
59.83,59.96,60.08,59.55
60.07,60.37,60.85,60.07
60.46,60.18,60.58,59.97
60.47,60.65,60.77,60.10
60.90,61.54,61.66,60.60
61.43,62.06,62.11,61.28
62.00,61.97,62.01,61.40
62.05,61.99,62.23,61.74
62.10,61.87,62.31,61.72
61.45,61.07,61.60,60.99
61.10,60.83,61.31,60.71
60.51,60.97,61.12,60.19
61.08,60.57,61.22,60.40
60.86,61.53,61.62,60.86
61.70,61.13,61.75,61.08
61.05,60.85,61.28,60.52
60.49,60.89,60.98,60.04
61.25,61.08,61.52,60.79
61.19,61.82,62.18,60.96
62.24,61.51,62.33,61.04
61.23,61.45,61.64,61.04
61.15,60.85,61.21,60.77
60.30,60.03,60.30,59.90
59.95,59.73,59.95,59.51
60.19,60.19,60.46,60.02
60.10,61.29,61.39,60.10
61.21,60.81,61.50,60.81
61.08,61.04,61.40,60.83
61.30,61.77,62.00,61.01
61.90,61.92,62.29,61.61
61.74,61.02,61.85,60.88
61.14,61.81,61.91,61.14
61.40,61.58,61.80,60.96
61.57,62.73,62.80,61.57
63.54,63.01,65.78,62.43
63.06,63.44,63.90,62.87
63.76,63.75,64.28,63.54
63.43,63.28,63.63,63.04
63.37,63.46,63.80,62.95
62.97,63.35,63.39,62.90
63.26,62.84,63.31,62.71
62.61,61.90,62.94,61.90
61.70,61.78,61.93,61.48
61.39,61.37,61.46,60.91
60.90,60.68,61.30,60.47
61.02,60.70,61.24,60.58
60.40,59.91,60.59,59.72
59.54,60.11,60.41,59.25
59.98,59.80,60.14,59.72
60.17,59.57,60.32,59.57
59.55,58.50,59.83,58.49
58.75,58.08,58.93,57.98
58.28,58.99,59.01,58.14
59.07,59.10,59.57,58.83
58.46,58.64,58.72,57.61
59.02,58.81,59.07,58.09
58.19,58.50,59.21,58.19
58.69,58.98,59.22,58.69
58.54,58.85,59.31,58.53
58.89,58.75,59.25,58.64
58.15,57.42,58.20,57.42
57.50,57.11,57.79,56.90
56.94,57.29,57.41,56.59
57.60,58.59,58.62,57.32
59.20,59.35,59.92,59.17
59.13,59.77,59.77,59.01
60.12,59.28,60.33,59.22
59.58,59.93,60.00,59.32
59.75,59.75,60.26,59.48
59.89,60.53,61.07,59.59
60.93,61.18,61.20,60.65
60.90,61.52,61.74,60.82
61.85,62.24,62.57,61.65
62.25,62.29,62.55,61.83
62.28,61.84,62.53,61.78
62.18,62.11,62.33,61.67
62.07,61.48,62.07,61.27
61.69,61.08,61.71,60.79
60.74,62.13,62.43,60.74
61.67,61.73,61.81,61.19
62.36,63.79,63.80,62.36
63.85,63.54,64.05,63.15
63.60,63.94,64.18,63.47
63.78,63.93,64.13,63.65
63.44,63.47,63.56,63.00
63.48,63.61,63.71,63.13
63.82,63.08,64.29,62.80
63.21,62.82,63.23,62.61
62.49,62.16,62.72,61.86
62.52,63.79,63.79,62.37
63.53,63.49,63.76,63.05
63.57,64.13,64.30,62.97
63.90,65.12,65.19,63.90
64.88,65.12,65.35,64.50
64.46,64.76,65.34,64.42
64.04,63.76,64.27,63.67
63.48,64.18,64.32,62.93
64.30,63.91,64.38,63.23
65.16,64.80,65.47,64.19
65.09,65.80,66.04,64.68
65.65,66.76,66.80,65.11
66.49,66.20,66.68,66.10
66.39,65.84,66.69,65.79
65.63,65.61,65.95,64.73
66.76,66.37,66.84,66.30
66.69,66.31,66.72,66.10
66.67,67.20,67.33,66.46
66.99,67.85,68.02,66.75
67.60,68.40,68.55,67.51
68.18,68.50,68.54,67.95
68.33,68.67,68.76,67.73
69.01,68.36,69.02,68.23
68.05,68.28,68.45,67.85
68.28,68.79,68.89,68.24
68.92,69.32,69.37,68.71
69.38,69.75,69.88,69.28
69.86,69.52,70.20,69.38
69.31,68.34,69.49,68.17
67.42,66.92,67.65,66.66
66.82,67.40,67.50,66.63
67.54,67.11,67.77,67.07
66.94,66.91,67.04,66.21
67.17,67.25,67.49,67.00
66.95,66.56,67.16,66.53
66.95,66.89,67.46,66.53
66.89,66.75,67.07,66.03
66.71,66.52,67.04,66.18
67.07,67.69,68.12,66.98
67.70,67.37,67.77,67.13
67.40,67.05,67.41,66.87
67.16,67.42,67.53,66.94
67.77,67.93,68.27,67.57
66.77,67.01,67.29,65.45
66.91,66.33,67.23,65.90
66.15,66.48,66.70,66.01
66.39,66.89,66.89,66.06
66.89,66.90,67.06,66.14
66.67,66.94,67.00,66.27
66.90,66.89,67.26,66.80
66.50,66.56,66.81,65.75
66.74,65.79,66.79,65.66
65.84,66.19,66.49,65.82
66.56,66.47,66.70,65.97
66.20,66.43,66.65,65.58
66.60,67.58,67.96,66.40
67.80,67.86,67.91,67.06
67.95,68.08,68.25,67.62
68.30,68.79,68.93,68.19
69.23,69.41,69.80,68.99
69.24,69.09,69.56,68.96
69.11,69.00,69.56,68.69
69.01,68.21,69.01,68.06
68.68,68.64,69.23,68.57
68.72,68.82,69.39,68.49
68.81,69.46,69.54,68.81
69.63,70.36,70.58,69.61
70.49,70.60,70.79,70.10
70.49,71.13,71.25,70.32
70.65,70.27,70.73,69.91
70.26,70.20,70.43,69.61
69.71,69.66,69.99,68.94
70.26,69.33,70.99,68.88
70.00,69.04,70.26,68.42
69.05,68.02,69.69,67.93
68.32,68.69,69.82,67.88
68.83,68.92,69.65,68.35
69.32,68.98,69.71,68.91
68.58,68.96,69.14,68.10
69.02,69.88,70.84,68.93
68.96,66.70,68.96,65.55
66.49,65.42,66.83,65.41
65.29,65.60,66.18,64.65
65.60,65.40,65.96,64.64
65.14,65.37,65.93,64.98
65.29,63.59,65.69,63.41
63.47,63.23,63.71,63.08
63.52,63.57,63.88,62.80
64.22,64.72,64.73,64.02
64.64,65.08,65.16,64.31
64.98,64.93,65.02,64.48
65.11,65.36,65.41,64.91
65.04,64.99,65.35,64.71
65.03,65.33,65.93,64.85
65.17,66.06,66.13,64.82
66.24,66.65,66.82,66.01
67.29,66.70,67.29,66.43
66.92,65.79,67.03,65.77
65.78,66.65,66.78,65.50
66.58,66.76,67.15,65.83
66.69,67.27,67.27,66.28
67.36,67.53,67.70,66.87
67.30,68.04,68.24,67.04
68.31,67.95,68.91,67.89
68.19,68.15,68.96,67.98
68.21,67.37,68.36,67.31
67.18,66.80,67.36,66.39
67.04,67.13,67.61,66.74
67.13,68.51,68.54,67.13
68.43,68.70,69.17,68.04
68.50,69.00,69.11,68.44
68.08,68.63,68.91,68.08
68.39,68.69,68.93,68.15
68.70,68.02,68.98,67.93
68.09,67.74,68.31,67.04
67.19,66.76,67.70,66.69
66.51,67.58,67.71,65.87
68.79,68.17,68.98,67.54
68.33,67.94,68.71,67.84
68.23,68.76,68.79,67.78
69.09,68.67,69.61,68.04
68.02,67.34,68.64,66.99
67.41,67.04,67.80,67.01
67.39,67.40,67.64,67.14
67.43,67.07,67.60,66.85
67.10,67.22,67.62,66.80
66.83,67.48,67.65,66.76
67.07,66.85,67.15,66.60
66.95,67.14,67.52,66.76
67.39,67.49,67.61,66.77
67.46,68.35,68.59,67.35
67.43,68.71,68.87,67.00
68.79,68.23,68.90,68.09
68.35,67.74,68.35,67.60
67.89,66.57,67.89,66.26
66.68,66.77,67.28,66.29
66.53,66.34,67.25,66.12
66.00,65.04,66.14,64.95
65.28,65.13,65.53,64.80
64.68,64.38,65.21,64.35
64.88,64.88,65.49,64.50
64.77,65.20,65.31,64.66
65.27,65.69,65.86,65.13
65.62,66.09,66.14,65.62
65.96,66.12,66.25,65.78
66.34,66.34,66.56,65.91
66.46,65.76,66.75,65.54
65.42,65.80,66.24,65.27
65.50,65.63,65.74,65.40
65.75,66.20,66.29,65.65
66.14,66.04,66.95,66.01
65.96,65.37,65.96,65.13
65.46,65.97,66.32,65.44
66.21,64.75,66.67,64.75
65.06,65.06,65.20,64.45
64.93,65.97,66.31,64.82
65.76,65.68,66.17,65.44
65.39,65.52,65.88,64.67
65.29,64.38,65.41,64.20
64.71,64.91,65.23,64.50
64.96,64.96,65.32,64.64
65.13,65.27,65.70,65.02
65.50,65.96,66.02,65.50
65.95,66.12,66.26,65.90
66.16,66.23,66.41,65.95
66.29,67.18,67.42,66.18
67.35,67.54,67.74,67.09
67.32,68.80,68.83,67.23
68.22,68.43,68.97,68.15
68.65,68.44,68.72,67.95
68.75,68.64,68.99,68.51
68.27,68.00,68.75,67.73
68.14,68.05,68.44,67.85
68.28,67.91,68.53,67.77
68.28,69.29,69.36,68.28
68.94,69.90,70.00,68.54
69.87,70.15,70.21,69.46
70.10,69.90,70.54,69.59
70.19,69.40,70.21,69.13
69.51,70.18,70.54,69.41
70.29,71.07,71.17,70.13
70.43,71.56,71.77,70.33
71.75,71.72,71.88,71.18
71.86,71.56,71.89,71.27
71.75,71.77,72.27,71.65
72.04,72.45,72.67,71.90
72.03,72.11,72.18,71.49
71.85,70.83,71.86,70.54
71.32,71.29,71.61,70.74
70.93,70.12,71.13,69.54
70.12,69.87,70.20,69.23
69.94,70.98,71.04,69.92
70.98,70.78,71.13,70.30
71.17,71.49,71.80,70.66
71.83,73.77,73.86,71.08
73.82,74.49,74.97,72.86
74.56,74.24,74.78,74.19
74.48,74.96,74.98,74.04
74.85,75.74,75.78,74.85
75.45,75.65,76.48,75.32
75.65,76.31,76.55,75.46
76.69,76.84,77.00,76.37
77.02,77.06,77.79,76.93
77.03,77.21,77.31,76.91
77.25,77.80,77.82,77.08
77.75,77.66,78.16,77.50
77.69,77.93,78.07,77.27
77.72,77.56,78.10,77.35
77.78,78.96,79.02,77.73
78.53,79.43,79.48,78.07
79.40,79.02,79.60,78.81
80.24,82.19,83.28,80.24
82.22,81.61,82.61,81.49
81.58,81.46,82.45,81.17
81.50,80.86,81.78,80.77
79.78,80.64,81.00,79.59
80.30,81.26,81.53,80.12
81.65,82.10,82.49,81.65
81.54,81.87,82.38,81.03
82.69,83.49,83.99,82.69
83.18,82.39,84.06,82.39
82.48,83.04,83.13,81.79
82.86,82.42,83.27,82.15
82.13,81.45,83.06,81.36
81.48,82.25,82.41,80.92
82.55,83.88,84.00,82.55
84.17,83.75,84.30,83.48
83.08,82.97,83.73,82.85
83.51,82.61,83.57,82.50
82.67,82.86,84.14,82.50
82.73,82.88,83.68,82.60
83.28,83.67,84.30,83.26
83.79,83.93,84.34,83.27
83.86,82.98,84.32,82.97
