NOC,Northrop Grumman Corporation Common Stock,NASDAQ
246.74,247.84,248.13,245.14
247.38,247.14,247.79,245.54
247.14,237.72,247.24,236.75
237.12,238.43,239.95,236.77
233.64,232.07,233.64,220.72
232.00,231.56,234.24,230.47
232.01,232.10,235.83,231.63
233.02,231.99,234.80,231.84
232.07,231.70,234.07,231.03
232.71,233.54,234.08,230.64
233.97,235.14,235.34,233.55
235.55,233.15,235.68,233.09
233.61,233.72,234.48,232.51
231.47,232.99,234.37,231.24
233.97,233.24,234.35,232.33
233.24,231.95,233.68,231.56
232.23,232.63,233.82,232.10
232.88,232.58,233.34,231.71
234.10,234.89,235.24,233.14
235.24,235.25,236.99,234.83
235.21,235.99,237.42,234.35
235.90,236.73,237.50,235.77
236.84,235.81,237.92,235.69
235.46,233.11,235.79,232.70
233.80,231.55,234.84,230.14
231.38,229.15,231.79,227.87
229.00,230.17,230.99,228.50
