LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),NASDAQ
39.43,38.88,39.49,38.43
38.50,39.22,39.50,38.24
39.55,40.00,40.18,39.22
39.55,39.30,39.94,38.78
39.40,38.30,39.76,38.11
39.14,39.88,40.25,39.06
39.28,38.36,39.59,38.08
38.46,37.01,38.62,36.16
37.55,36.88,37.71,36.27
36.47,36.56,36.87,35.88
37.09,38.61,38.76,36.97
38.64,38.70,39.51,38.29
37.87,38.06,38.10,36.64
38.24,37.58,38.83,37.52
37.65,37.26,37.83,35.84
37.70,37.48,37.70,36.47
37.74,38.29,39.29,37.68
38.30,38.52,39.05,37.86
39.41,38.92,39.59,38.43
39.01,39.89,40.11,38.75
39.63,39.45,39.75,38.80
39.95,41.23,41.35,39.95
40.51,40.88,40.92,39.96
39.99,38.48,40.00,37.90
38.32,38.40,38.95,37.99
38.86,38.47,39.10,38.15
38.50,37.92,38.97,37.81
38.20,38.09,38.31,37.67
37.85,36.84,38.14,36.20
37.28,37.08,37.70,36.87
37.39,37.60,38.07,37.19
37.93,39.09,39.43,37.67
38.95,39.54,39.65,38.25
38.81,38.31,39.29,38.22
38.29,38.94,39.31,38.16
38.55,38.00,39.09,37.62
38.00,37.55,38.45,37.12
38.00,39.46,39.98,36.89
40.96,40.33,41.93,38.41
40.00,37.39,40.07,37.35
37.61,37.29,38.04,35.05
36.60,33.51,36.60,32.29
34.22,33.11,35.15,30.18
31.49,28.47,32.57,26.52
29.41,31.84,31.85,29.09
30.86,31.13,32.48,30.31
31.34,34.02,34.74,31.27
34.10,33.90,34.54,33.00
34.16,33.94,35.02,33.49
33.49,32.62,33.54,32.07
32.94,31.91,33.38,31.36
30.60,29.05,30.96,28.83
28.67,27.98,29.50,27.92
29.21,28.75,30.43,28.24
29.08,29.85,30.31,28.47
29.72,30.79,30.87,29.58
31.03,30.42,31.29,29.92
30.03,31.85,32.08,29.73
32.78,34.69,34.74,32.55
34.18,34.06,34.49,33.70
34.37,34.65,35.05,34.06
34.58,33.92,34.73,33.65
32.66,32.11,32.69,31.31
30.65,32.10,32.16,30.60
32.76,33.94,34.22,32.72
33.44,33.35,34.00,32.90
32.76,31.19,32.82,30.84
30.40,31.42,31.51,30.26
31.75,32.51,32.61,31.41
32.64,33.29,33.78,31.62
33.72,33.69,34.22,32.96
33.58,34.00,34.03,32.81
32.82,32.92,33.24,31.96
33.11,31.76,33.52,31.68
31.44,28.89,31.44,28.86
27.05,27.81,28.38,25.58
27.79,28.47,29.52,27.40
28.80,29.00,29.19,27.81
30.06,29.59,31.32,29.45
29.52,27.77,29.68,27.65
28.60,26.65,28.82,26.05
25.70,24.43,25.84,24.41
24.30,24.10,25.54,23.81
23.75,25.88,26.03,22.90
25.89,26.09,26.52,25.51
26.12,27.39,27.62,25.91
27.70,26.52,27.89,26.43
27.24,27.25,28.13,26.58
26.93,28.05,28.58,26.59
28.26,28.70,29.47,27.95
28.29,28.06,28.53,27.50
28.82,29.20,29.79,28.61
28.97,28.24,29.24,27.89
28.04,28.29,28.62,27.34
27.99,26.93,28.03,26.81
26.88,27.39,27.45,26.10
30.80,31.02,31.26,29.00
31.10,32.33,32.36,30.96
32.34,30.73,32.44,30.62
31.20,31.74,32.10,30.09
32.89,33.59,34.08,32.52
34.25,34.50,35.50,33.32
34.75,32.86,34.75,32.84
30.90,32.11,32.51,29.50
32.61,33.21,33.67,32.56
34.04,34.46,34.64,33.03
34.14,35.01,35.26,33.71
34.92,34.79,35.03,33.92
35.00,34.94,35.24,33.99
33.36,34.06,34.49,33.28
34.52,35.07,35.12,33.65
35.22,36.08,36.46,34.57
36.51,35.53,36.96,35.38
35.50,34.92,36.05,34.85
34.67,35.02,35.48,34.66
34.79,35.19,35.22,34.75
35.47,34.53,35.97,34.01
34.10,34.51,34.61,33.91
29.51,29.77,30.27,29.30
29.45,28.33,29.46,28.29
28.36,28.65,29.28,28.34
29.77,29.91,30.26,29.38
29.98,30.36,30.77,29.71
31.32,32.67,32.89,31.32
32.45,32.41,32.67,32.11
33.00,32.80,33.40,32.56
33.44,33.72,34.19,33.19
33.75,33.70,34.08,33.11
33.20,32.94,33.48,32.65
32.58,32.62,33.19,32.24
32.60,33.18,33.53,31.56
32.62,32.28,32.91,31.85
32.49,31.89,32.95,31.42
31.27,30.70,31.72,30.37
31.15,30.80,31.20,30.51
31.17,32.05,32.15,31.00
31.73,31.20,31.73,31.00
32.15,32.92,33.23,32.00
32.97,32.96,33.06,32.12
32.90,32.89,33.49,32.64
32.95,32.99,33.11,32.79
32.95,32.97,33.29,32.69
32.97,32.25,33.00,32.10
32.38,32.81,32.92,32.20
32.84,32.49,32.87,32.39
33.30,33.47,33.98,33.11
33.43,34.74,34.93,33.40
34.58,34.24,34.58,34.00
34.39,34.45,34.94,33.94
34.50,34.32,34.63,34.19
34.52,36.95,37.22,34.43
37.48,37.40,38.20,36.92
37.90,38.89,39.50,37.60
38.19,38.91,39.07,37.74
39.82,39.19,40.05,38.95
39.41,40.63,41.22,39.22
40.87,40.00,40.87,39.81
39.87,39.90,40.00,39.47
40.00,39.34,40.07,38.98
39.22,39.97,40.03,38.78
39.74,40.22,40.29,39.02
40.54,40.29,40.90,39.97
40.15,41.23,41.54,40.15
40.86,42.42,42.44,40.51
42.67,43.10,43.12,42.47
43.48,43.60,43.90,43.16
43.91,43.30,44.00,43.14
43.78,44.80,44.82,43.73
44.82,44.75,44.84,44.30
44.64,44.87,45.03,44.34
45.00,44.70,45.06,44.44
44.94,44.58,45.12,44.35
44.00,44.75,45.91,43.61
45.35,46.01,46.39,44.93
45.50,44.61,45.94,44.03
44.30,43.56,44.30,43.36
43.56,43.99,44.04,43.48
44.21,43.98,44.35,43.72
44.07,42.89,44.28,41.97
42.50,43.30,43.42,42.08
43.48,43.19,43.51,42.51
43.12,44.15,44.22,43.12
43.70,44.24,44.98,43.51
44.36,44.00,44.86,43.93
43.89,43.18,44.33,42.87
43.44,43.57,43.82,42.81
43.68,43.71,44.20,43.60
43.43,41.80,43.43,41.09
40.80,39.28,40.97,38.91
40.10,40.60,40.80,39.80
40.87,42.72,42.86,40.84
43.00,42.14,43.07,41.90
42.00,40.60,42.17,39.87
41.12,42.26,42.29,40.72
42.05,41.96,42.24,41.56
42.01,42.71,43.30,41.93
42.72,42.90,43.25,42.42
42.63,42.54,42.85,42.26
42.08,42.88,42.96,41.62
42.98,43.65,43.81,42.57
42.90,41.61,43.28,41.47
41.63,42.52,42.60,41.38
43.00,43.87,44.09,42.75
43.86,43.29,44.98,43.28
43.38,42.64,43.86,42.34
42.00,43.13,43.25,41.06
43.67,43.65,43.86,42.98
43.62,44.57,44.84,43.35
44.24,43.83,45.06,43.40
43.20,44.09,44.24,43.04
43.85,43.41,45.24,43.21
42.82,42.47,42.89,42.26
42.49,40.95,42.53,40.72
41.81,41.22,42.20,41.00
41.52,42.83,42.88,41.29
42.66,44.07,44.44,42.62
44.42,44.28,44.60,43.59
44.89,44.13,45.15,44.00
43.98,43.87,44.28,43.40
43.92,44.09,44.71,43.77
44.23,44.16,44.61,43.89
43.21,43.75,43.95,42.72
43.59,44.09,44.26,43.07
44.60,45.18,45.37,44.46
44.63,45.53,45.86,44.00
45.69,45.73,46.13,45.21
43.95,41.78,44.55,41.78
42.38,42.86,43.71,41.90
42.78,43.14,43.35,42.13
43.25,41.25,43.27,41.09
41.00,39.48,41.52,39.24
39.26,39.23,40.01,39.09
38.91,38.85,39.05,37.67
38.72,40.10,41.28,38.37
40.87,40.46,40.88,39.78
39.99,40.08,40.74,39.87
39.60,39.32,39.62,38.83
39.46,39.74,40.13,39.31
40.28,39.22,40.54,38.81
38.90,36.96,38.92,36.95
37.05,37.04,38.02,36.78
37.10,39.00,39.16,37.04
39.43,39.26,39.72,38.97
38.91,38.96,39.09,37.86
39.30,38.97,39.77,38.35
39.13,39.60,39.84,38.85
40.09,40.89,41.07,39.92
39.83,39.35,40.02,38.92
39.53,39.46,39.66,38.40
37.23,37.26,38.20,37.04
37.29,36.76,37.29,35.97
36.41,37.52,37.63,36.14
38.11,38.44,38.94,37.79
39.36,38.00,40.09,37.82
37.75,38.23,38.39,36.97
38.73,37.06,38.84,36.99
37.51,37.83,38.10,37.20
37.45,37.77,38.35,37.27
37.68,37.60,37.97,37.07
37.95,38.94,39.15,37.67
38.77,40.53,40.68,38.48
40.75,41.48,41.91,40.60
41.48,41.42,41.99,41.04
41.44,39.26,41.58,39.17
39.87,39.62,39.87,38.59
38.96,39.12,39.29,38.51
39.15,39.53,39.92,38.81
39.77,38.90,39.77,38.44
38.29,38.62,38.87,37.92
40.04,40.27,40.41,39.55
40.59,40.85,41.86,40.35
40.94,41.94,42.10,40.94
41.82,42.31,42.60,41.48
41.79,41.15,42.13,40.77
41.71,40.81,41.94,40.58
41.21,40.47,41.53,40.17
40.44,39.68,40.51,39.27
39.16,39.62,39.97,38.44
40.02,40.78,41.31,40.00
40.55,41.21,41.52,40.20
41.45,41.97,42.02,40.93
41.60,42.24,42.56,41.59
42.39,41.96,42.69,41.86
41.05,41.60,41.66,40.33
40.41,41.03,41.19,40.03
40.96,40.43,41.30,39.74
40.59,40.42,40.83,40.05
41.38,40.90,41.67,40.10
43.45,44.51,44.99,42.89
44.69,44.58,44.99,44.32
44.67,44.53,44.93,44.34
44.81,44.23,44.81,43.97
43.73,44.41,44.71,43.35
45.46,45.37,45.84,44.72
45.58,45.96,46.69,45.56
46.26,46.71,47.04,46.18
46.10,47.21,47.44,46.09
46.97,47.35,47.44,46.66
46.97,47.28,47.43,46.62
47.00,47.36,47.60,46.61
47.48,47.55,48.15,47.38
47.56,47.77,47.93,47.16
47.97,48.52,48.71,47.78
48.68,49.24,49.32,48.40
49.16,49.86,49.87,49.10
49.96,49.06,49.96,48.94
48.70,48.58,48.93,47.76
48.05,47.73,48.33,47.25
47.83,47.90,48.32,47.66
46.52,47.13,47.40,46.31
46.74,47.48,48.03,46.61
47.47,47.29,47.72,46.64
48.93,48.67,49.04,48.47
48.99,48.84,49.09,48.61
47.80,47.01,48.20,46.88
47.11,46.97,47.53,46.66
47.44,48.46,49.42,47.20
48.64,49.46,49.71,48.40
49.26,49.33,50.02,49.23
49.59,49.40,50.23,49.17
49.49,49.61,49.72,48.75
49.59,51.92,52.35,49.58
52.65,53.42,53.77,52.18
53.15,51.98,53.20,51.81
51.87,51.94,52.09,51.36
52.41,52.50,53.62,52.22
51.88,52.52,52.62,50.57
52.95,52.37,53.21,52.13
52.43,52.04,52.88,51.57
52.52,50.80,52.69,50.69
50.98,50.96,51.18,50.15
51.23,51.88,52.21,50.89
51.46,51.66,51.79,50.92
52.06,52.20,52.75,51.95
52.39,52.91,52.91,52.02
52.99,52.34,52.99,52.10
52.94,52.00,53.37,51.93
52.69,52.68,53.18,52.45
52.45,52.38,52.50,51.99
52.41,51.22,52.56,51.17
51.33,50.70,51.46,50.47
51.37,51.35,51.89,51.31
51.25,50.86,51.71,50.58
50.92,51.42,51.48,50.62
51.96,54.36,55.38,51.96
54.79,55.74,55.76,54.50
55.35,55.23,56.00,54.70
55.00,54.33,55.09,54.00
54.31,55.47,55.55,53.76
54.15,53.03,54.27,52.50
53.89,53.83,54.76,53.07
54.33,53.40,54.57,52.92
51.86,53.75,55.63,50.91
53.81,53.39,54.04,52.70
53.54,55.05,55.25,53.51
53.60,53.06,53.75,52.87
53.18,53.41,53.51,52.74
53.69,53.82,54.09,53.26
53.36,52.78,53.36,51.92
52.81,51.92,53.14,51.83
52.19,50.85,52.19,50.70
51.02,50.65,51.20,50.45
49.72,50.06,51.01,49.11
50.68,49.21,50.68,49.04
46.18,45.41,46.61,44.87
45.50,46.87,47.04,45.35
47.76,48.00,48.11,47.44
48.00,47.55,48.10,46.95
47.69,47.99,48.53,47.50
48.40,48.62,50.94,48.03
48.35,48.00,48.60,47.55
47.97,47.55,48.15,47.33
47.07,48.07,48.12,46.86
48.20,48.74,49.02,48.15
49.00,49.73,49.94,48.78
49.89,48.88,50.23,48.46
48.80,49.76,49.82,48.73
49.00,51.85,51.85,48.77
51.85,51.90,52.15,51.52
52.48,53.81,53.86,52.40
53.61,54.37,54.74,53.16
54.56,54.05,54.72,53.63
54.40,54.02,54.63,53.82
54.02,52.98,54.25,52.81
53.01,53.79,53.97,52.79
54.10,54.75,54.77,53.81
54.81,54.90,55.11,54.55
55.12,54.85,55.25,54.77
54.83,55.56,55.57,54.41
54.85,55.14,55.22,54.12
55.50,55.86,56.06,55.16
56.13,56.49,57.05,55.83
56.57,56.39,56.64,55.19
55.91,55.51,56.39,55.43
55.45,57.09,57.16,55.29
58.41,59.17,59.59,57.94
58.42,57.64,58.88,57.35
58.01,58.41,58.65,57.89
58.01,59.14,59.15,57.77
58.93,59.74,59.80,58.28
60.10,59.60,60.17,59.43
60.19,60.61,60.74,59.55
60.72,60.91,60.96,60.20
60.78,61.20,61.42,60.73
60.93,61.34,61.65,60.88
61.02,60.52,61.07,60.26
61.16,62.13,62.22,61.02
62.05,62.59,62.59,61.53
62.60,61.47,62.70,61.46
61.25,62.11,62.16,61.16
62.26,62.52,62.82,62.21
62.91,62.75,62.97,62.18
62.67,61.24,62.69,60.86
61.50,63.26,63.55,61.50
63.22,63.02,63.55,62.76
62.56,63.42,64.20,62.20
61.90,61.37,63.22,60.32
61.14,61.09,62.43,61.04
61.71,61.25,62.27,61.22
61.29,61.06,61.49,60.46
61.20,61.42,61.75,60.37
61.56,62.11,62.23,60.94
61.82,60.54,61.82,60.29
60.62,60.51,60.89,60.12
61.71,62.30,63.30,61.60
61.57,61.17,61.90,61.06
61.19,60.40,61.29,59.88
60.84,61.18,61.18,60.38
61.15,60.26,61.40,60.17
59.04,57.68,59.31,56.91
58.30,59.32,59.32,57.97
59.38,56.98,59.68,56.97
57.46,56.84,57.72,55.94
57.01,58.20,58.44,56.50
58.38,58.62,59.46,58.17
58.19,59.69,60.64,57.43
59.47,60.44,60.44,58.75
60.54,60.77,61.42,60.53
61.90,62.52,62.79,61.41
62.72,62.13,62.73,62.08
62.79,63.60,63.85,62.59
63.32,63.73,63.83,62.20
63.77,64.08,64.40,63.62
64.09,63.30,64.52,63.19
63.94,64.77,65.35,63.86
64.44,64.01,65.69,63.87
63.39,63.75,64.06,63.08
63.73,64.01,64.46,62.85
64.52,65.42,65.67,64.46
65.01,64.41,65.69,64.23
64.66,64.50,64.93,64.25
64.91,63.35,65.14,63.19
63.74,63.45,64.00,63.36
63.01,63.37,63.52,62.57
63.56,63.29,64.15,63.18
63.09,61.75,63.17,61.56
62.43,59.84,62.61,59.54
59.77,58.65,59.80,57.78
58.80,58.78,59.32,58.61
57.67,58.98,59.04,57.11
59.03,58.80,59.10,58.20
58.84,60.22,60.35,58.69
60.42,60.77,60.87,59.92
60.75,61.38,62.13,60.55
61.07,59.46,61.20,58.67
58.64,55.51,58.71,55.47
56.15,57.33,57.55,55.70
56.66,56.10,56.66,55.42
56.24,55.81,56.35,55.02
56.25,57.86,58.01,56.16
58.15,58.64,59.11,57.37
58.89,59.34,59.70,58.69
59.56,60.33,60.56,59.13
61.90,60.92,63.27,60.77
61.99,60.14,62.24,58.57
60.39,61.46,61.64,59.68
61.44,60.70,61.49,60.48
60.55,57.54,60.75,57.41
57.96,58.90,59.47,57.33
60.17,60.95,61.06,60.07
62.59,62.65,62.65,61.23
62.94,63.28,63.80,62.11
63.30,62.84,63.52,61.91
62.66,61.47,62.91,61.37
61.11,61.55,61.61,60.41
62.50,62.30,62.78,61.34
62.07,64.64,64.99,61.99
64.42,64.68,65.36,64.36
64.35,66.11,66.20,64.28
66.34,67.32,67.32,65.74
67.27,66.95,67.45,66.80
66.92,65.85,67.28,65.81
65.59,65.07,67.05,64.64
64.80,65.83,66.22,62.71
65.26,65.72,65.92,64.85
66.74,67.18,68.09,66.32
66.54,66.28,67.08,65.72
66.25,66.79,67.59,65.84
66.61,66.65,68.07,66.01
66.82,67.31,67.37,65.22
67.09,67.68,68.46,67.09
67.41,65.68,67.64,65.40
65.56,66.40,66.58,65.30
65.49,64.87,65.60,64.62
65.06,65.00,65.84,64.77
64.23,64.19,65.22,63.67
65.04,64.12,65.29,64.03
64.05,66.59,66.90,64.00
66.48,67.42,68.11,66.30
68.10,68.14,68.53,67.45
