ANSS,ANSYS,NASDAQ
44.00,44.08,44.32,43.59
43.17,42.81,43.96,42.61
42.79,41.84,43.29,41.72
41.96,41.46,42.67,40.90
41.80,41.93,42.62,41.70
42.40,43.01,43.08,42.25
42.47,43.34,43.45,42.34
43.58,43.12,43.59,42.96
43.34,43.60,43.62,43.19
43.26,43.84,44.10,43.09
43.83,43.93,44.16,43.36
43.87,43.83,44.34,43.72
44.33,43.64,44.41,43.43
43.82,43.39,44.27,43.38
43.49,43.16,43.81,42.90
42.91,42.72,43.35,42.66
42.70,43.20,43.31,42.29
43.05,43.48,43.97,42.81
43.04,41.22,43.10,40.99
41.21,40.57,41.57,40.49
40.82,40.10,40.89,39.59
40.19,40.32,40.65,39.88
40.76,40.81,41.40,40.42
40.97,41.55,41.58,40.66
41.90,41.95,42.22,41.61
41.79,42.15,42.51,41.79
41.91,42.31,42.39,41.30
42.59,43.65,43.74,42.55
43.59,43.90,44.10,43.52
43.79,43.51,43.95,43.12
43.20,42.08,43.51,42.01
42.13,42.34,42.44,41.79
41.84,42.47,42.53,41.46
42.69,42.30,42.90,42.13
42.79,43.74,43.85,42.79
43.56,45.04,45.05,43.56
45.05,45.55,45.57,44.63
45.68,45.56,45.94,45.40
45.64,45.02,45.80,44.84
45.18,44.26,45.53,44.21
43.72,44.95,45.09,43.21
45.52,45.92,45.93,45.27
45.67,45.60,45.95,45.08
45.77,46.58,46.66,45.65
44.01,43.96,44.87,43.18
43.68,44.21,44.30,43.38
44.58,44.10,44.58,43.87
43.59,43.68,44.09,43.27
43.04,42.65,43.13,42.47
42.20,41.67,42.20,41.54
41.56,40.91,41.72,40.86
40.75,40.87,41.27,40.55
41.29,41.84,42.21,41.19
41.71,42.19,42.37,41.27
41.93,41.60,42.33,41.55
41.37,41.98,42.03,41.32
42.14,40.48,42.28,40.47
40.01,40.04,40.62,39.84
39.82,40.19,40.34,38.88
40.30,39.76,40.47,39.57
40.06,40.14,40.32,39.32
40.06,39.37,40.06,39.08
39.37,38.78,39.43,38.69
39.32,40.32,40.43,39.03
40.07,40.01,40.25,39.68
40.35,40.66,41.23,40.21
40.52,40.58,40.89,40.50
40.62,40.57,41.05,40.36
41.07,40.50,41.40,40.21
40.50,40.87,40.93,40.34
41.29,42.24,42.29,41.21
42.20,41.81,42.48,41.65
41.54,42.14,42.59,41.46
42.00,42.24,42.32,41.88
42.54,42.83,43.04,42.01
43.05,43.55,43.80,42.87
43.37,42.78,43.78,42.64
42.55,42.33,42.95,41.92
41.99,42.03,42.74,41.59
42.62,42.68,42.68,42.29
42.63,43.26,43.45,42.40
43.30,42.50,43.36,42.28
42.40,42.40,42.74,42.19
42.52,42.25,42.83,42.18
42.58,41.75,42.63,41.65
41.27,41.29,42.14,41.05
41.83,42.56,42.77,41.83
42.32,41.39,42.64,41.34
41.51,41.21,41.51,40.88
41.20,41.61,41.64,40.63
41.81,42.74,43.01,41.65
42.87,44.39,44.56,42.71
44.61,45.50,45.65,44.04
45.37,45.09,45.64,44.67
45.51,45.59,45.74,44.91
45.50,46.09,46.19,45.03
45.44,44.87,46.03,44.59
45.01,45.05,45.30,44.74
45.22,45.20,45.60,44.79
45.42,45.33,45.69,45.23
44.49,45.44,45.61,44.49
45.28,45.37,45.48,44.95
45.00,45.08,45.19,44.77
45.27,45.10,45.36,44.60
45.04,45.25,45.65,44.93
45.51,44.86,45.51,44.65
45.32,45.31,45.69,45.26
45.40,45.41,45.50,44.37
45.55,45.75,46.66,45.06
45.73,46.06,46.13,45.67
45.96,47.67,47.85,45.96
47.59,48.17,48.66,47.48
48.24,49.27,49.38,47.97
48.71,49.09,49.13,47.85
48.91,48.98,49.37,48.61
49.00,48.97,49.10,48.59
48.47,47.56,48.67,47.21
47.71,47.69,47.91,47.32
48.17,48.47,48.94,48.06
48.48,48.30,48.84,48.11
47.90,48.63,48.71,47.57
47.98,47.71,48.14,47.11
47.98,48.99,49.10,47.98
48.66,48.88,49.08,48.66
48.66,48.05,48.66,47.16
47.59,48.50,48.72,47.13
49.22,50.79,50.89,49.08
50.64,51.09,51.21,50.36
50.76,51.36,51.79,50.71
51.00,50.92,51.33,50.62
51.32,51.05,51.62,50.74
51.03,51.07,51.33,50.77
51.20,51.13,51.48,50.91
51.36,52.36,52.50,51.16
52.66,51.87,52.82,51.79
51.84,52.02,52.55,51.84
51.82,51.77,52.84,51.71
51.92,52.15,52.19,51.40
52.24,53.11,53.16,51.65
53.33,52.98,53.51,52.43
53.25,52.94,53.64,52.85
52.97,53.25,53.58,52.71
53.16,52.98,53.34,52.97
52.88,52.98,53.14,52.17
53.16,52.82,53.16,52.47
52.89,52.76,53.32,52.46
52.73,52.54,53.18,52.50
52.54,52.07,53.22,52.02
52.55,52.57,53.46,52.48
52.57,52.34,53.01,51.95
52.36,53.20,53.39,52.05
53.34,53.27,53.82,53.05
53.25,52.45,53.25,51.81
52.13,53.61,53.69,51.85
53.90,53.97,54.24,53.75
54.32,53.82,54.42,53.20
53.72,53.96,54.08,53.69
53.76,54.96,54.96,53.67
53.93,55.99,55.99,53.60
55.81,54.93,56.40,54.67
54.52,52.15,55.23,52.09
52.55,52.51,53.66,52.49
52.50,53.31,53.55,52.46
53.11,51.82,53.11,51.12
51.97,52.97,53.45,51.90
52.91,52.55,52.91,52.21
52.61,51.85,53.22,51.61
51.95,52.45,52.50,51.72
52.68,53.53,54.00,52.51
53.39,54.11,54.44,53.39
54.06,53.89,54.28,53.40
54.10,54.26,54.55,53.69
54.29,55.04,55.25,54.24
55.16,54.43,55.16,54.07
54.35,53.65,54.35,53.50
53.38,54.40,54.51,53.04
54.13,54.37,54.77,53.90
54.40,54.24,54.88,54.13
54.13,54.12,54.35,53.68
54.32,54.51,54.83,54.01
54.38,54.77,55.00,54.08
54.95,55.09,55.39,54.54
54.00,54.02,55.14,53.99
53.92,53.32,54.47,53.08
53.98,54.11,55.00,52.78
54.99,55.83,56.65,54.04
56.34,56.32,56.86,55.20
56.53,54.93,56.53,54.31
54.78,55.07,55.57,54.53
55.52,55.28,56.08,55.18
55.32,55.00,55.67,54.38
55.28,53.93,55.28,53.71
53.87,54.73,55.10,53.44
54.78,54.38,54.88,53.97
53.63,53.05,53.94,52.72
52.88,53.08,53.28,52.14
52.50,51.90,53.05,51.86
50.00,51.79,52.07,49.71
51.79,51.34,52.40,51.32
52.16,51.02,52.45,50.99
51.68,51.31,51.87,50.88
51.84,52.74,53.30,51.84
52.86,53.55,53.59,52.75
53.54,53.69,53.95,53.23
53.90,54.48,54.85,53.84
54.62,54.20,54.85,53.96
54.26,53.67,54.33,53.60
53.62,53.98,54.37,53.08
54.15,53.97,54.26,53.86
54.04,54.19,54.21,53.68
54.56,53.69,54.56,53.30
53.84,53.77,54.13,53.11
53.78,53.81,53.94,53.47
54.03,53.78,54.37,53.36
53.71,53.27,53.97,53.16
53.57,53.18,53.72,53.04
53.15,53.36,53.72,53.05
53.03,53.02,53.55,52.87
53.22,53.19,53.72,52.93
52.68,52.83,53.00,52.38
52.80,52.90,52.94,52.27
52.34,51.68,52.38,51.22
51.68,51.96,51.96,51.35
52.70,52.98,53.07,52.60
53.18,53.28,53.62,52.88
53.18,53.47,53.55,53.06
53.56,54.00,54.26,53.44
53.99,54.94,54.94,53.94
54.76,54.56,55.04,54.43
54.69,55.29,55.47,54.54
55.40,54.67,55.55,54.53
54.46,54.73,54.92,54.12
54.62,54.19,55.11,53.50
53.63,53.64,55.60,53.00
54.00,53.83,54.78,53.35
53.94,54.25,54.60,53.60
54.28,54.87,55.02,54.25
54.93,54.04,55.13,53.67
53.83,55.47,55.50,53.55
55.43,55.53,55.86,55.05
55.06,55.30,55.82,54.85
55.06,55.15,55.43,54.73
55.18,56.07,56.27,54.85
56.36,57.21,57.35,56.18
57.21,57.01,57.25,56.64
56.17,55.67,56.17,55.30
55.95,55.98,56.21,55.62
55.80,56.52,56.96,55.76
56.25,57.07,57.18,55.93
57.25,57.06,57.36,57.00
57.50,57.37,57.50,56.72
57.21,55.56,57.37,55.51
55.79,55.86,56.17,55.31
55.07,54.69,55.50,54.64
54.67,53.84,54.84,53.70
53.99,53.48,54.00,53.27
53.26,52.54,53.55,52.42
52.70,52.08,52.70,52.05
51.92,52.01,52.55,51.49
52.08,52.58,52.89,51.77
53.05,53.32,53.92,52.99
52.76,52.84,53.44,52.68
52.80,52.72,53.08,52.36
53.08,52.99,53.54,52.72
52.75,52.98,53.40,52.66
53.29,54.56,54.59,52.98
54.24,53.76,54.46,53.68
53.08,54.03,54.07,52.41
54.01,53.05,54.16,52.89
53.05,53.55,53.94,52.64
53.69,54.44,54.57,53.48
54.64,54.98,55.20,54.26
55.18,54.67,55.25,54.66
54.88,55.54,55.61,54.60
55.57,55.43,55.85,54.86
55.41,56.42,56.69,55.00
56.79,56.76,57.15,56.64
56.05,56.52,56.67,55.82
55.90,55.45,56.32,55.20
55.41,54.73,55.41,54.62
54.87,54.42,55.65,54.36
54.53,53.38,54.90,53.28
53.76,53.82,53.89,53.03
53.43,52.56,53.78,52.17
52.98,53.74,53.79,52.76
53.55,52.55,53.76,52.47
52.77,52.87,53.42,52.48
52.91,53.13,53.40,52.77
52.53,52.47,53.00,52.21
52.47,52.80,53.27,52.10
52.48,51.44,52.64,51.25
51.40,50.99,52.12,50.90
50.53,50.60,51.22,50.20
51.04,50.30,51.38,49.68
49.91,48.96,49.80,48.51
48.95,49.94,50.19,48.40
51.57,51.04,54.10,51.00
51.53,49.48,51.53,48.32
48.29,46.03,48.99,45.97
47.02,49.36,49.43,45.72
48.02,47.36,49.22,47.29
47.76,49.65,50.22,47.37
50.00,50.52,50.81,49.09
50.84,51.52,51.58,50.28
50.84,50.94,51.24,50.17
51.08,49.92,51.55,49.50
48.44,47.26,48.50,46.89
46.69,45.98,47.76,45.83
47.46,46.19,47.50,45.84
46.44,48.17,48.17,45.84
48.05,48.45,48.75,47.46
48.84,47.84,49.97,47.45
47.46,48.89,49.30,47.06
49.61,51.48,51.97,48.89
51.20,52.63,52.91,50.94
53.00,53.98,54.67,52.16
54.09,53.01,54.77,52.79
52.28,51.21,52.45,50.91
49.71,51.33,51.45,48.91
52.05,53.00,53.03,51.84
52.55,51.81,53.32,51.78
51.30,50.49,51.79,50.04
49.68,51.21,51.23,49.58
51.41,51.48,51.82,50.74
51.96,53.07,53.90,51.50
53.54,53.97,54.02,52.65
53.98,54.05,54.49,53.43
52.94,53.73,54.14,52.30
53.86,52.46,54.49,52.40
52.48,51.05,53.63,50.96
50.00,49.31,50.52,48.75
49.08,49.82,50.03,48.64
50.12,50.83,50.88,48.94
51.95,52.19,52.75,51.19
52.09,50.55,53.16,50.46
51.39,50.95,51.68,49.63
50.11,49.04,50.58,48.96
48.92,46.52,49.12,46.14
46.04,47.60,47.61,45.96
47.77,48.65,49.05,47.29
48.44,48.63,48.81,47.80
48.80,47.98,48.98,47.84
48.78,49.14,49.19,48.25
48.88,49.78,49.93,48.42
50.04,50.52,51.23,49.83
50.25,50.87,50.96,50.07
51.49,51.90,52.03,51.23
51.48,50.56,51.82,50.40
50.75,51.57,51.85,50.04
51.45,50.51,51.84,50.39
50.44,50.65,50.88,49.36
51.20,50.96,51.37,50.35
51.15,51.75,51.85,50.81
51.47,51.33,51.84,50.92
51.91,51.65,51.91,50.13
53.26,55.06,55.18,53.05
54.80,54.93,55.11,54.41
54.14,54.36,55.09,53.47
52.51,52.94,53.99,52.44
53.73,54.31,54.80,53.15
55.04,57.97,58.47,53.46
57.26,57.94,58.25,56.66
57.80,59.88,59.97,57.58
59.99,59.60,60.83,58.74
58.38,56.93,58.60,56.80
57.63,57.70,57.92,56.71
58.30,58.82,59.28,58.13
58.43,58.67,59.33,58.35
58.36,59.15,59.72,58.18
58.48,58.94,60.16,57.73
58.63,58.25,58.85,57.66
58.57,58.71,58.86,57.58
57.89,58.61,58.68,57.22
58.59,57.85,58.70,57.38
57.39,56.85,57.99,56.41
56.50,56.93,57.43,56.10
58.62,58.36,59.38,57.77
58.44,58.89,59.16,58.11
60.39,61.97,61.99,60.38
61.64,61.46,62.30,61.17
61.99,60.33,62.05,60.24
61.14,61.41,62.06,60.98
61.57,61.48,61.75,61.14
61.05,61.29,61.54,59.74
60.70,60.21,61.24,60.05
60.36,61.98,62.08,60.12
61.29,60.51,61.39,60.06
60.66,59.40,61.01,59.18
59.13,58.13,59.13,57.48
58.89,58.90,59.05,57.94
59.09,59.51,60.94,59.06
59.92,58.01,60.10,57.87
58.74,59.53,59.94,58.66
59.50,57.39,59.50,56.55
57.63,57.34,58.01,57.07
57.44,57.95,58.01,56.95
57.95,57.85,59.04,57.44
57.91,56.61,57.91,56.47
57.08,57.24,57.37,56.61
56.97,57.28,57.56,56.87
58.06,57.39,58.60,57.01
57.15,56.40,57.22,56.34
56.21,57.30,57.55,55.21
57.25,56.94,57.57,56.72
56.88,56.68,57.87,55.89
57.14,56.73,57.23,56.58
56.63,56.83,57.03,56.30
56.88,57.44,57.56,56.70
57.26,57.35,57.88,56.70
57.08,57.23,57.87,56.97
57.30,58.88,58.91,56.60
59.04,60.56,60.91,59.04
60.57,60.81,61.29,60.39
60.65,60.57,61.40,60.26
60.39,61.34,61.67,60.39
61.22,61.26,61.38,60.48
61.52,61.51,62.45,61.07
61.37,61.46,61.88,61.15
60.89,60.46,61.17,60.19
59.77,60.49,61.00,59.61
60.93,63.00,63.03,60.08
63.17,62.88,63.73,62.63
63.46,63.75,64.10,63.13
63.53,63.48,63.95,63.23
63.26,63.76,64.48,62.59
63.75,63.61,64.46,62.64
63.96,64.27,64.62,63.27
63.69,63.65,64.39,63.00
64.32,64.20,64.52,63.67
64.01,64.31,64.67,63.76
64.64,64.05,64.67,63.68
64.00,65.10,65.26,63.93
65.26,64.89,65.36,64.58
64.93,64.99,65.16,64.35
64.72,66.01,66.21,64.51
64.00,63.08,64.64,62.68
63.16,63.83,64.38,62.18
63.41,63.67,64.37,62.74
63.65,63.98,64.65,63.26
64.38,63.18,64.62,63.18
63.38,63.62,64.04,63.28
63.69,63.57,64.14,63.14
63.57,63.28,63.68,62.93
62.70,61.62,63.13,61.40
61.87,62.34,62.59,61.64
62.71,62.67,63.68,62.25
62.80,63.42,63.53,62.80
63.23,63.21,63.67,62.96
63.61,64.77,64.77,63.22
64.82,64.70,64.95,64.07
64.90,65.52,65.73,64.45
65.41,65.55,66.00,65.38
65.20,65.41,65.87,64.42
64.91,64.66,65.38,64.35
64.67,65.14,65.54,64.43
64.75,64.83,65.01,63.80
64.97,64.83,64.97,64.08
65.26,66.03,66.25,65.08
65.91,66.13,66.56,65.44
66.01,65.30,66.24,64.77
64.92,65.21,65.41,64.57
64.49,65.02,65.75,63.52
64.95,65.75,66.49,64.01
65.83,66.26,66.69,65.32
65.75,64.41,65.84,64.19
63.41,64.28,64.39,62.88
63.43,63.57,63.85,62.81
63.65,62.24,63.90,62.24
62.81,62.89,63.08,62.02
63.00,63.54,63.88,62.10
63.61,64.26,65.15,63.39
64.50,64.15,64.93,63.61
64.71,65.08,65.58,64.57
64.88,66.08,66.41,64.58
65.99,66.10,67.48,65.44
66.31,66.12,67.13,65.94
65.27,65.00,65.27,64.19
64.71,63.97,65.14,63.59
64.69,65.62,66.04,64.35
65.74,67.00,67.16,65.74
67.38,67.33,67.70,66.66
67.42,67.07,67.49,66.57
66.80,67.95,68.85,66.76
67.69,68.54,69.34,67.12
64.38,62.22,66.40,61.14
62.15,62.41,62.82,60.79
62.67,61.91,62.77,61.73
61.18,61.16,61.36,60.10
60.53,61.51,61.86,60.18
61.83,60.93,62.02,60.48
60.55,61.79,62.56,60.38
61.07,62.50,62.84,60.72
62.83,61.68,63.26,61.41
62.09,62.32,63.76,61.80
62.53,61.11,62.53,61.10
61.34,59.80,61.42,59.57
60.00,61.00,61.24,59.28
61.21,61.75,62.57,60.93
61.07,62.12,62.18,60.40
62.50,61.69,62.50,60.98
61.86,62.09,62.44,61.43
63.06,63.06,63.14,61.31
62.45,61.65,62.50,60.95
62.12,61.88,62.45,60.78
60.58,59.93,60.76,59.71
60.15,61.80,61.88,59.46
61.78,62.94,63.06,61.50
63.79,65.10,65.26,63.66
65.56,64.45,65.97,64.31
64.39,64.59,64.88,63.81
65.08,63.03,65.26,62.96
63.20,63.58,63.75,62.90
63.41,62.95,63.92,62.60
62.81,62.53,63.50,61.95
62.84,64.19,64.61,62.84
63.91,65.51,65.52,63.15
65.96,66.09,66.91,65.81
65.81,65.39,66.02,64.93
65.35,63.06,65.54,62.87
63.49,63.61,63.86,62.95
63.00,62.17,63.00,62.04
62.14,62.47,62.98,62.03
62.47,62.62,63.26,62.38
62.04,60.97,62.19,60.07
61.88,63.11,63.53,61.88
63.10,63.17,63.78,62.87
63.06,64.22,64.31,62.95
63.92,64.47,64.68,63.50
63.20,60.32,63.21,60.17
60.03,58.22,60.27,58.09
58.46,57.32,58.88,57.30
57.25,56.22,57.52,55.69
56.22,56.62,57.05,55.85
56.90,57.24,57.50,56.50
57.19,56.51,57.19,56.31
56.70,56.19,56.87,55.45
56.23,56.78,57.15,56.01
57.17,58.15,58.29,56.99
57.79,57.42,57.80,57.39
56.32,57.25,57.46,55.48
57.06,57.30,57.49,56.46
57.34,57.72,58.33,57.16
58.59,59.27,59.51,58.58
59.60,60.35,60.50,59.37
60.27,60.56,61.01,60.26
60.47,59.96,60.99,59.86
60.18,59.92,60.64,59.77
65.00,66.56,67.42,60.01
67.66,67.71,69.07,67.12
67.86,67.54,68.43,67.35
67.76,67.22,68.74,67.16
66.90,66.43,67.24,66.39
66.43,66.88,67.36,66.41
66.64,66.80,67.30,66.34
66.58,66.08,67.12,65.75
66.27,65.72,66.60,65.50
65.80,65.70,65.96,65.45
66.29,66.36,66.49,65.75
66.27,66.16,67.03,65.94
65.96,65.88,66.36,65.28
65.69,67.21,67.31,65.69
67.04,67.51,67.66,66.54
67.29,68.04,68.34,67.08
67.10,67.51,67.85,66.41
67.64,67.95,68.27,66.68
68.03,69.49,69.66,67.83
69.19,69.71,69.94,69.16
69.39,69.46,69.83,69.30
69.91,69.70,70.22,68.90
69.67,70.77,71.00,69.18
70.60,71.01,71.14,70.27
71.15,72.46,72.70,71.15
72.11,71.89,72.58,71.59
71.88,72.57,72.84,71.26
72.34,71.94,72.60,71.74
72.19,72.37,72.62,71.88
72.55,72.39,72.75,71.79
71.89,73.03,73.10,71.27
72.99,73.37,73.60,72.73
73.42,73.29,73.56,73.01
73.22,73.38,73.64,73.20
73.11,73.84,73.92,72.90
74.30,73.35,74.37,73.34
73.22,73.38,73.76,73.00
73.81,72.34,73.81,72.17
72.51,71.86,72.61,71.36
71.99,72.88,73.12,71.53
72.75,73.40,73.61,72.18
73.40,72.10,73.51,71.11
72.20,72.10,72.81,71.31
72.41,72.03,72.51,71.72
72.34,72.34,72.36,71.43
72.50,71.94,73.30,71.53
71.50,71.03,72.32,70.75
70.99,69.62,70.99,69.30
69.64,69.18,69.74,68.79
69.83,69.13,70.21,68.67
69.30,69.55,69.78,68.79
69.74,70.31,70.36,69.10
70.65,71.33,71.71,70.43
71.10,71.48,71.80,70.74
71.60,70.75,71.72,70.71
70.38,68.85,70.70,68.68
68.70,68.40,69.09,68.18
68.57,69.07,69.18,67.17
69.29,69.36,69.79,68.63
69.62,69.04,69.77,68.57
69.20,68.99,69.43,68.45
69.20,70.25,70.89,68.72
68.75,67.49,69.32,63.22
67.37,67.73,68.56,66.64
67.56,68.62,68.70,66.79
68.92,69.80,70.05,68.58
69.32,68.22,70.06,68.21
68.08,67.48,68.58,67.45
67.25,67.56,68.43,67.20
67.65,67.62,68.00,67.23
67.20,68.19,68.54,67.11
68.11,67.44,68.47,67.34
67.29,67.25,67.38,66.43
67.25,67.29,67.90,66.93
67.94,67.79,68.44,66.96
67.61,67.29,67.88,67.08
67.21,66.95,67.73,66.70
67.24,67.22,67.88,67.00
67.02,66.89,67.20,66.71
66.77,65.82,66.88,65.62
65.75,65.71,65.85,64.71
65.99,66.26,66.52,65.53
66.08,66.33,66.44,65.80
66.54,65.91,66.80,65.56
66.13,65.98,66.43,65.17
66.16,66.02,66.60,65.38
66.20,66.26,66.66,65.95
66.39,66.29,66.45,65.54
66.29,66.40,66.43,66.06
66.41,67.96,68.31,66.41
68.13,67.94,68.60,67.79
67.97,66.71,68.01,66.64
66.51,67.12,67.51,66.17
67.15,67.99,68.02,66.31
67.91,69.27,69.49,67.91
69.10,68.58,69.25,68.58
68.63,68.86,69.00,68.22
68.07,68.69,69.23,67.75
68.51,68.94,69.05,67.78
68.89,67.77,69.27,67.77
67.65,67.62,68.30,66.79
67.18,67.00,67.90,66.61
67.03,67.34,67.78,66.89
68.54,70.05,70.05,68.33
69.84,69.77,70.50,69.57
69.79,70.50,70.88,69.47
70.09,70.49,70.60,69.98
70.25,71.08,71.29,70.25
71.12,72.13,72.13,71.12
72.31,72.26,72.71,71.49
72.25,72.83,73.00,72.18
72.59,72.96,73.36,72.26
72.55,73.06,73.37,71.97
72.77,72.64,73.07,72.58
72.98,73.56,74.03,72.98
73.45,73.08,74.00,72.62
72.93,72.71,73.08,72.03
72.49,72.62,73.18,72.49
72.50,72.74,73.24,72.41
73.00,73.52,73.54,72.89
73.41,73.94,74.02,73.41
73.90,74.12,74.14,73.17
74.06,73.73,74.47,73.59
73.31,73.60,74.27,73.12
73.99,74.42,74.54,73.65
73.98,73.99,74.78,73.62
74.15,74.63,74.93,73.97
74.29,74.27,74.94,73.32
74.30,74.59,74.69,73.60
74.72,74.69,74.95,74.23
74.43,74.71,75.00,74.15
74.89,75.74,76.07,74.51
75.96,75.89,75.96,74.98
75.58,75.51,75.88,75.34
75.24,75.62,76.05,75.24
75.80,76.28,76.69,75.35
76.40,76.09,76.99,76.08
76.23,75.69,76.48,75.60
75.90,76.38,76.38,75.31
76.52,75.47,77.17,75.45
75.54,74.53,76.10,74.50
74.14,75.16,76.05,73.62
75.30,75.80,77.11,75.30
76.12,76.68,76.85,75.18
76.65,77.23,77.29,76.24
77.33,78.47,78.79,77.29
78.73,78.82,78.85,78.28
78.54,78.98,79.07,78.30
79.28,79.74,79.78,78.76
79.65,80.09,80.10,79.35
79.88,79.50,79.91,79.18
79.72,79.96,80.10,79.29
80.00,80.56,81.31,79.97
80.68,80.12,80.92,79.52
79.70,80.07,80.75,79.37
80.10,79.21,80.46,78.37
79.80,79.61,79.97,78.80
79.06,79.33,79.54,78.78
79.20,79.43,79.60,78.97
79.66,78.95,79.89,78.39
78.98,79.24,79.64,78.75
79.06,79.89,79.94,78.38
80.00,81.42,81.55,78.69
81.10,79.50,81.34,79.07
79.75,79.38,79.93,78.96
79.60,77.82,79.81,77.51
77.92,77.33,78.18,77.08
76.24,76.48,76.56,75.83
76.38,76.55,76.58,75.69
76.73,76.51,76.77,75.79
76.86,79.30,79.46,76.64
79.14,77.99,79.14,77.90
77.84,78.31,78.45,76.98
77.63,76.49,78.36,76.11
77.09,78.03,78.06,76.44
77.67,76.92,77.67,75.67
77.24,75.07,77.24,75.04
75.02,74.88,75.65,73.75
74.78,75.02,75.33,74.35
75.38,76.73,77.09,75.26
76.79,77.58,77.74,76.70
77.97,78.30,78.88,77.67
78.30,78.01,79.00,77.80
77.85,78.87,79.31,77.46
78.67,80.86,80.90,78.23
80.55,79.95,81.52,79.86
73.00,73.93,76.93,72.50
74.31,74.59,75.59,74.31
74.75,74.37,74.75,74.11
74.65,74.82,75.13,74.33
74.46,75.46,75.46,74.34
75.61,75.10,75.62,74.73
75.33,75.89,76.26,75.12
75.61,75.16,75.90,75.00
75.24,76.36,76.51,75.18
75.98,75.91,77.31,75.86
75.91,76.07,76.78,75.83
76.08,76.44,76.68,75.93
76.15,75.73,76.39,75.63
75.70,75.35,75.95,75.29
75.25,72.58,75.62,72.29
72.33,73.44,73.54,72.18
73.18,73.85,74.67,72.44
74.71,74.87,75.61,74.28
74.57,74.55,74.97,74.18
74.65,75.06,75.26,74.07
74.60,74.50,75.60,74.40
74.32,73.61,74.87,72.98
73.76,72.91,74.27,72.81
73.07,72.50,73.34,72.07
72.61,74.31,74.35,72.35
74.52,74.43,74.98,74.01
74.75,73.87,75.04,73.63
73.44,72.85,73.76,72.50
73.46,72.34,73.48,72.33
72.41,73.96,74.25,72.13
73.74,73.53,74.39,73.51
74.13,75.85,76.33,73.86
76.07,76.51,77.13,75.86
76.74,75.17,76.80,75.12
74.42,72.89,74.94,72.80
