ATHN,athenahealth,NASDAQ
93.40,93.05,94.66,92.08
93.39,94.74,95.23,90.11
95.37,96.20,96.65,94.15
96.84,96.95,98.30,96.07
97.06,96.39,97.87,94.60
96.46,94.37,96.47,92.38
117.15,115.91,121.43,114.26
115.39,114.53,117.55,112.60
114.08,114.37,116.54,113.87
114.36,110.74,114.72,110.19
110.66,107.91,110.88,107.37
108.16,105.37,108.28,104.97
105.87,106.44,106.55,104.78
106.65,107.16,108.46,106.65
107.31,105.59,107.64,105.45
105.69,105.27,107.22,104.94
105.39,105.17,106.68,104.28
105.78,108.55,109.40,104.42
110.36,114.64,114.94,109.81
114.28,113.96,114.98,113.21
115.10,115.86,116.94,113.65
115.41,116.89,117.98,114.36
117.60,118.17,118.83,116.93
118.19,118.90,119.37,117.29
118.58,123.08,123.31,118.22
122.73,121.01,124.05,119.48
