ATHN,athenahealth,NASDAQ
62.65,60.81,63.63,60.57
60.30,61.03,61.41,60.17
62.58,63.35,63.52,61.50
63.30,61.69,63.56,61.15
62.00,62.55,63.36,61.01
62.26,61.18,64.22,60.98
61.01,63.07,63.30,60.06
64.91,58.70,66.99,57.38
58.21,60.05,60.50,57.16
60.12,56.72,60.55,56.50
57.60,55.00,58.18,54.82
56.69,54.42,57.42,52.22
54.26,53.43,55.12,52.53
53.06,52.91,53.72,52.17
50.65,52.89,53.59,50.27
53.51,53.51,54.94,52.79
53.47,56.25,56.56,52.39
56.12,57.90,59.40,55.20
57.51,55.15,57.51,54.35
55.59,56.20,56.43,54.01
54.87,53.10,55.79,52.94
54.04,54.33,55.06,52.88
55.19,55.36,55.66,54.28
54.88,56.24,57.11,54.88
55.78,56.70,56.97,55.01
55.97,55.26,57.04,55.17
55.11,54.26,55.95,53.87
54.32,52.61,54.49,52.33
51.91,53.31,53.88,50.99
53.18,54.00,54.39,52.68
53.46,53.37,54.12,52.18
53.15,53.00,53.64,52.84
54.57,56.20,56.22,54.10
56.30,56.14,56.44,55.28
57.39,59.40,60.10,57.34
59.24,59.89,60.69,59.07
60.53,59.42,61.33,59.22
60.52,60.95,62.15,60.17
60.96,61.00,61.84,59.82
60.54,60.59,61.08,59.25
60.11,58.49,60.41,58.43
58.88,61.27,61.77,58.68
60.40,59.93,60.40,58.63
60.48,59.89,62.58,59.43
59.72,58.03,60.08,57.75
58.71,49.04,58.99,40.79
50.29,49.37,51.44,48.68
49.60,48.02,50.00,46.50
48.67,49.52,49.89,48.49
49.04,49.30,50.00,48.08
49.31,49.10,50.00,48.70
49.31,49.37,49.87,48.63
48.99,49.25,49.27,47.51
48.97,49.43,49.64,48.61
49.16,50.13,50.35,48.68
49.90,49.12,50.34,49.03
50.01,50.09,50.37,48.75
49.64,50.51,50.64,49.25
50.18,52.78,52.99,49.96
52.92,53.04,54.15,52.70
53.05,54.17,54.32,52.70
54.56,54.08,55.09,53.77
54.06,55.10,55.48,53.21
55.50,55.96,56.14,54.86
55.26,54.12,55.86,54.01
54.85,54.13,54.94,54.00
54.26,57.71,57.73,53.54
57.82,57.71,58.47,57.22
57.65,57.01,58.50,56.74
57.15,56.07,57.93,55.10
56.01,56.50,57.94,55.47
56.72,57.30,57.87,55.84
57.25,58.75,58.78,56.31
58.37,58.52,58.75,57.16
58.20,58.89,59.66,57.40
59.05,58.18,59.44,57.65
58.55,59.68,59.73,57.59
60.00,59.92,60.00,59.43
60.18,62.09,62.15,60.18
62.02,62.32,63.37,61.44
62.42,62.45,62.91,61.65
62.82,65.80,66.92,62.64
65.80,64.82,65.90,64.15
63.94,63.79,64.46,63.05
64.53,65.49,66.04,63.90
63.92,64.09,64.89,63.31
64.63,64.01,64.92,63.45
59.45,66.03,66.46,58.38
66.36,65.44,66.68,65.03
65.87,66.38,67.50,65.39
66.20,67.77,67.79,66.00
67.78,69.20,69.68,67.67
69.00,70.00,70.10,68.74
69.75,71.10,71.53,69.02
69.80,71.68,71.96,69.80
71.55,70.67,72.30,69.64
71.05,70.86,71.43,69.20
71.10,70.82,71.41,70.53
70.96,71.79,72.02,70.53
70.81,70.64,71.29,70.51
70.77,72.25,72.52,70.30
72.75,74.90,75.41,72.40
74.83,76.00,77.20,74.74
75.80,75.86,76.31,75.53
76.29,77.83,78.04,75.61
77.85,75.65,78.08,74.39
74.44,75.48,76.65,74.01
75.91,75.01,75.97,74.84
75.19,74.69,75.82,74.24
74.46,74.48,74.92,73.59
74.87,74.53,75.47,73.17
74.01,75.12,75.30,73.62
75.01,75.70,75.90,74.57
76.97,76.77,78.24,74.92
76.50,74.72,76.61,74.63
74.98,74.71,75.11,74.00
74.21,73.72,74.63,73.60
74.50,74.12,75.07,73.76
74.04,76.15,76.18,73.20
76.24,75.49,76.81,75.05
74.23,72.69,74.63,72.02
72.37,71.99,72.70,70.06
70.84,71.14,71.72,70.02
70.69,70.36,71.70,70.28
71.14,71.19,71.92,70.40
71.46,71.61,71.91,71.39
71.39,71.28,71.70,71.10
71.40,70.03,71.55,69.62
70.60,71.51,72.50,70.60
71.38,74.97,75.30,71.17
74.85,74.85,75.29,74.11
76.70,75.59,76.70,74.99
74.43,72.10,74.43,71.83
71.97,70.81,72.12,70.39
71.76,73.71,73.80,71.47
73.79,74.03,74.79,73.24
73.60,73.49,76.24,70.24
73.07,72.45,73.96,72.01
72.76,72.65,75.45,72.02
72.47,74.14,74.41,72.00
74.73,74.11,75.54,72.83
73.50,72.48,74.60,71.92
72.03,73.90,74.12,72.03
73.15,72.07,73.91,69.34
71.18,71.08,71.79,70.05
71.17,71.81,72.15,69.67
71.09,73.41,74.70,71.09
72.65,72.89,74.46,72.58
72.95,75.60,75.66,72.38
75.72,73.52,77.18,73.29
73.28,72.00,73.79,71.83
71.80,72.02,72.96,71.73
72.36,74.95,75.18,71.63
75.01,76.36,77.00,74.21
76.35,76.99,77.29,74.68
77.28,77.84,79.41,76.95
77.59,76.34,78.15,75.83
77.12,75.91,77.28,74.86
75.79,75.24,76.37,75.15
74.97,72.69,75.19,71.91
71.35,71.47,71.93,71.05
71.49,72.80,73.17,71.48
72.35,73.52,73.98,71.80
73.72,75.10,75.26,73.40
75.91,76.02,76.68,75.50
75.98,78.05,78.51,75.71
78.49,76.26,78.55,76.23
75.95,80.00,80.13,75.95
79.71,79.40,82.32,79.28
79.60,81.78,81.97,79.02
81.68,84.13,84.59,80.72
83.81,85.94,86.69,82.82
86.40,85.44,87.16,85.39
83.50,80.15,84.35,80.00
80.46,78.34,80.78,78.08
79.24,79.06,79.34,77.78
77.93,78.38,79.10,77.50
78.26,79.89,80.35,77.19
79.95,77.49,80.24,77.06
77.25,76.84,78.14,76.19
77.73,79.17,79.20,76.98
79.27,81.63,81.66,78.67
81.51,82.61,82.61,81.09
82.08,83.12,83.93,82.08
82.50,82.76,83.59,82.44
82.50,82.91,84.58,82.50
82.92,81.80,84.30,81.71
82.17,80.60,82.62,80.17
80.33,82.54,82.93,79.94
82.58,81.84,83.44,81.43
82.79,80.38,82.79,79.53
80.60,79.16,81.85,78.88
81.00,88.38,89.83,81.00
90.20,87.18,91.64,86.73
87.10,92.97,97.25,84.88
92.62,92.63,93.16,91.01
91.79,91.08,92.63,90.50
91.36,92.22,92.73,90.81
92.94,91.40,94.61,89.84
91.28,93.57,94.24,90.75
93.36,92.55,93.54,90.98
92.00,91.50,93.41,90.93
92.36,91.15,92.43,90.65
91.30,92.05,92.98,90.89
92.73,95.01,95.79,92.73
94.93,96.64,97.37,94.57
97.00,96.21,97.27,95.83
95.98,96.00,97.02,95.01
94.99,92.86,95.61,91.70
92.35,92.35,93.47,91.12
92.09,92.65,93.19,91.02
92.67,91.52,93.16,89.72
91.69,91.70,92.28,90.00
91.48,89.95,92.23,89.68
89.78,92.42,92.80,89.67
91.72,88.23,91.84,87.63
87.92,87.91,89.88,87.40
87.65,88.54,88.91,87.01
88.56,87.01,88.57,86.39
86.58,87.91,89.01,86.49
87.84,87.15,88.68,86.50
87.29,88.59,89.74,87.17
88.92,89.13,89.67,88.10
88.29,87.70,88.33,87.00
88.53,88.37,89.15,87.27
88.74,90.33,90.57,87.08
89.27,90.53,90.91,88.76
90.75,92.98,93.50,90.38
93.63,91.45,93.63,91.33
90.75,92.00,92.22,90.71
91.86,90.92,92.64,90.50
91.33,91.27,91.88,90.79
91.71,92.50,94.46,90.99
92.50,90.47,93.28,89.99
90.16,89.86,90.87,89.00
89.41,88.10,90.30,87.77
88.25,89.43,89.76,87.47
89.00,89.63,90.18,88.50
89.65,91.93,92.21,89.65
91.02,89.38,91.26,88.50
90.00,88.51,90.65,85.01
88.53,88.30,88.81,87.16
88.98,90.93,91.05,87.91
90.72,91.77,94.46,90.69
91.57,89.75,92.56,88.89
89.76,88.65,89.97,87.90
88.72,88.27,89.36,87.79
88.56,87.49,89.00,87.07
87.59,85.80,88.11,85.60
85.15,85.34,85.72,84.36
85.59,84.17,86.31,83.95
83.88,82.92,84.73,82.62
83.35,82.14,84.32,81.92
82.23,82.07,83.16,81.46
82.23,81.82,83.26,81.68
82.20,81.22,82.64,80.44
81.30,82.39,83.94,80.90
82.07,80.07,82.96,79.93
71.30,73.31,73.98,70.00
73.33,70.08,73.33,69.48
69.13,69.55,70.73,69.11
69.89,66.83,70.58,66.14
64.32,63.30,65.68,58.91
63.45,63.70,64.38,61.11
62.96,64.29,64.65,61.70
64.16,65.34,65.65,64.01
65.45,62.42,65.70,62.35
62.60,62.55,63.10,62.18
62.91,61.58,62.91,61.48
61.33,60.25,61.52,59.73
60.33,59.97,61.53,59.60
59.86,60.21,61.15,59.33
60.24,59.44,61.20,59.00
59.02,58.27,59.94,58.15
58.58,58.83,60.04,57.98
57.77,57.82,58.44,56.33
57.76,60.72,61.02,57.42
62.60,64.05,65.15,62.57
63.80,63.65,64.98,63.50
63.65,64.48,65.00,63.28
64.77,64.79,65.01,64.19
64.52,63.51,64.77,63.03
63.68,64.01,64.47,63.51
63.92,63.25,64.01,63.01
63.85,63.50,64.09,62.79
63.75,63.69,64.32,62.77
64.40,65.14,65.49,64.16
65.00,65.00,65.59,64.52
65.20,65.71,66.57,64.91
64.56,72.17,72.84,64.53
73.26,73.88,74.12,71.90
74.19,75.88,76.01,73.89
75.95,75.37,76.97,74.81
75.99,74.85,76.38,74.54
74.71,74.45,76.04,74.12
74.32,74.28,75.56,74.08
74.48,75.68,75.68,73.58
75.59,76.50,77.53,75.26
76.55,76.25,76.73,74.64
76.17,77.01,77.18,76.02
76.33,76.14,76.77,75.29
76.34,76.26,76.92,75.27
75.96,75.08,76.20,74.88
75.38,73.91,75.38,72.76
73.80,72.52,74.61,72.50
72.50,73.29,74.10,71.50
75.33,75.44,76.36,74.46
75.33,74.84,75.33,74.45
75.29,76.35,76.50,74.79
76.70,77.99,79.94,76.46
77.99,77.64,79.00,77.34
77.87,82.59,84.57,77.68
82.64,83.51,84.22,81.72
84.35,83.35,84.35,83.05
83.34,84.59,84.62,82.83
83.88,84.27,84.91,83.10
84.00,82.97,84.61,82.69
83.20,86.19,86.30,82.60
85.88,88.25,88.31,84.50
87.98,88.12,88.31,86.83
88.05,88.54,89.63,87.73
87.82,89.34,89.83,87.00
89.67,89.07,90.34,88.46
89.48,88.29,90.84,88.11
88.29,88.40,88.80,87.38
88.48,87.42,88.86,86.92
86.89,86.47,87.91,86.36
87.10,87.12,87.75,86.55
86.66,86.23,87.69,85.72
86.93,87.36,88.57,86.42
87.31,88.98,88.99,87.01
88.67,88.37,88.68,87.68
88.95,91.02,92.44,87.46
91.15,88.66,91.59,88.20
88.30,89.36,90.00,88.30
89.02,89.32,89.98,88.38
89.03,89.59,90.49,88.82
90.14,89.88,90.46,88.94
89.85,90.81,92.02,89.12
91.15,88.87,91.89,88.79
88.36,88.15,88.87,87.25
88.89,89.64,90.15,88.36
89.95,88.78,90.97,88.40
89.02,92.26,92.66,88.79
92.25,93.89,96.13,91.96
93.32,93.79,95.41,93.04
93.33,96.09,96.78,92.56
95.53,95.64,96.89,93.80
96.34,97.54,98.19,95.76
97.30,96.65,98.24,96.21
95.99,96.32,96.93,95.20
96.98,97.13,97.32,95.71
96.88,97.23,98.02,96.75
96.75,97.22,97.53,95.75
97.00,97.19,97.56,95.97
97.26,96.55,97.54,95.84
96.87,97.82,99.79,96.65
96.51,95.00,97.79,94.84
95.51,94.06,95.95,93.40
94.42,94.41,94.67,93.52
93.82,93.94,94.35,93.33
94.40,94.78,95.21,94.13
95.29,94.44,95.33,94.05
94.83,96.04,96.06,94.64
95.62,97.01,97.79,95.11
97.13,97.04,97.67,96.41
97.39,95.31,97.52,94.78
95.77,96.07,97.01,95.64
96.11,94.66,96.53,93.84
94.56,95.08,95.75,93.29
93.44,94.70,94.82,93.14
94.97,95.50,96.03,94.00
95.52,94.71,96.26,94.04
94.98,96.45,97.42,94.63
96.42,96.17,97.50,95.68
95.68,94.66,95.96,94.01
93.66,92.08,94.45,91.87
92.53,95.42,95.73,91.80
94.72,95.21,96.01,93.07
95.22,93.87,95.99,93.35
93.74,92.89,94.85,92.53
93.44,92.56,94.57,90.89
93.11,91.48,94.12,89.83
91.84,92.60,93.47,91.46
92.92,93.08,93.67,92.31
91.89,95.03,95.46,91.89
95.18,95.14,95.97,94.65
94.75,96.26,96.31,94.47
95.66,96.01,96.91,95.17
96.31,95.15,98.42,95.07
94.80,86.82,95.90,86.10
86.55,84.88,86.75,83.17
84.68,84.72,85.58,83.38
84.67,85.76,86.23,84.14
85.53,84.85,85.67,84.66
85.06,83.75,85.06,82.88
83.84,84.31,85.57,83.12
84.17,85.26,86.30,84.17
85.22,85.04,86.26,84.57
85.02,84.90,86.27,84.07
85.15,86.73,87.07,84.94
86.33,85.49,86.96,85.10
85.69,86.37,86.99,85.31
86.23,85.21,87.95,84.89
84.59,85.24,86.35,83.76
84.88,85.82,86.39,83.79
86.20,83.18,86.84,82.16
83.73,85.09,85.35,82.63
85.19,84.55,85.69,84.17
83.98,84.55,85.34,83.98
84.08,84.96,85.86,83.89
84.86,84.47,85.71,83.57
84.11,82.93,85.20,82.01
83.00,84.77,84.79,82.58
85.66,85.60,85.88,84.42
85.73,88.49,88.67,85.42
87.82,87.92,89.19,86.92
87.96,86.69,88.20,86.35
86.56,89.24,89.33,86.29
89.19,88.54,89.19,88.19
89.26,90.29,90.90,88.22
90.32,90.97,92.48,90.05
90.69,90.50,91.64,90.43
89.35,88.12,90.18,87.83
