SPB,Spectrum Brands Holdings,NASDAQ
30.68,31.06,31.17,30.68
31.03,31.51,31.93,31.03
31.90,31.86,32.00,31.50
31.77,31.95,32.04,31.71
32.04,33.43,33.43,31.75
33.50,34.75,34.76,33.50
34.51,35.36,35.43,34.47
35.32,35.46,36.15,35.04
35.62,36.00,36.13,35.14
36.13,35.24,36.61,35.20
35.19,34.09,35.19,33.84
34.09,34.03,34.50,33.35
33.84,33.64,33.98,33.47
33.56,32.50,33.56,31.33
32.40,32.78,33.68,32.40
32.69,32.59,32.87,32.40
32.39,32.48,32.60,32.11
32.37,32.12,32.37,31.31
31.92,32.25,32.25,31.18
32.22,32.55,32.79,32.11
32.60,32.20,32.66,31.61
32.21,31.50,32.21,31.07
31.32,31.76,32.00,31.17
31.53,31.14,31.75,31.04
31.01,31.17,31.41,31.01
30.98,31.56,31.59,30.98
31.55,31.71,31.99,31.42
29.56,29.40,29.65,29.24
29.45,28.88,29.50,28.65
28.75,27.86,28.75,27.65
27.85,27.22,28.29,27.05
27.52,27.32,27.54,27.12
27.75,28.28,28.55,27.75
28.48,28.70,28.73,28.32
28.74,27.75,28.74,27.75
27.84,27.90,28.10,27.20
28.18,27.82,28.19,27.37
28.12,27.78,28.12,27.42
27.88,27.26,27.97,26.10
27.24,27.91,27.97,27.07
27.68,27.71,27.92,27.57
27.62,27.13,27.62,26.90
27.06,27.82,28.10,26.50
27.58,27.49,27.63,27.16
26.82,27.33,27.59,26.82
27.21,26.52,27.43,26.51
26.66,26.23,26.78,26.20
26.38,26.56,26.58,25.96
26.74,26.40,26.78,26.14
26.34,26.03,26.41,25.91
25.91,26.30,26.49,25.51
26.43,26.29,26.45,26.10
26.40,26.56,26.64,26.03
26.69,26.21,26.69,26.20
26.20,27.13,27.23,26.20
27.13,27.69,27.96,26.99
27.58,27.76,28.09,27.58
27.94,27.84,28.16,27.76
27.83,27.79,28.04,27.51
27.62,27.81,28.19,27.54
28.02,27.96,28.50,27.57
27.84,28.00,28.29,27.63
28.18,28.01,28.18,27.74
28.03,28.12,28.17,27.93
28.00,28.06,28.43,27.96
28.15,28.24,28.26,27.94
28.01,28.91,29.10,28.01
28.86,29.43,29.49,28.70
29.06,29.46,29.61,28.84
29.57,29.81,29.82,29.31
30.00,30.02,30.40,29.63
30.08,30.27,30.37,29.69
30.13,30.36,30.40,29.86
30.30,31.27,31.32,30.22
31.30,31.35,31.42,30.98
31.19,31.86,32.04,31.15
31.98,32.50,32.56,31.86
32.58,33.20,33.56,32.58
33.10,33.13,33.24,32.66
33.12,33.33,33.74,32.79
33.17,33.45,34.19,32.85
33.71,33.82,34.11,33.15
33.75,33.29,33.75,33.17
33.49,34.19,34.20,33.07
34.50,34.95,35.75,34.30
34.85,34.55,35.05,34.35
34.47,34.19,34.67,34.18
34.03,33.64,34.06,33.58
33.55,34.61,35.12,33.55
34.69,34.84,35.08,34.39
35.17,34.90,35.31,34.64
34.72,34.66,35.18,34.63
34.17,34.83,35.23,33.96
34.88,34.15,34.88,33.94
34.16,34.92,35.03,33.84
34.65,35.01,35.22,33.89
35.14,35.34,35.70,35.12
35.66,35.97,36.38,35.05
35.86,34.70,35.87,34.40
34.69,34.45,34.74,34.03
33.98,33.69,34.10,33.49
33.73,33.86,34.26,33.20
34.00,33.70,34.00,33.68
33.69,33.18,33.70,33.11
33.29,32.91,33.29,32.84
32.76,32.34,32.94,32.15
32.43,32.48,32.74,31.72
32.75,32.79,33.39,32.60
32.46,31.94,32.89,31.64
31.91,32.25,32.41,31.83
32.43,32.01,33.05,31.87
31.85,32.97,33.56,31.85
33.10,32.91,33.19,32.61
32.72,32.53,33.21,32.47
32.22,32.53,32.76,31.77
32.57,32.57,32.76,32.25
32.51,32.98,33.19,32.36
32.32,32.26,32.34,30.02
32.12,32.22,32.58,32.10
32.26,32.00,32.49,31.72
31.77,32.06,32.30,31.25
32.01,31.63,32.20,31.34
31.81,31.87,31.94,31.45
32.06,32.14,32.25,31.84
31.80,31.63,32.25,31.48
31.33,31.02,31.33,30.63
29.78,28.44,29.78,27.88
28.52,29.08,29.18,27.99
29.19,28.57,29.44,28.20
27.92,28.07,28.29,27.67
27.81,27.56,28.05,27.00
27.75,27.85,28.00,27.57
28.00,27.84,28.13,27.67
27.87,27.82,28.00,27.73
27.92,27.81,28.08,27.75
27.76,28.10,28.37,27.58
28.15,28.81,28.86,28.06
28.75,28.26,28.75,28.13
28.32,27.30,28.39,27.25
27.13,26.70,27.28,26.48
26.95,26.27,27.10,26.01
26.17,25.12,26.18,25.09
25.20,25.72,25.76,24.92
25.46,24.00,25.46,23.53
24.21,23.82,24.44,22.68
23.18,21.50,23.39,21.28
21.90,21.30,22.02,20.11
20.93,20.70,21.45,20.46
21.25,22.96,23.38,21.25
23.36,24.38,24.42,23.01
24.80,25.13,25.54,24.80
25.70,26.15,26.59,25.28
26.22,26.22,26.44,26.06
26.35,25.17,26.35,25.04
24.85,24.51,25.65,24.44
25.27,23.98,25.28,23.80
24.03,24.71,25.22,23.76
24.60,25.35,25.52,24.45
25.49,25.06,25.57,24.69
24.85,25.77,26.33,24.85
25.91,26.57,26.60,25.75
26.33,26.86,26.96,26.02
26.92,26.78,27.07,26.37
26.70,26.11,27.09,26.03
25.73,24.95,25.95,24.71
24.47,25.03,25.10,24.06
25.30,25.43,25.56,25.09
25.15,24.97,25.53,24.77
25.48,24.58,25.48,24.22
24.19,24.12,24.51,23.83
24.28,24.10,24.34,23.88
24.32,25.03,25.33,23.68
25.27,25.26,25.54,24.97
25.45,25.52,25.97,25.13
25.00,25.19,25.39,24.37
25.22,24.94,25.76,24.82
24.87,23.94,25.14,23.90
23.29,23.57,23.93,23.00
23.49,24.39,24.87,23.24
24.72,24.36,25.18,24.10
24.81,24.89,25.44,24.67
24.91,23.91,24.96,23.91
24.44,23.89,24.76,23.32
23.51,23.62,24.49,23.27
23.41,22.17,23.79,22.15
22.03,23.65,23.75,21.95
23.83,24.60,24.70,23.66
24.47,25.81,25.83,24.47
25.91,24.07,25.91,23.97
24.55,24.49,24.55,23.92
24.25,24.94,25.03,24.04
25.17,25.47,25.66,24.92
25.24,25.35,25.58,25.02
25.65,25.65,25.72,24.72
25.36,24.73,25.55,24.65
25.16,25.22,25.64,24.90
25.17,25.08,25.24,24.93
25.25,24.70,25.37,24.52
25.16,24.55,25.16,23.94
24.57,24.80,24.84,24.30
24.58,25.41,25.58,24.56
25.85,25.71,25.94,25.22
26.25,26.29,26.58,25.76
27.11,26.53,27.35,26.41
26.10,25.38,26.10,25.36
24.38,24.85,25.20,24.03
25.22,25.08,25.22,24.64
25.32,25.85,25.98,24.87
25.51,26.07,26.23,25.44
26.04,26.06,26.17,25.44
26.29,26.71,26.83,25.88
26.01,25.45,26.26,25.36
25.82,25.62,25.99,25.23
25.90,26.55,26.72,25.84
26.36,25.99,26.55,25.89
25.84,25.38,25.88,25.23
24.69,23.82,25.33,23.04
23.73,24.09,24.22,23.49
24.10,24.59,24.89,23.66
24.11,24.84,25.10,24.06
24.81,24.79,25.09,24.50
24.52,24.71,24.82,24.24
24.64,26.02,26.75,24.64
26.78,26.88,27.25,26.50
26.95,27.21,27.45,26.95
27.88,28.02,28.31,27.70
26.97,27.17,27.68,26.91
27.51,27.01,27.51,26.54
27.37,27.35,27.45,26.88
27.30,27.26,27.66,27.04
27.07,27.21,27.40,26.79
27.04,26.78,27.20,26.58
26.66,26.53,26.81,26.51
26.25,26.42,26.64,25.78
26.69,25.90,26.84,25.76
25.69,25.44,26.24,25.41
25.76,26.04,26.23,25.52
26.10,26.18,26.77,26.10
26.31,25.62,26.42,25.58
26.07,26.86,26.96,26.07
26.81,26.93,27.11,26.61
27.09,27.16,27.57,26.93
27.21,27.14,27.57,26.69
27.12,26.83,27.27,26.76
26.99,26.99,27.74,26.99
27.14,27.37,27.50,26.86
27.25,27.40,27.86,27.25
28.06,28.16,28.37,27.47
27.94,28.15,28.31,27.94
27.96,28.28,28.65,27.93
28.45,27.91,28.46,27.90
28.08,28.22,28.39,27.76
28.51,29.15,29.23,28.40
28.93,29.01,29.27,28.83
29.03,29.12,29.33,28.87
28.77,28.89,29.15,28.73
29.32,29.53,29.70,29.32
29.49,29.40,29.62,29.35
29.39,29.39,29.56,29.05
29.43,29.49,29.60,29.22
29.55,29.33,29.55,29.21
29.10,29.11,29.46,28.90
29.21,29.40,29.49,28.66
29.59,29.19,29.59,29.06
29.01,29.10,29.24,29.01
29.01,28.98,29.25,28.97
29.19,28.95,29.31,28.90
29.03,28.88,29.29,28.83
29.06,29.41,29.59,29.01
29.90,30.35,30.60,28.96
30.09,29.43,30.09,29.39
29.49,29.65,29.97,29.35
29.72,29.72,29.78,29.39
29.85,28.91,29.95,28.89
28.77,28.91,29.03,28.31
29.15,29.19,29.34,28.91
29.01,29.17,29.26,28.97
29.25,29.16,29.28,28.98
29.23,29.35,29.47,29.16
29.35,29.37,29.41,29.22
29.34,29.30,29.56,28.92
29.45,29.40,29.62,29.21
29.42,29.41,29.49,29.16
29.45,29.19,29.45,29.18
29.00,28.98,29.09,28.54
29.03,28.71,29.12,28.68
28.81,28.42,29.02,28.38
28.52,28.79,28.89,28.47
28.82,28.58,28.82,28.22
28.50,28.83,28.92,28.23
28.51,28.90,28.92,28.51
28.97,29.15,29.48,28.81
29.29,29.37,29.56,29.04
29.37,29.37,29.57,29.19
29.47,29.33,29.80,29.12
29.50,29.75,29.91,29.33
29.70,30.65,30.75,29.70
30.58,30.81,30.97,30.19
31.10,30.96,31.16,30.84
30.98,31.45,31.55,30.76
31.23,31.71,31.83,31.23
31.81,32.13,32.29,31.75
31.87,32.20,32.46,31.86
32.14,33.23,33.23,32.09
33.41,33.95,34.06,33.31
33.95,34.23,34.85,33.84
34.31,34.54,34.74,34.05
34.33,34.61,34.75,34.27
34.92,34.96,35.07,34.54
34.90,35.31,35.40,34.79
35.30,34.60,35.39,34.59
34.50,33.95,34.50,33.89
33.92,34.49,34.61,33.67
34.01,33.53,34.30,33.50
33.55,33.00,33.55,32.81
33.38,33.83,33.94,32.86
33.78,33.92,34.01,33.74
33.88,34.19,34.35,33.87
34.43,34.25,34.77,34.13
34.53,34.53,34.73,34.33
34.37,34.16,34.44,34.15
34.25,33.96,34.46,33.84
34.30,34.26,34.54,33.98
33.78,33.84,33.96,33.50
33.88,33.86,34.16,33.57
34.06,34.00,34.60,33.86
33.91,34.40,34.67,33.91
34.41,35.07,35.10,34.41
34.96,34.51,35.24,34.32
34.56,34.26,34.69,34.13
34.26,34.17,34.44,33.76
34.43,34.02,34.95,33.98
33.90,33.63,33.90,33.48
33.64,33.82,33.92,33.31
33.57,33.26,33.58,32.93
32.80,32.16,33.29,31.68
32.57,32.19,32.76,32.00
32.12,32.34,32.45,32.07
32.16,32.22,32.45,32.11
32.34,33.46,33.64,32.34
33.63,33.52,33.97,33.28
33.68,33.34,33.89,33.16
33.45,33.65,33.78,33.14
33.85,34.29,34.30,33.39
34.30,34.36,34.99,34.14
34.11,34.69,34.81,33.91
34.67,34.81,34.84,34.05
34.95,34.81,35.11,34.62
35.06,35.35,35.57,34.95
35.10,35.10,35.29,35.00
35.06,34.52,35.31,34.47
34.19,32.95,34.30,32.90
33.02,33.12,33.15,32.21
32.95,33.55,33.66,32.89
33.68,34.69,34.75,33.68
35.01,34.39,35.20,34.38
34.33,34.32,34.55,34.11
34.52,34.74,35.08,34.16
34.78,35.28,35.43,34.38
35.11,35.40,35.55,34.60
35.51,35.52,35.75,35.21
35.52,35.45,35.73,35.15
35.34,35.73,35.77,34.93
35.73,35.28,35.89,35.09
35.12,34.67,35.12,34.44
34.60,33.69,34.74,33.67
33.75,32.86,34.06,32.76
32.50,32.42,32.84,32.06
32.61,32.11,33.08,31.99
32.21,32.40,32.49,32.07
32.39,32.20,32.39,31.85
32.80,32.57,32.80,32.43
32.58,32.85,32.90,32.58
32.84,33.50,33.51,32.73
33.42,33.54,33.62,33.25
33.32,34.85,34.98,33.32
34.77,35.39,35.41,34.68
35.52,35.71,35.84,35.50
35.81,35.24,36.00,35.09
34.98,34.94,35.28,34.71
34.95,35.30,35.46,34.95
35.25,35.25,35.36,35.00
35.33,35.61,35.74,35.10
35.50,35.80,36.11,35.29
35.86,35.51,36.00,35.25
35.24,35.75,35.81,35.24
35.20,35.00,35.25,34.88
35.10,34.98,35.10,34.51
35.18,34.92,35.30,34.81
35.28,35.05,35.62,34.79
35.16,36.46,36.87,35.16
36.60,36.92,37.52,36.55
36.86,36.83,37.12,36.56
36.81,35.77,37.06,35.68
35.52,35.79,35.87,35.01
36.11,35.76,36.48,35.67
35.71,35.24,35.89,35.03
34.59,36.23,36.70,34.59
36.18,35.95,36.36,35.40
35.87,36.06,36.21,35.81
35.97,36.41,36.47,35.71
36.91,37.52,37.65,36.56
37.81,37.34,37.93,37.23
37.25,37.50,37.54,37.04
37.49,37.42,37.92,36.76
37.34,37.44,37.50,37.31
37.40,37.34,37.45,37.16
37.51,37.34,37.51,37.23
37.44,37.15,37.46,36.83
36.12,35.68,36.16,35.57
35.59,36.03,36.14,35.45
36.08,36.11,36.38,35.90
36.14,36.21,36.41,36.06
36.22,36.63,37.02,36.22
36.63,36.35,36.63,36.34
36.63,36.83,37.05,36.21
36.92,37.19,37.60,36.83
37.07,37.60,37.99,37.07
37.88,38.37,38.96,37.85
38.58,39.17,39.30,38.29
39.23,38.64,39.23,38.50
38.80,39.34,39.34,38.80
39.39,40.08,40.13,39.34
40.17,41.93,42.12,40.07
42.00,42.12,42.78,41.88
41.14,40.86,41.14,40.22
40.97,41.03,41.31,40.54
41.21,41.40,41.51,40.88
41.30,41.49,41.57,41.06
41.99,40.34,42.02,40.20
40.35,39.89,40.54,39.68
39.97,40.01,40.57,39.80
40.00,39.46,40.12,39.28
39.65,40.03,40.09,39.24
39.80,40.01,40.06,39.72
40.17,40.52,40.98,40.17
40.57,40.24,40.79,40.17
40.29,40.34,40.61,39.86
40.46,40.67,40.75,40.29
40.65,41.04,41.19,40.65
40.96,41.16,41.19,40.95
45.35,46.04,47.59,45.11
45.77,47.09,47.42,45.77
47.49,47.50,48.22,47.46
47.43,47.52,47.94,47.20
47.74,47.59,48.01,47.54
47.93,47.72,48.16,47.63
47.87,47.37,47.87,47.25
47.37,47.37,47.73,47.20
47.19,46.62,47.76,46.29
46.48,45.74,46.80,45.57
45.75,45.31,46.07,45.22
45.32,45.25,45.69,44.94
45.47,45.11,45.47,44.94
45.24,45.18,45.33,44.55
45.63,45.49,46.42,45.39
46.05,46.57,46.77,45.81
46.77,45.74,46.85,45.71
45.85,45.00,45.86,44.72
45.22,44.76,45.28,44.70
44.41,43.85,44.41,43.70
44.15,43.56,44.32,43.56
43.47,43.04,43.81,42.75
43.19,44.09,44.39,42.92
43.84,43.90,44.31,43.81
44.09,43.31,44.35,43.08
43.41,43.32,44.21,42.84
43.51,44.49,44.55,42.85
44.82,45.30,45.45,44.59
45.16,45.19,45.55,44.99
45.00,45.19,45.26,44.85
45.20,46.02,46.02,45.10
45.90,45.58,46.41,45.33
45.55,45.56,45.96,45.47
45.50,45.54,45.70,45.33
45.67,47.17,47.59,45.53
47.11,47.83,47.92,46.95
47.66,47.40,48.23,47.30
47.01,47.09,47.48,46.56
46.96,46.96,47.39,46.76
46.83,47.46,47.48,46.83
47.48,47.77,47.90,47.19
47.71,47.83,48.21,47.70
48.21,47.58,48.36,47.42
47.75,46.43,47.84,46.41
46.33,45.58,46.41,45.09
45.38,43.80,45.38,43.76
44.33,44.25,44.72,44.14
44.38,44.58,44.77,44.26
44.00,43.33,44.26,42.68
43.22,43.26,43.33,42.72
42.57,44.00,44.03,42.19
43.86,44.11,44.29,43.79
44.15,44.07,44.34,43.86
43.97,44.32,44.46,43.77
44.20,44.30,44.50,44.11
44.19,44.93,44.99,44.12
45.08,46.58,47.06,45.08
46.42,46.59,46.81,46.23
46.70,47.06,47.15,46.44
47.26,48.35,48.43,47.25
48.40,47.81,48.44,47.70
47.78,47.87,48.17,47.76
48.12,48.06,48.12,47.58
47.92,48.11,48.23,47.69
47.94,48.14,48.15,47.93
47.90,48.48,48.56,47.90
48.37,48.31,48.41,47.86
48.47,48.76,48.99,48.26
48.77,49.32,49.46,48.54
49.31,49.30,49.32,48.93
49.26,49.27,49.39,48.97
49.46,49.55,49.86,49.20
49.81,50.02,50.03,49.41
50.09,50.44,50.47,49.94
50.32,51.10,51.21,50.27
51.18,50.92,51.22,50.78
50.78,50.64,50.78,49.75
50.95,52.18,52.71,50.88
53.61,52.85,53.75,52.75
53.00,54.87,55.03,53.00
54.56,55.59,56.08,54.54
55.14,54.70,55.36,53.08
54.70,54.96,55.14,54.70
54.94,54.46,55.38,53.74
54.10,53.97,54.37,53.61
53.90,54.17,54.63,53.60
54.15,54.24,54.38,53.84
54.15,54.19,54.93,53.86
54.14,54.89,55.01,53.94
54.89,54.02,54.91,54.00
53.92,53.59,54.00,53.25
53.68,54.08,54.15,53.68
54.44,53.62,54.44,53.58
53.96,53.90,54.07,53.52
53.85,54.13,54.55,53.81
54.22,54.09,54.68,54.07
53.94,54.07,54.26,53.48
53.85,54.46,54.46,53.83
54.65,54.74,55.57,54.52
55.00,54.66,55.00,54.36
54.98,54.59,54.98,54.49
55.03,54.62,55.03,54.24
54.64,54.75,54.82,54.46
54.74,54.33,54.83,53.97
54.36,53.53,54.54,53.48
53.46,53.31,53.62,53.22
52.72,53.37,53.59,52.21
52.93,52.88,53.33,52.80
53.00,53.62,53.75,52.86
53.91,54.58,54.73,53.82
54.25,54.50,54.90,54.25
54.66,55.28,55.41,54.66
55.48,55.66,55.95,54.96
55.88,55.93,56.40,55.65
55.70,56.05,56.20,55.31
56.30,56.59,56.97,56.06
56.65,56.12,57.23,55.64
56.42,56.79,57.12,56.33
56.93,56.73,56.93,56.37
57.02,57.49,58.28,56.55
56.76,56.62,57.09,56.50
56.61,56.87,56.99,56.50
57.08,56.38,57.08,56.34
56.53,57.44,57.49,56.53
57.61,58.19,58.51,57.61
57.93,57.97,58.26,57.75
57.93,56.66,57.93,56.52
56.90,57.45,57.54,56.75
57.16,56.47,57.44,55.87
56.79,56.76,57.59,56.49
56.77,56.91,56.97,56.60
56.84,57.14,57.59,56.24
57.76,59.04,59.20,57.58
58.74,56.80,59.03,56.61
56.77,56.42,57.10,56.26
57.05,56.14,57.05,56.02
56.20,56.17,56.56,55.90
55.83,56.00,56.41,55.76
51.02,53.36,54.71,51.02
53.48,55.53,55.83,53.29
55.94,56.10,56.50,55.89
56.31,56.42,56.76,55.71
56.62,57.33,57.58,56.52
57.18,57.11,57.49,57.00
57.08,57.15,57.67,56.91
57.09,57.90,57.96,57.09
57.88,57.91,58.19,57.49
58.16,58.78,58.86,58.08
58.50,59.50,59.71,58.46
59.21,59.73,60.41,59.21
60.19,59.17,60.19,59.07
59.01,58.73,59.40,58.50
58.54,58.84,59.16,58.47
58.90,58.59,59.29,58.45
58.12,58.41,58.55,57.44
58.22,58.86,59.08,58.10
59.27,61.84,61.94,59.22
61.30,60.15,61.35,59.67
60.42,60.61,60.96,60.22
60.37,60.29,60.86,59.97
60.34,61.16,61.31,59.80
61.38,61.80,62.33,61.29
61.81,61.48,62.19,61.25
61.37,61.92,61.97,61.16
62.57,62.10,62.81,61.81
62.17,62.04,62.48,61.47
61.25,61.68,61.99,60.83
61.92,60.80,61.98,60.53
60.63,61.80,62.12,60.12
61.73,60.96,61.92,60.84
61.08,60.99,61.99,60.53
60.90,60.27,60.94,60.17
60.34,59.80,60.92,59.79
58.94,57.82,59.24,56.72
