IBM,International Business Machines Corporation Common Stock,NASDAQ
160.13,160.35,160.79,158.93
160.60,164.79,165.18,160.39
164.87,165.36,166.00,164.22
165.18,166.52,166.72,164.60
166.72,165.50,166.79,165.07
165.68,168.29,169.95,165.68
168.37,168.51,169.89,167.45
168.01,168.02,169.85,167.78
168.97,166.73,169.11,166.06
166.83,166.68,167.26,166.00
167.49,167.60,168.25,166.45
166.25,167.33,167.94,165.25
167.36,167.06,168.23,166.58
167.00,166.71,167.49,166.45
166.98,167.14,167.98,166.85
167.29,166.19,167.74,166.00
166.02,166.60,166.99,166.00
166.44,165.99,166.70,165.50
167.00,167.19,167.87,166.01
167.77,169.26,169.87,167.36
169.25,168.70,169.39,167.26
168.69,169.53,169.92,167.52
169.47,167.65,169.80,167.62
167.98,165.52,168.09,165.34
166.05,167.75,167.76,165.60
167.77,167.95,168.01,165.56
167.97,167.34,168.48,166.88
