IBM,International Business Machines Corporation Common Stock,NASDAQ
129.96,128.03,130.15,127.85
128.67,129.79,130.38,128.37
122.97,126.55,126.56,122.93
126.44,125.27,126.50,124.62
126.32,127.47,127.78,126.05
127.30,128.38,128.80,127.00
128.18,128.41,128.43,127.14
128.78,128.63,129.17,127.89
128.67,128.43,129.35,127.88
129.06,128.02,129.50,127.14
127.43,128.40,128.98,127.04
129.25,130.76,131.20,129.25
130.03,130.37,131.04,129.33
130.46,131.27,131.50,129.85
130.73,131.83,131.98,130.53
130.41,130.14,130.48,128.76
130.79,132.00,132.34,130.40
131.18,131.84,132.49,130.77
130.69,129.83,130.69,129.46
127.69,128.30,128.78,127.52
127.96,127.87,128.46,127.33
127.47,127.77,128.23,126.96
128.83,128.45,129.85,127.90
128.87,129.39,130.20,127.80
128.67,128.90,129.59,128.02
128.72,127.50,128.98,126.96
127.57,126.47,128.03,126.44
125.21,124.90,126.02,124.57
124.57,125.27,125.60,124.00
125.78,122.78,125.78,122.78
123.83,124.73,124.80,122.42
125.08,123.40,125.27,123.40
123.31,123.13,123.99,122.28
125.31,125.77,126.31,124.52
126.03,125.04,126.23,124.65
126.22,127.58,127.60,125.90
126.99,125.95,127.36,125.88
126.02,126.08,126.52,125.39
127.27,126.36,127.57,126.15
126.99,127.99,128.29,126.26
128.63,129.61,130.00,128.52
128.43,128.85,129.92,128.43
128.65,129.43,129.96,128.54
129.20,129.67,129.95,128.80
129.92,130.19,130.60,129.70
130.24,131.79,132.09,130.11
131.45,131.98,132.80,130.78
131.61,132.57,132.58,131.40
131.42,131.67,132.78,131.22
132.42,134.11,134.15,132.34
133.51,134.65,135.00,133.51
134.67,134.89,135.14,133.71
134.40,135.48,135.80,134.34
135.50,134.14,136.11,133.67
135.51,135.64,136.28,135.09
135.23,135.25,135.92,134.39
136.18,137.66,137.90,136.12
136.88,137.84,137.96,136.83
137.92,138.72,138.88,137.52
138.40,138.85,139.09,138.06
138.79,139.66,139.94,138.64
138.40,139.85,139.99,138.27
139.91,140.37,141.48,139.78
140.35,141.50,141.50,139.69
142.10,141.06,142.10,140.54
140.90,142.83,143.03,140.84
137.30,138.03,139.34,136.70
138.28,139.07,139.87,138.13
139.81,139.83,140.49,138.40
140.15,139.67,140.75,139.46
140.42,139.84,141.40,139.81
139.29,140.67,142.00,138.53
139.52,141.43,141.57,139.00
141.84,140.90,141.95,140.42
140.90,143.60,144.00,140.75
143.64,143.32,144.26,142.32
143.85,143.84,144.71,143.71
144.24,144.17,144.46,142.63
144.82,146.79,146.84,144.71
145.94,146.92,146.93,145.67
145.35,146.46,146.58,145.25
146.70,146.14,147.53,145.63
146.09,146.55,146.79,145.63
144.70,145.43,145.50,143.35
144.59,143.74,145.77,143.55
143.89,143.64,144.75,143.27
142.93,142.24,143.38,141.18
142.49,141.95,142.49,141.39
143.04,144.36,144.99,142.75
144.38,145.05,145.35,143.99
144.00,145.39,145.43,143.56
144.24,143.18,144.53,142.33
143.95,145.81,146.44,143.82
145.30,143.90,145.30,143.57
143.53,142.89,143.67,141.50
142.24,141.46,142.76,141.28
143.61,144.41,145.13,143.51
144.33,145.18,145.85,144.30
144.25,145.38,145.68,144.25
144.54,144.99,145.87,144.52
146.02,144.02,146.30,143.87
144.35,144.98,145.65,143.84
145.94,144.30,145.94,143.52
144.88,144.82,144.95,143.73
145.14,144.28,145.40,144.21
144.26,145.82,146.01,144.26
145.13,144.72,145.72,144.31
144.84,144.55,145.32,144.15
144.69,145.00,145.50,144.40
145.39,144.51,145.54,144.39
144.99,145.74,145.99,144.33
145.66,145.95,146.40,145.58
145.89,145.89,146.33,145.33
145.12,145.34,145.70,145.00
145.31,145.71,146.15,145.06
146.00,146.52,147.50,145.71
146.36,146.67,147.11,146.25
146.73,146.76,147.07,145.96
147.21,147.48,148.20,147.14
147.56,147.64,148.22,146.64
147.34,147.05,147.48,146.73
147.13,148.66,148.79,146.82
148.79,147.93,148.86,146.94
147.58,147.64,148.06,147.23
148.20,147.28,148.35,146.75
147.99,149.10,149.29,147.67
149.24,148.82,149.29,148.25
148.89,150.00,150.00,148.47
149.82,150.65,151.46,149.38
153.26,155.69,156.13,152.83
154.53,155.80,155.96,154.45
156.40,155.50,156.78,154.96
155.42,159.63,159.79,155.33
159.21,161.44,164.35,159.00
161.67,161.04,161.90,160.42
161.43,161.07,162.18,160.86
161.05,159.21,161.92,158.67
159.18,162.00,162.00,158.68
162.11,163.56,163.94,162.00
163.40,163.30,163.60,162.61
163.16,163.53,164.20,162.81
163.48,164.00,164.14,163.22
164.08,164.82,164.99,164.02
164.82,166.05,166.25,164.32
165.62,164.65,165.97,164.10
163.90,164.09,165.00,163.18
163.98,163.85,165.01,163.31
164.18,163.22,164.38,162.85
162.89,162.84,163.57,162.52
163.33,163.40,163.60,162.75
163.30,164.24,164.67,162.85
164.46,164.84,164.84,164.10
163.57,161.95,164.26,161.78
161.81,160.18,162.68,160.14
159.63,160.77,161.27,159.03
161.06,162.28,162.34,160.86
162.36,161.88,162.99,161.24
163.15,159.97,163.15,159.88
159.43,160.16,161.11,159.41
161.42,163.48,164.00,161.27
163.40,161.83,164.31,160.65
161.60,159.93,162.98,158.85
159.70,162.28,163.43,159.21
163.47,165.86,167.72,163.28
164.64,162.02,164.67,161.38
162.40,162.43,163.24,160.84
161.16,161.39,161.98,160.09
157.35,159.02,159.64,156.88
156.52,153.00,156.98,151.71
154.00,154.18,154.50,152.70
156.50,155.89,156.95,154.32
157.64,157.68,159.63,157.07
158.56,158.00,158.61,157.52
158.00,159.53,160.08,157.53
160.23,160.04,160.71,158.84
160.98,162.18,162.74,160.76
161.54,161.37,162.58,161.12
161.34,162.88,163.09,161.15
163.55,163.60,163.99,163.02
163.40,163.07,164.06,163.07
163.70,164.27,164.42,163.04
164.42,164.25,164.73,163.58
163.81,163.99,164.70,163.62
164.34,164.04,164.75,163.81
164.10,164.38,164.55,163.28
164.35,164.05,164.38,163.16
163.44,163.95,164.00,163.11
163.36,163.25,163.77,162.30
163.97,163.95,164.93,163.66
163.84,164.97,165.36,163.16
165.00,166.21,166.34,164.87
164.64,165.94,166.16,162.86
165.71,165.40,166.38,164.44
163.10,164.75,165.89,162.19
165.63,168.28,168.45,164.86
167.65,167.67,168.77,167.23
167.99,168.49,169.20,167.40
168.61,170.37,170.59,168.46
169.99,170.78,171.38,169.70
171.10,170.58,173.00,170.48
172.11,172.15,173.54,171.49
172.00,172.87,173.48,171.23
172.36,170.62,172.62,169.59
170.47,168.46,170.87,167.50
169.03,168.89,170.15,168.24
168.39,169.10,169.85,168.31
169.25,170.38,170.90,169.22
170.30,169.50,170.52,167.82
169.65,172.24,172.77,168.65
171.70,169.92,172.15,169.44
169.81,168.86,170.64,168.31
167.85,170.50,171.41,166.53
170.10,170.44,171.19,169.46
170.86,170.59,171.40,169.32
170.40,170.16,171.15,169.38
168.58,168.26,168.69,167.07
168.50,167.99,168.67,167.51
167.63,167.75,168.40,167.51
167.46,167.18,167.50,165.90
167.91,167.50,168.47,167.00
168.44,168.93,169.89,167.82
168.90,166.56,169.58,166.50
166.44,166.09,167.10,165.71
164.30,165.05,165.89,164.13
164.76,164.75,165.58,164.27
165.11,163.69,165.24,163.61
163.27,164.34,164.85,163.26
165.01,164.84,165.96,164.76
164.57,163.18,164.84,162.87
164.44,163.17,164.46,162.73
163.87,164.12,164.57,163.65
162.75,162.33,163.41,161.52
162.06,162.67,163.63,161.78
164.24,164.44,165.10,163.58
163.70,165.02,165.61,163.59
165.20,166.22,166.75,164.00
165.59,165.68,166.81,165.10
164.06,166.12,166.73,163.80
165.85,165.07,165.94,164.57
165.74,167.62,168.24,165.21
168.33,170.01,170.70,168.01
170.61,170.54,170.86,169.82
171.11,171.55,172.45,170.75
171.61,174.54,174.65,171.49
173.52,175.43,175.43,173.52
175.19,177.71,177.77,175.09
176.78,176.48,177.27,176.12
175.49,176.49,176.49,175.01
174.90,174.99,176.15,174.61
174.93,174.05,175.37,173.89
174.90,174.32,176.32,174.00
174.40,174.23,176.10,173.84
175.08,175.54,175.94,174.07
174.73,175.28,176.46,173.58
178.74,185.21,185.21,178.65
183.84,183.65,184.42,183.00
183.59,184.90,185.50,182.90
184.64,185.18,185.63,184.26
183.89,183.70,184.96,183.28
182.94,182.93,184.05,182.65
182.01,181.35,182.91,180.93
181.06,181.80,183.27,180.88
180.26,181.85,183.43,179.73
182.60,180.75,183.69,178.50
179.95,178.05,182.29,177.86
177.67,178.83,179.23,175.41
176.50,171.48,177.92,171.18
172.10,172.98,174.22,166.52
168.83,166.22,172.61,166.00
167.46,170.61,171.05,162.00
168.18,162.54,169.23,161.85
164.10,166.73,168.77,162.94
168.50,168.20,169.38,165.83
171.32,172.99,174.00,170.39
172.19,171.24,172.19,169.00
171.57,171.48,172.99,169.89
166.32,163.83,166.46,160.16
162.17,157.54,163.94,157.13
161.35,158.98,161.68,157.62
160.65,164.32,164.59,159.53
164.13,166.76,166.83,163.35
167.52,165.58,168.53,164.85
164.85,169.14,169.33,163.28
170.58,172.62,172.72,170.36
172.06,172.51,173.51,170.88
173.29,171.91,173.72,170.71
172.71,170.33,173.68,170.12
167.69,166.98,168.93,166.00
163.06,165.11,165.55,162.20
167.28,167.31,167.90,166.16
167.00,165.25,169.58,165.10
164.57,161.37,165.19,160.81
160.04,162.42,162.44,158.76
163.64,163.43,163.92,161.54
164.01,167.24,169.66,161.99
168.64,170.09,170.16,167.23
171.33,172.99,172.99,169.74
169.50,173.13,173.87,169.43
173.57,174.72,177.43,172.70
175.00,173.02,177.67,172.62
168.33,168.62,169.97,166.50
166.99,169.34,169.54,165.76
170.96,174.51,174.70,169.86
176.82,177.71,179.62,176.43
177.97,177.55,180.75,177.08
179.69,179.17,180.91,175.53
176.01,174.87,178.27,174.75
174.36,173.29,177.92,173.04
171.54,174.74,175.07,168.88
174.57,176.85,177.30,172.68
176.81,181.69,181.99,175.66
182.32,182.39,183.72,181.64
183.00,186.62,186.63,182.90
184.59,185.00,186.00,184.11
186.08,186.12,188.00,185.65
184.97,186.82,187.50,184.50
188.19,190.53,190.53,187.73
189.71,186.59,190.16,185.90
178.00,178.90,179.38,176.25
179.68,177.39,179.81,177.01
178.13,177.25,179.24,176.17
179.11,181.63,181.67,178.75
181.51,182.25,183.39,180.62
181.66,180.36,182.97,180.01
181.74,181.97,182.28,179.03
184.99,185.88,187.00,183.18
185.57,187.45,188.07,185.28
185.59,184.63,186.91,184.63
181.55,181.35,183.26,180.74
184.00,183.92,185.25,183.03
185.13,187.30,187.78,184.02
186.27,186.38,187.14,184.74
186.22,187.32,187.73,184.75
187.48,187.25,187.88,185.51
184.20,182.24,185.24,181.16
183.58,183.35,184.77,181.87
185.27,187.38,187.83,185.14
189.17,187.35,189.84,186.85
187.49,188.75,189.97,185.64
187.82,186.62,189.90,186.30
186.81,185.73,188.83,183.39
186.71,185.24,186.97,184.66
183.37,181.48,183.96,180.00
182.22,181.31,182.98,180.29
180.67,177.95,181.49,177.52
178.01,177.06,179.56,177.06
182.71,182.21,182.93,180.67
182.02,180.94,183.31,180.84
184.57,188.00,188.35,184.21
187.01,189.45,189.99,186.77
189.92,189.66,191.33,189.45
191.18,190.84,193.61,190.38
190.65,192.94,193.53,190.32
191.99,194.05,194.90,191.28
192.48,191.58,193.80,191.07
192.91,194.56,194.87,192.40
193.64,192.18,193.90,191.22
193.46,191.15,194.30,190.64
189.84,188.72,190.28,188.00
190.48,187.48,191.20,186.89
188.01,183.57,188.01,181.91
184.51,182.89,184.69,182.25
185.50,187.24,187.33,184.76
183.22,181.47,183.50,179.04
182.71,182.04,182.80,181.00
183.11,184.75,184.85,181.89
184.97,184.95,185.85,184.39
185.19,183.99,185.40,183.34
184.07,186.18,186.23,184.01
186.33,183.88,186.48,183.85
186.73,186.30,188.71,186.00
185.57,185.54,186.33,184.94
184.81,184.66,185.03,183.10
184.39,182.54,184.48,182.31
182.20,181.59,182.27,180.27
183.23,181.31,183.72,181.20
180.73,182.32,182.81,180.50
181.86,180.55,181.91,178.38
179.48,179.16,179.61,177.35
180.36,180.00,182.00,179.32
179.83,181.07,181.60,179.50
181.79,180.52,182.36,180.35
185.77,188.52,188.97,184.75
187.91,189.98,190.52,187.67
188.63,191.93,192.30,188.52
191.33,191.73,192.24,189.61
191.79,190.98,192.79,190.47
190.01,190.46,191.77,189.81
189.39,192.50,192.73,188.22
193.09,192.60,193.10,191.00
193.21,192.62,194.81,192.41
192.72,191.53,193.33,191.33
192.93,193.64,194.13,192.54
192.48,192.82,193.76,192.00
192.45,193.35,194.14,191.97
192.78,192.95,193.58,191.73
193.03,193.13,194.46,192.55
191.76,192.42,192.43,191.28
193.31,192.62,193.69,191.74
191.76,192.22,192.60,190.83
192.31,192.25,193.44,191.26
192.61,193.02,193.25,192.00
193.71,193.42,193.86,192.30
193.73,193.39,194.24,192.46
193.03,193.87,194.74,192.75
193.87,197.61,199.23,193.28
198.38,197.76,198.56,196.61
196.78,197.53,198.71,196.10
197.75,197.98,198.96,197.43
197.86,196.73,199.17,196.45
197.23,197.53,198.47,196.93
197.10,198.81,198.89,197.06
198.36,200.66,201.19,198.30
199.14,197.26,199.64,196.81
198.09,197.77,198.57,197.31
199.24,199.81,199.99,198.65
199.98,200.62,201.10,199.72
200.93,201.00,201.57,200.23
201.72,203.78,203.90,201.61
203.78,204.72,205.15,203.64
204.94,206.00,206.18,204.74
207.03,206.01,207.52,206.01
205.71,205.72,206.53,204.50
204.74,204.25,205.00,203.70
204.32,204.69,205.77,204.30
204.00,205.49,205.99,203.96
205.89,205.48,205.96,204.56
206.45,207.77,207.92,206.32
208.46,207.18,208.66,207.00
207.44,207.29,208.69,206.27
206.09,208.27,208.50,206.02
208.74,208.65,209.12,208.01
208.96,209.47,209.69,208.09
209.31,209.50,210.69,208.54
206.22,206.05,206.98,205.19
205.15,205.47,205.68,204.46
204.40,204.94,206.17,203.37
204.94,202.33,205.74,202.17
203.99,202.58,204.32,202.46
202.80,205.32,205.56,202.64
204.32,202.80,204.65,202.80
204.74,202.72,205.97,202.72
204.57,207.45,207.64,204.15
202.43,200.13,204.07,200.00
200.03,199.51,201.26,197.52
199.83,199.60,200.12,199.09
197.89,198.62,199.10,196.79
199.06,200.00,202.48,198.87
202.02,203.57,203.69,201.80
203.40,205.58,206.21,203.40
206.47,206.81,208.17,205.91
206.71,207.08,207.96,206.32
207.18,208.00,208.93,206.71
206.97,208.06,208.27,206.91
208.27,207.24,208.92,206.55
206.47,204.99,207.11,204.40
203.96,203.75,204.77,202.90
202.44,201.48,203.06,199.72
199.99,201.23,203.00,199.06
201.00,200.60,203.25,200.02
199.96,201.17,202.12,199.95
199.92,199.44,200.71,198.56
199.44,199.04,201.47,198.76
199.42,199.73,201.35,198.18
199.67,197.89,200.79,197.64
198.78,195.88,198.78,195.16
195.98,197.76,197.93,194.63
198.04,196.82,198.26,196.06
195.53,196.12,196.49,193.20
195.99,196.09,196.28,194.00
195.11,194.30,196.00,194.00
195.22,196.46,198.08,195.22
194.80,194.53,195.47,193.77
194.10,192.90,194.93,192.00
190.12,189.08,191.72,188.60
188.34,188.54,189.38,187.00
187.92,189.20,189.85,187.56
190.78,193.99,194.00,190.02
195.28,194.44,195.83,193.94
193.71,195.14,195.14,192.70
196.60,192.51,196.70,192.37
192.14,194.55,194.67,192.14
194.36,193.10,195.19,192.35
193.00,195.10,195.83,192.74
196.08,199.10,199.27,195.40
197.57,198.29,199.64,197.17
198.83,198.93,199.99,198.80
198.70,198.78,199.74,197.50
199.07,193.39,199.45,193.19
193.87,193.70,194.88,193.22
192.48,192.86,193.39,191.68
193.54,191.95,193.68,190.75
192.14,193.00,193.70,190.90
191.23,191.40,192.08,188.90
194.55,195.58,195.81,192.41
196.36,195.83,197.20,194.85
195.46,195.93,196.34,194.91
194.88,195.29,196.85,193.63
193.92,191.41,193.94,189.74
190.76,189.67,191.00,188.05
190.30,186.26,191.14,185.60
186.22,185.25,187.36,183.51
184.25,183.09,184.39,181.85
183.46,186.01,186.33,183.03
185.58,184.79,186.10,184.58
185.73,183.65,186.29,183.20
184.15,188.25,188.59,183.55
193.40,195.34,196.85,192.97
194.09,192.45,194.90,192.17
189.78,190.83,191.30,188.20
190.92,190.34,191.32,188.56
190.31,191.08,192.77,189.32
193.49,193.95,194.95,192.57
195.10,196.39,197.41,193.95
196.32,196.68,197.84,195.92
196.50,195.98,197.58,195.88
196.96,195.18,197.85,194.72
194.16,194.45,196.60,193.02
196.48,198.52,198.95,196.16
198.76,198.76,199.94,198.52
199.43,199.93,200.88,198.80
198.27,199.03,199.69,198.16
198.62,198.42,199.46,197.89
197.87,199.29,199.37,197.24
198.88,199.01,199.98,197.79
198.88,198.29,199.33,197.72
198.90,198.40,199.33,197.92
198.77,200.84,201.32,198.12
201.08,201.22,202.00,200.66
200.69,200.50,201.13,200.03
200.99,198.65,201.00,198.37
198.64,197.25,198.65,196.90
197.04,195.70,197.37,195.44
194.96,197.77,198.11,194.20
197.96,195.69,198.30,195.61
195.56,194.87,196.11,194.50
195.13,195.08,196.04,194.90
194.77,193.37,195.47,193.18
194.31,194.85,195.95,193.46
196.61,194.54,197.17,193.25
194.41,195.04,195.85,193.89
196.26,199.10,199.46,196.11
199.12,199.50,199.50,198.08
199.39,200.95,201.82,198.73
200.55,203.27,203.46,200.51
203.52,203.77,204.65,202.96
204.38,206.36,206.81,203.46
206.24,206.81,207.65,206.05
205.55,207.15,207.99,205.55
206.88,207.07,207.88,206.48
207.55,206.43,207.57,206.01
205.85,206.18,206.99,205.30
207.36,205.98,207.94,205.92
205.02,205.29,206.06,204.90
205.60,204.98,207.32,204.95
205.05,204.00,205.98,203.90
204.37,205.91,206.90,204.14
205.66,207.45,208.32,205.31
208.01,210.47,211.75,207.94
210.96,209.84,211.47,208.50
209.94,210.51,211.30,209.30
210.28,210.39,210.97,208.53
211.15,210.59,211.79,210.06
210.02,209.82,210.64,209.21
209.95,207.99,210.74,207.70
207.82,205.82,208.23,205.05
206.57,205.76,207.27,205.63
205.64,207.80,207.96,205.56
208.88,208.93,209.40,207.82
209.94,211.00,211.00,209.47
201.21,200.63,203.41,198.55
199.91,194.96,200.14,194.07
195.29,193.36,196.08,193.18
193.71,194.40,194.68,192.44
193.53,191.25,194.00,190.94
192.44,190.72,193.29,190.56
191.41,191.60,192.44,190.71
191.49,193.27,193.87,191.47
194.80,194.53,196.41,193.63
194.68,197.15,197.89,194.55
197.53,193.43,198.00,193.29
192.36,194.14,194.97,192.01
195.26,195.07,196.75,194.68
193.36,191.16,193.68,191.16
191.40,190.10,191.81,190.09
189.85,189.64,191.64,188.88
190.03,189.25,190.77,187.41
188.39,188.32,190.88,188.25
189.14,185.51,189.27,185.28
185.83,185.85,187.20,184.78
186.33,186.94,187.56,185.10
188.62,190.35,190.39,188.30
189.88,189.20,190.11,188.25
189.30,190.29,190.89,188.95
191.00,193.49,193.49,190.80
192.45,192.88,193.37,191.77
192.08,191.23,193.05,191.00
190.98,191.98,192.04,189.27
192.75,191.53,192.90,190.20
191.75,190.07,192.00,189.50
190.76,189.48,191.30,188.36
189.71,189.36,190.75,189.02
189.01,188.65,189.46,186.94
189.17,189.70,190.18,188.41
190.14,191.95,192.20,190.11
192.17,192.62,193.54,191.65
193.18,194.20,194.80,193.15
194.60,192.95,194.75,192.46
192.18,191.99,193.05,191.37
191.69,191.76,193.40,191.26
191.76,193.62,193.91,191.76
193.85,195.69,195.92,193.84
195.46,195.08,196.45,195.00
194.47,194.77,194.95,193.16
193.10,193.42,194.50,191.57
193.05,192.40,193.83,192.02
192.21,191.95,193.53,190.95
191.53,192.71,193.28,190.70
191.11,189.83,192.22,189.83
189.23,191.55,191.68,188.84
194.09,196.35,196.35,193.80
195.67,195.27,196.29,194.44
194.19,193.99,194.46,192.78
193.40,193.14,193.78,192.34
192.92,192.87,193.30,191.60
193.48,192.32,193.49,191.65
192.65,192.88,192.96,191.28
194.15,194.45,195.00,192.90
192.82,192.62,193.28,191.75
191.31,192.50,192.73,190.39
192.00,192.59,193.18,191.35
193.85,193.65,194.46,193.24
194.03,194.47,195.00,193.80
194.36,196.08,196.08,194.01
203.50,204.72,208.58,203.36
203.91,204.42,205.06,203.08
204.45,204.97,205.18,204.13
204.85,204.93,206.22,204.29
204.34,203.90,205.73,203.64
203.69,203.52,204.88,203.19
203.32,203.07,204.47,202.96
204.65,205.18,205.35,203.84
204.19,203.79,205.02,203.57
204.31,202.79,204.75,202.51
200.39,201.02,201.29,199.56
200.62,199.74,200.91,198.68
199.97,201.68,202.09,199.68
200.98,200.16,201.95,199.75
200.01,200.04,200.74,199.02
200.65,200.09,200.95,199.57
199.73,199.65,200.32,199.26
199.98,200.98,201.25,199.82
200.60,200.32,201.89,200.22
200.62,199.31,201.72,198.86
198.63,198.33,199.07,198.11
199.23,201.09,201.09,198.84
201.67,197.51,202.49,197.51
198.63,199.14,199.90,197.84
198.89,202.33,202.75,198.60
202.18,200.83,203.12,200.79
200.65,202.91,202.94,199.36
202.59,205.19,205.19,202.55
205.86,206.53,207.70,205.69
207.03,208.38,208.49,206.66
208.29,209.42,209.60,208.24
209.85,210.38,210.74,209.43
210.04,210.08,210.20,209.04
209.40,210.55,210.73,209.09
210.20,212.06,212.36,209.77
212.15,215.80,215.86,212.15
215.38,214.92,215.90,213.41
212.90,213.21,214.50,212.64
214.13,213.44,215.12,211.83
214.76,215.06,215.82,214.30
212.96,212.26,213.00,210.11
212.21,212.08,213.17,211.62
212.54,210.74,212.81,210.05
211.77,212.36,212.50,211.50
210.96,210.89,212.16,210.10
209.83,213.30,213.44,209.74
212.80,212.38,213.50,211.25
212.92,214.36,214.71,211.57
214.32,212.66,214.89,212.63
212.77,211.31,212.93,210.04
209.10,209.41,209.84,206.34
209.07,209.32,209.32,207.33
209.56,209.22,210.00,208.61
211.86,212.00,212.51,210.47
211.50,212.92,213.09,210.85
210.79,211.38,211.49,209.78
210.44,209.26,211.69,209.26
210.84,212.00,212.00,209.20
210.53,209.67,211.09,209.50
210.11,207.15,210.25,206.15
195.74,190.00,196.50,189.76
191.15,187.83,191.38,187.68
189.27,191.61,192.55,188.61
192.16,191.71,192.50,191.09
192.69,193.95,195.17,192.32
194.16,194.31,194.71,193.25
194.78,199.15,199.68,194.65
199.13,202.54,202.59,197.35
201.87,199.63,202.17,199.20
200.12,202.39,202.43,199.75
203.94,204.51,205.32,203.75
203.79,202.78,203.99,201.52
202.81,203.63,203.73,201.65
202.94,204.82,204.85,202.51
204.69,203.24,205.00,202.72
203.37,204.47,204.53,202.82
204.18,202.47,204.47,202.22
202.09,203.21,203.67,202.08
202.25,203.32,203.68,202.04
204.00,204.69,206.59,204.00
205.25,208.44,209.50,204.99
208.02,207.60,209.15,207.42
207.24,208.65,209.48,207.00
208.50,206.99,210.15,206.12
205.48,206.16,208.61,205.13
204.69,205.72,206.43,204.42
207.44,207.78,208.59,207.16
206.22,207.92,208.42,206.04
206.97,209.36,210.99,206.97
208.59,208.02,211.98,208.02
208.25,208.95,210.05,207.33
208.60,206.19,209.00,205.08
205.16,202.74,206.29,202.40
203.00,203.80,204.20,201.47
204.85,206.35,206.35,204.11
206.97,205.02,206.98,204.90
203.17,203.98,205.95,202.51
204.59,201.20,205.23,200.51
201.01,203.77,204.40,200.34
203.97,202.20,204.74,201.81
203.44,203.04,205.17,202.55
203.02,204.87,206.09,202.87
204.44,201.94,205.03,201.93
