WCST,Wecast Network,NASDAQ
1.26,1.29,1.30,1.19
1.21,1.34,1.34,1.21
1.34,1.40,1.40,1.34
1.41,1.28,1.47,1.22
1.26,1.33,1.40,1.22
1.35,1.33,1.39,1.28
1.33,1.31,1.34,1.26
1.30,1.34,1.34,1.26
1.32,1.28,1.32,1.21
1.22,1.28,1.30,1.22
1.25,1.29,1.31,1.20
1.29,1.24,1.29,1.22
1.24,1.27,1.27,1.22
1.27,1.21,1.30,1.21
1.19,1.20,1.26,1.19
1.22,1.20,1.25,1.20
1.21,1.23,1.27,1.21
1.23,1.25,1.26,1.18
1.23,1.27,1.44,1.20
1.30,1.29,1.31,1.22
1.28,1.24,1.29,1.24
1.24,1.24,1.27,1.22
1.35,1.22,1.35,1.22
1.25,1.24,1.27,1.22
1.24,1.24,1.24,1.22
1.23,1.23,1.29,1.22
