ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ
6.03,6.00,6.18,5.97
5.92,5.70,6.02,5.64
5.73,5.26,5.84,5.18
5.38,5.35,5.52,5.19
5.31,5.80,5.80,5.30
5.74,5.81,5.87,5.57
5.69,5.78,5.81,5.61
5.83,6.00,6.00,5.83
6.05,6.08,6.10,5.92
6.03,6.12,6.13,5.80
6.05,6.00,6.13,5.74
6.12,6.34,6.49,5.96
6.35,6.75,6.87,6.35
6.69,6.63,6.79,6.49
6.59,6.56,6.68,6.47
6.66,6.41,6.66,6.39
6.43,6.57,6.75,6.39
6.67,6.70,6.75,6.55
6.70,7.05,7.23,6.52
7.08,7.01,7.14,6.78
7.00,7.23,7.36,7.00
7.20,6.64,7.37,6.36
6.63,6.69,7.00,6.57
6.71,6.63,6.93,6.61
6.63,6.58,6.79,6.46
6.65,6.57,6.65,6.52
6.57,6.71,6.80,6.54
6.74,6.62,6.88,6.61
6.62,6.60,6.67,6.54
6.63,6.91,6.99,6.57
6.94,6.94,7.07,6.86
6.78,6.86,7.16,6.77
6.84,6.98,7.16,6.75
7.05,6.90,7.05,6.72
6.89,6.72,6.89,6.55
6.71,6.65,6.81,6.58
6.62,6.64,6.65,6.56
6.69,6.61,6.78,6.45
6.53,6.56,6.69,6.53
6.54,6.57,6.66,6.53
6.66,6.61,6.66,6.55
6.63,6.61,6.71,6.50
6.61,6.97,7.13,6.51
6.91,6.83,6.91,6.78
6.83,6.45,6.83,6.45
6.39,6.12,6.67,6.06
6.18,5.90,6.29,5.88
5.92,5.95,6.01,5.86
5.91,6.18,6.19,5.90
6.23,6.52,6.59,6.13
6.59,6.31,6.59,6.30
6.29,6.32,6.45,5.82
6.35,6.04,6.35,6.04
6.12,6.49,6.63,6.00
6.45,6.39,6.54,6.37
6.36,6.33,6.38,6.19
6.31,6.26,6.36,6.18
6.26,6.27,6.48,6.22
6.27,6.26,6.32,6.15
6.21,6.21,6.33,6.09
6.20,6.24,6.27,6.08
6.19,6.32,6.37,6.19
6.29,6.26,6.32,6.21
6.21,6.25,6.27,6.19
6.24,6.27,6.30,6.17
6.15,6.38,6.41,6.10
6.43,6.68,6.70,6.38
6.55,6.40,6.72,6.37
6.39,6.26,6.57,6.18
6.29,6.58,7.00,6.16
6.60,6.62,6.64,6.44
6.66,6.66,6.66,6.26
6.66,6.31,6.66,6.31
6.31,6.34,6.36,6.17
6.42,6.47,6.50,6.28
6.47,6.55,6.57,6.36
6.60,6.25,6.60,6.09
6.27,6.53,6.59,6.27
6.48,6.44,6.48,6.25
6.30,6.35,6.38,6.28
6.31,6.38,6.44,6.27
6.27,6.27,6.33,6.22
7.00,6.93,7.20,6.80
7.00,6.74,7.04,6.73
6.90,6.65,6.90,6.58
6.71,6.63,6.83,6.55
6.75,6.64,6.77,6.50
6.64,6.49,6.66,6.48
6.50,6.45,6.56,6.44
6.61,6.43,6.61,6.39
6.46,6.44,6.52,6.39
6.46,6.31,6.50,6.31
6.29,6.19,6.36,6.15
6.21,6.11,6.29,6.10
6.09,6.53,6.57,6.05
6.73,6.81,6.82,6.30
6.58,6.84,6.96,6.58
6.85,6.83,6.94,6.77
6.86,6.85,6.90,6.79
6.85,6.71,6.90,6.71
6.77,6.51,6.78,6.49
6.54,6.62,6.75,6.50
6.29,4.94,6.29,4.80
4.75,4.84,5.05,4.69
4.77,4.88,5.05,4.77
4.85,4.71,5.01,4.65
4.72,4.36,4.73,4.21
4.50,4.31,4.66,4.29
4.56,4.67,4.70,4.40
4.52,4.56,4.63,4.10
4.52,4.38,4.52,4.28
4.39,4.22,4.46,4.10
4.21,4.21,4.21,3.95
4.21,4.28,4.29,4.14
4.32,4.26,4.32,4.11
4.31,4.02,4.32,4.02
4.00,4.04,4.04,4.00
4.04,3.87,4.04,3.83
3.80,3.81,3.92,3.72
3.88,3.87,3.89,3.70
3.82,4.07,4.11,3.75
4.09,4.07,4.09,3.85
4.03,3.72,4.03,3.72
3.70,3.71,3.75,3.56
3.70,3.68,3.74,3.60
3.76,3.60,3.84,3.57
3.55,3.50,3.59,3.41
3.51,3.51,3.53,3.47
3.54,3.53,3.60,3.49
3.50,3.49,3.57,3.49
3.40,3.35,3.46,3.30
3.37,3.38,3.45,3.33
3.35,3.52,3.53,3.32
3.49,3.62,3.68,3.44
3.64,3.51,3.65,3.41
3.57,3.65,3.65,3.35
3.65,3.48,3.65,3.42
3.50,3.38,3.50,3.32
3.30,3.22,3.41,3.21
3.12,3.19,3.43,3.06
3.23,3.15,3.30,3.14
3.12,3.10,3.33,3.08
3.12,3.12,3.16,3.10
3.10,3.04,3.16,3.03
3.07,3.09,3.20,3.04
3.16,2.96,3.18,2.85
2.91,2.66,2.91,2.60
2.66,2.77,2.82,2.66
2.81,2.79,2.86,2.67
2.78,2.79,2.85,2.77
2.84,2.77,2.84,2.75
2.75,2.76,2.81,2.61
2.69,2.68,2.76,2.60
2.65,2.60,2.73,2.59
2.58,2.32,2.62,2.24
2.32,2.44,2.52,2.18
2.44,2.41,2.50,2.37
2.42,2.32,2.46,2.32
2.33,2.50,2.50,2.32
2.47,2.43,2.49,2.41
2.41,2.40,2.45,2.37
2.40,2.42,2.56,2.34
2.36,2.42,2.47,2.34
2.37,2.40,2.46,2.37
2.37,2.42,2.52,2.37
2.43,2.41,2.51,2.36
2.42,2.30,2.43,2.30
2.30,2.35,2.44,2.30
2.33,2.28,2.33,2.26
2.29,2.25,2.30,2.21
2.28,2.27,2.31,2.26
2.31,2.31,2.36,2.28
2.31,2.33,2.33,2.31
2.30,2.32,2.33,2.30
2.34,2.49,2.67,2.32
2.54,2.62,2.80,2.42
2.72,2.69,2.96,2.67
2.66,2.99,3.12,2.66
3.05,3.09,3.39,2.98
3.09,2.72,3.00,2.62
2.72,2.82,3.00,2.62
2.73,2.56,2.73,2.40
2.58,2.54,2.61,2.52
2.38,2.33,2.42,2.30
2.40,2.53,2.53,2.33
2.47,2.62,2.62,2.36
2.63,2.72,2.72,2.60
2.75,3.09,3.17,2.74
3.13,3.11,3.18,3.01
3.01,2.98,3.03,2.82
3.04,2.95,3.06,2.95
2.83,2.83,2.88,2.72
2.83,2.77,3.00,2.76
2.86,2.82,2.96,2.75
2.86,2.99,3.01,2.79
2.99,2.94,3.01,2.88
2.98,3.00,3.01,2.90
2.95,3.00,3.05,2.90
3.03,3.08,3.26,3.01
3.07,3.15,3.25,3.02
3.14,3.20,3.20,2.88
3.14,3.01,3.14,3.00
2.96,2.93,2.98,2.72
2.81,2.81,2.95,2.79
2.87,2.81,2.94,2.78
2.82,2.64,2.82,2.52
2.64,2.61,2.64,2.46
2.53,2.65,2.65,2.53
2.65,2.63,2.65,2.58
2.63,2.66,2.69,2.56
2.71,2.68,2.71,2.58
2.69,2.75,2.81,2.69
2.70,2.73,2.75,2.60
2.73,2.84,2.84,2.73
2.83,2.71,2.88,2.71
2.65,2.82,2.84,2.57
2.83,2.86,2.96,2.81
2.88,2.83,2.99,2.78
2.84,2.85,2.96,2.81
2.80,2.94,3.00,2.65
2.94,2.92,3.00,2.90
2.88,2.79,2.88,2.61
2.74,2.63,2.85,2.55
2.53,2.75,2.75,2.53
2.72,2.80,2.86,2.69
2.77,2.84,2.85,2.75
2.85,2.95,2.96,2.80
2.94,2.97,3.00,2.88
2.92,3.10,3.10,2.92
3.10,3.05,3.11,3.00
3.04,3.06,3.10,3.04
3.10,3.13,3.24,3.09
3.13,3.15,3.16,3.10
3.08,3.14,3.14,3.08
3.14,3.17,3.17,3.09
3.08,3.24,3.24,3.08
3.18,3.17,3.24,3.16
3.15,3.11,3.23,3.01
3.10,3.11,3.11,3.07
3.09,3.17,3.17,3.06
3.16,3.21,3.23,3.16
3.10,3.13,3.14,3.00
3.07,3.12,3.13,3.02
3.03,3.13,3.13,3.03
3.08,3.15,3.15,3.06
3.06,3.04,3.08,3.00
3.04,3.18,3.19,3.01
3.09,3.16,3.16,3.06
3.11,3.18,3.18,3.07
3.10,3.15,3.17,3.06
3.09,3.17,3.19,3.07
3.17,3.25,3.25,3.17
3.19,3.06,3.19,3.06
3.07,3.04,3.10,3.01
3.02,3.20,3.20,3.01
3.11,3.11,3.15,3.04
3.11,3.16,3.20,3.03
3.09,3.32,3.47,3.09
3.46,3.56,3.60,3.44
3.56,3.53,3.60,3.44
3.45,3.59,3.59,3.45
3.59,3.64,3.69,3.54
3.46,3.62,3.63,3.46
3.65,3.62,3.65,3.47
3.55,3.77,3.91,3.53
3.72,4.01,4.01,3.70
4.11,4.20,4.25,4.04
4.17,4.18,4.29,4.06
4.10,4.14,4.22,4.02
4.09,4.05,4.28,3.88
4.06,4.20,4.24,3.86
4.14,4.21,4.30,4.06
4.27,4.20,4.35,4.18
4.11,4.19,4.23,4.10
4.26,4.07,4.26,4.04
4.08,4.07,4.23,4.06
4.06,3.84,4.06,3.80
3.87,3.76,3.87,3.60
3.75,3.76,3.78,3.71
3.74,3.88,3.90,3.65
3.86,4.02,4.02,3.86
4.02,3.92,4.05,3.82
3.87,3.88,3.90,3.80
3.82,3.83,3.89,3.80
3.80,3.70,3.82,3.54
3.70,3.78,3.89,3.55
3.77,4.15,4.21,3.50
4.15,4.07,4.15,3.92
4.07,4.07,4.10,4.03
4.06,4.10,4.12,4.02
4.12,4.03,4.12,4.02
4.03,4.11,4.15,4.02
4.05,4.04,4.19,3.92
3.98,3.90,3.98,3.83
4.01,3.88,4.01,3.70
3.79,3.86,3.87,3.67
3.85,3.90,3.94,3.77
3.90,3.94,3.97,3.86
3.90,3.97,3.98,3.89
3.94,4.03,4.11,3.76
4.04,3.95,4.04,3.88
4.11,4.05,4.11,3.92
4.00,4.00,4.11,4.00
4.00,4.06,4.06,3.92
4.03,4.04,4.09,4.03
4.05,4.08,4.08,3.91
4.01,4.03,4.09,3.99
4.05,4.01,4.09,3.97
3.96,3.93,4.05,3.91
3.91,3.98,4.04,3.91
4.01,4.05,4.06,3.91
3.95,4.05,4.09,3.95
4.03,4.09,4.09,3.93
4.07,4.26,4.27,4.06
4.19,4.31,4.31,4.18
4.28,4.41,4.45,3.92
4.41,4.40,4.44,4.34
4.40,4.39,4.40,4.32
4.35,4.50,4.58,4.35
4.46,4.43,4.66,4.38
4.36,4.51,4.54,4.35
4.58,4.68,4.72,4.48
4.77,4.79,4.84,4.45
4.77,4.95,4.95,4.68
4.95,5.37,5.55,4.88
5.40,5.71,5.75,5.39
5.78,5.85,6.00,5.71
5.91,5.46,5.91,5.29
5.42,5.68,5.75,5.30
5.86,5.86,5.95,5.74
5.62,5.77,5.84,5.41
5.73,5.43,5.77,5.33
5.40,5.13,5.40,5.00
5.12,5.26,5.26,5.06
5.23,5.40,5.53,5.15
5.34,5.43,5.51,5.22
5.47,5.38,5.55,5.28
5.34,5.43,5.44,5.13
5.37,5.33,5.46,4.99
5.26,5.23,5.32,5.15
5.26,5.28,5.39,5.07
5.31,5.20,5.38,5.17
5.20,5.34,5.34,5.18
5.26,5.47,5.53,5.21
5.51,5.39,5.53,5.38
5.40,6.00,6.00,5.34
5.68,5.81,6.07,5.68
5.67,5.85,5.95,5.66
5.78,5.66,5.88,5.64
5.61,5.51,5.85,5.51
5.41,5.35,5.50,5.24
5.15,5.32,5.39,5.09
5.28,5.31,5.48,5.28
5.37,5.37,5.40,5.33
5.34,5.71,5.87,5.34
5.78,5.89,5.95,5.74
5.91,5.92,6.00,5.90
5.96,5.96,6.00,5.95
5.99,5.96,5.99,5.91
5.88,5.94,5.99,5.87
5.99,5.84,5.99,5.84
5.71,5.63,5.82,5.61
5.61,5.53,5.65,5.52
5.57,5.56,5.66,5.43
5.62,5.56,5.62,5.45
5.70,5.38,5.70,5.38
5.47,5.51,5.56,5.43
5.47,5.45,5.53,5.37
5.43,5.46,5.52,5.42
5.43,5.47,5.53,5.43
5.63,5.49,5.69,5.37
5.41,5.72,5.75,5.41
5.61,5.73,5.83,5.61
5.66,5.48,5.70,5.48
5.56,5.85,5.85,5.40
5.49,5.74,5.80,5.49
5.73,5.62,5.82,5.56
5.55,5.58,5.70,5.41
5.65,5.35,5.65,5.33
5.31,5.26,5.45,4.98
5.19,4.81,5.19,4.72
4.63,4.59,4.85,4.50
4.57,4.37,4.66,4.29
4.22,4.10,4.22,3.86
4.06,3.83,4.06,3.67
3.89,4.00,4.00,3.70
4.08,4.16,4.16,3.63
4.02,3.93,4.10,3.78
3.93,4.05,4.10,3.84
3.93,3.88,4.00,3.77
3.86,3.69,3.91,3.50
3.79,3.74,3.82,3.51
3.73,3.67,3.80,3.61
3.65,3.67,3.73,3.62
3.65,3.61,3.72,3.56
3.62,3.75,3.75,3.60
3.80,3.71,3.80,3.62
3.65,3.57,3.72,3.52
3.54,3.50,3.63,3.50
3.54,3.61,3.61,3.51
3.58,3.60,3.73,3.53
3.66,3.60,3.66,3.57
3.63,3.53,3.63,3.50
3.55,3.54,3.63,3.40
3.51,3.36,3.55,3.36
3.33,3.29,3.33,3.20
3.33,3.53,3.58,3.33
3.46,3.60,3.63,3.46
3.54,3.52,3.54,3.47
3.64,3.62,3.69,3.51
3.66,3.84,3.95,3.65
3.90,4.36,4.99,3.90
4.40,4.31,4.46,4.26
4.23,4.17,4.25,4.01
4.06,4.40,4.43,3.95
4.40,4.34,4.40,4.09
4.38,4.42,4.45,4.11
4.30,4.23,4.41,4.23
4.31,4.32,4.45,4.00
4.37,4.31,4.37,4.20
4.38,4.34,4.38,4.20
4.28,4.35,4.42,4.12
4.24,4.25,4.31,4.15
4.15,4.23,4.28,4.10
4.08,4.14,4.17,4.07
3.93,4.11,4.15,3.93
4.19,4.27,4.28,4.07
4.22,4.30,4.30,4.10
4.19,4.55,4.60,4.15
4.47,4.40,4.47,4.26
4.25,4.40,4.49,4.25
4.48,4.47,4.49,4.40
4.45,4.49,4.50,4.45
4.60,4.43,4.60,4.43
4.55,4.79,5.24,4.55
5.62,5.24,5.62,4.75
5.21,5.15,5.30,5.00
5.27,5.12,5.41,5.05
5.22,5.10,5.35,4.87
5.02,4.99,5.28,4.90
4.97,5.15,5.30,4.97
5.04,5.02,5.17,5.00
7.10,6.46,7.35,6.21
6.50,6.32,6.54,6.25
6.40,6.08,6.40,6.03
6.17,5.98,6.17,5.95
6.00,6.01,6.23,5.94
6.00,5.96,6.08,5.94
6.00,5.93,6.14,5.88
5.90,5.85,5.97,5.80
5.85,5.85,5.90,5.84
5.85,5.98,6.00,5.85
5.88,6.00,6.07,5.88
5.97,6.07,6.08,5.97
6.07,6.05,6.10,5.96
6.01,6.06,6.08,6.01
6.10,6.07,6.15,6.05
6.03,6.20,6.26,6.03
6.13,6.31,6.37,6.10
6.30,6.25,6.31,6.15
6.21,6.14,6.35,5.95
4.23,4.37,4.50,4.19
4.44,4.25,4.44,4.15
4.25,4.25,4.33,4.09
4.22,4.15,4.25,4.05
4.14,4.18,4.28,4.07
4.13,4.14,4.25,4.10
4.16,4.17,4.26,4.10
4.11,4.07,4.28,4.06
4.06,3.99,4.19,3.98
3.95,3.80,4.01,3.75
3.80,3.72,3.80,3.72
3.67,3.72,3.72,3.67
3.72,3.78,3.95,3.72
3.80,3.81,3.85,3.77
3.83,3.86,3.88,3.78
3.90,3.97,3.98,3.86
3.96,3.99,4.01,3.91
3.96,3.93,3.97,3.90
3.90,3.85,3.94,3.85
3.87,3.85,3.91,3.84
3.85,3.90,3.91,3.84
3.93,3.88,3.93,3.83
3.90,3.85,3.90,3.85
3.86,3.86,3.88,3.84
3.84,3.90,3.90,3.84
3.86,3.84,3.90,3.84
3.82,3.90,3.90,3.80
3.87,3.89,3.91,3.83
3.84,3.87,3.90,3.81
3.86,3.82,3.88,3.78
3.83,3.83,3.88,3.82
3.80,3.86,3.89,3.80
3.83,3.83,3.84,3.81
3.84,3.79,3.84,3.76
3.81,3.70,3.81,3.70
3.70,3.79,3.80,3.64
3.76,3.76,3.80,3.65
3.71,3.69,3.75,3.62
3.66,3.66,3.74,3.66
3.66,3.55,3.82,3.45
3.56,3.61,3.63,3.53
3.66,3.64,3.73,3.53
3.61,3.65,3.73,3.61
3.70,3.70,3.79,3.60
3.72,3.66,3.81,3.64
3.67,3.75,3.80,3.65
3.72,3.77,3.79,3.72
3.76,3.78,3.78,3.74
3.67,3.69,3.71,3.67
3.79,3.71,3.81,3.67
3.66,3.67,3.78,3.66
3.66,3.66,3.72,3.64
3.71,3.63,3.72,3.63
3.65,3.66,3.76,3.65
3.60,3.76,3.77,3.60
3.64,3.72,3.80,3.64
3.80,3.63,3.80,3.60
3.70,3.62,3.70,3.62
3.62,3.55,3.66,3.55
3.65,3.60,3.65,3.59
3.60,3.55,3.67,3.55
3.56,3.55,3.58,3.50
3.55,3.55,3.60,3.55
3.55,3.58,3.59,3.53
3.59,3.55,3.68,3.52
3.53,3.51,3.54,3.51
3.51,3.59,3.59,3.51
3.53,3.49,3.59,3.49
3.50,3.60,3.60,3.43
3.57,3.43,3.71,3.43
3.44,3.28,3.63,3.25
3.26,3.38,3.50,3.26
3.39,3.42,3.54,3.28
3.37,3.35,3.58,3.35
3.47,3.36,3.47,3.33
3.37,3.31,3.48,3.31
3.30,3.34,3.39,3.30
3.35,3.23,3.47,3.23
3.33,3.44,3.56,3.21
3.50,3.60,3.60,3.48
3.47,3.49,3.68,3.47
3.57,3.52,3.70,3.52
3.46,3.64,3.65,3.44
3.44,3.37,3.50,3.37
3.33,3.39,3.59,3.33
3.40,3.35,3.40,3.35
3.34,3.27,3.39,3.25
3.32,3.36,3.47,3.32
3.38,3.34,3.48,3.34
3.30,3.38,3.38,3.25
3.38,3.24,3.39,3.18
3.22,3.31,3.31,3.21
3.26,3.28,3.44,3.21
N/A,N/A,N/A,N/A
3.35,3.21,3.47,3.13
3.25,3.25,3.43,3.22
3.24,3.29,3.40,3.21
3.30,3.20,3.30,3.20
3.20,3.20,3.37,3.20
3.21,3.28,3.28,3.19
3.14,3.27,3.29,3.02
3.29,3.36,3.40,3.29
3.37,3.27,3.38,3.27
3.26,3.23,3.34,3.23
3.30,3.21,3.38,3.21
N/A,N/A,N/A,N/A
3.21,3.28,3.38,3.21
3.25,3.30,3.50,3.25
3.31,3.21,3.35,3.21
3.27,3.34,3.34,3.26
3.38,3.46,3.48,3.38
3.26,3.33,3.33,3.26
N/A,N/A,N/A,N/A
3.25,3.24,3.35,3.22
3.23,3.22,3.34,3.22
3.30,3.34,3.35,3.24
3.31,3.35,3.39,3.29
3.33,3.38,3.39,3.28
3.38,3.31,3.41,3.29
3.35,3.23,3.38,3.23
3.22,3.39,3.39,3.22
3.37,3.39,3.39,3.31
3.36,3.51,3.61,3.36
3.58,3.62,3.85,3.50
3.65,3.48,3.80,3.44
3.45,3.54,3.54,3.35
3.53,3.52,3.65,3.48
3.60,3.59,3.61,3.59
3.60,3.54,3.63,3.54
3.54,3.55,3.64,3.38
3.49,3.55,3.66,3.49
3.53,3.60,3.84,3.53
3.67,3.67,3.68,3.60
3.63,3.68,3.73,3.63
3.64,4.00,4.20,3.64
4.00,3.86,4.05,3.86
3.84,3.78,4.22,3.72
3.75,3.78,4.12,3.75
3.89,3.99,4.10,3.69
3.93,3.92,4.06,3.90
3.79,3.74,3.95,3.69
3.85,3.70,3.86,3.69
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.68,3.68,3.68,3.68
3.62,3.64,3.64,3.62
3.65,3.63,3.98,3.63
3.63,3.70,3.86,3.63
3.67,3.65,3.76,3.64
3.38,3.62,3.89,3.38
3.59,3.87,3.97,3.59
3.78,4.11,4.14,3.71
4.13,3.81,4.13,3.80
3.87,3.99,4.10,3.87
3.72,3.73,3.99,3.72
3.72,3.70,3.91,3.68
3.70,3.93,4.01,3.70
N/A,N/A,N/A,N/A
3.76,3.93,3.95,3.72
3.90,3.89,3.96,3.88
3.88,4.01,4.01,3.85
3.98,4.00,4.03,3.90
4.00,3.77,4.00,3.77
3.80,3.80,3.80,3.80
3.74,3.94,3.96,3.73
3.92,3.57,4.00,3.53
3.57,3.82,3.91,3.57
3.59,3.59,3.86,3.58
3.61,3.63,3.89,3.60
3.64,3.75,3.86,3.64
3.69,3.65,3.90,3.57
3.73,3.76,3.90,3.73
3.85,3.86,3.90,3.85
3.76,3.90,3.90,3.76
3.80,3.85,3.86,3.77
3.82,3.92,4.00,3.78
3.92,3.79,3.99,3.70
3.62,3.91,3.92,3.62
3.65,3.40,3.86,3.40
3.58,3.56,3.74,3.55
3.51,3.50,3.70,3.48
3.59,3.80,3.89,3.50
3.73,3.65,3.83,3.51
3.67,3.84,3.90,3.67
3.87,3.76,3.87,3.65
3.69,3.80,3.84,3.67
3.52,3.68,3.85,3.52
3.63,3.54,3.68,3.52
3.55,3.81,3.82,3.55
3.52,3.62,3.62,3.52
