NC,NACCO Industries,NASDAQ
104.85,109.15,110.86,104.85
110.38,103.79,111.06,99.00
104.11,103.22,104.11,100.88
104.24,101.72,106.73,101.35
101.05,101.47,102.04,99.90
100.35,100.63,101.35,98.85
101.72,98.89,102.00,97.37
98.44,99.26,99.90,98.44
100.21,95.47,100.21,94.30
96.64,100.45,101.11,95.86
100.92,101.42,102.45,99.89
106.00,112.41,112.57,106.00
112.00,105.39,112.00,104.01
104.55,104.18,105.70,103.30
104.68,99.77,104.99,99.40
100.55,104.35,104.35,98.54
102.97,103.02,104.35,101.78
101.75,98.52,102.24,98.07
99.26,96.95,100.50,96.57
95.64,92.89,96.55,91.05
93.56,95.64,97.30,93.01
98.05,98.00,99.70,96.80
97.95,99.61,100.17,96.75
99.32,98.52,99.45,96.93
96.07,93.67,96.76,91.12
95.38,97.68,98.67,94.44
96.55,96.56,97.50,95.97
95.47,94.12,95.47,91.16
92.25,92.61,95.00,91.65
94.89,95.79,96.47,94.00
96.14,98.47,98.70,95.80
98.16,101.63,102.13,97.54
101.05,101.57,103.44,99.96
103.50,104.06,104.99,101.77
104.26,103.73,104.26,102.96
104.94,104.61,105.47,103.95
104.92,107.30,108.04,104.57
107.59,104.59,108.63,103.00
105.20,108.76,109.22,103.17
108.19,110.84,112.00,108.18
110.91,114.80,115.38,110.91
115.29,119.26,119.26,113.04
119.53,115.08,121.73,114.93
116.29,116.63,117.47,115.43
116.54,115.45,116.68,114.79
115.64,115.30,115.97,114.78
115.02,114.86,116.50,114.50
114.63,115.27,116.23,113.61
115.36,112.20,115.40,112.20
112.36,111.89,113.06,111.88
111.76,108.37,111.76,108.37
110.08,110.30,114.39,110.05
110.79,106.34,111.09,103.29
105.75,111.21,112.85,105.75
111.56,111.76,111.76,109.79
112.20,113.03,115.00,110.13
112.00,115.76,117.36,111.56
116.43,116.81,118.50,115.13
118.35,116.73,118.85,114.98
116.28,114.86,116.65,114.73
115.26,115.94,117.71,114.70
115.40,116.96,117.48,114.15
116.34,110.52,116.50,110.35
110.15,107.05,110.49,106.12
108.42,104.39,109.22,103.70
104.77,105.00,107.20,104.37
104.58,104.90,106.05,103.00
105.85,108.98,109.75,104.79
108.51,107.87,109.86,105.73
108.41,110.50,116.23,108.41
100.25,100.25,111.41,100.25
103.05,109.28,110.94,102.59
109.31,109.60,110.00,106.75
109.75,108.32,110.26,106.28
108.57,108.75,108.99,106.42
108.45,107.76,110.26,106.69
107.37,110.78,110.78,106.70
109.76,106.76,109.90,106.01
105.58,107.01,107.75,105.58
106.69,107.85,107.90,106.69
107.85,109.53,109.62,107.50
109.31,110.06,110.20,108.00
110.33,119.80,119.80,110.33
118.90,123.70,124.53,118.73
124.62,125.57,132.69,124.00
123.13,119.90,127.99,118.75
119.63,118.92,121.00,116.74
118.62,117.93,123.21,117.32
119.29,122.20,122.20,118.11
123.85,124.55,124.57,120.78
124.54,118.55,128.00,116.86
118.96,119.50,123.10,117.10
122.63,114.98,124.00,111.84
115.48,109.04,115.48,108.41
109.35,104.09,110.00,103.31
105.11,106.40,108.40,102.55
106.64,107.21,108.98,104.89
104.53,101.59,104.53,101.01
100.73,100.62,102.51,97.36
99.75,97.85,99.99,96.85
94.47,95.95,96.68,92.97
96.70,93.21,97.81,93.15
95.97,93.81,98.03,93.79
95.80,91.11,98.14,91.11
93.32,96.79,96.81,92.39
96.58,98.80,99.39,95.36
98.78,99.61,101.20,97.40
100.86,99.60,101.47,98.38
99.98,102.04,103.70,98.02
102.05,103.77,104.10,101.46
103.73,105.99,106.76,102.49
107.72,107.83,108.72,105.83
107.92,110.67,110.74,107.08
111.95,109.09,111.95,108.71
110.00,109.07,110.25,108.58
109.54,107.50,109.55,106.16
108.73,106.26,109.01,106.05
107.06,105.32,107.67,104.00
106.59,104.00,106.59,103.00
104.39,105.00,107.09,104.02
103.29,103.50,103.90,101.13
104.80,100.90,105.54,98.38
100.52,100.68,101.54,99.08
100.38,102.05,104.47,99.74
99.03,103.90,104.10,98.38
104.00,102.60,104.89,101.52
105.00,104.37,105.00,102.76
105.88,104.68,105.88,103.98
104.30,105.24,105.26,103.88
105.39,106.12,106.80,103.96
106.48,105.36,106.48,104.46
105.12,103.36,105.25,102.51
104.06,105.23,105.94,103.40
108.50,102.56,108.50,102.56
102.26,99.81,102.47,98.52
99.92,100.08,100.72,97.50
104.00,101.65,106.32,99.67
104.78,103.06,104.99,101.76
103.25,104.50,104.91,103.22
105.10,105.98,107.33,105.10
105.00,102.31,105.00,100.52
101.59,102.21,103.02,99.27
102.70,98.45,102.70,98.15
97.99,96.45,98.95,96.35
95.73,94.48,95.73,93.02
94.90,97.22,97.64,92.48
98.42,95.78,101.13,95.75
95.07,93.32,95.07,91.68
91.68,93.18,94.79,91.68
94.51,93.13,94.64,92.90
92.89,93.56,94.30,92.89
92.94,92.50,93.18,91.45
92.65,93.90,94.44,91.74
95.48,97.80,98.10,94.25
97.80,95.54,97.97,94.18
95.84,98.23,99.23,94.73
96.00,97.61,98.60,95.52
97.84,97.43,99.20,96.84
98.36,91.10,99.57,90.87
90.55,88.39,91.87,88.14
89.06,90.42,92.56,89.00
89.42,88.56,90.35,87.20
89.68,90.45,91.66,89.19
92.18,91.12,93.70,91.00
89.61,90.70,91.08,88.99
90.73,90.04,93.90,89.35
90.93,87.80,91.00,87.35
87.55,91.95,92.78,87.39
93.49,93.41,95.73,92.25
92.92,89.49,93.41,89.24
88.50,91.17,91.79,86.55
91.50,92.16,92.16,89.92
92.17,93.05,94.29,90.79
93.86,94.28,95.24,92.61
95.15,95.33,96.00,93.37
95.85,96.82,97.27,95.50
96.64,100.17,100.89,96.32
100.32,98.15,100.32,97.01
98.24,98.64,99.00,96.49
99.71,103.47,103.70,99.41
101.64,100.88,101.64,98.20
98.74,96.55,99.95,96.10
96.57,96.83,99.96,96.57
97.97,100.07,101.97,97.97
100.67,96.97,100.68,96.51
98.05,96.35,99.15,95.16
96.18,94.83,96.18,92.75
95.98,97.30,98.00,94.85
97.60,97.03,98.03,96.66
97.47,100.00,100.44,96.34
99.52,97.32,99.52,97.29
95.50,94.51,97.00,94.43
94.55,92.85,94.80,91.84
92.44,91.02,92.96,90.31
91.00,90.99,92.38,90.54
90.00,90.88,93.30,88.81
93.38,91.43,93.38,91.00
91.56,88.08,93.38,88.03
88.53,89.01,89.94,83.10
86.51,76.84,87.16,75.00
77.99,77.36,78.44,69.63
70.02,69.02,74.00,69.00
71.00,76.16,76.25,68.00
75.00,71.61,76.07,71.12
72.52,75.82,77.00,72.47
76.67,76.13,77.15,74.88
77.40,78.28,79.15,76.93
76.43,75.77,77.04,74.70
75.87,75.27,77.86,74.81
72.23,70.86,73.07,70.25
69.47,69.16,71.54,68.01
71.62,68.97,71.62,66.68
69.63,74.60,75.24,68.52
74.63,75.45,76.65,73.09
76.49,72.06,76.60,71.59
71.72,75.28,75.90,70.25
76.50,77.21,78.32,75.34
76.20,76.86,77.42,72.65
77.47,76.71,78.60,74.10
76.46,75.16,77.90,74.89
73.59,72.54,75.03,71.31
69.63,71.15,71.61,69.05
72.91,74.24,74.43,71.68
73.71,71.16,74.19,70.51
69.95,68.90,71.79,67.27
67.83,68.33,69.00,66.45
68.57,70.50,71.43,67.49
71.09,73.01,74.69,69.64
74.21,74.07,74.64,72.50
74.40,73.06,74.69,72.82
70.77,71.76,72.95,70.51
71.68,69.03,72.33,69.03
69.00,66.51,69.94,66.51
64.74,61.13,67.17,60.01
60.98,62.90,63.58,60.98
64.18,64.25,64.30,61.07
65.54,66.15,69.73,64.51
66.02,63.17,67.21,63.14
65.74,64.85,65.74,63.17
63.58,63.40,65.54,63.05
63.05,59.80,64.46,59.80
59.50,63.93,64.00,56.53
63.82,65.03,66.10,62.42
65.00,68.87,69.35,64.28
69.21,67.33,69.97,65.88
69.30,69.50,70.10,67.09
69.12,70.37,70.74,68.39
71.87,72.50,73.14,71.12
72.08,71.86,72.36,70.85
72.99,73.58,74.31,71.86
73.10,71.76,73.76,71.48
72.08,72.88,74.13,70.08
72.84,72.10,74.23,71.13
72.17,70.69,72.54,68.90
72.60,72.50,73.82,71.24
73.28,77.23,77.68,73.28
76.68,75.04,77.27,74.03
76.96,77.65,78.23,74.59
82.17,83.31,85.89,79.41
82.95,83.67,85.46,80.98
81.70,82.10,85.30,81.13
78.50,77.11,80.46,76.71
78.53,79.24,79.82,77.08
80.44,83.27,83.79,77.43
81.99,82.62,83.07,80.64
82.61,81.85,82.61,78.63
81.70,81.98,82.68,79.71
79.99,78.84,81.39,77.39
80.84,84.55,85.35,79.34
85.87,83.97,87.90,82.73
83.59,82.11,84.47,81.38
81.99,82.98,83.69,81.20
81.21,82.52,85.10,80.81
82.74,80.80,83.54,80.24
81.25,81.58,82.33,80.00
80.00,80.64,81.74,79.00
80.50,78.46,80.73,78.31
77.66,74.10,78.35,73.90
73.70,72.72,75.75,72.33
75.68,75.35,78.93,74.23
75.19,76.67,76.94,74.41
80.37,79.35,80.97,78.01
78.66,77.71,79.31,77.70
79.41,77.78,80.29,77.62
79.50,82.00,82.16,78.65
80.84,82.68,84.52,80.22
81.59,83.18,83.84,78.39
81.19,78.89,82.16,78.52
78.77,84.40,84.84,78.77
83.31,84.42,84.87,81.80
85.84,81.23,86.90,80.94
80.25,80.25,80.53,79.09
82.06,84.09,84.30,81.49
84.50,84.01,86.20,82.57
84.00,83.77,85.84,83.77
86.44,88.96,89.05,86.44
88.27,88.64,89.85,86.71
89.60,91.25,91.25,88.65
91.84,91.36,92.98,90.75
91.31,91.47,92.33,90.31
91.53,88.98,91.53,88.29
89.52,89.99,91.05,89.52
89.94,89.22,91.10,88.70
91.18,91.43,92.69,89.99
91.01,90.00,91.49,89.90
89.55,91.49,91.88,88.39
91.77,90.07,92.95,90.07
91.02,92.45,92.76,89.99
94.34,94.78,95.22,94.03
94.21,96.20,97.08,93.14
96.20,97.20,97.40,94.87
95.68,97.37,98.40,95.68
98.42,96.98,98.64,96.19
97.13,99.21,99.21,95.82
99.39,98.61,99.83,97.76
95.80,94.95,96.73,93.82
94.80,94.21,95.50,92.54
93.70,96.47,96.53,92.21
96.52,97.77,98.19,95.25
98.59,98.63,99.10,97.31
98.47,101.96,101.96,98.47
101.00,102.25,103.01,99.96
103.27,102.20,103.27,100.53
102.98,105.71,106.00,102.32
105.50,101.42,107.82,99.27
103.44,102.22,103.44,101.54
101.87,101.01,103.16,100.35
101.03,102.14,104.53,100.96
102.64,103.74,105.00,102.27
104.26,103.20,104.36,101.85
101.76,99.78,103.09,99.78
101.15,101.03,101.95,100.38
100.77,100.30,101.94,99.63
100.57,99.09,101.89,98.04
99.45,101.05,101.75,99.45
101.60,102.06,102.76,101.52
102.82,106.01,106.84,102.82
105.92,104.89,106.68,104.68
104.89,104.32,105.83,103.29
104.79,103.65,105.34,103.57
103.64,101.80,103.69,101.11
101.75,101.10,101.85,100.18
101.27,97.80,102.38,97.80
99.95,102.74,104.41,99.88
102.53,98.28,102.53,97.31
97.88,100.45,100.92,97.88
98.50,98.62,99.88,97.02
100.21,98.07,101.03,97.10
98.50,98.86,99.71,96.69
98.80,99.97,102.28,97.95
99.76,100.92,101.56,98.61
102.00,105.67,106.71,102.00
105.26,100.73,106.00,100.68
101.10,107.98,108.50,100.40
108.62,110.23,110.65,107.55
110.35,112.71,115.32,109.32
111.16,111.45,112.29,110.00
111.49,112.60,113.59,110.63
111.12,112.16,112.55,110.05
111.64,114.19,114.99,110.63
115.25,117.47,119.25,114.33
117.81,115.98,118.54,115.83
116.65,116.81,117.27,112.95
115.96,117.65,118.25,115.80
118.26,116.37,118.26,116.01
115.50,119.31,119.31,115.22
118.95,116.38,118.95,115.84
114.55,114.47,115.00,113.21
114.45,116.17,116.58,113.33
112.51,112.56,113.86,110.87
112.16,108.66,113.97,106.71
109.00,110.66,111.60,108.88
110.82,112.95,113.88,110.00
111.93,110.62,112.35,110.27
111.60,113.00,113.62,109.68
114.59,116.51,117.43,114.39
116.11,114.60,116.11,112.36
114.36,114.40,116.29,112.54
114.44,115.32,117.90,114.25
113.76,110.78,114.02,110.44
110.60,111.25,111.62,109.77
113.67,112.90,114.29,111.74
112.52,113.22,114.22,111.28
113.44,115.18,115.29,111.35
114.44,113.47,114.54,112.12
113.89,111.40,114.25,111.01
110.50,113.00,113.00,110.50
112.17,111.54,113.00,110.60
111.31,106.71,111.31,106.04
105.83,107.59,108.69,104.62
106.67,110.77,111.32,105.90
108.47,110.36,111.87,108.47
111.41,109.47,112.40,108.71
109.06,109.21,110.36,107.70
107.53,104.77,109.80,104.41
105.09,104.81,106.23,103.80
105.21,105.62,106.51,104.59
106.11,101.11,106.11,101.09
100.87,102.78,104.54,100.87
102.92,104.68,105.40,101.20
104.64,106.37,106.90,104.40
105.14,107.52,107.95,103.92
107.96,105.25,107.96,103.12
105.40,104.33,106.61,102.73
105.77,107.44,107.69,105.02
105.59,105.11,106.33,104.03
105.32,104.93,105.76,102.15
101.72,100.26,102.42,99.49
100.26,99.30,100.92,97.54
98.58,100.78,101.18,97.91
101.28,104.29,104.39,101.28
103.21,101.38,106.29,100.53
100.52,104.99,105.44,99.94
106.88,102.48,108.54,102.48
102.48,106.65,107.34,102.48
106.39,102.58,108.36,99.91
102.80,105.27,106.93,102.80
105.38,106.62,107.73,104.15
105.34,107.36,108.80,104.80
107.90,111.25,111.76,107.23
111.68,108.68,111.68,107.82
109.09,104.33,109.09,103.99
105.69,106.64,107.25,102.98
104.02,105.36,106.66,102.27
106.18,107.67,109.71,104.88
107.88,110.01,111.04,107.88
109.54,115.74,116.61,109.54
118.03,116.25,119.31,115.75
116.24,117.94,117.95,114.98
117.92,123.57,123.57,117.92
122.07,124.85,125.50,121.55
122.92,125.08,129.20,121.05
124.67,120.63,125.10,118.62
121.40,116.72,123.56,116.30
116.65,113.94,117.60,113.33
113.41,113.62,114.79,112.04
113.94,116.67,117.25,113.51
116.17,110.84,116.17,110.39
111.26,110.34,112.51,106.23
110.33,111.30,112.02,109.42
111.64,107.70,111.64,107.17
106.39,106.24,107.07,104.18
104.00,104.25,106.25,101.91
104.73,101.72,104.89,99.25
102.94,101.39,104.78,99.45
103.74,103.38,104.08,100.58
103.77,105.90,107.35,101.37
106.67,102.95,106.67,102.22
102.80,100.15,102.97,99.78
101.17,100.02,103.67,98.81
99.67,99.31,100.48,97.95
105.96,105.93,109.94,104.46
105.58,107.49,108.16,105.09
107.93,107.74,109.39,106.63
106.65,106.05,107.08,104.80
106.11,105.68,107.32,104.89
105.31,105.21,106.83,104.79
105.01,103.44,105.31,101.67
104.75,104.05,105.07,102.86
103.52,106.00,106.58,101.53
105.50,106.93,107.58,104.06
105.77,107.16,107.37,105.05
106.50,106.47,107.57,105.19
106.74,110.15,111.92,106.74
109.75,108.12,110.50,108.03
108.04,106.93,108.95,106.38
106.11,106.25,107.67,106.10
106.66,104.54,107.33,103.52
104.51,104.04,105.83,104.04
103.71,105.63,106.45,103.70
105.00,105.60,106.23,103.78
106.63,106.40,107.47,105.22
106.24,105.82,106.75,103.77
106.68,104.99,107.10,104.95
106.05,108.86,109.20,105.77
109.50,109.50,109.94,108.11
109.70,110.00,110.77,108.86
110.10,107.74,110.10,106.11
108.20,109.24,109.52,106.20
108.35,110.34,110.99,107.10
110.26,113.21,114.86,110.26
112.74,112.44,113.50,110.40
111.50,113.07,113.69,111.50
113.06,112.69,113.77,112.12
111.60,112.70,112.91,109.84
113.38,112.48,114.42,112.44
113.65,117.46,118.46,113.55
117.96,112.45,119.27,110.95
113.34,114.34,117.35,112.42
115.83,118.91,119.38,115.26
118.03,125.41,126.90,117.15
41.50,43.47,44.84,41.04
43.65,44.96,45.11,43.63
45.00,47.37,47.43,45.00
47.73,49.94,50.00,47.63
50.44,48.63,51.50,47.88
48.10,48.10,48.91,47.59
48.00,48.00,48.04,46.84
48.06,48.76,49.20,47.60
48.76,48.61,48.95,48.44
48.72,49.37,49.79,48.42
49.32,49.19,49.62,48.59
49.85,50.05,50.27,49.61
49.95,51.63,51.91,49.74
51.15,51.00,51.50,50.85
51.00,49.72,51.22,49.42
50.44,50.58,51.13,49.76
49.16,50.17,50.60,48.02
50.57,50.42,51.08,50.18
51.21,50.66,51.21,50.49
51.07,50.63,51.37,50.06
50.50,50.64,50.94,49.98
50.67,52.00,52.40,50.67
51.70,52.95,53.00,50.42
53.00,52.83,53.09,52.40
53.00,53.49,54.28,52.85
52.58,52.08,52.68,51.44
52.61,53.57,54.05,52.31
53.28,53.92,54.11,52.88
54.31,53.82,54.31,53.29
53.40,53.50,54.80,53.40
54.22,53.15,55.84,53.11
54.49,54.80,55.05,53.35
54.64,53.50,55.20,53.44
54.44,54.89,54.89,54.04
55.09,54.94,55.15,54.64
54.96,55.00,55.36,54.34
55.33,57.34,57.34,55.18
57.28,56.85,57.58,56.81
56.93,57.43,57.83,56.88
54.37,54.02,54.75,53.46
54.35,54.04,54.75,53.72
54.14,53.32,54.14,52.68
51.19,50.82,53.12,49.24
50.73,51.30,52.53,50.73
51.38,53.22,53.32,50.98
53.00,54.14,54.34,52.38
54.50,54.77,55.24,54.37
54.63,54.56,54.96,54.01
55.40,56.03,56.28,55.19
55.92,55.88,56.77,55.37
55.79,55.87,56.50,55.36
55.92,56.20,56.62,55.67
56.21,57.46,57.80,56.21
57.49,58.40,58.45,57.49
58.62,59.00,60.17,58.19
58.91,59.57,59.97,58.91
58.98,59.37,59.79,58.55
59.24,59.72,60.34,59.08
59.65,59.82,60.69,59.65
59.80,59.56,60.20,58.70
59.31,59.64,60.49,59.11
59.88,60.69,60.96,59.81
61.99,62.93,63.53,61.99
63.26,63.09,64.72,62.28
63.42,65.27,65.64,63.12
64.74,65.26,65.60,64.35
65.37,64.91,65.72,64.50
64.96,65.61,65.95,64.92
66.19,66.35,66.65,65.25
66.23,64.80,66.50,64.02
64.58,65.31,65.33,64.05
65.01,66.11,66.82,65.01
65.68,65.90,66.26,65.33
65.97,66.25,67.35,65.35
66.06,65.46,66.25,65.23
65.67,65.37,66.00,64.74
65.46,65.08,65.89,64.25
65.00,65.94,66.05,64.61
66.09,65.65,66.42,65.04
65.59,65.73,66.11,64.79
65.83,65.86,66.15,65.12
65.48,64.45,65.89,64.38
64.48,65.16,65.47,64.02
65.66,65.73,66.03,65.31
65.36,64.43,65.60,64.02
64.55,65.73,66.03,64.24
65.39,64.51,66.22,64.23
64.35,64.12,64.75,62.25
64.13,63.75,64.57,63.59
63.93,63.68,64.32,63.56
63.76,65.56,65.96,63.68
65.43,65.02,66.24,64.13
64.64,66.04,66.88,64.64
66.43,65.66,66.43,65.57
65.89,66.17,66.21,65.01
66.01,63.05,66.12,62.96
63.06,61.43,63.06,60.59
61.91,62.52,62.81,61.91
62.99,56.97,63.48,56.95
57.42,57.38,57.84,57.00
56.92,57.40,58.04,56.65
57.60,58.09,58.11,57.48
57.37,57.87,59.33,56.66
57.25,57.91,58.08,56.85
58.37,57.13,58.95,56.85
57.10,55.49,57.39,53.49
55.32,55.26,56.39,53.07
55.70,55.20,55.84,55.09
55.19,55.03,55.55,54.88
55.03,55.22,55.47,54.99
55.09,55.51,55.67,55.06
55.23,56.32,56.37,55.23
56.46,56.05,56.56,55.60
55.34,55.96,56.56,55.00
55.93,55.92,56.27,55.01
56.19,55.70,56.71,54.24
55.00,54.88,55.59,54.79
55.25,55.23,55.76,54.86
55.19,55.39,56.16,54.76
55.73,54.73,55.83,54.21
54.18,53.85,54.66,53.55
53.98,53.36,54.17,53.16
53.45,52.97,53.45,52.23
53.46,50.85,53.46,50.64
50.90,49.53,50.90,49.06
49.53,49.72,49.78,49.24
49.01,49.11,49.19,48.41
49.13,49.21,49.45,48.96
49.17,48.97,49.76,48.83
49.19,52.28,52.54,49.19
52.08,52.93,53.24,52.08
52.88,53.42,53.74,52.86
53.15,52.51,53.27,52.22
53.30,52.99,53.30,52.38
52.52,52.25,52.74,52.10
52.24,54.03,54.50,52.11
54.29,55.30,55.37,54.00
55.32,54.96,55.83,54.08
55.32,56.79,56.96,55.30
56.59,57.49,57.90,56.59
57.49,57.36,58.85,57.26
57.33,56.28,57.33,56.13
56.22,57.05,58.22,56.22
57.25,58.02,58.02,57.05
57.16,53.30,57.34,53.26
52.99,51.08,53.25,50.74
51.69,50.50,51.97,50.25
50.63,50.17,51.33,49.80
50.39,48.87,50.39,48.08
48.90,50.20,51.36,48.90
49.97,49.17,50.05,48.51
49.40,48.72,49.40,48.51
48.72,48.54,48.81,47.69
48.33,49.92,49.98,48.33
49.51,52.07,52.10,49.29
51.72,53.11,53.50,51.12
53.20,54.18,54.46,53.20
53.82,54.46,54.66,53.43
54.42,54.04,54.98,53.99
54.22,53.71,54.98,53.53
52.82,54.28,54.74,52.82
53.91,54.24,54.67,53.05
55.23,56.52,56.68,54.76
55.79,56.45,57.29,55.79
56.60,56.60,57.15,56.35
56.37,56.02,56.75,56.00
56.01,54.29,56.39,53.01
54.21,52.52,54.47,51.29
52.42,52.35,52.95,51.52
52.24,56.09,56.15,52.24
56.69,57.63,57.98,56.12
58.01,59.05,59.78,57.90
58.72,57.56,58.72,57.55
57.82,57.31,58.34,57.09
57.30,58.85,58.98,57.14
58.90,59.30,60.00,58.35
60.03,57.13,60.34,56.94
57.12,58.83,59.34,56.22
58.85,58.35,59.41,58.35
57.67,56.37,58.26,56.10
