NC,NACCO Industries,NASDAQ
93.45,92.85,94.02,92.50
91.06,93.80,94.25,91.06
94.20,94.20,94.45,91.05
94.40,94.45,96.00,91.96
94.85,94.60,96.30,94.15
93.95,90.50,94.70,90.10
90.90,91.00,91.85,90.70
91.50,94.00,94.00,91.50
94.30,94.10,94.45,93.40
94.65,95.00,96.15,94.60
95.10,93.00,95.25,92.55
91.70,90.20,92.85,89.19
90.41,91.40,91.40,90.15
92.40,92.05,92.40,91.55
92.80,94.00,94.60,92.80
93.80,92.25,93.80,92.05
92.90,90.55,92.90,90.30
91.60,88.50,91.65,87.90
88.95,88.85,90.30,88.00
88.70,87.75,89.90,87.75
87.50,85.00,87.53,84.05
84.75,82.45,85.00,81.65
82.40,83.00,83.79,81.88
83.00,82.80,83.30,82.13
82.35,81.55,82.50,80.40
81.85,83.40,83.65,81.78
