MSON,MISONIX,NASDAQ
9.60,9.15,9.60,9.00
9.45,9.25,9.45,9.10
9.40,9.65,9.85,9.35
9.80,9.90,9.90,9.45
9.90,9.80,9.95,9.65
9.95,9.70,9.95,9.70
9.90,9.60,9.90,9.45
9.85,9.55,9.85,9.00
9.70,9.65,9.70,9.15
9.60,9.50,9.60,9.45
9.65,9.80,9.90,9.55
9.65,10.40,10.45,9.65
10.15,10.15,10.35,9.65
10.05,10.05,10.30,9.82
9.95,10.00,10.05,9.75
10.10,10.75,11.20,10.00
10.60,10.45,10.75,10.33
10.15,10.10,10.26,10.10
10.13,10.05,10.44,10.05
10.20,10.65,10.80,10.20
10.55,10.35,10.70,10.20
10.45,10.60,10.75,10.45
10.77,10.65,10.88,10.65
10.85,10.80,10.95,10.35
10.85,10.90,11.00,10.50
10.80,11.10,11.15,10.65
