MSON,MISONIX,NASDAQ
1.99,1.98,1.99,1.92
2.02,1.92,2.02,1.92
1.92,2.05,2.05,1.92
2.06,2.09,2.12,2.05
2.11,2.08,2.13,2.08
2.14,2.08,2.15,2.03
2.06,2.10,2.10,2.06
2.06,2.13,2.14,2.05
2.12,2.05,2.13,2.05
2.10,2.14,2.22,2.10
2.17,2.15,2.28,2.14
2.26,2.22,2.26,2.19
2.22,2.20,2.25,2.20
2.20,2.32,2.36,2.20
2.33,2.15,2.45,2.15
2.23,2.22,2.23,2.22
2.22,2.22,2.22,2.22
2.26,2.29,2.30,2.26
2.23,2.19,2.23,2.19
2.19,2.19,2.19,2.19
2.19,2.18,2.19,2.18
2.24,2.25,2.25,2.17
2.24,2.23,2.25,2.17
2.16,2.25,2.25,2.16
2.22,2.25,2.25,2.15
2.29,2.35,2.35,2.29
2.35,2.35,2.36,2.35
2.31,2.19,2.31,2.19
2.20,2.34,2.34,2.20
2.34,2.33,2.35,2.32
2.21,2.21,2.23,2.20
2.16,2.25,2.25,2.16
2.22,2.24,2.25,2.20
2.24,2.30,2.30,2.24
2.30,2.30,2.38,2.15
2.29,2.51,2.55,2.29
2.60,2.81,2.97,2.60
2.90,2.90,3.07,2.83
3.09,3.18,3.65,2.91
3.44,3.39,3.44,2.99
3.32,3.05,3.39,3.05
3.05,3.14,3.23,3.05
3.17,3.10,3.23,2.86
3.07,2.77,3.07,2.75
2.80,2.72,2.99,2.72
2.82,2.74,2.82,2.71
2.82,2.67,2.82,2.67
2.65,2.60,2.65,2.50
2.49,2.48,2.62,2.42
2.47,2.56,2.56,2.40
2.51,2.85,3.10,2.51
2.80,2.85,3.00,2.80
2.88,2.90,2.92,2.80
2.90,3.00,3.00,2.89
2.96,3.09,3.09,2.95
3.05,3.05,3.06,3.00
3.05,3.12,3.12,3.00
3.12,3.05,3.13,3.00
3.01,3.07,3.07,3.01
2.91,3.05,3.10,2.91
3.11,3.12,3.12,3.11
3.05,3.12,3.12,3.01
3.12,3.05,3.12,2.91
3.10,2.91,3.10,2.91
3.12,3.02,3.12,2.91
2.87,3.04,3.10,2.85
2.95,3.04,3.04,2.95
2.84,3.23,3.23,2.84
3.10,3.00,3.17,2.97
3.01,3.08,3.08,2.90
3.18,3.28,3.34,3.15
3.08,3.31,3.39,3.08
3.27,3.37,3.39,3.27
3.32,2.92,3.32,2.91
2.93,3.11,3.11,2.93
3.32,3.18,3.32,3.18
3.14,2.95,3.14,2.92
2.95,2.99,3.00,2.91
2.99,2.99,2.99,2.99
2.99,2.99,3.03,2.97
2.93,3.03,3.05,2.93
2.99,3.00,3.00,2.99
3.04,3.09,3.28,3.03
3.14,3.60,4.20,3.08
3.60,3.69,3.69,3.40
3.75,3.80,3.98,3.69
3.80,3.99,4.13,3.60
4.00,4.15,4.38,3.99
4.23,4.01,4.30,4.00
4.00,4.03,4.15,4.00
4.15,4.16,4.16,3.92
4.11,4.30,4.30,4.11
4.15,4.52,4.60,4.06
4.51,4.52,4.67,4.42
4.55,4.32,4.64,4.20
4.23,4.28,4.39,4.12
4.30,4.40,4.50,4.30
4.49,4.60,4.60,4.41
4.68,4.50,4.73,4.35
4.42,4.35,4.57,4.29
4.24,4.14,4.40,4.12
4.30,4.13,4.39,4.09
4.08,4.15,4.34,4.01
4.20,4.36,4.40,4.20
4.42,4.40,4.42,4.31
4.40,4.39,4.42,4.25
4.18,4.27,4.30,4.18
4.30,4.37,4.38,4.23
4.39,4.38,4.39,4.27
4.38,4.52,4.63,4.36
4.55,4.45,4.61,4.33
4.45,4.42,4.45,4.31
4.43,4.43,4.43,4.23
4.34,4.52,4.58,4.34
4.43,4.42,4.43,4.35
4.34,4.53,4.55,4.30
4.49,4.52,4.54,4.49
4.32,4.12,4.32,4.12
4.16,4.29,4.40,4.16
4.33,4.24,4.35,4.23
4.23,4.17,4.30,4.02
4.15,4.14,4.26,4.12
4.20,4.15,4.25,4.12
4.18,4.05,4.20,4.01
4.15,4.45,4.50,4.15
4.45,4.40,4.68,4.40
4.31,4.42,4.60,4.31
4.45,4.62,4.64,4.45
4.62,5.25,5.32,4.62
5.28,5.36,5.66,5.28
5.40,5.44,5.50,5.24
5.25,5.91,5.98,5.25
6.00,6.00,6.41,5.75
6.00,6.00,6.15,5.93
6.03,6.05,6.24,5.98
6.02,6.20,6.39,6.00
6.08,6.20,6.28,6.08
6.20,6.27,6.30,6.01
6.35,6.45,6.55,6.28
6.33,6.50,6.76,6.25
6.61,7.00,7.09,6.50
7.00,7.49,7.85,7.00
7.64,7.61,7.75,7.31
7.67,7.75,7.75,7.52
7.85,8.24,8.46,7.80
8.30,8.24,8.48,8.01
8.16,8.84,8.84,8.10
8.70,7.62,9.13,6.87
7.44,6.51,7.48,6.07
6.58,6.48,6.60,5.96
6.66,6.68,6.91,6.52
6.78,7.15,7.41,6.60
7.15,7.66,7.84,7.15
7.51,8.06,8.33,7.11
8.00,8.23,8.55,7.90
8.42,7.30,8.42,7.13
7.04,6.80,7.25,6.67
6.80,7.26,7.26,6.73
7.08,7.08,7.26,6.95
7.00,6.81,7.08,6.80
6.98,6.77,6.99,6.50
6.77,6.89,7.11,6.74
6.78,6.97,7.10,6.78
7.01,6.81,7.02,6.75
6.89,6.87,7.05,6.51
6.85,6.72,6.85,6.60
6.69,6.84,6.90,6.50
7.29,7.34,7.45,6.96
7.32,7.40,7.78,7.32
7.40,7.15,7.53,6.97
7.16,7.18,7.26,6.96
7.24,7.40,7.40,7.10
7.40,7.37,7.65,7.25
7.38,7.82,7.97,7.20
7.21,7.69,7.79,7.21
7.62,7.79,7.90,7.26
7.78,7.23,7.78,7.23
7.21,6.90,7.25,6.71
6.97,6.99,7.00,6.55
7.00,7.07,7.25,6.81
5.54,5.65,6.00,2.98
5.60,5.60,5.74,5.32
5.58,5.73,5.98,5.57
5.73,5.77,5.88,5.57
5.65,6.15,6.40,5.65
6.59,6.30,6.61,6.06
6.21,6.17,6.24,6.07
6.11,6.16,6.30,6.06
6.16,5.84,6.17,5.79
5.77,5.96,6.20,5.77
5.90,5.54,5.96,5.53
5.60,5.82,5.98,5.60
5.85,5.93,6.00,5.70
5.84,5.70,5.90,5.62
5.57,5.31,5.57,5.25
5.55,6.01,6.05,5.25
6.05,6.17,6.20,5.95
6.09,6.05,6.23,5.40
6.00,6.18,6.18,5.85
6.18,6.16,6.18,5.84
6.19,6.00,6.25,5.84
6.07,6.19,6.19,6.07
6.12,6.10,6.18,5.83
6.08,5.99,6.14,5.80
5.92,5.91,6.14,5.81
5.84,5.99,6.04,5.84
5.57,6.09,6.15,5.57
6.11,6.11,6.11,6.02
6.09,6.00,6.09,5.77
5.99,5.74,5.99,5.60
5.95,5.73,6.00,5.71
5.75,5.64,5.99,5.62
5.75,5.72,5.89,5.65
5.68,5.86,5.89,5.68
5.76,5.92,5.92,5.73
5.95,6.04,6.12,5.82
6.06,5.99,6.08,5.86
5.87,5.77,5.87,5.66
5.81,6.13,6.14,5.81
6.19,6.03,6.19,5.99
6.09,6.20,6.28,6.04
6.12,6.22,6.22,6.12
6.24,5.91,6.24,5.84
5.80,5.94,6.22,5.77
5.90,5.85,5.90,5.75
5.93,6.00,6.10,5.75
5.94,6.06,6.13,5.94
5.95,5.80,5.95,5.77
5.85,5.98,6.07,5.85
5.98,5.90,5.98,5.81
5.88,5.84,5.94,5.72
5.80,5.78,5.88,5.76
5.78,5.78,5.78,5.78
6.03,5.94,6.03,5.94
5.88,5.65,5.90,5.60
5.85,5.72,6.05,5.64
5.84,6.09,6.25,5.84
6.10,6.23,6.25,6.08
6.19,6.12,6.35,5.99
6.10,6.41,6.50,6.08
6.51,6.50,6.91,6.50
6.52,6.74,6.74,6.28
6.64,6.63,6.72,6.52
6.00,5.80,6.00,5.55
5.70,5.74,5.80,5.50
5.75,5.71,5.75,5.70
5.75,5.94,6.08,5.75
5.87,5.77,6.12,5.51
5.68,5.75,5.90,5.50
5.65,5.60,5.97,5.60
5.60,5.35,5.60,5.16
5.35,5.40,5.53,5.35
5.37,5.55,5.56,5.36
5.50,5.45,5.53,5.39
5.47,5.61,5.70,5.47
5.66,5.64,5.70,5.37
5.62,5.54,5.69,5.41
5.40,5.40,5.42,5.37
5.36,5.50,5.70,5.36
5.40,5.51,5.65,5.36
5.48,5.43,5.73,5.36
5.43,5.47,5.50,5.37
5.45,5.35,5.45,5.24
5.29,5.34,5.57,5.07
5.06,5.32,5.50,5.03
5.35,5.29,5.35,5.28
5.32,5.32,5.35,5.32
5.30,5.35,5.35,5.30
5.06,5.35,5.35,5.05
5.12,5.12,5.12,5.12
5.24,5.23,5.29,5.18
5.26,5.20,5.26,5.00
