JOB,GEE Group Inc. Common Stock,NASDAQ
4.67,4.80,4.99,4.30
4.75,4.70,4.95,4.57
4.59,4.68,4.80,4.59
4.78,4.89,4.90,4.73
4.81,4.79,4.93,4.59
4.70,4.80,4.89,4.70
4.76,4.75,4.84,4.55
4.80,4.69,4.80,4.62
4.70,4.79,4.79,4.68
4.75,4.73,4.79,4.55
4.67,4.49,4.95,4.32
4.46,4.46,4.46,4.08
4.42,4.27,4.42,3.83
4.13,4.21,4.23,4.10
4.25,4.26,4.35,4.25
4.28,4.45,4.50,4.23
4.31,4.40,4.45,4.31
4.40,4.33,4.40,4.29
4.40,4.40,4.40,4.26
4.38,4.38,4.38,4.38
4.29,4.11,4.39,4.11
4.06,4.24,4.37,4.06
4.31,4.31,4.34,4.28
4.11,4.33,4.33,4.11
4.34,4.53,4.53,4.13
4.50,4.74,4.91,4.50
5.17,4.84,5.17,4.68
