FXE,Guggenheim CurrencyShares Euro Currency Trust,NASDAQ
127.76,127.27,127.89,126.91
127.97,128.42,128.90,127.97
127.72,128.72,128.88,127.59
128.95,129.51,129.63,128.84
129.51,129.58,129.66,129.09
129.39,129.44,129.87,129.27
130.39,130.31,130.63,130.16
129.59,129.88,130.27,129.59
130.75,131.26,131.50,130.67
131.66,131.87,131.96,131.38
131.65,131.18,131.78,130.87
131.25,131.46,131.46,130.90
132.24,132.45,132.88,132.21
132.00,131.83,132.10,131.71
130.84,131.39,131.82,130.33
129.27,128.41,129.34,128.19
127.89,127.82,128.28,127.75
127.61,127.08,127.87,127.07
127.80,127.74,128.16,127.61
128.47,128.34,128.56,127.93
128.51,128.14,128.53,127.99
128.32,127.75,128.54,127.47
126.54,126.65,126.71,126.19
126.50,126.20,126.78,126.03
125.77,126.28,126.75,125.71
125.96,126.07,126.34,125.77
126.62,126.85,127.19,126.42
126.72,126.89,127.34,126.33
126.60,126.21,126.70,126.14
126.79,126.25,126.97,126.17
127.88,127.56,128.05,127.47
127.77,127.77,127.89,127.50
128.09,128.47,128.50,128.08
127.21,126.48,127.24,126.37
126.58,126.68,127.15,126.58
127.05,126.59,127.09,126.41
126.59,126.66,126.97,126.44
127.90,128.26,128.44,127.77
128.07,129.59,129.86,128.06
129.49,129.62,129.88,129.29
130.41,130.30,130.70,130.06
130.29,129.88,130.48,129.70
129.94,130.13,130.49,129.91
130.92,131.83,132.40,130.61
133.60,133.41,133.90,133.05
133.15,132.70,133.15,132.57
134.00,134.41,134.45,133.95
134.31,134.20,134.41,133.94
134.30,135.29,135.42,133.93
135.47,135.79,135.96,135.28
136.00,135.81,136.11,135.22
136.79,137.25,137.31,136.62
136.51,136.39,136.70,136.22
137.49,137.85,138.08,137.27
138.17,138.83,138.96,138.12
139.40,138.62,139.43,138.05
138.80,138.75,139.06,138.51
138.78,138.20,138.90,138.15
137.92,138.65,138.83,137.45
138.81,139.04,139.38,138.59
139.98,140.22,140.38,139.83
140.35,139.25,140.43,138.85
138.83,139.42,139.47,138.70
137.59,136.81,137.78,136.64
137.79,138.97,139.35,137.73
139.35,138.73,139.85,138.54
138.95,138.78,139.06,138.44
139.71,139.19,139.82,139.02
138.22,138.04,138.41,137.77
137.69,137.17,137.74,136.85
138.40,138.77,138.92,138.27
138.38,138.69,138.81,138.22
138.81,138.36,139.00,138.14
139.74,139.76,140.06,139.52
139.72,140.70,141.66,139.43
141.95,141.50,142.28,141.33
140.37,139.83,140.67,139.73
138.79,138.67,138.98,138.36
138.87,137.27,138.99,137.00
137.09,137.24,137.50,136.19
136.61,136.07,136.62,135.85
136.90,136.40,137.23,136.09
136.09,135.18,136.15,135.13
135.47,134.35,135.61,133.96
134.62,134.65,135.13,134.59
135.70,135.78,135.96,135.34
136.25,136.36,136.39,135.80
135.92,135.71,136.11,135.27
134.17,133.23,134.26,133.10
133.36,132.76,133.70,132.61
131.91,131.98,132.12,131.63
130.51,130.73,130.76,130.15
129.25,129.30,129.96,129.23
130.56,130.87,131.34,130.00
130.61,131.77,131.97,130.56
133.04,133.58,133.67,132.77
132.24,132.64,132.82,132.08
133.35,132.23,133.42,132.15
131.76,132.13,132.27,131.54
131.86,131.90,132.01,131.15
131.69,131.79,131.91,131.28
132.63,133.42,133.83,132.57
133.59,133.30,133.90,133.12
132.88,131.69,133.14,131.60
131.86,131.88,131.99,131.32
131.83,131.36,131.85,130.84
131.14,130.73,131.19,130.45
131.08,130.44,131.13,130.24
130.44,130.47,130.52,130.28
130.11,130.67,130.90,130.06
131.00,131.08,131.08,130.75
131.38,130.67,131.40,130.44
130.91,131.71,131.89,130.78
132.44,132.35,132.62,132.03
133.19,133.09,133.70,132.81
132.83,132.97,133.42,132.53
133.48,132.45,133.51,132.39
130.86,131.04,131.38,130.75
130.68,129.64,130.73,129.46
129.25,128.59,129.60,128.53
128.62,129.04,129.10,128.42
128.98,129.28,129.41,128.53
129.88,130.78,130.92,129.71
132.59,132.96,133.28,132.44
132.99,133.20,133.47,132.62
133.54,133.29,134.10,133.01
134.60,134.17,134.62,133.95
133.94,134.21,134.35,133.41
134.95,135.63,135.70,134.84
135.37,135.92,136.31,135.30
135.47,136.28,136.49,135.38
136.21,136.35,136.54,135.88
136.88,136.86,137.04,136.27
136.38,135.57,136.63,135.30
136.53,136.38,136.85,136.09
137.14,137.78,137.89,136.77
137.38,137.55,137.73,137.13
136.18,135.80,136.24,135.59
135.27,135.36,135.45,134.90
134.61,135.34,135.47,134.56
135.81,135.80,136.34,135.61
136.27,136.79,136.90,136.15
135.57,135.43,135.83,135.24
134.65,134.97,135.19,134.46
134.03,134.34,134.53,134.02
134.60,134.29,134.76,134.25
134.31,135.17,135.35,134.19
135.26,135.53,135.64,135.20
135.63,136.32,136.61,135.57
136.22,135.98,136.49,135.81
136.62,136.91,137.31,136.61
137.42,137.47,137.64,137.12
136.91,136.98,137.11,136.70
137.84,137.43,137.91,137.26
137.79,137.16,137.97,137.09
137.85,138.09,138.34,137.85
138.85,139.04,139.15,138.72
139.33,139.28,139.53,139.04
139.46,139.18,139.72,139.02
138.17,138.42,138.66,138.08
138.57,138.47,138.78,138.31
137.62,137.33,137.78,137.22
137.35,138.47,138.48,137.33
138.90,139.44,139.47,138.88
138.47,139.41,139.57,138.29
138.75,138.32,138.91,138.13
139.52,139.63,139.86,139.23
140.82,141.14,141.27,140.71
141.35,141.64,141.83,140.84
141.61,141.40,141.61,141.24
140.56,140.46,141.05,140.44
140.63,141.13,141.63,140.48
140.70,140.17,140.96,139.97
140.18,140.36,140.60,140.15
140.01,140.49,140.54,139.93
140.25,140.69,140.92,139.98
141.11,141.16,141.54,141.11
140.49,141.66,141.92,140.06
141.83,141.63,141.95,141.42
141.02,141.67,141.89,140.97
142.32,142.74,142.93,142.20
142.08,142.47,142.63,142.01
143.78,144.00,144.08,143.60
143.81,143.71,144.08,143.67
144.61,144.20,144.61,143.81
144.30,143.89,144.54,143.57
143.61,144.39,144.47,143.55
143.55,143.69,143.99,143.34
142.53,141.76,142.73,141.02
142.38,142.75,142.95,142.33
144.57,144.57,144.86,144.29
145.11,145.01,145.38,144.77
145.56,145.27,145.58,144.85
145.67,145.86,146.01,145.49
146.17,147.41,147.41,145.78
147.45,147.65,148.00,147.19
147.89,147.54,148.09,147.54
147.89,147.74,148.44,147.67
147.55,147.74,148.32,147.48
148.54,147.72,148.81,147.68
146.52,144.69,146.53,144.54
144.70,143.00,144.80,142.60
142.62,142.95,142.99,142.01
142.90,143.44,143.56,142.65
142.53,141.49,142.62,141.18
141.49,141.84,142.23,141.10
142.00,140.52,142.08,140.12
141.10,141.26,141.91,141.02
140.91,141.69,141.82,140.67
141.59,141.85,142.28,141.40
141.86,142.56,142.71,141.79
141.87,141.03,141.90,140.88
139.47,139.94,140.16,139.44
140.46,140.54,140.80,140.30
139.87,140.33,140.65,139.77
141.34,140.85,141.54,140.17
141.97,142.35,142.50,141.65
143.56,143.38,143.62,143.07
143.64,142.81,144.02,142.66
143.97,144.34,144.57,143.46
144.65,145.74,145.86,144.52
145.66,145.05,145.72,145.00
146.04,146.24,146.39,145.90
145.70,145.14,145.82,145.07
144.28,144.53,144.79,144.22
143.99,142.79,144.05,142.65
143.13,143.57,143.72,142.92
143.71,143.92,144.41,143.69
142.40,141.16,142.54,141.03
140.76,141.28,141.42,140.60
142.34,142.54,142.82,142.14
142.39,142.47,142.74,142.36
143.12,143.51,143.68,143.06
143.36,143.04,143.89,142.92
141.25,142.10,142.13,140.77
141.60,141.32,141.70,140.90
141.28,142.28,142.42,141.19
142.59,143.10,143.46,142.51
143.37,143.81,143.89,142.93
144.23,144.48,144.86,144.09
144.27,144.74,144.77,143.83
144.21,143.68,144.39,143.41
142.74,142.55,142.84,142.30
142.19,142.97,143.18,142.19
142.61,142.04,142.85,141.56
140.05,139.57,140.22,139.32
139.26,139.19,139.98,139.02
140.20,140.86,141.36,139.82
141.71,140.77,141.95,140.62
140.71,140.95,141.36,140.39
140.26,140.59,140.67,139.64
141.07,140.86,141.60,140.56
141.47,141.72,141.79,141.17
142.68,143.22,143.64,142.41
143.10,143.15,143.21,142.71
143.05,143.20,143.43,142.72
144.09,144.61,144.72,144.04
144.14,143.23,144.14,142.87
142.12,142.54,142.75,142.09
143.19,143.14,143.61,142.90
143.25,142.00,143.30,141.32
141.64,141.53,142.27,141.21
142.57,142.62,142.87,142.03
141.17,140.66,141.36,140.59
141.58,142.25,142.42,140.93
141.09,141.56,141.95,140.75
142.09,142.82,142.93,141.43
141.90,141.28,141.93,141.09
141.51,141.72,142.39,141.26
142.14,141.96,142.32,141.57
143.48,143.84,144.21,143.39
143.41,143.53,144.16,143.22
144.31,143.81,144.63,143.67
142.98,142.83,143.00,142.18
143.53,143.40,143.97,143.25
143.72,143.11,143.72,143.08
143.69,143.89,143.93,143.22
143.82,143.65,144.27,143.36
143.90,143.32,143.97,142.74
143.63,144.43,144.45,142.76
144.85,144.59,144.93,144.37
143.82,143.99,144.11,143.50
143.88,143.12,143.91,143.08
142.34,142.15,142.59,141.72
141.68,141.39,141.82,141.28
139.91,139.46,140.34,139.17
139.71,140.50,140.50,139.56
139.30,138.34,139.67,138.23
136.95,136.09,137.00,135.76
135.87,136.13,136.41,135.02
136.04,136.42,136.87,136.04
136.67,136.99,137.31,135.83
138.35,138.35,138.54,137.74
137.59,137.46,137.96,137.14
135.71,136.38,136.70,135.38
136.25,136.19,136.70,135.97
136.26,135.45,137.48,135.38
134.05,134.24,134.79,133.64
134.31,134.73,134.96,134.09
134.26,134.60,134.79,133.66
135.82,135.43,136.18,135.35
135.63,134.96,135.92,134.82
135.76,135.41,136.11,135.04
133.91,133.47,134.15,133.46
132.74,131.55,133.04,131.43
131.52,132.69,132.72,131.19
132.70,132.94,133.32,132.26
132.52,134.00,134.00,132.48
134.27,133.36,134.73,133.09
135.71,136.01,136.45,135.60
135.37,136.27,136.31,135.20
137.11,137.36,137.80,137.01
136.77,137.34,137.45,136.33
138.10,138.22,138.37,137.83
137.39,136.89,137.50,136.76
136.47,137.10,137.63,136.00
137.70,136.94,137.70,136.79
137.08,137.31,137.37,136.03
138.26,138.44,138.49,137.70
137.81,138.75,139.04,137.79
138.63,138.49,138.86,137.97
139.05,138.54,139.12,137.46
140.83,141.35,141.93,140.56
140.92,141.05,141.35,140.84
139.56,137.87,139.60,137.79
135.78,136.43,137.12,135.67
137.56,136.80,137.77,136.60
137.00,137.59,137.98,136.05
137.15,137.13,137.47,136.55
137.15,137.27,137.60,136.71
137.59,137.85,137.93,137.13
135.54,135.03,135.55,134.72
135.74,135.51,135.81,134.99
136.33,137.00,137.43,136.28
136.03,135.72,136.04,135.40
135.01,134.80,135.21,134.46
134.34,134.23,135.01,134.22
134.66,134.15,134.87,133.97
135.14,134.62,135.20,134.41
134.17,134.50,134.88,133.87
134.60,134.59,134.90,134.32
133.49,132.87,133.52,132.69
132.00,131.90,132.46,131.76
133.39,132.60,133.45,132.44
132.63,132.76,133.18,132.57
134.41,133.85,134.45,133.72
134.27,134.11,134.62,133.92
134.47,133.55,134.47,133.12
134.24,133.44,134.35,133.26
133.18,133.48,133.70,133.16
133.12,133.53,133.78,133.03
132.79,132.85,133.24,132.39
132.85,133.20,133.41,132.83
132.02,131.39,132.03,131.11
131.27,129.80,131.60,129.60
129.32,129.34,129.61,128.97
129.91,129.64,129.92,129.34
129.94,129.88,129.98,129.46
129.71,129.43,129.81,129.36
130.75,130.27,130.81,130.13
129.93,129.91,130.29,129.74
129.84,129.99,130.17,129.75
129.93,129.90,130.06,129.76
130.09,130.17,130.26,130.06
129.63,128.87,129.63,128.62
128.63,129.15,129.15,128.52
129.07,128.92,129.47,128.78
129.85,130.02,130.24,129.75
128.96,128.96,129.10,128.47
127.60,127.45,127.66,127.27
127.01,126.71,127.01,126.48
127.09,127.21,127.27,126.71
127.37,127.22,127.51,127.15
126.53,126.56,126.62,126.12
127.45,127.76,127.95,127.05
126.46,126.33,126.56,125.75
126.70,126.81,127.02,126.61
127.71,128.09,128.12,127.56
128.50,129.16,129.16,128.22
128.64,128.79,128.98,128.53
129.62,129.83,129.98,129.50
129.16,129.73,129.74,129.04
129.19,130.60,130.66,128.95
131.17,130.48,131.28,130.41
130.48,131.63,131.65,130.48
130.38,130.71,130.83,130.31
131.10,130.27,131.10,129.88
131.10,130.97,131.62,130.90
130.87,130.88,131.31,130.75
130.33,130.92,131.12,130.28
130.00,130.73,130.86,129.93
131.32,131.97,132.14,131.19
131.91,132.01,132.26,131.64
132.45,132.28,132.64,132.11
131.22,131.18,131.39,131.10
131.89,131.34,131.91,131.32
131.05,130.64,131.22,130.24
130.48,130.06,130.48,129.87
129.63,130.84,131.06,129.53
131.36,131.02,131.39,130.83
131.85,131.82,132.19,131.63
131.80,131.85,132.08,131.55
132.36,133.14,133.15,132.11
133.60,134.07,134.26,133.60
133.12,133.40,133.60,133.09
133.78,134.02,134.09,133.30
133.94,132.62,134.09,132.55
132.47,132.48,132.79,132.39
131.66,131.46,131.67,131.29
131.68,131.60,131.83,131.43
130.65,130.59,130.74,130.45
130.54,130.88,131.05,130.38
131.66,132.08,132.31,131.66
130.77,130.59,130.85,130.39
130.67,130.91,130.99,130.46
130.05,130.14,130.65,130.00
129.96,129.68,130.09,129.54
129.98,130.24,130.61,129.86
130.66,131.08,131.27,130.66
130.97,131.76,132.06,130.90
131.36,131.63,131.92,131.26
131.68,131.47,131.96,131.19
130.86,131.25,131.40,130.83
131.76,132.07,132.22,131.60
132.51,132.96,133.05,132.48
132.75,132.60,132.84,132.56
132.63,132.58,132.69,132.15
132.07,132.31,132.34,131.93
132.88,132.72,132.91,132.47
132.21,132.67,132.75,132.18
132.61,131.70,132.84,131.51
130.65,130.75,130.87,130.53
129.87,130.04,130.15,129.85
129.93,130.50,130.70,129.91
130.27,130.19,130.51,129.92
130.78,130.43,130.91,130.33
130.93,131.28,131.50,130.90
130.69,130.15,130.69,130.07
129.87,130.74,130.86,129.65
130.70,130.62,130.93,130.41
130.04,130.53,130.73,130.02
130.41,130.69,130.89,130.34
131.19,131.48,131.60,131.18
130.70,130.85,130.93,130.41
131.19,131.20,131.54,131.16
131.57,131.56,131.68,131.08
131.51,131.73,131.88,131.43
131.86,131.71,132.00,131.71
131.62,131.71,131.78,131.55
132.04,131.72,132.19,131.39
130.75,130.90,131.02,130.65
130.99,130.89,131.15,130.76
130.86,130.25,131.13,130.15
129.89,129.90,129.98,129.69
129.38,129.46,129.78,129.15
128.76,128.82,129.06,128.46
129.02,128.79,129.13,128.76
128.56,128.56,128.91,128.51
127.71,127.73,127.94,127.60
127.25,126.66,127.38,126.58
126.74,126.44,126.93,126.25
126.45,126.41,126.73,126.20
126.51,127.09,127.21,126.40
126.71,127.56,127.60,126.64
126.98,126.17,127.14,125.95
126.05,125.39,126.05,124.83
125.29,124.68,125.45,124.57
124.55,124.48,124.84,124.44
124.77,124.36,124.84,123.98
123.65,123.06,123.70,123.01
123.35,123.03,123.36,122.75
123.38,123.55,123.96,122.96
124.08,124.31,124.44,124.06
123.82,123.91,124.05,123.61
124.05,125.13,125.19,124.02
125.54,125.00,125.58,124.81
123.82,124.35,124.51,123.70
124.89,124.17,124.96,124.13
124.22,124.38,124.48,123.76
124.64,125.04,125.42,124.48
125.05,125.51,125.65,124.96
125.45,125.92,125.92,125.32
125.25,125.09,125.40,124.90
125.75,126.14,126.60,125.68
126.31,126.13,126.74,125.68
125.83,124.77,125.86,124.64
125.09,124.93,125.13,124.53
124.23,124.33,124.37,124.05
124.10,124.26,124.35,123.74
124.10,123.98,124.15,123.78
123.68,123.80,123.86,123.46
126.11,125.88,126.21,125.77
125.31,125.17,125.36,125.00
124.97,125.43,125.58,124.95
123.18,123.22,123.28,122.97
122.61,122.14,122.66,121.92
122.25,122.45,122.56,122.09
122.28,121.83,122.29,121.67
121.87,121.75,122.16,121.45
121.16,121.37,121.43,121.07
121.12,121.72,121.88,121.11
121.74,122.09,122.21,121.44
122.10,122.17,122.22,121.20
121.70,122.11,122.16,121.70
121.77,122.06,122.16,121.59
121.15,120.91,121.18,120.78
120.24,120.66,120.75,120.05
120.39,120.02,120.43,119.73
120.84,120.85,120.93,120.44
122.22,122.15,122.56,122.04
122.52,122.29,123.17,122.09
121.63,121.86,121.91,121.61
122.16,122.30,122.57,122.02
122.43,121.50,122.53,121.48
121.18,121.10,121.55,120.64
122.18,123.05,123.19,122.08
123.09,123.21,123.56,123.00
123.61,123.24,123.65,123.22
122.68,122.86,123.02,122.65
122.21,122.24,122.49,121.95
121.82,122.21,122.44,121.71
122.73,122.62,123.00,122.51
122.70,122.52,122.75,122.44
122.10,122.12,122.20,121.92
122.56,122.81,123.00,122.48
122.76,122.59,122.77,122.16
122.40,122.74,122.78,122.36
123.83,123.90,124.12,123.81
123.68,124.48,124.62,123.64
124.71,124.85,125.13,124.61
124.19,124.35,124.85,124.19
124.49,124.24,124.49,124.20
124.90,124.91,124.99,124.68
124.65,124.52,124.73,124.44
124.73,124.31,124.82,124.11
125.36,124.98,125.59,124.80
124.98,124.86,125.21,124.79
125.25,125.16,125.46,125.08
125.02,125.60,125.69,124.85
126.83,127.29,127.31,126.73
127.02,126.80,127.24,126.77
127.40,127.81,127.91,127.37
128.26,128.11,128.28,127.97
128.14,129.11,129.43,127.73
130.22,130.40,130.85,130.18
130.50,130.27,130.88,130.10
129.73,129.56,129.89,129.48
129.42,129.72,129.93,129.29
128.48,128.85,128.93,128.39
129.38,129.05,129.49,128.99
128.28,128.43,128.53,128.16
128.62,128.21,128.87,128.21
127.75,127.80,127.90,127.53
127.86,128.29,128.44,127.46
128.42,127.69,128.42,127.55
128.30,128.04,128.53,127.93
128.58,128.35,128.82,128.28
128.21,128.20,128.37,128.04
128.96,129.34,129.46,128.87
129.58,129.45,129.85,129.29
128.90,128.85,128.93,128.75
128.32,127.86,128.45,127.73
128.03,128.16,128.28,127.88
128.54,128.43,128.66,128.40
128.87,128.71,128.99,128.53
128.72,128.68,128.77,128.43
129.62,129.63,129.73,129.29
130.29,130.34,130.51,130.16
130.13,129.84,130.27,129.67
129.70,129.32,129.70,129.27
129.62,129.70,129.94,129.53
128.84,128.91,128.93,128.63
128.80,128.73,128.90,128.53
128.93,128.58,129.01,128.54
128.38,128.47,128.66,128.26
128.99,128.70,129.06,128.68
128.86,128.52,128.92,128.40
127.73,127.42,127.75,127.33
126.96,127.02,127.06,126.85
127.25,127.27,127.36,127.09
126.72,126.79,126.86,126.60
126.48,126.52,126.68,126.34
126.17,126.23,126.39,126.14
126.29,126.23,126.35,126.22
125.98,126.15,126.35,125.92
126.57,126.45,126.92,126.38
126.82,126.80,127.11,126.72
126.49,126.49,126.57,126.04
126.85,127.19,127.31,126.83
127.12,127.30,127.30,126.95
127.29,127.32,127.41,127.22
128.44,128.91,128.97,128.40
128.69,128.76,128.82,128.64
128.43,128.36,128.54,128.23
127.95,128.50,128.52,127.91
128.96,128.84,129.21,128.54
128.92,129.09,129.29,128.91
129.44,129.58,129.80,129.43
129.99,129.99,130.13,129.80
129.79,129.81,129.96,129.70
129.42,128.77,129.42,128.58
128.14,128.36,128.58,128.04
128.42,128.50,128.51,128.29
128.94,129.08,129.21,128.88
129.46,129.70,130.04,129.28
129.77,129.83,130.05,129.66
129.98,130.61,130.76,129.88
130.58,130.66,130.81,130.56
130.83,131.26,131.42,130.80
131.92,131.44,132.03,131.41
131.75,131.46,131.81,131.19
130.94,130.87,130.97,130.63
131.16,130.91,131.20,130.76
131.15,131.27,131.56,131.13
131.77,131.41,131.80,131.03
131.23,131.17,131.37,131.11
131.23,130.96,131.29,130.80
131.43,130.87,131.61,130.57
130.10,129.58,130.21,129.52
129.44,129.81,129.94,129.36
129.65,130.15,130.20,129.56
129.89,129.85,129.97,129.61
129.43,129.64,129.81,129.40
130.88,131.50,131.64,130.83
132.53,132.36,132.62,132.19
132.55,132.82,132.92,132.40
132.36,132.13,132.57,131.64
131.92,131.82,132.10,131.68
132.40,132.71,132.84,132.31
132.24,132.19,132.34,131.80
132.15,132.15,132.21,131.77
132.24,132.16,132.41,131.62
132.46,132.70,132.88,132.35
133.57,133.54,133.73,133.48
133.65,133.50,133.65,133.31
133.63,133.86,133.92,133.58
134.44,134.59,134.80,134.42
134.60,134.72,134.87,134.59
135.20,135.49,136.03,134.77
134.51,134.06,134.74,134.00
134.11,134.68,134.89,133.96
134.03,134.13,134.35,133.99
133.40,132.92,133.53,132.65
132.84,132.59,132.99,132.46
132.77,132.94,133.18,132.55
133.16,133.42,133.67,133.07
133.65,133.36,133.75,133.21
132.31,132.52,132.54,132.12
132.51,132.56,132.68,132.36
132.54,132.81,132.88,132.49
132.76,131.68,132.79,131.64
131.02,130.78,131.23,130.54
130.71,130.80,130.84,130.40
131.86,129.55,131.93,129.43
129.83,129.57,130.19,129.31
129.76,130.33,130.35,129.69
130.02,129.49,130.11,129.49
128.93,129.17,129.38,128.61
128.98,129.13,129.23,128.81
129.40,129.35,129.49,129.06
129.16,128.86,129.17,128.78
129.72,129.97,130.11,129.65
128.74,128.92,129.11,128.51
128.89,129.28,129.35,128.84
129.63,129.24,129.64,129.07
128.68,128.51,128.74,128.19
128.31,128.99,129.26,128.29
129.77,129.54,129.78,129.37
128.24,128.25,128.88,128.13
128.35,127.81,128.51,127.36
128.56,128.33,128.70,128.24
127.95,127.87,128.33,127.76
128.39,128.77,129.01,128.28
128.32,127.46,128.32,127.21
127.53,127.50,127.81,127.22
126.58,126.66,126.81,126.44
127.01,127.09,127.35,127.01
127.06,127.34,127.58,127.04
127.06,127.05,127.36,127.00
127.24,127.38,127.54,127.24
126.81,128.28,128.38,126.78
128.82,128.98,129.27,128.80
129.08,128.93,129.13,128.79
129.52,129.71,129.91,129.18
129.78,129.56,129.82,129.41
129.77,129.85,130.23,129.72
129.70,129.87,129.94,129.59
129.75,129.18,129.83,129.18
130.10,130.65,130.85,130.01
130.31,129.16,130.31,128.87
129.40,129.39,129.82,129.13
129.69,129.47,130.14,129.39
129.04,129.46,129.55,129.02
128.81,128.84,129.14,128.73
128.75,129.02,129.12,128.60
129.20,128.89,129.21,128.74
129.00,129.18,129.21,128.87
129.67,129.81,129.97,129.61
129.92,130.53,130.69,129.90
130.97,130.66,131.06,130.43
129.58,129.48,129.80,129.21
129.52,129.99,130.43,129.52
129.88,129.58,129.93,129.37
130.05,129.60,130.06,129.57
130.46,130.38,130.76,130.35
129.98,129.16,129.98,128.93
128.93,128.67,128.97,128.19
128.64,128.53,128.82,128.49
128.53,128.19,128.77,128.15
127.45,127.61,127.70,127.32
127.78,127.63,128.11,127.57
126.90,127.13,127.23,126.81
127.29,127.74,127.82,127.27
127.50,127.89,128.16,127.28
128.17,127.38,128.80,127.18
127.98,128.23,128.39,127.80
128.14,128.16,128.39,127.94
127.96,127.46,128.05,127.36
128.16,128.21,128.50,128.01
129.06,129.21,129.42,129.04
128.69,128.78,128.82,128.26
128.58,129.52,129.87,128.38
129.48,129.62,129.67,129.25
129.49,129.70,129.80,129.43
130.13,131.24,131.85,130.13
130.85,130.96,131.19,130.74
130.71,131.33,131.43,130.64
131.34,131.92,131.94,131.33
131.80,132.07,132.34,131.74
131.81,132.36,132.53,131.55
131.88,132.22,132.26,131.86
132.25,132.53,132.58,132.04
132.32,132.73,132.89,132.29
