CMF,iShares California Muni Bond ETF,NASDAQ
115.03,114.93,115.19,114.79
115.03,115.01,115.12,114.82
114.85,114.80,115.14,114.80
114.70,114.65,114.82,114.39
114.66,114.54,114.66,114.23
114.51,114.20,114.79,114.20
114.40,114.51,114.80,114.35
114.85,115.00,115.00,114.65
114.55,115.01,115.01,114.49
115.01,115.06,115.06,114.73
114.96,114.88,115.06,114.67
115.12,115.05,115.24,114.90
115.29,115.38,115.87,115.10
115.25,115.48,115.50,115.25
115.35,115.41,115.57,115.19
115.10,115.08,115.49,115.08
115.09,115.58,115.58,115.08
115.48,115.39,115.58,115.32
115.79,115.54,115.79,115.41
115.73,115.47,115.80,115.43
115.60,115.89,115.95,115.60
116.38,116.16,116.45,115.98
116.09,116.06,116.29,115.98
