CMF,iShares California Muni Bond ETF,NASDAQ
101.97,101.18,102.00,101.18
101.98,101.30,101.99,101.19
101.25,101.31,101.92,101.00
101.50,101.39,101.50,101.39
101.60,102.15,102.15,101.60
102.45,101.80,102.45,101.65
101.15,101.94,102.50,101.15
101.70,101.77,101.77,101.51
100.83,101.25,101.25,100.83
102.00,101.07,102.00,101.07
101.30,100.60,101.44,100.21
100.00,100.55,100.56,100.00
101.15,101.54,101.54,101.15
101.20,101.46,101.48,101.20
100.70,101.70,101.70,100.70
101.25,101.50,101.89,100.80
100.67,100.40,100.67,100.01
101.46,101.50,101.51,101.09
101.40,101.40,101.40,101.40
101.03,101.35,101.40,101.03
101.40,101.99,101.99,101.40
102.02,101.85,102.02,101.85
102.02,101.85,102.02,101.85
102.01,102.16,102.18,101.80
nan,102.28,nan,nan
102.50,102.78,102.78,102.11
102.44,103.00,103.00,102.44
103.25,103.08,103.25,103.08
103.00,103.18,103.18,102.73
103.25,104.05,104.05,103.25
103.02,103.63,103.82,103.02
103.88,103.74,103.88,103.33
103.60,103.82,103.98,103.41
104.10,104.30,104.81,103.75
nan,104.30,nan,nan
104.77,104.21,104.77,104.20
104.09,104.52,104.75,104.09
104.32,104.44,104.52,104.29
104.59,104.77,104.77,104.55
104.56,104.81,104.81,104.43
105.00,105.14,105.15,104.36
105.18,105.11,105.34,105.11
105.23,105.30,105.30,105.23
105.21,105.16,105.29,105.10
105.25,105.30,105.30,105.25
105.30,104.69,105.30,104.69
105.00,104.86,105.00,104.86
104.70,104.91,104.91,104.70
105.31,105.07,105.31,105.07
nan,105.27,nan,nan
105.59,104.53,105.59,104.53
104.51,104.58,104.76,104.48
105.08,105.00,105.45,104.62
105.28,105.14,105.60,105.01
105.00,105.10,105.10,105.00
105.67,105.14,105.67,105.10
105.50,105.30,105.60,105.30
105.50,104.90,105.50,104.90
104.89,105.13,105.77,104.89
105.23,105.39,105.39,105.23
nan,105.40,nan,nan
105.85,105.41,105.85,105.41
105.68,105.85,105.85,105.66
105.30,106.05,106.05,105.30
105.99,105.40,105.99,105.40
105.41,105.66,105.66,105.40
105.84,105.05,105.84,105.05
105.58,105.31,105.58,105.31
105.58,105.70,105.94,105.48
105.78,105.90,105.90,105.78
105.50,105.50,105.59,105.50
105.50,105.59,105.99,105.50
105.59,105.29,105.67,105.29
nan,105.02,nan,nan
105.05,104.49,105.05,104.49
104.95,104.30,104.95,104.22
104.88,104.70,105.00,104.70
105.22,105.12,105.22,104.72
105.53,105.70,105.70,104.46
104.87,105.68,105.68,104.85
105.75,105.85,105.85,105.75
105.29,106.11,106.11,105.29
105.63,106.06,106.06,105.63
106.07,106.04,106.24,106.00
105.54,106.16,106.16,105.25
106.27,106.23,106.33,106.23
105.32,106.35,106.36,105.32
106.00,106.55,106.61,106.00
106.02,106.71,106.75,106.02
106.40,106.73,106.77,106.40
106.30,106.75,106.75,106.30
106.50,106.70,106.70,106.50
106.21,106.73,106.73,106.21
106.42,106.55,106.55,106.25
106.50,106.90,106.90,106.37
106.78,107.25,107.25,106.78
106.85,107.65,108.01,106.85
107.96,107.88,107.96,107.88
106.85,107.56,107.96,105.25
106.81,107.24,107.24,105.53
107.16,106.50,107.16,105.73
107.20,106.73,107.20,106.37
107.23,106.06,107.23,104.84
106.76,107.64,107.64,106.30
107.21,107.63,107.63,107.06
107.59,108.12,108.12,107.59
107.50,107.93,107.93,107.00
107.50,108.20,108.20,107.50
108.29,108.42,108.42,107.72
108.24,108.17,108.55,108.17
108.40,108.31,108.40,107.86
108.38,107.91,108.38,107.90
107.52,107.96,107.96,107.40
107.70,107.62,107.70,107.62
107.90,108.30,108.30,107.90
nan,108.29,nan,nan
108.11,108.00,108.11,108.00
106.85,108.24,108.24,106.63
107.08,108.38,108.38,107.08
107.88,108.84,108.84,107.88
108.01,108.94,108.94,108.01
108.43,109.07,109.07,108.43
108.20,109.56,109.60,108.20
109.91,109.68,109.91,109.45
109.03,108.85,109.25,108.75
108.75,108.45,109.00,108.45
109.20,109.29,109.36,107.69
109.46,109.00,109.47,109.00
109.48,109.90,109.90,109.48
109.50,109.69,109.69,109.50
110.00,111.00,111.00,110.00
111.09,110.09,111.09,110.09
109.65,110.20,110.50,109.65
110.85,110.28,110.85,110.28
110.25,110.26,110.26,109.85
110.44,109.67,110.44,109.67
110.55,109.55,110.55,109.53
110.30,109.25,110.30,109.25
109.20,108.54,109.30,108.50
107.72,108.54,108.75,107.72
107.88,108.74,108.74,107.73
107.42,107.50,107.50,107.26
107.80,107.76,108.00,107.76
108.39,107.75,108.39,107.75
108.20,108.10,108.20,108.10
107.50,107.57,107.57,107.50
107.37,107.69,107.97,107.37
nan,107.46,nan,nan
107.22,108.23,108.40,107.22
108.10,108.40,108.40,108.10
108.59,108.59,108.59,108.59
108.50,107.97,108.50,107.97
107.80,108.55,108.86,107.76
108.55,108.82,108.95,108.33
108.45,108.88,108.98,108.45
108.80,108.57,108.80,108.46
108.12,108.60,108.60,108.12
109.28,109.00,109.28,108.66
108.02,109.21,109.21,108.02
108.72,109.06,109.08,108.72
108.54,108.48,108.54,108.48
108.99,108.80,108.99,108.73
108.80,108.97,108.97,108.80
109.00,108.95,109.00,108.59
108.93,109.13,109.13,108.93
109.10,109.01,109.10,109.01
109.00,109.00,109.05,109.00
108.77,108.93,108.98,108.77
108.71,108.78,108.82,108.60
108.75,108.90,108.92,108.75
108.93,108.95,108.95,108.92
108.80,108.60,108.83,108.60
108.80,108.97,108.97,108.66
109.00,108.81,109.22,108.70
nan,108.76,nan,nan
108.96,108.68,108.96,108.68
109.00,109.05,109.20,109.00
108.76,109.10,109.10,108.76
109.10,108.97,109.10,108.95
108.42,108.43,108.68,108.42
109.03,109.05,109.05,109.03
108.93,109.03,109.03,108.93
109.01,109.52,109.59,109.01
109.81,109.97,109.97,109.54
109.51,110.02,110.02,109.51
110.85,109.96,110.85,109.81
110.12,109.99,110.12,109.99
109.80,110.00,110.00,109.80
109.98,110.30,110.30,109.98
110.00,110.25,110.35,110.00
110.03,110.40,110.42,110.03
110.61,110.52,110.61,110.48
110.33,110.51,110.67,110.07
110.50,110.62,110.62,110.31
110.60,110.72,110.80,110.60
nan,110.76,nan,nan
110.32,110.21,110.33,110.21
110.05,110.37,110.37,110.05
110.48,110.77,110.77,110.48
nan,110.79,nan,nan
110.52,110.79,110.79,110.52
110.55,110.90,110.96,110.55
110.98,111.19,111.21,110.98
111.40,111.44,111.44,111.20
111.44,111.76,111.77,111.26
111.80,112.00,112.04,111.60
112.00,112.72,112.72,112.00
112.88,113.50,113.50,112.88
nan,113.88,nan,nan
114.06,114.12,114.12,114.03
114.45,113.85,114.45,113.85
114.40,114.03,114.40,113.69
113.50,113.37,113.59,113.16
113.37,113.00,113.37,112.01
112.62,112.39,112.70,112.35
113.39,112.49,113.39,112.49
113.10,112.75,113.39,112.75
113.48,112.69,113.48,112.69
120.00,113.08,120.00,113.08
120.00,113.81,120.00,113.45
114.00,113.03,114.00,113.03
114.01,113.73,114.01,113.14
113.93,113.21,113.93,113.21
113.10,113.35,113.35,112.75
113.00,113.00,113.29,113.00
113.11,113.10,113.11,113.10
113.10,113.02,113.10,112.81
112.99,113.23,113.23,112.86
113.26,113.24,113.26,113.02
112.90,113.46,113.46,112.90
113.47,113.50,113.51,112.80
113.49,113.91,113.91,113.45
113.60,113.69,113.69,113.58
113.10,112.69,113.49,112.68
113.00,113.46,113.46,112.90
113.32,113.61,113.61,113.16
113.36,113.61,113.73,113.36
113.64,113.89,113.90,113.64
113.67,114.05,114.08,113.67
113.76,114.05,114.13,113.76
113.32,113.50,113.63,113.32
113.30,113.56,113.56,113.30
113.40,113.39,113.49,113.27
113.57,113.27,113.57,113.20
113.31,113.00,113.31,113.00
113.22,112.75,113.22,112.50
112.90,112.40,112.98,112.40
112.94,112.85,113.00,112.76
112.97,113.00,113.00,112.62
112.98,112.50,112.98,112.45
112.52,112.46,112.52,112.00
112.30,112.08,112.39,112.01
112.10,112.05,112.24,111.55
112.00,111.83,112.00,111.83
112.14,112.14,112.14,111.10
112.05,112.18,112.28,111.65
112.22,112.18,112.48,111.91
112.36,112.25,112.48,112.20
112.46,112.50,112.50,112.30
112.77,112.78,112.78,112.56
112.80,112.65,112.80,112.50
112.59,112.65,112.65,112.59
111.98,112.48,112.66,111.98
112.10,112.40,112.40,112.10
112.33,112.59,112.59,112.33
112.39,112.21,112.56,112.20
112.60,113.22,113.42,112.60
113.01,113.31,113.43,113.01
113.40,113.29,113.40,113.00
113.05,113.27,113.27,113.05
113.15,113.41,113.51,113.15
113.20,113.41,113.41,113.16
113.20,113.03,113.41,113.03
113.50,117.98,118.00,113.36
113.40,113.68,113.68,113.14
113.97,113.50,113.97,113.35
113.29,113.68,113.68,113.29
113.85,113.79,113.85,113.70
113.50,113.88,113.88,113.50
113.74,113.92,113.95,113.74
113.75,113.98,114.00,113.75
113.66,114.12,114.12,113.66
113.75,113.75,113.87,113.73
113.97,114.62,114.62,113.97
114.62,113.86,114.62,113.86
114.11,114.35,114.46,114.08
114.48,114.49,114.57,114.24
114.49,114.48,114.55,114.32
114.44,114.65,114.87,114.37
114.85,114.83,114.85,114.67
114.45,114.90,114.90,114.45
114.85,115.03,115.03,114.70
114.70,115.04,115.04,114.70
114.83,113.88,114.83,113.88
113.89,114.32,114.32,113.72
114.01,114.25,114.35,114.01
114.39,114.29,114.54,114.29
114.20,113.70,114.20,113.59
113.90,113.79,113.96,113.71
114.30,113.96,114.30,113.60
113.78,114.20,114.20,113.78
113.80,113.68,114.16,113.64
113.98,114.07,114.07,113.98
114.02,114.30,114.48,114.02
114.02,114.01,114.36,114.01
113.84,114.12,114.12,113.62
113.90,114.02,114.11,113.85
113.70,113.75,114.03,113.16
113.63,113.68,113.71,113.62
113.70,113.67,113.70,113.60
113.93,114.08,114.08,113.93
114.00,114.05,114.05,114.00
114.29,113.79,114.29,113.69
113.80,113.73,114.09,113.68
114.00,113.94,114.01,113.60
113.94,113.86,114.11,113.84
114.29,114.09,114.29,114.09
114.11,113.91,114.11,113.91
114.01,113.75,114.10,113.75
113.90,113.83,113.90,113.81
113.89,113.98,113.98,113.89
113.90,114.00,114.00,113.68
113.75,113.86,114.18,113.50
113.70,113.44,114.22,113.44
113.40,113.42,113.69,113.40
113.90,114.12,114.12,113.90
114.00,114.20,114.20,114.00
114.24,113.40,114.24,113.40
113.42,114.01,114.01,113.41
114.00,114.20,114.20,113.80
114.28,114.77,114.77,114.28
114.70,114.91,114.91,114.70
114.94,115.09,115.09,114.94
114.84,115.00,115.12,114.84
115.10,115.29,115.33,115.05
115.37,115.30,115.37,115.30
115.42,115.30,115.42,115.17
115.31,115.27,115.34,115.16
115.31,115.45,115.45,115.27
115.47,115.64,115.87,115.47
115.80,115.96,115.96,115.72
115.86,116.04,116.04,115.86
115.90,115.97,116.03,115.87
115.90,115.77,116.11,115.63
115.58,115.87,115.90,115.58
115.91,115.62,115.91,115.62
115.50,115.57,115.66,115.34
115.67,115.79,115.79,115.67
115.73,115.00,115.73,115.00
114.93,114.70,115.07,114.70
114.90,114.88,115.11,114.88
115.20,115.05,115.20,115.05
115.18,114.93,115.18,114.47
115.10,115.03,115.15,114.77
114.72,114.85,114.86,114.72
115.00,115.19,115.19,115.00
115.18,114.85,115.18,114.85
115.10,115.12,115.12,114.89
115.16,115.14,115.16,114.96
116.28,115.23,116.28,115.10
115.26,114.95,115.26,114.33
114.89,115.27,115.27,114.89
115.36,115.51,115.52,115.36
115.59,115.46,115.65,115.34
115.50,115.51,115.73,115.29
115.50,115.82,115.83,115.50
115.99,115.64,115.99,115.64
115.89,115.75,115.96,115.57
115.67,115.90,115.93,115.67
115.67,115.70,115.70,115.62
115.72,115.89,115.89,115.59
116.10,115.82,116.10,115.74
115.82,115.85,115.85,115.64
115.87,115.80,115.87,115.80
115.86,115.79,115.86,115.66
115.70,115.58,115.70,115.51
115.66,115.66,115.73,115.64
115.60,115.50,115.60,115.50
115.61,115.25,115.62,115.25
115.50,115.52,115.73,115.41
115.63,116.04,116.04,115.63
116.10,116.27,116.30,116.10
116.30,116.28,116.33,116.27
116.03,115.90,116.03,115.54
115.90,115.72,115.90,115.72
115.70,115.78,115.85,115.70
115.85,116.25,116.29,115.85
116.32,116.47,116.65,116.21
116.45,116.43,116.46,116.37
116.20,116.38,116.47,116.20
116.40,116.39,116.56,116.19
116.60,117.30,117.30,116.35
116.49,116.32,116.49,116.27
116.50,116.30,116.50,116.24
116.53,116.26,116.53,116.21
116.39,116.39,116.44,116.31
116.25,116.51,116.51,116.25
116.54,116.55,116.57,116.54
116.52,116.39,116.52,116.07
116.30,116.27,116.46,116.25
116.42,116.11,116.42,116.11
116.40,116.26,116.40,116.16
116.10,116.08,116.16,116.08
116.17,116.15,116.24,116.13
116.22,116.32,116.32,115.99
116.30,116.34,116.50,116.25
116.36,116.28,116.36,116.21
116.20,116.29,116.29,116.10
116.24,116.54,116.54,116.24
116.30,116.03,116.30,115.98
116.00,115.94,116.07,115.94
116.10,116.08,116.26,115.96
116.10,116.04,116.10,116.04
116.20,116.33,116.64,116.20
116.49,116.89,116.92,116.49
116.85,117.00,117.00,116.80
117.00,117.03,117.11,116.99
116.86,116.99,117.15,116.86
116.85,116.77,117.51,116.77
117.30,117.19,117.55,117.15
117.65,117.33,117.78,117.16
117.54,117.81,117.88,117.54
117.98,117.87,117.98,117.40
117.78,118.50,118.87,117.43
118.99,117.68,118.99,117.68
118.03,118.23,118.62,117.94
118.22,118.21,118.35,118.05
118.01,118.38,118.44,118.01
118.49,117.94,118.82,117.94
118.47,118.65,118.66,118.44
118.45,117.16,118.75,117.16
117.60,117.84,118.35,117.60
118.20,118.21,118.38,117.97
118.25,118.14,118.31,117.94
118.30,118.00,118.30,117.91
118.29,118.12,118.29,118.04
118.38,117.90,118.38,117.81
117.95,117.15,117.95,117.00
117.40,116.88,117.46,116.88
116.42,117.07,117.07,116.20
116.75,114.79,116.75,114.61
114.12,113.62,115.10,113.35
113.42,114.65,114.82,113.42
114.73,115.00,115.25,114.15
115.43,115.44,115.45,114.97
115.40,115.23,115.40,114.99
115.15,115.28,115.32,114.79
114.70,114.98,115.75,114.60
115.01,115.67,115.67,114.92
115.72,115.30,116.01,115.00
115.64,115.92,115.96,115.50
115.60,115.94,115.94,115.16
115.60,115.08,115.96,115.08
115.71,115.46,115.98,115.26
115.80,116.28,116.30,115.71
116.53,115.71,116.58,115.71
116.15,115.74,116.15,115.72
115.91,116.17,116.18,115.75
116.39,116.49,116.51,116.00
116.51,116.93,116.94,116.48
116.70,117.06,117.17,116.68
117.14,117.15,117.28,117.01
117.00,117.31,117.45,117.00
117.23,117.11,117.24,117.00
116.92,117.29,117.34,116.83
117.31,117.25,117.34,117.16
117.10,117.04,117.11,116.85
116.74,116.75,116.98,116.74
116.80,116.88,117.03,116.80
116.85,116.78,116.85,116.64
116.59,116.77,116.77,116.59
116.71,116.68,116.71,116.49
116.43,116.63,116.71,116.43
116.63,116.72,116.72,116.63
116.51,116.67,116.72,116.51
116.70,116.86,116.86,116.70
116.70,116.89,116.92,116.67
116.84,116.88,116.88,116.71
116.90,116.93,116.94,116.82
116.86,116.21,116.86,116.21
116.58,116.78,116.79,116.54
116.52,116.79,116.84,116.52
117.97,116.82,117.97,116.34
116.80,116.75,116.80,116.60
116.60,116.61,116.68,116.60
116.60,116.60,116.73,116.60
116.40,116.52,116.57,116.27
116.41,116.36,116.68,116.29
116.80,116.64,116.80,116.37
116.79,116.67,116.98,116.49
116.60,116.85,116.85,116.40
116.82,116.41,116.88,116.39
116.69,116.55,116.69,116.22
116.30,116.19,116.45,115.84
116.29,116.05,116.29,115.79
116.17,114.56,116.17,114.56
115.16,115.20,115.41,114.61
114.63,114.99,115.43,114.54
115.31,115.00,115.37,114.66
115.19,114.79,115.19,114.62
114.34,114.98,115.06,114.34
115.28,114.92,115.28,114.51
114.63,114.85,114.98,114.42
114.53,115.02,115.18,114.42
115.20,114.51,115.20,114.51
114.46,115.05,115.14,114.46
114.75,114.77,115.04,114.45
114.33,114.65,114.87,114.33
114.69,114.59,114.69,114.39
114.69,114.79,114.89,114.25
114.50,114.49,114.57,114.27
114.45,114.54,114.62,114.32
114.69,114.80,114.81,114.27
114.90,114.93,114.93,114.53
114.93,115.51,115.69,114.81
115.26,114.83,115.40,114.83
114.75,114.75,115.27,114.62
114.43,114.84,115.11,114.43
114.68,115.00,115.00,114.67
114.70,114.89,114.96,114.64
114.70,114.71,115.36,114.70
115.24,115.27,115.32,114.51
115.34,114.87,115.52,114.82
114.84,115.13,115.20,114.84
114.87,115.48,115.48,114.79
115.60,115.49,115.60,114.75
115.56,115.63,115.73,115.20
115.00,115.57,115.64,115.00
115.57,115.59,115.63,115.29
115.59,115.50,115.59,115.31
115.50,115.50,115.74,115.43
115.75,115.69,115.75,115.50
115.64,115.83,115.84,115.41
115.62,115.86,115.90,115.62
115.60,115.55,115.71,115.42
115.73,115.44,115.73,115.44
115.44,115.20,115.46,114.89
115.05,115.29,115.42,115.05
115.15,115.15,115.31,115.15
115.38,115.51,115.54,115.07
115.35,115.19,115.38,115.17
115.05,115.47,115.59,114.99
115.45,115.47,115.47,115.33
115.55,115.83,115.83,115.36
115.79,115.84,115.94,115.56
115.94,115.94,115.98,115.74
115.80,115.90,115.92,115.80
115.85,115.60,115.94,115.48
115.77,115.29,115.77,115.28
115.55,115.51,115.65,115.28
115.60,115.23,115.60,115.02
115.22,114.57,115.22,114.18
114.20,114.01,114.59,114.01
114.21,113.45,114.34,113.38
112.79,112.68,113.63,112.44
112.31,112.44,112.75,112.31
112.30,112.29,112.47,112.10
111.93,111.99,112.92,111.93
112.30,112.12,112.49,111.92
111.90,111.44,112.70,111.44
111.44,110.59,111.44,110.59
110.99,110.75,110.99,110.54
111.00,110.44,111.18,110.33
110.31,110.56,111.06,110.31
110.37,110.32,110.93,110.28
110.43,110.27,110.59,110.00
110.44,110.71,111.25,110.13
109.86,108.63,109.86,108.63
107.61,107.85,108.18,106.83
106.94,104.40,106.94,104.00
104.41,105.56,105.86,104.41
