SITO,SITO Mobile,NASDAQ
0.80,0.80,0.80,0.77
0.78,0.78,0.80,0.78
0.67,0.77,0.77,0.67
0.75,0.70,0.75,0.67
0.70,0.72,0.73,0.69
0.72,0.72,0.73,0.70
0.72,0.70,0.72,0.70
0.70,0.69,0.70,0.68
0.70,0.66,0.70,0.62
0.67,0.67,0.69,0.67
0.67,0.65,0.67,0.65
0.65,0.64,0.65,0.63
0.64,0.65,0.70,0.64
0.67,0.70,0.70,0.67
0.72,0.72,0.74,0.70
0.72,0.72,0.72,0.71
0.72,0.70,0.72,0.70
0.70,0.71,0.72,0.68
0.73,0.70,0.73,0.68
0.66,0.70,0.70,0.65
0.68,0.60,0.69,0.60
0.62,0.64,0.64,0.60
0.64,0.64,0.68,0.62
0.65,0.67,0.69,0.65
0.69,0.69,0.70,0.67
0.67,0.66,0.68,0.66
0.67,0.64,0.67,0.63
0.63,0.55,0.63,0.55
0.59,0.54,0.60,0.53
0.59,0.56,0.59,0.56
0.56,0.56,0.58,0.55
0.56,0.55,0.58,0.55
0.55,0.55,0.56,0.52
0.52,0.49,0.56,0.49
0.55,0.53,0.55,0.50
0.54,0.54,0.54,0.49
0.52,0.50,0.52,0.45
0.51,0.49,0.51,0.45
0.49,0.51,0.53,0.43
0.53,0.59,0.59,0.52
0.71,0.75,0.75,0.63
0.73,0.70,0.85,0.68
0.67,0.63,0.69,0.61
0.63,0.65,0.66,0.62
0.65,0.71,0.72,0.65
0.71,0.70,0.71,0.68
0.70,0.70,0.70,0.70
0.70,0.73,0.73,0.69
0.73,0.75,0.80,0.73
0.75,0.83,0.85,0.75
0.80,0.82,0.89,0.79
0.83,0.75,0.83,0.74
0.74,0.75,0.75,0.74
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.72,0.74,0.74,0.72
0.75,0.75,0.75,0.74
0.74,0.73,0.74,0.70
0.70,0.71,0.72,0.70
0.71,0.70,0.72,0.70
0.70,0.70,0.71,0.70
0.70,0.72,0.72,0.70
0.70,0.68,0.70,0.66
0.69,0.69,0.69,0.69
0.69,0.65,0.69,0.65
0.65,0.65,0.65,0.65
0.63,0.64,0.64,0.63
0.63,0.66,0.66,0.63
0.65,0.63,0.65,0.63
0.62,0.60,0.64,0.60
0.60,0.61,0.61,0.59
0.62,0.61,0.62,0.60
0.62,0.70,0.70,0.62
0.64,0.69,0.69,0.64
0.68,0.66,0.68,0.57
0.66,0.66,0.66,0.66
0.63,0.68,0.68,0.63
0.65,0.65,0.66,0.65
0.64,0.64,0.64,0.64
0.63,0.70,0.70,0.63
0.65,0.65,0.70,0.65
0.65,0.65,0.65,0.65
0.64,0.62,0.64,0.62
0.64,0.64,0.64,0.64
0.62,0.63,0.63,0.57
0.65,0.70,0.70,0.63
0.67,0.69,0.69,0.65
0.69,0.70,0.70,0.69
0.70,0.62,0.70,0.61
0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.61
0.64,0.64,0.64,0.64
0.62,0.65,0.65,0.62
0.65,0.65,0.65,0.65
0.65,0.67,0.68,0.65
0.62,0.65,0.65,0.60
0.65,0.65,0.65,0.65
0.61,0.64,0.64,0.60
0.64,0.65,0.65,0.64
0.61,0.61,0.61,0.61
0.58,0.59,0.60,0.57
0.56,0.54,0.59,0.52
0.54,0.55,0.55,0.46
0.53,0.55,0.55,0.40
0.54,0.55,0.55,0.54
0.51,0.48,0.55,0.38
0.40,0.50,0.50,0.38
0.48,0.48,0.48,0.44
0.41,0.45,0.45,0.40
0.40,0.51,0.55,0.40
0.51,0.51,0.51,0.51
0.50,0.48,0.50,0.46
0.49,0.50,0.50,0.46
0.50,0.50,0.51,0.50
0.45,0.50,0.50,0.45
0.45,0.56,0.56,0.45
0.45,0.56,0.56,0.45
0.56,0.56,0.56,0.50
0.52,0.55,0.55,0.52
0.50,0.55,0.56,0.48
0.48,0.54,0.54,0.48
0.54,0.54,0.54,0.50
0.48,0.52,0.52,0.45
0.45,0.47,0.50,0.42
0.47,0.48,0.48,0.47
0.40,0.41,0.45,0.38
0.40,0.33,0.40,0.33
0.33,0.40,0.43,0.32
0.43,0.40,0.43,0.32
0.38,0.41,0.41,0.38
0.40,0.40,0.40,0.36
0.39,0.37,0.39,0.35
0.35,0.34,0.38,0.33
0.36,0.37,0.40,0.35
0.35,0.31,0.35,0.31
0.32,0.32,0.33,0.30
0.30,0.32,0.32,0.30
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.31,0.33,0.35,0.31
0.28,0.33,0.33,0.28
0.33,0.33,0.37,0.32
0.32,0.28,0.33,0.27
0.30,0.35,0.35,0.30
0.32,0.33,0.34,0.30
0.32,0.33,0.33,0.32
0.33,0.34,0.38,0.30
0.35,0.32,0.35,0.32
0.32,0.32,0.32,0.32
0.32,0.34,0.34,0.32
0.32,0.34,0.34,0.32
0.32,0.31,0.32,0.30
0.32,0.31,0.32,0.31
0.31,0.30,0.31,0.30
0.30,0.31,0.31,0.30
0.35,0.31,0.38,0.30
0.30,0.30,0.30,0.28
0.27,0.30,0.30,0.27
0.30,0.30,0.30,0.29
0.29,0.30,0.30,0.28
0.30,0.43,0.55,0.30
0.45,0.40,0.45,0.37
0.39,0.45,0.46,0.35
0.39,0.41,0.45,0.39
0.41,0.43,0.43,0.41
0.44,0.43,0.44,0.41
0.44,0.43,0.50,0.41
0.45,0.42,0.50,0.41
0.42,0.44,0.44,0.41
0.44,0.39,0.44,0.39
0.39,0.35,0.39,0.30
0.38,0.35,0.38,0.32
0.30,0.31,0.34,0.30
0.32,0.30,0.32,0.27
0.28,0.27,0.28,0.26
0.27,0.30,0.30,0.24
0.30,0.30,0.30,0.29
0.30,0.26,0.30,0.23
0.25,0.28,0.29,0.18
0.27,0.27,0.27,0.24
0.28,0.28,0.28,0.25
0.25,0.25,0.27,0.25
0.25,0.28,0.28,0.25
0.25,0.29,0.29,0.25
0.29,0.26,0.32,0.25
0.32,0.30,0.32,0.30
0.32,0.28,0.32,0.28
0.26,0.28,0.30,0.26
0.29,0.26,0.29,0.26
0.25,0.25,0.25,0.25
0.26,0.25,0.26,0.24
0.27,0.25,0.27,0.25
0.24,0.23,0.24,0.21
0.22,0.22,0.24,0.20
0.25,0.23,0.25,0.21
0.25,0.22,0.25,0.22
0.25,0.22,0.25,0.19
0.20,0.22,0.22,0.20
0.22,0.20,0.22,0.20
0.22,0.25,0.25,0.18
0.25,0.25,0.25,0.24
0.22,0.21,0.25,0.21
0.21,0.22,0.24,0.21
0.22,0.25,0.27,0.22
0.25,0.25,0.28,0.23
0.28,0.25,0.28,0.25
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.22,0.27,0.27,0.22
0.27,0.27,0.27,0.27
0.22,0.25,0.26,0.22
0.25,0.25,0.25,0.25
0.23,0.23,0.23,0.23
0.24,0.24,0.24,0.23
0.23,0.20,0.23,0.20
0.20,0.20,0.20,0.19
0.20,0.22,0.22,0.20
0.22,0.24,0.24,0.22
0.23,0.25,0.25,0.23
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.22,0.25,0.25,0.22
0.25,0.24,0.26,0.23
0.24,0.25,0.25,0.24
0.25,0.27,0.29,0.25
0.28,0.28,0.30,0.28
0.28,0.31,0.35,0.27
0.31,0.31,0.34,0.30
0.32,0.33,0.34,0.32
0.31,0.30,0.31,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.26
0.28,0.28,0.28,0.28
0.28,0.27,0.29,0.22
0.27,0.26,0.27,0.26
0.26,0.26,0.26,0.26
0.27,0.26,0.29,0.26
0.29,0.34,0.35,0.29
0.35,0.33,0.36,0.32
0.33,0.35,0.37,0.33
0.35,0.34,0.37,0.34
0.34,0.34,0.34,0.34
0.35,0.32,0.35,0.29
0.30,0.37,0.37,0.29
0.35,0.37,0.37,0.32
0.36,0.36,0.36,0.33
0.36,0.33,0.37,0.32
0.33,0.31,0.33,0.30
0.32,0.32,0.32,0.32
0.31,0.31,0.31,0.31
0.32,0.33,0.33,0.32
0.34,0.35,0.35,0.34
0.32,0.32,0.32,0.32
0.30,0.32,0.32,0.30
0.32,0.32,0.32,0.32
0.32,0.29,0.32,0.29
0.29,0.29,0.29,0.29
0.29,0.26,0.29,0.26
0.28,0.27,0.28,0.27
0.28,0.29,0.33,0.28
0.30,0.28,0.30,0.27
0.28,0.32,0.32,0.28
0.31,0.30,0.32,0.30
0.27,0.30,0.34,0.27
0.27,0.27,0.27,0.27
0.29,0.30,0.30,0.29
0.30,0.38,0.38,0.30
0.37,0.30,0.37,0.30
0.29,0.30,0.30,0.29
0.34,0.29,0.34,0.28
0.34,0.34,0.34,0.34
0.30,0.30,0.30,0.30
0.30,0.30,0.34,0.30
0.30,0.30,0.30,0.30
0.30,0.30,0.30,0.30
0.31,0.31,0.31,0.31
0.31,0.31,0.31,0.29
0.32,0.33,0.34,0.31
0.30,0.31,0.33,0.30
0.30,0.33,0.35,0.30
0.33,0.32,0.33,0.32
0.30,0.31,0.33,0.30
0.33,0.30,0.33,0.30
0.32,0.28,0.32,0.28
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.33,0.33,0.33,0.33
0.28,0.30,0.30,0.28
0.28,0.25,0.29,0.25
0.25,0.29,0.30,0.24
0.28,0.29,0.31,0.26
0.29,0.29,0.29,0.29
0.29,0.28,0.29,0.26
0.26,0.26,0.26,0.26
0.26,0.25,0.26,0.25
0.24,0.25,0.25,0.24
0.25,0.25,0.25,0.25
0.24,0.24,0.24,0.24
0.24,0.23,0.24,0.23
0.24,0.27,0.27,0.22
0.27,0.23,0.27,0.23
0.25,0.24,0.25,0.24
0.24,0.25,0.25,0.24
0.25,0.25,0.25,0.25
0.26,0.25,0.26,0.25
0.25,0.23,0.25,0.22
0.25,0.25,0.25,0.25
0.25,0.25,0.25,0.25
0.25,0.22,0.25,0.22
0.25,0.25,0.25,0.23
0.25,0.25,0.25,0.25
0.22,0.25,0.25,0.22
0.25,0.25,0.25,0.25
0.25,0.22,0.25,0.22
0.27,0.31,0.31,0.25
0.30,0.32,0.32,0.30
0.32,0.32,0.33,0.30
0.32,0.32,0.33,0.32
0.32,0.32,0.32,0.30
0.31,0.29,0.31,0.29
0.29,0.29,0.29,0.28
0.29,0.29,0.29,0.29
0.29,0.28,0.29,0.27
0.29,0.31,0.31,0.29
0.31,0.30,0.32,0.30
0.27,0.26,0.29,0.25
0.25,0.26,0.26,0.25
0.28,0.28,0.28,0.28
0.26,0.24,0.26,0.24
0.26,0.25,0.26,0.25
0.26,0.28,0.28,0.25
0.25,0.26,0.26,0.24
0.24,0.24,0.25,0.22
0.23,0.23,0.23,0.22
0.24,0.24,0.26,0.24
0.24,0.24,0.24,0.24
0.25,0.23,0.25,0.23
0.22,0.22,0.22,0.22
0.22,0.22,0.22,0.22
0.18,0.22,0.24,0.18
0.19,0.19,0.19,0.19
0.15,0.27,0.29,0.15
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.27
0.27,0.20,0.27,0.20
0.26,0.25,0.26,0.21
0.20,0.23,0.24,0.19
0.23,0.23,0.23,0.23
0.19,0.22,0.23,0.19
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.19,0.20,0.20,0.18
0.18,0.19,0.20,0.16
0.18,0.20,0.20,0.17
0.19,0.19,0.19,0.19
0.20,0.20,0.20,0.17
0.18,0.20,0.20,0.18
0.20,0.19,0.20,0.16
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.18
0.19,0.20,0.20,0.19
0.20,0.19,0.20,0.19
0.19,0.19,0.19,0.16
0.19,0.19,0.19,0.19
0.19,0.20,0.20,0.19
0.19,0.20,0.20,0.19
0.20,0.20,0.20,0.18
0.20,0.20,0.20,0.16
0.20,0.20,0.20,0.20
0.20,0.20,0.20,0.20
0.19,0.19,0.19,0.19
0.19,0.19,0.19,0.19
0.17,0.17,0.17,0.15
0.17,0.19,0.19,0.17
0.19,0.19,0.19,0.19
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.17,0.17,0.17,0.17
0.18,0.18,0.18,0.18
0.19,0.20,0.22,0.19
0.20,0.20,0.20,0.20
0.19,0.19,0.19,0.16
0.15,0.20,0.20,0.15
0.19,0.19,0.19,0.17
0.19,0.22,0.22,0.19
0.23,0.25,0.26,0.22
0.25,0.24,0.25,0.22
0.24,0.24,0.25,0.22
0.22,0.27,0.27,0.20
0.24,0.30,0.31,0.24
0.30,0.30,0.30,0.27
0.28,0.30,0.30,0.28
0.30,0.34,0.42,0.28
0.33,0.35,0.35,0.30
0.32,0.33,0.35,0.32
0.35,0.35,0.35,0.33
0.33,0.35,0.35,0.33
0.35,0.34,0.35,0.32
0.32,0.33,0.34,0.28
0.33,0.31,0.34,0.31
0.28,0.29,0.32,0.28
0.29,0.31,0.31,0.27
0.28,0.31,0.31,0.27
0.30,0.30,0.31,0.30
0.30,0.33,0.33,0.30
0.33,0.33,0.33,0.33
0.33,0.29,0.33,0.29
0.29,0.30,0.32,0.28
0.28,0.30,0.30,0.28
0.30,0.30,0.30,0.28
0.30,0.28,0.31,0.25
0.31,0.31,0.31,0.26
0.29,0.31,0.31,0.28
0.28,0.31,0.31,0.28
0.30,0.31,0.31,0.27
0.29,0.31,0.31,0.29
0.29,0.30,0.31,0.27
0.29,0.30,0.30,0.26
0.30,0.31,0.31,0.30
0.30,0.31,0.31,0.30
0.31,0.31,0.31,0.31
0.29,0.28,0.30,0.26
0.30,0.30,0.30,0.30
0.29,0.30,0.30,0.29
0.28,0.30,0.30,0.28
0.28,0.27,0.30,0.26
0.27,0.28,0.29,0.26
0.26,0.28,0.28,0.26
0.26,0.28,0.31,0.25
0.28,0.29,0.29,0.25
0.25,0.28,0.28,0.25
0.26,0.28,0.30,0.25
0.28,0.28,0.28,0.26
0.28,0.28,0.29,0.26
0.26,0.27,0.28,0.26
0.27,0.27,0.28,0.25
0.26,0.25,0.27,0.23
0.27,0.25,0.27,0.24
0.24,0.30,0.31,0.24
0.30,0.32,0.32,0.30
0.30,0.31,0.32,0.30
0.31,0.32,0.32,0.30
0.32,0.32,0.33,0.31
0.31,0.30,0.33,0.30
0.29,0.29,0.31,0.27
0.29,0.29,0.29,0.26
0.25,0.30,0.31,0.22
0.31,0.29,0.32,0.29
0.30,0.30,0.30,0.30
0.29,0.30,0.30,0.26
0.28,0.28,0.28,0.28
0.28,0.33,0.33,0.28
0.32,0.34,0.34,0.32
0.34,0.31,0.34,0.30
0.31,0.34,0.35,0.31
0.32,0.36,0.36,0.28
0.35,0.38,0.39,0.35
0.37,0.38,0.39,0.37
0.38,0.37,0.38,0.35
0.36,0.35,0.37,0.35
0.35,0.37,0.38,0.35
0.37,0.40,0.40,0.36
0.40,0.40,0.43,0.38
0.39,0.39,0.39,0.38
0.39,0.39,0.40,0.38
0.39,0.40,0.41,0.39
0.39,0.40,0.43,0.39
0.40,0.39,0.40,0.39
0.40,0.41,0.41,0.39
0.41,0.49,0.49,0.41
0.44,0.47,0.47,0.44
0.46,0.45,0.49,0.45
0.45,0.48,0.49,0.45
0.48,0.46,0.48,0.46
0.47,0.46,0.47,0.46
0.47,0.46,0.48,0.45
0.45,0.40,0.45,0.39
0.40,0.43,0.45,0.40
0.45,0.44,0.45,0.43
0.43,0.45,0.45,0.43
0.45,0.46,0.46,0.45
0.46,0.46,0.46,0.46
0.46,0.46,0.48,0.46
0.46,0.48,0.48,0.46
0.41,0.49,0.49,0.41
0.48,0.48,0.49,0.44
0.49,0.55,0.55,0.49
0.55,0.53,0.55,0.53
0.55,0.55,0.56,0.53
0.55,0.61,0.65,0.55
0.62,0.65,0.68,0.62
0.65,0.66,0.67,0.64
0.67,0.67,0.69,0.65
0.66,0.77,0.79,0.66
0.78,0.79,0.88,0.78
0.78,0.76,0.82,0.70
0.75,0.76,0.77,0.75
0.76,0.76,0.76,0.75
0.75,0.75,0.76,0.75
0.76,0.78,0.80,0.75
0.78,0.76,0.78,0.75
0.76,0.77,0.81,0.75
0.78,0.77,0.78,0.76
0.78,0.80,0.81,0.78
0.81,0.81,0.81,0.77
0.82,0.80,0.83,0.79
0.83,0.83,0.83,0.79
0.81,0.88,0.88,0.81
0.89,0.92,0.95,0.89
0.92,0.88,0.95,0.88
0.87,0.89,0.91,0.86
0.90,0.87,0.90,0.86
0.88,0.92,0.93,0.88
0.89,0.89,0.91,0.87
0.87,0.87,0.88,0.83
0.88,0.91,0.92,0.88
0.90,0.80,0.91,0.76
0.82,0.83,0.87,0.80
0.83,0.81,0.88,0.80
0.81,0.86,0.86,0.80
0.86,0.86,0.90,0.81
0.84,0.83,0.84,0.79
0.84,0.80,0.85,0.76
0.80,0.79,0.80,0.75
0.79,0.77,0.79,0.76
0.79,0.78,0.79,0.76
0.79,0.78,0.79,0.77
0.78,0.78,0.79,0.77
0.76,0.75,0.76,0.75
0.73,0.70,0.73,0.66
0.70,0.71,0.71,0.68
0.71,0.80,0.81,0.71
0.80,0.71,0.80,0.70
0.70,0.70,0.70,0.69
0.69,0.68,0.70,0.67
0.68,0.65,0.68,0.63
0.66,0.70,0.71,0.60
0.70,0.72,0.78,0.69
0.73,0.75,0.75,0.73
0.75,0.71,0.75,0.70
0.73,0.73,0.75,0.70
0.73,0.69,0.73,0.65
0.66,0.68,0.68,0.66
0.68,0.69,0.74,0.68
0.69,0.70,0.72,0.67
0.69,0.66,0.70,0.66
0.69,0.70,0.70,0.68
0.67,0.68,0.69,0.67
0.68,0.70,0.70,0.67
0.68,0.68,0.68,0.68
0.67,0.70,0.70,0.67
0.68,0.67,0.71,0.66
0.67,0.69,0.69,0.66
0.68,0.69,0.69,0.66
0.70,0.68,0.70,0.67
0.68,0.67,0.68,0.67
0.69,0.67,0.69,0.67
0.67,0.68,0.69,0.67
0.69,0.67,0.69,0.67
0.68,0.66,0.68,0.65
0.65,0.65,0.66,0.65
0.64,0.70,0.71,0.64
0.70,0.75,0.75,0.70
0.75,0.71,0.75,0.66
0.71,0.74,0.74,0.69
0.67,0.72,0.74,0.67
0.72,0.70,0.72,0.69
0.70,0.72,0.72,0.68
0.71,0.70,0.71,0.67
0.71,0.69,0.71,0.68
0.69,0.68,0.70,0.68
0.70,0.69,0.71,0.66
0.68,0.71,0.71,0.68
0.65,0.67,0.69,0.65
0.66,0.65,0.67,0.64
0.66,0.67,0.67,0.66
0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.66
0.65,0.66,0.67,0.61
0.65,0.66,0.66,0.64
0.65,0.65,0.65,0.65
0.65,0.66,0.66,0.65
0.66,0.66,0.67,0.65
0.65,0.67,0.68,0.65
0.65,0.66,0.68,0.64
0.65,0.67,0.68,0.65
0.68,0.70,0.76,0.67
0.71,0.74,0.75,0.71
0.71,0.73,0.74,0.70
0.71,0.70,0.71,0.70
0.68,0.71,0.71,0.68
0.70,0.68,0.71,0.68
0.67,0.69,0.70,0.65
0.69,0.69,0.70,0.68
0.69,0.70,0.70,0.68
0.70,0.68,0.70,0.67
0.68,0.67,0.69,0.65
0.68,0.68,0.68,0.67
0.68,0.68,0.68,0.67
0.66,0.73,0.73,0.66
0.72,0.70,0.72,0.69
0.69,0.71,0.71,0.69
0.70,0.73,0.73,0.69
0.71,0.70,0.71,0.69
0.71,0.71,0.71,0.71
0.70,0.70,0.71,0.69
0.67,0.70,0.70,0.67
0.70,0.66,0.70,0.66
0.66,0.69,0.69,0.66
