YTEN,Yield10 Bioscience,NASDAQ
14.63,15.00,15.22,14.44
15.12,15.87,15.90,14.95
15.88,16.07,16.16,15.12
15.74,14.69,16.00,14.50
14.74,14.31,15.10,14.17
14.31,14.72,14.77,13.59
14.82,14.59,15.07,14.54
14.84,14.02,15.17,13.92
13.96,14.36,14.44,13.68
14.59,14.90,14.98,14.57
14.82,15.06,15.14,14.73
14.97,14.53,15.14,14.28
14.85,15.10,15.20,14.46
14.97,14.91,15.11,14.74
14.89,15.99,16.08,14.52
15.86,15.25,16.30,15.22
15.34,15.36,15.51,14.84
15.06,15.61,15.72,14.85
15.80,15.97,16.14,15.60
16.10,16.79,16.96,15.88
16.97,17.49,17.83,16.29
17.63,17.87,18.44,17.63
17.99,17.38,18.43,17.15
17.26,16.49,17.36,16.33
15.00,14.32,15.84,13.64
14.09,14.12,14.79,13.83
14.47,14.00,14.59,13.82
14.00,13.81,14.38,13.78
13.96,13.96,14.35,13.84
13.88,13.71,13.99,13.67
13.53,13.49,13.65,13.15
13.68,14.19,14.42,13.68
14.01,13.76,14.31,13.37
13.50,12.95,13.61,12.85
12.67,12.80,13.33,12.57
12.77,12.53,13.18,12.53
12.40,13.14,13.40,12.38
13.36,13.38,13.76,13.26
13.38,13.26,13.60,13.12
13.15,12.38,13.31,12.38
12.38,12.59,12.60,11.85
12.71,12.13,12.93,12.11
11.87,11.77,12.01,11.75
11.61,11.60,11.74,11.22
11.73,11.08,11.74,11.07
11.30,11.97,12.00,11.10
11.96,11.17,12.06,11.14
11.02,11.32,11.49,10.72
11.58,11.76,11.81,11.50
11.83,11.18,11.88,11.04
11.41,11.48,11.52,11.09
11.45,10.55,11.48,10.42
10.62,10.86,11.04,10.62
11.06,10.72,11.15,10.45
10.80,10.50,10.92,10.29
10.67,10.94,11.07,10.60
10.93,10.64,11.03,10.61
10.54,10.71,10.80,10.35
10.65,10.66,11.18,10.55
10.83,10.53,10.89,10.32
10.54,11.10,11.16,10.53
11.13,11.34,11.64,11.07
11.24,10.84,11.48,10.77
10.70,10.19,10.74,10.01
10.37,10.76,10.84,10.21
10.74,10.83,11.16,10.50
10.90,11.02,11.16,10.51
10.94,11.18,11.34,10.94
13.10,12.58,13.14,11.98
12.71,12.17,12.71,12.12
12.08,11.95,12.14,11.67
12.12,12.75,12.90,12.03
12.71,12.54,12.72,12.25
12.63,12.81,13.01,12.49
12.88,13.40,13.55,12.82
13.36,12.95,13.37,12.85
12.86,13.46,13.52,12.39
13.52,13.72,14.00,13.46
13.74,14.02,14.21,13.46
14.35,13.76,14.35,13.72
13.80,14.13,14.18,13.67
13.87,14.19,14.27,13.54
14.34,15.02,15.20,14.14
15.00,14.49,15.39,14.00
14.25,14.85,15.00,14.25
14.98,14.69,15.13,14.62
14.62,14.58,14.69,14.36
14.50,14.42,14.68,14.16
14.53,14.22,14.80,14.19
14.15,13.96,14.36,13.92
14.01,13.62,14.01,13.37
13.90,13.87,14.33,13.54
14.37,14.25,14.50,14.01
14.60,14.23,14.84,14.00
14.21,14.04,14.25,14.01
13.98,13.77,14.03,13.65
11.34,11.05,11.47,10.52
11.04,11.17,11.39,11.01
11.01,10.97,11.34,10.83
10.81,10.51,11.15,10.50
10.55,10.42,10.72,10.36
10.37,10.37,10.56,10.28
10.45,10.19,10.98,10.13
10.42,10.32,10.42,10.15
10.33,10.14,10.44,10.10
10.13,10.58,10.66,10.00
10.46,10.50,10.66,10.25
10.55,10.41,10.56,10.21
10.31,10.24,10.36,10.22
10.21,10.15,10.25,10.06
10.01,10.24,10.26,9.92
10.53,10.41,10.72,10.25
10.78,11.19,11.43,10.78
11.14,10.88,11.34,10.76
10.88,10.99,11.07,10.70
11.20,11.25,11.38,11.08
11.33,11.41,11.68,11.13
11.57,11.59,11.88,11.42
11.65,11.52,11.84,11.28
11.56,11.58,11.73,11.38
11.65,11.64,11.78,11.54
11.65,11.71,11.95,11.64
11.70,11.22,11.70,11.00
11.19,11.36,11.59,11.09
11.38,10.66,11.42,10.48
10.68,10.65,10.84,10.54
10.67,11.07,11.20,10.56
11.11,10.82,11.19,10.74
10.82,11.05,11.24,10.82
11.10,11.29,11.45,11.03
11.29,11.13,11.29,10.95
11.09,11.90,11.94,11.03
11.83,12.17,12.34,11.52
12.35,12.50,12.78,12.08
12.24,11.31,12.48,11.24
11.27,10.97,11.46,10.94
10.97,10.56,11.15,10.48
10.55,10.53,10.72,10.17
10.50,10.45,10.58,10.17
10.49,10.50,10.59,10.26
10.64,10.56,10.87,10.49
10.56,10.18,10.56,10.07
10.18,10.28,10.31,10.07
10.20,10.17,10.34,10.04
10.13,9.88,10.20,9.88
9.79,9.37,9.84,9.29
9.46,8.98,9.49,8.77
9.01,8.73,9.15,8.69
8.69,8.78,8.92,8.54
9.26,9.24,9.64,9.00
9.24,9.12,9.54,9.10
9.08,8.83,9.20,8.38
8.93,8.85,9.00,8.65
8.95,9.20,9.32,8.82
9.15,8.88,9.26,8.82
8.89,8.95,8.98,8.66
8.99,8.87,9.04,8.77
8.91,9.13,9.29,8.89
9.14,9.15,9.24,9.07
9.31,9.12,9.31,9.01
9.05,9.05,9.18,9.00
9.00,9.12,9.20,8.71
9.15,9.00,9.16,8.95
8.98,9.00,9.06,8.88
9.03,8.90,9.03,8.71
8.88,8.93,8.95,8.75
8.98,8.87,8.98,8.79
8.90,8.50,9.00,8.47
8.52,8.43,8.71,8.40
8.52,9.25,9.39,8.52
9.34,9.34,9.45,9.02
9.50,9.08,9.50,8.86
9.15,9.00,9.15,8.86
9.00,9.18,9.24,8.76
9.24,9.49,9.68,9.18
9.52,9.43,9.52,9.30
9.51,9.05,9.55,8.95
9.08,9.27,9.32,8.85
9.27,9.39,9.54,9.19
9.42,8.76,9.45,8.76
8.71,8.63,8.79,8.26
8.49,8.30,8.58,8.21
7.98,8.58,8.61,7.77
8.57,8.41,8.65,8.36
8.56,8.33,8.68,8.30
8.57,8.96,8.97,8.52
9.09,9.18,9.26,9.02
9.21,9.10,9.31,9.07
9.11,9.39,9.44,9.10
9.45,9.48,9.62,9.43
9.51,9.58,9.96,9.51
9.60,9.42,9.91,9.41
9.46,9.89,10.05,9.31
9.99,10.42,10.54,9.99
10.34,10.51,10.59,10.27
10.55,10.69,10.75,10.44
10.75,10.66,10.95,10.50
10.71,10.64,10.95,10.51
10.71,10.27,10.83,10.18
10.30,9.98,10.39,9.93
10.03,9.42,10.03,9.29
9.40,9.37,9.50,9.28
9.23,9.21,9.37,8.99
9.32,9.08,9.32,8.96
8.96,9.22,9.24,8.94
9.16,9.43,9.48,9.05
9.19,9.39,9.49,9.08
9.42,9.38,9.48,9.23
9.59,9.60,9.63,9.46
9.70,9.71,9.88,9.58
9.70,9.45,9.70,9.35
9.52,9.37,9.74,9.31
8.88,9.11,9.25,8.81
8.46,8.50,8.78,8.40
8.54,8.08,8.54,8.01
8.17,8.00,8.38,8.00
8.00,7.60,8.12,7.58
7.60,7.22,7.66,7.22
7.12,7.38,7.63,7.03
7.58,7.80,7.91,7.47
7.80,7.60,7.80,7.50
7.62,7.89,7.92,7.48
7.80,7.65,7.87,7.51
7.61,7.72,7.90,7.48
7.70,7.53,7.88,7.50
7.50,7.45,7.64,7.41
7.45,7.51,7.62,7.41
7.56,7.69,7.71,7.43
7.36,7.25,7.50,7.25
7.20,8.01,8.04,7.11
7.78,7.99,8.43,7.63
8.07,7.90,8.28,7.86
7.85,7.98,8.13,7.67
7.92,8.25,8.30,7.90
8.33,8.71,8.78,8.28
8.81,8.84,8.90,8.66
8.77,8.11,8.84,8.10
8.18,8.05,8.20,7.78
7.83,7.75,8.00,7.72
7.75,7.50,7.81,7.50
7.62,7.43,7.67,7.41
7.36,7.19,7.46,7.15
7.21,7.10,7.27,7.07
7.08,7.05,7.30,6.95
7.13,7.09,7.25,7.01
7.20,7.32,7.37,7.10
7.23,7.10,7.25,6.98
7.10,7.21,7.31,7.10
7.31,6.90,7.38,6.62
6.85,6.69,6.87,6.50
6.75,7.03,7.20,6.75
7.04,7.03,7.09,7.00
7.05,7.03,7.16,6.84
7.07,6.95,7.07,6.74
6.89,6.89,6.98,6.68
6.93,7.11,7.21,6.89
7.16,6.98,7.28,6.91
6.99,7.14,7.15,6.85
7.14,6.95,7.14,6.86
6.92,6.94,6.98,6.76
6.92,6.84,6.94,6.72
6.93,7.04,7.20,6.85
6.91,6.86,6.99,6.81
6.74,6.82,6.88,6.62
6.78,7.10,7.16,6.75
7.16,7.00,7.46,6.91
7.00,6.74,7.01,6.64
6.75,6.81,6.96,6.68
6.80,7.11,7.19,6.63
7.17,7.25,7.36,7.05
7.22,6.88,7.26,6.77
6.94,6.78,7.07,6.73
6.78,6.69,6.99,6.64
6.57,6.54,6.75,6.52
6.55,6.38,6.67,6.32
6.32,6.06,6.42,6.02
6.56,6.96,7.74,6.29
6.77,6.83,7.00,6.52
7.00,6.57,7.11,6.38
6.53,6.27,6.59,6.20
6.28,6.27,6.45,6.06
6.18,5.84,6.22,5.81
5.96,5.86,6.15,5.77
5.60,5.33,5.81,5.28
5.49,5.78,5.79,5.07
5.54,5.36,5.79,5.15
5.35,5.61,5.68,5.21
5.63,5.52,5.67,5.43
5.61,5.73,5.78,5.52
5.65,5.53,5.68,5.45
5.60,5.57,5.67,5.45
5.36,5.30,5.53,5.17
5.17,5.11,5.42,5.05
5.28,5.05,5.39,5.01
5.09,5.39,5.40,5.02
5.36,5.29,5.40,5.13
5.34,5.00,5.44,5.00
4.95,5.23,5.25,4.88
5.27,5.38,5.48,5.27
5.34,5.43,5.47,5.24
5.45,5.41,5.50,5.25
5.37,5.14,5.52,5.08
5.00,4.93,5.23,4.87
4.72,5.06,5.14,4.71
5.17,5.14,5.27,5.01
5.09,4.93,5.15,4.88
4.94,4.98,5.16,4.81
4.88,4.97,5.02,4.81
4.96,4.91,5.02,4.80
4.99,4.95,5.07,4.76
5.00,4.91,5.00,4.80
4.95,4.90,4.95,4.70
4.77,4.87,4.95,4.66
4.93,4.92,5.12,4.83
4.90,4.40,4.98,4.38
4.21,4.35,4.38,4.08
4.37,4.69,4.72,4.26
4.71,4.50,4.71,4.34
4.65,4.59,4.76,4.43
4.58,4.50,4.67,4.39
4.65,4.55,4.65,4.39
4.45,4.38,4.54,4.34
4.47,3.54,4.47,3.52
3.50,4.16,4.38,3.28
3.79,4.07,4.23,3.79
4.06,4.26,4.27,3.91
4.26,4.04,4.26,3.99
4.13,4.29,4.30,4.04
4.22,4.37,4.40,4.06
4.28,4.88,5.00,4.28
4.83,4.53,4.83,4.39
4.61,4.79,4.89,4.56
4.72,4.57,4.79,4.52
4.60,5.12,5.15,4.50
5.11,4.69,5.12,4.66
4.72,4.53,4.78,4.34
4.65,4.59,4.66,4.45
4.62,5.01,5.01,4.51
4.95,4.92,5.03,4.79
5.00,4.98,5.32,4.90
5.23,5.33,5.46,5.10
5.32,5.42,5.54,5.24
5.29,5.13,5.52,5.10
4.88,4.76,5.23,4.75
4.90,4.50,5.11,4.41
4.57,4.19,4.57,4.06
4.12,4.28,4.36,4.06
4.23,4.01,4.24,3.97
4.05,4.14,4.20,3.98
4.01,3.96,4.10,3.90
4.04,4.49,4.51,4.01
4.51,3.97,4.51,3.85
3.94,4.02,4.13,3.86
4.00,4.10,4.12,3.96
4.03,4.11,4.34,4.03
4.13,4.13,4.21,4.04
4.14,4.27,4.44,4.13
4.15,3.97,4.30,3.89
3.96,3.95,4.07,3.93
3.90,3.83,3.97,3.82
3.79,3.76,3.98,3.76
3.95,4.00,4.11,3.86
4.03,3.99,4.14,3.97
4.21,4.76,4.98,4.15
4.71,4.77,4.90,4.66
4.87,4.94,5.04,4.80
5.06,5.11,5.17,4.93
5.12,4.74,5.12,4.66
4.69,4.73,4.78,4.50
4.65,4.19,4.70,4.19
4.23,4.33,4.54,4.23
4.24,4.43,4.47,4.19
4.47,4.52,4.73,4.45
4.48,4.52,4.58,4.28
4.61,4.64,4.72,4.55
4.66,4.61,4.67,4.45
4.64,4.43,4.68,4.41
4.55,4.95,4.98,4.52
4.94,4.88,4.97,4.78
4.91,4.92,4.99,4.81
4.95,4.71,4.95,4.61
4.64,4.67,4.98,4.60
4.63,4.51,4.66,4.42
4.51,4.51,4.64,4.36
4.50,4.55,4.59,4.41
4.74,5.01,5.06,4.74
4.97,5.01,5.08,4.93
4.96,5.06,5.15,4.96
5.09,5.14,5.32,5.06
5.20,5.28,5.31,5.10
5.37,5.48,5.73,5.32
5.45,5.66,5.70,5.34
5.68,5.99,6.10,5.68
2.60,2.54,2.83,2.50
2.62,2.60,2.63,2.34
2.60,2.71,2.71,2.55
2.73,2.66,2.74,2.63
2.70,2.67,2.70,2.55
2.65,2.66,2.67,2.59
2.65,2.69,2.69,2.57
2.69,2.71,2.73,2.61
2.72,2.72,2.77,2.67
2.71,2.76,2.77,2.67
2.73,2.62,2.73,2.61
2.64,2.65,2.68,2.61
2.68,2.66,2.72,2.62
2.66,2.67,2.69,2.63
2.73,2.73,2.75,2.67
2.74,2.90,3.03,2.65
2.90,2.89,2.92,2.72
2.90,2.88,2.95,2.81
2.92,2.94,2.97,2.84
2.92,2.83,2.93,2.81
2.87,2.87,2.88,2.80
2.85,2.89,2.92,2.85
2.91,2.87,2.92,2.80
2.86,2.91,2.91,2.81
2.93,2.88,2.93,2.81
2.80,2.85,2.87,2.78
2.83,2.80,2.85,2.80
2.80,2.90,2.91,2.77
2.89,2.87,2.93,2.82
2.84,2.91,2.93,2.80
2.92,3.00,3.11,2.88
2.99,2.76,3.05,2.75
2.79,2.76,2.85,2.75
2.77,2.67,2.80,2.67
2.65,2.74,2.75,2.61
2.71,2.54,2.73,2.53
2.52,2.64,2.69,2.52
2.66,2.84,2.85,2.62
2.85,3.00,3.02,2.81
2.99,3.08,3.20,2.96
3.13,3.18,3.21,3.07
3.26,3.23,3.43,3.15
3.24,3.16,3.28,3.13
3.15,3.19,3.26,3.14
3.19,3.19,3.27,3.15
3.17,3.15,3.20,3.08
3.16,3.17,3.25,3.15
3.15,3.18,3.24,3.09
3.17,3.18,3.27,3.15
3.24,3.26,3.28,3.22
3.28,3.34,3.48,3.28
3.35,3.04,3.35,3.03
3.04,2.98,3.07,2.92
3.00,2.83,3.04,2.83
2.84,3.01,3.11,2.84
2.99,2.86,2.99,2.84
2.81,2.78,2.81,2.75
2.74,2.69,2.80,2.69
2.60,2.78,2.85,2.56
2.78,3.04,3.14,2.78
3.09,3.07,3.18,3.00
3.07,3.11,3.20,3.04
3.08,2.98,3.10,2.94
2.99,3.01,3.06,2.90
3.02,3.10,3.13,3.01
3.08,2.82,3.16,2.76
2.82,2.90,2.94,2.74
3.03,2.90,3.03,2.81
2.87,2.67,2.87,2.65
2.67,2.67,2.71,2.58
2.72,2.73,2.86,2.66
2.73,2.81,2.88,2.64
2.80,2.68,2.90,2.63
2.69,2.71,2.89,2.65
2.69,2.46,2.75,2.46
2.49,2.43,2.58,2.35
2.42,2.36,2.49,2.35
2.37,2.31,2.38,2.29
2.30,2.29,2.33,2.23
2.28,2.34,2.35,2.28
2.30,2.29,2.36,2.25
2.31,2.19,2.31,2.16
2.16,2.16,2.24,2.08
2.13,2.18,2.25,2.13
2.21,2.16,2.25,2.14
2.17,2.00,2.19,1.96
2.00,1.90,2.02,1.83
1.90,1.91,1.95,1.89
1.91,1.98,2.00,1.89
1.99,1.92,2.03,1.89
1.90,1.96,1.99,1.88
1.96,1.89,1.97,1.84
1.89,1.90,1.91,1.82
1.92,1.98,1.98,1.90
1.95,1.99,2.04,1.95
1.98,2.00,2.03,1.95
1.93,1.92,1.98,1.90
1.93,1.96,1.97,1.90
1.93,2.57,2.67,1.91
2.63,2.42,2.65,2.31
2.47,2.16,2.47,2.14
2.14,2.31,2.46,2.14
2.35,2.27,2.43,2.23
2.30,2.19,2.39,2.15
2.18,2.22,2.38,2.15
2.22,2.19,2.27,2.14
2.18,2.19,2.24,2.16
2.16,2.14,2.21,2.10
2.14,2.10,2.21,2.04
2.10,2.25,2.29,2.10
2.25,2.16,2.40,2.15
2.17,2.12,2.21,2.12
2.10,2.04,2.24,2.03
2.08,1.87,2.08,1.85
1.89,1.87,1.96,1.80
1.84,1.83,1.96,1.83
1.87,1.85,1.90,1.82
1.87,1.86,1.99,1.84
1.86,1.90,1.93,1.86
1.90,1.96,2.00,1.90
1.96,2.01,2.08,1.88
1.97,1.90,1.99,1.90
1.94,2.00,2.02,1.90
2.01,2.08,2.09,2.01
2.04,2.17,2.21,2.04
2.15,2.13,2.32,2.01
2.14,2.12,2.18,2.08
2.13,2.02,2.13,1.98
2.03,1.98,2.04,1.98
2.02,2.04,2.09,1.99
2.03,1.97,2.03,1.92
1.93,1.95,2.04,1.92
1.94,1.88,1.98,1.88
1.90,1.92,1.97,1.89
1.92,1.81,1.93,1.76
1.87,1.92,1.97,1.81
1.92,1.90,2.00,1.89
1.92,1.85,1.93,1.85
1.88,1.79,1.89,1.79
1.78,1.82,1.93,1.76
1.85,1.79,1.92,1.70
1.79,1.83,1.93,1.79
1.86,1.90,1.95,1.84
1.89,1.91,1.97,1.89
1.91,1.96,2.03,1.84
1.93,1.92,1.99,1.90
1.91,1.86,1.93,1.86
1.87,1.76,1.87,1.76
1.80,1.79,1.84,1.67
1.77,1.76,1.80,1.70
1.80,1.72,1.80,1.70
1.73,1.68,1.73,1.67
1.68,1.64,1.71,1.62
1.67,1.70,1.73,1.64
1.70,1.70,1.75,1.64
1.70,1.69,1.73,1.66
1.67,1.70,1.72,1.65
1.70,1.69,1.71,1.66
1.71,1.66,1.71,1.64
1.65,1.64,1.66,1.63
1.66,1.67,1.69,1.62
1.64,1.53,1.65,1.53
1.53,1.40,1.55,1.40
1.41,1.44,1.47,1.32
1.41,1.50,1.54,1.41
1.45,1.53,1.55,1.45
1.50,1.52,1.58,1.50
1.50,1.52,1.57,1.50
1.55,1.65,1.69,1.54
1.62,1.67,1.80,1.61
1.65,1.66,1.69,1.65
1.65,1.55,1.66,1.54
1.55,1.55,1.60,1.51
1.56,1.53,1.56,1.48
1.56,1.61,1.61,1.51
1.60,1.60,1.61,1.51
1.65,1.56,1.65,1.55
1.55,1.57,1.61,1.55
1.57,1.60,1.65,1.57
1.58,1.68,1.70,1.57
1.75,1.60,1.75,1.60
1.58,1.59,1.64,1.55
1.62,1.59,1.62,1.56
1.58,1.57,1.62,1.56
1.57,1.58,1.62,1.54
1.60,1.58,1.68,1.58
1.61,1.52,1.64,1.52
1.61,1.54,1.61,1.51
1.54,1.58,1.62,1.54
1.58,1.57,1.62,1.57
1.57,1.54,1.60,1.54
1.54,1.52,1.55,1.52
1.51,1.49,1.54,1.49
1.48,1.41,1.48,1.40
1.43,1.41,1.47,1.40
1.41,1.36,1.45,1.35
1.35,1.34,1.39,1.34
1.34,1.34,1.43,1.34
1.34,1.32,1.37,1.31
1.32,1.30,1.36,1.30
1.30,1.33,1.37,1.24
1.32,1.32,1.39,1.31
1.35,1.33,1.36,1.29
1.32,1.34,1.40,1.31
1.35,1.32,1.40,1.31
1.31,1.33,1.36,1.29
1.29,1.30,1.37,1.25
1.29,1.29,1.35,1.26
1.27,1.23,1.28,1.22
1.22,1.21,1.35,1.21
1.20,1.26,1.27,1.13
1.25,1.22,1.34,1.13
1.20,1.22,1.23,1.16
1.21,1.25,1.30,1.17
1.22,1.23,1.28,1.15
1.22,1.24,1.28,1.19
1.23,1.22,1.29,1.21
1.18,1.17,1.22,1.16
1.14,1.17,1.19,1.14
1.17,1.12,1.17,1.11
1.08,1.07,1.15,1.07
1.10,1.13,1.35,1.10
1.17,1.15,1.20,1.13
1.15,1.14,1.20,1.12
1.26,1.49,1.65,1.26
1.50,2.16,2.19,1.43
2.05,1.80,2.10,1.75
1.79,1.72,1.80,1.68
1.71,1.64,1.72,1.60
1.64,1.69,1.85,1.64
1.73,1.69,1.76,1.68
1.67,1.74,1.74,1.66
1.79,1.87,2.00,1.76
1.81,1.76,1.93,1.76
1.77,1.62,1.79,1.62
1.62,1.59,1.65,1.57
1.57,1.55,1.62,1.54
1.56,1.54,1.58,1.53
1.54,1.59,1.59,1.52
1.60,1.53,1.60,1.50
1.50,1.51,1.57,1.46
1.50,1.48,1.58,1.45
1.52,1.51,1.56,1.49
1.53,1.62,1.78,1.53
1.60,1.60,1.70,1.58
1.62,1.61,1.67,1.60
1.61,1.58,1.70,1.56
1.62,1.57,1.64,1.56
1.55,1.59,1.61,1.55
1.60,1.62,1.63,1.57
1.62,1.60,1.62,1.58
1.57,1.62,1.63,1.57
1.64,1.59,1.64,1.58
1.60,1.56,1.62,1.54
1.60,1.57,1.60,1.56
1.60,1.55,1.60,1.55
1.59,1.52,1.60,1.50
1.54,1.49,1.54,1.49
1.54,1.50,1.57,1.49
1.55,1.50,1.55,1.49
1.52,1.49,1.52,1.45
1.54,1.50,1.54,1.44
1.52,1.50,1.56,1.49
1.54,1.44,1.54,1.44
1.46,1.40,1.47,1.38
1.39,1.41,1.43,1.31
1.41,1.52,1.55,1.39
1.52,1.53,1.55,1.51
1.55,1.59,1.60,1.48
1.60,1.57,1.60,1.54
1.60,1.64,1.68,1.57
1.68,1.68,1.69,1.65
1.68,1.79,1.88,1.67
1.80,1.83,1.84,1.76
1.81,1.93,1.93,1.81
1.96,2.07,2.09,1.93
2.10,2.17,2.19,2.03
2.18,2.37,2.40,2.18
2.41,2.24,2.48,2.16
2.27,2.32,2.35,2.19
2.36,2.35,2.39,2.26
2.35,2.43,2.49,2.25
2.43,2.45,2.50,2.40
2.45,2.45,2.54,2.45
2.46,2.41,2.55,2.29
2.44,2.31,2.44,2.25
2.31,2.33,2.40,2.30
2.35,2.45,2.45,2.33
2.42,2.46,2.48,2.36
2.43,2.41,2.45,2.36
2.43,2.42,2.43,2.34
2.42,2.46,2.58,2.39
2.48,2.45,2.50,2.40
2.43,2.40,2.43,2.37
2.38,2.36,2.42,2.35
2.35,2.25,2.38,2.20
2.22,2.06,2.22,2.02
2.12,2.04,2.14,2.02
2.06,2.06,2.13,2.03
2.11,2.09,2.15,2.06
2.11,1.87,2.11,1.80
1.88,1.83,1.98,1.83
1.83,1.67,1.84,1.65
1.67,1.53,1.75,1.46
1.54,1.57,1.62,1.54
1.59,1.56,1.62,1.55
1.53,1.59,1.60,1.50
1.60,1.44,1.60,1.43
1.45,1.52,1.54,1.41
1.52,1.57,1.63,1.52
1.59,1.55,1.59,1.51
1.54,1.57,1.63,1.45
1.56,1.38,1.56,1.35
1.42,1.48,1.52,1.40
1.49,1.50,1.54,1.49
1.49,1.45,1.49,1.41
1.47,1.51,1.53,1.42
1.55,1.52,1.55,1.50
1.52,1.55,1.55,1.52
1.57,1.61,1.65,1.57
1.60,1.64,1.64,1.58
1.65,1.68,1.72,1.65
1.68,1.72,1.72,1.66
1.70,1.74,1.77,1.70
1.74,1.85,1.85,1.74
1.85,2.02,2.04,1.85
2.09,1.98,2.09,1.91
2.02,1.99,2.04,1.88
2.03,1.98,2.08,1.93
1.96,1.98,2.00,1.93
1.96,2.02,2.04,1.96
2.00,2.09,2.12,2.00
2.12,2.28,2.28,2.03
2.32,2.13,2.33,2.06
2.10,2.13,2.24,2.01
2.11,2.07,2.16,2.06
2.06,2.01,2.10,2.01
2.00,1.95,2.09,1.95
1.98,1.87,1.99,1.87
1.86,1.76,1.92,1.75
1.71,1.75,1.80,1.68
1.75,1.73,1.78,1.69
1.74,1.66,1.74,1.66
1.68,1.68,1.71,1.66
1.70,1.69,1.73,1.67
1.70,1.64,1.72,1.64
1.64,1.59,1.65,1.58
1.60,1.56,1.64,1.54
1.56,1.53,1.64,1.53
1.60,1.55,1.60,1.51
1.56,1.56,1.59,1.53
1.58,1.65,1.70,1.58
1.65,1.69,1.70,1.65
1.72,1.62,1.72,1.60
1.60,1.62,1.67,1.60
1.55,1.60,1.62,1.55
1.59,1.46,1.60,1.45
1.48,1.56,1.60,1.48
1.56,1.51,1.57,1.45
1.49,1.51,1.56,1.49
