APA,Apache Corporation Common Stock,NASDAQ
90.34,87.71,90.34,87.63
85.96,84.51,86.13,84.00
84.69,84.19,85.85,83.85
83.76,83.70,85.11,81.94
84.04,82.85,84.74,82.32
84.59,82.89,84.71,82.17
83.48,87.05,87.05,83.44
88.27,87.40,88.27,86.28
87.40,87.88,88.02,86.74
86.75,85.07,86.75,84.20
86.40,86.65,87.34,85.90
86.41,86.83,87.23,85.62
86.87,86.13,87.16,84.29
85.67,82.75,85.67,82.38
83.91,85.59,85.81,83.50
84.46,88.28,88.62,84.46
87.45,87.45,88.85,87.00
88.73,89.28,90.12,87.80
89.22,92.79,93.43,89.07
94.46,95.50,95.60,93.50
96.07,94.92,96.45,93.91
94.49,94.37,95.42,93.61
94.79,95.40,96.19,94.49
94.07,95.58,96.26,93.80
97.04,98.47,98.80,96.67
98.18,98.02,98.62,97.13
98.15,97.76,98.67,96.52
97.10,97.55,97.85,96.20
96.34,95.95,96.58,94.11
96.31,96.22,96.82,95.23
94.93,95.46,95.90,93.83
93.50,92.33,93.76,92.03
91.26,91.85,93.34,91.00
91.68,91.26,92.58,91.06
90.80,91.40,91.69,90.50
92.35,93.00,93.50,92.01
92.54,92.83,93.25,91.60
92.49,91.75,92.83,91.17
90.97,90.53,91.24,90.00
90.90,89.46,91.18,89.35
88.00,87.48,88.86,87.35
86.85,86.66,87.06,85.35
87.38,87.29,89.42,87.17
87.88,89.97,90.14,86.60
89.75,89.55,91.06,89.49
89.05,89.85,90.31,88.70
91.24,92.46,93.10,91.22
92.64,91.30,92.64,87.58
92.43,92.62,93.65,91.78
92.04,90.36,92.33,90.31
90.35,91.95,92.46,90.35
93.49,92.71,93.61,91.90
93.41,93.73,94.05,92.98
94.71,94.60,94.99,93.96
94.43,94.70,95.97,93.97
94.04,94.23,94.59,93.26
93.66,94.30,95.02,93.62
94.74,94.48,95.22,92.57
94.90,96.03,96.44,94.13
95.90,96.07,96.81,95.08
96.21,95.42,97.60,95.24
94.52,94.99,96.03,94.13
96.23,98.13,98.65,95.43
98.16,97.56,98.75,97.54
97.94,97.10,98.09,95.68
96.79,98.03,98.61,96.66
98.79,97.76,99.09,96.21
98.98,98.28,99.38,97.43
97.59,97.01,98.90,96.51
98.24,98.90,99.17,97.55
98.63,99.76,99.83,98.33
100.17,99.65,100.80,98.52
99.64,101.53,101.94,99.16
101.58,102.01,102.69,101.22
101.41,101.57,102.16,100.23
102.42,103.29,103.79,101.64
103.25,103.23,104.12,102.38
104.10,104.14,104.22,102.74
104.46,106.35,106.68,103.83
104.05,102.28,104.80,101.32
101.88,103.40,104.04,101.87
103.67,102.97,103.85,102.16
103.14,101.30,103.48,100.79
102.16,101.07,103.41,101.01
100.03,100.37,100.60,99.32
99.41,100.51,100.63,98.31
101.24,100.36,101.35,99.82
99.93,101.02,101.30,99.76
102.34,101.00,102.69,100.39
102.07,103.12,103.94,101.39
103.26,102.58,103.42,100.71
105.18,107.79,109.24,105.18
107.26,108.69,108.75,106.83
108.13,109.51,110.26,107.91
109.50,109.97,110.53,109.14
110.12,110.25,110.38,108.94
109.53,110.71,110.71,109.19
109.08,109.51,110.73,108.44
110.14,107.63,110.23,107.37
106.79,105.26,106.79,104.35
104.93,105.79,106.61,104.85
107.13,108.22,108.73,106.71
108.22,109.11,109.24,107.14
108.67,108.34,109.17,106.55
107.12,105.48,107.52,104.96
106.66,108.46,108.69,106.62
106.84,107.19,108.04,106.07
106.75,108.42,108.95,105.97
107.20,107.64,108.70,106.93
109.84,111.26,111.68,109.67
111.62,114.38,114.62,111.50
114.37,115.11,115.34,113.83
115.04,116.42,116.50,114.68
117.17,116.32,117.98,115.83
116.14,113.60,116.36,112.66
114.17,114.49,114.70,113.11
114.87,114.92,115.08,113.85
115.90,116.80,117.56,115.49
117.25,116.25,117.49,115.72
115.34,116.02,116.92,115.15
116.46,116.67,117.50,115.76
115.89,116.45,116.50,115.61
116.37,117.07,117.12,115.81
117.37,118.16,118.82,117.37
118.13,118.22,118.53,117.33
118.01,118.48,118.59,117.53
118.49,118.31,118.56,117.61
118.43,118.46,118.73,118.05
118.79,119.60,119.77,118.36
119.83,119.92,120.80,119.10
119.32,119.23,120.48,119.20
120.59,121.03,121.63,120.01
121.78,121.86,122.25,119.46
121.50,124.91,125.00,120.37
125.16,122.38,125.59,121.91
122.80,123.17,124.03,122.17
123.28,124.74,125.24,122.17
125.00,125.13,125.42,124.30
126.25,126.20,127.14,125.64
126.93,125.18,127.17,124.41
124.86,125.63,125.73,123.36
126.23,127.56,127.64,125.30
127.09,124.18,127.73,123.77
123.99,124.16,124.79,122.66
125.25,125.60,125.66,124.00
124.83,123.92,125.69,123.25
123.08,122.64,123.08,120.32
123.26,122.10,123.34,121.22
121.66,116.33,121.90,114.03
116.05,114.84,116.19,110.29
114.70,119.36,119.40,114.31
120.15,118.98,120.29,117.09
118.70,121.06,121.75,118.36
120.42,118.32,120.64,117.65
118.66,116.84,118.93,116.46
118.12,117.77,118.82,117.15
117.54,117.50,118.05,117.04
117.30,116.15,117.62,115.46
115.87,117.75,118.89,115.52
118.17,119.73,119.94,117.02
120.50,121.18,122.20,120.08
121.20,119.34,121.56,118.93
120.14,120.51,120.70,118.59
118.51,120.62,121.86,118.50
121.03,120.01,121.35,119.55
119.84,117.07,120.67,116.28
118.09,120.93,121.19,117.70
121.31,120.50,121.74,119.85
120.99,123.53,123.53,120.50
123.49,124.62,124.85,123.15
125.40,120.86,125.60,120.77
120.89,121.09,121.79,119.04
121.23,124.61,124.67,120.72
124.08,122.62,124.54,121.66
123.37,120.97,124.00,119.49
120.92,121.36,122.47,120.25
121.23,120.67,121.97,119.88
118.64,115.94,119.69,115.87
115.70,118.82,119.37,115.66
117.65,119.12,119.57,117.41
115.43,117.84,118.72,114.22
117.66,113.77,119.00,113.02
116.27,118.11,118.43,115.40
119.59,120.11,120.48,118.94
120.95,125.10,125.10,120.95
124.83,125.88,126.39,124.53
125.38,124.53,125.99,123.32
125.99,124.89,125.99,123.50
125.46,125.94,126.96,125.00
125.98,126.25,127.81,125.03
125.78,127.94,128.45,124.43
128.79,130.43,131.61,127.82
130.91,130.92,132.50,130.64
131.50,129.98,132.33,129.65
130.56,130.30,131.87,130.07
130.11,131.25,131.63,129.86
131.56,129.59,131.90,129.04
129.58,128.79,130.24,128.01
130.07,130.16,131.78,129.51
130.00,126.25,130.00,125.66
124.90,122.40,125.10,121.55
123.68,122.26,124.50,121.55
121.79,122.41,123.01,120.84
122.39,122.40,122.82,121.51
120.48,120.93,121.46,119.30
120.96,121.89,122.29,120.72
124.00,123.91,124.69,123.32
124.34,123.32,124.34,122.22
123.39,122.60,123.89,122.07
122.99,126.20,126.23,122.96
126.40,126.92,127.21,124.31
128.72,130.00,131.24,128.00
130.28,133.37,134.13,130.17
133.66,130.94,133.67,130.22
130.89,129.15,131.17,127.11
129.01,126.61,129.01,125.43
124.69,122.84,125.68,121.61
124.61,124.21,127.83,122.63
124.95,127.33,127.91,124.95
128.22,127.95,128.76,126.12
127.44,123.42,127.44,122.79
123.04,123.42,124.34,121.35
124.24,124.25,125.42,121.60
123.48,122.27,125.15,121.71
121.42,121.43,121.68,118.83
122.07,123.29,124.25,121.29
124.00,122.85,124.52,121.66
122.38,123.00,124.00,120.56
120.53,121.06,122.15,119.82
122.35,121.98,124.13,121.56
121.50,123.93,124.40,121.34
123.33,123.91,124.31,121.89
124.59,123.25,125.19,122.17
124.64,124.60,125.08,122.55
123.98,121.02,125.44,120.68
120.88,120.64,121.99,119.32
119.09,119.44,120.44,117.95
119.10,117.17,120.10,117.00
118.87,117.90,120.08,117.14
118.22,119.49,121.68,118.22
120.06,120.29,120.91,119.19
119.24,117.75,119.58,117.56
117.88,116.15,118.49,114.94
117.46,118.30,118.98,117.42
117.38,116.14,118.95,115.32
117.18,117.00,117.96,115.30
118.07,117.16,118.46,116.33
116.84,116.80,117.68,116.12
117.71,119.10,119.65,117.52
118.47,118.30,120.17,118.20
116.43,117.41,117.60,115.27
117.37,115.98,118.03,115.61
115.07,116.24,116.68,115.07
116.82,119.79,119.85,116.81
120.32,121.09,122.43,119.90
121.78,123.39,123.78,121.51
122.94,123.74,123.89,121.63
123.24,124.49,125.15,123.14
123.13,123.71,124.03,122.18
125.29,126.38,126.64,125.18
124.32,125.13,125.47,123.84
122.72,121.27,123.32,120.63
120.62,120.93,122.55,120.30
121.55,121.32,123.06,121.00
122.06,119.90,122.13,119.50
121.53,123.52,123.67,121.01
123.17,122.83,123.40,121.56
123.81,125.74,125.93,123.81
125.74,125.67,125.93,124.59
126.25,128.21,128.84,125.95
127.90,128.47,128.75,126.64
126.87,128.06,128.89,126.63
128.25,127.73,129.26,127.25
126.75,124.52,126.85,123.84
124.62,124.63,126.49,123.83
122.16,123.72,125.01,122.00
125.70,124.06,125.95,122.63
122.61,120.02,124.05,119.96
120.21,118.45,120.42,114.95
117.10,109.18,118.84,108.88
110.61,106.70,112.00,101.75
101.55,98.38,103.73,98.17
100.32,102.13,102.83,94.47
99.87,98.85,102.84,98.08
99.90,103.12,104.77,98.55
104.96,103.18,105.38,102.25
104.40,105.42,106.26,103.98
105.04,104.34,105.78,103.08
105.24,104.89,107.31,104.45
101.26,97.90,101.40,96.59
96.50,97.03,99.91,96.45
100.00,96.16,100.00,95.68
96.18,100.26,100.29,95.50
99.95,100.46,100.73,98.01
100.98,98.98,101.80,98.41
97.85,100.29,100.87,96.01
101.78,103.24,103.32,101.38
102.74,102.69,103.47,101.06
103.61,103.07,104.92,101.92
103.66,101.77,104.72,101.53
99.62,98.65,99.76,98.13
95.58,95.51,96.17,93.83
97.25,99.62,99.76,96.57
99.30,98.22,100.19,97.68
96.64,95.12,97.49,94.42
93.39,94.65,95.33,91.97
95.00,93.49,95.23,92.59
94.11,94.41,95.46,92.77
95.76,97.81,97.98,95.15
98.75,98.20,98.77,96.44
96.00,95.69,96.50,94.00
96.00,94.52,97.59,94.50
94.31,91.35,95.97,91.30
87.07,83.69,88.88,83.01
82.91,82.73,84.57,81.80
83.58,85.56,85.59,81.94
87.97,85.86,88.50,85.34
85.47,82.57,86.04,82.45
84.53,82.88,85.23,81.04
81.20,80.24,81.51,80.05
79.15,76.50,79.63,76.47
75.05,78.82,78.99,73.04
78.76,82.90,83.21,78.00
83.10,86.23,86.42,82.43
87.02,84.84,87.02,84.02
86.72,88.58,88.84,86.72
87.81,86.98,89.18,86.29
88.18,87.93,89.57,86.75
87.15,87.11,87.70,84.78
88.24,91.36,91.38,87.92
90.41,87.93,91.79,87.74
88.29,90.41,90.90,87.22
89.93,90.16,92.04,89.47
90.26,91.29,91.70,89.08
92.42,94.73,94.75,91.99
96.06,97.27,97.49,94.70
96.94,94.53,96.94,93.68
96.38,97.36,97.94,93.84
100.65,101.91,104.06,100.25
102.00,104.99,105.23,101.23
103.09,99.63,103.09,99.57
95.35,94.13,96.42,93.83
97.03,98.36,98.48,96.10
102.24,101.60,102.50,98.36
100.99,100.20,101.13,98.82
100.31,101.47,101.85,99.40
103.27,104.63,104.90,101.90
101.02,99.78,102.59,99.54
102.17,101.54,102.88,99.58
102.99,104.71,104.82,102.67
103.84,103.12,104.51,102.18
102.59,103.43,104.09,101.89
102.42,102.54,105.64,101.63
102.50,98.00,102.77,96.87
98.77,98.56,100.52,97.61
95.75,95.41,96.06,93.56
94.51,92.47,94.77,90.18
90.90,88.14,91.38,88.09
87.64,86.83,88.48,86.74
90.73,90.87,91.77,89.84
91.48,92.96,94.09,90.87
97.30,99.44,99.94,97.30
99.00,98.48,100.95,97.95
100.00,96.47,100.16,96.26
98.60,96.91,98.97,96.15
96.80,97.38,98.42,95.57
96.98,97.27,98.15,95.84
96.44,93.72,97.18,93.50
94.43,97.48,97.81,93.90
95.77,93.94,95.97,92.83
94.60,92.33,96.82,91.40
90.41,87.69,90.41,87.50
89.18,88.15,90.36,87.73
89.36,88.74,90.12,87.51
89.28,85.76,89.30,85.50
87.98,88.46,89.36,87.96
88.37,89.63,89.84,87.40
90.03,90.61,91.08,90.03
90.65,91.17,91.24,90.45
90.93,90.76,91.47,90.30
91.00,88.52,91.31,88.30
88.79,89.98,90.10,88.48
89.49,90.58,90.91,89.06
93.94,95.93,96.59,93.07
95.42,96.42,96.54,94.84
95.97,97.17,97.45,95.56
97.47,97.04,97.54,96.80
97.44,98.84,98.90,96.91
101.24,98.09,101.24,97.68
97.77,96.24,97.97,96.00
96.35,94.30,96.47,92.93
93.02,92.84,93.98,91.48
93.99,94.67,94.95,93.47
94.84,95.43,96.27,94.08
95.94,97.16,97.44,95.62
97.02,96.80,97.10,95.12
97.63,98.38,99.00,96.34
97.49,97.71,97.92,96.05
97.55,99.83,99.97,95.77
100.80,97.91,100.95,97.31
97.23,98.00,98.45,97.04
97.04,98.86,98.90,96.00
100.32,98.88,100.50,98.30
100.20,99.41,100.40,99.01
99.54,99.55,100.25,98.45
101.46,101.15,102.08,100.46
100.66,102.92,103.01,99.65
103.01,104.53,104.63,101.42
104.52,105.11,105.53,103.80
105.73,106.68,107.50,105.40
104.96,105.13,105.88,104.24
106.80,106.25,107.37,105.80
106.55,107.31,108.11,106.38
107.51,107.67,108.65,106.90
107.76,107.61,108.75,105.24
109.56,109.45,110.19,108.26
109.89,109.96,110.75,109.08
110.81,110.13,112.02,110.10
110.60,109.92,110.98,108.70
110.60,111.57,112.09,110.33
110.86,110.03,111.24,109.25
110.67,109.59,111.31,109.04
109.90,107.93,110.48,107.58
108.45,109.15,109.34,108.10
109.13,106.45,109.30,106.25
106.24,106.93,107.02,104.76
104.71,103.31,105.49,102.50
104.01,105.63,106.45,103.32
106.73,107.50,107.90,105.67
108.13,107.45,108.75,106.85
107.42,106.40,107.42,105.27
107.01,108.06,108.19,105.75
107.74,106.99,108.33,106.54
107.28,106.97,107.82,105.80
107.37,108.98,109.50,107.08
107.91,108.60,109.10,107.37
107.17,105.61,107.38,105.32
105.70,103.48,106.08,103.32
102.36,100.90,102.78,100.51
101.33,101.76,102.86,100.27
102.42,101.04,103.15,100.29
101.42,101.38,102.16,100.52
100.91,98.98,101.25,98.50
98.32,98.81,99.13,97.14
99.62,100.44,100.70,99.11
100.40,100.97,102.12,99.69
100.58,99.23,100.94,98.45
98.01,97.54,98.19,96.50
97.02,95.87,98.08,95.69
94.29,94.58,95.29,93.57
94.30,93.50,94.83,93.02
94.70,92.81,94.85,92.65
93.25,94.90,95.18,92.54
94.69,93.65,94.87,93.31
94.16,92.27,94.68,91.80
93.19,94.55,94.75,92.90
94.07,92.30,94.44,91.94
93.12,92.11,93.57,91.52
93.14,91.47,93.86,91.45
90.60,90.96,91.50,89.88
91.15,91.26,91.75,90.25
92.21,93.37,93.42,91.92
92.77,94.79,94.83,92.55
94.92,94.91,95.28,94.37
94.75,95.94,96.09,94.45
96.38,97.77,98.20,95.80
96.88,95.54,97.22,95.29
93.69,91.96,94.03,91.46
90.73,89.06,90.82,88.85
89.16,87.84,89.35,86.92
87.18,87.58,87.71,85.25
86.09,87.17,87.90,85.25
88.46,87.87,89.43,87.44
86.88,87.26,88.93,86.64
86.30,85.05,86.43,84.89
85.01,82.51,85.35,82.37
82.00,82.12,85.05,82.00
82.30,81.67,83.60,81.63
82.13,80.52,82.62,80.14
80.80,82.72,82.77,80.24
82.91,82.63,84.32,82.02
81.77,82.89,82.89,80.39
83.61,82.09,83.67,81.29
82.18,82.38,82.99,82.18
83.37,84.04,84.61,82.82
82.74,81.54,82.99,80.68
81.44,81.38,82.17,79.40
78.60,79.37,80.95,78.35
79.14,79.56,80.12,77.93
79.25,81.15,81.44,78.90
82.10,83.59,83.60,82.02
84.85,83.48,85.47,83.28
82.64,82.97,83.05,81.52
84.22,81.83,84.76,81.75
82.38,83.27,83.56,81.90
82.87,82.97,84.10,82.32
83.23,86.01,86.93,83.16
86.63,87.80,87.85,85.57
87.10,85.37,87.12,85.00
85.82,85.47,86.41,85.05
85.56,84.27,85.81,83.54
84.49,81.33,84.49,81.11
81.80,82.25,82.66,80.67
80.65,81.51,81.79,80.10
81.71,82.41,83.46,80.80
82.94,84.99,85.27,82.94
84.12,85.23,85.47,83.50
87.64,87.89,87.93,86.34
87.51,87.29,88.72,86.22
87.82,90.19,90.20,87.69
89.75,87.89,89.94,87.77
86.62,85.53,86.63,84.70
85.47,85.41,86.04,84.33
86.09,83.68,86.32,83.17
84.08,84.20,85.40,83.82
83.13,82.72,83.32,81.80
83.17,83.58,83.92,82.66
83.17,83.37,83.43,81.87
83.88,85.93,86.13,82.94
85.53,85.68,86.44,85.18
85.86,86.92,87.56,85.69
85.56,85.08,86.06,84.76
82.87,83.92,84.27,82.72
84.11,82.67,84.57,81.55
83.46,83.57,83.92,82.44
85.01,85.16,85.38,83.94
85.59,87.57,87.82,85.30
87.69,87.61,88.03,86.97
87.21,86.12,87.61,85.88
86.71,86.86,87.05,85.27
82.47,82.58,83.82,81.58
84.50,84.85,85.00,83.44
85.31,86.02,86.48,85.20
86.59,88.03,88.40,86.54
87.78,88.33,89.33,87.53
88.01,88.50,89.26,87.57
87.93,87.86,88.10,86.52
87.69,87.96,89.04,87.64
88.50,88.05,88.69,87.73
88.25,87.73,88.27,87.26
88.04,88.63,89.03,87.58
88.87,89.06,89.18,88.28
88.69,89.06,89.90,88.53
89.30,88.39,89.64,88.11
88.02,88.70,89.01,87.61
88.60,87.55,88.93,87.43
87.35,87.50,87.75,86.37
87.57,87.43,88.48,87.04
86.99,87.02,87.39,86.32
86.96,86.53,87.12,86.39
85.89,85.09,86.06,84.61
85.69,85.75,87.00,85.34
85.41,84.37,85.94,84.00
84.46,84.47,84.74,83.73
85.39,86.55,87.59,85.24
87.01,89.90,89.91,87.01
89.98,89.58,90.59,89.40
89.94,89.79,90.45,89.50
90.13,90.51,90.52,89.33
90.72,92.48,93.36,90.00
93.19,92.48,94.87,92.01
92.41,92.10,93.75,91.86
91.91,90.65,92.22,89.92
90.50,89.21,90.73,88.48
88.22,89.17,89.70,87.73
89.74,88.59,89.99,88.30
88.41,86.95,88.41,86.71
87.27,85.28,87.79,85.21
84.72,85.24,86.00,84.50
85.95,86.84,87.23,85.62
86.68,86.47,87.41,85.58
86.95,86.41,87.46,86.09
86.98,86.55,87.19,86.10
86.55,86.50,86.75,85.45
86.94,86.52,87.19,85.79
86.90,85.89,87.17,85.45
85.21,86.43,86.56,85.02
86.61,86.95,87.42,85.93
86.76,85.47,87.35,85.38
86.30,85.97,86.98,85.94
85.71,85.33,86.47,84.74
85.07,85.44,85.64,84.69
86.00,87.09,87.42,85.89
87.56,88.73,88.86,86.82
88.07,88.72,89.08,87.74
88.73,86.87,88.91,86.70
86.67,85.53,86.81,84.60
83.95,83.13,84.05,82.72
83.65,82.25,83.97,82.15
83.10,82.81,83.15,81.80
82.83,82.36,83.10,81.95
82.09,82.72,82.92,79.66
82.65,81.85,83.25,81.08
82.47,81.22,82.71,80.98
81.12,80.95,81.27,80.21
81.34,82.82,82.90,81.28
81.80,79.89,82.00,79.82
80.02,78.89,80.58,78.89
78.33,78.56,79.29,77.80
78.86,78.57,78.99,78.02
78.00,77.34,78.90,77.29
78.06,76.32,78.61,76.18
76.24,75.65,77.17,75.50
76.07,75.30,76.23,74.50
76.32,77.10,77.10,75.88
77.01,75.80,77.28,75.57
75.80,76.30,76.33,75.38
76.61,77.14,77.14,76.37
76.42,76.48,76.72,75.82
76.23,77.23,77.75,76.17
76.51,77.60,77.65,76.14
78.28,76.97,78.28,76.76
76.94,77.09,77.60,76.57
77.72,76.36,77.95,76.32
76.30,76.26,76.47,75.63
76.58,77.73,78.16,76.51
77.16,76.37,77.45,75.82
76.62,76.51,76.93,76.11
75.69,75.07,75.96,74.70
75.40,76.35,76.36,75.30
76.89,77.81,78.51,76.77
77.36,77.40,78.38,76.70
76.96,77.02,77.49,76.79
77.31,77.46,77.77,76.90
77.53,80.16,80.33,77.36
80.05,79.88,80.97,79.85
80.16,79.97,80.48,79.26
78.64,80.00,80.00,78.11
79.36,78.68,79.50,78.59
79.15,78.24,79.34,78.16
78.20,78.24,78.48,77.17
77.58,77.05,77.87,77.02
76.67,78.50,78.54,76.49
80.00,80.74,80.75,79.53
80.60,81.82,82.44,80.04
82.20,83.20,83.72,81.91
81.80,80.35,81.99,80.12
80.17,79.91,80.25,79.40
80.43,79.60,80.51,79.25
80.20,80.71,80.72,79.68
80.60,80.57,80.81,79.95
80.36,80.33,80.89,79.92
79.81,80.40,80.44,79.32
80.19,80.83,80.97,79.94
80.96,81.32,81.54,80.40
81.33,81.82,82.00,81.25
81.79,82.58,82.60,80.91
82.45,82.06,82.95,81.95
82.16,83.24,83.77,82.13
83.51,84.15,84.48,83.50
84.45,83.73,84.45,83.10
83.73,85.38,85.58,83.57
85.41,84.36,86.35,84.21
84.13,83.76,84.42,83.50
84.60,85.36,85.50,83.87
84.76,83.57,84.80,83.36
83.95,85.24,85.62,83.90
84.54,84.91,85.16,84.10
85.10,83.74,85.10,83.52
84.13,84.65,85.18,84.11
84.81,83.81,85.47,83.73
84.06,84.18,84.43,83.33
84.18,84.33,84.43,83.70
83.72,80.33,84.00,80.11
80.08,76.85,80.16,76.61
76.84,77.30,77.36,76.27
77.22,75.48,77.26,75.41
75.20,75.11,75.64,74.48
75.42,75.40,75.85,74.78
76.04,73.25,76.04,73.25
73.69,73.56,74.19,72.62
73.35,74.38,74.80,73.35
74.26,74.27,74.80,73.84
73.56,73.75,74.12,72.76
73.45,72.73,73.85,72.20
73.21,72.85,73.44,72.72
73.38,73.55,73.77,73.01
74.51,75.65,76.48,74.24
76.06,75.65,76.17,75.42
75.43,75.51,75.73,74.51
75.53,75.27,75.87,75.16
75.18,75.28,75.60,75.07
75.45,75.48,75.99,75.23
75.13,75.68,76.24,74.70
74.68,75.72,76.34,74.67
75.78,74.66,75.91,74.14
75.27,75.37,75.53,74.34
74.91,74.15,75.33,74.12
74.48,74.47,75.25,74.23
74.65,74.63,75.15,74.29
75.05,74.40,75.21,74.30
74.01,75.93,75.98,73.68
75.93,77.16,78.08,75.86
77.21,76.71,77.24,75.70
76.87,76.16,76.87,75.84
76.07,74.85,76.09,74.40
74.96,75.00,75.65,74.40
74.10,74.20,74.79,73.58
74.26,74.64,74.76,73.97
74.60,75.49,75.87,74.03
75.75,75.63,76.12,75.24
75.89,76.52,76.78,75.69
75.95,75.09,76.02,74.99
74.34,72.62,74.52,72.59
73.38,72.05,74.00,70.52
71.41,71.45,72.00,70.60
70.18,70.82,71.05,69.85
71.25,68.84,71.30,68.57
69.12,69.21,69.45,67.91
69.50,70.46,70.77,69.17
70.82,71.34,71.49,70.52
71.61,72.48,73.26,71.12
72.57,72.27,72.69,71.40
72.63,73.16,73.66,71.71
73.55,73.88,73.94,72.41
73.45,73.42,73.88,72.53
73.68,73.80,73.97,72.51
74.30,75.24,75.91,74.30
75.25,76.02,76.34,75.01
76.51,76.70,77.58,76.31
76.80,77.76,77.83,76.10
78.51,81.47,81.85,78.51
81.07,83.33,83.41,80.62
81.84,83.28,83.50,81.84
83.41,83.03,83.80,82.61
82.73,81.89,82.81,80.85
81.90,80.89,81.94,80.88
81.03,81.30,81.69,80.55
81.30,84.08,84.20,81.23
83.96,84.36,84.86,83.68
84.33,83.37,85.52,83.12
81.27,81.85,81.88,80.74
81.45,81.66,81.86,80.97
82.71,82.39,83.20,81.41
81.71,84.29,85.14,81.54
83.91,84.75,85.15,83.11
84.40,82.13,85.29,82.09
82.71,84.57,84.58,82.12
84.13,84.35,84.92,83.50
84.97,84.74,86.31,84.68
85.00,85.80,85.86,84.22
85.75,84.73,86.10,84.59
84.93,85.61,85.82,84.37
84.58,84.40,84.92,84.15
85.00,84.45,85.36,84.26
84.14,85.12,85.24,83.90
85.44,84.89,85.61,84.49
85.34,86.52,86.92,85.29
86.45,87.12,87.57,86.26
87.23,86.57,87.57,86.57
85.61,84.93,85.85,84.20
