VBK,Vanguard Small-Cap Growth ETF - DNQ,NASDAQ
131.49,131.71,132.21,131.34
132.58,133.37,133.60,132.55
133.77,134.85,134.86,133.16
134.64,135.86,136.11,134.22
136.08,137.53,137.53,135.75
137.77,137.26,138.23,137.02
137.10,136.02,137.31,135.59
136.56,136.19,136.93,135.57
135.94,134.51,136.38,134.15
134.94,135.03,135.97,134.26
135.24,134.77,135.98,134.59
134.98,135.40,135.87,134.90
135.87,135.96,136.38,135.54
136.13,135.24,136.32,135.24
134.76,133.44,134.76,133.24
133.54,134.19,134.19,133.54
134.49,134.85,135.23,134.44
135.16,133.32,135.16,133.10
133.50,133.60,134.12,133.09
133.84,133.14,133.84,132.70
134.44,133.86,134.93,132.84
134.30,136.15,136.29,134.30
136.08,135.50,136.21,134.68
135.77,135.34,136.06,135.15
135.63,135.20,135.75,134.75
135.36,136.01,136.36,135.23
136.09,136.04,136.35,135.20
135.97,135.72,136.37,134.20
136.15,136.81,137.19,136.15
