VBK,Vanguard Small-Cap Growth ETF - DNQ,NASDAQ
61.02,62.52,62.53,60.75
63.38,62.92,64.03,62.78
63.36,64.45,64.59,63.29
63.96,64.28,64.87,63.84
64.66,64.21,64.70,63.56
64.59,64.30,64.77,63.95
65.46,63.71,65.46,63.34
63.96,62.37,64.45,62.30
62.09,62.29,62.75,61.42
61.78,61.15,62.09,61.04
61.49,62.12,62.34,60.97
62.20,61.88,62.65,61.59
60.75,59.40,60.91,59.02
59.34,58.87,60.16,58.70
58.88,58.48,59.08,56.99
58.68,57.90,58.94,57.63
58.89,57.36,59.43,57.07
57.72,59.40,59.40,57.49
60.03,60.13,60.33,59.31
60.16,60.97,60.97,60.01
60.83,60.38,61.17,59.86
61.34,62.05,62.30,60.95
61.90,62.09,62.44,61.63
62.15,61.83,62.22,60.97
61.28,59.61,61.32,59.48
59.90,59.91,59.98,58.90
59.12,60.89,60.90,58.88
61.44,59.94,61.44,59.81
60.85,61.88,62.02,60.82
61.56,63.28,63.31,61.38
63.45,64.70,64.70,63.26
65.32,64.19,65.39,63.94
64.12,63.19,64.32,62.85
63.72,62.80,63.76,61.87
62.11,62.93,63.19,61.66
64.01,63.98,64.26,63.62
63.55,63.43,64.12,62.97
63.91,64.08,64.22,63.56
63.78,63.62,64.01,63.44
62.72,63.29,63.49,62.20
63.87,63.98,64.11,63.37
63.50,62.90,63.50,62.44
61.56,60.59,61.58,60.48
59.54,60.28,60.52,59.00
60.08,59.59,60.24,59.59
59.36,59.98,60.35,58.99
60.79,61.00,61.53,60.35
61.04,61.30,61.79,60.50
61.11,59.90,61.21,59.73
59.71,59.90,59.93,59.02
60.25,59.22,60.60,59.22
58.49,58.35,58.95,57.62
57.93,59.05,59.22,57.50
59.23,58.68,59.74,58.47
59.40,60.23,60.28,58.18
59.85,59.04,60.23,58.99
58.89,58.77,59.40,58.38
59.77,60.88,60.88,59.65
60.92,61.85,61.99,60.83
62.91,62.92,63.14,62.28
62.76,61.88,62.76,61.70
62.00,62.33,62.69,62.00
63.34,62.34,63.34,61.95
62.59,62.55,62.85,62.22
63.27,63.98,64.19,63.22
63.88,63.90,64.44,63.56
63.69,64.17,64.34,63.28
64.13,63.98,64.31,63.53
64.48,64.30,64.53,63.50
64.59,65.87,65.98,64.26
65.91,65.57,66.21,65.44
65.50,64.80,65.82,64.33
64.22,64.26,65.32,64.00
65.28,66.16,66.17,65.07
66.23,66.03,66.33,65.83
66.28,66.72,66.84,65.14
66.60,66.95,67.20,66.47
67.44,66.79,67.76,66.19
67.46,67.10,67.53,66.59
66.94,66.23,67.23,65.75
66.98,67.92,68.10,66.74
67.89,67.35,68.09,67.08
67.92,67.37,67.92,66.78
67.51,68.24,68.52,67.16
68.34,68.40,68.88,68.20
68.26,68.69,68.89,67.50
69.24,69.62,70.04,68.98
69.65,69.44,69.84,69.00
70.14,69.37,70.14,68.90
69.73,69.76,69.79,69.30
68.90,68.20,69.30,67.72
68.66,68.83,69.23,68.27
69.27,68.63,69.59,67.87
69.02,69.42,69.47,68.79
70.08,70.11,70.70,69.95
69.71,70.02,70.45,69.32
69.63,69.89,69.91,68.94
70.52,69.56,70.52,69.19
69.46,69.91,70.20,69.37
70.35,69.54,70.72,69.04
70.28,70.70,70.75,69.87
70.88,71.05,71.05,70.00
72.35,72.38,72.45,71.93
72.50,72.78,72.96,72.39
72.66,73.00,73.19,72.50
73.38,72.23,73.43,71.93
72.41,72.94,72.94,71.67
72.24,72.73,72.96,71.82
72.09,71.52,72.57,71.32
71.79,71.44,72.19,71.44
71.03,70.25,71.14,69.75
70.34,70.61,70.73,70.16
71.59,71.77,72.24,71.42
71.72,72.11,72.25,71.32
71.93,72.73,72.83,71.72
72.01,72.06,72.18,71.50
72.94,73.66,73.66,72.66
73.28,73.40,73.62,73.01
73.06,73.16,73.31,72.03
72.41,72.60,73.10,72.08
73.98,74.15,74.39,73.89
74.28,75.00,75.08,74.15
74.76,75.68,75.85,74.60
75.58,76.19,76.32,75.58
77.29,76.48,77.29,76.39
76.67,76.52,76.93,76.26
77.09,76.76,77.19,76.44
77.17,77.69,77.85,76.79
78.06,77.27,78.16,77.27
77.48,77.22,77.69,77.08
77.14,76.93,77.95,76.85
77.20,77.74,77.78,76.79
77.79,78.13,78.27,77.38
78.47,78.30,78.70,77.87
78.74,79.16,79.22,78.66
79.41,78.97,79.41,78.89
79.22,78.84,79.24,78.72
78.47,78.62,78.72,78.00
78.86,78.30,78.86,78.21
78.56,78.55,78.68,78.35
78.65,78.58,78.89,78.54
78.27,78.04,78.58,77.95
78.87,79.27,79.67,78.60
79.66,78.34,79.67,77.47
78.57,79.30,79.31,78.04
79.53,79.14,79.62,78.88
79.55,78.83,79.55,77.82
78.53,79.42,79.66,78.05
79.84,79.76,80.10,79.41
80.49,80.38,80.51,79.97
80.30,80.34,80.69,80.03
80.40,80.76,80.84,80.09
80.67,81.00,81.00,80.26
81.17,79.24,81.18,79.06
78.80,78.08,78.80,77.58
78.87,77.61,78.87,77.60
77.81,78.16,78.46,77.44
77.86,77.90,77.94,77.19
78.15,79.34,79.51,78.00
79.61,79.75,79.99,79.09
79.85,77.97,79.93,77.80
78.33,78.74,79.17,77.91
79.50,80.31,80.62,79.28
80.25,80.25,80.67,80.11
80.39,80.61,80.67,79.39
80.61,81.21,81.29,80.50
81.49,81.98,82.53,81.38
82.12,82.53,82.54,81.72
82.40,82.15,82.66,81.81
81.75,82.77,82.88,81.56
82.43,83.78,83.81,82.43
84.01,84.36,84.43,83.85
84.15,83.72,84.29,83.61
84.06,84.54,84.61,84.01
84.57,85.04,85.21,84.35
85.37,85.01,85.40,84.67
84.43,82.60,84.54,82.49
82.68,81.23,83.01,80.44
81.21,81.76,82.19,80.77
82.22,83.59,83.59,82.21
84.27,83.64,84.31,82.94
84.13,82.09,84.13,81.70
81.89,82.53,82.95,81.81
83.43,84.38,84.59,83.38
84.54,84.24,84.54,83.48
84.60,82.82,84.60,81.93
83.00,83.80,84.24,82.11
83.67,83.26,83.78,82.97
82.08,81.23,82.33,80.91
80.75,81.64,82.06,80.27
80.69,81.19,81.84,80.40
79.18,80.65,81.16,78.26
80.38,79.81,81.43,79.35
81.01,80.13,81.19,80.11
81.11,80.83,81.20,80.57
82.09,82.78,82.79,81.89
83.11,82.32,83.11,82.06
82.28,82.62,82.88,81.39
83.31,83.49,83.71,82.59
83.99,84.18,84.91,83.59
84.57,83.92,84.68,83.88
84.12,84.81,84.90,83.45
85.36,85.97,86.06,85.18
86.06,86.30,86.38,85.77
87.02,86.68,87.10,86.33
87.02,86.93,87.18,86.70
86.96,87.51,88.00,86.81
88.05,87.30,88.23,86.87
87.51,86.85,87.78,86.62
87.44,86.14,87.44,85.71
86.25,85.37,86.46,85.00
84.94,84.25,85.09,84.06
84.86,84.69,85.14,84.07
84.13,85.05,85.09,83.89
85.17,85.83,85.83,84.61
84.63,84.46,84.63,83.72
84.83,84.69,85.02,84.09
86.22,86.61,86.61,85.90
87.28,87.53,87.54,86.72
87.54,87.45,87.71,86.83
87.72,87.99,88.53,87.43
88.16,88.69,88.76,87.60
88.72,88.83,88.99,88.44
89.00,89.16,89.56,88.83
89.77,88.39,89.84,88.26
88.36,86.99,88.36,86.40
87.18,85.84,87.30,85.33
85.26,85.52,86.79,84.99
86.56,86.10,87.20,85.62
86.06,87.29,87.41,85.89
87.73,88.37,88.42,87.51
88.23,86.97,88.35,86.47
86.31,87.53,87.85,85.79
87.66,86.45,87.82,86.24
85.93,84.95,86.74,84.93
84.41,84.56,84.90,83.90
84.74,86.19,86.25,84.56
86.83,86.29,86.89,85.61
86.14,85.76,86.21,85.00
84.16,84.07,84.62,83.88
84.40,83.82,84.70,83.61
83.61,84.95,85.21,83.54
84.74,86.02,86.07,84.72
86.48,86.61,86.92,86.29
87.72,87.67,87.73,86.60
87.51,84.98,87.58,84.90
85.17,84.89,85.60,84.42
83.50,83.58,84.53,83.35
83.53,82.00,83.70,81.96
82.54,82.19,82.81,82.05
81.93,81.07,82.00,80.97
81.34,81.80,82.19,81.06
81.37,80.46,81.38,80.18
80.76,80.11,81.13,79.66
80.90,81.94,82.09,80.85
81.13,80.52,81.81,80.33
80.51,80.45,81.05,79.35
81.16,80.30,81.36,79.99
80.06,81.03,81.20,79.92
81.78,83.09,83.21,81.56
82.70,82.68,83.69,82.65
81.63,83.14,83.18,80.89
83.48,82.44,83.48,82.11
82.49,83.09,83.30,81.84
83.48,84.66,84.69,83.27
85.02,85.13,85.44,84.37
85.45,85.90,86.13,85.39
86.04,87.28,87.47,85.70
87.44,87.71,87.82,87.19
87.64,88.11,88.24,87.21
89.09,89.26,89.58,88.90
88.03,88.78,88.81,87.83
87.75,86.55,88.15,86.35
86.29,86.00,86.85,85.90
86.70,86.85,87.83,86.53
87.05,85.48,87.53,85.20
85.92,86.13,86.21,85.38
85.78,84.80,85.91,84.18
85.66,86.88,87.00,85.65
87.01,86.58,87.14,85.99
87.00,87.18,87.72,86.72
87.25,87.69,87.93,86.93
86.70,86.71,87.42,86.25
86.60,86.03,86.82,85.85
85.56,83.32,85.56,83.17
83.29,82.92,84.18,82.78
81.59,82.57,83.13,80.79
83.84,82.02,84.55,81.18
81.76,79.31,82.44,79.18
79.37,79.97,80.00,77.22
78.85,74.83,78.85,74.81
75.69,73.40,75.98,71.44
71.09,67.09,72.07,67.00
68.84,71.40,71.40,65.89
69.21,68.40,71.00,68.27
69.01,71.88,72.96,68.59
72.75,72.79,73.28,71.56
73.59,74.65,74.70,73.21
73.49,73.26,74.23,72.53
73.94,72.92,74.30,72.21
70.51,68.39,70.51,67.79
67.02,67.10,69.38,66.73
68.97,67.09,68.98,66.54
67.45,70.42,70.51,66.83
70.35,71.34,71.57,69.63
72.31,69.67,72.31,69.49
69.50,71.70,71.89,68.24
72.58,74.98,74.99,72.58
74.37,75.60,76.10,74.00
76.14,75.48,77.03,74.68
75.57,74.13,76.59,73.83
72.27,71.68,73.07,71.15
68.88,71.23,71.32,68.88
72.50,73.99,74.11,72.24
73.50,72.83,74.50,72.45
72.05,70.64,72.38,69.88
69.49,71.04,71.25,69.15
71.47,72.50,72.77,70.93
73.02,73.78,74.80,71.69
74.47,74.76,74.86,73.38
74.95,74.96,75.38,74.29
73.41,74.02,74.61,72.75
74.36,72.74,75.00,72.73
72.56,70.22,73.20,70.22
67.91,67.54,69.05,66.35
67.43,68.32,68.58,67.02
69.07,69.57,69.66,67.26
71.22,71.06,72.73,70.60
71.17,68.49,71.35,68.33
70.08,68.94,70.16,66.95
67.65,66.86,68.80,66.85
66.25,63.44,67.40,63.34
62.68,66.83,66.97,62.27
66.99,68.27,68.72,66.07
68.03,70.08,70.11,67.86
70.16,68.70,70.60,68.29
70.15,71.48,71.48,70.03
70.85,71.99,72.25,70.56
72.49,72.84,73.60,72.46
72.43,73.07,73.29,71.80
74.01,74.48,74.66,73.27
74.02,72.38,74.12,72.12
72.45,74.00,74.38,71.00
73.79,72.50,74.23,72.10
72.63,72.60,72.63,70.89
73.54,74.13,74.22,73.14
74.40,76.74,76.90,74.40
76.25,74.75,76.25,74.60
75.95,75.96,76.49,73.91
78.77,79.77,80.42,77.98
79.59,79.89,80.48,79.48
78.71,77.74,79.06,77.74
74.92,75.42,76.56,74.51
76.61,76.94,77.04,75.71
78.10,78.90,79.03,76.18
78.06,78.60,78.86,77.40
78.50,78.26,78.89,76.81
78.86,79.24,79.32,77.28
76.87,75.75,77.50,75.59
76.86,76.18,76.98,75.25
76.97,78.02,78.33,76.94
77.90,77.29,78.12,76.79
76.82,78.17,78.50,76.39
77.12,76.76,78.69,76.74
76.80,75.46,77.01,75.00
75.70,74.99,75.86,74.62
73.63,73.50,73.88,72.75
73.31,73.01,73.88,72.55
72.12,70.90,72.41,70.80
70.54,70.22,71.36,70.20
72.82,73.37,73.58,72.56
73.47,73.20,73.83,72.80
76.31,77.23,77.23,75.90
77.03,76.82,77.81,76.65
77.69,76.91,78.15,76.82
78.50,78.29,78.95,77.73
78.28,78.08,78.61,77.46
77.46,77.67,78.04,76.39
76.97,75.53,77.35,75.45
75.63,77.76,78.06,75.54
76.59,76.61,76.61,75.63
77.26,74.92,77.55,74.56
74.34,73.52,74.55,73.17
74.57,74.07,74.68,73.66
74.62,74.83,75.64,74.25
75.41,73.55,75.52,73.40
75.05,76.45,76.49,75.05
76.05,76.51,76.65,74.98
76.77,77.02,77.33,76.59
76.97,77.00,77.00,76.45
76.61,77.25,77.61,76.48
77.32,75.87,77.32,75.77
76.16,76.68,76.88,76.07
76.74,76.36,76.97,76.36
78.20,77.34,78.47,77.12
76.94,76.89,77.12,76.36
76.45,77.42,77.71,75.77
77.53,77.22,77.80,76.79
77.69,77.64,77.80,76.85
78.68,78.61,78.80,78.32
78.35,78.99,79.06,78.23
79.12,79.26,79.33,78.34
78.61,78.74,78.85,77.96
79.52,78.81,79.78,78.68
78.85,80.32,80.35,78.65
80.71,81.04,81.23,80.48
80.90,80.82,81.08,80.61
80.77,80.69,81.40,80.10
80.14,81.18,81.29,79.82
81.17,82.03,82.23,80.80
82.50,81.78,82.70,81.39
81.50,82.53,82.61,81.50
82.00,82.00,82.30,81.34
82.50,81.87,82.66,81.37
82.47,83.53,83.69,82.33
83.77,84.00,84.40,83.66
85.38,85.74,86.00,85.18
85.26,85.56,85.81,85.17
85.42,85.49,85.78,84.90
85.74,85.50,86.04,84.75
85.84,85.45,85.84,84.78
84.60,84.47,84.76,84.14
85.41,85.57,85.67,84.88
85.19,85.35,85.41,84.81
85.78,84.82,85.88,84.57
84.85,86.29,86.34,84.83
86.69,86.10,86.75,85.93
86.33,85.58,86.40,85.22
85.40,85.25,85.84,85.09
85.36,86.36,86.42,84.91
86.47,86.38,86.75,86.19
85.68,86.42,86.76,85.10
86.41,86.22,86.90,85.75
86.43,85.04,86.78,85.04
85.45,85.76,86.44,85.22
85.71,84.58,85.87,84.13
84.36,84.24,84.37,83.63
83.31,82.46,83.32,82.09
82.69,83.26,83.39,82.65
83.95,84.59,84.75,83.40
84.63,85.66,86.12,84.50
85.74,85.36,85.96,85.00
85.96,86.84,86.86,85.62
86.70,86.25,86.94,85.94
86.15,86.96,87.00,85.97
87.04,86.83,87.16,86.59
86.62,87.48,88.08,86.53
86.70,86.60,86.91,86.20
86.79,86.72,87.15,86.34
85.90,85.91,86.24,85.37
86.00,86.63,86.70,85.31
87.58,88.40,88.49,87.52
88.48,87.87,88.63,87.83
87.97,87.34,88.16,86.57
86.72,86.99,87.24,86.05
87.62,86.95,87.66,86.62
86.57,87.82,87.95,86.47
87.59,87.55,88.05,87.17
86.59,86.08,86.59,85.56
85.70,85.87,86.22,85.60
84.38,84.56,84.83,84.14
84.25,82.41,84.45,82.26
82.99,83.52,83.76,82.99
83.50,84.93,85.23,83.50
84.60,84.00,84.68,83.83
84.25,83.75,84.57,83.10
84.52,85.11,85.71,84.39
84.75,84.67,85.02,84.34
84.71,84.35,85.75,83.85
84.86,84.63,85.41,84.58
83.43,83.55,83.61,82.59
83.60,83.68,84.10,83.18
84.68,85.35,85.49,84.68
85.28,86.16,86.38,85.28
86.50,86.99,87.18,85.70
86.97,86.09,86.97,85.99
86.10,86.32,87.62,85.92
85.73,86.66,86.70,85.39
86.51,85.23,86.61,84.83
84.72,83.80,84.72,83.51
83.31,83.68,84.01,83.18
83.06,83.22,83.30,81.63
82.10,82.87,83.29,81.86
83.48,82.96,83.51,82.58
82.35,83.09,83.72,82.35
82.12,81.87,82.55,81.61
81.81,81.74,82.57,81.52
82.12,81.31,82.56,81.19
81.43,79.07,81.43,79.05
79.17,78.25,79.53,78.07
78.41,80.29,80.37,77.99
80.42,80.17,81.07,79.72
79.50,80.67,80.82,78.76
80.67,80.70,80.97,79.68
80.71,80.71,80.88,80.33
81.53,81.84,82.13,81.02
80.94,80.30,81.07,80.14
80.24,79.89,80.34,78.75
78.05,77.23,78.47,77.11
77.39,77.03,77.81,76.10
76.63,78.11,78.21,76.47
78.73,80.16,80.23,78.73
81.33,79.64,81.33,79.62
79.22,80.51,80.67,78.85
81.39,78.80,81.63,78.67
79.01,79.89,79.89,78.34
79.64,78.87,80.13,78.51
78.93,79.71,79.95,78.58
79.81,80.72,80.84,79.57
80.21,81.20,81.45,79.95
81.53,82.51,83.00,81.53
82.59,82.45,83.00,81.86
82.38,80.32,82.49,80.18
80.77,81.16,81.33,80.24
80.04,79.78,80.16,79.43
79.97,80.19,80.47,79.34
80.48,81.25,81.32,80.38
80.56,81.04,81.22,79.86
83.12,83.77,83.78,82.50
83.99,84.37,84.48,83.40
84.65,85.65,85.72,84.54
85.63,85.71,86.07,85.08
84.86,84.44,84.90,83.92
84.23,84.27,84.54,83.85
84.79,83.02,84.99,82.69
83.09,82.46,83.18,81.89
81.69,82.29,82.60,80.85
82.74,83.38,83.65,82.74
83.12,82.99,83.37,82.55
83.47,83.14,83.66,82.05
82.98,83.84,84.35,82.97
84.24,83.96,84.44,83.72
83.41,82.77,83.41,82.60
81.37,81.51,81.79,80.65
81.79,80.25,81.79,79.85
80.64,80.56,81.13,80.20
82.03,81.70,82.24,81.10
82.16,83.75,84.06,81.79
83.82,83.22,84.19,82.95
83.00,82.65,83.86,82.59
82.97,81.22,83.20,81.22
80.63,80.84,81.19,80.18
82.18,82.66,83.03,81.87
82.75,83.38,83.76,82.75
84.12,84.33,84.94,84.04
84.04,84.22,84.63,84.03
84.26,84.68,84.88,84.15
84.34,84.55,84.60,84.02
84.48,84.40,84.58,83.50
85.00,84.25,85.00,83.91
84.07,84.98,84.98,83.91
84.93,85.86,86.05,84.59
85.95,86.57,86.60,85.78
86.33,85.93,86.45,85.68
86.40,85.92,87.15,85.69
85.82,85.88,86.17,85.50
85.78,85.44,85.78,84.98
85.25,85.65,85.95,85.06
86.07,85.77,86.13,85.53
85.87,86.16,86.26,85.53
86.23,86.36,86.67,85.92
85.97,85.55,86.02,85.29
86.22,85.97,86.22,85.10
86.06,87.07,87.28,85.47
87.03,86.94,87.33,86.64
87.50,88.64,88.99,87.50
88.98,89.20,89.45,88.72
89.12,88.80,89.36,88.73
88.82,88.86,89.37,88.75
89.28,89.18,89.40,88.64
89.29,90.18,90.71,88.83
90.52,91.18,91.74,90.52
90.83,90.71,91.00,90.36
90.44,90.37,90.69,89.99
90.63,90.31,90.65,90.02
89.90,89.71,89.90,89.04
90.45,89.94,90.58,89.92
89.67,89.33,89.93,89.10
89.81,88.00,89.87,87.90
88.22,87.35,88.22,86.83
87.64,88.61,88.79,87.44
88.34,88.24,88.66,87.82
88.69,88.23,89.18,87.84
88.63,88.31,88.71,87.95
88.52,88.29,88.80,88.02
88.71,88.93,88.93,88.00
89.41,88.70,89.89,88.48
88.09,88.18,88.50,87.89
88.10,86.96,88.19,86.87
86.98,86.71,87.19,86.50
87.50,87.06,87.78,86.92
86.95,86.55,87.36,86.25
86.80,87.18,87.21,86.38
87.71,88.16,88.19,87.58
88.41,88.77,89.00,88.23
88.67,88.21,88.69,88.05
87.56,86.45,87.56,86.09
86.15,86.29,86.54,85.77
85.50,85.93,86.04,84.77
86.27,85.43,86.45,85.29
86.19,85.73,86.46,85.20
85.81,85.45,86.24,84.86
85.48,86.15,86.16,85.16
86.29,87.50,87.56,86.24
87.81,86.00,87.94,86.00
86.05,86.60,86.60,85.72
86.95,87.33,87.48,86.93
86.21,85.66,86.39,85.05
85.45,84.42,85.60,84.39
84.17,84.62,85.19,83.81
84.89,84.50,84.90,84.30
83.97,84.13,84.87,83.80
84.27,82.63,84.48,82.46
82.45,82.17,82.77,81.42
82.28,82.89,83.10,81.58
83.99,84.68,84.68,83.83
84.57,84.83,84.90,84.20
85.07,85.32,85.38,84.85
85.63,86.29,86.29,85.63
86.09,86.33,86.34,85.68
86.30,86.19,86.75,86.11
85.82,86.85,86.85,85.07
87.50,87.82,87.88,87.14
88.00,87.63,88.00,87.23
88.01,87.33,88.01,87.10
87.31,87.41,87.57,86.70
87.71,87.17,87.79,86.60
87.14,87.34,87.60,86.79
87.73,87.41,87.84,87.05
87.52,87.77,87.94,87.47
88.30,88.61,88.76,88.18
88.89,88.31,89.06,88.15
88.33,87.72,88.61,87.38
87.41,87.53,88.03,87.25
87.75,88.50,88.50,87.67
88.82,89.94,90.00,88.71
90.06,89.89,90.40,89.69
90.02,90.22,90.32,89.66
88.90,89.77,89.77,88.58
88.61,88.47,88.92,88.24
88.70,87.74,88.73,87.74
87.80,87.74,88.06,86.62
87.29,87.18,87.86,87.10
87.21,89.03,89.17,87.00
91.83,91.42,91.83,90.83
91.57,91.35,92.03,91.08
91.72,91.93,92.11,91.37
91.54,91.80,91.91,91.45
91.86,91.53,91.90,91.16
91.87,92.16,92.23,91.79
92.54,92.30,92.55,91.74
92.27,92.27,92.40,91.93
92.23,92.37,92.55,92.08
91.87,92.94,93.07,91.82
92.71,92.74,92.97,92.50
93.20,93.58,93.77,93.12
93.66,93.82,93.85,93.30
93.94,94.34,94.34,93.47
94.39,94.09,94.44,94.03
94.36,94.52,95.12,94.10
95.04,95.45,95.45,94.73
95.72,95.21,95.72,94.80
95.27,94.99,95.29,94.61
94.99,93.92,94.99,93.66
93.81,94.46,94.62,93.69
95.14,95.33,95.67,94.79
94.68,94.39,95.24,94.15
94.98,95.39,95.57,94.75
94.99,95.77,95.77,94.86
95.80,95.48,95.86,94.80
95.70,96.18,96.29,95.70
96.24,95.95,96.24,95.56
96.13,96.28,96.46,96.03
96.52,96.48,96.72,96.11
96.37,96.91,97.04,96.25
96.99,96.70,97.12,96.50
97.00,97.61,97.63,96.90
97.83,95.88,97.83,95.87
95.81,94.70,95.83,94.13
95.29,95.78,95.79,95.19
96.42,93.73,96.42,93.69
94.08,93.98,94.30,93.25
94.02,95.20,95.61,93.96
95.14,95.30,95.92,95.02
94.83,95.76,95.90,94.03
95.60,96.08,96.09,95.15
96.64,97.31,97.43,96.64
97.67,97.59,97.81,97.32
97.70,98.05,98.09,97.62
98.92,99.07,99.12,98.10
98.87,99.16,99.19,98.75
99.01,98.89,99.22,98.58
98.98,99.32,99.51,98.71
99.63,100.21,100.22,99.50
100.05,99.90,100.23,99.71
98.94,99.40,99.81,98.63
99.68,98.90,99.84,98.13
99.61,99.86,99.90,99.44
99.19,99.08,99.66,98.64
99.44,99.26,99.51,99.10
99.60,99.20,100.14,98.59
99.66,99.62,99.80,99.05
99.00,99.82,99.85,98.60
99.77,99.92,100.24,99.69
99.94,98.80,100.13,98.32
99.23,98.35,99.45,98.08
98.57,96.56,98.57,96.23
96.68,97.25,97.25,96.36
95.76,96.82,96.84,95.42
97.10,97.63,97.64,96.51
97.77,97.70,98.15,97.44
97.93,99.28,99.45,97.84
99.27,99.62,100.13,99.20
99.21,99.19,99.48,98.37
98.53,95.65,98.62,95.36
96.64,97.29,97.31,96.07
96.61,95.74,96.69,94.85
95.86,94.95,95.90,94.54
95.45,95.91,95.94,94.69
95.95,96.26,96.45,94.73
96.92,97.43,97.49,96.48
97.49,97.67,97.78,97.05
97.93,98.43,99.02,97.93
98.21,98.27,98.69,97.88
98.63,98.92,99.16,98.38
99.04,99.53,99.53,98.60
99.25,97.70,99.40,97.65
98.17,99.09,99.21,98.04
100.40,100.45,101.03,99.88
100.44,100.98,101.07,100.39
101.13,101.64,101.69,100.82
101.60,102.17,102.17,101.43
102.14,101.98,102.48,101.70
102.07,103.09,103.09,102.00
102.97,103.28,103.47,102.69
103.41,104.44,104.44,103.41
104.25,104.66,105.07,104.25
104.51,104.28,105.00,104.10
104.66,105.29,105.34,104.50
105.05,105.42,105.86,105.05
105.49,105.77,106.02,105.34
105.94,104.01,106.74,103.38
102.68,103.97,104.03,102.37
103.40,103.74,103.86,102.62
105.20,105.07,105.88,104.46
104.42,104.05,104.50,103.14
104.20,104.82,105.00,104.12
104.47,103.91,105.09,103.91
104.10,103.86,104.18,102.45
104.07,103.04,104.46,102.52
102.72,101.64,103.00,101.42
101.59,102.85,102.85,101.14
103.39,104.01,104.16,102.82
104.48,104.21,104.48,103.56
103.16,103.15,104.01,102.43
103.81,102.19,104.03,102.03
102.02,103.82,104.05,101.76
103.82,103.45,104.19,103.16
104.41,104.22,104.60,103.74
104.40,105.21,105.53,104.40
