IFMI,Institutional Financial Markets,NASDAQ
1.21,1.17,1.21,1.17
1.20,1.17,1.21,1.17
1.21,1.27,1.27,1.17
1.26,1.22,1.28,1.16
1.19,1.20,1.30,1.16
1.20,1.16,1.20,1.15
1.19,1.14,1.20,1.14
1.14,1.14,1.17,1.14
1.17,1.19,1.20,1.14
1.22,1.16,1.22,1.16
1.19,1.19,1.19,1.16
1.20,1.19,1.20,1.14
1.19,1.20,1.22,1.15
1.17,1.19,1.19,1.14
1.20,1.14,1.20,1.14
1.15,1.18,1.20,1.15
1.14,1.19,1.21,1.14
1.16,1.21,1.21,1.14
1.21,1.14,1.21,1.14
1.15,1.17,1.19,1.14
1.16,1.20,1.21,1.15
1.21,1.20,1.21,1.16
1.17,1.23,1.24,1.17
1.24,1.21,1.24,1.20
1.24,1.23,1.24,1.23
1.21,1.17,1.21,1.17
