IFMI,Institutional Financial Markets,NASDAQ
4.70,4.80,4.80,4.70
4.71,4.69,4.75,4.64
4.70,4.74,4.74,4.57
4.70,4.79,4.80,4.70
4.79,4.80,4.89,4.79
4.80,4.57,4.80,4.55
4.55,4.58,4.59,4.55
4.55,4.45,4.55,4.45
4.50,4.48,4.50,4.45
4.48,4.50,4.50,4.42
4.47,4.47,4.60,4.43
4.55,4.59,4.59,4.42
4.63,4.50,4.63,4.48
4.53,4.50,4.57,4.50
4.50,4.70,4.78,4.50
4.79,4.81,4.81,4.73
4.95,4.99,5.00,4.78
5.03,5.26,5.38,5.03
4.51,5.79,5.95,4.10
5.78,6.00,6.03,5.70
5.90,5.58,6.00,5.45
5.54,5.35,5.64,5.30
5.40,5.06,5.48,5.00
5.05,5.12,5.34,4.97
5.04,4.84,5.07,4.58
4.71,4.68,4.81,4.52
4.53,4.57,4.65,4.52
4.58,4.68,4.86,4.57
4.69,4.68,4.73,4.63
4.65,4.56,4.66,4.55
4.57,4.55,4.67,4.52
4.51,4.51,4.52,4.48
4.50,4.46,4.56,4.46
4.46,4.48,4.48,4.30
4.38,4.36,4.40,4.33
4.36,4.54,4.54,4.36
4.61,4.47,4.61,4.47
4.45,4.55,4.56,4.41
4.56,4.59,4.60,4.47
4.57,4.61,4.65,4.48
4.60,4.48,4.61,4.48
4.50,4.51,4.56,4.48
4.51,4.46,4.51,4.46
4.51,4.41,4.51,4.38
4.51,4.38,4.51,4.38
4.47,4.42,4.47,4.39
4.44,4.41,4.44,4.38
4.37,4.36,4.66,4.35
4.43,4.45,4.55,4.43
4.50,4.54,4.60,4.47
4.59,4.47,4.67,4.47
4.49,4.52,4.57,4.49
4.52,4.48,4.52,4.44
4.52,4.48,4.52,4.37
4.42,4.44,4.50,4.39
4.46,4.46,4.50,4.43
4.41,4.49,4.50,4.31
4.47,4.48,4.49,4.43
4.45,4.46,4.50,4.45
4.50,4.44,4.50,4.41
4.36,4.36,4.43,4.32
4.40,4.30,4.43,4.30
4.40,4.44,4.45,4.36
4.42,4.49,4.50,4.42
4.45,4.42,4.46,4.40
4.37,4.44,4.47,4.37
4.42,4.52,4.52,4.41
4.50,4.65,4.65,4.50
4.60,5.47,5.65,4.60
5.42,5.18,5.49,5.18
5.17,4.95,5.17,4.82
4.92,5.24,5.25,4.92
5.17,5.16,5.20,5.15
5.16,5.03,5.20,5.00
5.04,5.00,5.13,5.00
5.00,4.88,5.00,4.81
4.93,4.90,4.98,4.90
4.92,4.91,4.93,4.81
4.95,4.99,5.00,4.81
4.98,4.94,5.07,4.90
4.90,4.76,4.92,4.71
4.95,4.92,5.25,4.90
4.94,5.06,5.15,4.79
5.05,5.04,5.13,5.04
5.03,5.06,5.13,4.98
5.11,5.33,5.35,5.03
5.35,5.28,5.35,5.22
5.40,5.29,5.44,5.25
5.23,5.07,5.26,5.01
5.07,4.95,5.09,4.94
4.91,4.92,4.96,4.91
4.86,4.99,5.25,4.86
5.08,4.81,5.08,4.75
4.36,4.70,4.79,4.36
4.70,4.41,4.75,4.33
4.41,4.31,4.51,4.31
4.31,4.10,4.39,4.00
4.11,4.11,4.25,4.08
4.12,4.32,4.62,4.11
4.34,4.32,4.42,4.24
4.34,4.52,4.52,4.15
4.42,4.50,4.51,4.22
4.58,4.29,4.58,4.20
4.35,4.21,4.35,4.20
4.25,4.20,4.25,4.16
4.15,4.14,4.21,4.14
4.20,4.21,4.24,4.17
4.22,4.42,4.42,4.17
4.44,4.42,4.54,4.24
4.40,4.40,4.45,4.28
4.36,4.40,4.50,4.36
4.34,4.33,4.49,4.20
4.30,4.22,4.32,4.21
4.21,4.15,4.22,4.15
4.15,4.23,4.25,4.07
4.20,4.16,4.26,4.11
4.16,4.18,4.29,4.16
4.16,4.23,4.30,4.15
4.23,4.20,4.25,4.17
4.18,4.13,4.19,4.11
4.13,4.26,4.30,4.10
4.28,4.26,4.29,4.25
4.25,4.28,4.30,4.15
4.15,4.34,4.35,4.15
4.36,4.60,4.60,4.36
4.58,4.57,4.60,4.50
4.63,4.63,4.74,4.58
4.78,4.57,4.78,4.56
4.61,4.57,4.61,4.51
4.64,4.86,4.87,4.61
4.83,4.81,4.85,4.80
4.80,4.79,4.85,4.75
4.78,4.89,4.90,4.78
4.89,4.99,4.99,4.88
4.85,4.92,4.95,4.85
4.90,4.74,4.91,4.67
4.72,4.75,4.75,4.71
4.75,4.71,4.80,4.71
4.76,4.81,4.81,4.69
4.91,5.08,5.25,4.90
4.98,4.99,5.08,4.98
5.00,5.00,5.09,4.96
5.00,4.70,5.00,4.55
4.60,4.56,4.65,4.52
4.49,4.74,4.75,4.49
4.71,4.81,4.86,4.50
4.71,4.71,4.81,4.60
4.74,4.67,4.75,4.61
4.70,4.58,4.70,4.55
4.69,4.62,4.70,4.58
4.62,4.60,4.64,4.60
4.55,4.63,4.65,4.55
4.62,4.67,4.80,4.60
4.64,4.85,4.85,4.64
4.80,5.16,5.16,4.75
5.10,5.15,5.20,4.92
5.07,5.13,5.14,5.03
5.09,4.97,5.09,4.94
4.75,4.86,4.94,4.75
4.83,4.84,4.92,4.78
4.84,4.86,4.92,4.78
4.90,4.91,4.92,4.82
5.13,5.14,5.35,5.00
5.22,5.13,5.33,5.03
5.14,5.12,5.20,4.80
5.19,5.10,5.22,4.99
5.07,5.00,5.10,5.00
5.10,5.03,5.13,4.88
5.00,5.05,5.05,4.97
5.05,4.96,5.25,4.95
5.02,4.85,5.02,4.68
4.86,4.92,4.94,4.76
4.94,5.02,5.02,4.85
4.92,4.80,4.92,4.50
4.78,4.65,4.79,4.54
4.68,4.75,4.78,4.66
4.75,4.36,4.79,4.36
4.40,4.39,4.52,4.20
4.41,4.46,4.60,4.41
4.48,4.53,4.60,4.48
4.48,4.44,4.60,4.33
4.50,4.51,4.59,4.44
4.60,4.58,4.64,4.55
4.60,4.55,4.69,4.55
4.65,4.50,4.69,4.45
4.51,4.60,4.74,4.44
4.60,4.51,4.65,4.46
4.51,4.59,4.61,4.49
4.50,4.54,4.64,4.46
4.49,4.52,4.55,4.47
4.55,4.50,4.55,4.43
4.52,4.56,4.56,4.46
4.45,4.46,4.56,4.43
4.46,4.50,4.51,4.43
4.47,4.43,4.55,4.43
4.43,4.43,4.50,4.40
4.50,4.45,4.50,4.39
4.40,4.44,4.51,4.35
4.43,4.64,4.64,4.43
4.64,4.68,4.70,4.56
4.67,4.67,4.69,4.62
4.70,4.62,4.70,4.56
4.65,4.59,4.70,4.56
4.60,4.60,4.61,4.54
4.55,4.55,4.59,4.50
4.51,4.54,4.58,4.50
4.48,4.51,4.62,4.34
4.42,4.52,4.56,4.34
4.49,4.29,4.52,4.25
4.20,3.70,4.20,2.75
3.40,3.79,3.79,3.37
3.77,3.77,3.87,3.75
3.84,3.72,3.99,3.70
3.75,3.73,3.79,3.71
3.79,3.83,3.83,3.59
3.83,3.89,3.89,3.79
3.88,3.97,4.19,3.88
4.00,3.86,4.00,3.80
3.84,3.81,3.94,3.75
3.85,3.50,3.87,3.42
3.50,3.77,3.77,3.50
3.66,3.57,3.67,3.50
3.54,3.50,3.65,3.50
3.49,3.49,3.59,3.49
3.47,3.46,3.51,3.46
3.47,3.61,3.67,3.47
3.59,3.70,3.74,3.59
3.70,3.68,3.72,3.65
3.77,3.68,3.85,3.68
3.75,3.79,3.81,3.68
3.78,3.68,3.83,3.65
3.69,3.70,3.73,3.63
3.68,3.61,3.68,3.53
3.57,3.62,3.67,3.53
3.57,3.73,3.73,3.55
3.70,3.69,3.75,3.60
3.70,3.45,3.70,3.45
3.52,3.41,3.52,3.38
3.43,3.55,3.57,3.43
3.58,3.62,3.72,3.56
3.55,3.54,3.57,3.47
3.51,3.43,3.52,3.42
3.40,3.53,3.53,3.40
3.45,3.47,3.50,3.45
3.50,3.49,3.54,3.49
3.49,3.48,3.49,3.48
3.49,3.49,3.50,3.49
3.57,3.46,3.57,3.43
3.50,3.39,3.50,3.37
3.39,3.51,3.52,3.39
3.46,3.52,3.54,3.46
3.51,3.51,3.53,3.47
3.53,3.57,3.58,3.47
3.50,3.50,3.51,3.44
3.43,3.43,3.45,3.41
3.43,3.32,3.47,3.27
3.32,3.30,3.38,3.24
3.35,3.30,3.35,3.20
3.29,3.30,3.32,3.29
3.33,3.07,3.33,3.05
3.05,3.06,3.10,3.05
3.07,3.20,3.21,3.07
3.22,3.29,3.29,3.19
3.27,3.21,3.27,3.21
3.14,3.22,3.32,3.11
3.22,3.19,3.46,3.19
3.21,3.18,3.21,3.16
3.17,3.11,3.17,3.11
3.10,3.09,3.13,3.07
3.14,3.10,3.14,3.04
3.12,2.99,3.12,2.93
2.94,2.85,2.96,2.76
2.85,2.64,2.85,2.60
2.60,2.42,2.60,2.40
2.12,2.15,2.38,1.78
2.05,1.95,2.15,1.90
2.10,1.85,2.10,1.81
1.85,2.03,2.03,1.85
1.99,1.95,2.03,1.90
1.98,2.05,2.24,1.87
2.05,2.10,2.11,2.05
2.04,2.09,2.09,2.01
2.03,2.12,2.20,2.01
2.04,2.20,2.26,2.04
2.20,2.15,2.20,2.10
2.11,2.20,2.20,2.11
2.20,2.16,2.20,2.00
2.20,2.31,2.34,2.20
2.33,2.35,2.40,2.31
2.50,2.59,2.62,2.39
2.57,2.51,2.58,2.48
2.54,2.57,2.75,2.54
2.56,2.67,2.72,2.56
2.68,2.52,2.69,2.49
2.51,2.65,2.68,2.51
2.79,2.75,2.79,2.62
2.69,2.73,2.75,2.67
2.68,2.69,2.73,2.65
2.70,2.65,2.76,2.47
2.68,2.72,2.72,2.65
2.72,2.71,2.75,2.70
2.68,2.77,2.77,2.68
2.79,2.60,2.80,2.50
2.59,2.55,2.60,2.50
2.56,2.56,2.59,2.51
2.53,2.50,2.55,2.50
2.45,2.40,2.45,2.35
2.38,2.26,2.43,2.25
2.26,2.12,2.26,2.08
2.15,2.00,2.19,2.00
2.04,1.98,2.04,1.97
1.99,1.96,1.99,1.95
2.00,1.90,2.00,1.90
1.89,1.86,1.89,1.85
1.85,1.85,1.87,1.80
1.85,1.87,1.90,1.84
1.87,1.87,1.87,1.87
1.91,1.93,1.93,1.87
1.92,1.88,1.94,1.85
1.92,1.94,1.94,1.88
1.92,1.99,2.03,1.92
2.06,1.96,2.06,1.96
1.96,1.99,2.00,1.95
1.98,1.96,1.98,1.96
1.95,1.95,2.01,1.95
1.98,1.95,2.04,1.90
1.96,1.96,1.96,1.96
1.90,2.01,2.07,1.90
1.96,1.96,1.99,1.95
1.95,1.91,1.96,1.90
1.88,1.93,1.93,1.88
2.00,2.07,2.07,1.96
2.08,2.04,2.08,1.99
2.04,2.00,2.04,1.98
2.00,2.05,2.07,2.00
2.02,2.05,2.06,1.98
2.09,2.05,2.11,2.05
2.05,2.03,2.10,2.03
2.10,2.10,2.11,2.05
2.05,1.90,2.05,1.90
1.88,1.90,2.05,1.80
1.91,1.72,1.91,1.62
1.75,1.65,1.75,1.61
1.65,1.65,1.65,1.61
1.64,1.65,1.65,1.62
1.65,1.75,1.75,1.65
1.70,1.75,1.75,1.70
1.61,1.69,1.69,1.61
1.62,1.68,1.68,1.62
1.64,1.67,1.67,1.60
1.67,1.63,1.67,1.63
1.65,1.52,1.65,1.45
1.51,1.49,1.52,1.31
1.49,1.47,1.49,1.47
1.47,1.40,1.57,1.40
1.46,1.67,1.69,1.45
1.69,1.62,1.69,1.62
1.59,1.54,1.64,1.54
1.60,1.66,1.75,1.60
1.70,1.64,1.75,1.62
1.62,1.64,1.71,1.60
1.61,1.69,1.70,1.58
1.69,1.61,1.69,1.60
1.62,1.60,1.63,1.60
1.64,1.57,1.64,1.55
1.57,1.55,1.57,1.53
1.54,1.55,1.55,1.50
1.54,1.55,1.55,1.49
1.54,1.50,1.55,1.50
1.49,1.45,1.49,1.45
1.45,1.44,1.46,1.32
1.43,1.48,1.48,1.40
1.46,1.47,1.49,1.40
1.46,1.46,1.46,1.40
1.46,1.42,1.46,1.40
1.41,1.44,1.46,1.40
1.46,1.46,1.49,1.46
1.47,1.52,1.57,1.47
1.53,1.73,1.73,1.53
1.75,1.75,1.80,1.66
1.71,1.69,1.71,1.69
1.66,1.69,1.73,1.66
1.70,1.67,1.70,1.65
1.70,1.75,1.75,1.69
1.69,1.75,1.75,1.64
1.73,1.69,1.73,1.69
1.67,1.84,1.84,1.67
1.86,1.87,1.91,1.85
1.87,1.79,1.87,1.78
1.84,1.81,1.94,1.80
1.81,1.78,1.81,1.76
1.77,1.77,1.77,1.77
1.82,1.91,1.92,1.82
1.90,1.97,1.97,1.90
1.90,1.95,1.97,1.90
1.97,1.86,1.97,1.85
1.85,1.79,1.87,1.77
1.80,1.77,1.81,1.77
1.80,1.79,1.85,1.78
1.78,1.80,1.81,1.78
1.80,1.80,1.80,1.77
1.80,1.80,1.81,1.80
1.80,1.81,1.82,1.77
1.80,1.73,1.80,1.70
1.70,1.68,1.71,1.65
1.70,1.65,1.73,1.60
1.60,1.56,1.64,1.56
1.58,1.50,1.60,1.49
1.50,1.51,1.51,1.50
1.51,1.42,1.53,1.42
1.42,1.47,1.47,1.40
1.50,1.47,1.56,1.47
1.56,1.51,1.57,1.51
1.56,1.48,1.56,1.47
1.53,1.47,1.55,1.45
1.48,1.52,1.52,1.48
1.55,1.52,1.55,1.50
1.54,1.53,1.54,1.52
1.56,1.54,1.56,1.51
1.44,1.47,1.54,1.24
1.47,1.46,1.47,1.41
1.42,1.45,1.46,1.42
1.45,1.47,1.47,1.44
1.46,1.40,1.47,1.40
1.41,1.44,1.44,1.41
1.44,1.40,1.46,1.39
1.40,1.40,1.40,1.40
1.38,1.40,1.40,1.38
1.39,1.37,1.40,1.37
1.41,1.39,1.42,1.39
1.40,1.35,1.40,1.35
1.39,1.38,1.39,1.38
1.39,1.36,1.39,1.36
1.39,1.36,1.39,1.35
1.37,1.32,1.44,1.32
1.32,1.37,1.37,1.31
1.36,1.37,1.38,1.36
1.34,1.36,1.36,1.31
1.32,1.31,1.35,1.29
1.40,1.38,1.40,1.31
1.39,1.38,1.40,1.38
1.38,1.35,1.38,1.35
1.31,1.31,1.34,1.27
1.30,1.40,1.40,1.30
1.40,1.31,1.40,1.31
1.33,1.33,1.33,1.30
1.30,1.31,1.35,1.25
1.31,1.33,1.33,1.29
1.35,1.35,1.36,1.35
1.39,1.34,1.39,1.34
1.32,1.31,1.33,1.31
1.30,1.32,1.32,1.25
1.26,1.35,1.35,1.25
1.35,1.29,1.35,1.28
1.27,1.23,1.30,1.23
1.22,1.23,1.23,1.22
1.23,1.24,1.24,1.23
1.25,1.27,1.28,1.25
1.25,1.23,1.26,1.23
1.26,1.29,1.29,1.26
1.29,1.30,1.34,1.24
1.35,1.26,1.35,1.23
1.23,1.23,1.25,1.22
1.25,1.23,1.25,1.22
1.27,1.22,1.27,1.22
1.24,1.25,1.25,1.12
1.18,1.18,1.18,1.18
1.20,1.15,1.20,1.15
1.12,1.05,1.12,1.05
1.09,1.03,1.09,1.03
1.04,1.02,1.06,0.98
1.02,0.98,1.02,0.98
0.97,0.85,0.97,0.85
0.85,0.86,0.86,0.79
0.86,0.86,0.88,0.86
0.86,0.89,0.89,0.86
0.92,0.93,1.01,0.90
0.97,1.01,1.01,0.92
1.02,0.99,1.04,0.99
1.09,1.16,1.25,1.09
1.16,1.05,1.17,1.02
1.02,0.99,1.04,0.96
0.99,1.00,1.00,0.99
1.00,0.88,1.00,0.88
0.90,0.92,0.92,0.90
0.93,0.92,0.95,0.90
0.92,0.92,0.92,0.92
0.89,0.90,0.90,0.86
0.89,0.90,0.91,0.89
0.90,0.87,0.90,0.86
0.88,0.88,0.88,0.83
0.87,0.86,0.87,0.81
0.85,0.89,0.94,0.83
0.89,0.81,0.89,0.80
0.85,0.80,0.89,0.80
0.89,0.80,0.89,0.80
0.79,0.79,0.82,0.79
0.82,0.82,0.85,0.81
0.82,0.81,0.82,0.81
0.82,0.81,0.88,0.80
0.82,0.85,0.85,0.81
0.88,0.87,0.94,0.86
0.90,0.90,0.90,0.90
0.88,0.96,0.96,0.86
0.98,0.98,0.98,0.93
0.98,1.04,1.04,0.98
1.01,1.05,1.05,1.01
1.04,1.06,1.06,1.04
1.07,0.95,1.07,0.86
0.96,0.98,0.98,0.96
0.98,0.92,0.98,0.92
0.95,0.89,0.95,0.84
0.86,0.87,0.97,0.83
0.86,0.93,1.05,0.86
0.95,0.99,0.99,0.95
1.00,0.97,1.03,0.97
0.95,0.98,0.98,0.95
0.95,0.95,0.98,0.95
0.96,0.99,0.99,0.96
0.99,1.01,1.02,0.96
1.00,1.03,1.03,0.97
1.00,1.00,1.00,1.00
1.00,0.96,1.01,0.96
0.96,0.95,1.01,0.95
1.00,0.92,1.00,0.92
1.00,0.99,1.00,0.95
1.00,0.94,1.00,0.94
1.00,1.00,1.03,0.95
1.03,1.10,1.10,1.00
1.10,1.17,1.17,1.05
1.19,1.12,1.19,1.07
1.12,1.10,1.12,1.09
1.09,1.20,1.20,1.06
1.20,1.18,1.20,1.17
1.24,1.33,1.38,1.24
1.28,1.10,1.28,1.06
1.11,1.06,1.14,1.06
1.09,1.10,1.14,1.07
1.10,1.10,1.13,1.07
1.11,1.07,1.11,1.07
1.07,1.12,1.12,1.03
1.09,1.12,1.12,1.09
1.08,1.08,1.11,1.00
1.07,1.08,1.13,1.07
1.09,1.10,1.13,1.09
1.12,1.10,1.15,1.09
1.18,1.17,1.24,1.14
1.18,1.19,1.25,1.18
1.20,1.21,1.24,1.20
1.23,1.26,1.29,1.10
1.24,1.25,1.28,1.23
1.25,1.25,1.26,1.25
1.23,1.22,1.26,1.20
1.25,1.25,1.26,1.24
1.24,1.17,1.24,1.12
1.15,1.09,1.17,1.09
1.10,1.11,1.14,1.09
1.12,1.13,1.15,1.10
1.21,1.25,1.25,1.18
1.25,1.20,1.25,1.20
1.18,1.20,1.26,1.15
1.20,1.20,1.25,1.20
1.18,1.18,1.26,1.16
1.16,1.13,1.21,1.13
1.20,1.26,1.41,1.18
1.28,1.20,1.28,1.20
1.22,1.25,1.25,1.21
1.21,1.25,1.25,1.21
1.24,1.24,1.25,1.18
1.23,1.21,1.23,1.21
1.21,1.15,1.21,1.15
1.15,1.13,1.15,1.13
1.15,1.15,1.15,1.15
1.13,1.10,1.13,1.09
1.10,1.10,1.12,1.10
1.11,1.13,1.13,1.10
1.10,1.13,1.13,1.10
1.11,1.11,1.13,1.10
1.11,1.10,1.11,1.08
1.06,1.08,1.11,1.06
1.06,1.05,1.10,1.05
1.05,1.09,1.10,1.00
1.09,1.09,1.09,1.08
1.01,1.09,1.09,1.01
1.07,1.10,1.10,1.07
1.13,1.18,1.21,1.13
1.21,1.23,1.25,1.19
1.24,1.25,1.27,1.24
1.25,1.17,1.25,1.17
1.19,1.54,1.69,1.19
1.55,1.36,1.67,1.31
1.38,1.37,1.40,1.35
1.40,1.34,1.40,1.34
1.34,1.35,1.38,1.34
1.33,1.41,1.46,1.30
1.39,1.40,1.45,1.27
1.42,1.37,1.43,1.34
1.39,1.38,1.56,1.36
1.36,1.41,1.41,1.33
1.39,1.40,1.41,1.37
1.37,1.40,1.42,1.37
1.40,1.36,1.42,1.35
1.36,1.41,1.41,1.33
1.41,1.57,1.63,1.38
1.55,1.63,1.63,1.55
1.61,1.63,1.63,1.56
1.63,1.60,1.63,1.60
1.56,1.57,1.63,1.56
1.58,1.50,1.60,1.50
1.47,1.55,1.56,1.47
1.51,1.49,1.60,1.37
1.45,1.48,1.51,1.45
1.50,1.43,1.59,1.35
1.40,1.48,1.49,1.40
1.48,1.44,1.48,1.42
1.44,1.42,1.47,1.41
1.39,1.40,1.43,1.37
1.41,1.34,1.44,1.33
1.36,1.46,1.46,1.33
1.41,1.40,1.42,1.28
1.37,1.25,1.37,1.18
1.20,1.20,1.26,1.19
1.21,1.27,1.29,1.21
1.29,1.20,1.31,1.19
1.20,1.20,1.23,1.17
1.16,1.20,1.23,1.16
1.24,1.25,1.25,1.21
1.25,1.34,1.43,1.25
1.37,1.37,1.37,1.34
1.25,1.23,1.28,1.22
1.23,1.31,1.32,1.23
1.29,1.34,1.34,1.29
1.29,1.35,1.35,1.29
1.35,1.25,1.35,1.25
1.25,1.31,1.33,1.25
1.32,1.33,1.38,1.32
1.32,1.33,1.35,1.31
1.33,1.34,1.35,1.29
1.34,1.35,1.38,1.34
1.35,1.44,1.44,1.35
1.44,1.45,1.46,1.44
1.45,1.46,1.46,1.43
1.43,1.41,1.46,1.36
1.40,1.39,1.40,1.36
1.36,1.38,1.39,1.32
1.38,1.36,1.38,1.36
1.37,1.34,1.37,1.32
1.34,1.46,1.46,1.34
1.45,1.40,1.47,1.40
1.48,1.47,1.50,1.41
1.47,1.49,1.49,1.44
1.45,1.48,1.48,1.44
1.47,1.49,1.50,1.44
1.50,1.41,1.50,1.40
1.43,1.49,1.49,1.40
1.45,1.45,1.45,1.45
1.45,1.45,1.48,1.45
1.42,1.50,1.58,1.42
1.55,1.69,1.69,1.54
1.70,1.75,1.75,1.65
1.70,1.67,1.74,1.62
1.73,1.69,1.74,1.64
1.60,1.67,1.73,1.59
1.55,1.69,1.73,1.55
1.65,1.66,1.70,1.62
1.87,2.75,2.97,1.75
2.82,2.63,2.82,2.44
2.67,2.86,3.14,2.67
3.05,2.63,3.05,2.58
2.67,2.66,2.73,2.55
2.63,2.48,2.73,2.37
2.44,2.30,2.44,2.25
2.50,2.42,2.55,2.30
2.40,2.30,2.40,2.30
2.23,2.29,2.29,2.23
2.23,2.16,2.33,2.12
2.12,2.12,2.14,2.07
2.20,2.20,2.39,2.10
2.16,2.34,2.35,2.16
2.35,2.33,2.39,2.32
2.36,2.26,2.36,2.16
2.17,2.22,2.23,2.11
2.12,2.16,2.33,2.12
2.20,2.34,2.39,2.20
2.39,2.32,2.46,2.30
2.41,2.33,2.41,2.25
2.26,2.27,2.35,2.23
2.25,2.30,2.44,2.25
2.32,2.20,2.40,2.20
2.29,2.24,2.29,2.17
2.24,2.22,2.26,2.12
2.22,2.24,2.32,2.22
2.30,2.32,2.39,2.30
2.37,2.88,3.01,2.32
3.02,2.65,3.02,2.56
2.70,2.94,2.95,2.55
3.04,2.67,3.04,2.55
2.65,2.75,2.77,2.65
2.65,2.72,2.84,2.51
2.75,2.73,2.83,2.52
2.68,2.70,2.76,2.51
2.71,2.93,2.95,2.70
2.92,2.89,2.92,2.84
2.91,2.93,3.18,2.84
2.92,3.20,3.39,2.92
3.21,3.10,3.38,3.10
3.05,3.01,3.14,2.92
3.01,2.82,3.19,2.82
2.88,2.71,2.88,2.65
2.69,2.79,2.89,2.69
2.86,2.85,2.93,2.70
2.94,2.90,2.96,2.81
2.92,2.93,2.99,2.85
2.88,2.95,2.98,2.85
2.98,2.80,2.98,2.78
1.84,2.01,2.07,1.59
1.95,2.15,2.17,1.95
2.19,2.19,2.28,2.14
2.18,2.13,2.21,2.08
2.11,2.06,2.14,1.98
2.15,2.13,2.18,2.10
2.19,2.11,2.20,2.03
2.11,2.10,2.19,2.09
2.11,1.99,2.11,1.99
1.99,2.00,2.07,1.90
2.00,2.00,2.02,1.96
1.98,2.01,2.04,1.88
2.04,2.03,2.04,2.00
2.07,1.97,2.07,1.90
1.97,2.01,2.02,1.97
1.96,2.01,2.01,1.96
2.05,2.34,2.34,2.05
2.35,2.18,2.36,2.15
2.23,2.35,2.35,2.23
2.36,2.35,2.36,2.31
2.36,2.64,2.64,2.31
2.67,2.58,2.70,2.52
2.72,2.71,2.75,2.58
2.71,2.70,2.72,2.66
2.70,2.70,2.72,2.66
2.74,2.68,2.74,2.65
2.70,2.66,2.70,2.65
2.62,2.66,2.66,2.60
2.66,2.52,2.66,2.51
