ISRG,Intuitive Surgical,NASDAQ
642.46,632.33,644.00,628.11
634.99,636.64,643.85,631.12
637.30,636.95,638.52,634.29
636.01,621.59,636.91,618.89
620.52,619.01,622.17,610.71
617.97,619.46,623.00,614.38
619.84,625.21,627.88,618.80
623.81,633.74,635.05,623.81
636.00,635.97,652.20,635.73
637.64,636.59,644.02,634.03
637.14,639.00,641.60,632.12
639.50,641.39,642.88,634.17
639.57,637.91,641.48,635.25
638.48,634.01,639.87,630.03
634.08,630.29,634.61,630.00
631.72,637.58,639.45,629.96
639.08,640.75,644.68,638.32
643.04,639.51,647.20,639.27
639.80,635.55,642.41,633.73
634.57,636.55,639.00,634.57
638.32,634.17,638.39,632.25
635.94,641.79,642.18,635.00
638.00,629.49,638.00,624.72
630.19,632.91,637.71,627.45
634.00,636.11,640.86,634.00
635.19,641.30,643.26,635.19
642.53,662.20,664.00,641.74
675.90,678.16,688.64,670.09
677.57,664.88,677.57,661.05
668.00,664.71,674.98,662.59
