WINA,Winmark Corporation - Common Stock,NASDAQ
31.41,31.01,31.41,31.00
31.40,31.49,31.49,31.40
31.44,31.59,31.69,31.08
31.85,31.60,31.85,31.14
31.79,31.95,32.00,30.88
31.95,31.99,31.99,31.35
31.99,31.85,32.00,31.53
32.24,33.20,33.22,32.16
33.43,33.42,33.49,32.01
33.75,34.40,34.51,33.75
34.86,34.75,34.86,34.40
34.49,34.45,34.49,34.15
34.49,34.19,34.50,33.90
33.75,34.69,34.69,33.70
34.45,34.75,34.75,33.35
34.57,34.12,34.75,34.12
34.05,33.98,34.25,33.58
33.70,34.52,34.52,33.70
34.11,34.23,34.63,33.05
34.10,34.30,34.50,33.60
34.06,33.80,34.29,33.79
34.16,33.47,34.16,33.44
33.48,31.48,33.97,31.39
31.41,30.59,31.72,30.39
30.79,31.54,32.05,30.78
32.17,33.69,34.40,32.17
33.95,33.85,34.28,33.20
33.88,34.01,34.35,33.46
34.68,34.15,34.81,33.78
33.02,34.08,34.12,33.02
34.68,34.06,35.49,34.06
34.47,34.28,34.63,34.04
34.10,34.03,35.00,33.93
35.50,34.74,35.50,34.39
34.60,33.98,34.60,33.74
34.00,33.19,34.00,33.19
33.06,33.59,33.90,33.06
34.70,33.90,34.71,33.73
34.16,34.25,34.54,33.69
34.49,34.02,34.59,34.02
34.71,33.86,34.71,33.44
33.13,33.39,33.46,33.13
33.05,33.45,33.91,33.05
33.95,33.71,33.95,33.46
33.71,34.26,34.63,33.71
34.18,34.25,34.53,34.15
34.34,34.13,34.45,34.13
33.78,33.02,33.89,32.73
32.90,31.14,32.90,30.50
30.13,30.52,31.28,29.54
30.22,31.11,31.61,30.08
30.80,32.47,33.40,30.80
32.17,31.75,32.89,31.75
31.76,30.62,31.76,30.25
30.56,31.43,31.59,30.28
31.12,31.66,31.74,30.91
32.26,31.85,32.26,30.91
30.99,30.72,31.34,30.72
30.19,29.34,30.46,29.32
29.13,29.21,29.50,29.13
29.18,31.38,31.38,29.16
31.22,30.69,31.91,30.61
30.94,32.11,32.11,30.43
31.90,31.35,31.90,31.35
31.16,31.23,31.49,31.01
32.88,32.88,32.88,32.88
32.88,33.62,33.62,32.36
33.57,33.30,33.99,32.56
32.85,32.16,33.32,32.01
32.25,32.68,32.68,32.25
32.15,32.35,33.42,32.10
32.61,32.51,32.61,32.25
32.49,33.41,33.81,31.96
32.66,33.49,33.74,31.89
33.41,34.18,34.18,33.41
33.99,33.29,34.17,33.29
33.76,33.01,33.76,32.07
32.38,33.92,34.10,32.38
33.96,34.13,34.65,33.60
34.14,33.22,34.15,33.22
32.89,32.89,32.89,32.89
33.24,33.49,33.71,31.90
33.49,33.53,34.79,33.49
33.50,33.78,33.78,33.14
33.50,33.78,34.10,32.79
33.47,33.44,33.47,33.40
33.49,33.50,33.50,33.49
33.50,33.23,33.50,33.04
33.50,33.50,33.65,33.32
32.84,32.84,32.84,32.84
32.58,32.86,33.50,32.58
33.64,33.48,33.64,32.73
33.49,33.46,33.50,32.79
33.36,33.47,33.47,33.36
33.74,34.24,34.28,33.53
34.24,33.92,35.18,33.47
34.25,34.03,34.70,33.37
33.75,34.14,34.40,33.75
34.05,33.30,34.05,33.30
34.17,33.02,34.20,33.00
33.38,33.28,33.38,33.10
32.90,33.43,33.64,32.84
33.71,33.95,34.24,33.71
33.22,33.50,33.98,32.60
32.98,32.98,32.98,32.98
33.15,33.12,33.65,32.82
33.16,32.92,33.90,32.58
33.35,32.86,33.58,32.66
33.70,33.36,33.79,32.97
32.84,33.05,33.59,32.78
33.53,33.31,33.53,33.00
33.31,33.20,34.20,33.00
33.86,32.80,33.98,32.80
32.70,32.11,32.90,31.38
31.79,32.63,33.33,31.79
32.36,32.16,32.43,32.10
32.39,31.92,32.39,31.90
32.18,32.64,33.00,31.74
32.90,32.52,33.20,32.52
32.73,33.14,33.23,32.72
33.34,33.88,33.99,33.08
33.76,33.79,33.85,33.03
33.79,33.40,33.90,33.40
33.21,33.27,33.70,33.21
33.43,33.28,33.43,33.01
33.80,33.19,34.08,33.00
33.94,33.09,33.94,33.00
33.78,32.15,33.88,32.15
32.72,33.26,33.27,32.72
33.17,33.19,33.37,32.60
32.56,33.26,33.63,32.36
32.71,33.12,33.29,32.71
33.41,33.20,33.41,32.90
32.50,33.32,33.32,32.50
33.22,33.11,33.30,33.00
33.10,33.10,33.10,33.10
33.76,32.92,33.80,32.45
32.74,32.80,33.04,32.10
32.93,32.93,32.93,32.93
32.92,32.99,33.17,32.70
32.91,33.64,33.64,32.91
33.30,33.45,33.45,32.92
32.85,33.18,33.18,32.85
32.69,32.38,32.85,31.85
32.05,32.15,32.15,31.85
31.82,32.19,32.19,31.82
31.94,31.32,31.94,30.56
30.97,31.08,31.28,30.69
30.97,33.12,33.52,30.97
33.40,33.64,33.83,33.18
33.64,33.68,34.47,33.07
33.58,33.53,33.83,33.52
34.25,33.75,34.25,33.65
33.70,33.04,33.70,32.55
33.99,33.16,33.99,32.72
33.27,33.73,33.82,33.06
33.87,33.87,34.00,33.21
34.00,33.62,34.00,33.47
33.27,33.38,33.50,33.27
33.31,33.31,33.87,32.90
33.31,33.07,33.31,33.00
33.08,32.84,33.25,32.51
32.71,33.01,33.27,32.71
33.17,33.00,33.17,32.51
33.56,33.68,33.96,33.56
33.79,33.74,34.10,33.25
33.83,33.50,33.89,33.29
33.72,33.80,34.02,33.40
33.00,32.53,33.10,32.53
33.83,33.83,34.10,32.54
33.83,34.25,34.39,33.58
34.21,34.48,34.74,34.21
34.22,34.66,34.99,34.22
34.48,34.86,34.86,34.12
34.68,33.87,34.68,33.15
33.57,34.10,34.60,33.57
33.87,33.99,34.24,33.87
33.27,33.86,33.86,33.15
33.46,33.53,34.09,33.45
33.51,33.38,33.51,33.06
33.14,33.18,33.18,33.14
33.50,33.62,34.25,33.20
33.40,34.24,34.29,33.08
33.97,34.77,34.90,33.95
34.41,34.72,35.75,33.78
34.91,35.70,36.00,34.55
35.71,36.34,36.50,33.90
36.14,36.41,36.41,34.52
36.23,36.99,36.99,36.08
36.76,36.41,36.99,36.31
36.34,37.20,37.88,36.11
37.46,37.06,37.46,36.22
37.21,35.77,37.21,35.62
36.49,35.59,36.49,35.50
35.79,37.42,37.65,35.79
37.38,38.01,38.04,37.38
38.00,38.00,38.15,37.99
38.00,38.03,38.03,38.00
38.05,38.19,38.19,37.86
37.65,37.55,38.61,37.50
37.56,37.80,38.16,36.53
37.77,38.05,38.05,37.69
38.13,37.80,38.27,37.80
38.06,38.92,39.75,38.06
38.75,38.90,39.85,38.27
38.68,39.96,39.97,37.25
40.23,41.25,41.25,40.19
41.40,42.94,43.00,41.40
42.84,43.57,43.57,42.40
43.30,45.50,46.37,43.30
45.63,45.65,45.97,45.24
45.47,46.13,46.13,45.33
45.95,46.92,47.72,45.40
47.19,46.27,47.19,46.27
46.30,47.01,47.85,46.29
46.82,45.60,47.00,45.60
45.93,44.00,45.93,43.92
43.00,41.55,43.00,41.37
40.50,41.36,43.36,40.50
41.07,40.14,41.20,38.27
40.21,41.29,41.29,39.44
41.30,41.31,41.40,41.04
41.22,41.55,41.98,41.21
41.03,41.04,41.95,40.02
40.76,40.76,40.76,40.76
41.32,41.57,42.00,40.58
41.00,40.95,41.36,40.95
40.28,40.79,40.80,40.25
40.83,40.97,41.57,40.79
40.73,40.71,40.73,40.50
40.99,41.40,41.84,40.99
41.25,41.71,41.86,41.17
41.74,41.64,42.38,41.64
41.09,41.42,41.59,41.09
40.89,40.44,41.20,40.44
40.32,39.78,40.64,39.23
41.54,41.09,42.75,40.83
40.98,40.04,40.98,39.77
39.45,41.36,41.36,39.45
41.22,40.46,41.24,40.46
40.62,40.82,40.99,40.53
40.06,39.60,40.57,39.60
39.60,38.80,39.66,38.80
38.76,38.38,38.90,38.38
38.43,38.76,38.85,38.40
38.53,38.91,39.78,38.53
38.74,38.55,38.82,38.50
37.97,37.54,38.01,37.54
37.85,37.89,38.49,37.85
37.76,37.45,38.21,37.30
36.67,38.10,38.49,36.67
38.15,37.51,38.15,37.39
36.75,37.76,37.76,36.75
37.62,37.81,38.51,37.32
38.06,37.18,38.06,36.10
36.55,36.34,37.05,36.34
35.61,35.33,36.21,35.10
35.39,35.71,36.71,35.00
35.90,36.28,36.84,35.89
36.57,36.71,36.75,36.52
36.41,36.25,36.50,36.25
36.49,36.59,36.99,36.08
37.00,37.77,38.01,35.91
37.54,36.79,37.54,36.30
36.83,37.08,37.08,36.69
37.26,36.56,38.23,36.38
36.50,36.91,37.19,36.32
38.07,37.84,38.95,36.62
37.78,37.64,37.86,37.40
37.09,38.19,38.35,36.81
38.19,39.50,39.75,37.26
39.92,40.11,40.15,38.93
40.50,41.99,42.35,40.40
42.78,42.67,42.79,41.22
42.24,43.33,43.69,42.08
43.17,43.02,43.53,42.65
43.28,42.95,43.28,42.28
42.73,43.18,43.80,42.32
43.64,43.75,43.80,42.91
43.01,43.02,43.50,42.69
43.52,42.74,43.52,42.71
42.80,42.44,43.45,42.38
41.40,44.89,44.89,41.40
45.68,43.73,45.68,42.94
44.00,46.51,47.00,43.43
46.29,45.97,46.84,45.00
46.09,47.00,47.01,46.07
46.80,47.87,47.90,46.53
48.00,48.98,48.98,47.90
48.98,48.80,49.00,47.75
48.04,48.94,48.95,48.04
48.53,47.64,48.88,47.24
46.71,44.51,47.44,44.51
44.51,44.75,46.18,42.67
44.11,45.21,45.84,43.99
45.79,44.72,47.40,44.25
44.55,44.03,45.39,44.00
43.26,45.27,45.50,43.26
44.61,44.25,45.50,44.25
43.97,45.15,45.89,43.76
44.04,42.48,44.91,42.09
43.58,45.80,45.85,42.40
44.92,45.02,45.84,42.55
45.11,45.97,45.97,44.72
46.00,44.97,46.00,44.97
45.17,45.58,45.90,43.77
45.26,44.64,45.58,44.34
45.14,44.90,45.38,44.38
43.75,42.97,44.56,42.97
41.94,43.30,44.80,41.94
44.17,43.01,44.21,43.01
42.58,43.77,43.86,42.58
43.53,45.49,45.57,43.53
45.51,44.69,46.00,44.55
44.33,44.74,45.61,44.00
45.05,46.10,46.20,45.05
46.50,46.40,46.50,46.00
46.71,46.93,47.38,45.81
47.04,47.54,48.45,47.04
47.00,46.60,47.47,46.51
45.60,46.46,46.96,44.90
47.32,48.04,48.49,47.32
48.07,47.94,48.70,47.94
46.86,46.11,46.86,45.11
45.29,46.50,46.58,44.84
45.00,47.02,47.21,45.00
47.15,47.33,47.33,46.60
47.34,47.70,47.74,46.41
47.88,48.00,48.00,46.85
47.49,48.06,48.47,47.01
48.20,47.93,48.40,47.93
47.94,47.01,48.24,47.00
45.96,46.41,48.22,45.96
46.56,48.04,48.18,46.56
48.94,48.92,48.96,48.06
50.74,50.43,50.74,49.61
50.25,50.09,50.45,49.69
50.50,48.62,50.50,47.49
48.13,46.22,49.43,45.25
45.06,44.93,46.74,44.59
44.61,47.35,47.35,43.07
47.44,47.51,48.11,45.93
47.51,47.91,48.00,47.44
47.08,47.20,48.00,46.10
47.50,48.27,48.44,47.17
47.82,48.36,48.38,47.31
48.25,50.07,50.45,48.22
48.93,48.91,49.80,48.34
49.00,49.00,49.00,48.87
48.66,46.22,48.66,45.78
46.19,47.91,47.91,46.19
47.95,47.18,47.95,47.18
47.45,46.38,47.60,45.82
47.16,47.90,47.98,46.55
47.59,48.38,48.85,47.59
47.80,47.87,49.31,47.74
47.87,48.60,48.78,47.40
49.25,50.70,50.71,49.25
50.40,50.63,50.65,49.05
49.95,49.63,50.78,49.63
48.33,47.89,49.90,47.46
49.76,49.42,49.76,47.86
49.25,50.54,50.54,48.28
50.25,50.37,50.37,49.73
49.56,50.34,50.34,49.56
51.00,51.65,51.65,50.00
50.55,49.09,50.70,49.09
49.74,50.62,50.66,49.74
50.19,51.05,51.29,50.19
51.57,51.83,52.36,51.57
51.70,52.36,52.40,51.54
52.39,51.98,52.53,51.98
52.03,51.54,52.03,51.27
51.72,52.86,53.24,51.70
52.27,52.19,52.77,51.59
52.19,52.01,52.83,51.97
51.58,50.39,51.58,50.39
49.93,49.92,50.29,49.42
51.22,52.94,52.94,50.52
52.63,53.14,53.57,52.21
54.68,54.90,54.95,53.51
54.55,54.05,54.55,53.55
54.51,53.71,54.51,53.55
54.34,53.97,54.34,53.22
53.70,53.90,53.90,53.10
53.52,53.34,53.89,52.76
52.82,52.09,52.82,52.09
52.26,54.03,54.04,52.26
53.37,52.82,54.20,52.17
53.53,53.53,53.92,53.53
53.25,54.56,54.60,52.73
55.26,55.22,55.26,54.33
55.99,57.20,57.34,55.72
57.28,56.97,57.50,56.65
58.23,58.06,58.35,57.58
57.81,57.77,58.01,57.75
58.75,58.06,58.75,57.58
58.31,57.12,58.43,56.89
57.10,57.38,57.39,56.95
57.32,56.86,57.39,56.80
57.04,57.22,57.22,56.19
57.08,57.37,57.42,56.92
59.73,58.60,59.73,57.00
58.40,57.73,58.40,57.35
57.40,57.65,57.98,56.82
57.34,57.10,57.73,56.99
57.33,56.96,57.33,56.79
57.50,57.09,57.50,56.70
57.00,57.19,57.61,56.87
57.64,58.21,58.25,57.64
57.56,58.02,58.44,57.18
57.93,57.82,58.35,57.24
57.90,58.23,58.23,57.50
60.00,62.80,63.37,60.00
63.30,64.05,66.81,63.30
64.25,65.04,66.03,64.18
65.00,64.45,65.00,64.02
64.45,65.80,66.00,64.00
66.61,67.85,67.85,66.22
67.34,69.02,69.46,66.64
68.16,69.06,70.05,68.16
69.94,68.67,70.00,68.56
69.63,68.52,69.63,68.46
68.75,68.68,68.75,68.04
68.94,71.24,71.49,68.87
67.48,65.83,67.48,64.74
66.11,65.39,66.11,65.29
65.35,61.25,65.35,59.21
60.98,61.64,64.54,60.56
61.16,61.28,61.85,60.75
62.11,64.32,64.32,61.84
63.73,64.25,64.87,63.08
64.73,66.18,66.57,64.73
66.39,66.10,66.49,65.97
66.58,65.57,66.58,63.27
65.13,64.77,67.42,64.56
65.12,63.59,65.45,63.35
64.04,65.59,65.59,63.27
65.36,64.38,65.36,64.24
64.40,64.03,64.50,64.03
64.20,63.10,64.20,63.00
63.02,57.87,63.02,57.07
58.85,57.62,58.99,55.35
57.60,57.28,59.32,56.51
57.01,60.50,60.90,57.01
59.68,59.56,60.43,59.01
60.03,60.01,60.03,59.61
60.63,60.21,60.63,59.29
60.11,59.97,60.24,59.84
59.64,59.51,60.06,59.50
59.90,57.18,59.96,56.08
57.24,56.97,57.56,56.64
57.34,57.06,57.34,56.69
56.79,57.95,58.27,56.79
58.07,57.86,58.69,57.30
58.09,57.92,58.60,57.00
57.93,57.72,58.50,56.99
57.59,56.93,57.59,56.52
56.73,57.21,57.64,56.50
57.64,57.58,58.34,57.50
57.36,57.43,57.70,56.76
57.43,57.52,57.68,56.93
57.01,57.38,57.59,57.01
57.48,57.94,58.58,57.48
57.62,58.33,58.37,57.13
58.30,56.81,58.30,56.62
56.45,56.57,57.15,56.45
56.04,56.51,57.09,56.04
56.02,54.54,56.71,53.00
54.52,53.00,55.97,50.72
53.27,53.15,54.41,52.57
53.08,54.81,55.00,52.57
54.56,53.95,54.56,53.55
54.76,54.37,54.85,53.18
54.78,54.80,55.70,54.26
54.56,50.67,54.56,50.25
51.02,49.39,54.30,49.39
50.52,51.98,53.14,50.52
51.63,51.33,52.68,51.13
51.79,51.94,52.00,50.85
52.13,54.31,55.32,51.86
54.40,55.28,56.09,54.31
54.18,55.76,56.56,54.18
55.90,57.34,57.34,55.84
57.13,55.96,57.50,55.67
55.79,57.37,57.69,55.34
57.64,54.76,57.64,54.31
54.89,54.36,56.40,54.19
54.37,53.56,55.60,52.92
53.52,53.04,53.85,51.06
52.98,53.60,54.87,52.31
54.37,53.41,54.37,52.62
53.13,53.05,53.74,52.33
52.51,51.94,53.66,51.39
52.31,53.04,53.41,52.28
53.56,53.50,54.43,53.14
53.61,53.94,54.50,52.99
53.76,53.26,54.00,52.05
53.03,53.28,53.65,52.02
53.47,52.22,53.88,52.00
52.09,53.16,53.18,52.05
53.62,52.50,53.62,52.13
52.23,52.29,53.45,51.80
52.48,53.70,53.70,52.48
53.19,53.01,53.82,52.99
53.00,51.17,53.77,51.17
50.89,48.11,51.30,48.00
48.05,48.06,49.74,47.82
48.23,48.19,49.68,47.43
48.79,52.66,53.20,48.32
53.06,53.22,53.52,51.96
52.77,53.56,53.75,52.42
54.00,52.46,54.00,52.21
53.16,53.00,53.16,51.65
53.05,53.13,53.40,51.35
53.45,55.35,56.27,51.50
56.45,59.87,59.87,55.52
60.06,57.65,60.40,56.70
58.00,59.29,59.29,56.14
59.50,58.52,60.15,58.15
58.96,57.15,59.53,56.81
58.01,57.00,58.17,53.90
56.36,56.97,58.02,55.02
57.43,57.41,57.70,56.21
57.64,58.15,58.77,57.35
58.00,58.85,59.06,56.00
59.75,58.55,59.75,56.16
58.56,58.69,60.26,57.32
58.94,59.13,60.52,57.70
59.69,57.66,59.69,57.52
57.35,56.78,57.35,55.95
56.95,57.00,58.98,56.79
57.77,57.14,57.94,56.72
57.45,59.59,60.94,57.13
58.98,58.80,59.50,58.60
59.00,59.75,59.84,58.49
58.92,59.02,59.20,58.35
59.46,58.72,59.46,58.31
59.05,53.49,59.37,52.99
54.00,51.78,54.94,51.78
52.85,52.00,53.75,50.85
51.14,52.00,53.06,51.14
52.48,51.65,52.48,51.41
52.46,52.50,52.85,52.00
53.05,54.39,55.00,52.23
54.82,54.80,54.86,53.25
54.88,55.20,55.90,54.83
55.40,55.24,55.95,55.07
55.00,51.68,55.27,51.68
51.25,54.21,54.74,51.25
55.21,57.72,58.00,55.21
57.79,54.98,57.79,53.06
54.97,55.73,56.25,54.97
56.75,55.83,56.75,55.83
55.33,56.15,56.15,55.33
55.38,54.03,55.38,52.31
53.61,53.85,54.33,53.61
54.09,53.61,55.35,53.20
53.33,53.16,53.49,52.81
54.13,55.15,55.40,53.63
55.10,56.30,56.30,55.10
55.32,55.50,55.99,54.85
55.46,54.58,56.38,54.05
54.32,54.48,55.43,54.30
54.30,53.40,55.39,53.28
52.68,53.63,53.80,52.05
53.43,52.46,53.70,52.41
52.34,51.56,52.47,49.96
51.36,50.90,51.44,50.56
50.70,49.90,51.58,49.80
50.37,49.40,51.70,49.40
49.74,49.97,50.12,49.40
49.64,50.11,51.09,49.64
50.65,52.62,53.72,50.65
52.19,51.91,53.10,51.58
51.54,51.68,52.50,51.33
51.98,53.04,53.79,51.98
52.95,53.28,53.56,51.95
53.56,56.49,56.98,53.56
56.90,55.70,56.90,55.27
56.15,53.87,56.15,53.74
52.60,53.84,54.50,51.41
54.53,54.07,54.85,54.00
54.00,53.58,55.02,53.56
54.24,55.45,55.50,53.67
54.77,55.34,55.99,54.77
55.49,55.04,56.00,55.04
54.78,54.91,55.50,54.78
55.18,55.50,55.90,55.18
54.86,54.08,55.25,53.86
54.65,53.15,54.65,53.15
53.53,53.22,54.19,53.08
53.15,54.40,54.86,53.15
54.22,54.89,54.89,54.01
54.32,53.30,54.47,53.22
52.80,51.20,52.80,51.20
51.38,50.81,51.85,50.49
50.97,50.56,53.77,49.81
50.99,51.10,51.26,50.76
50.60,51.53,53.00,50.60
51.65,51.90,52.12,51.65
52.10,52.09,52.41,51.39
54.87,52.99,54.87,52.60
53.74,53.45,53.96,53.45
52.95,53.04,53.93,52.95
53.13,53.15,54.93,53.00
53.00,53.80,54.09,52.73
53.70,53.36,53.70,53.36
53.07,53.23,53.68,52.82
53.02,53.11,53.76,53.02
53.48,53.28,53.51,52.75
52.03,53.49,53.87,52.03
53.52,53.98,53.98,53.18
53.98,53.57,54.21,53.32
53.78,54.04,54.35,53.61
53.54,53.38,54.40,52.76
54.01,53.91,54.60,53.90
54.01,54.14,54.40,54.01
54.53,54.08,54.80,54.00
52.85,53.88,54.07,52.85
53.90,53.01,54.78,53.00
54.00,53.81,54.55,53.37
53.62,54.06,54.49,52.61
54.50,54.35,54.75,54.00
54.02,54.34,54.66,54.00
54.17,54.55,54.55,54.17
54.51,54.81,55.10,54.51
54.94,55.63,55.75,54.94
54.51,55.01,55.36,54.51
54.86,55.73,55.75,54.86
55.75,56.29,56.29,55.23
56.29,56.49,57.10,55.69
57.09,56.01,57.09,55.85
55.85,56.45,56.45,55.85
56.89,57.66,58.21,56.89
57.50,57.03,57.59,56.83
57.02,56.46,57.73,56.20
56.47,57.38,57.38,56.47
57.05,57.66,58.41,57.05
57.77,55.72,57.77,55.48
56.11,55.61,56.54,55.52
55.98,56.95,56.95,55.98
57.93,58.46,58.86,57.57
59.20,58.18,61.56,57.03
58.34,56.99,58.98,56.60
56.92,57.19,59.97,56.24
56.83,57.00,57.89,56.61
56.99,57.60,58.44,56.85
57.37,57.25,57.50,57.07
56.50,57.60,57.66,54.48
57.52,57.55,58.39,54.65
57.49,57.00,58.46,55.57
58.64,60.00,60.47,58.03
59.80,57.43,60.05,57.08
57.80,58.35,59.20,57.80
57.75,58.50,59.10,56.53
58.89,59.25,60.25,58.68
59.25,59.38,60.03,58.80
59.89,59.38,59.89,58.35
59.43,59.89,60.50,59.13
60.00,60.17,60.25,59.72
60.20,60.16,60.20,59.65
60.16,60.03,60.16,59.66
60.00,60.87,60.88,60.00
60.50,60.20,60.75,60.03
60.20,61.89,62.00,60.20
62.15,62.08,62.95,61.99
62.54,61.55,63.59,61.40
61.80,62.11,63.53,61.51
63.55,62.75,63.55,62.24
63.85,64.41,64.72,62.68
64.68,63.73,64.68,62.76
63.90,64.68,64.68,62.74
64.28,64.40,64.57,63.24
64.00,62.50,64.05,62.30
62.75,63.21,63.21,62.56
63.16,61.59,63.16,61.41
61.75,62.42,62.42,61.66
62.40,61.40,62.52,61.19
61.19,61.62,62.08,61.10
62.38,61.22,62.38,60.73
61.60,61.51,62.36,61.51
61.81,62.36,62.52,61.01
62.69,61.37,62.69,61.13
61.80,61.42,61.86,61.42
61.53,60.62,61.78,60.41
60.45,61.05,61.45,60.45
61.43,61.49,62.99,61.33
62.09,60.91,62.28,60.91
61.66,61.95,61.99,60.91
62.20,62.58,62.85,62.00
62.50,61.82,62.54,61.40
62.20,62.58,63.98,61.95
62.60,63.00,63.61,61.43
63.60,63.45,63.60,62.00
63.42,62.66,63.42,62.20
62.29,62.79,62.79,62.29
62.97,63.27,63.27,62.51
62.85,62.67,63.14,62.67
63.54,62.53,63.54,62.40
62.50,62.66,63.41,62.24
62.63,62.78,62.78,61.50
62.92,63.09,63.38,62.05
62.72,63.43,63.81,62.40
63.62,62.87,63.62,62.63
63.41,62.95,63.50,62.70
62.46,63.29,63.29,62.46
63.42,63.19,63.50,62.62
63.36,63.34,63.36,62.79
63.36,62.87,63.40,62.64
62.64,63.21,63.40,62.30
63.45,62.99,63.45,62.52
62.60,62.31,62.85,62.00
62.82,62.20,63.12,61.47
62.13,61.30,62.45,61.29
61.45,61.65,61.81,61.20
60.90,61.45,61.69,60.90
61.40,62.21,62.45,61.00
62.37,62.00,62.42,61.65
62.48,62.28,62.91,61.90
62.07,61.90,62.66,61.55
61.33,61.80,62.36,61.33
61.99,58.63,61.99,58.22
58.99,58.05,59.27,56.91
57.81,57.30,57.81,54.98
57.09,58.10,58.25,56.56
58.51,59.50,59.83,58.21
59.39,60.78,61.16,59.39
60.45,61.65,61.87,60.45
61.15,60.82,61.20,60.55
61.02,60.74,61.55,59.75
60.96,60.91,61.40,60.60
61.54,61.49,61.77,61.10
61.38,61.87,62.00,60.61
61.79,60.50,62.85,60.47
60.93,61.07,62.22,60.48
62.24,62.25,63.01,61.72
62.10,63.06,63.97,62.02
63.00,63.58,64.78,61.63
63.06,64.36,64.50,63.06
64.50,60.52,64.50,60.13
60.51,59.43,61.14,59.13
59.41,60.85,61.13,59.38
60.96,62.48,62.88,60.33
62.52,61.86,62.52,61.20
61.80,61.46,61.94,60.37
61.49,61.35,61.49,60.51
60.93,61.25,61.50,60.82
61.27,61.49,61.96,60.89
61.26,61.01,61.73,60.84
61.00,62.21,62.44,60.53
62.31,61.81,62.31,61.03
62.00,61.78,62.00,61.38
61.75,60.26,61.75,60.19
60.46,60.24,61.05,60.09
60.01,59.77,61.00,59.77
60.26,60.36,60.80,59.88
60.77,60.55,60.86,59.52
60.35,60.68,61.14,59.30
60.84,61.67,61.70,60.47
62.00,61.52,62.00,61.12
60.91,63.90,63.90,60.91
63.14,64.32,64.80,62.68
64.33,63.94,65.30,63.94
64.01,64.12,64.38,63.03
64.22,62.69,64.22,62.43
62.73,64.28,64.28,62.45
63.96,64.94,65.25,63.04
64.55,64.64,64.98,64.55
