SIEB,Siebert Financial Corp. - Common Stock,NASDAQ
1.57,1.61,1.64,1.56
1.68,1.83,1.83,1.68
1.77,1.87,2.02,1.77
1.96,2.04,2.15,1.95
1.95,1.88,1.96,1.88
1.90,1.89,1.90,1.66
1.91,1.89,2.05,1.85
1.81,1.81,1.83,1.78
1.82,1.94,1.94,1.82
1.98,1.85,2.06,1.82
1.86,2.04,2.04,1.86
2.01,2.01,2.02,1.91
1.90,1.91,1.97,1.90
1.97,1.93,1.97,1.91
1.93,1.93,1.94,1.91
1.91,2.05,2.05,1.91
2.07,2.62,2.65,2.03
2.69,2.98,3.25,2.65
3.07,2.97,3.14,2.73
2.89,2.93,2.98,2.87
2.93,3.16,3.20,2.57
3.14,3.27,3.37,3.06
3.32,3.73,3.75,3.17
3.53,3.13,3.55,2.90
3.10,3.24,3.30,3.04
3.21,3.27,3.32,3.10
3.31,3.17,3.31,3.08
