PPG,PPG Industries,NASDAQ
82.73,82.64,82.85,82.23
82.60,82.80,83.00,82.44
82.42,83.02,83.20,82.30
82.95,83.85,84.06,82.93
83.85,84.21,84.46,83.85
83.95,83.85,84.28,83.58
83.86,84.07,84.59,83.69
84.51,84.69,85.05,84.31
84.65,83.43,84.69,82.89
83.28,83.90,84.12,83.03
83.86,83.60,83.99,83.34
83.06,82.32,83.54,81.80
82.08,82.58,82.88,81.11
82.63,82.03,82.99,81.90
82.56,83.01,83.17,82.41
82.80,82.54,83.08,82.38
82.73,83.14,83.32,82.23
83.29,83.19,83.56,83.03
83.24,82.79,83.41,82.11
80.49,81.36,81.90,78.75
82.08,82.15,82.93,81.81
82.25,83.31,83.34,82.08
83.13,83.58,83.96,82.75
84.00,84.79,85.44,83.72
84.00,83.92,84.52,83.46
84.22,83.23,85.35,82.95
83.43,84.28,85.00,83.34
84.76,86.01,86.22,84.76
85.64,85.15,85.81,84.92
85.05,85.60,85.88,84.42
85.61,85.85,86.04,84.95
86.07,86.09,86.88,85.87
86.08,86.73,86.90,86.03
86.29,86.49,86.65,85.65
86.07,87.52,87.80,85.82
87.11,88.38,88.69,87.02
88.39,88.49,88.86,88.25
88.26,88.35,88.88,88.00
88.17,88.70,89.02,88.12
88.58,89.45,89.60,88.35
89.93,90.14,90.34,89.12
88.74,87.06,89.14,86.95
87.08,86.55,87.70,85.15
86.41,85.95,87.26,84.68
86.73,87.43,87.75,86.30
87.58,88.38,88.73,87.55
88.87,87.74,89.16,87.65
87.41,88.01,88.68,87.40
88.91,89.74,89.82,88.89
89.49,88.57,89.81,87.90
88.93,87.52,89.64,86.86
87.86,88.83,89.15,87.19
88.51,88.05,88.81,87.36
87.21,86.45,87.30,86.00
86.03,87.50,88.00,85.95
87.25,87.84,88.18,86.75
85.29,86.80,87.44,85.01
86.37,85.52,87.05,84.69
87.02,87.16,88.70,86.77
88.57,87.46,88.96,87.40
88.87,88.56,88.95,88.21
88.95,88.09,88.97,87.96
87.77,88.28,88.60,87.00
88.78,88.68,88.98,87.91
89.00,89.44,90.00,88.78
89.84,89.38,89.99,89.27
89.39,90.59,90.64,89.01
94.44,95.93,96.56,93.70
95.54,95.21,95.95,95.13
95.53,95.10,96.55,94.65
95.20,96.49,96.76,95.18
96.16,96.35,97.81,95.47
96.85,96.41,97.15,96.21
96.39,96.07,96.97,95.55
96.40,95.34,96.70,94.57
95.47,94.94,96.00,94.50
94.13,93.76,94.74,93.47
94.29,92.27,94.43,91.60
92.00,92.49,92.88,91.71
92.77,92.65,93.02,91.84
91.44,91.39,91.71,90.14
91.51,93.14,93.19,91.39
94.45,94.54,94.96,93.59
94.61,94.64,95.73,93.92
94.88,93.43,95.00,93.20
94.08,93.97,94.68,93.56
94.20,93.60,94.29,92.43
93.56,94.14,94.31,93.46
94.59,94.67,94.73,93.74
95.00,94.13,95.49,94.01
94.24,92.10,94.40,91.34
92.03,90.39,92.49,89.79
89.97,90.24,91.36,89.78
91.09,90.39,91.91,89.94
90.51,91.28,91.62,90.26
91.72,91.78,92.31,91.30
91.78,89.99,91.80,89.58
89.95,89.71,90.04,88.53
89.52,88.47,90.04,87.82
88.17,88.62,89.70,87.90
88.33,87.42,88.52,86.83
87.74,89.08,89.23,87.22
89.53,88.93,90.08,88.35
88.89,88.05,88.89,87.01
86.94,86.66,87.00,86.06
86.93,85.93,87.54,85.75
85.60,87.33,87.65,85.60
87.19,87.10,87.66,86.40
87.56,87.80,88.30,87.38
88.58,88.70,88.93,87.79
88.43,86.76,88.64,86.72
86.63,86.17,87.63,85.72
84.95,84.93,85.28,84.39
84.88,84.10,85.42,84.05
84.87,85.68,86.26,84.71
85.23,84.45,85.24,84.27
84.68,85.26,85.75,84.34
85.05,84.11,85.08,83.95
84.25,83.84,84.56,83.40
84.86,85.50,85.88,84.86
84.46,83.97,84.95,83.25
83.72,84.11,84.68,82.76
84.72,84.75,85.26,84.29
84.48,85.43,85.74,84.40
86.02,87.73,87.89,85.83
87.74,87.74,88.61,87.20
86.34,87.01,87.08,85.25
87.16,87.16,87.41,86.28
86.71,86.96,87.50,85.42
87.49,88.46,88.46,86.87
88.80,89.14,89.39,87.92
89.51,90.79,90.97,89.16
90.98,91.85,92.01,90.44
91.60,91.49,91.76,91.00
91.79,92.51,93.39,91.58
93.52,93.37,93.85,93.09
92.03,92.12,92.23,91.37
90.58,90.27,91.17,89.86
90.02,89.85,90.69,89.71
90.43,89.93,90.93,89.72
89.98,88.45,90.24,88.30
88.85,89.67,89.75,88.59
89.49,88.71,89.49,88.18
89.18,89.24,89.91,88.98
89.43,89.35,89.69,88.70
91.55,89.98,91.65,89.76
90.00,88.94,90.58,88.67
88.15,88.55,89.70,87.79
88.48,86.59,88.51,86.42
86.20,85.00,86.53,84.91
85.33,84.55,86.38,84.42
83.40,84.20,84.91,83.05
85.42,83.90,85.71,82.81
83.38,81.72,84.18,81.70
82.05,82.64,82.76,79.65
81.51,77.68,81.51,77.62
79.15,77.88,79.59,76.24
75.70,72.95,76.61,72.00
74.09,77.31,77.52,72.76
75.35,73.06,75.88,72.91
73.37,74.91,75.75,72.95
76.15,75.06,76.28,74.75
75.64,76.62,76.67,75.14
75.75,75.20,76.02,74.42
75.67,75.30,76.78,74.78
73.14,70.41,73.25,69.86
69.39,68.88,71.23,68.80
70.33,68.94,70.80,68.70
69.24,71.14,71.14,68.86
70.81,71.89,72.00,70.30
72.35,71.08,72.74,70.69
71.33,72.34,72.68,69.14
73.34,75.49,75.52,73.28
75.16,76.48,76.94,74.92
77.04,76.59,77.64,76.07
76.70,75.03,77.15,74.95
73.50,73.57,74.01,73.34
71.53,73.20,73.26,71.30
74.34,75.01,75.03,74.30
74.54,74.84,75.42,74.35
73.91,73.10,73.97,72.65
72.28,73.12,73.45,71.53
73.60,74.69,74.91,73.11
75.18,76.00,76.93,73.81
76.78,77.42,77.72,76.49
77.88,78.64,78.77,77.53
76.98,77.72,78.00,76.00
78.13,77.52,79.13,77.02
77.39,73.54,77.63,73.50
71.12,70.10,71.23,68.91
69.50,68.82,70.59,68.27
69.56,72.44,72.50,68.49
74.46,74.52,76.16,73.58
74.70,71.50,74.85,71.45
74.14,72.35,74.14,70.99
71.07,70.66,72.19,70.50
70.00,68.68,71.56,68.58
67.66,70.67,70.77,66.43
71.16,72.76,73.10,70.21
72.40,73.71,73.81,71.20
73.85,73.48,74.65,72.43
74.99,76.44,76.65,74.96
76.11,76.21,76.82,75.66
76.92,77.76,78.44,76.92
76.76,77.67,77.92,76.17
78.84,79.71,79.83,78.13
79.58,77.84,79.89,77.53
77.69,80.73,81.19,77.28
80.50,78.84,81.00,78.30
80.17,80.68,80.94,78.29
81.97,83.68,83.76,81.71
83.97,84.40,84.85,83.60
84.10,82.53,84.65,82.42
84.07,84.86,85.40,82.75
87.14,88.93,89.96,86.46
88.21,89.37,90.00,87.79
87.78,86.41,88.08,86.35
83.08,84.60,86.64,83.08
85.64,86.70,87.34,85.35
88.00,88.66,88.96,86.77
88.10,88.51,88.79,86.55
88.73,88.90,89.36,87.10
88.77,89.38,89.59,87.53
86.80,85.42,87.21,84.80
86.31,86.22,86.97,85.07
87.64,88.11,88.58,87.60
87.78,87.29,88.09,86.62
86.85,87.35,87.99,86.31
85.86,84.93,86.81,84.81
84.70,82.71,85.53,81.97
83.33,83.60,84.25,82.60
82.38,81.83,82.45,81.11
81.51,81.27,82.61,80.64
80.30,79.57,80.66,79.39
79.22,79.45,80.40,79.07
82.29,82.55,83.25,81.95
83.93,83.14,84.06,82.63
86.34,87.75,87.79,85.91
87.19,86.55,87.78,86.16
86.52,84.87,86.98,84.59
86.41,85.17,87.05,84.63
85.12,85.44,86.25,84.50
85.16,84.67,85.45,84.12
84.38,82.63,84.53,82.43
81.59,83.94,84.35,81.20
82.79,82.52,82.95,81.89
83.21,81.36,84.07,80.74
80.84,80.20,81.35,79.87
81.41,80.12,81.60,79.64
80.90,80.87,82.13,80.20
81.00,79.13,81.44,78.80
80.04,80.78,81.37,79.95
81.16,82.16,82.23,80.54
82.27,82.36,82.65,81.71
82.54,83.51,83.55,82.36
83.30,83.96,84.44,83.18
84.12,82.79,84.24,82.64
82.85,83.99,84.06,82.45
84.12,83.49,84.23,83.49
85.30,85.12,86.28,84.96
85.10,85.30,85.68,84.58
84.49,84.54,84.64,83.27
84.48,84.76,84.94,84.24
84.80,84.33,84.97,83.92
85.41,86.14,86.66,85.31
85.90,86.60,86.60,85.82
86.75,88.00,88.09,86.45
87.70,87.52,88.02,86.41
88.74,88.04,89.04,87.60
88.27,89.90,89.98,88.08
89.40,87.76,89.40,86.74
87.69,88.92,89.20,87.69
88.85,88.33,89.00,88.02
87.50,88.50,88.61,87.24
88.08,89.42,89.69,87.65
89.95,88.83,90.89,88.51
88.74,89.06,89.52,88.07
88.03,89.47,89.59,87.61
89.80,89.58,90.00,88.53
90.72,90.86,91.63,90.30
90.98,89.80,90.98,89.70
90.97,91.22,91.56,90.70
90.67,90.88,90.95,90.43
90.57,91.27,91.40,89.99
91.23,91.61,91.70,90.37
91.61,92.03,92.09,91.16
91.16,90.83,91.16,90.18
91.41,91.08,91.83,90.83
91.04,90.52,91.38,89.68
90.62,89.94,90.62,89.35
90.07,91.40,91.52,89.90
91.86,92.12,92.45,91.54
91.32,91.97,92.30,90.90
91.98,91.80,93.16,91.73
91.69,92.20,92.50,91.48
92.00,91.67,92.56,91.49
91.19,92.94,93.18,90.70
92.79,92.93,93.67,92.35
92.92,91.25,93.14,90.94
91.49,92.66,92.98,91.49
92.95,92.50,93.40,92.11
92.16,91.62,92.30,91.20
90.23,90.41,90.96,90.04
90.63,90.55,90.93,90.05
91.51,92.94,93.39,91.40
93.00,92.77,93.64,92.60
92.96,93.09,93.63,92.68
93.71,94.31,94.41,93.37
94.18,93.68,94.59,93.25
93.90,93.64,93.97,93.26
94.07,93.59,94.52,93.34
93.35,94.46,94.77,93.35
93.76,93.93,94.19,93.32
93.89,94.14,94.65,93.38
93.60,92.96,93.62,92.57
93.08,93.65,94.17,92.37
94.33,95.41,95.42,93.83
95.57,95.74,96.33,95.44
95.76,94.78,96.40,94.37
94.00,95.69,95.82,94.00
96.40,95.80,96.40,95.41
95.64,97.68,97.80,95.59
97.22,95.68,97.37,94.51
94.98,93.92,95.04,93.73
97.70,96.29,98.55,95.30
94.98,94.25,95.64,94.20
94.09,92.09,94.38,91.85
93.32,94.54,94.88,93.12
94.76,96.83,97.12,94.44
96.32,95.72,96.61,95.60
97.23,96.90,97.49,95.51
97.57,98.34,98.74,97.26
97.64,98.47,98.89,97.16
98.97,101.00,101.90,97.39
101.30,101.29,102.18,100.29
100.59,101.01,101.04,99.40
101.22,102.00,102.16,101.10
102.67,104.17,104.27,102.39
103.69,105.22,105.82,103.40
105.72,105.66,106.11,105.07
105.89,105.24,106.40,104.91
105.07,107.04,107.67,104.98
106.24,107.19,107.31,106.09
107.00,107.20,107.95,106.55
106.60,105.67,106.75,105.42
105.01,106.90,107.04,104.95
106.00,106.51,106.74,104.95
104.89,105.94,106.70,104.27
106.99,105.73,107.01,105.48
105.19,105.19,106.38,104.92
104.00,103.12,104.51,102.98
102.81,102.18,103.61,101.88
102.43,101.75,103.46,101.62
102.00,98.85,102.14,98.77
99.67,97.56,99.75,97.09
98.13,99.54,99.72,97.62
100.00,99.26,100.72,98.74
98.36,100.80,101.25,97.87
103.87,104.20,104.59,102.24
103.52,103.18,104.65,102.65
104.61,105.10,105.95,104.27
104.08,102.26,104.21,101.72
102.41,103.44,104.13,101.31
100.38,98.96,101.50,98.72
98.91,97.77,99.00,96.74
97.34,98.99,99.16,97.30
99.90,101.81,101.81,99.87
103.56,102.58,104.46,102.39
102.41,103.68,103.82,101.77
104.79,101.96,104.92,101.79
102.46,104.15,104.25,101.83
103.37,101.91,103.63,101.58
102.04,101.76,102.45,100.62
102.48,104.14,104.26,102.20
103.54,104.78,104.89,103.32
105.24,106.18,106.69,105.21
106.03,106.04,106.89,105.33
106.10,102.42,106.43,102.25
103.82,104.19,104.73,102.36
103.23,101.33,103.23,101.18
101.81,102.84,103.46,101.15
102.34,103.48,103.92,102.34
103.01,103.50,103.69,101.65
105.22,106.12,106.17,104.83
106.31,104.70,106.31,103.78
104.48,104.88,105.24,103.93
104.40,105.49,106.12,104.02
104.19,105.57,105.89,103.86
105.38,103.37,105.57,103.00
103.49,102.14,104.44,101.62
102.16,100.88,102.20,99.83
99.89,100.66,101.26,99.12
101.28,103.34,103.45,101.28
102.90,102.13,103.39,101.60
102.59,104.13,104.32,101.92
103.48,104.19,104.86,103.48
109.25,111.96,112.18,106.85
110.56,113.85,114.62,109.46
110.90,110.75,112.49,110.16
111.03,108.56,111.03,107.64
109.08,107.49,109.65,107.30
109.79,108.23,109.79,107.92
109.00,110.42,110.68,108.79
110.26,110.99,111.86,110.10
110.83,109.46,111.14,109.38
109.93,108.06,111.09,108.06
107.25,107.64,108.04,105.87
109.49,109.20,109.68,108.44
109.11,109.90,110.54,108.83
110.64,111.52,111.77,109.71
110.41,111.11,111.50,108.64
110.75,111.37,111.87,110.45
110.74,110.82,110.82,109.82
110.84,110.14,110.99,109.15
110.23,108.48,110.82,108.14
108.31,109.43,109.55,107.96
109.76,110.04,110.29,108.85
110.56,110.25,110.65,110.05
109.84,109.16,110.20,108.80
109.16,107.47,109.54,107.16
106.90,111.05,111.07,106.86
110.55,108.99,110.70,108.74
108.96,109.15,109.48,108.17
109.50,109.38,109.81,108.56
108.96,108.89,109.34,108.65
109.05,109.71,109.90,108.26
109.24,108.49,109.57,108.29
109.42,110.02,110.27,108.61
109.70,108.17,109.99,107.64
108.40,108.77,108.97,107.43
109.59,113.00,113.01,109.35
113.00,113.14,113.70,111.03
114.73,115.79,116.79,114.35
115.93,115.87,116.48,114.79
116.23,115.77,116.85,115.27
115.96,118.58,119.64,115.80
118.79,118.84,119.86,118.14
118.20,118.50,119.03,117.78
118.50,117.45,118.50,116.80
117.42,117.24,117.95,116.24
116.36,118.37,118.46,116.01
119.29,117.59,119.30,117.38
117.00,116.81,117.35,116.08
117.23,115.03,117.45,115.00
115.05,114.60,115.80,114.08
115.02,115.23,116.04,114.30
114.26,114.84,115.21,113.19
115.28,115.55,116.31,114.74
115.78,114.63,115.91,114.00
114.39,116.61,116.64,114.17
117.05,117.02,117.65,116.16
118.22,117.94,118.41,117.03
117.53,117.72,118.03,116.38
117.64,115.71,117.64,115.57
115.10,115.36,115.97,114.41
116.47,115.46,117.07,115.46
115.59,114.23,116.15,113.39
114.37,116.14,116.25,113.76
116.98,117.82,118.90,115.94
118.05,118.97,120.00,117.44
118.87,119.09,120.00,117.60
119.44,117.73,119.64,116.93
117.33,117.70,118.33,116.33
114.57,115.54,116.31,113.70
116.30,117.17,117.73,115.94
117.97,116.02,118.00,115.50
116.02,116.12,116.63,115.14
116.44,117.08,117.48,115.95
118.68,121.80,121.94,117.38
122.93,119.92,128.42,119.87
119.84,121.78,121.89,119.27
122.08,123.19,123.75,121.72
122.54,120.64,122.59,119.69
120.66,117.61,121.36,117.58
117.37,117.38,118.55,116.77
117.84,117.47,118.61,116.75
116.48,117.45,118.51,116.29
117.83,116.31,118.12,115.99
116.26,115.25,117.06,114.21
115.37,115.62,115.76,113.81
117.28,120.05,120.53,117.28
119.83,121.55,121.59,119.05
121.53,121.75,121.94,120.89
122.52,123.37,123.45,122.07
122.52,123.01,123.20,122.16
122.73,122.39,123.11,122.00
121.17,121.90,122.18,119.95
122.41,122.64,123.10,121.40
122.62,124.27,124.87,121.95
124.99,120.94,125.00,120.77
121.00,120.31,121.84,119.40
120.21,119.46,121.20,119.03
119.67,123.21,123.35,118.75
122.55,121.37,123.35,120.12
121.17,123.84,124.38,121.03
124.25,125.04,125.70,123.72
125.76,124.55,125.76,124.20
124.72,125.21,125.85,124.25
129.05,129.93,132.88,128.10
130.56,130.20,131.80,128.72
130.77,132.47,133.26,130.23
132.37,131.21,132.72,131.15
132.01,134.39,134.50,131.89
132.81,133.26,134.25,132.33
132.90,135.24,135.51,132.40
136.20,134.74,136.22,134.72
134.45,133.12,136.79,131.45
132.18,132.70,133.73,131.00
132.29,135.35,135.89,132.14
138.34,138.55,140.41,137.42
138.69,137.75,138.97,137.18
138.00,139.47,139.61,137.25
139.14,138.26,139.27,137.08
138.29,140.23,140.48,136.20
140.69,141.40,142.74,140.48
142.26,141.77,142.38,139.99
141.83,142.10,142.87,140.92
140.50,141.03,142.75,140.00
139.88,140.14,141.50,139.30
139.44,139.13,139.69,137.00
139.53,141.98,142.75,139.12
141.47,142.73,143.50,137.75
142.79,142.77,143.74,141.04
142.36,143.41,143.77,141.86
143.00,143.98,146.11,142.53
145.00,144.21,147.99,142.67
138.70,140.00,141.75,137.17
140.00,141.06,141.30,139.13
140.79,140.23,142.91,139.76
139.17,137.87,140.20,137.77
139.35,140.56,140.92,137.95
139.74,138.94,140.29,138.36
139.43,138.37,140.44,137.00
137.93,138.33,138.87,136.86
138.77,137.97,139.00,136.03
137.99,138.88,139.28,137.39
139.15,139.35,139.70,138.15
138.39,136.45,138.39,135.45
137.02,139.11,139.77,136.95
138.66,139.00,139.36,137.91
139.78,139.39,140.07,138.50
138.68,135.71,139.25,135.53
135.28,131.51,135.50,131.49
130.65,130.08,130.65,128.20
130.37,132.32,132.37,130.10
132.85,130.30,133.78,130.28
130.63,132.68,133.06,130.63
132.11,134.66,135.42,131.86
134.92,134.66,135.88,134.61
133.64,134.81,135.42,132.71
134.60,135.59,135.65,134.18
136.00,136.22,136.95,135.79
136.56,135.45,136.91,134.76
135.72,135.47,135.96,134.91
136.21,137.34,137.54,135.48
136.91,137.78,137.96,136.91
137.55,139.14,139.29,137.55
139.06,141.52,141.66,138.96
141.80,142.23,143.23,141.61
142.12,141.30,143.50,139.11
139.01,141.10,141.86,138.72
141.69,140.87,141.71,139.54
141.36,141.01,142.16,140.84
139.13,137.29,140.06,137.27
136.99,135.97,138.24,135.60
136.31,133.89,136.47,132.64
134.69,134.04,135.90,133.83
133.07,133.42,133.70,131.95
133.33,133.94,134.09,132.87
133.65,134.16,134.47,133.20
134.76,133.69,134.99,133.19
134.05,132.72,134.05,132.20
133.04,133.90,134.89,132.50
131.73,131.73,132.75,130.63
131.60,131.45,132.06,130.56
131.52,132.65,132.95,131.38
133.11,134.66,134.88,132.82
134.69,137.61,138.13,134.62
136.95,136.25,137.44,135.52
135.17,131.44,135.46,131.39
132.71,134.55,134.67,132.11
133.39,132.40,133.98,131.75
135.66,140.65,142.00,135.66
140.66,141.59,142.23,139.60
141.62,143.55,144.05,140.81
143.95,144.80,144.88,143.12
145.00,144.98,145.85,144.35
146.00,146.91,148.56,145.46
146.76,144.93,146.85,144.25
145.64,147.02,147.21,144.88
147.10,147.14,147.36,145.63
145.82,145.20,147.09,145.11
145.88,148.48,148.88,145.31
150.60,152.28,152.58,150.01
152.13,151.76,152.13,150.61
151.88,153.22,153.38,151.78
152.96,155.14,155.18,152.38
154.66,153.92,155.13,153.58
153.79,154.13,154.60,153.11
153.65,153.21,153.97,152.43
153.49,156.81,156.86,153.34
156.06,156.47,157.85,155.57
156.07,155.55,157.40,155.40
156.71,158.84,158.89,155.89
158.36,157.06,158.48,155.80
157.54,158.94,159.43,157.02
158.89,157.55,160.83,156.59
155.43,156.86,157.90,154.36
155.64,156.83,157.43,154.33
158.89,157.33,159.50,156.08
156.21,157.10,157.92,155.58
157.39,156.31,157.63,155.72
155.63,153.61,156.54,153.61
154.47,155.14,155.29,152.20
154.89,153.56,156.21,152.85
153.06,149.99,153.45,149.93
149.15,151.27,151.58,149.04
153.09,154.92,155.34,152.52
155.99,154.27,155.99,153.10
151.79,151.90,153.83,151.01
153.35,150.95,153.69,150.68
150.46,155.27,155.90,150.46
154.37,153.83,155.72,153.11
155.00,156.11,156.94,154.36
156.04,156.57,156.75,155.11
156.32,154.17,157.22,154.09
152.25,150.08,152.76,149.61
