PPG,PPG Industries,NASDAQ
96.31,98.18,98.21,96.21
98.18,99.41,99.67,97.88
99.48,99.30,100.17,98.92
99.07,98.65,99.85,97.76
98.13,97.05,98.39,96.65
97.07,96.17,97.88,95.91
96.20,96.10,97.12,95.63
96.07,95.92,96.70,95.78
96.06,96.22,96.87,95.97
96.26,95.64,96.40,95.56
95.39,95.87,96.20,95.05
95.94,95.00,95.99,94.93
95.04,94.69,95.04,93.80
95.05,95.85,95.93,94.88
96.34,94.67,96.47,94.59
94.70,95.31,95.32,94.67
95.43,94.76,95.50,94.46
95.43,95.25,95.97,94.57
95.71,97.27,97.52,95.63
96.46,95.62,96.62,95.40
95.77,95.59,96.14,95.29
95.05,96.35,96.46,94.77
96.07,96.39,96.65,95.67
96.25,96.63,96.67,95.58
96.45,96.87,96.98,95.80
96.83,96.32,97.10,96.17
