ICUI,ICU Medical,NASDAQ
39.43,40.91,41.02,39.43
40.96,42.09,42.11,40.73
42.05,41.99,42.37,41.48
42.11,41.95,42.57,41.66
42.01,42.08,42.37,41.87
42.49,43.00,43.16,42.23
43.11,43.03,43.12,42.46
42.99,42.88,43.35,42.53
43.19,43.31,43.61,42.98
43.31,43.27,43.82,42.96
42.89,41.68,42.89,41.53
41.45,41.58,41.92,40.91
41.16,41.74,41.92,41.08
40.86,40.95,41.68,40.68
40.85,40.50,41.20,40.36
41.22,40.47,41.22,40.47
40.73,41.51,41.53,40.67
41.85,42.26,42.53,41.76
42.37,42.14,42.48,41.88
42.00,41.74,42.00,41.66
42.03,41.84,42.50,41.63
42.11,42.15,42.61,41.75
43.44,42.33,43.44,42.22
42.37,42.62,43.11,42.37
42.85,43.04,43.22,42.79
43.17,43.78,43.84,43.17
43.81,43.99,44.60,43.71
43.84,44.77,44.96,43.80
44.70,44.36,44.70,43.94
44.61,44.74,45.26,44.61
44.94,44.89,44.94,44.67
45.00,44.73,45.01,44.70
44.74,44.75,44.79,44.37
44.95,44.62,44.95,44.50
44.83,44.79,44.96,44.14
44.33,44.79,44.96,44.33
44.74,44.66,44.80,44.25
44.23,43.24,45.37,42.60
44.57,44.82,45.50,44.20
45.27,44.82,45.27,44.43
44.99,45.03,45.06,44.63
45.05,44.65,45.08,44.48
44.77,45.21,45.37,44.77
45.15,45.00,45.29,44.86
45.06,45.03,45.23,44.84
45.04,45.11,45.23,45.00
45.13,44.72,45.13,44.43
44.63,44.56,44.93,44.14
44.54,43.73,44.54,43.25
43.55,43.80,44.42,42.77
43.99,44.03,44.77,43.69
43.90,44.40,44.50,43.65
44.49,44.65,45.00,44.30
44.46,44.28,44.64,43.96
44.00,44.57,44.78,43.71
44.50,43.64,44.67,43.20
43.50,42.97,43.60,42.77
42.67,42.43,42.80,42.30
42.25,42.45,42.66,42.04
42.78,43.13,43.27,42.20
42.86,43.19,43.64,42.03
42.62,42.50,43.00,41.85
42.68,42.06,42.68,41.87
42.05,42.50,42.53,42.05
42.33,42.49,42.64,41.98
42.67,42.43,42.67,42.20
42.80,43.36,43.45,41.85
43.23,42.67,43.40,42.59
42.73,42.56,42.78,42.42
42.10,41.82,42.46,41.78
41.90,41.23,41.90,41.11
41.45,41.95,42.38,41.25
41.75,41.82,42.13,41.60
42.02,42.31,42.58,41.80
42.06,41.84,42.17,41.74
42.08,41.70,42.35,41.64
41.84,41.92,42.27,41.59
41.75,41.40,41.99,41.24
41.54,41.69,42.11,41.25
41.84,41.51,42.08,41.31
41.55,41.80,41.93,41.31
42.19,42.56,42.61,42.01
42.26,42.41,42.81,42.26
42.01,42.57,42.65,41.80
42.63,42.06,42.80,41.94
42.19,42.62,42.76,42.18
42.62,42.92,42.95,42.34
42.94,43.02,43.66,42.58
43.04,43.70,43.93,43.04
43.70,44.40,44.49,43.63
44.54,44.33,44.64,43.89
44.33,44.57,44.97,44.33
44.84,45.01,45.19,44.53
44.36,44.54,44.97,43.47
44.06,44.50,44.55,43.84
44.27,45.02,45.25,44.27
45.12,45.17,45.30,44.98
45.42,45.79,45.99,45.37
45.96,45.41,45.98,45.17
45.46,45.15,45.76,44.80
45.35,42.82,45.35,42.00
42.76,43.62,43.94,42.32
43.85,44.07,44.45,43.76
44.29,43.00,44.29,42.47
42.77,42.35,42.87,42.02
42.47,41.81,42.47,41.23
41.60,41.50,42.07,41.09
41.69,42.38,42.47,41.58
41.98,42.48,42.68,41.62
43.03,42.49,43.03,42.16
42.38,42.40,42.95,42.11
42.49,42.61,42.64,41.52
42.45,41.60,42.65,41.59
41.91,40.80,41.95,40.68
40.05,37.45,40.87,37.44
38.02,39.89,40.00,37.20
39.00,37.95,39.52,37.83
38.00,39.19,39.77,37.90
39.67,40.05,40.24,38.54
40.54,40.00,41.05,39.90
39.70,39.49,40.02,39.28
39.59,39.47,40.05,39.09
38.50,38.07,38.72,37.98
37.59,38.28,38.82,37.49
39.13,38.47,39.13,38.28
38.46,39.01,39.13,38.02
39.12,39.78,39.94,38.78
40.00,39.01,40.45,38.83
38.83,39.75,39.98,38.41
40.07,40.36,40.38,39.84
40.05,40.48,40.81,39.77
40.72,41.20,41.76,40.72
41.13,40.53,41.86,40.26
39.81,39.48,40.47,39.33
38.76,39.52,39.61,38.41
40.02,39.87,40.04,39.54
39.72,39.24,40.13,39.22
39.02,38.53,39.02,38.05
38.28,38.56,38.63,36.96
38.70,38.78,39.01,38.48
39.20,39.19,39.53,38.53
39.50,39.39,39.64,38.74
39.67,39.79,39.98,39.47
39.19,38.91,39.37,38.63
39.05,38.38,39.60,38.35
38.32,36.67,38.38,36.63
36.07,36.41,36.77,35.88
36.50,36.81,37.03,36.08
36.91,37.39,37.40,36.39
38.03,37.93,38.55,37.51
37.87,36.75,38.09,36.70
37.43,37.55,37.79,36.75
37.13,36.80,37.76,36.43
36.75,35.99,37.22,35.98
35.92,38.37,38.39,35.58
38.25,37.94,38.25,37.53
37.73,38.23,38.30,37.43
38.41,37.76,38.58,37.64
38.35,38.68,38.70,37.97
38.49,39.12,39.25,38.45
39.32,39.77,40.00,39.32
39.71,39.40,39.93,39.24
39.74,39.52,39.95,39.30
39.17,37.78,39.19,37.71
38.50,38.95,39.29,38.36
39.05,39.38,39.96,39.01
39.54,39.80,39.95,39.21
40.19,39.94,40.41,39.38
40.00,39.86,40.52,39.68
39.66,39.06,39.94,38.89
39.55,39.40,39.66,38.70
40.01,40.26,40.54,39.49
40.20,39.90,40.73,39.88
39.18,39.31,39.94,39.03
38.07,38.67,39.08,38.07
38.92,39.32,39.51,38.63
39.71,40.06,40.42,39.28
39.78,40.00,40.18,39.72
40.71,41.61,42.12,40.26
41.77,42.16,42.40,41.03
41.31,40.73,41.92,40.71
41.20,41.06,41.53,40.77
41.49,42.09,42.26,41.26
42.30,42.10,42.30,41.46
41.98,42.81,43.00,41.79
42.34,42.92,43.22,42.31
42.82,43.09,43.19,42.59
43.10,43.19,43.42,43.00
42.61,42.25,43.02,42.23
42.27,41.81,42.38,41.76
41.66,40.75,41.66,40.74
40.69,39.90,40.83,39.90
41.03,41.02,41.43,40.60
41.12,41.54,41.68,40.80
42.88,44.01,44.01,42.80
43.79,44.00,44.42,43.79
44.53,43.41,44.88,43.24
43.72,43.91,44.62,43.01
43.41,44.23,44.50,43.21
44.06,44.00,44.07,43.35
43.73,43.02,43.74,42.99
43.26,44.25,44.42,43.18
43.77,43.72,43.78,43.15
43.77,43.24,44.19,43.04
42.86,42.69,43.45,42.54
43.29,43.85,44.00,43.22
44.16,44.36,44.49,43.47
44.50,43.80,44.93,43.62
44.49,44.50,44.80,44.36
44.59,44.95,44.95,44.15
44.90,45.05,45.50,44.90
44.96,45.09,45.18,44.76
44.82,45.30,45.46,44.78
45.35,44.76,45.41,44.64
44.72,45.53,45.60,43.01
45.44,45.00,45.75,45.00
45.25,44.67,45.67,44.48
44.37,44.43,45.18,44.37
44.41,45.11,45.29,44.07
45.03,44.95,45.29,44.67
45.21,44.90,45.21,44.40
45.26,44.92,45.26,44.67
44.73,44.71,45.10,44.53
44.96,44.75,44.96,44.55
44.29,44.53,44.69,44.29
44.76,44.47,44.80,44.03
44.55,44.50,44.61,44.33
44.76,44.54,44.93,44.36
44.60,44.54,44.96,44.40
44.56,44.56,44.68,44.30
44.45,44.55,44.64,44.34
44.55,44.41,44.61,44.32
44.50,44.99,45.08,44.46
44.75,46.50,46.50,44.75
45.96,45.83,46.45,45.71
44.00,46.47,46.79,43.51
46.40,46.53,46.86,46.01
46.73,46.51,46.73,46.20
47.10,47.00,47.10,46.50
46.64,46.81,47.20,46.57
46.67,46.40,46.89,46.31
46.35,46.50,46.80,46.04
46.63,46.29,46.81,46.12
46.01,46.12,46.38,45.86
46.70,46.83,46.98,46.18
46.54,46.15,46.80,45.84
46.17,45.99,46.36,45.54
45.85,46.54,46.54,44.91
46.51,46.68,46.77,46.37
46.88,46.91,47.23,46.40
46.72,45.63,46.73,45.63
45.79,46.28,46.59,45.32
46.19,45.73,46.21,45.52
45.67,45.65,45.74,45.12
45.57,45.43,45.65,45.07
45.62,45.88,46.15,45.42
46.12,46.25,46.48,46.01
46.18,45.55,46.18,45.33
45.30,45.52,45.83,45.01
45.27,45.69,45.77,45.27
45.80,45.97,46.05,45.47
46.18,46.55,46.84,45.70
46.65,46.81,47.70,46.46
46.74,46.09,46.86,45.84
46.34,47.01,47.09,45.40
47.12,46.92,47.17,46.60
46.73,47.49,47.50,46.41
47.45,48.20,48.26,47.15
48.15,48.87,49.15,48.15
48.56,48.35,48.81,48.22
48.41,48.10,48.83,48.02
47.82,48.14,48.35,46.77
48.17,47.96,48.33,47.69
48.48,49.05,49.10,48.43
49.27,49.26,49.34,48.97
49.31,49.57,49.64,49.12
49.30,49.50,49.58,49.16
49.74,49.16,49.84,49.16
48.97,50.25,50.25,48.97
50.43,49.84,50.43,49.58
49.52,49.83,49.90,49.43
49.65,50.02,50.14,49.62
49.37,48.76,49.48,48.57
48.81,47.56,48.81,47.50
48.08,48.25,48.39,47.76
48.65,49.71,49.78,48.00
49.35,48.80,49.87,48.70
49.09,49.02,49.25,48.30
50.00,49.20,50.00,48.53
49.09,49.41,49.44,49.00
49.40,49.52,49.70,48.95
50.00,49.50,50.00,49.27
48.96,48.53,49.49,48.19
48.74,49.94,50.04,48.74
50.25,51.04,51.48,50.09
50.91,51.65,51.65,50.84
51.54,52.78,52.83,51.54
52.84,52.49,52.98,52.22
52.44,52.27,52.81,51.99
51.86,52.76,52.78,51.54
52.58,52.47,52.79,52.33
52.28,51.93,52.34,51.72
51.70,52.54,52.59,51.37
52.19,52.84,52.85,52.07
52.30,52.89,53.00,52.29
53.00,53.93,53.93,52.91
53.50,53.81,53.96,52.12
53.17,53.61,53.89,53.00
53.51,53.65,53.98,53.41
53.68,53.34,53.91,53.13
53.26,53.05,53.57,52.97
52.90,52.50,53.29,51.76
52.85,52.39,52.90,52.00
52.40,51.67,52.70,51.20
51.32,51.38,51.87,50.87
51.25,51.79,51.83,51.02
51.67,52.01,52.38,51.67
52.09,52.24,52.40,51.74
51.82,51.58,52.45,51.57
51.52,51.45,51.83,50.23
50.57,50.66,51.26,50.57
50.66,49.97,51.08,49.76
49.72,50.54,50.59,49.72
50.60,51.88,51.92,50.41
52.36,51.82,52.94,51.65
51.65,51.31,52.28,51.23
51.35,50.10,51.47,50.09
50.37,50.85,50.86,50.00
50.72,51.08,51.51,50.72
51.25,51.42,51.88,51.12
51.22,51.65,51.84,51.22
51.56,51.90,52.06,51.10
51.87,53.05,53.08,51.82
52.80,52.50,53.36,52.48
52.63,51.36,52.92,51.24
51.20,52.50,52.52,51.20
52.35,53.37,53.86,51.95
53.60,53.77,53.87,53.41
53.95,54.08,54.11,53.63
53.89,53.31,54.00,53.05
53.91,53.38,53.91,53.02
52.01,53.19,53.28,52.01
53.40,53.24,53.45,53.03
53.04,53.16,53.37,52.67
52.82,53.13,53.23,52.39
53.18,53.16,53.41,52.78
53.50,52.52,53.68,52.48
52.46,52.41,52.77,52.04
52.23,51.85,52.46,51.69
51.97,52.47,52.98,51.97
52.52,51.66,52.79,50.77
52.17,52.38,53.35,51.75
52.22,52.59,52.94,51.85
52.64,52.48,52.73,52.33
52.13,51.59,52.13,51.29
50.92,51.34,51.71,50.92
51.48,51.20,51.48,50.76
51.52,52.33,52.68,50.19
52.85,52.91,52.96,52.11
52.95,53.64,53.74,52.95
53.67,53.69,53.97,53.21
53.69,53.33,53.90,53.28
53.75,52.83,53.81,52.55
52.76,52.78,53.09,51.98
53.27,53.82,53.98,53.25
54.00,53.88,54.00,53.50
54.00,54.48,54.87,53.79
54.52,54.40,54.71,54.30
54.36,54.54,54.90,54.21
54.56,55.23,55.40,54.52
55.07,55.72,55.79,54.93
56.13,55.91,56.13,55.65
55.51,56.16,56.87,55.51
55.91,56.23,56.46,55.52
56.15,56.71,56.86,55.88
56.50,56.50,56.77,56.09
56.65,56.56,57.38,56.47
56.35,56.23,56.53,55.99
56.11,56.01,56.34,55.96
55.82,55.86,56.07,55.49
55.96,55.90,56.46,55.66
55.91,56.58,56.72,55.62
56.90,56.38,57.00,56.21
56.23,55.58,56.55,55.32
55.95,55.50,55.95,55.15
55.59,57.18,57.33,55.41
57.04,57.32,57.85,56.90
57.46,58.80,58.85,57.46
59.12,58.91,59.12,58.60
58.76,57.69,58.89,57.49
57.88,57.49,58.35,57.04
57.55,57.58,58.19,57.21
57.69,58.87,59.01,57.37
59.07,58.61,59.81,58.46
58.37,58.59,58.72,58.37
58.59,58.53,58.80,58.33
58.46,58.70,59.09,58.36
58.61,59.84,59.92,58.54
60.49,60.52,60.70,59.81
60.50,59.32,60.58,59.06
59.60,59.46,60.39,59.05
59.55,60.08,60.21,59.38
60.57,61.94,62.35,59.88
61.66,60.48,61.66,59.96
60.93,61.39,61.99,60.74
61.53,61.53,62.21,61.04
61.74,62.10,62.48,61.31
62.16,61.57,62.79,61.37
61.67,61.56,62.00,61.32
61.47,61.56,61.76,60.73
61.42,60.51,61.90,60.42
60.28,61.12,61.48,60.17
61.29,60.40,61.52,60.37
60.69,59.21,60.69,59.06
59.16,59.96,60.19,58.84
60.68,61.43,61.86,59.86
61.66,61.32,61.92,60.83
61.32,61.19,61.83,60.98
60.96,60.77,61.06,60.66
60.85,61.19,61.28,60.40
60.94,60.82,61.22,60.63
61.14,60.47,61.14,60.29
60.92,60.11,61.00,59.85
60.30,59.29,60.78,59.02
59.50,59.19,60.44,58.74
59.54,59.54,59.92,58.62
59.55,58.85,59.63,58.84
58.86,59.78,60.49,58.86
59.54,61.18,61.50,59.54
60.73,59.60,61.30,59.25
59.51,58.16,59.96,58.15
58.06,58.42,59.15,57.31
58.50,58.48,58.97,57.84
58.04,58.76,59.46,58.04
58.78,58.35,59.54,58.14
58.11,57.75,58.52,57.00
57.55,57.10,57.71,56.57
57.43,58.71,58.76,57.18
58.44,59.04,59.05,58.21
59.31,59.14,59.38,58.41
59.43,59.05,59.50,58.69
59.05,59.50,59.58,58.78
59.28,58.97,59.69,58.72
58.88,58.63,58.91,58.08
58.83,59.34,59.68,57.96
59.58,58.89,59.58,58.52
59.41,59.30,59.52,58.88
59.47,59.76,60.25,58.81
59.92,60.34,61.17,59.67
60.36,60.16,60.89,60.07
60.59,60.48,61.00,60.06
60.39,60.27,60.94,60.13
60.64,61.45,61.75,60.64
61.42,60.06,61.67,59.99
60.10,59.98,60.59,59.42
59.68,60.11,60.40,59.34
60.44,60.17,60.76,59.81
60.51,61.78,61.97,60.17
61.95,61.85,62.39,61.25
61.79,62.61,63.32,61.68
62.30,62.03,62.73,61.93
62.21,62.23,62.27,61.11
62.33,61.02,62.33,60.50
61.09,61.62,61.94,60.55
61.49,60.47,61.88,60.24
59.39,60.93,61.62,59.02
61.06,61.70,62.13,61.06
61.82,61.77,62.45,60.62
62.12,61.77,62.78,61.76
61.33,61.88,62.49,61.33
62.49,62.15,62.73,61.24
62.41,62.05,62.99,61.61
62.40,61.97,62.40,61.31
62.13,61.78,62.36,61.52
61.69,61.71,62.00,61.52
61.25,61.02,61.49,60.40
61.03,60.89,61.28,60.72
61.25,61.04,61.25,60.83
61.03,61.57,61.65,60.87
61.69,61.79,61.96,61.30
61.93,61.96,62.16,61.42
62.18,62.83,63.25,61.89
63.23,63.91,63.95,62.20
64.03,63.34,64.25,63.13
63.18,62.81,63.59,62.56
62.79,60.43,62.79,60.15
60.21,60.45,60.77,60.13
60.80,61.16,61.44,60.80
60.90,60.24,61.17,59.40
60.43,61.86,62.32,59.28
61.40,61.76,62.00,61.07
61.54,61.68,61.80,61.06
61.89,61.33,62.05,61.04
61.42,61.22,61.74,60.79
61.40,60.99,61.61,60.78
61.03,60.90,61.25,60.62
60.93,59.45,60.93,59.33
59.78,58.89,59.78,58.85
58.79,57.27,58.91,57.00
57.33,56.70,57.37,56.31
56.68,57.13,57.62,56.11
57.55,56.69,57.69,56.42
56.84,56.59,57.30,56.59
56.68,56.26,56.95,56.25
56.16,56.07,56.73,56.02
56.14,56.76,57.24,56.14
56.32,57.70,57.81,56.29
57.43,56.84,57.65,56.48
56.85,57.80,58.08,56.77
58.03,57.40,58.38,57.18
58.26,58.51,58.95,57.63
58.73,59.75,59.93,58.66
59.46,59.77,60.00,59.02
59.56,59.14,60.66,59.14
59.15,59.30,59.56,58.68
59.52,59.67,59.79,59.13
59.81,58.96,59.81,58.94
58.85,58.85,59.12,58.56
58.87,58.89,59.64,58.62
59.04,58.79,59.86,58.35
58.44,58.88,59.36,58.44
59.22,59.28,59.56,58.90
59.57,58.76,59.57,58.31
59.17,59.35,59.91,58.68
58.91,59.57,59.87,58.48
59.73,58.95,59.73,58.88
58.95,59.04,59.27,58.06
59.40,58.70,59.68,58.40
58.95,58.34,59.26,58.30
58.31,59.06,59.25,57.33
58.21,58.77,59.25,58.21
59.05,58.72,59.05,58.18
58.71,58.61,59.10,58.39
58.65,59.65,59.89,58.60
59.60,59.54,59.94,59.30
59.25,60.09,60.51,59.25
59.80,59.27,60.51,58.86
59.65,59.81,60.00,59.03
59.50,59.25,59.92,58.54
59.44,59.24,59.91,58.48
59.34,60.26,60.36,58.97
60.60,60.35,60.60,59.45
61.10,61.06,61.13,53.01
61.20,60.04,61.74,59.84
60.07,60.00,60.59,59.74
59.96,60.00,60.05,59.36
60.19,60.05,60.19,59.46
59.92,60.25,60.63,59.46
59.89,59.40,59.89,59.01
59.58,60.28,60.42,59.58
60.97,61.31,61.59,60.34
61.26,61.11,61.74,60.57
60.82,61.10,61.20,60.41
61.01,68.83,71.29,61.01
68.01,66.10,68.12,65.72
66.39,67.25,67.71,66.39
67.33,66.97,67.53,66.79
66.95,67.46,67.88,66.93
67.17,67.14,67.67,66.89
66.88,67.13,67.79,66.70
67.24,67.54,67.57,66.89
67.43,68.62,69.66,67.10
68.83,68.54,69.04,68.07
68.74,68.16,69.50,67.77
67.81,68.88,69.01,67.53
68.69,70.68,70.86,68.69
71.46,71.79,71.88,70.42
71.80,70.95,71.99,70.67
71.14,71.11,71.50,70.60
70.65,71.39,71.88,70.47
71.26,71.28,71.78,71.00
71.50,69.80,71.50,69.22
69.57,67.89,70.02,67.87
67.82,67.39,69.16,66.78
67.78,71.76,72.00,67.56
72.24,72.69,72.75,71.43
71.70,73.81,74.05,71.08
73.95,73.69,74.88,73.25
73.50,75.70,76.64,73.25
75.37,73.50,76.21,72.85
73.29,74.03,74.78,73.29
73.91,74.17,74.46,73.61
74.37,73.84,74.53,73.75
72.73,73.52,73.73,71.76
