DEE,DB Commodity Double Short ETN due April 1,NASDAQ
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
73.53,73.53,73.53,73.53
